longitude,latitude,liquefaction_potential_index,liquefaction_hazard_level
-122.23000000000025,37.2,2.9025154288963484,Moderate
-122.22500000000025,37.2,4.104157383330547,Moderate
-122.22000000000025,37.2,4.33762792414992,Moderate
-122.21500000000026,37.2,2.6995332383393245,Moderate
-122.21000000000026,37.2,7.477473652354341,High
-122.20500000000027,37.2,5.608003352672767,High
-122.20000000000027,37.2,4.651891811150641,Moderate
-122.19500000000028,37.2,6.439131080497526,High
-122.19000000000028,37.2,7.099531825500304,High
-122.18500000000029,37.2,6.554347015324191,High
-122.18000000000029,37.2,2.6677919169226794,Moderate
-122.1750000000003,37.2,4.201175187757367,Moderate
-122.1700000000003,37.2,2.2625562460867754,Moderate
-122.1650000000003,37.2,1.563437318565334,Low
-122.16000000000031,37.2,2.2579950048448945,Moderate
-122.15500000000031,37.2,3.714812635194963,Moderate
-122.15000000000032,37.2,0.6764027362268537,Low
-122.14500000000032,37.2,4.645667245167791,Moderate
-122.14000000000033,37.2,3.5311044611974642,Moderate
-122.13500000000033,37.2,2.662814333607947,Moderate
-122.13000000000034,37.2,0.0,Very Low
-122.12500000000034,37.2,7.0210397294383355,High
-122.12000000000035,37.2,0.0,Very Low
-122.11500000000035,37.2,0.0,Very Low
-122.11000000000035,37.2,0.0,Very Low
-122.10500000000036,37.2,0.0,Very Low
-122.10000000000036,37.2,0.0,Very Low
-122.09500000000037,37.2,0.0,Very Low
-122.09000000000037,37.2,0.0,Very Low
-122.08500000000038,37.2,0.0,Very Low
-122.08000000000038,37.2,0.0,Very Low
-122.07500000000039,37.2,0.0,Very Low
-122.07000000000039,37.2,0.0,Very Low
-122.0650000000004,37.2,0.0,Very Low
-122.0600000000004,37.2,0.0,Very Low
-122.0550000000004,37.2,5.259954309774784,High
-122.05000000000041,37.2,0.0,Very Low
-122.04500000000041,37.2,1.9526111703565372,Low
-122.04000000000042,37.2,0.0,Very Low
-122.03500000000042,37.2,0.7966382845965198,Low
-122.03000000000043,37.2,3.4838242660138565,Moderate
-122.02500000000043,37.2,6.582772725765912,High
-122.02000000000044,37.2,2.7586201343655183,Moderate
-122.01500000000044,37.2,1.8527628817003579,Low
-122.01000000000045,37.2,4.127731500412462,Moderate
-122.00500000000045,37.2,5.229937195940824,High
-122.00000000000045,37.2,3.7493173145331595,Moderate
-121.99500000000046,37.2,3.0606698476146605,Moderate
-121.99000000000046,37.2,7.542930448552496,High
-121.98500000000047,37.2,5.6887489451527,High
-121.98000000000047,37.2,6.6630085354627955,High
-121.97500000000048,37.2,7.363020359748171,High
-121.97000000000048,37.2,6.278507303803474,High
-121.96500000000049,37.2,3.050041967177259,Moderate
-121.96000000000049,37.2,3.8886771236120254,Moderate
-121.9550000000005,37.2,5.150675238469383,High
-121.9500000000005,37.2,6.157823606584629,High
-121.9450000000005,37.2,4.67327661847561,Moderate
-121.94000000000051,37.2,3.6395012767142068,Moderate
-121.93500000000051,37.2,1.4737421176812486,Low
-121.93000000000052,37.2,2.6803520285398874,Moderate
-121.92500000000052,37.2,1.0386160579221575,Low
-121.92000000000053,37.2,0.8904794674716539,Low
-121.91500000000053,37.2,0.0,Very Low
-121.91000000000054,37.2,2.066144598727528,Moderate
-121.90500000000054,37.2,3.8898310661015745,Moderate
-121.90000000000055,37.2,4.416174493055761,Moderate
-121.89500000000055,37.2,0.0,Very Low
-121.89000000000055,37.2,5.292777763762039,High
-121.88500000000056,37.2,0.0,Very Low
-121.88000000000056,37.2,0.0,Very Low
-121.87500000000057,37.2,9.058385684414525,High
-121.87000000000057,37.2,0.0,Very Low
-121.86500000000058,37.2,0.0,Very Low
-121.86000000000058,37.2,0.0,Very Low
-121.85500000000059,37.2,0.0,Very Low
-121.85000000000059,37.2,0.0,Very Low
-121.8450000000006,37.2,0.0,Very Low
-121.8400000000006,37.2,0.0,Very Low
-121.8350000000006,37.2,0.0,Very Low
-121.83000000000061,37.2,0.0,Very Low
-121.82500000000061,37.2,3.6023387062506607,Moderate
-121.82000000000062,37.2,0.0,Very Low
-121.81500000000062,37.2,0.0,Very Low
-121.81000000000063,37.2,3.0017917433085124,Moderate
-121.80500000000063,37.2,0.0,Very Low
-121.80000000000064,37.2,0.7468121953250433,Low
-122.5,37.205000000000005,0.5574151668324285,Low
-122.495,37.205000000000005,0.0,Very Low
-122.49000000000001,37.205000000000005,1.0169997289136026,Low
-122.48500000000001,37.205000000000005,1.1738703928863023,Low
-122.48000000000002,37.205000000000005,2.240947712810569,Moderate
-122.47500000000002,37.205000000000005,2.029242873813143,Moderate
-122.47000000000003,37.205000000000005,2.025286020990227,Moderate
-122.46500000000003,37.205000000000005,0.7620253547022988,Low
-122.46000000000004,37.205000000000005,3.5693782849859534,Moderate
-122.45500000000004,37.205000000000005,2.6396457471816857,Moderate
-122.45000000000005,37.205000000000005,3.7116470349092614,Moderate
-122.44500000000005,37.205000000000005,2.4105604496875404,Moderate
-122.44000000000005,37.205000000000005,5.1248873873898875,High
-122.43500000000006,37.205000000000005,2.5451025081435756,Moderate
-122.43000000000006,37.205000000000005,3.8793941311642084,Moderate
-122.42500000000007,37.205000000000005,5.156516981545871,High
-122.42000000000007,37.205000000000005,2.801282476374057,Moderate
-122.41500000000008,37.205000000000005,3.4504217147528142,Moderate
-122.41000000000008,37.205000000000005,2.3221291619607123,Moderate
-122.40500000000009,37.205000000000005,1.323522907307317,Low
-122.40000000000009,37.205000000000005,1.7626597829725883,Low
-122.3950000000001,37.205000000000005,2.773757513067672,Moderate
-122.3900000000001,37.205000000000005,2.664036812494253,Moderate
-122.3850000000001,37.205000000000005,1.2729800339301771,Low
-122.38000000000011,37.205000000000005,0.32110449982665923,Low
-122.37500000000011,37.205000000000005,3.327653233724668,Moderate
-122.37000000000012,37.205000000000005,1.618202504192515,Low
-122.36500000000012,37.205000000000005,0.0,Very Low
-122.36000000000013,37.205000000000005,0.0,Very Low
-122.35500000000013,37.205000000000005,0.0,Very Low
-122.35000000000014,37.205000000000005,0.0,Very Low
-122.34500000000014,37.205000000000005,0.0,Very Low
-122.34000000000015,37.205000000000005,0.0,Very Low
-122.33500000000015,37.205000000000005,0.0,Very Low
-122.33000000000015,37.205000000000005,0.0,Very Low
-122.32500000000016,37.205000000000005,0.0,Very Low
-122.32000000000016,37.205000000000005,0.0,Very Low
-122.31500000000017,37.205000000000005,0.0,Very Low
-122.31000000000017,37.205000000000005,7.73256340896069,High
-122.30500000000018,37.205000000000005,0.0,Very Low
-122.30000000000018,37.205000000000005,0.0,Very Low
-122.29500000000019,37.205000000000005,0.0,Very Low
-122.29000000000019,37.205000000000005,0.0,Very Low
-122.2850000000002,37.205000000000005,0.0,Very Low
-122.2800000000002,37.205000000000005,6.0049333127246225,High
-122.2750000000002,37.205000000000005,3.654849821493703,Moderate
-122.27000000000021,37.205000000000005,1.616423584780806,Low
-122.26500000000021,37.205000000000005,1.3760511161650806,Low
-122.26000000000022,37.205000000000005,4.113765144791126,Moderate
-122.25500000000022,37.205000000000005,1.9213829498843868,Low
-122.25000000000023,37.205000000000005,4.298403121723761,Moderate
-122.24500000000023,37.205000000000005,5.423202281312278,High
-122.24000000000024,37.205000000000005,1.4870986052922224,Low
-122.23500000000024,37.205000000000005,2.9504424720760722,Moderate
-122.23000000000025,37.205000000000005,5.520467847659317,High
-122.22500000000025,37.205000000000005,2.6603322015908715,Moderate
-122.22000000000025,37.205000000000005,3.2838232857906755,Moderate
-122.21500000000026,37.205000000000005,4.601018760291193,Moderate
-122.21000000000026,37.205000000000005,4.0495062974059755,Moderate
-122.20500000000027,37.205000000000005,0.6365955706595724,Low
-122.20000000000027,37.205000000000005,2.9885211022520957,Moderate
-122.19500000000028,37.205000000000005,4.501372746445692,Moderate
-122.19000000000028,37.205000000000005,6.153016250153806,High
-122.18500000000029,37.205000000000005,6.134960267130813,High
-122.18000000000029,37.205000000000005,6.18449379286546,High
-122.1750000000003,37.205000000000005,2.504601237638557,Moderate
-122.1700000000003,37.205000000000005,3.2261012637577458,Moderate
-122.1650000000003,37.205000000000005,2.7598636006191533,Moderate
-122.16000000000031,37.205000000000005,2.280245003081064,Moderate
-122.15500000000031,37.205000000000005,2.1524902965615045,Moderate
-122.15000000000032,37.205000000000005,1.8467356047338692,Low
-122.14500000000032,37.205000000000005,0.775557748174685,Low
-122.14000000000033,37.205000000000005,4.360981235641998,Moderate
-122.13500000000033,37.205000000000005,0.0,Very Low
-122.13000000000034,37.205000000000005,4.66273173007217,Moderate
-122.12500000000034,37.205000000000005,0.0,Very Low
-122.12000000000035,37.205000000000005,0.0,Very Low
-122.11500000000035,37.205000000000005,0.0,Very Low
-122.11000000000035,37.205000000000005,0.0,Very Low
-122.10500000000036,37.205000000000005,6.081375520111317,High
-122.10000000000036,37.205000000000005,0.0,Very Low
-122.09500000000037,37.205000000000005,0.0,Very Low
-122.09000000000037,37.205000000000005,0.0,Very Low
-122.08500000000038,37.205000000000005,0.0,Very Low
-122.08000000000038,37.205000000000005,0.0,Very Low
-122.07500000000039,37.205000000000005,0.0,Very Low
-122.07000000000039,37.205000000000005,0.0,Very Low
-122.0650000000004,37.205000000000005,0.0,Very Low
-122.0600000000004,37.205000000000005,0.0,Very Low
-122.0550000000004,37.205000000000005,0.0,Very Low
-122.05000000000041,37.205000000000005,5.794083803474914,High
-122.04500000000041,37.205000000000005,1.6166116476368493,Low
-122.04000000000042,37.205000000000005,3.2982469438722464,Moderate
-122.03500000000042,37.205000000000005,1.7511230989325974,Low
-122.03000000000043,37.205000000000005,1.6602741277894209,Low
-122.02500000000043,37.205000000000005,0.0,Very Low
-122.02000000000044,37.205000000000005,2.141885137644406,Moderate
-122.01500000000044,37.205000000000005,1.5278937541466746,Low
-122.01000000000045,37.205000000000005,4.655957243665325,Moderate
-122.00500000000045,37.205000000000005,4.42738172769041,Moderate
-122.00000000000045,37.205000000000005,6.59712057058916,High
-121.99500000000046,37.205000000000005,4.705527491517627,Moderate
-121.99000000000046,37.205000000000005,4.552047410672259,Moderate
-121.98500000000047,37.205000000000005,3.5399547829790943,Moderate
-121.98000000000047,37.205000000000005,6.556148368456426,High
-121.97500000000048,37.205000000000005,4.8620060275352355,Moderate
-121.97000000000048,37.205000000000005,5.351789449391143,High
-121.96500000000049,37.205000000000005,1.8575434265836317,Low
-121.96000000000049,37.205000000000005,4.61415607886143,Moderate
-121.9550000000005,37.205000000000005,2.5680476587566528,Moderate
-121.9500000000005,37.205000000000005,3.384544499225681,Moderate
-121.9450000000005,37.205000000000005,2.70935450867929,Moderate
-121.94000000000051,37.205000000000005,4.491317640732381,Moderate
-121.93500000000051,37.205000000000005,2.069452896306204,Moderate
-121.93000000000052,37.205000000000005,3.306724359551226,Moderate
-121.92500000000052,37.205000000000005,2.187029270451836,Moderate
-121.92000000000053,37.205000000000005,1.0494305226351452,Low
-121.91500000000053,37.205000000000005,1.9107279327017173,Low
-121.91000000000054,37.205000000000005,2.8857750551019428,Moderate
-121.90500000000054,37.205000000000005,0.0,Very Low
-121.90000000000055,37.205000000000005,0.0,Very Low
-121.89500000000055,37.205000000000005,0.0,Very Low
-121.89000000000055,37.205000000000005,0.0,Very Low
-121.88500000000056,37.205000000000005,0.0,Very Low
-121.88000000000056,37.205000000000005,0.0,Very Low
-121.87500000000057,37.205000000000005,9.81572380621106,High
-121.87000000000057,37.205000000000005,0.0,Very Low
-121.86500000000058,37.205000000000005,0.0,Very Low
-121.86000000000058,37.205000000000005,0.0,Very Low
-121.85500000000059,37.205000000000005,0.0,Very Low
-121.85000000000059,37.205000000000005,0.0,Very Low
-121.8450000000006,37.205000000000005,0.0,Very Low
-121.8400000000006,37.205000000000005,0.0,Very Low
-121.8350000000006,37.205000000000005,0.0,Very Low
-121.83000000000061,37.205000000000005,0.0,Very Low
-121.82500000000061,37.205000000000005,0.0,Very Low
-121.82000000000062,37.205000000000005,0.0,Very Low
-121.81500000000062,37.205000000000005,3.2542457079535603,Moderate
-121.81000000000063,37.205000000000005,4.351406985949196,Moderate
-121.80500000000063,37.205000000000005,3.5809587221647146,Moderate
-121.80000000000064,37.205000000000005,1.157297668289789,Low
-122.5,37.21000000000001,0.6823548202846199,Low
-122.495,37.21000000000001,1.234504253645821,Low
-122.49000000000001,37.21000000000001,1.0277938792052304,Low
-122.48500000000001,37.21000000000001,2.347808367275129,Moderate
-122.48000000000002,37.21000000000001,1.1687356239646731,Low
-122.47500000000002,37.21000000000001,2.5453214764592196,Moderate
-122.47000000000003,37.21000000000001,2.9125176659659435,Moderate
-122.46500000000003,37.21000000000001,2.294310578300191,Moderate
-122.46000000000004,37.21000000000001,3.9804877794364644,Moderate
-122.45500000000004,37.21000000000001,2.8725872742696197,Moderate
-122.45000000000005,37.21000000000001,1.664665174610441,Low
-122.44500000000005,37.21000000000001,2.252914824510306,Moderate
-122.44000000000005,37.21000000000001,2.1595193346557653,Moderate
-122.43500000000006,37.21000000000001,4.237935453264235,Moderate
-122.43000000000006,37.21000000000001,2.236616442087198,Moderate
-122.42500000000007,37.21000000000001,2.116254899393213,Moderate
-122.42000000000007,37.21000000000001,1.0951144568777236,Low
-122.41500000000008,37.21000000000001,2.08848479103118,Moderate
-122.41000000000008,37.21000000000001,1.2661832605580443,Low
-122.40500000000009,37.21000000000001,2.423719635693177,Moderate
-122.40000000000009,37.21000000000001,2.71292501372141,Moderate
-122.3950000000001,37.21000000000001,1.3390840732324567,Low
-122.3900000000001,37.21000000000001,1.2899442949642264,Low
-122.3850000000001,37.21000000000001,1.2129444930570719,Low
-122.38000000000011,37.21000000000001,1.1660708366645898,Low
-122.37500000000011,37.21000000000001,1.7516563400992085,Low
-122.37000000000012,37.21000000000001,3.8100276476995507,Moderate
-122.36500000000012,37.21000000000001,0.0,Very Low
-122.36000000000013,37.21000000000001,0.0,Very Low
-122.35500000000013,37.21000000000001,5.681454541600919,High
-122.35000000000014,37.21000000000001,0.0,Very Low
-122.34500000000014,37.21000000000001,0.0,Very Low
-122.34000000000015,37.21000000000001,0.0,Very Low
-122.33500000000015,37.21000000000001,0.0,Very Low
-122.33000000000015,37.21000000000001,0.0,Very Low
-122.32500000000016,37.21000000000001,0.0,Very Low
-122.32000000000016,37.21000000000001,0.0,Very Low
-122.31500000000017,37.21000000000001,0.0,Very Low
-122.31000000000017,37.21000000000001,0.0,Very Low
-122.30500000000018,37.21000000000001,0.0,Very Low
-122.30000000000018,37.21000000000001,0.0,Very Low
-122.29500000000019,37.21000000000001,5.018997682927349,High
-122.29000000000019,37.21000000000001,0.0,Very Low
-122.2850000000002,37.21000000000001,0.0,Very Low
-122.2800000000002,37.21000000000001,2.816048767155029,Moderate
-122.2750000000002,37.21000000000001,1.9322111677086138,Low
-122.27000000000021,37.21000000000001,0.6954493973812996,Low
-122.26500000000021,37.21000000000001,0.8398366373695161,Low
-122.26000000000022,37.21000000000001,1.3121400140016999,Low
-122.25500000000022,37.21000000000001,1.3274574324884738,Low
-122.25000000000023,37.21000000000001,5.322270591966563,High
-122.24500000000023,37.21000000000001,2.9442141188333224,Moderate
-122.24000000000024,37.21000000000001,0.619158939934544,Low
-122.23500000000024,37.21000000000001,4.367684683928502,Moderate
-122.23000000000025,37.21000000000001,5.539368928723241,High
-122.22500000000025,37.21000000000001,3.320501165530101,Moderate
-122.22000000000025,37.21000000000001,4.532198687364375,Moderate
-122.21500000000026,37.21000000000001,8.238063024059306,High
-122.21000000000026,37.21000000000001,5.683732531890966,High
-122.20500000000027,37.21000000000001,3.137832458311229,Moderate
-122.20000000000027,37.21000000000001,2.2134048470331096,Moderate
-122.19500000000028,37.21000000000001,3.4048037590945137,Moderate
-122.19000000000028,37.21000000000001,5.253059635320668,High
-122.18500000000029,37.21000000000001,3.8889182858299294,Moderate
-122.18000000000029,37.21000000000001,3.443031195921401,Moderate
-122.1750000000003,37.21000000000001,3.709060117715313,Moderate
-122.1700000000003,37.21000000000001,4.810976040793236,Moderate
-122.1650000000003,37.21000000000001,4.62905288221823,Moderate
-122.16000000000031,37.21000000000001,3.576356523393715,Moderate
-122.15500000000031,37.21000000000001,1.3441104358707128,Low
-122.15000000000032,37.21000000000001,2.5773220027919166,Moderate
-122.14500000000032,37.21000000000001,3.4077036740256945,Moderate
-122.14000000000033,37.21000000000001,2.4301115621883835,Moderate
-122.13500000000033,37.21000000000001,0.0,Very Low
-122.13000000000034,37.21000000000001,0.0,Very Low
-122.12500000000034,37.21000000000001,0.0,Very Low
-122.12000000000035,37.21000000000001,0.0,Very Low
-122.11500000000035,37.21000000000001,0.0,Very Low
-122.11000000000035,37.21000000000001,0.0,Very Low
-122.10500000000036,37.21000000000001,0.0,Very Low
-122.10000000000036,37.21000000000001,0.0,Very Low
-122.09500000000037,37.21000000000001,0.0,Very Low
-122.09000000000037,37.21000000000001,0.0,Very Low
-122.08500000000038,37.21000000000001,0.0,Very Low
-122.08000000000038,37.21000000000001,0.0,Very Low
-122.07500000000039,37.21000000000001,0.0,Very Low
-122.07000000000039,37.21000000000001,0.0,Very Low
-122.0650000000004,37.21000000000001,0.0,Very Low
-122.0600000000004,37.21000000000001,0.0,Very Low
-122.0550000000004,37.21000000000001,0.0,Very Low
-122.05000000000041,37.21000000000001,4.779639641305371,Moderate
-122.04500000000041,37.21000000000001,3.117325091693722,Moderate
-122.04000000000042,37.21000000000001,3.581354188857291,Moderate
-122.03500000000042,37.21000000000001,3.32792602096437,Moderate
-122.03000000000043,37.21000000000001,0.7988642175065577,Low
-122.02500000000043,37.21000000000001,1.3604473488663134,Low
-122.02000000000044,37.21000000000001,1.8798540374594723,Low
-122.01500000000044,37.21000000000001,3.019285157382073,Moderate
-122.01000000000045,37.21000000000001,3.3408458025447545,Moderate
-122.00500000000045,37.21000000000001,3.728614726688255,Moderate
-122.00000000000045,37.21000000000001,4.226159293080799,Moderate
-121.99500000000046,37.21000000000001,5.494042810095201,High
-121.99000000000046,37.21000000000001,4.7316614090946425,Moderate
-121.98500000000047,37.21000000000001,3.1034934394088998,Moderate
-121.98000000000047,37.21000000000001,5.545198811645463,High
-121.97500000000048,37.21000000000001,2.3644269026202567,Moderate
-121.97000000000048,37.21000000000001,6.154094341085901,High
-121.96500000000049,37.21000000000001,4.833224028563148,Moderate
-121.96000000000049,37.21000000000001,4.217600082013933,Moderate
-121.9550000000005,37.21000000000001,1.4202508528361508,Low
-121.9500000000005,37.21000000000001,3.8867647584805303,Moderate
-121.9450000000005,37.21000000000001,2.751693583086491,Moderate
-121.94000000000051,37.21000000000001,2.3188117549116085,Moderate
-121.93500000000051,37.21000000000001,5.0164129849454575,High
-121.93000000000052,37.21000000000001,3.392915300096321,Moderate
-121.92500000000052,37.21000000000001,1.5175064940821477,Low
-121.92000000000053,37.21000000000001,0.7505512774589106,Low
-121.91500000000053,37.21000000000001,1.6939174124018455,Low
-121.91000000000054,37.21000000000001,0.0,Very Low
-121.90500000000054,37.21000000000001,0.0,Very Low
-121.90000000000055,37.21000000000001,3.1055409854892586,Moderate
-121.89500000000055,37.21000000000001,0.0,Very Low
-121.89000000000055,37.21000000000001,0.0,Very Low
-121.88500000000056,37.21000000000001,0.0,Very Low
-121.88000000000056,37.21000000000001,0.0,Very Low
-121.87500000000057,37.21000000000001,0.0,Very Low
-121.87000000000057,37.21000000000001,0.0,Very Low
-121.86500000000058,37.21000000000001,0.0,Very Low
-121.86000000000058,37.21000000000001,0.0,Very Low
-121.85500000000059,37.21000000000001,0.0,Very Low
-121.85000000000059,37.21000000000001,0.0,Very Low
-121.8450000000006,37.21000000000001,0.0,Very Low
-121.8400000000006,37.21000000000001,0.0,Very Low
-121.8350000000006,37.21000000000001,0.0,Very Low
-121.83000000000061,37.21000000000001,6.702339790338922,High
-121.82500000000061,37.21000000000001,0.0,Very Low
-121.82000000000062,37.21000000000001,5.898708340496116,High
-121.81500000000062,37.21000000000001,3.6796614229001747,Moderate
-121.81000000000063,37.21000000000001,0.8536983900902193,Low
-121.80500000000063,37.21000000000001,0.5773260920566506,Low
-121.80000000000064,37.21000000000001,2.8441171005052928,Moderate
-122.5,37.21500000000001,0.5373788434679964,Low
-122.495,37.21500000000001,0.8125699218289447,Low
-122.49000000000001,37.21500000000001,3.8352693604732844,Moderate
-122.48500000000001,37.21500000000001,2.3880430535855144,Moderate
-122.48000000000002,37.21500000000001,2.153787462047976,Moderate
-122.47500000000002,37.21500000000001,1.9355181655358498,Low
-122.47000000000003,37.21500000000001,3.797451723150109,Moderate
-122.46500000000003,37.21500000000001,1.8356718369930178,Low
-122.46000000000004,37.21500000000001,3.208846332308358,Moderate
-122.45500000000004,37.21500000000001,3.0211012681225307,Moderate
-122.45000000000005,37.21500000000001,1.773078708914851,Low
-122.44500000000005,37.21500000000001,0.7398974477782616,Low
-122.44000000000005,37.21500000000001,4.801403877291454,Moderate
-122.43500000000006,37.21500000000001,1.4671254782771757,Low
-122.43000000000006,37.21500000000001,5.961400643608475,High
-122.42500000000007,37.21500000000001,2.4582925059742036,Moderate
-122.42000000000007,37.21500000000001,5.607028782488663,High
-122.41500000000008,37.21500000000001,3.011321111940563,Moderate
-122.41000000000008,37.21500000000001,1.9390131122227159,Low
-122.40500000000009,37.21500000000001,2.9026097868954146,Moderate
-122.40000000000009,37.21500000000001,0.7110024976608129,Low
-122.3950000000001,37.21500000000001,1.7012208373801403,Low
-122.3900000000001,37.21500000000001,1.1589962782974008,Low
-122.3850000000001,37.21500000000001,0.9787583344461513,Low
-122.38000000000011,37.21500000000001,1.734585855200005,Low
-122.37500000000011,37.21500000000001,2.049832432886474,Moderate
-122.37000000000012,37.21500000000001,0.0,Very Low
-122.36500000000012,37.21500000000001,3.0016398280019203,Moderate
-122.36000000000013,37.21500000000001,3.1191829777111226,Moderate
-122.35500000000013,37.21500000000001,0.0,Very Low
-122.35000000000014,37.21500000000001,0.0,Very Low
-122.34500000000014,37.21500000000001,0.0,Very Low
-122.34000000000015,37.21500000000001,0.0,Very Low
-122.33500000000015,37.21500000000001,0.0,Very Low
-122.33000000000015,37.21500000000001,0.0,Very Low
-122.32500000000016,37.21500000000001,0.0,Very Low
-122.32000000000016,37.21500000000001,0.0,Very Low
-122.31500000000017,37.21500000000001,5.425772899077261,High
-122.31000000000017,37.21500000000001,0.0,Very Low
-122.30500000000018,37.21500000000001,0.0,Very Low
-122.30000000000018,37.21500000000001,0.0,Very Low
-122.29500000000019,37.21500000000001,0.0,Very Low
-122.29000000000019,37.21500000000001,0.0,Very Low
-122.2850000000002,37.21500000000001,3.9741683720097916,Moderate
-122.2800000000002,37.21500000000001,4.523356496440595,Moderate
-122.2750000000002,37.21500000000001,4.1642998287739434,Moderate
-122.27000000000021,37.21500000000001,0.7804129855458853,Low
-122.26500000000021,37.21500000000001,4.054082324328538,Moderate
-122.26000000000022,37.21500000000001,0.0,Very Low
-122.25500000000022,37.21500000000001,1.9091081544859696,Low
-122.25000000000023,37.21500000000001,2.680351373330314,Moderate
-122.24500000000023,37.21500000000001,1.9000066271529275,Low
-122.24000000000024,37.21500000000001,3.466514036644891,Moderate
-122.23500000000024,37.21500000000001,2.684774735045029,Moderate
-122.23000000000025,37.21500000000001,5.429873453927696,High
-122.22500000000025,37.21500000000001,3.9807396442740455,Moderate
-122.22000000000025,37.21500000000001,8.86615522736944,High
-122.21500000000026,37.21500000000001,6.390310609351253,High
-122.21000000000026,37.21500000000001,5.473444966763494,High
-122.20500000000027,37.21500000000001,5.8251734295156625,High
-122.20000000000027,37.21500000000001,6.544465780118395,High
-122.19500000000028,37.21500000000001,2.4371335943767294,Moderate
-122.19000000000028,37.21500000000001,5.775256821787947,High
-122.18500000000029,37.21500000000001,7.247345510997569,High
-122.18000000000029,37.21500000000001,7.928249475877389,High
-122.1750000000003,37.21500000000001,4.6722190949557065,Moderate
-122.1700000000003,37.21500000000001,5.655730881551771,High
-122.1650000000003,37.21500000000001,3.6899025848244484,Moderate
-122.16000000000031,37.21500000000001,1.6037249225482282,Low
-122.15500000000031,37.21500000000001,1.0420457047285765,Low
-122.15000000000032,37.21500000000001,0.0,Very Low
-122.14500000000032,37.21500000000001,2.0618103895834854,Moderate
-122.14000000000033,37.21500000000001,4.19845206333515,Moderate
-122.13500000000033,37.21500000000001,0.0,Very Low
-122.13000000000034,37.21500000000001,0.0,Very Low
-122.12500000000034,37.21500000000001,0.0,Very Low
-122.12000000000035,37.21500000000001,0.0,Very Low
-122.11500000000035,37.21500000000001,0.0,Very Low
-122.11000000000035,37.21500000000001,6.0734019207781555,High
-122.10500000000036,37.21500000000001,0.0,Very Low
-122.10000000000036,37.21500000000001,0.0,Very Low
-122.09500000000037,37.21500000000001,0.0,Very Low
-122.09000000000037,37.21500000000001,0.0,Very Low
-122.08500000000038,37.21500000000001,0.0,Very Low
-122.08000000000038,37.21500000000001,0.0,Very Low
-122.07500000000039,37.21500000000001,0.0,Very Low
-122.07000000000039,37.21500000000001,0.0,Very Low
-122.0650000000004,37.21500000000001,0.0,Very Low
-122.0600000000004,37.21500000000001,0.0,Very Low
-122.0550000000004,37.21500000000001,0.0,Very Low
-122.05000000000041,37.21500000000001,0.0,Very Low
-122.04500000000041,37.21500000000001,0.0,Very Low
