temperature_C,bilayer_shrinkage_percent,cte_mismatch_ppm_per_K,estimated_stress_MPa,layer1_shrinkage,layer2_shrinkage
316.6666666666667,6.637874734449841e-07,-1.3379166666666684,-39.02256944444449,1.720253097708893e-07,1.1555496371190788e-06
330.55555555555554,8.763274210993974e-07,-1.339722222222223,-40.93595679012348,2.271065728190677e-07,1.5255482693797271e-06
344.44444444444446,1.1569211165523231e-06,-1.3415277777777792,-42.854359567901284,2.998244586506945e-07,2.0140177744539516e-06
358.33333333333337,1.527358871129643e-06,-1.3433333333333337,-44.7777777777778,3.9582608637954086e-07,2.6588916558797453e-06
372.22222222222223,2.016408090799023e-06,-1.34513888888889,-46.706211419753124,5.225667417018944e-07,3.5102494398961513e-06
386.11111111111114,2.6620472871734446e-06,-1.3469444444444445,-48.639660493827165,6.898888386233731e-07,4.634205735723516e-06
400.0,3.5144153994696237e-06,-1.3487500000000008,-50.57812500000003,9.107862604267527e-07,6.118044538512495e-06
413.8888888888889,4.639705462410543e-06,-1.3505555555555553,-52.521604938271594,1.2024134368813506e-06,8.076997487939735e-06
427.77777777777777,6.125304988615012e-06,-1.3523611111111116,-54.470100308641996,1.5874175203069426e-06,1.0663192456923082e-05
441.6666666666667,8.086582247110536e-06,-1.3541666666666679,-56.42361111111116,2.0956971141250106e-06,1.4077467380096062e-05
455.55555555555554,1.0675845429225372e-05,-1.3559722222222224,-58.38213734567902,2.7667241324215344e-06,1.858496672602921e-05
469.44444444444446,1.4094170422396153e-05,-1.3577777777777786,-60.34567901234573,3.6526091001281044e-06,2.4535731744664202e-05
483.33333333333337,1.8607015660535114e-05,-1.3595833333333331,-62.31423611111111,4.8221479366084e-06,3.239188338446183e-05
497.22222222222223,2.4564836577721265e-05,-1.3613888888888894,-64.28780864197533,6.366164483878949e-06,4.276350867156358e-05
511.11111111111114,3.2430300383907946e-05,-1.363194444444444,-66.26639660493825,8.40456366288141e-06,5.645603710493448e-05
525.0,4.281421433208158e-05,-1.3650000000000002,-68.25000000000001,1.1095642980431937e-05,7.453278568373122e-05
538.8888888888889,5.652295711483234e-05,-1.3668055555555565,-70.23861882716055,1.4648385480261544e-05,9.839752874940313e-05
552.7777777777778,7.462109598343327e-05,-1.368611111111111,-72.23225308641975,1.9338688750317345e-05,0.0001299035032165492
566.6666666666666,9.851405085725067e-05,-1.3704166666666673,-74.2309027777778,2.5530790240057857e-05,0.0001714973114744435
580.5555555555555,0.00013005722242373586,-1.3722222222222218,-76.23456790123456,3.370555263361653e-05,0.00022640889221385517
594.4444444444445,0.00017170005449392765,-1.3740277777777798,-78.24324845679024,4.449780568833495e-05,0.00029890230329952035
608.3333333333334,0.0002266762105344105,-1.3758333333333344,-80.25694444444451,5.87456441253971e-05,0.0003946067769434239
622.2222222222223,0.00029925461973646727,-1.3776388888888906,-82.27565586419765,7.755550941654699e-05,0.0005209537300563875
636.1111111111111,0.0003950708650665306,-1.3794444444444451,-84.29938271604944,0.00010238810866348232,0.0006877536214695789
650.0,0.0005215646076487058,-1.3812500000000014,-86.32812500000009,0.0001351718412487238,0.0009079573740486878
663.8888888888889,0.000688556946270861,-1.3830555555555577,-88.36188271604952,0.00017845253894260702,0.001198661353599115
677.7777777777778,0.0009090124253909057,-1.3848611111111122,-90.4006558641976,0.0002355911431037333,0.001582433707678078
691.6666666666667,0.0012000446529869227,-1.3866666666666685,-92.44444444444458,0.0003110246616892132,0.0020890646442846324
705.5555555555555,0.0015842432484969153,-1.388472222222223,-94.49324845679018,0.0004106106566675335,0.002757875840326297
719.4444444444445,0.0020914245173569213,-1.3902777777777793,-96.54706790123467,0.0005420819882413623,0.0036407670464724804
733.3333333333334,0.00276094067092021,-1.3920833333333338,-98.6059027777778,0.0007156470854618849,0.004806234256378535
747.2222222222223,0.0036447249441242746,-1.39388888888889,-100.66975308641983,0.0009447822807375138,0.006344667607511035
761.1111111111111,0.0048113056458916415,-1.3956944444444446,-102.73861882716051,0.0012472776028958192,0.008375333688887463
775.0,0.006351094871852718,-1.3975000000000009,-104.81250000000006,0.001646617005233447,0.01105557273847199
788.8888888888889,0.008383352159766117,-1.3993055555555571,-106.8913966049384,0.002173799800026764,0.01459290451950547
802.7777777777778,0.011065345727784353,-1.4011111111111116,-108.97530864197535,0.002869744026661257,0.019260947428907448
816.6666666666667,0.01460439119912289,-1.402916666666668,-111.06423611111123,0.003788457136618573,0.025420325261627207
830.5555555555555,0.01927364793420083,-1.4047222222222224,-113.1581790123457,0.005001218033746894,0.03354607783465476
844.4444444444445,0.025432804634391175,-1.4065277777777787,-115.25713734567908,0.006602091423122776,0.04426351784565957
858.3333333333334,0.03355509595253639,-1.4083333333333332,-117.3611111111111,0.00871519605722916,0.05839499584784362
872.2222222222223,0.0442624634336996,-1.4101388888888895,-119.47010030864205,0.011504279748794024,0.07702064711860518
886.1111111111111,0.058371100230025584,-1.4119444444444458,-121.58410493827172,0.015185324593644915,0.10155687586640626
900.0,0.07695007238125566,-1.4137500000000003,-123.70312500000003,0.020043126276814198,0.13385701848569712
913.8888888888889,0.1013961246319046,-1.4155555555555566,-125.82716049382725,0.026453074088585014,0.17633917517522418
927.7777777777778,0.13352802308801082,-1.417361111111111,-127.95621141975307,0.03490971726992886,0.2321463289060928
941.6666666666667,0.1757036150759936,-1.4191666666666674,-130.09027777777786,0.046064152544497784,0.3053430776074894
955.5555555555555,0.23096177448535365,-1.4209722222222219,-132.2293595679012,0.06077281821369923,0.4011507307570081
969.4444444444445,0.30318886246785287,-1.42277777777778,-134.37345679012364,0.0801609339264445,0.5262167910092612
983.3333333333334,0.3973042384208667,-1.4245833333333344,-136.52256944444454,0.1057045635175094,0.688903913324224
997.2222222222223,0.519450314446945,-1.4263888888888907,-138.67669753086437,0.13933604131433497,0.899564587579555
1011.1111111111111,0.6771581056457292,-1.4281944444444452,-140.8358410493828,0.183578153804101,1.1707380574873574
1025.0,0.8794381691489604,-1.4300000000000015,-143.00000000000014,0.24171273787304998,1.517163600424871
1038.888888888889,1.1367203725782458,-1.431805555555556,-145.16917438271608,0.31798874814050476,1.955451997015987
1052.7777777777778,1.4605402486380887,-1.4336111111111123,-147.343364197531,0.4178725057762328,2.5032079914999446
1066.6666666666667,1.8628597419274082,-1.4354166666666686,-149.52256944444466,0.5483373862365095,3.177382097618307
1080.5555555555557,2.354941758392339,-1.437222222222223,-151.7067901234569,0.7181795437100209,3.991703973074657
1094.4444444444446,2.9458017848310933,-1.4390277777777793,-153.8960262345681,0.9383275468807453,4.953276022781441
1108.3333333333333,3.6404490220796526,-1.4408333333333339,-156.09027777777783,1.2220837234674569,6.058814320691848
1122.2222222222222,4.438359987220594,-1.4426388888888901,-158.28954475308657,1.5851911596084067,7.291528814832781
1136.111111111111,5.33276881406339,-1.4444444444444446,-160.49382716049385,2.0455642794905953,8.619973348636185
1150.0,6.311232142243293,-1.446250000000001,-162.70312500000009,2.622464284486586,10.0
1163.888888888889,7.357449962364064,-1.4480555555555572,-164.9174382716051,3.334873273364314,11.380026651363814
1177.7777777777778,8.453674079277132,-1.4498611111111117,-167.13676697530875,4.198876973387043,12.70847118516722
1191.6666666666667,9.582631151437006,-1.451666666666668,-169.36111111111128,5.2240766235658604,13.941185679308152
1205.5555555555557,10.7280929132855,-1.4534722222222225,-171.59047067901238,6.409461849352427,15.046723977218575
1219.4444444444446,11.874011594961495,-1.4552777777777788,-173.82484567901247,7.73972716299763,16.008296026925358
1233.3333333333333,13.003036680105382,-1.4570833333333333,-176.06423611111111,9.18345545782907,16.822617902381694
1247.2222222222222,14.09565750904397,-1.4588888888888896,-178.30864197530872,10.694523009587886,17.496792008500055
1261.111111111111,15.130882609378064,-1.460694444444444,-180.5580632716049,12.217217215772116,18.044548002984012
1275.0,16.088470843007965,-1.4625000000000004,-182.81250000000003,13.6941052864408,18.48283639957513
1288.888888888889,16.951841714574794,-1.4643055555555566,-185.07195216049394,15.074421486636947,18.82926194251264
1302.7777777777778,17.71046090158743,-1.4661111111111111,-187.33641975308646,16.320486390754414,19.100435412420445
1316.6666666666667,18.3608542427514,-1.4679166666666674,-189.60590277777789,17.41061239882702,19.31109608667578
1330.5555555555557,18.906113121398526,-1.469722222222222,-191.88040123456787,18.338443033806314,19.47378320899074
1344.4444444444446,19.354341329782624,-1.4715277777777782,-194.15991512345687,19.109833390322258,19.59884926924299
1358.3333333333335,19.716704187106487,-1.4733333333333327,-196.4444444444444,19.738751451820466,19.69465692239251
1372.2222222222222,20.005623402786195,-1.475138888888889,-198.73398919753086,20.243393134478485,19.767853671093906
1386.111111111111,20.23340828579407,-1.4769444444444435,-201.0285493827159,20.643155746763366,19.823660824824774
1400.0,20.41138688580392,-1.4787499999999998,-203.32812499999997,20.956630790093534,19.866142981514304
