temperature_C,linear_shrinkage_percent,total_strain,shrinkage_rate_per_C,relative_density
1150.0,10.0,-0.08580517361111112,0.09936191889819446,0.765
1163.888888888889,11.380026651363814,-0.09942288611240356,0.09750496266601977,0.794670573004322
1177.7777777777778,12.70847118516722,-0.11252454981463515,0.092201725005996,0.8232321304810952
1191.6666666666667,13.941185679308152,-0.12466868549678521,0.08417710051384858,0.8497354921051253
1205.5555555555557,15.046723977218575,-0.13554083159317337,0.07441597251421928,0.8735045655101994
1219.4444444444446,16.008296026925358,-0.1449730875840684,0.06393218130587264,0.8941783645788952
1233.3333333333333,16.822617902381694,-0.15293261420900214,0.05358585533668958,0.9116862849012064
1247.2222222222222,17.496792008500055,-0.15949043551709932,0.04398948362168342,0.9261810281827512
1261.111111111111,18.044548002984012,-0.16478384808539567,0.035497598078702675,0.9379577820641563
1275.0,18.48283639957513,-0.16898235705130688,0.02824970182303055,0.9473809825908653
1288.888888888889,18.82926194251264,-0.17226200985722517,0.0222335644624313,0.9548291317640218
1302.7777777777778,19.100435412420445,-0.17478891430938964,0.017346029189872936,0.9606593613670396
1316.6666666666667,19.31109608667578,-0.17671046318157257,0.013440520676530454,0.9651885658635293
1330.5555555555557,19.47378320899074,-0.17815204891089503,0.010359114572419559,0.9686863389933009
1344.4444444444446,19.59884926924299,-0.1792171963961336,0.00795145368246386,0.9713752592887244
1358.3333333333335,19.69465692239251,-0.17998953218688807,0.006084158466633016,0.973435123831439
1372.2222222222222,19.767853671093906,-0.1805355313097045,0.0046441404875615655,0.975008853928519
1386.111111111111,19.823660824824774,-0.18090740685935885,0.003538415175134313,0.9762087077337327
1400.0,19.866142981514304,-0.18114580481514303,0.0030587152816461812,0.9771220741025576
