Sample_ID,Mix_ID,Temperature_C,Replicate_ID,voxel_size_um,porosity_pct,crack_density_per_mm3,pore_D50_um,sphericity_mean,connectivity_index
C-28-M_R30-200C-Furnace-R1,M_R30,200,1,5.0,7.5054168701171875,31.154632568359375,1.6811497034920435,0.7999999388195547,1.6518221023888011
C-28-M_R30-200C-Furnace-R2,M_R30,200,2,5.0,7.470703125,15.468597412109375,1.6811497034920435,0.7999999388195547,1.6518221023888011
C-28-M_R30-200C-Furnace-R3,M_R30,200,3,5.0,7.36846923828125,23.401260375976562,1.6811497034920435,0.7999999388195547,1.6518221023888011
C-28-M_R30-400C-Furnace-R1,M_R30,400,1,5.0,7.523345947265625,15.594482421875,2.0911801754053343,0.7999753210848028,1.7448517463551334
C-28-M_R30-400C-Furnace-R2,M_R30,400,2,5.0,7.6679229736328125,31.171798706054688,2.0911801754053343,0.7999753210848028,1.7448517463551334
C-28-M_R30-400C-Furnace-R3,M_R30,400,3,5.0,7.11212158203125,23.17047119140625,2.0911801754053343,0.7999753210848028,1.7448517463551334
C-28-M_R30-600C-Furnace-R1,M_R30,600,1,5.0,6.6516876220703125,45.36628723144531,7.225828193794121,0.7905148253644867,3.11211715726001
C-28-M_R30-600C-Furnace-R2,M_R30,600,2,5.0,7.0362091064453125,23.09417724609375,7.225828193794121,0.7905148253644867,3.11211715726001
C-28-M_R30-600C-Furnace-R3,M_R30,600,3,5.0,7.4939727783203125,45.74775695800781,7.225828193794121,0.7905148253644867,3.11211715726001
C-28-M_R30-800C-Furnace-R1,M_R30,800,1,5.0,6.6410064697265625,67.11959838867188,12.353304343872551,0.6094851746355133,3.6366142981514304
C-28-M_R30-800C-Furnace-R2,M_R30,800,2,5.0,6.1725616455078125,81.97593688964844,12.353304343872551,0.6094851746355133,3.6366142981514304
C-28-M_R30-800C-Furnace-R3,M_R30,800,3,5.0,6.5784454345703125,75.05416870117188,12.353304343872551,0.6094851746355133,3.6366142981514304
