element_sizes,element_types,interface_refinement_levels,total_elements,mesh_quality,aspect_ratios
1.2255876808378807,Quadrilateral,4,266687,0.7146165008513138,7.755532764767725
0.18825578416799568,Quadrilateral,3,735451,0.8363333042276043,8.261512653405376
1.254335218612733,Quadrilateral,2,117450,0.6122000999756197,9.91454627800606
0.4239958350058539,Quadrilateral,3,181890,0.6149392754996857,4.713559092202838
0.22359802667203107,Quadrilateral,3,448741,0.9290402242638633,4.348162772135049
1.9028825207813331,Pyramid,3,291974,0.7440762565645052,7.987716646677971
1.9347008628416629,Pyramid,4,944933,0.6508242050607539,4.06723186227716
1.6359549614212763,Triangular,4,410109,0.8088973040219217,9.376815930432082
0.6787661614294043,Hexahedral,3,126381,0.9079974212394444,8.725714766587107
0.2855770166121293,Mixed,4,483125,0.6863284109987373,4.860946246375165
1.400042750373098,Quadrilateral,1,581621,0.8491561903276001,7.757839610123476
0.9362897381052424,Tetrahedral,1,144508,0.6341389859975072,7.7908858667621415
0.3318726462050797,Mixed,4,739650,0.6206726884674431,1.9281148195233935
1.0408361292114134,Pyramid,4,872645,0.8125418526272592,9.1229761601161
0.16533819011891496,Tetrahedral,3,409111,0.8162540486440426,5.547271352030714
1.8277087639496858,Tetrahedral,2,160810,0.8549719605992826,8.438117194969674
0.5916819650400321,Tetrahedral,4,302890,0.8904365334890646,3.880446409275506
1.3587923402725657,Triangular,1,583665,0.9903408317850139,9.059709056465804
0.6922510445698807,Pyramid,3,975908,0.8065201393204782,4.502815108607468
1.0881292402378406,Tetrahedral,4,850477,0.7291825891764984,1.0975388633226852
1.1387495307522313,Quadrilateral,1,370032,0.9180744779074814,9.148437787773373
0.45122346549850134,Wedge,1,967294,0.7083329005048297,1.821580091075202
1.9422107927526613,Tetrahedral,2,379599,0.7755885682822544,3.873822738313734
1.5727523643861177,Triangular,3,670960,0.6313825525369063,9.550557703457244
1.8850479889719594,Mixed,3,760020,0.610140297366183,9.555464322438006
1.8001719658125328,Pyramid,2,889611,0.98505936587117,6.160940993109575
1.2360099597410619,Triangular,2,181836,0.9343920482048823,6.686534909528193
1.851561046543922,Tetrahedral,3,739903,0.8783896824374792,5.036009697804878
0.2681357538986471,Pyramid,3,55714,0.763581177765708,3.638896945282581
0.47236743859637587,Wedge,4,984339,0.6693177280283383,3.957980908329244
0.18593184893002235,Tetrahedral,4,637234,0.6625748170684344,7.052666104693346
0.7181276284502022,Triangular,2,906048,0.7000971592658382,7.77137076493912
0.8384868504100158,Hexahedral,4,640271,0.8196906658824482,8.124211393532637
0.6155631603704022,Quadrilateral,1,476960,0.8858383690800249,8.106563285150985
1.6746012673886657,Mixed,4,721851,0.8640789506870925,1.8208549274382133
0.7778313207178196,Triangular,4,134123,0.7119735587783771,5.449782742323233
0.6337755684060234,Pyramid,1,946093,0.9819461122652776,1.5180288401497986
1.131122558000672,Tetrahedral,2,315628,0.8951587666783074,5.94575994091362
0.36775602745204905,Quadrilateral,1,92989,0.8217416210045603,4.973774512360393
1.6241742634326755,Tetrahedral,4,308356,0.8446882984937409,8.989337644824698
0.24164622299156457,Pyramid,2,839957,0.7678400249711159,4.158235112968708
1.975085179540983,Tetrahedral,4,188274,0.699092395800463,2.053603147848453
1.5672650616636492,Hexahedral,1,697995,0.7423890714605046,2.2869251384755227
0.4775597949149275,Quadrilateral,1,335352,0.9031384441857476,7.85359568545725
0.11049202253484457,Quadrilateral,4,830260,0.6057573954519023,6.56396256984635
1.6493767140641848,Pyramid,3,421927,0.6464290562027665,1.9101040851051123
1.4430289533104725,Mixed,3,799852,0.618401056808701,1.756961255034977
1.485113619277876,Hexahedral,1,893184,0.616291520927588,7.30872218313208
1.565413658703297,Triangular,1,141373,0.9421842336044028,1.6548670572777417
0.2406848382947717,Tetrahedral,3,448452,0.8814631437520095,8.396740533613206
0.7810848842341179,Wedge,3,125294,0.78966953163493,7.3561800444084655
0.3201512130977464,Tetrahedral,4,469451,0.6391336642604005,1.7321390257770979
1.7398965091636278,Tetrahedral,4,981744,0.7966463500467329,1.7635394267667273
1.28426644097236,Triangular,3,658307,0.7893887083122263,9.87975620651058
0.7287062472200334,Tetrahedral,4,75726,0.669280747964006,4.368437161805083
0.2207608655434449,Hexahedral,4,151564,0.7735406596951893,4.335779323602019
0.6908664112597581,Hexahedral,2,387812,0.7594018937589494,8.315196105317522
0.7178483118508193,Quadrilateral,4,278246,0.8463400392208866,9.525237196454729
1.4862517388423218,Pyramid,1,715696,0.8540374603470575,9.874009574405838
1.3113591955749049,Mixed,4,128015,0.6181216039088178,7.780403667330475
1.7857042108950205,Wedge,4,750674,0.7498450458505885,4.386336269778242
0.9972083578077036,Tetrahedral,3,264079,0.8503439662856945,1.7515064502880189
0.32722906728277323,Tetrahedral,1,560929,0.8012545034320351,7.994322243346931
1.4551650957236906,Triangular,4,699944,0.9425959364753289,6.025638247622245
1.545491592372105,Pyramid,4,698105,0.8634774526475779,4.817998083222786
1.166426675382043,Hexahedral,2,523758,0.6651737708325719,9.157189465852625
1.5648376419136658,Wedge,4,950597,0.6282274989601719,2.000777340755362
1.0382116330923423,Quadrilateral,4,993609,0.8569677112825262,5.433625938617732
1.0931923758257887,Hexahedral,2,375890,0.6106045242166487,1.1021828029067717
0.9123279348812442,Pyramid,3,455101,0.8343102325093853,5.217945777947136
0.14829634081378085,Mixed,4,46631,0.9760920965699831,1.5067294811365362
0.3049937112872785,Quadrilateral,2,776577,0.8301896711503516,2.0693612464126474
