max_voltage,min_voltage,voltage_gradient,current_density_max,electric_field_strength
867.7231528050924,-442.7481666815893,950.5035615891348,470.70099949106157,372657.1298941472
432.11623680192935,-257.3640103183095,383.6090403551584,49.14839034517704,351709.8179588083
966.5907702233168,-720.2330691129591,424.37202605363467,191.06213934635818,543484.4285830145
452.21510010171806,-435.04739234752674,714.6960890066222,790.5136075336477,72736.2617771965
142.7856366678847,-911.8577566092079,603.792757286118,453.9588330478598,790131.3737261083
389.43468007767325,-586.334476416793,298.9261500983332,301.66224163114885,217780.80176756854
951.7024063905371,-249.839167045399,410.8163955674278,384.0190739649582,677037.8148820102
319.7208493398542,-306.599146570956,217.69979885723245,854.3995133256802,803212.1232440931
868.0981598670628,-9.357262827821046,966.0214591302085,748.9990174049569,561876.9562415131
881.2506816818898,-722.108874012244,130.63438155735975,272.3153971810828,740883.2067219855
350.1865243319611,-501.8107008260209,371.83678456641945,117.50184021237331,661860.3122150055
83.25765805063212,-670.4695862260032,25.838972220011193,251.99822164407172,355529.7971520076
724.5579091588182,-559.3968859408253,221.7794919335464,920.7564510547337,808858.5390335653
311.512299013986,-143.0498701306119,780.4711383801549,581.5888378497554,294701.369885528
782.9236142575724,-315.7909248115134,201.17523228887947,533.4802087447829,571212.9177515171
442.6548482604331,-117.55880865241829,80.0634025289656,596.3935996924615,745397.7391415396
485.26674234262157,-796.4888916681135,474.4531798445233,366.0282657465153,378955.90981250757
777.9094067485369,-126.63888215856196,9.969234734518494,807.1070203195128,302767.60761742503
382.3633310616279,-940.2377258216155,84.76615442633317,523.2862493002498,459346.01017282275
443.12734532291455,-111.4007195628476,807.6258695629751,116.74790276879554,817963.4943491536
376.19046876962216,-670.9262205392721,771.4733448596064,129.06512482906297,929921.7631456648
367.34051527727996,-685.4123665859336,915.138820404896,536.8591465026184,545083.4128598901
525.9465769014594,-487.9114233013361,854.5154359107495,936.5702180708391,661466.2053236519
808.7994445011507,-59.309812276768184,683.1755632398181,308.35212167619875,903273.6222389141
361.7683119225659,-952.2186353185946,52.33285730066284,869.5411688592183,98546.8514129424
524.2547205377367,-647.7690249292548,782.8486179866575,764.0955865788793,232078.57786616503
670.7273254426009,-143.4280113166643,845.5108108405605,247.81244290690685,708900.0062515824
269.439446303655,-603.9455225645333,799.0821457719545,36.340748316242454,823744.4619122996
277.5228049023926,-800.843102402933,508.4790353080261,101.84726514238274,857029.0283305779
933.4131270234548,-575.2058186685882,232.90183864948168,728.4939338474402,415107.17685493256
723.5345733310886,-614.4474985083307,845.3299756887267,199.6697380406467,89339.90229186683
577.1866762233088,-84.58379853329654,727.1628097401385,371.2709205053938,437781.47729961993
647.720054420612,-238.06562425690288,980.7611743888516,501.69916600642483,230734.59020705378
29.299443103418366,-494.8844442559936,155.69259775593292,725.4681684501628,291196.45499662415
618.1029655616968,-11.629433278428905,225.66458305205506,113.23122325912539,772267.5568375058
509.5088732242019,-534.7224687240766,211.7981498815027,406.36640527746147,75527.08602588686
545.7496797794357,-941.7621691797248,792.5397676213368,485.0729091426954,827581.2174807021
359.42382683081706,-737.7256781850151,186.90729645011817,540.8270639715397,427669.08582416904
81.47389771294189,-563.9295197806873,66.6598298233061,818.3606413952167,596063.931100595
193.3392336120522,-843.0973758538798,998.5608065856286,171.6781950432169,89652.231235679
950.7447132126717,-52.434873675956965,24.817211445149145,807.8314518266224,337359.07835727965
408.69956227093394,-233.15110218222685,835.2440601588656,692.8784276966522,89700.91901484579
466.68315583086417,-731.7127995722274,365.3668415506528,555.8708141989594,961543.7228811096
52.70978985343899,-409.19546648208416,841.6154597578153,699.5278704025719,807261.6493262504
37.56622954398059,-278.55084289042793,554.620491211145,412.0177389516564,459632.75435646024
717.1814470467576,-58.721071093202,901.6312294863601,138.39758596812456,223602.5483236711
538.0946641211112,-118.36465082458938,926.1929864146267,665.7652402653673,933455.1052498522
508.70598421626664,-484.80777386178636,9.098181280775997,524.6723066856223,344596.59572697175
243.12453042266867,-225.3473802069824,75.41217599278826,639.3748005427755,160984.43168737474
744.7507316299223,-437.85524617241504,250.35872957085547,337.99878102849,563164.388453955
168.23657910849187,-447.2961099544599,669.3154163635016,906.8665773398359,943774.1203448161
189.93474366102004,-885.2580416618081,888.272196511506,587.3698685755769,3830.290500322575
460.7121713482755,-873.862341983848,459.94195129396275,85.40248429087383,238124.84325399876
286.2798621119409,-470.4663849775426,606.9731162742654,449.80399070442866,938447.6404104077
247.46298123314637,-731.1384550209934,188.49985279556114,756.3560547436343,171085.96685716204
645.2376445533316,-978.9630975395314,804.9668338816854,794.1345617322723,113243.45163981986
650.9717452185445,-277.1607960997877,967.3281113534697,494.59705276375877,570187.2157998044
824.5170697999292,-967.513403309835,268.59893291459747,894.7475708313011,861843.8232948299
