elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain
0.004890484004492832,0.016625533034970063,0.04818425943435246,9.274575954869822e-05,0.14498376590708162
0.0035164987234190537,0.037973740482164876,0.018849308364342083,-0.009852939108911461,0.14170610725087224
0.009095484730121384,0.06171942271169667,0.03016065310497522,0.003834402282693777,0.050231743520547746
0.005689554832818507,0.09698188646337848,0.00398575365936425,0.003226853578894488,0.08562809044181423
0.007621745871816446,0.07276311376996887,0.03415571428615233,-0.00923198245347311,0.13643930866664164
0.008118067183508864,0.09226037570939578,0.04662833543529805,-0.002634997852097338,0.0009275733961345012
0.003418490419172582,0.07622120583141771,0.028783262649870984,0.009580636815833347,0.12160253555063877
0.004336943313203801,0.059171696889240046,0.006305766118770529,-0.0015852687486276641,0.14225543291833784
0.008484717744062646,0.019202336913634457,0.029086076373673837,3.890810263683375e-05,0.013698860150033559
0.0036325535167581026,0.06666856518925131,0.03831736065523262,0.008198603163194372,0.024217152904938154
