Dataset,Parameter,Mix_ID,Temperature_C,Data_Type,Mean_Value,Std_Value,CoV,Rubber_Content
thermal_conductivity,Thermal_Conductivity_W_m_K,C,340,Calibration,1.3335,0.1334,0.10003749531308587,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,350,Validation,1.3154,0.1315,0.0999695909989357,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,360,Validation,1.2975,0.1297,0.09996146435452793,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,370,Validation,1.2796,0.128,0.1000312597686777,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,380,Calibration,1.2618,0.1262,0.10001585037248376,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,390,Calibration,1.2441,0.1244,0.09999196206092757,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,400,Calibration,1.2266,0.1227,0.10003261046796022,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,410,Calibration,1.2091,0.1209,0.09999172938549333,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,420,Calibration,1.1917,0.1192,0.1000251741210036,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,430,Calibration,1.1744,0.1174,0.09996594005449591,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,440,Calibration,1.1573,0.1157,0.09997407759440076,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,450,Validation,1.1402,0.114,0.0999824592176811,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,460,Calibration,1.1232,0.1123,0.09998219373219373,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,470,Calibration,1.1064,0.1106,0.09996384671005061,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,480,Calibration,1.0896,0.109,0.10003671071953012,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,490,Calibration,1.073,0.1073,0.1,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,500,Calibration,1.0565,0.1056,0.09995267392333175,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,510,Calibration,1.04,0.104,0.09999999999999999,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,520,Validation,1.0237,0.1024,0.10002930546058415,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,530,Validation,1.0075,0.1008,0.10004962779156328,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,540,Validation,0.9914,0.0991,0.09995965301593705,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,550,Validation,0.9755,0.0975,0.0999487442337263,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,560,Calibration,0.9596,0.096,0.1000416840350146,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,570,Validation,0.9438,0.0944,0.10002119093028183,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,580,Calibration,0.9282,0.0928,0.09997845291962938,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,590,Calibration,0.9127,0.0913,0.10003286950805304,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,600,Calibration,0.8973,0.0897,0.09996656636576397,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,610,Calibration,0.882,0.0882,0.1,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,620,Calibration,0.8668,0.0867,0.10002307337332718,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,630,Calibration,0.8517,0.0852,0.10003522367030644,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,640,Validation,0.8368,0.0837,0.10002390057361377,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,650,Calibration,0.8219,0.0822,0.10001216693028349,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,660,Calibration,0.8072,0.0807,0.09997522299306243,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,670,Calibration,0.7926,0.0793,0.10005046681806712,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,680,Calibration,0.7781,0.0778,0.09998714818146767,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,690,Validation,0.7637,0.0764,0.10003928244074897,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,700,Calibration,0.7495,0.0749,0.09993328885923948,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,710,Validation,0.7353,0.0735,0.0999592003263974,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,720,Validation,0.7213,0.0721,0.099958408429225,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,730,Calibration,0.7074,0.0707,0.09994345490528696,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,740,Calibration,0.6936,0.0694,0.10005767012687429,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,750,Validation,0.6799,0.068,0.1000147080453008,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,760,Validation,0.6664,0.0666,0.09993997599039617,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,770,Validation,0.6529,0.0653,0.10001531628120691,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,780,Validation,0.6396,0.064,0.10006253908692934,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,790,Calibration,0.6264,0.0626,0.09993614303959132,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,C,800,Calibration,0.6133,0.0613,0.09995108429805968,0.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,20,Calibration,1.8622,0.1862,0.09998926001503598,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,30,Validation,1.8375,0.1837,0.09997278911564626,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,40,Calibration,1.8129,0.1813,0.10000551602404986,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,50,Calibration,1.7884,0.1788,0.09997763363900693,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,60,Calibration,1.7641,0.1764,0.09999433138710957,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,70,Calibration,1.74,0.174,0.09999999999999999,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,80,Calibration,1.716,0.1716,0.1,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,90,Validation,1.6922,0.1692,0.09998818106606784,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,100,Calibration,1.6686,0.1669,0.10002397219225698,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,110,Validation,1.6451,0.1645,0.09999392134216765,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,120,Calibration,1.6218,0.1622,0.1000123319768159,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,130,Calibration,1.5986,0.1599,0.10002502189415738,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,140,Validation,1.5756,0.1576,0.10002538715410003,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,150,Validation,1.5528,0.1553,0.10001287995878413,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,160,Calibration,1.5302,0.153,0.09998692981309633,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,170,Validation,1.5078,0.1508,0.10001326435866825,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,180,Calibration,1.4855,0.1485,0.09996634129922584,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,190,Calibration,1.4634,0.1463,0.0999726663933306,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,200,Calibration,1.4415,0.1441,0.09996531390912244,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,210,Calibration,1.4198,0.142,0.10001408649105507,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,220,Calibration,1.3982,0.1398,0.09998569589472178,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,230,Calibration,1.3769,0.1377,0.10000726269155348,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,240,Calibration,1.3557,0.1356,0.10002212878955521,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,250,Calibration,1.3347,0.1335,0.10002247696111487,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,260,Calibration,1.3139,0.1314,0.10000761092929446,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,270,Validation,1.2932,0.1293,0.09998453448809157,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,280,Calibration,1.2728,0.1273,0.10001571338780642,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,290,Calibration,1.2525,0.1253,0.10003992015968063,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,300,Validation,1.2325,0.1232,0.09995943204868155,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,310,Calibration,1.2126,0.1213,0.1000329869701468,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,320,Calibration,1.1929,0.1193,0.10000838293234973,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,330,Calibration,1.1734,0.1173,0.09996591102778252,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,340,Calibration,1.1541,0.1154,0.09999133523958063,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,350,Validation,1.135,0.1135,0.1,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,360,Validation,1.116,0.1116,0.09999999999999999,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,370,Calibration,1.0973,0.1097,0.09997266016586168,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,380,Validation,1.0787,0.1079,0.10002781125428757,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,390,Validation,1.0603,0.106,0.09997170612090917,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,400,Calibration,1.0421,0.1042,0.09999040399193936,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,410,Validation,1.0241,0.1024,0.0999902353285812,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,420,Calibration,1.0063,0.1006,0.09997018781675444,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,430,Validation,0.9887,0.0989,0.10003034287448165,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,440,Validation,0.9712,0.0971,0.09997940691927514,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,450,Calibration,0.9539,0.0954,0.10001048327916973,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,460,Calibration,0.9369,0.0937,0.1000106734977052,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,470,Calibration,0.92,0.092,0.09999999999999999,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,480,Calibration,0.9033,0.0903,0.09996678844237795,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,490,Validation,0.8867,0.0887,0.10003383331453704,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,500,Validation,0.8704,0.087,0.09995404411764705,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,510,Calibration,0.8542,0.0854,0.09997658627955983,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,520,Calibration,0.8382,0.0838,0.09997613934621809,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,530,Calibration,0.8224,0.0822,0.09995136186770427,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,540,Calibration,0.8068,0.0807,0.10002478929102628,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,550,Calibration,0.7914,0.0791,0.09994945665908517,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,560,Calibration,0.7761,0.0776,0.09998711506249194,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,570,Validation,0.761,0.0761,0.1,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,580,Calibration,0.7461,0.0746,0.09998659697091543,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,590,Calibration,0.7314,0.0731,0.09994531036368608,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,600,Validation,0.7168,0.0717,0.10002790178571429,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,610,Calibration,0.7024,0.0702,0.09994305239179954,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,620,Validation,0.6882,0.0688,0.0999709386806161,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,630,Validation,0.6742,0.0674,0.09997033521210323,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,640,Calibration,0.6603,0.066,0.09995456610631531,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,650,Calibration,0.6466,0.0647,0.10006186204763377,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,660,Calibration,0.6331,0.0633,0.0999842047069973,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,670,Calibration,0.6197,0.062,0.10004841052121995,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,680,Calibration,0.6065,0.0607,0.10008244023083264,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,690,Calibration,0.5935,0.0593,0.09991575400168491,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,700,Calibration,0.5806,0.0581,0.10006889424733034,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,710,Calibration,0.5679,0.0568,0.10001760873393205,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,720,Calibration,0.5554,0.0555,0.09992797983435361,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,730,Validation,0.543,0.0543,0.09999999999999999,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,740,Calibration,0.5308,0.0531,0.10003767897513187,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,750,Calibration,0.5187,0.0519,0.10005783689994216,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,760,Calibration,0.5068,0.0507,0.10003946329913181,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,770,Validation,0.4951,0.0495,0.09997980206018987,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,780,Calibration,0.4835,0.0483,0.09989658738366082,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,790,Calibration,0.472,0.0472,0.1,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R5S,800,Validation,0.4608,0.0461,0.10004340277777779,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,20,Calibration,1.8622,0.1862,0.09998926001503598,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,30,Validation,1.8356,0.1836,0.10002179123992157,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,40,Calibration,1.8092,0.1809,0.09998894539022773,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,50,Calibration,1.7829,0.1783,0.1000056088395311,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,60,Calibration,1.7569,0.1757,0.10000569184358814,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,70,Calibration,1.7311,0.1731,0.09999422332620876,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,80,Calibration,1.7055,0.1705,0.09997068308413956,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,90,Validation,1.6801,0.168,0.09999404797333493,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,100,Calibration,1.6549,0.1655,0.100006042661188,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,110,Calibration,1.63,0.163,0.1,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,120,Calibration,1.6052,0.1605,0.09998754049339646,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,130,Calibration,1.5807,0.1581,0.10001897893338393,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,140,Calibration,1.5564,0.1556,0.09997429966589565,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,150,Calibration,1.5323,0.1532,0.09998042158846179,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,160,Calibration,1.5084,0.1508,0.09997348183505701,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,170,Calibration,1.4847,0.1485,0.10002020610224288,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,180,Calibration,1.4613,0.1461,0.09997947033463354,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,190,Calibration,1.4381,0.1438,0.09999304638064113,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,200,Calibration,1.4151,0.1415,0.09999293336159988,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,210,Calibration,1.3924,0.1392,0.09997127262280953,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,220,Validation,1.3698,0.137,0.10001460067163091,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,230,Calibration,1.3475,0.1348,0.10003710575139148,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,240,Calibration,1.3254,0.1325,0.09996982043156784,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,250,Calibration,1.3036,0.1304,0.10003068425897513,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,260,Validation,1.2819,0.1282,0.10000780092050862,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,270,Validation,1.2605,0.126,0.09996033320111067,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,280,Calibration,1.2393,0.1239,0.0999757927862503,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,290,Calibration,1.2183,0.1218,0.09997537552327014,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,300,Validation,1.1976,0.1198,0.10003340013360054,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,310,Calibration,1.1771,0.1177,0.09999150454506839,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,320,Calibration,1.1568,0.1157,0.10001728907330566,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,330,Calibration,1.1367,0.1137,0.10002639218791237,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,340,Calibration,1.1168,0.1117,0.10001790830945557,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,350,Validation,1.0972,0.1097,0.09998177178271966,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,360,Validation,1.0778,0.1078,0.10001855631842642,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,370,Calibration,1.0586,0.1059,0.10003778575477044,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,380,Calibration,1.0396,0.104,0.1000384763370527,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,390,Calibration,1.0208,0.1021,0.10001959247648903,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,400,Validation,1.0023,0.1002,0.09997006884166418,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,410,Validation,0.984,0.0984,0.1,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,420,Validation,0.9658,0.0966,0.10002070822116381,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,430,Validation,0.9479,0.0948,0.10001054963603756,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,440,Calibration,0.9303,0.093,0.09996775233795549,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,450,Calibration,0.9128,0.0913,0.1000219106047327,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,460,Calibration,0.8955,0.0896,0.10005583472920157,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,470,Validation,0.8785,0.0878,0.09994308480364258,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,480,Calibration,0.8616,0.0862,0.1000464252553389,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,490,Calibration,0.845,0.0845,0.1,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,500,Calibration,0.8286,0.0829,0.10004827419744147,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,510,Calibration,0.8124,0.0812,0.09995076317085179,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,520,Calibration,0.7963,0.0796,0.09996232575662439,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,530,Calibration,0.7805,0.0781,0.10006406149903908,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,540,Calibration,0.7649,0.0765,0.10001307360439272,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,550,Calibration,0.7495,0.075,0.10006671114076049,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,560,Calibration,0.7343,0.0734,0.09995914476372057,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,570,Calibration,0.7193,0.0719,0.09995829278465175,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,580,Validation,0.7045,0.0704,0.09992902767920511,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,590,Calibration,0.6899,0.069,0.10001449485432673,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,600,Calibration,0.6754,0.0675,0.09994077583654132,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,610,Validation,0.6612,0.0661,0.0999697519661222,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,620,Calibration,0.6471,0.0647,0.09998454643795393,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,630,Validation,0.6333,0.0633,0.09995262908574135,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,640,Calibration,0.6196,0.062,0.10006455777921239,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,650,Calibration,0.6062,0.0606,0.0999670075882547,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,660,Calibration,0.5929,0.0593,0.10001686625063248,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,670,Calibration,0.5797,0.058,0.10005175090564085,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,680,Calibration,0.5668,0.0567,0.10003528581510233,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,690,Calibration,0.5541,0.0554,0.09998195271611622,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,700,Validation,0.5415,0.0542,0.10009233610341643,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,710,Calibration,0.5291,0.0529,0.09998109998109998,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,720,Validation,0.5169,0.0517,0.1000193461017605,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,730,Calibration,0.5049,0.0505,0.10001980590215885,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,740,Validation,0.493,0.0493,0.09999999999999999,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,750,Calibration,0.4813,0.0481,0.09993766881362974,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,760,Calibration,0.4698,0.047,0.10004257130693912,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,770,Calibration,0.4584,0.0458,0.09991273996509599,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,780,Calibration,0.4472,0.0447,0.09995527728085868,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,790,Validation,0.4362,0.0436,0.09995414947271894,10.0
thermal_conductivity,Thermal_Conductivity_W_m_K,R10S,800,Calibration,0.4253,0.0425,0.09992946155654832,10.0
