Parameter,Mix_ID,Rubber_Content,Overall_Mean,Overall_Std,CoV_Mean,CI_95_Lower,CI_95_Upper,CI_99_Lower,CI_99_Upper,Temperature_Range_C,Temperature_Variability,Min_Value,Max_Value,Data_Points
Thermal_Diffusivity_mm2_s,R20S,20.0,0.386889417721519,0.06096726232105269,0.157583173714347,0.26739358357225573,0.5063852518707823,0.22959388093320307,0.544184954509835,780,1.9364499665360828,0.111227,0.860419,79
Thermal_Diffusivity_mm2_s,R10L,10.0,0.43059006329113925,0.06649246838838026,0.1544217436885487,0.30026482524991394,0.5609153013323646,0.25903949484911815,0.6021406317331603,780,1.7573652169682374,0.139453,0.896157,79
Thermal_Expansion_Coeff_per_K,C,0.0,1.3349999999999998e-05,1.6060412057074936e-06,0.12030271203801453,1.020215923681331e-05,1.6497840763186686e-05,9.206413689274663e-06,1.7493586310725332e-05,780,0.2696629213483146,1.2e-05,1.56e-05,158
Thermal_Expansion_Coeff_per_K,R5S,10.0,1.4310126582278483e-05,1.7212934862546783e-06,0.12028499373208276,1.0936391349219314e-05,1.7683861815337654e-05,9.869189387741414e-06,1.8751063776815552e-05,780,0.2865103936311365,1.27e-05,1.68e-05,158
Thermal_Expansion_Coeff_per_K,R10S,10.0,1.4310126582278483e-05,1.7212934862546783e-06,0.12028499373208276,1.0936391349219314e-05,1.7683861815337654e-05,9.869189387741414e-06,1.8751063776815552e-05,780,0.2865103936311365,1.27e-05,1.68e-05,158
Thermal_Expansion_Coeff_per_K,R15S,15.0,1.478101265822785e-05,1.7790649656206303e-06,0.12036150747968637,1.1294045325611415e-05,1.8267979990844286e-05,1.0191025046926624e-05,1.9371000269529077e-05,780,0.29767919842425267,1.31e-05,1.75e-05,158
Thermal_Expansion_Coeff_per_K,R20S,20.0,1.525759493670886e-05,1.8369824251689907e-06,0.12039790234234891,1.1657109383377639e-05,1.8858080490040083e-05,1.0518180279772864e-05,1.9997009593644857e-05,780,0.30804330692330023,1.34e-05,1.81e-05,158
Thermal_Expansion_Coeff_per_K,R10L,10.0,1.50873417721519e-05,1.8210810185022981e-06,0.12070257610678878,1.1518022975887396e-05,1.8656660568416405e-05,1.038895274441597e-05,1.978573079988783e-05,780,0.37780015101938075,1.28e-05,1.85e-05,158
Compressive_Strength_MPa,C,0.0,29.588481012658225,3.9740466574315705,0.13431060066015005,21.799349564092346,37.3776124612241,19.335440636484773,39.84152138883168,780,1.4600276364818676,8.55,51.75,79
Compressive_Strength_MPa,R5S,10.0,26.867088607594926,3.6565779118345683,0.1360987774016165,19.700195900399173,34.03398131479068,17.433117595061738,36.301059620128115,780,1.5409187279151948,6.99,48.39,79
Compressive_Strength_MPa,R10S,10.0,26.125189873417725,3.602663395920273,0.13789998899054773,19.06396961741399,33.18641012942146,16.83031831194342,35.420061434892034,780,1.6183614436815914,6.11,48.39,79
Compressive_Strength_MPa,R15S,15.0,24.5520253164557,3.4298123357157384,0.13969569888871644,17.829593138452854,31.27445749445855,15.703109490309096,33.400941142602306,780,1.6923247456962995,5.15,46.7,79
Compressive_Strength_MPa,R20S,20.0,23.072151898734177,3.264707132075992,0.14149989764305884,16.673325919865235,29.47097787760312,14.649207497978118,31.495096299490235,780,1.7631645361277228,4.34,45.02,79
Compressive_Strength_MPa,R10L,10.0,25.852658227848103,3.564706567361808,0.13788549463443409,18.86583335581896,32.83948309987725,16.655715284054637,35.04960117164157,780,1.6184022405452516,6.04,47.88,79
Tensile_Strength_MPa,C,0.0,2.01353164556962,0.37289636120848874,0.18519518281670605,1.282654777600982,2.744408513538258,1.051459033651719,2.9756042574875208,780,2.033740075061766,0.315,4.41,79
Tensile_Strength_MPa,R5S,10.0,1.8458860759493674,0.34953620264863167,0.18935957489622424,1.1607951187580494,2.5309770331406853,0.9440826731158977,2.747689478782837,780,2.1512703583061885,0.241,4.212,79
Tensile_Strength_MPa,R10S,10.0,1.776746835443038,0.3436485362338914,0.19341446365835313,1.103195704424611,2.450297966461465,0.8901336119595982,2.663360058926478,780,2.261436418429358,0.194,4.212,79
Tensile_Strength_MPa,R15S,15.0,1.6740759493670885,0.33057087177460565,0.19746468008191823,1.0261570406888614,2.321994858045316,0.8212031001886059,2.526948798545571,780,2.3654840758551856,0.152,4.112,79
Tensile_Strength_MPa,R20S,20.0,1.5801392405063293,0.3182418274826451,0.20140112929583967,0.9563852586403448,2.2038932223723138,0.7590753256011048,2.4012031554115536,780,2.4643397873925545,0.119,4.013,79
Tensile_Strength_MPa,R10L,10.0,1.7641645569620257,0.3412263438269662,0.19342092690864054,1.0953609230611718,2.4329681908628795,0.8838005898884529,2.6445285240355982,780,2.2616937769518324,0.192,4.182,79
Elastic_Modulus_MPa,C,0.0,21117.772151898735,2182.690787983806,0.1033580044468638,16839.698207450474,25395.846096346995,15486.429918900514,26749.114384896955,780,0.8992425840853945,13010.0,32000.0,79
Elastic_Modulus_MPa,R5S,10.0,18887.45569620253,1959.7585358883737,0.10375979525301537,15046.328965861318,22728.582426543744,13831.278673610526,23943.632718794535,780,0.9530664314738401,11279.0,29280.0,79
Elastic_Modulus_MPa,R10S,10.0,18466.379746835442,1923.8217337609894,0.10417969088341054,14695.689148663903,22237.07034500698,13502.919673732089,23429.839819938796,780,1.0069109514108432,10686.0,29280.0,79
Elastic_Modulus_MPa,R15S,15.0,17220.20253164557,1801.566347320428,0.1046193471888434,13689.132490897531,20751.27257239361,12572.161355558866,21868.243707732272,780,1.0607308460183653,9654.0,27920.0,79
Elastic_Modulus_MPa,R20S,20.0,16023.784810126583,1683.8439560584081,0.1050840345156324,12723.450656252102,19324.118964001063,11679.46740349589,20368.102216757274,780,1.114530693691893,8701.0,26560.0,79
Elastic_Modulus_MPa,R10L,10.0,18209.08860759494,1897.0729018508248,0.10418274866648533,14490.82571996732,21927.351495222556,13314.64052081981,23103.536694370065,780,1.006914755324577,10537.0,28872.0,79
Poissons_Ratio,C,0.0,0.20249999999999999,0.01623432837297309,0.08016952282949674,0.17068071638897273,0.23431928361102725,0.1606154327977294,0.24438456720227056,780,0.2222222222222223,0.18,0.225,79
Poissons_Ratio,R5S,10.0,0.20900506329113927,0.016754032199345594,0.08016089149001912,0.17616716018042192,0.24184296640185662,0.16577966021682763,0.2522304663654509,780,0.21721961796092393,0.1863,0.2317,79
Poissons_Ratio,R10S,10.0,0.20842151898734176,0.016704426003346116,0.08014731916602451,0.17568084402078338,0.24116219395390015,0.16532409989870878,0.25151893807597475,780,0.21207023254966514,0.1863,0.2305,79
Poissons_Ratio,R15S,15.0,0.21135569620253167,0.01693989374228776,0.08014874473056596,0.17815350446764766,0.24455788793741567,0.16765077034742926,0.2550606220576341,780,0.20770672751555655,0.1894,0.2333,79
Poissons_Ratio,R20S,20.0,0.21426708860759494,0.01717425214409235,0.08015347693245126,0.18060555440517395,0.24792862281001593,0.16995751807583667,0.2585766591393532,780,0.20208423179398718,0.1926,0.2359,79
Poissons_Ratio,R10L,10.0,0.20750379746835446,0.016631965562765354,0.08015258402826014,0.17490514496533438,0.24010244997137453,0.16459332631641985,0.2504142686202891,780,0.2120443121370358,0.1855,0.2295,79
Fracture_Toughness_MPa_m05,C,0.0,0.9723822784810126,0.1801612136709575,0.18527817470346408,0.6192662996859359,1.3254982572760892,0.5075663472099422,1.4371982097520828,780,0.6917032682359129,0.5489,1.2215,79
Fracture_Toughness_MPa_m05,R5S,10.0,0.9972405063291139,0.18475368652220261,0.18526492390716162,0.6351232807455968,1.359357731912631,0.5205759951018312,1.4739050175563966,780,0.6919093193876774,0.563,1.253,79
Fracture_Toughness_MPa_m05,R10S,10.0,0.9977848101265823,0.18485092728048647,0.18526131627222875,0.6354769926568288,1.3600926275963356,0.5208694177429272,1.4747002025102374,780,0.6919327624484618,0.5634,1.2538,79
Fracture_Toughness_MPa_m05,R15S,15.0,1.0105050632911394,0.1872029765532048,0.18525684170596704,0.6435872292468581,1.3774228973354208,0.527521383783871,1.4934887427984078,780,0.6920301791684569,0.5707,1.27,79
Fracture_Toughness_MPa_m05,R20S,20.0,1.023232911392405,0.1895525470714277,0.18524868088291505,0.6517099191324067,1.3947559036524033,0.5341873399481215,1.5122784828366886,780,0.6922177659787668,0.5779,1.2862,79
Fracture_Toughness_MPa_m05,R10L,10.0,0.9946113924050632,0.18426626029619286,0.18526457841048838,0.6334495222245252,1.3557732625856014,0.5192044408408856,1.470018343969241,780,0.6920290731193279,0.5616,1.2499,79
Fracture_Energy_J_m2,C,0.0,86.53417721518986,18.379980165551753,0.21240139742526387,50.50941609070842,122.5589383396713,39.11382838806633,133.95452604231338,780,0.9972938182030955,37.2,123.5,79
Fracture_Energy_J_m2,R5S,10.0,90.53164556962024,19.22723872168751,0.21238141205443423,52.84625767511272,128.21703346412775,40.92536966766646,140.13792147157403,780,0.9985458612975394,38.9,129.3,79
Fracture_Energy_J_m2,R10S,10.0,90.63164556962025,19.249369544172122,0.21239126160834618,52.902881263042886,128.3604098761976,40.96827214565617,140.29501899358434,780,0.9985474657467284,39.0,129.5,79
Fracture_Energy_J_m2,R15S,15.0,92.69240506329115,19.681270412838984,0.21232883534956773,54.11711505412674,131.26769507245555,41.91472739816657,143.47008272841572,780,0.9979242629084899,39.9,132.4,79
Fracture_Energy_J_m2,R20S,20.0,94.73924050632912,20.114875785052746,0.21231831369504126,55.31408396762574,134.1643970450325,42.842860980893036,146.6356200317652,780,0.998530276308054,40.8,135.4,79
Fracture_Energy_J_m2,R10L,10.0,90.12405063291138,19.137834487233906,0.21234991495427946,52.61389503793292,127.63420622788983,40.748437655847894,139.49966360997485,780,0.9975139751116605,38.8,128.7,79
Intrinsic_Permeability_m2,C,0.0,4.196835443037975e-18,1.1512590356164886e-18,0.2743159819445109,1.9403677332296577e-18,6.453303152846293e-18,1.2265871311474344e-18,7.167083754928516e-18,780,1.5154275373246868,1.2e-18,7.56e-18,79
Intrinsic_Permeability_m2,R5S,10.0,5.622405063291139e-18,1.5582074698150249e-18,0.2771425132615597,2.56831842245369e-18,8.676491704128588e-18,1.6022297911683745e-18,9.642580335413903e-18,780,1.611410045703222,1.54e-18,1.06e-17,79
Intrinsic_Permeability_m2,R10S,10.0,5.873924050632913e-18,1.64355927059214e-18,0.2798060132246768,2.6525478802723186e-18,9.095300220993507e-18,1.6335411325051918e-18,1.0114306968760633e-17,780,1.712654081544694,1.54e-18,1.16e-17,79
Intrinsic_Permeability_m2,R15S,15.0,6.797594936708862e-18,1.919424650081834e-18,0.28236820051109823,3.0355226225484673e-18,1.0559667250869257e-17,1.84547933949773e-18,1.1749710533919995e-17,780,1.8094635109215838,1.7e-18,1.4e-17,79
Intrinsic_Permeability_m2,R20S,20.0,7.776202531645571e-18,2.215651151539081e-18,0.28492714053194973,3.4335262746289725e-18,1.211887878866217e-17,2.0598225606747414e-18,1.34925825026164e-17,780,1.8813810391978119,1.87e-18,1.65e-17,79
Intrinsic_Permeability_m2,R10L,10.0,6.130506329113924e-18,1.7154743411633628e-18,0.27982588208359455,2.7681766204337327e-18,9.492836037794115e-18,1.7045825289124473e-18,1.05564301293154e-17,780,1.7127459684912558,1.6e-18,1.21e-17,79
Total_Porosity,C,0.0,0.14736455696202533,0.022227121646962316,0.15083085176776984,0.10379939853397918,0.19092971539007147,0.09001858311286255,0.20471053081118812,780,0.3392946107990174,0.12,0.17,79
Total_Porosity,R5S,10.0,0.15714177215189876,0.023726434011163075,0.15098744074381618,0.11063796149001913,0.20364558281377837,0.09592757240309802,0.2183559719006995,780,0.38245718612556573,0.1254,0.1855,79
Total_Porosity,R10S,10.0,0.1602860759493671,0.024244989042498784,0.151260731157693,0.11276589742606949,0.20780625447266474,0.09773400421972026,0.22283814767901397,780,0.42361758248700887,0.1254,0.1933,79
Total_Porosity,R15S,15.0,0.16695443037974686,0.025288610034328782,0.15147013455592928,0.11738875471246245,0.21652010604703126,0.1017098164911786,0.2321990442683151,780,0.46359955722019186,0.1281,0.2055,79
Total_Porosity,R20S,20.0,0.17374683544303796,0.026363198361505785,0.15173340161437834,0.12207496665448661,0.2254187042315893,0.10572978367035303,0.2417638872157229,780,0.5018796444703483,0.1308,0.218,79
Total_Porosity,R10L,10.0,0.16166962025316456,0.024444113474296914,0.1511979395759015,0.11375915784354261,0.2095800826627865,0.09860380748947851,0.22473543301685062,780,0.42370359930785556,0.1265,0.195,79
Effective_Porosity,C,0.0,0.12170632911392404,0.022311017883264353,0.1833184686917964,0.0779767340627259,0.16543592416512218,0.064143902975102,0.17926875525274608,780,0.5998044681116612,0.08,0.153,79
Effective_Porosity,R5S,10.0,0.13140886075949368,0.024112794019835983,0.18349443013563257,0.08414778448061516,0.1786699370383722,0.06919785218831684,0.19361986933067052,780,0.6217236762255208,0.0852,0.1669,79
Effective_Porosity,R10S,10.0,0.13417468354430379,0.024684220860575503,0.18397077756046953,0.08579361065757579,0.18255575643103178,0.07048939372401898,0.1978599733645886,780,0.6618238079963773,0.0852,0.174,79
Effective_Porosity,R15S,15.0,0.14055696202531648,0.025893364576932136,0.18421972276455678,0.08980596745452948,0.19130795659610347,0.07375208141683157,0.2073618426338014,780,0.6908231268011527,0.0878,0.1849,79
Effective_Porosity,R20S,20.0,0.14705822784810124,0.02713319933824822,0.1845065028682008,0.09387715714513473,0.20023929855106776,0.07705457355542084,0.21706188214078165,780,0.7194429141991464,0.0904,0.1962,79
Effective_Porosity,R10L,10.0,0.1356,0.024935308705792365,0.1838887072698552,0.08672679493664696,0.18447320506335302,0.0712669035390557,0.19993309646094432,780,0.6585545722713864,0.0862,0.1755,79
Moisture_Diffusivity_m2_s,C,0.0,1.3402690253164555e-08,4.773970060135367e-09,0.35619491086934346,4.045708935299236e-09,2.2759671571029873e-08,1.0858474980153091e-09,2.5719533008313802e-08,780,4.558599717364508,2.5e-12,6.11e-08,79
Moisture_Diffusivity_m2_s,R5S,10.0,1.6087030759493667e-08,5.749363613313453e-09,0.3573912239783901,4.8182780773993e-09,2.7355783441588035e-08,1.253672637144958e-09,3.0920388881842375e-08,780,4.574930644461355,2.95e-12,7.36e-08,79
Moisture_Diffusivity_m2_s,R10S,10.0,1.635199911392405e-08,5.850905971708393e-09,0.3578098268563524,4.884223409375602e-09,2.78197748184725e-08,1.2566617069163969e-09,3.1447336520931706e-08,780,4.5986456748256686,2.95e-12,7.52e-08,79
Moisture_Diffusivity_m2_s,R15S,15.0,1.788786936708861e-08,6.408049113699296e-09,0.3582343420669924,5.328093104237992e-09,3.044764562993923e-08,1.3551026537444266e-09,3.44206360804328e-08,780,4.611886877471479,3.17e-12,8.25e-08,79
Moisture_Diffusivity_m2_s,R20S,20.0,1.9445824936708862e-08,6.977459667442996e-09,0.3588153081781218,5.77000398852059e-09,3.312164588489713e-08,1.443978994705931e-09,3.7447670878711794e-08,780,4.6332104857079175,3.4e-12,9.01e-08,79
Moisture_Diffusivity_m2_s,R10L,10.0,1.685333329113924e-08,6.0269562271969144e-09,0.35761211880652893,5.040499085833287e-09,2.866616749644519e-08,1.3037862249712006e-09,3.2402880357307274e-08,780,4.598316467208572,3.04e-12,7.75e-08,79
Sorption_Capacity_kg_kg,C,0.0,0.022238607594936708,0.0043496053945855356,0.19558802753351584,0.013713381021549058,0.030763834168324358,0.011016625676906026,0.03346058951296739,780,1.5482084412442725,0.01057,0.045,79
Sorption_Capacity_kg_kg,R5S,10.0,0.02116189873417721,0.004162014178894211,0.19667489345709854,0.013004350943544556,0.029319446524809865,0.010423902152630145,0.03189989531572428,780,1.602408197201802,0.00974,0.04365,79
Sorption_Capacity_kg_kg,R10S,10.0,0.020752151898734177,0.004104513261511534,0.19778735629637995,0.01270730590617157,0.028796997891296784,0.010162507684034419,0.031341796113433934,780,1.6586231716094717,0.00923,0.04365,79
Sorption_Capacity_kg_kg,R15S,15.0,0.0200273417721519,0.003985121378962415,0.19898404013376067,0.012216503869385567,0.02783817967491823,0.009745728614428868,0.03030895492987493,780,1.7176518177681146,0.00858,0.04298,79
Sorption_Capacity_kg_kg,R20S,20.0,0.019316075949367083,0.003868408235758089,0.20026884579964818,0.011733995807281229,0.02689815609145294,0.009335582701111213,0.029296569197622954,780,1.778311500226086,0.00795,0.0423,79
Sorption_Capacity_kg_kg,R10L,10.0,0.020623544303797463,0.004078850669589428,0.19777641561050102,0.012628996991402184,0.02861809161619274,0.010100109576256738,0.031146979031338187,780,1.6587837423124614,0.00917,0.04338,79
O2_Diffusivity_m2_s,C,0.0,0.0006025058227848102,0.00017719189128227587,0.29409158315397954,0.00025520971587154943,0.0009498019296980708,0.0001453507432765384,0.0010596609022930819,780,3.6982215204181017,1.8e-06,0.00223,79
O2_Diffusivity_m2_s,R5S,10.0,0.0007043143037974682,0.00020747049335514031,0.2945708929046545,0.0002976721368213932,0.0011109564707735432,0.0001690404309412062,0.0012395881766537303,780,3.7169911016783903,2.07e-06,0.00262,79
O2_Diffusivity_m2_s,R10S,10.0,0.0007150524050632912,0.0002111685915472831,0.2953190424254178,0.0003011619656306163,0.001128942844495966,0.0001702374388713007,0.0012598673712552817,780,3.731097163100731,2.07e-06,0.00267,79
O2_Diffusivity_m2_s,R15S,15.0,0.0007733015189873418,0.00022876312234191125,0.2958265524183664,0.0003249257991971958,0.0012216772387774878,0.00018309266334521073,0.001363510374629473,780,3.7472964023072532,2.21e-06,0.0029,79
O2_Diffusivity_m2_s,R20S,20.0,0.0008329026582278482,0.0002467627130176075,0.29626837011499046,0.00034924774071333747,0.0013165575757423588,0.00019625485864242082,0.0014695504578132756,780,3.7671388955294516,2.34e-06,0.00314,79
O2_Diffusivity_m2_s,R10L,10.0,0.0007341127848101265,0.00021661058362886605,0.29506444801242765,0.000309556040897549,0.0011586695287227038,0.00017525747904765208,0.0012929680905726009,780,3.7295086758475877,2.12e-06,0.00274,79
CO2_Diffusivity_m2_s,C,0.0,0.0009177043037974682,0.0002785402081317452,0.3035184721038612,0.00037176549585924757,0.0014636431117356888,0.00019907056681756552,0.0016363380407773708,780,3.954214865271956,1.2e-06,0.00363,79
CO2_Diffusivity_m2_s,R5S,10.0,0.0010817210126582279,0.0003290830068108899,0.3042217013074372,0.0004367183193088837,0.0017267237060075722,0.00023268685508613196,0.001930755170230324,780,3.9831065030455446,1.39e-06,0.00431,79
CO2_Diffusivity_m2_s,R10S,10.0,0.001099056582278481,0.00033503625486941565,0.30483986017793896,0.0004423855227344264,0.0017557276418225356,0.0002346630447153886,0.0019634501198415736,780,4.002168833638332,1.39e-06,0.0044,79
CO2_Diffusivity_m2_s,R15S,15.0,0.0011933754430379748,0.00036427998306631874,0.3052517840814384,0.0004793866762279901,0.0019073642098479595,0.00025353308672687244,0.002133217799349077,780,4.012576283461887,1.49e-06,0.00479,79
CO2_Diffusivity_m2_s,R20S,20.0,0.001289709493670886,0.0003942666523032896,0.30570190747459935,0.0005169468551564384,0.002062472132185334,0.0002725015307283988,0.0023069174566133733,780,4.030690652050481,1.58e-06,0.0052,79
CO2_Diffusivity_m2_s,R10L,10.0,0.0011296230379746835,0.00034422925043528843,0.3047293113395259,0.00045493370712151816,0.0018043123688278487,0.0002415115718516393,0.0020177345040977277,780,4.000068915114732,1.43e-06,0.00452,79
Creep_Coefficient_A,C,0.0,3.4663090164556967e-07,1.7510624479565166e-07,0.505166284841788,3.4226618460924542e-09,6.898391414450469e-07,-1.051432099272116e-07,7.984050132183509e-07,780,4.846646655057311,2.5e-12,1.68e-06,79
Creep_Coefficient_A,R5S,10.0,3.2161711886075956e-07,1.617331277260973e-07,0.502874748393346,4.620188517608855e-09,6.386140492039102e-07,-9.565435067257152e-08,7.388885883940907e-07,780,4.819386808421269,2.7e-12,1.55e-06,79
Creep_Coefficient_A,R10S,10.0,3.2161711886075956e-07,1.617331277260973e-07,0.502874748393346,4.620188517608855e-09,6.386140492039102e-07,-9.565435067257152e-08,7.388885883940907e-07,780,4.819386808421269,2.7e-12,1.55e-06,79
Creep_Coefficient_A,R15S,15.0,3.089089772151898e-07,1.550820226748321e-07,0.502031452995942,4.9482127725189035e-09,6.128697416578608e-07,-9.120264128587698e-08,7.090205957162565e-07,780,4.791046260105985,2.8e-12,1.48e-06,79
Creep_Coefficient_A,R20S,20.0,2.965963749367088e-07,1.4853948714101693e-07,0.5008135624473293,5.458980140315669e-09,5.87733769733102e-07,-8.663550188711484e-08,6.798282517605325e-07,780,4.753925601082892,2.9e-12,1.41e-06,79
Creep_Coefficient_A,R10L,10.0,3.1898424544303794e-07,1.6042795786395822e-07,0.5029337973765428,4.545448029679852e-09,6.33423042856396e-07,-9.491988584597427e-08,7.328883767320501e-07,780,4.796466602527605,2.72e-12,1.53e-06,79
Stress_Exponent_n,C,0.0,1.26,0.18907392566688988,0.15005867116419833,0.8894151056928958,1.6305848943071042,0.7721892717794241,1.747810728220576,780,0.09523809523809532,1.2,1.32,79
Stress_Exponent_n,R5S,10.0,1.2788987341772151,0.1919229143778594,0.1500688907173982,0.9027298219966107,1.6550676463578196,0.7837376150823379,1.7740598532720924,780,0.09539457405006294,1.218,1.34,79
Stress_Exponent_n,R10S,10.0,1.2788987341772151,0.1919229143778594,0.1500688907173982,0.9027298219966107,1.6550676463578196,0.7837376150823379,1.7740598532720924,780,0.09539457405006294,1.218,1.34,79
Stress_Exponent_n,R15S,15.0,1.2883544303797467,0.19331550914489343,0.15004839086703264,0.9094560324557557,1.6672528283037378,0.7896004167859216,1.7871084439735718,780,0.0954706229121635,1.227,1.35,79
Stress_Exponent_n,R20S,20.0,1.2978101265822786,0.19474680088693674,0.1500580068671472,0.9161063968438825,1.6795138563206746,0.7953633802939818,1.8002568728705755,780,0.09554556360763514,1.236,1.36,79
Stress_Exponent_n,R10L,10.0,1.2807974683544303,0.19218895633388738,0.1500541350857071,0.904107113940011,1.6574878227688497,0.7849499610130009,1.7766449756958598,780,0.09525315517428826,1.22,1.342,79
Time_Exponent_m,C,0.0,0.17549999999999996,0.021061906942407487,0.12001086576870365,0.13421866239288127,0.21678133760711865,0.12116028008858865,0.22983971991141128,780,0.05128205128205118,0.171,0.18,79
Time_Exponent_m,R5S,10.0,0.17374303797468355,0.020851746124861965,0.12001485854011783,0.13287361556995408,0.214612460379413,0.11994553297253968,0.2275405429768274,780,0.051225074131009664,0.1693,0.1782,79
Time_Exponent_m,R10S,10.0,0.17374303797468355,0.020851746124861965,0.12001485854011783,0.13287361556995408,0.214612460379413,0.11994553297253968,0.2275405429768274,780,0.051225074131009664,0.1693,0.1782,79
Time_Exponent_m,R15S,15.0,0.17286582278481014,0.020745397537462174,0.12000867032742975,0.13220484361138427,0.213526801958236,0.11934269713815773,0.22638894843146254,780,0.051485018013532224,0.1684,0.1773,79
Time_Exponent_m,R20S,20.0,0.1719898734177215,0.02064159190701377,0.12001632129166333,0.13153235327997453,0.2124473935554685,0.11873456629762598,0.22524518053781706,780,0.051165803108808305,0.1676,0.1764,79
Time_Exponent_m,R10L,10.0,0.17356962025316458,0.020830217826118477,0.12001073572515748,0.13274239331397236,0.2143968471923568,0.11982765826177891,0.22731158224455025,780,0.05127625437572923,0.1691,0.178,79
Activation_Energy_J_mol,C,0.0,45000.0,4500.0,0.1,36180.0,53820.0,33390.0,56610.0,780,0.0,45000.0,45000.0,79
Activation_Energy_J_mol,R5S,10.0,44460.0,4446.0,0.1,35745.84,53174.16,32989.32,55930.68,780,0.0,44460.0,44460.0,79
Activation_Energy_J_mol,R10S,10.0,44460.0,4446.0,0.1,35745.84,53174.16,32989.32,55930.68,780,0.0,44460.0,44460.0,79
Activation_Energy_J_mol,R15S,15.0,44190.0,4419.0,0.1,35528.76,52851.24,32788.979999999996,55591.020000000004,780,0.0,44190.0,44190.0,79
Activation_Energy_J_mol,R20S,20.0,43920.0,4392.0,0.1,35311.68,52528.32,32588.64,55251.36,780,0.0,43920.0,43920.0,79
Activation_Energy_J_mol,R10L,10.0,44406.0,4441.0,0.10000900779173985,35701.64,53110.36,32948.22,55863.78,780,0.0,44406.0,44406.0,79
Ultimate_Autogenous_Shrinkage,C,0.0,0.0001858481012658228,4.729540882794578e-05,0.25448421859472253,9.314909996304908e-05,0.00027854710256859655,6.382594648972269e-05,0.0003078702560419229,780,0.6456885982836125,0.00012,0.00024,79
