temperature_C,youngs_modulus_Pa,youngs_modulus_GPa,poissons_ratio
305.0,42760000000.0,42.76,0.25
310.0,42720000000.0,42.72,0.25
315.0,42680000000.0,42.68,0.25
320.0,42640000000.0,42.64,0.25
325.0,42600000000.0,42.6,0.25
330.0,42560000000.0,42.56,0.25
335.0,42520000000.0,42.52,0.25
340.0,42480000000.0,42.48,0.25
345.0,42440000000.0,42.44,0.25
350.0,42400000000.0,42.4,0.25
355.0,42360000000.0,42.36,0.25
360.0,42320000000.0,42.32,0.25
365.0,42280000000.0,42.28,0.25
370.0,42240000000.0,42.24,0.25
375.0,42200000000.0,42.2,0.25
380.0,42160000000.0,42.16,0.25
385.0,42120000000.0,42.12,0.25
390.0,42080000000.0,42.08,0.25
395.0,42040000000.0,42.04,0.25
400.0,42000000000.0,42.0,0.25
405.0,41960000000.0,41.96,0.25
410.0,41920000000.0,41.92,0.25
415.0,41880000000.0,41.88,0.25
420.0,41840000000.0,41.84,0.25
425.0,41800000000.0,41.8,0.25
430.0,41760000000.0,41.76,0.25
435.0,41720000000.0,41.72,0.25
440.0,41680000000.0,41.68,0.25
445.0,41640000000.0,41.64,0.25
450.0,41600000000.0,41.6,0.25
455.0,41560000000.0,41.56,0.25
460.0,41520000000.0,41.52,0.25
465.0,41480000000.0,41.48,0.25
470.0,41440000000.0,41.44,0.25
475.0,41400000000.0,41.4,0.25
480.0,41360000000.0,41.36,0.25
485.0,41320000000.0,41.32,0.25
490.0,41280000000.0,41.28,0.25
495.0,41240000000.0,41.24,0.25
500.0,41200000000.0,41.2,0.25
505.0,41160000000.0,41.16,0.25
510.0,41120000000.0,41.12,0.25
515.0,41080000000.0,41.08,0.25
520.0,41040000000.0,41.04,0.25
525.0,41000000000.0,41.0,0.25
530.0,40960000000.0,40.96,0.25
535.0,40920000000.0,40.92,0.25
540.0,40880000000.0,40.88,0.25
545.0,40840000000.0,40.84,0.25
550.0,40800000000.0,40.8,0.25
555.0,40760000000.0,40.76,0.25
560.0,40720000000.0,40.72,0.25
565.0,40680000000.0,40.68,0.25
570.0,40640000000.0,40.64,0.25
575.0,40600000000.0,40.6,0.25
580.0,40560000000.0,40.56,0.25
585.0,40520000000.0,40.52,0.25
590.0,40480000000.0,40.48,0.25
595.0,40440000000.0,40.44,0.25
600.0,40400000000.0,40.4,0.25
605.0,40360000000.0,40.36,0.25
610.0,40320000000.0,40.32,0.25
615.0,40280000000.0,40.28,0.25
620.0,40240000000.0,40.24,0.25
625.0,40200000000.0,40.2,0.25
630.0,40160000000.0,40.16,0.25
635.0,40120000000.0,40.12,0.25
640.0,40080000000.0,40.08,0.25
645.0,40040000000.0,40.04,0.25
650.0,40000000000.0,40.0,0.25
655.0,39960000000.0,39.96,0.25
660.0,39920000000.0,39.92,0.25
665.0,39880000000.0,39.88,0.25
670.0,39840000000.0,39.84,0.25
675.0,39800000000.0,39.8,0.25
680.0,39760000000.0,39.76,0.25
685.0,39720000000.0,39.72,0.25
690.0,39680000000.0,39.68,0.25
695.0,39640000000.0,39.64,0.25
700.0,39600000000.0,39.6,0.25
705.0,39560000000.0,39.56,0.25
710.0,39520000000.0,39.52,0.25
715.0,39480000000.0,39.48,0.25
720.0,39440000000.0,39.44,0.25
725.0,39400000000.0,39.4,0.25
730.0,39360000000.0,39.36,0.25
735.0,39320000000.0,39.32,0.25
740.0,39280000000.0,39.28,0.25
745.0,39240000000.0,39.24,0.25
750.0,39200000000.0,39.2,0.25
755.0,39160000000.0,39.16,0.25
760.0,39120000000.0,39.12,0.25
765.0,39080000000.0,39.08,0.25
770.0,39040000000.0,39.04,0.25
775.0,39000000000.0,39.0,0.25
780.0,38960000000.0,38.96,0.25
785.0,38920000000.0,38.92,0.25
790.0,38880000000.0,38.88,0.25
795.0,38840000000.0,38.84,0.25
800.0,38800000000.0,38.8,0.25
805.0,38760000000.0,38.76,0.25
810.0,38720000000.0,38.72,0.25
815.0,38680000000.0,38.68,0.25
820.0,38640000000.0,38.64,0.25
825.0,38600000000.0,38.6,0.25
830.0,38560000000.0,38.56,0.25
835.0,38520000000.0,38.52,0.25
840.0,38480000000.0,38.48,0.25
845.0,38440000000.0,38.44,0.25
850.0,38400000000.0,38.4,0.25
855.0,38360000000.0,38.36,0.25
860.0,38320000000.0,38.32,0.25
865.0,38280000000.0,38.28,0.25
870.0,38240000000.0,38.24,0.25
875.0,38200000000.0,38.2,0.25
880.0,38160000000.0,38.16,0.25
885.0,38120000000.0,38.12,0.25
890.0,38080000000.0,38.08,0.25
895.0,38040000000.0,38.04,0.25
900.0,38000000000.0,38.0,0.25
905.0,37960000000.0,37.96,0.25
910.0,37920000000.0,37.92,0.25
915.0,37880000000.0,37.88,0.25
920.0,37840000000.0,37.84,0.25
925.0,37800000000.0,37.8,0.25
930.0,37760000000.0,37.76,0.25
935.0,37720000000.0,37.72,0.25
940.0,37680000000.0,37.68,0.25
945.0,37640000000.0,37.64,0.25
950.0,37600000000.0,37.6,0.25
955.0,37560000000.0,37.56,0.25
960.0,37520000000.0,37.52,0.25
965.0,37480000000.0,37.48,0.25
970.0,37440000000.0,37.44,0.25
975.0,37400000000.0,37.4,0.25
980.0,37360000000.0,37.36,0.25
985.0,37320000000.0,37.32,0.25
990.0,37280000000.0,37.28,0.25
995.0,37240000000.0,37.24,0.25
1000.0,37200000000.0,37.2,0.25
1005.0,37160000000.0,37.16,0.25
1010.0,37120000000.0,37.12,0.25
1015.0,37080000000.0,37.08,0.25
1020.0,37040000000.0,37.04,0.25
1025.0,37000000000.0,37.0,0.25
1030.0,36960000000.0,36.96,0.25
1035.0,36920000000.0,36.92,0.25
1040.0,36880000000.0,36.88,0.25
1045.0,36840000000.0,36.84,0.25
1050.0,36800000000.0,36.8,0.25
1055.0,36760000000.0,36.76,0.25
1060.0,36720000000.0,36.72,0.25
1065.0,36680000000.0,36.68,0.25
1070.0,36640000000.0,36.64,0.25
1075.0,36600000000.0,36.6,0.25
1080.0,36560000000.0,36.56,0.25
1085.0,36520000000.0,36.52,0.25
1090.0,36480000000.0,36.48,0.25
1095.0,36440000000.0,36.44,0.25
1100.0,36400000000.0,36.4,0.25
1105.0,36360000000.0,36.36,0.25
1110.0,36320000000.0,36.32,0.25
1115.0,36280000000.0,36.28,0.25
1120.0,36240000000.0,36.24,0.25
1125.0,36200000000.0,36.2,0.25
1130.0,36160000000.0,36.16,0.25
1135.0,36120000000.0,36.12,0.25
1140.0,36080000000.0,36.08,0.25
1145.0,36040000000.0,36.04,0.25
1150.0,36000000000.0,36.0,0.25
1155.0,35960000000.0,35.96,0.25
1160.0,35920000000.0,35.92,0.25
1165.0,35880000000.0,35.88,0.25
1170.0,35840000000.0,35.84,0.25
1175.0,35800000000.0,35.8,0.25
1180.0,35760000000.0,35.76,0.25
1185.0,35720000000.0,35.72,0.25
1190.0,35680000000.0,35.68,0.25
1195.0,35640000000.0,35.64,0.25
1200.0,35600000000.0,35.6,0.25
1205.0,35560000000.0,35.56,0.25
1210.0,35520000000.0,35.52,0.25
1215.0,35480000000.0,35.48,0.25
1220.0,35440000000.0,35.44,0.25
1225.0,35400000000.0,35.4,0.25
1230.0,35360000000.0,35.36,0.25
1235.0,35320000000.0,35.32,0.25
1240.0,35280000000.0,35.28,0.25
1245.0,35240000000.0,35.24,0.25
1250.0,35200000000.0,35.2,0.25
1255.0,35160000000.0,35.16,0.25
1260.0,35120000000.0,35.12,0.25
1265.0,35080000000.0,35.08,0.25
1270.0,35040000000.0,35.04,0.25
1275.0,35000000000.0,35.0,0.25
1280.0,34960000000.0,34.96,0.25
1285.0,34920000000.0,34.92,0.25
1290.0,34880000000.0,34.88,0.25
1295.0,34840000000.0,34.84,0.25
1300.0,34800000000.0,34.8,0.25
1305.0,34760000000.0,34.76,0.25
1310.0,34720000000.0,34.72,0.25
1315.0,34680000000.0,34.68,0.25
1320.0,34640000000.0,34.64,0.25
1325.0,34600000000.0,34.6,0.25
1330.0,34560000000.0,34.56,0.25
1335.0,34520000000.0,34.52,0.25
1340.0,34480000000.0,34.48,0.25
1345.0,34440000000.0,34.44,0.25
1350.0,34400000000.0,34.4,0.25
1355.0,34360000000.0,34.36,0.25
1360.0,34320000000.0,34.32,0.25
1365.0,34280000000.0,34.28,0.25
1370.0,34240000000.0,34.24,0.25
1375.0,34200000000.0,34.2,0.25
1380.0,34160000000.0,34.16,0.25
1385.0,34120000000.0,34.12,0.25
1390.0,34080000000.0,34.08,0.25
1395.0,34040000000.0,34.04,0.25
1400.0,34000000000.0,34.0,0.25
