temperature_C,shrinkage_dL_L0,mismatch_strain,layer1_shrinkage,layer2_shrinkage
465.0,0.0,0.0,0.0,0.0
470.0,0.0,0.0,0.0,0.0
475.0,0.0,0.0,0.0,0.0
480.0,0.0,0.0,0.0,0.0
485.0,0.0,0.0,0.0,0.0
490.0,0.0,0.0,0.0,0.0
495.0,0.0,0.0,0.0,0.0
500.0,0.0,0.0,0.0,0.0
505.0,0.0,0.0,0.0,0.0
510.0,0.0,0.0,0.0,0.0
515.0,0.0,0.0,0.0,0.0
520.0,0.0,0.0,0.0,0.0
525.0,0.0,0.0,0.0,0.0
530.0,0.0,0.0,0.0,0.0
535.0,0.0,0.0,0.0,0.0
540.0,0.0,0.0,0.0,0.0
545.0,0.0,0.0,0.0,0.0
550.0,0.0,0.0,0.0,0.0
555.0,0.0,0.0,0.0,0.0
560.0,0.0,0.0,0.0,0.0
565.0,0.0,0.0,0.0,0.0
570.0,0.0,0.0,0.0,0.0
575.0,0.0,0.0,0.0,0.0
580.0,0.0,0.0,0.0,0.0
585.0,0.0,0.0,0.0,0.0
590.0,0.0,0.0,0.0,0.0
595.0,0.0,0.0,0.0,0.0
600.0,0.0,0.0,0.0,0.0
605.0,0.0,0.0,0.0,0.0
610.0,0.0,0.0,0.0,0.0
615.0,0.0,0.0,0.0,0.0
620.0,0.0,0.0,0.0,0.0
625.0,0.0,0.0,0.0,0.0
630.0,0.0,0.0,0.0,0.0
635.0,0.0,0.0,0.0,0.0
640.0,0.0,0.0,0.0,0.0
645.0,0.0,0.0,0.0,0.0
650.0,0.0,0.0,0.0,0.0
655.0,0.0,0.0,0.0,0.0
660.0,0.0,0.0,0.0,0.0
665.0,0.0,0.0,0.0,0.0
670.0,0.0,0.0,0.0,0.0
675.0,0.0,0.0,0.0,0.0
680.0,0.0,0.0,0.0,0.0
685.0,0.0,0.0,0.0,0.0
690.0,0.0,0.0,0.0,0.0
695.0,0.0,0.0,0.0,0.0
700.0,0.0,0.0,0.0,0.0
705.0,0.0,0.0,0.0,0.0
710.0,0.0,0.0,0.0,0.0
715.0,0.0,0.0,0.0,0.0
720.0,0.0,0.0,0.0,0.0
725.0,0.0,0.0,0.0,0.0
730.0,0.0,0.0,0.0,0.0
735.0,0.0,0.0,0.0,0.0
740.0,0.0,0.0,0.0,0.0
745.0,0.0,0.0,0.0,0.0
750.0,0.0,0.0,0.0,0.0
755.0,0.0,0.0,0.0,0.0
760.0,0.0,0.0,0.0,0.0
765.0,0.0,0.0,0.0,0.0
770.0,0.0,0.0,0.0,0.0
775.0,0.0,0.0,0.0,0.0
780.0,0.0,0.0,0.0,0.0
785.0,0.0,0.0,0.0,0.0
790.0,0.0,0.0,0.0,0.0
795.0,0.0,0.0,0.0,0.0
800.0,0.0,0.0,0.0,0.0
805.0,0.0,0.0,0.0,0.0
810.0,0.0,0.0,0.0,0.0
815.0,0.0,0.0,0.0,0.0
820.0,0.0,0.0,0.0,0.0
825.0,0.0,0.0,0.0,0.0
830.0,0.0,0.0,0.0,0.0
835.0,0.0,0.0,0.0,0.0
840.0,0.0,0.0,0.0,0.0
845.0,0.0,0.0,0.0,0.0
850.0,0.0,0.0,0.0,0.0
855.0,0.0,0.0,0.0,0.0
860.0,0.0,0.0,0.0,0.0
865.0,0.0,0.0,0.0,0.0
870.0,0.0,0.0,0.0,0.0
875.0,0.0,0.0,0.0,0.0
880.0,0.0,0.0,0.0,0.0
885.0,0.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0,0.0
895.0,0.0,0.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0
905.0,0.0,0.0,0.0,0.0
910.0,0.0,0.0,0.0,0.0
915.0,0.0,0.0,0.0,0.0
920.0,0.0,0.0,0.0,0.0
925.0,0.0,0.0,0.0,0.0
930.0,0.0,0.0,0.0,0.0
935.0,0.0,0.0,0.0,0.0
940.0,0.0,0.0,0.0,0.0
945.0,0.0,0.0,0.0,0.0
950.0,0.0,0.0,0.0,0.0
955.0,0.0,0.0,0.0,0.0
960.0,0.0,0.0,0.0,0.0
965.0,0.0,0.0,0.0,0.0
970.0,0.0,0.0,0.0,0.0
975.0,0.0,0.0,0.0,0.0
980.0,0.0,0.0,0.0,0.0
985.0,0.0,0.0,0.0,0.0
990.0,0.0,0.0,0.0,0.0
995.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,0.0,0.0
1005.0,0.0,0.0,0.0,0.0
1010.0,0.0,0.0,0.0,0.0
1015.0,0.0,0.0,0.0,0.0
1020.0,0.0,0.0,0.0,0.0
1025.0,0.0,0.0,0.0,0.0
1030.0,0.0,0.0,0.0,0.0
1035.0,0.0,0.0,0.0,0.0
1040.0,0.0,0.0,0.0,0.0
1045.0,0.0,0.0,0.0,0.0
1050.0,0.0,0.0,0.0,0.0
1055.0,0.0,0.0,0.0,0.0
1060.0,0.0,0.0,0.0,0.0
1065.0,0.0,0.0,0.0,0.0
1070.0,0.0,0.0,0.0,0.0
1075.0,0.0,0.0,0.0,0.0
1080.0,0.0,0.0,0.0,0.0
1085.0,0.0,0.0,0.0,0.0
1090.0,0.0,0.0,0.0,0.0
1095.0,0.0,0.0,0.0,0.0
1100.0,0.0,0.0,0.0,-0.0
1105.0,-2.1125925925925923e-05,5.281481481481481e-05,0.0,-5.281481481481481e-05
1110.0,-0.0001604740740740741,0.0004011851851851852,0.0,-0.0004011851851851852
1115.0,-0.0005136000000000002,0.0012840000000000004,0.0,-0.0012840000000000004
1120.0,-0.0011529481481481483,0.0028823703703703706,0.0,-0.0028823703703703706
1125.0,-0.002129629629629629,0.005324074074074072,0.0,-0.005324074074074072
1130.0,-0.0034752000000000008,0.008688000000000001,0.0,-0.008688000000000001
1135.0,-0.0052034370370370375,0.013008592592592592,0.0,-0.013008592592592592
1140.0,-0.007312118518518518,0.018280296296296294,0.0,-0.018280296296296294
1145.0,-0.009784799999999998,0.024461999999999994,0.0,-0.024461999999999994
1150.0,-0.01259259259259259,0.03148148148148147,0.0,-0.03148148148148147
1155.0,-0.015695940740740735,0.03923985185185184,0.0,-0.03923985185185184
1160.0,-0.019046400000000005,0.047616000000000006,0.0,-0.047616000000000006
1165.0,-0.02258841481481482,0.05647103703703705,0.0,-0.05647103703703705
1170.0,-0.0262610962962963,0.06565274074074075,0.0,-0.06565274074074075
1175.0,-0.03,0.075,0.0,-0.075
1180.0,-0.03373890370370371,0.08434725925925926,0.0,-0.08434725925925926
1185.0,-0.03741158518518518,0.09352896296296294,0.0,-0.09352896296296294
1190.0,-0.0409536,0.10238399999999999,0.0,-0.10238399999999999
1195.0,-0.04430405925925925,0.11076014814814812,0.0,-0.11076014814814812
1200.0,-0.04740740740740739,0.11851851851851847,-0.0,-0.11851851851851847
1205.0,-0.05023505929687499,0.12550490117187496,-3.3098828125000005e-05,-0.12553799999999996
1210.0,-0.05284075398148145,0.13146491620370362,-0.0002547875000000001,-0.13171970370370362
1215.0,-0.05529266897858798,0.13616456404803245,-0.0008268433593749999,-0.13699140740740745
1220.0,-0.057654720000000034,0.13942880000000007,-0.0018832000000000007,-0.14131200000000008
1225.0,-0.0599892668547454,0.14114443178530098,-0.003531494140625,-0.14467592592592599
1230.0,-0.062359819351851864,0.14126301712962966,-0.005854612499999999,-0.14711762962962965
1235.0,-0.06483374320312502,0.13980376132812505,-0.008912238671874998,-0.14871600000000004
1240.0,-0.06748496592592593,0.1368564148148148,-0.012742400000000003,-0.14959881481481482
1245.0,-0.07039668274594907,0.13258417073206016,-0.017363014453125002,-0.14994718518518516
1250.0,-0.0736640625,0.1272265625,-0.0227734375,-0.15
1255.0,-0.077373605390625,0.12104399101562499,-0.028956008984375007,-0.15
1260.0,-0.08152656,0.1141224,-0.035877599999999996,-0.15
1265.0,-0.086094695859375,0.10650884023437499,-0.043491159765625,-0.15
1270.0,-0.09104235749999999,0.0982627375,-0.051737262499999985,-0.15
1275.0,-0.096327392578125,0.089454345703125,-0.060545654296875,-0.15
1280.0,-0.10190208,0.08016319999999998,-0.06983680000000002,-0.15
1285.0,-0.10771405804687498,0.07047656992187501,-0.07952343007812498,-0.15
1290.0,-0.11370725250000001,0.06048791249999998,-0.08951208750000002,-0.15
1295.0,-0.11982280476562499,0.05029532539062502,-0.09970467460937497,-0.15
1300.0,-0.126,0.039999999999999994,-0.11,-0.15
1305.0,-0.132177195234375,0.02970467460937498,-0.12029532539062501,-0.15
1310.0,-0.13829274750000004,0.01951208749999994,-0.13048791250000005,-0.15
1315.0,-0.14428594195312497,0.009523430078125034,-0.14047656992187496,-0.15
1320.0,-0.15009792,-0.00016320000000000223,-0.1501632,-0.15
1325.0,-0.155672607421875,-0.009454345703125006,-0.159454345703125,-0.15
1330.0,-0.1609576425,-0.018262737500000015,-0.1682627375,-0.15
1335.0,-0.16590530414062504,-0.02650884023437508,-0.17650884023437508,-0.15
1340.0,-0.17047343999999998,-0.03412239999999994,-0.18412239999999994,-0.15
1345.0,-0.17462639460937499,-0.041043991015625,-0.191043991015625,-0.15
1350.0,-0.17833593749999999,-0.04722656250000001,-0.1972265625,-0.15
1355.0,-0.18158219132812503,-0.0526369855468751,-0.2026369855468751,-0.15
1360.0,-0.18435456000000006,-0.05725760000000013,-0.20725760000000013,-0.15
1365.0,-0.18665265679687493,-0.06108776132812491,-0.2110877613281249,-0.15
1370.0,-0.1884872324999999,-0.06414538749999985,-0.21414538749999984,-0.15
1375.0,-0.18988110351562498,-0.066468505859375,-0.216468505859375,-0.15
1380.0,-0.19087008000000005,-0.06811680000000009,-0.21811680000000008,-0.15
1385.0,-0.1915038939843751,-0.06917315664062518,-0.21917315664062517,-0.15
1390.0,-0.1918471275,-0.06974521249999999,-0.21974521249999998,-0.15
1395.0,-0.1919801407031249,-0.06996690117187487,-0.21996690117187487,-0.15
1400.0,-0.192,-0.07,-0.22,-0.15
