temperature_C,cte_per_K,thermal_strain
225.0,1.2616363636363636e-05,0.0025744272727272733
230.0,1.2619272727272727e-05,0.0026375236363636364
235.0,1.2622181818181818e-05,0.0027006345454545456
240.0,1.2625090909090909e-05,0.0027637600000000005
245.0,1.2628e-05,0.0028269000000000002
250.0,1.2630909090909091e-05,0.002890054545454546
255.0,1.2633818181818182e-05,0.0029532236363636367
260.0,1.2636727272727273e-05,0.0030164072727272735
265.0,1.2639636363636364e-05,0.003079605454545455
270.0,1.2642545454545455e-05,0.0031428181818181824
275.0,1.2645454545454546e-05,0.0032060454545454553
280.0,1.2648363636363637e-05,0.003269287272727273
285.0,1.2651272727272728e-05,0.003332543636363637
290.0,1.2654181818181819e-05,0.0033958145454545457
295.0,1.265709090909091e-05,0.0034591000000000005
300.0,1.266e-05,0.0035224
305.0,1.2662909090909092e-05,0.0035857145454545455
310.0,1.2665818181818183e-05,0.003649043636363637
315.0,1.2668727272727274e-05,0.003712387272727273
320.0,1.2671636363636365e-05,0.003775745454545455
325.0,1.2674545454545456e-05,0.003839118181818182
330.0,1.2677454545454547e-05,0.003902505454545455
335.0,1.2680363636363638e-05,0.003965907272727273
340.0,1.2683272727272729e-05,0.004029323636363637
345.0,1.268618181818182e-05,0.004092754545454547
350.0,1.268909090909091e-05,0.0041562000000000005
355.0,1.2692e-05,0.004219660000000001
360.0,1.269490909090909e-05,0.004283134545454546
365.0,1.2697818181818182e-05,0.004346623636363637
370.0,1.2700727272727273e-05,0.004410127272727274
375.0,1.2703636363636364e-05,0.004473645454545455
380.0,1.2706545454545455e-05,0.004537178181818183
385.0,1.2709454545454546e-05,0.004600725454545455
390.0,1.2712363636363637e-05,0.0046642872727272735
395.0,1.2715272727272728e-05,0.004727863636363637
400.0,1.2718181818181819e-05,0.004791454545454546
405.0,1.272109090909091e-05,0.0048550600000000005
410.0,1.2724e-05,0.004918680000000002
415.0,1.2726909090909091e-05,0.004982314545454547
420.0,1.2729818181818182e-05,0.005045963636363638
425.0,1.2732727272727273e-05,0.005109627272727274
430.0,1.2735636363636364e-05,0.0051733054545454555
435.0,1.2738545454545455e-05,0.0052369981818181826
440.0,1.2741454545454546e-05,0.005300705454545456
445.0,1.2744363636363637e-05,0.0053644272727272745
450.0,1.2747272727272728e-05,0.005428163636363638
455.0,1.275018181818182e-05,0.005491914545454547
460.0,1.275309090909091e-05,0.005555680000000001
465.0,1.2756000000000001e-05,0.0056194600000000015
470.0,1.2758909090909092e-05,0.005683254545454547
475.0,1.2761818181818183e-05,0.005747063636363637
480.0,1.2764727272727274e-05,0.005810887272727274
485.0,1.2767636363636363e-05,0.005874725454545456
490.0,1.2770545454545454e-05,0.005938578181818184
495.0,1.2773454545454545e-05,0.0060024454545454554
500.0,1.2776363636363636e-05,0.006066327272727274
505.0,1.2779272727272727e-05,0.006130223636363637
510.0,1.2782181818181818e-05,0.0061941345454545466
515.0,1.278509090909091e-05,0.006258060000000001
520.0,1.2788e-05,0.006322000000000001
525.0,1.2790909090909091e-05,0.006385954545454546
530.0,1.2793818181818182e-05,0.006449923636363637
535.0,1.2796727272727273e-05,0.006513907272727273
540.0,1.2799636363636364e-05,0.006577905454545455
545.0,1.2802545454545455e-05,0.006641918181818182
550.0,1.2805454545454546e-05,0.006705945454545455
555.0,1.2808363636363637e-05,0.006769987272727273
560.0,1.2811272727272728e-05,0.006834043636363637
565.0,1.2814181818181819e-05,0.0068981145454545464
570.0,1.281709090909091e-05,0.006962200000000001
575.0,1.2820000000000001e-05,0.007026300000000001
580.0,1.2822909090909092e-05,0.007090414545454547
585.0,1.2825818181818183e-05,0.007154543636363638
590.0,1.2828727272727274e-05,0.007218687272727274
595.0,1.2831636363636365e-05,0.007282845454545455
600.0,1.2834545454545456e-05,0.007347018181818182
605.0,1.2837454545454547e-05,0.007411205454545456
610.0,1.2840363636363638e-05,0.007475407272727274
615.0,1.2843272727272727e-05,0.007539623636363637
620.0,1.2846181818181818e-05,0.007603854545454546
625.0,1.2849090909090909e-05,0.007668100000000001
630.0,1.2852e-05,0.007732360000000001
635.0,1.2854909090909091e-05,0.007796634545454546
640.0,1.2857818181818182e-05,0.007860923636363638
645.0,1.2860727272727273e-05,0.007925227272727273
650.0,1.2863636363636364e-05,0.007989545454545456
655.0,1.2866545454545455e-05,0.008053878181818182
660.0,1.2869454545454546e-05,0.008118225454545457
665.0,1.2872363636363637e-05,0.008182587272727273
670.0,1.2875272727272728e-05,0.008246963636363637
675.0,1.2878181818181819e-05,0.008311354545454546
680.0,1.288109090909091e-05,0.008375760000000001
685.0,1.2884e-05,0.00844018
690.0,1.2886909090909092e-05,0.008504614545454547
695.0,1.2889818181818183e-05,0.008569063636363637
700.0,1.2892727272727274e-05,0.008633527272727273
705.0,1.2895636363636365e-05,0.008698005454545455
710.0,1.2898545454545456e-05,0.008762498181818183
715.0,1.2901454545454546e-05,0.008827005454545456
720.0,1.2904363636363637e-05,0.008891527272727273
725.0,1.2907272727272728e-05,0.008956063636363637
730.0,1.291018181818182e-05,0.009020614545454546
735.0,1.291309090909091e-05,0.009085180000000002
740.0,1.2916000000000001e-05,0.00914976
745.0,1.2918909090909092e-05,0.009214354545454547
750.0,1.2921818181818182e-05,0.009278963636363637
755.0,1.2924727272727273e-05,0.009343587272727275
760.0,1.2927636363636364e-05,0.009408225454545456
765.0,1.2930545454545455e-05,0.009472878181818183
770.0,1.2933454545454546e-05,0.009537545454545457
775.0,1.2936363636363636e-05,0.009602227272727274
780.0,1.2939272727272727e-05,0.009666923636363638
785.0,1.2942181818181818e-05,0.009731634545454546
790.0,1.294509090909091e-05,0.00979636
795.0,1.2948e-05,0.009861100000000001
800.0,1.2950909090909091e-05,0.009925854545454547
805.0,1.2953818181818182e-05,0.00999062363636364
810.0,1.2956727272727273e-05,0.010055407272727275
815.0,1.2959636363636364e-05,0.010120205454545457
820.0,1.2962545454545455e-05,0.010185018181818183
825.0,1.2965454545454546e-05,0.010249845454545456
830.0,1.2968363636363637e-05,0.010314687272727273
835.0,1.2971272727272728e-05,0.010379543636363637
840.0,1.2974181818181819e-05,0.010444414545454545
845.0,1.297709090909091e-05,0.010509300000000001
850.0,1.2980000000000001e-05,0.0105742
855.0,1.2982909090909092e-05,0.010639114545454548
860.0,1.2985818181818183e-05,0.010704043636363639
865.0,1.2988727272727274e-05,0.010768987272727275
870.0,1.2991636363636365e-05,0.010833945454545456
875.0,1.2994545454545454e-05,0.010898918181818183
880.0,1.2997454545454547e-05,0.010963905454545455
885.0,1.3000363636363636e-05,0.011028907272727272
890.0,1.3003272727272727e-05,0.011093923636363637
895.0,1.3006181818181818e-05,0.011158954545454547
900.0,1.3009090909090909e-05,0.011224000000000001
905.0,1.3012e-05,0.011289060000000004
910.0,1.3014909090909091e-05,0.011354134545454548
915.0,1.3017818181818182e-05,0.011419223636363638
920.0,1.3020727272727273e-05,0.011484327272727274
925.0,1.3023636363636364e-05,0.011549445454545455
930.0,1.3026545454545455e-05,0.011614578181818182
935.0,1.3029454545454546e-05,0.011679725454545455
940.0,1.3032363636363637e-05,0.011744887272727274
945.0,1.3035272727272728e-05,0.011810063636363638
950.0,1.3038181818181819e-05,0.011875254545454548
955.0,1.304109090909091e-05,0.011940460000000003
960.0,1.3044e-05,0.012005680000000001
965.0,1.3046909090909092e-05,0.012070914545454546
970.0,1.3049818181818183e-05,0.012136163636363637
975.0,1.3052727272727274e-05,0.012201427272727272
980.0,1.3055636363636365e-05,0.012266705454545454
985.0,1.3058545454545456e-05,0.012331998181818182
990.0,1.3061454545454547e-05,0.012397305454545456
995.0,1.3064363636363638e-05,0.012462627272727275
1000.0,1.3067272727272729e-05,0.012527963636363638
1005.0,1.307018181818182e-05,0.012593314545454547
1010.0,1.3073090909090909e-05,0.01265868
1015.0,1.3076e-05,0.01272406
1020.0,1.307890909090909e-05,0.012789454545454545
1025.0,1.3081818181818182e-05,0.012854863636363636
1030.0,1.3084727272727273e-05,0.012920287272727272
1035.0,1.3087636363636364e-05,0.012985725454545455
1040.0,1.3090545454545455e-05,0.013051178181818182
1045.0,1.3093454545454546e-05,0.013116645454545457
1050.0,1.3096363636363637e-05,0.013182127272727275
1055.0,1.3099272727272728e-05,0.013247623636363639
1060.0,1.3102181818181819e-05,0.013313134545454547
1065.0,1.310509090909091e-05,0.01337866
1070.0,1.3108e-05,0.0134442
1075.0,1.3110909090909092e-05,0.013509754545454545
1080.0,1.3113818181818182e-05,0.013575323636363637
1085.0,1.3116727272727273e-05,0.013640907272727274
1090.0,1.3119636363636364e-05,0.013706505454545456
1095.0,1.3122545454545455e-05,0.013772118181818185
1100.0,1.3125454545454546e-05,0.013837745454545455
1105.0,1.3128363636363637e-05,0.013903387272727274
1110.0,1.3131272727272728e-05,0.013969043636363636
1115.0,1.313418181818182e-05,0.014034714545454546
1120.0,1.313709090909091e-05,0.014100399999999999
1125.0,1.3140000000000001e-05,0.014166100000000001
1130.0,1.3142909090909092e-05,0.014231814545454545
1135.0,1.3145818181818182e-05,0.014297543636363638
1140.0,1.3148727272727274e-05,0.014363287272727274
1145.0,1.3151636363636363e-05,0.014429045454545458
1150.0,1.3154545454545454e-05,0.014494818181818183
1155.0,1.3157454545454545e-05,0.014560605454545456
1160.0,1.3160363636363636e-05,0.014626407272727274
1165.0,1.3163272727272727e-05,0.014692223636363636
1170.0,1.3166181818181818e-05,0.014758054545454546
1175.0,1.316909090909091e-05,0.014823900000000001
1180.0,1.3172e-05,0.014889760000000002
1185.0,1.3174909090909091e-05,0.014955634545454548
1190.0,1.3177818181818182e-05,0.015021523636363639
1195.0,1.3180727272727273e-05,0.015087427272727275
1200.0,1.3183636363636364e-05,0.015153345454545455
1205.0,1.3186545454545455e-05,0.015219278181818183
1210.0,1.3189454545454546e-05,0.015285225454545455
1215.0,1.3192363636363637e-05,0.015351187272727274
1220.0,1.3195272727272728e-05,0.015417163636363636
1225.0,1.3198181818181819e-05,0.015483154545454547
1230.0,1.320109090909091e-05,0.015549160000000001
1235.0,1.3204000000000001e-05,0.015615180000000003
1240.0,1.3206909090909092e-05,0.01568121454545455
1245.0,1.3209818181818183e-05,0.01574726363636364
1250.0,1.3212727272727274e-05,0.015813327272727273
1255.0,1.3215636363636365e-05,0.015879405454545456
1260.0,1.3218545454545456e-05,0.015945498181818184
1265.0,1.3221454545454547e-05,0.016011605454545455
1270.0,1.3224363636363636e-05,0.016077727272727275
1275.0,1.3227272727272727e-05,0.016143863636363637
1280.0,1.3230181818181818e-05,0.016210014545454548
1285.0,1.3233090909090909e-05,0.016276180000000005
1290.0,1.3236e-05,0.016342360000000004
1295.0,1.3238909090909091e-05,0.01640855454545455
1300.0,1.3241818181818182e-05,0.01647476363636364
1305.0,1.3244727272727273e-05,0.016540987272727275
1310.0,1.3247636363636364e-05,0.016607225454545457
1315.0,1.3250545454545455e-05,0.016673478181818184
1320.0,1.3253454545454546e-05,0.016739745454545457
1325.0,1.3256363636363637e-05,0.016806027272727276
1330.0,1.3259272727272728e-05,0.01687232363636364
1335.0,1.3262181818181819e-05,0.01693863454545455
1340.0,1.326509090909091e-05,0.017004960000000003
1345.0,1.3268e-05,0.017071300000000005
1350.0,1.3270909090909092e-05,0.01713765454545455
1355.0,1.3273818181818183e-05,0.017204023636363638
1360.0,1.3276727272727274e-05,0.017270407272727276
1365.0,1.3279636363636365e-05,0.017336805454545457
1370.0,1.3282545454545456e-05,0.017403218181818184
1375.0,1.3285454545454547e-05,0.01746964545454546
1380.0,1.3288363636363638e-05,0.017536087272727277
1385.0,1.3291272727272728e-05,0.01760254363636364
1390.0,1.329418181818182e-05,0.01766901454545455
1395.0,1.3297090909090909e-05,0.0177355
1400.0,1.3300000000000001e-05,0.017802000000000002
