temperature_C,cte_per_K,thermal_strain
1000.0,1.0354545454545456e-05,0.009973727272727271
1005.0,1.0356363636363637e-05,0.01002550909090909
1010.0,1.0358181818181819e-05,0.010077299999999999
1015.0,1.036e-05,0.010129099999999999
1020.0,1.0361818181818182e-05,0.010180909090909091
1025.0,1.0363636363636364e-05,0.010232727272727272
1030.0,1.0365454545454546e-05,0.010284554545454546
1035.0,1.0367272727272727e-05,0.010336390909090911
1040.0,1.036909090909091e-05,0.010388236363636366
1045.0,1.0370909090909092e-05,0.010440090909090911
1050.0,1.0372727272727274e-05,0.010491954545454546
1055.0,1.0374545454545456e-05,0.010543827272727273
1060.0,1.0376363636363637e-05,0.010595709090909091
1065.0,1.0378181818181819e-05,0.010647599999999998
1070.0,1.038e-05,0.010699499999999999
1075.0,1.0381818181818182e-05,0.01075140909090909
1080.0,1.0383636363636364e-05,0.010803327272727271
1085.0,1.0385454545454546e-05,0.010855254545454544
1090.0,1.0387272727272729e-05,0.010907190909090907
1095.0,1.038909090909091e-05,0.010959136363636362
1100.0,1.0390909090909092e-05,0.011011090909090908
1105.0,1.0392727272727274e-05,0.011063054545454545
1110.0,1.0394545454545455e-05,0.011115027272727274
1115.0,1.0396363636363637e-05,0.011167009090909093
1120.0,1.0398181818181819e-05,0.011219000000000002
1125.0,1.04e-05,0.011271
1130.0,1.0401818181818182e-05,0.011323009090909091
1135.0,1.0403636363636364e-05,0.01137502727272727
1140.0,1.0405454545454547e-05,0.011427054545454543
1145.0,1.0407272727272729e-05,0.011479090909090908
1150.0,1.040909090909091e-05,0.011531136363636361
1155.0,1.0410909090909092e-05,0.011583190909090907
1160.0,1.0412727272727274e-05,0.011635254545454544
1165.0,1.0414545454545455e-05,0.01168732727272727
1170.0,1.0416363636363637e-05,0.011739409090909089
1175.0,1.0418181818181819e-05,0.0117915
1180.0,1.042e-05,0.0118436
1185.0,1.0421818181818182e-05,0.011895709090909092
1190.0,1.0423636363636365e-05,0.011947827272727274
1195.0,1.0425454545454547e-05,0.011999954545454546
1200.0,1.0427272727272728e-05,0.012052090909090908
1205.0,1.042909090909091e-05,0.012104236363636361
1210.0,1.0430909090909092e-05,0.012156390909090906
1215.0,1.0432727272727273e-05,0.012208554545454543
1220.0,1.0434545454545455e-05,0.01226072727272727
1225.0,1.0436363636363637e-05,0.012312909090909088
1230.0,1.0438181818181818e-05,0.012365099999999997
1235.0,1.044e-05,0.012417299999999997
1240.0,1.0441818181818183e-05,0.012469509090909088
1245.0,1.0443636363636365e-05,0.012521727272727271
1250.0,1.0445454545454547e-05,0.012573954545454544
1255.0,1.0447272727272728e-05,0.012626190909090907
1260.0,1.044909090909091e-05,0.012678436363636364
1265.0,1.0450909090909092e-05,0.01273069090909091
1270.0,1.0452727272727273e-05,0.012782954545454547
1275.0,1.0454545454545455e-05,0.012835227272727272
1280.0,1.0456363636363637e-05,0.012887509090909091
1285.0,1.0458181818181818e-05,0.0129398
1290.0,1.0460000000000001e-05,0.0129921
1295.0,1.0461818181818183e-05,0.01304440909090909
1300.0,1.0463636363636365e-05,0.01309672727272727
1305.0,1.0465454545454546e-05,0.013149054545454543
1310.0,1.0467272727272728e-05,0.013201390909090907
1315.0,1.046909090909091e-05,0.013253736363636363
1320.0,1.0470909090909091e-05,0.013306090909090908
1325.0,1.0472727272727273e-05,0.013358454545454545
1330.0,1.0474545454545455e-05,0.013410827272727271
1335.0,1.0476363636363638e-05,0.013463209090909091
1340.0,1.047818181818182e-05,0.013515600000000001
1345.0,1.0480000000000001e-05,0.013568000000000002
1350.0,1.0481818181818183e-05,0.013620409090909093
1355.0,1.0483636363636365e-05,0.013672827272727273
1360.0,1.0485454545454546e-05,0.013725254545454545
1365.0,1.0487272727272728e-05,0.013777690909090909
1370.0,1.048909090909091e-05,0.013830136363636362
1375.0,1.0490909090909091e-05,0.013882590909090907
1380.0,1.0492727272727273e-05,0.013935054545454545
1385.0,1.0494545454545454e-05,0.013987527272727271
1390.0,1.0496363636363638e-05,0.01404000909090909
1395.0,1.049818181818182e-05,0.014092499999999999
1400.0,1.0500000000000001e-05,0.014145
