temperature_C,shrinkage_dL_L0,mismatch_strain,layer1_shrinkage,layer2_shrinkage
465.0,0.0,0.0,0.0,0.0
470.0,0.0,0.0,0.0,0.0
475.0,0.0,0.0,0.0,0.0
480.0,0.0,0.0,0.0,0.0
485.0,0.0,0.0,0.0,0.0
490.0,0.0,0.0,0.0,0.0
495.0,0.0,0.0,0.0,0.0
500.0,0.0,0.0,0.0,0.0
505.0,0.0,0.0,0.0,0.0
510.0,0.0,0.0,0.0,0.0
515.0,0.0,0.0,0.0,0.0
520.0,0.0,0.0,0.0,0.0
525.0,0.0,0.0,0.0,0.0
530.0,0.0,0.0,0.0,0.0
535.0,0.0,0.0,0.0,0.0
540.0,0.0,0.0,0.0,0.0
545.0,0.0,0.0,0.0,0.0
550.0,0.0,0.0,0.0,0.0
555.0,0.0,0.0,0.0,0.0
560.0,0.0,0.0,0.0,0.0
565.0,0.0,0.0,0.0,0.0
570.0,0.0,0.0,0.0,0.0
575.0,0.0,0.0,0.0,0.0
580.0,0.0,0.0,0.0,0.0
585.0,0.0,0.0,0.0,0.0
590.0,0.0,0.0,0.0,0.0
595.0,0.0,0.0,0.0,0.0
600.0,0.0,0.0,0.0,0.0
605.0,0.0,0.0,0.0,0.0
610.0,0.0,0.0,0.0,0.0
615.0,0.0,0.0,0.0,0.0
620.0,0.0,0.0,0.0,0.0
625.0,0.0,0.0,0.0,0.0
630.0,0.0,0.0,0.0,0.0
635.0,0.0,0.0,0.0,0.0
640.0,0.0,0.0,0.0,0.0
645.0,0.0,0.0,0.0,0.0
650.0,0.0,0.0,0.0,0.0
655.0,0.0,0.0,0.0,0.0
660.0,0.0,0.0,0.0,0.0
665.0,0.0,0.0,0.0,0.0
670.0,0.0,0.0,0.0,0.0
675.0,0.0,0.0,0.0,0.0
680.0,0.0,0.0,0.0,0.0
685.0,0.0,0.0,0.0,0.0
690.0,0.0,0.0,0.0,0.0
695.0,0.0,0.0,0.0,0.0
700.0,0.0,0.0,0.0,0.0
705.0,0.0,0.0,0.0,0.0
710.0,0.0,0.0,0.0,0.0
715.0,0.0,0.0,0.0,0.0
720.0,0.0,0.0,0.0,0.0
725.0,0.0,0.0,0.0,0.0
730.0,0.0,0.0,0.0,0.0
735.0,0.0,0.0,0.0,0.0
740.0,0.0,0.0,0.0,0.0
745.0,0.0,0.0,0.0,0.0
750.0,0.0,0.0,0.0,0.0
755.0,0.0,0.0,0.0,0.0
760.0,0.0,0.0,0.0,0.0
765.0,0.0,0.0,0.0,0.0
770.0,0.0,0.0,0.0,0.0
775.0,0.0,0.0,0.0,0.0
780.0,0.0,0.0,0.0,0.0
785.0,0.0,0.0,0.0,0.0
790.0,0.0,0.0,0.0,0.0
795.0,0.0,0.0,0.0,0.0
800.0,0.0,0.0,0.0,0.0
805.0,0.0,0.0,0.0,0.0
810.0,0.0,0.0,0.0,0.0
815.0,0.0,0.0,0.0,0.0
820.0,0.0,0.0,0.0,0.0
825.0,0.0,0.0,0.0,0.0
830.0,0.0,0.0,0.0,0.0
835.0,0.0,0.0,0.0,0.0
840.0,0.0,0.0,0.0,0.0
845.0,0.0,0.0,0.0,0.0
850.0,0.0,0.0,0.0,0.0
855.0,0.0,0.0,0.0,0.0
860.0,0.0,0.0,0.0,0.0
865.0,0.0,0.0,0.0,0.0
870.0,0.0,0.0,0.0,0.0
875.0,0.0,0.0,0.0,0.0
880.0,0.0,0.0,0.0,0.0
885.0,0.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0,0.0
895.0,0.0,0.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0
905.0,0.0,0.0,0.0,0.0
910.0,0.0,0.0,0.0,0.0
915.0,0.0,0.0,0.0,0.0
920.0,0.0,0.0,0.0,0.0
925.0,0.0,0.0,0.0,0.0
930.0,0.0,0.0,0.0,0.0
935.0,0.0,0.0,0.0,0.0
940.0,0.0,0.0,0.0,0.0
945.0,0.0,0.0,0.0,0.0
950.0,0.0,0.0,0.0,0.0
955.0,0.0,0.0,0.0,0.0
960.0,0.0,0.0,0.0,0.0
965.0,0.0,0.0,0.0,0.0
970.0,0.0,0.0,0.0,0.0
975.0,0.0,0.0,0.0,0.0
980.0,0.0,0.0,0.0,0.0
985.0,0.0,0.0,0.0,0.0
990.0,0.0,0.0,0.0,0.0
995.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,0.0,0.0
1005.0,0.0,0.0,0.0,0.0
1010.0,0.0,0.0,0.0,0.0
1015.0,0.0,0.0,0.0,0.0
1020.0,0.0,0.0,0.0,0.0
1025.0,0.0,0.0,0.0,0.0
1030.0,0.0,0.0,0.0,0.0
1035.0,0.0,0.0,0.0,0.0
1040.0,0.0,0.0,0.0,0.0
1045.0,0.0,0.0,0.0,0.0
1050.0,0.0,0.0,0.0,0.0
1055.0,0.0,0.0,0.0,0.0
1060.0,0.0,0.0,0.0,0.0
1065.0,0.0,0.0,0.0,0.0
1070.0,0.0,0.0,0.0,0.0
1075.0,0.0,0.0,0.0,0.0
1080.0,0.0,0.0,0.0,0.0
1085.0,0.0,0.0,0.0,0.0
1090.0,0.0,0.0,0.0,0.0
1095.0,0.0,0.0,0.0,0.0
1100.0,0.0,-0.0,-0.0,0.0
1105.0,-1.6248515625e-05,-2.7080859375000003e-05,-2.7080859375000003e-05,0.0
1110.0,-0.00012507750000000003,-0.00020846250000000006,-0.00020846250000000006,0.0
1115.0,-0.0004059049218749999,-0.0006765082031249998,-0.0006765082031249998,0.0
1120.0,-0.0009244800000000003,-0.0015408000000000006,-0.0015408000000000006,0.0
1125.0,-0.0017336425781249998,-0.0028894042968749998,-0.0028894042968749998,0.0
1130.0,-0.0028740824999999998,-0.0047901375,-0.0047901375,0.0
1135.0,-0.004375098984374998,-0.007291831640624998,-0.007291831640624998,0.0
1140.0,-0.006255360000000001,-0.010425600000000002,-0.010425600000000002,0.0
1145.0,-0.008523661640625001,-0.014206102734375002,-0.014206102734375002,0.0
1150.0,-0.011179687499999999,-0.0186328125,-0.0186328125,0.0
1155.0,-0.014214768046875003,-0.023691280078125005,-0.023691280078125005,0.0
1160.0,-0.017612639999999995,-0.029354399999999996,-0.029354399999999996,0.0
1165.0,-0.021350205703124996,-0.035583676171874995,-0.035583676171874995,0.0
1170.0,-0.025398292499999992,-0.042330487499999986,-0.042330487499999986,0.0
1175.0,-0.029722412109375,-0.049537353515625,-0.049537353515625,0.0
1180.0,-0.034283520000000005,-0.05713920000000001,-0.05713920000000001,0.0
1185.0,-0.039038774765624985,-0.06506462460937498,-0.06506462460937498,0.0
1190.0,-0.043942297500000005,-0.07323716250000001,-0.07323716250000001,0.0
1195.0,-0.048945931171874985,-0.08157655195312498,-0.08157655195312498,0.0
1200.0,-0.054,-0.09,-0.09,-0.0
1205.0,-0.059067308359375,-0.09839034921875,-0.098423448046875,-3.3098828125000005e-05
1210.0,-0.06415961750000002,-0.10650805000000003,-0.10676283750000004,-0.0002547875000000001
1215.0,-0.06929196257812498,-0.11410853203124997,-0.11493537539062497,-0.0008268433593749999
1220.0,-0.07446975999999998,-0.12097759999999999,-0.12286079999999999,-0.0018832000000000007
1225.0,-0.079690185546875,-0.12693115234375,-0.130462646484375,-0.003531494140625
1230.0,-0.08494355249999999,-0.1318149,-0.1376695125,-0.005854612499999999
1235.0,-0.09021468976562502,-0.13550408515625006,-0.14441632382812505,-0.008912238671874998
1240.0,-0.09548431999999996,-0.13790319999999992,-0.15064559999999994,-0.012742400000000003
1245.0,-0.10073043773437501,-0.13894570546875,-0.156308719921875,-0.017363014453125002
1250.0,-0.1059296875,-0.13859375,-0.16136718749999998,-0.0227734375
1255.0,-0.11105874195312504,-0.13683788828125007,-0.16579389726562507,-0.028956008984375007
1260.0,-0.11609568000000005,-0.13369680000000012,-0.1695744000000001,-0.035877599999999996
1265.0,-0.12102136492187496,-0.1292170085937499,-0.17270816835937491,-0.043491159765625
1270.0,-0.1258208224999999,-0.12347259999999988,-0.17520986249999987,-0.051737262499999985
1275.0,-0.13048461914062498,-0.11656494140624998,-0.17711059570312498,-0.060545654296875
1280.0,-0.13501024000000003,-0.10862240000000002,-0.17845920000000004,-0.06983680000000002
1285.0,-0.1394034671093751,-0.09980006171875017,-0.17932349179687515,-0.07952343007812498
1290.0,-0.14367975749999998,-0.09027944999999994,-0.17979153749999996,-0.08951208750000002
1295.0,-0.14786562132812492,-0.08026824453124991,-0.17997291914062488,-0.09970467460937497
1300.0,-0.152,-0.06999999999999999,-0.18,-0.11
1305.0,-0.15611813015625,-0.05970467460937498,-0.18,-0.12029532539062501
1310.0,-0.16019516500000003,-0.04951208749999994,-0.18,-0.13048791250000005
1315.0,-0.16419062796875,-0.03952343007812503,-0.18,-0.14047656992187496
1320.0,-0.16806527999999998,-0.029836799999999997,-0.18,-0.1501632
1325.0,-0.17178173828124998,-0.020545654296874993,-0.18,-0.159454345703125
1330.0,-0.17530509500000002,-0.011737262499999984,-0.18,-0.1682627375
1335.0,-0.17860353609375001,-0.0034911597656249183,-0.18,-0.17650884023437508
1340.0,-0.18164895999999997,0.004122399999999943,-0.18,-0.18412239999999994
1345.0,-0.18441759640625,0.011043991015625004,-0.18,-0.191043991015625
1350.0,-0.186890625,0.017226562500000014,-0.18,-0.1972265625
1355.0,-0.18905479421875004,0.0226369855468751,-0.18,-0.2026369855468751
1360.0,-0.19090304000000005,0.02725760000000013,-0.18,-0.20725760000000013
1365.0,-0.19243510453124996,0.031087761328124908,-0.18,-0.2110877613281249
1370.0,-0.19365815499999994,0.034145387499999846,-0.18,-0.21414538749999984
1375.0,-0.19458740234375,0.036468505859375,-0.18,-0.216468505859375
1380.0,-0.19524672000000004,0.03811680000000009,-0.18,-0.21811680000000008
1385.0,-0.19566926265625006,0.03917315664062518,-0.18,-0.21917315664062517
1390.0,-0.195898085,0.03974521249999999,-0.18,-0.21974521249999998
1395.0,-0.19598676046874997,0.039966901171874875,-0.18,-0.21996690117187487
1400.0,-0.196,0.04000000000000001,-0.18,-0.22
