liquid_height_ratio,liquid_height_mm,gas_void_fraction,frequency_Hz,sound_speed_measured_m_s,sound_speed_wood_m_s,phase_velocity_m_s,attenuation_dB_m,temperature_C,pressure_bar,pipe_diameter_mm,measurement_uncertainty_m_s,paper
0.4,31.200000000000003,0.6264699609476689,5000,20.523891251806152,24.561833167158685,21.259772880658588,28.393227972700615,20,1.0,78.0,0.9158957460167083,Li_2022
0.4,31.200000000000003,0.6264699609476689,10000,21.351841452204827,24.561833167158685,21.764363173739753,70.01245553546198,20,1.0,78.0,0.9219442158001735,Li_2022
0.45000000000000007,35.10000000000001,0.5635557142152308,500,17.60109838910272,23.962875189006144,18.215674780852883,2.4684553417780193,20,1.0,78.0,0.8617554979596697,Li_2022
0.45000000000000007,35.10000000000001,0.5635557142152308,1000,16.04431495974858,23.962875189006144,18.547825234458585,5.114660357092018,20,1.0,78.0,0.867283668009081,Li_2022
0.45000000000000007,35.10000000000001,0.5635557142152308,2000,17.736479285817456,23.962875189006144,18.90420968172239,10.848281027873833,20,1.0,78.0,0.8728118380584922,Li_2022
0.45000000000000007,35.10000000000001,0.5635557142152308,5000,18.31350691228103,23.962875189006144,19.430970791559584,31.05193644125866,20,1.0,78.0,0.8801196813601238,Li_2022
0.45000000000000007,35.10000000000001,0.5635557142152308,10000,19.160380337733937,23.962875189006144,19.892155363078903,73.31911908216561,20,1.0,78.0,0.885647851409535,Li_2022
0.5,39.0,0.5,500,16.903721823648713,23.772482720270407,16.506166550734232,2.6005111060622403,20,1.0,78.0,0.8278053968246422,Li_2022
0.5,39.0,0.5,1000,16.29547911340398,23.772482720270407,16.807145283231176,5.35,20,1.0,78.0,0.8328147580837857,Li_2022
0.5,39.0,0.5,2000,18.28977184565082,23.772482720270407,17.130083692782218,11.218770788614574,20,1.0,78.0,0.8378241193429292,Li_2022
0.5,39.0,0.5,5000,17.99322448378164,23.772482720270407,17.607409222361927,31.341822057179836,20,1.0,78.0,0.8444461347288313,Li_2022
0.5,39.0,0.5,10000,17.857510460888733,23.772482720270407,18.02531245349167,72.08350705680677,20,1.0,78.0,0.849455495987975,Li_2022
0.55,42.9,0.436444285784769,500,17.057882516592933,23.96991343807359,18.22102499258783,2.43195216959317,20,1.0,78.0,0.8618617508728146,Li_2022
0.55,42.9,0.436444285784769,1000,19.800220565397805,23.96991343807359,18.5532730036695,4.987548928661556,20,1.0,78.0,0.8673915446271188,Li_2022
0.55,42.9,0.436444285784769,2000,17.973269997678003,23.96991343807359,18.909762126289817,10.405653325387778,20,1.0,78.0,0.8729213383814229,Li_2022
0.55,42.9,0.436444285784769,5000,18.25772358001129,23.96991343807359,19.4366779536165,28.748741982573122,20,1.0,78.0,0.8802313281041705,Li_2022
0.55,42.9,0.436444285784769,10000,19.136004216772456,23.96991343807359,19.897997981831015,65.29893014860878,20,1.0,78.0,0.8857611218584748,Li_2022
0.6,46.800000000000004,0.37353003905233095,500,19.661260837511502,24.576922558663302,19.942339682169358,2.0157873620459323,20,1.0,78.0,0.8960463232351514,Li_2022
0.6,46.800000000000004,0.37353003905233095,1000,17.7848267910674,24.576922558663302,20.30597469712659,4.133528605431461,20,1.0,78.0,0.9020985088539919,Li_2022
0.6,46.800000000000004,0.37353003905233095,2000,19.4326278543918,24.576922558663302,20.69614084744936,8.62208124618457,20,1.0,78.0,0.9081506944728324,Li_2022
0.6,46.800000000000004,0.37353003905233095,5000,21.934177984905798,24.576922558663302,21.272833674375097,23.81008518465147,20,1.0,78.0,0.9161512486778509,Li_2022
0.6,46.800000000000004,0.37353003905233095,10000,21.980480192653605,24.576922558663302,21.777733958995974,54.05302539225099,20,1.0,78.0,0.9222034342966915,Li_2022
0.65,50.7,0.3119188323905364,500,21.956460024532486,25.664313956468444,21.849292154202352,1.4811147007738816,20,1.0,78.0,0.9339175824338963,Li_2022
0.65,50.7,0.3119188323905364,1000,22.252252069070927,25.664313956468444,22.247699151872855,3.04620748165449,20,1.0,78.0,0.9405484980568881,Li_2022
0.65,50.7,0.3119188323905364,2000,21.997110368727697,25.664313956468444,22.675174279814073,6.3848436230747305,20,1.0,78.0,0.9471794136798801,Li_2022
0.65,50.7,0.3119188323905364,5000,23.510626478530597,25.664313956468444,23.30701238204033,17.819425959697895,20,1.0,78.0,0.9559450073367406,Li_2022
0.65,50.7,0.3119188323905364,10000,23.713754747905192,25.664313956468444,23.8601929016403,40.937510561264304,20,1.0,78.0,0.9625759229597326,Li_2022
0.7000000000000001,54.6,0.25231578773434526,500,23.717785436861515,27.37528316253087,24.157094220624625,0.9666985313762801,20,1.0,78.0,0.9797495428622024,Li_2022
0.7000000000000001,54.6,0.25231578773434526,1000,24.384196690308993,27.37528316253087,24.5975824210184,2.003060462597214,20,1.0,78.0,0.9870808400201663,Li_2022
0.7000000000000001,54.6,0.25231578773434526,2000,24.96856714527609,27.37528316253087,25.0702090338061,4.2487029730979735,20,1.0,78.0,0.9944121371781303,Li_2022
0.7000000000000001,54.6,0.25231578773434526,5000,25.492702089763117,27.37528316253087,25.768784184888272,12.16248103369645,20,1.0,78.0,1.0041035848632107,Li_2022
0.7000000000000001,54.6,0.25231578773434526,10000,26.93136618077668,27.37528316253087,26.380393652081942,28.72042544473736,20,1.0,78.0,1.0114348820211747,Li_2022
0.75,58.5,0.19550110947788513,500,26.97454980984596,29.98203785147411,27.183417783342335,0.5637219359066852,20,1.0,78.0,1.0398510324083814,Li_2022
0.75,58.5,0.19550110947788513,1000,28.96644447544689,29.98203785147411,27.679088937769244,1.186277619562573,20,1.0,78.0,1.0481007710449355,Li_2022
0.75,58.5,0.19550110947788513,2000,28.530290430332162,29.98203785147411,28.21092470218685,2.577426248100708,20,1.0,78.0,1.0563505096814896,Li_2022
0.75,58.5,0.19550110947788513,5000,30.128093502980324,29.98203785147411,28.997015115690115,7.744773196852432,20,1.0,78.0,1.067256070960628,Li_2022
0.75,58.5,0.19550110947788513,10000,29.05782256957668,29.98203785147411,29.685245062352262,19.20170491827031,20,1.0,78.0,1.0755058095971823,Li_2022
0.8,62.400000000000006,0.1423784899326469,500,33.29559093004517,34.026860221877484,31.492383715960298,0.2980370185503897,20,1.0,78.0,1.1254252499654473,Li_2022
0.8,62.400000000000006,0.1423784899326469,1000,33.16561103125893,34.026860221877484,32.06662593658756,0.647267757204822,20,1.0,78.0,1.1349826918136152,Li_2022
0.8,62.400000000000006,0.1423784899326469,2000,32.48189247900332,34.026860221877484,32.68276538234828,1.4728024019048374,20,1.0,78.0,1.1445401336617829,Li_2022
0.8,62.400000000000006,0.1423784899326469,5000,31.461353997919538,34.026860221877484,33.59346252627595,4.814241482225053,20,1.0,78.0,1.1571743845561282,Li_2022
0.8,62.400000000000006,0.1423784899326469,10000,32.05311054533277,34.026860221877484,34.39078690019558,12.858588333541,20,1.0,78.0,1.1667318264042958,Li_2022
0.85,66.3,0.09406020218709354,500,37.97229882049953,40.72912468446784,38.29362650456842,0.14818474078702393,20,1.0,78.0,1.2604950182467598,Li_2022
0.85,66.3,0.09406020218709354,1000,38.20803757337319,40.72912468446784,38.99188476657195,0.342700433555272,20,1.0,78.0,1.272116530031128,Li_2022
0.85,66.3,0.09406020218709354,2000,36.51482948019691,40.72912468446784,39.74108857481639,0.8467346124917455,20,1.0,78.0,1.2837380418154956,Li_2022
0.85,66.3,0.09406020218709354,5000,38.328720130755904,40.72912468446784,40.84846414228318,3.141523688778449,20,1.0,78.0,1.299100844748316,Li_2022
0.85,66.3,0.09406020218709354,10000,41.47304864270877,40.72912468446784,41.81798242496539,9.206332820488152,20,1.0,78.0,1.310722356532684,Li_2022
0.9,70.2,0.05204401933091385,500,52.03482766132608,53.514446434256996,50.926535123014965,0.07528439142945617,20,1.0,78.0,1.5113791717533231,Li_2022
0.9,70.2,0.05204401933091385,1000,49.284948854025,53.514446434256996,51.85514589067406,0.19428677439178743,20,1.0,78.0,1.5268345720925556,Li_2022
0.9,70.2,0.05204401933091385,2000,50.403838783720694,53.514446434256996,52.85150892905866,0.5408084374040532,20,1.0,78.0,1.542289972431788,Li_2022
0.9,70.2,0.05204401933091385,5000,52.77139367543376,53.514446434256996,54.32420310505263,2.3189182230085947,20,1.0,78.0,1.562720900357951,Li_2022
0.9,70.2,0.05204401933091385,10000,53.45913884065628,53.514446434256996,55.613561449568024,7.396255230376233,20,1.0,78.0,1.5781763006971834,Li_2022
