Temperature_C,Rubber_Content_%,Age_days,Measurement_ID,ITZ_Rubber_Cement_um,ITZ_Aggregate_Cement_um,Porosity_Rubber_ITZ,Porosity_Aggregate_ITZ,Ca_Si_Ratio_Rubber_ITZ,Ca_Si_Ratio_Aggregate_ITZ,Microhardness_Rubber_ITZ_HV,Microhardness_Aggregate_ITZ_HV,Timestamp
20,0,28,SEM_20_0_28_14,12.706289764802492,9.372806875028395,0.2625407785288906,0.22489589766771667,1.7281537689824764,1.8957611478276617,38.19923552325996,49.687858316770274,2025-10-18T18:00:14.295161
20,0,28,SEM_20_0_28_15,15.324405469856117,11.68710263106442,0.2555631390083114,0.2108558833094544,1.5002212988678332,2.0025727393604478,39.81410920810504,46.61794385695628,2025-10-18T18:00:14.295168
20,0,28,SEM_20_0_28_16,15.726704175651877,11.509163659332117,0.2449012938204348,0.2180444442425662,1.554352275202898,1.9489350322261783,36.685571660014034,47.61870511431799,2025-10-18T18:00:14.295178
20,0,28,SEM_20_0_28_17,12.220588499055896,13.248078615936535,0.2796531522627222,0.1944184887572895,1.6668056125927992,1.9033864117551695,40.20605238574138,51.21703230109551,2025-10-18T18:00:14.295186
20,0,28,SEM_20_0_28_18,16.424830814110553,10.931387710839342,0.2481453932838183,0.18317641730349948,1.6012823967666496,1.7104236476648598,41.6880991932235,54.315562602311964,2025-10-18T18:00:14.295193
20,0,28,SEM_20_0_28_19,16.501307340670113,11.268125961662882,0.25232166872807554,0.22945004371499803,1.600956022481184,1.7781953941765563,42.12564733365393,52.31685474627561,2025-10-18T18:00:14.295200
20,0,28,SEM_20_0_28_20,16.353340459289274,10.403337166567578,0.25686453121618,0.2323988345855284,1.5694503921806113,1.929039114736907,43.117230734036276,50.953762035499736,2025-10-18T18:00:14.295206
20,0,28,SEM_20_0_28_21,16.145462991908104,8.184603583797774,0.263809120013143,0.19679350811169197,1.5197233774865968,1.7330091005720294,38.92930547113991,47.39645030730098,2025-10-18T18:00:14.295213
20,0,28,SEM_20_0_28_22,15.362498070911625,12.048152066783745,0.26691394843971067,0.1910139502907954,1.6459069082517974,1.8485494070457,39.54133383504532,48.6720588328766,2025-10-18T18:00:14.295219
20,0,28,SEM_20_0_28_23,15.108466675177352,9.919317118274066,0.25484236751763,0.21865422547996774,1.7625781185210228,1.8338294766477903,40.06104719527363,50.996339035184974,2025-10-18T18:00:14.295231
20,0,28,SEM_20_0_28_24,13.095654553242634,9.703684813550655,0.2595673423587849,0.20999096886663138,1.7019623234080596,1.638921110404801,42.42117400620606,51.22304620206404,2025-10-18T18:00:14.295238
20,0,28,SEM_20_0_28_25,13.021516989511795,11.268016456058378,0.24423796095425404,0.20309323941075408,1.6482970747926964,1.8060342657383837,41.16775714941552,47.46687197086078,2025-10-18T18:00:14.295245
20,0,28,SEM_20_0_28_26,15.278116391570878,7.667188062597194,0.21156801871145672,0.19732858017835564,1.6518163799519556,1.7066117319322527,41.35658295622323,52.450461157459316,2025-10-18T18:00:14.295252
20,0,28,SEM_20_0_28_27,15.377145306402348,10.857396816314107,0.26131553642868854,0.20266848108707053,1.7764857727191656,1.6686504896307564,42.63955407924373,50.089297569660786,2025-10-18T18:00:14.295259
20,0,28,SEM_20_0_28_28,11.53605055096352,11.629593550429261,0.24333209443010884,0.21218653775570545,1.7063689668385293,1.8992990140157944,39.26143706124942,49.64746033729036,2025-10-18T18:00:14.295266
20,0,28,SEM_20_0_28_29,12.920299862858087,12.634073636756892,0.27454175669365083,0.22768729597467546,1.6157460044260823,1.9770282454467278,42.18401485594529,54.678301953902476,2025-10-18T18:00:14.295272
20,0,28,SEM_20_0_28_30,13.472790232126046,9.162493991941025,0.2531787865186275,0.19242853219957634,1.6793923238522932,1.7720085846881246,36.012290323925164,50.03332902166994,2025-10-18T18:00:14.295280
20,0,56,SEM_20_0_56_1,12.967664311912433,10.62304077088339,0.25009431992112613,0.20999553754821687,1.539646332300996,1.957825815536048,40.48288913790442,51.188977232986325,2025-10-18T18:00:14.295291
20,0,56,SEM_20_0_56_2,14.0874099747275,6.376249261653904,0.243111093051016,0.20796970867638195,1.6242382448118227,1.7587750767941195,38.06464739771182,49.75016062305808,2025-10-18T18:00:14.295302
20,0,56,SEM_20_0_56_3,12.97716608220553,9.526246886331611,0.231307886190876,0.22869612909143794,1.4674542024914503,1.8790248070391007,37.30049594608421,50.18413582805104,2025-10-18T18:00:14.295314
20,0,56,SEM_20_0_56_4,13.024317730666347,9.150939676822913,0.27274517473681303,0.1943934640649382,1.650942373645075,1.9240798548091824,40.98034939472961,50.31824036097502,2025-10-18T18:00:14.295321
20,0,56,SEM_20_0_56_5,11.62882492271952,9.404072389873173,0.2787133061253856,0.19540769523088536,1.667712291778735,1.6843546906282116,39.1126981553871,51.18742074545782,2025-10-18T18:00:14.295328
20,0,56,SEM_20_0_56_6,15.538704748222523,8.655368806872328,0.24974619105852833,0.20174308550136083,1.755954330194935,1.9637279269159205,42.077109783197095,51.02646429360528,2025-10-18T18:00:14.295334
20,0,56,SEM_20_0_56_7,14.27138135575409,7.072758335349894,0.2764973440160475,0.22117684335851395,1.747319409253775,1.7509499130838808,39.3022853839277,44.20122018173305,2025-10-18T18:00:14.295346
20,0,56,SEM_20_0_56_8,9.922301553652952,7.025837554545626,0.27681513638089383,0.20518540204832766,1.5830325714515476,1.7925679328853292,42.266550303850224,47.59542108278246,2025-10-18T18:00:14.295353
20,0,56,SEM_20_0_56_9,14.176090453787468,7.470045571656891,0.24345623888191356,0.21332084884055036,1.6812258537455953,1.7116295501202607,35.54319341199253,52.04960431207209,2025-10-18T18:00:14.295360
20,0,56,SEM_20_0_56_10,14.5455474645471,10.752500633032293,0.2730297215293451,0.253176193380572,1.5367575939767226,1.7911107290074757,38.16640585250829,50.25897268722989,2025-10-18T18:00:14.295367
20,0,56,SEM_20_0_56_11,13.853774905051267,8.491113835433953,0.24257927945310875,0.20475773998481317,1.6448010281875016,1.9191197514915024,49.35517883039553,49.14390383849981,2025-10-18T18:00:14.295374
20,0,56,SEM_20_0_56_12,14.790779483065306,9.563373725158922,0.23577093984197967,0.2190180441253454,1.586576966132685,1.768472594940077,45.275766995492496,52.739234759352094,2025-10-18T18:00:14.295380
20,0,56,SEM_20_0_56_13,14.784118402347989,10.496869466834905,0.28316636424838926,0.2248490052438371,1.6300509136237853,1.7553948942953108,41.73537225881974,52.46885577374061,2025-10-18T18:00:14.295392
20,0,56,SEM_20_0_56_14,16.356718627705852,9.709791602208584,0.28049338898296894,0.2057637050201011,1.6767717924086398,1.892385872056333,37.8143643195028,47.52235162792712,2025-10-18T18:00:14.295399
20,0,56,SEM_20_0_56_15,14.979213808840548,11.004890507575135,0.2392909955426729,0.22716155044973674,1.6711789411014546,1.8200597127471239,37.742141252370025,53.47986576024519,2025-10-18T18:00:14.295406
20,0,56,SEM_20_0_56_16,14.602227555806355,10.87676655460644,0.24833242563710736,0.2300960928412115,1.5414355778781135,1.9122071980506052,40.85287696944536,51.437271692706986,2025-10-18T18:00:14.295413
20,0,56,SEM_20_0_56_17,16.49003603031359,6.758909841926224,0.2678032787304941,0.1987234634680728,1.9011482233501371,1.8377177548970154,37.02853462136654,50.5511141943431,2025-10-18T18:00:14.295419
20,0,56,SEM_20_0_56_18,12.507301238689482,8.407433172374759,0.24948753619620875,0.20556543626182036,1.4673346686898885,1.6899947275214722,40.798538477149734,45.96549748604384,2025-10-18T18:00:14.295431
20,0,56,SEM_20_0_56_19,12.426908280606922,8.537752456574625,0.2650171320228245,0.18383223092428064,1.8276854759107246,1.7965433084067555,42.637337225191864,52.32263784984906,2025-10-18T18:00:14.295438
20,0,56,SEM_20_0_56_20,15.896586321552494,7.81186081988297,0.27564192935275234,0.22544183000958787,1.6901757911914725,1.8120360321193525,38.77460233304297,53.188272110312354,2025-10-18T18:00:14.295445
20,0,56,SEM_20_0_56_21,11.103525232615546,10.99305382119991,0.22585494110919693,0.21285738777885785,1.6560513225182572,1.8934647810964242,37.513121132120915,49.84446265280589,2025-10-18T18:00:14.295452
20,0,56,SEM_20_0_56_22,14.17565748051255,10.566363440547413,0.28545424328211166,0.2057961552012354,1.7878589112661591,1.8532732579362123,36.16931040379994,48.37013860807167,2025-10-18T18:00:14.295458
20,0,56,SEM_20_0_56_23,18.03330582689636,10.710015723918673,0.255725723551008,0.19530522241155332,1.7805201354690885,1.9505524859829495,35.584979104348704,46.8076462540115,2025-10-18T18:00:14.295470
20,0,56,SEM_20_0_56_24,14.923020126424225,12.381724724447908,0.2575489503043536,0.20831169165887836,1.489724983638916,1.7291831173113725,34.062976157083504,52.1647745830093,2025-10-18T18:00:14.295477
20,0,56,SEM_20_0_56_25,14.62019757347327,8.189056994324002,0.25144541806657256,0.1860486744713655,1.4818477503084766,1.7944179240176685,38.06849468248519,48.33889826121488,2025-10-18T18:00:14.295484
20,0,56,SEM_20_0_56_26,12.869460517281102,6.0792279992813985,0.2949139445557146,0.20060637495655995,1.5385639099878266,1.7321819974272645,37.25554816425845,47.893667400518694,2025-10-18T18:00:14.295490
20,0,56,SEM_20_0_56_27,14.209226227613154,9.717080718051866,0.26748791675168676,0.23060600105504075,1.533153399495604,1.7932733084826753,43.206020015723986,51.028870912288816,2025-10-18T18:00:14.295497
20,0,56,SEM_20_0_56_28,14.315507699394965,8.02788697293772,0.2532229182122535,0.21930209598419317,1.5593825772477856,1.802450233892811,41.09703180211308,48.094982102374246,2025-10-18T18:00:14.295505
20,0,56,SEM_20_0_56_29,18.595901017132256,10.849297661410066,0.2333174438009998,0.22207586823695233,1.6663851127072271,1.8252911760534742,36.286028828660605,47.508560004520575,2025-10-18T18:00:14.295511
20,0,56,SEM_20_0_56_30,11.776989604604223,10.398442182456577,0.2784115034268098,0.19374813474920757,1.7541460886431406,1.6853656715997467,39.32227084997512,48.39118689228059,2025-10-18T18:00:14.295519
20,0,90,SEM_20_0_90_1,14.576535573176889,6.305648702457331,0.23798310640245002,0.2004866003875411,1.817764264032607,1.8030840798242072,38.14882229211071,47.05843073060511,2025-10-18T18:00:14.295528
20,0,90,SEM_20_0_90_2,14.056870503603593,8.705252333285657,0.23966631168414843,0.18750616641899812,1.654258975991637,1.7826746313329125,44.906106216903424,49.48600575455981,2025-10-18T18:00:14.295535
20,0,90,SEM_20_0_90_3,13.350679165249652,8.726492343451513,0.27567419982664365,0.21025228615043323,1.5701725116945067,1.743722741990794,39.42171838315004,44.68486054248016,2025-10-18T18:00:14.295546
20,0,90,SEM_20_0_90_4,14.620975896237331,8.12814299435341,0.28826147643631245,0.2197173550989692,1.714655053212287,1.7297548182109928,40.276909604444334,53.26777165505647,2025-10-18T18:00:14.295558
20,0,90,SEM_20_0_90_5,15.43312608387736,10.901958354477305,0.2617276612249323,0.19526634050114489,1.5944138282386993,1.856910445036931,39.26807427287993,49.50584533241176,2025-10-18T18:00:14.295565
20,0,90,SEM_20_0_90_6,9.870863584187465,7.930383708731831,0.28144364488408996,0.20632875656124752,1.760840989782022,1.7804195469695394,34.22198168348016,44.52991632425165,2025-10-18T18:00:14.295572
20,0,90,SEM_20_0_90_7,17.667218406446377,8.958051178001577,0.2399651656352738,0.18812724189227123,1.676028811990954,1.6301756277518877,34.98383554014928,47.945247994816484,2025-10-18T18:00:14.295578
20,0,90,SEM_20_0_90_8,13.801041631080272,8.459544725722843,0.2604319391910961,0.20240014465312994,1.6763434343278705,1.7484343517429968,38.09748590776606,45.72612282046826,2025-10-18T18:00:14.295585
20,0,90,SEM_20_0_90_9,12.345256699350458,8.5586604098067,0.2651318532435834,0.1982185379564636,1.647134354640583,1.8194700553180352,43.54377389339592,47.142732450497626,2025-10-18T18:00:14.295591
20,0,90,SEM_20_0_90_10,12.369983427549824,6.567197734696166,0.2591595271782459,0.2014569774832229,1.703925737888221,1.7892755693220428,36.729616684270404,51.38110289110851,2025-10-18T18:00:14.295598
20,0,90,SEM_20_0_90_11,15.466677999639877,8.358395855547819,0.24432120423628126,0.20056467500910444,1.675577338417802,1.8857475091783877,44.867865722512,51.93189236970293,2025-10-18T18:00:14.295605
20,0,90,SEM_20_0_90_12,11.98882649924282,8.041900285235451,0.2619161861221447,0.2100721182880089,1.8629292166959313,1.7397334244771032,41.4224753627666,51.73979316274671,2025-10-18T18:00:14.295612
20,0,90,SEM_20_0_90_13,14.576153700791329,8.668400393007852,0.26247830759584134,0.21217112385694784,1.7319575151872815,1.8861661211148735,41.90637890392034,50.02705474571315,2025-10-18T18:00:14.295623
20,0,90,SEM_20_0_90_14,14.369585543831716,9.560296800204865,0.2618822478207794,0.2085188147880199,1.6121173903324846,1.7532666738946006,46.079268275052584,51.92806453287453,2025-10-18T18:00:14.295630
20,0,90,SEM_20_0_90_15,10.066641627924772,6.473127236902791,0.2722088568848989,0.2145581836452974,1.6112672417563665,1.7162033467681996,37.50032710999196,49.222331848054566,2025-10-18T18:00:14.295637
20,0,90,SEM_20_0_90_16,11.091783570373408,9.252438858607729,0.2433555915115954,0.19146546221786837,1.7714153442157405,1.7495365847337527,45.95509483462771,54.35902106894484,2025-10-18T18:00:14.295643
20,0,90,SEM_20_0_90_17,12.906325353789198,10.672328846453516,0.24659340349084255,0.21584038146806217,1.5917481592523204,1.8871378343028733,39.472152218841195,46.31101206224553,2025-10-18T18:00:14.295650
20,0,90,SEM_20_0_90_18,12.847427436091332,8.432186518232502,0.27496189418681527,0.2140778064784616,1.5813624485441964,1.7575162178363843,38.82471363950563,47.68040547286893,2025-10-18T18:00:14.295657
20,0,90,SEM_20_0_90_19,13.305989062702132,11.465637334955112,0.2423809768256844,0.18901602635473538,1.5945769488130774,1.776795689944545,41.63233421067753,50.33383166697388,2025-10-18T18:00:14.295664
20,0,90,SEM_20_0_90_20,20.367171870541284,5.355979434304186,0.24414380698770013,0.1982129628253599,1.6600763363905289,1.890186925842501,40.04828318462745,51.066785712916776,2025-10-18T18:00:14.295676
20,0,90,SEM_20_0_90_21,11.077708274991183,7.284922296444067,0.23986652894202154,0.2045560957881946,1.6040342357283168,1.6444305364524272,34.22270714467868,55.551663293389204,2025-10-18T18:00:14.295683
20,0,90,SEM_20_0_90_22,14.698754730415981,10.773740857589928,0.28222285986066575,0.20041966148646873,1.7331901444752535,1.810977754063115,38.545964622278674,49.21071588880617,2025-10-18T18:00:14.295690
20,0,90,SEM_20_0_90_23,11.694668889214386,8.454361959914047,0.26073991645831235,0.21577749159774517,1.6274472068439136,1.826259740009096,33.580989578129184,52.41955415376491,2025-10-18T18:00:14.295701
20,0,90,SEM_20_0_90_24,13.777359412441433,8.330511952044224,0.2674816065013823,0.1762691840517172,1.8622156633902576,1.8316643995385296,42.74761358973204,48.37902087817482,2025-10-18T18:00:14.295708
20,0,90,SEM_20_0_90_25,14.647595720704201,6.085383371564862,0.24182664412037985,0.19122020491236458,1.8246415400083023,1.8896933219897043,40.46020950662728,53.54964028746335,2025-10-18T18:00:14.295715
20,0,90,SEM_20_0_90_26,12.032182522769427,11.981170255954726,0.20880819377117657,0.23473467737431847,1.72408401005642,1.750352886454064,40.672664630461725,49.85066694010169,2025-10-18T18:00:14.295721
20,0,90,SEM_20_0_90_27,10.943407506446034,9.626391545441068,0.26311426692919354,0.22847756633524263,1.7621184888440982,1.8108456197682228,44.18136348659924,50.12989400771711,2025-10-18T18:00:14.295728
20,0,90,SEM_20_0_90_28,12.27949879955013,9.973138495542784,0.26873068880386597,0.2079524774306209,1.5246158191504333,1.9956839876391226,34.22525990036731,48.21694815460918,2025-10-18T18:00:14.295740
20,0,90,SEM_20_0_90_29,13.790408805016387,10.173582435525574,0.23092939917037467,0.20694863871369087,1.3790083757894975,1.6219685427392765,36.66497307745848,51.47464240094524,2025-10-18T18:00:14.295747
20,0,90,SEM_20_0_90_30,14.283663880241313,10.098411704500252,0.25211255947807093,0.20847304821051676,1.8093476357261573,1.9580559287341308,42.13386905804206,49.40361599664517,2025-10-18T18:00:14.295754
20,5,28,SEM_20_5_28_1,28.92623128209666,10.241588078021486,0.3092657313441542,0.20742391367480542,1.7431942858001452,1.6694811190304777,34.77154614214025,44.644799678780636,2025-10-18T18:00:14.295763
20,5,28,SEM_20_5_28_2,24.990424229350293,14.748663050697942,0.29454820179685615,0.23486010592503515,1.5866366815561772,1.6674725346205066,35.986903992094945,54.30925018110967,2025-10-18T18:00:14.295770
20,5,28,SEM_20_5_28_3,27.81679417302017,11.987101879805088,0.31705731372311546,0.20193696923049295,1.60872564025693,1.5943966735277497,38.816369188811386,48.758314257226985,2025-10-18T18:00:14.295787
20,5,28,SEM_20_5_28_4,28.3455737595045,15.066664480475172,0.3404386179066208,0.20970988481104214,1.6001605469134361,1.7654041596601477,37.403403769029225,47.605143188990326,2025-10-18T18:00:14.295794
20,5,28,SEM_20_5_28_5,26.477475881515335,10.529384077640575,0.32532584165687084,0.21482229548388448,1.6991802007963865,1.877085152441842,41.234756827812404,49.70348261447568,2025-10-18T18:00:14.295801
20,5,28,SEM_20_5_28_6,27.43336388057084,14.20986982476088,0.33512095759852617,0.24974062951026438,1.5977658376771462,1.7141548690151267,35.78273396491199,51.06582952136665,2025-10-18T18:00:14.295812
20,5,28,SEM_20_5_28_7,26.815205206023588,11.892893671146398,0.3370160926531643,0.23816546209703482,1.7912641482196117,1.813061984885856,34.04686337635679,46.00361540731204,2025-10-18T18:00:14.295820
20,5,28,SEM_20_5_28_8,26.928038747322763,13.16835385970963,0.3100100744224706,0.25446539480529806,1.5269318017410685,1.7446303026262684,32.78425258844541,49.00414360115261,2025-10-18T18:00:14.295826
20,5,28,SEM_20_5_28_9,25.892184647167657,13.005002695540307,0.3265894451798912,0.24370936061788032,1.7388388014866405,1.5930662323725133,35.24775898054596,48.49672081875837,2025-10-18T18:00:14.295833
20,5,28,SEM_20_5_28_10,26.495815723176676,12.51990516192365,0.34197738119624765,0.22587969383467105,1.7690710462793768,1.7765091168241054,36.74279630507416,46.82544922253048,2025-10-18T18:00:14.295840
20,5,28,SEM_20_5_28_11,27.218351628141228,10.716819225212811,0.2796370389103733,0.22782813795123114,1.587608636988536,1.8268217086800138,32.744651692000886,47.567148182892005,2025-10-18T18:00:14.295847
20,5,28,SEM_20_5_28_12,23.485991978599955,10.29895763652387,0.2969022449807816,0.25175523853969567,1.5401463820385022,1.8012750214608204,39.9265735025664,49.97674042323389,2025-10-18T18:00:14.295853
20,5,28,SEM_20_5_28_13,27.037273586033088,12.396886126648726,0.28191945446367084,0.2193666797051197,1.683370102663093,1.6549717201441332,41.02311608960579,46.50921056407855,2025-10-18T18:00:14.295865
20,5,28,SEM_20_5_28_14,26.91866071310475,11.724435285859345,0.3396600615337662,0.24867261692754683,1.5893044992594012,1.6427113064518757,34.71137059243882,50.32824300251112,2025-10-18T18:00:14.295872
20,5,28,SEM_20_5_28_15,26.991339239434126,12.872331782470036,0.3003449692298904,0.23304969541038537,1.6140834344766681,1.6890873276182043,42.02458837561792,46.771833834511426,2025-10-18T18:00:14.295879
20,5,28,SEM_20_5_28_16,27.16605833679254,11.41881412149898,0.28317793768659966,0.22620162436775856,1.7458421133332143,1.7638119604295375,39.7772861958064,48.327278022346434,2025-10-18T18:00:14.295885
20,5,28,SEM_20_5_28_17,26.596627483932934,11.795447529078801,0.2781240702491619,0.21119582201727014,1.6201332178914178,1.8274823236274815,35.8855363283767,48.55349240865935,2025-10-18T18:00:14.295892
20,5,28,SEM_20_5_28_18,26.357828301034555,14.571297856882325,0.33022571175700377,0.23406889393457092,1.5467930646661734,1.7223683372175151,36.655476884434236,47.455111663521514,2025-10-18T18:00:14.295899
20,5,28,SEM_20_5_28_19,32.10510083385482,10.100717570952446,0.3102142113308937,0.24871694711035333,1.6731624638765983,1.7956560705080933,34.96330798883711,48.37151404234159,2025-10-18T18:00:14.295906
20,5,28,SEM_20_5_28_20,26.994459336327125,14.185757281792062,0.31043858172289635,0.24081289292610455,1.6992858264979234,1.7712755809672933,33.8485178115289,48.13641170939637,2025-10-18T18:00:14.295912
20,5,28,SEM_20_5_28_21,33.711189584804686,13.85488592353181,0.3440072948788003,0.2360365010415092,1.5568347492603758,1.6369452111582106,37.52606174118897,48.479902051046,2025-10-18T18:00:14.295919
20,5,28,SEM_20_5_28_22,28.36168972775872,13.056689958135538,0.3312122633247083,0.23566957538405384,1.4673513898645376,1.7575750373289671,35.23964138938653,49.03174460337337,2025-10-18T18:00:14.295931
20,5,28,SEM_20_5_28_23,29.16051012638645,13.971426658224562,0.30719165517599056,0.2112486778669989,1.5360309176233644,1.703860822911361,36.39028648127767,50.23719583083282,2025-10-18T18:00:14.295943
20,5,28,SEM_20_5_28_24,28.713220262396675,13.864858220333213,0.3264135985202157,0.23106134214701893,1.603017460932334,1.7097960515002877,37.11131951575257,51.50418645661534,2025-10-18T18:00:14.295950
20,5,28,SEM_20_5_28_25,27.871163388925584,14.875544483513925,0.2670731628240632,0.24213833542701302,1.4860972564193575,1.6644126498187968,38.28915931590315,43.350669126526164,2025-10-18T18:00:14.295956
20,5,28,SEM_20_5_28_26,27.72082864002655,12.91318880044197,0.3227149367623433,0.2254598755479112,1.7291184666737403,1.8030050950342364,38.88498447691679,48.16580817131972,2025-10-18T18:00:14.295963
20,5,28,SEM_20_5_28_27,24.406330432376723,12.715656884915546,0.31078923769833156,0.21497090612550215,1.687796460727381,1.7510415360210516,42.51666389399542,46.69614675638854,2025-10-18T18:00:14.295969
20,5,28,SEM_20_5_28_28,31.3195968856629,13.595887176578485,0.3119468622739284,0.22428618343058415,1.7020433219436728,1.9241448804489611,33.89111452486815,48.46058634185806,2025-10-18T18:00:14.295976
20,5,28,SEM_20_5_28_29,24.400604095117025,10.83848401628449,0.3175494663313902,0.2265834612830758,1.5723792629160347,1.5432303172860926,36.442879280256975,49.904952643038825,2025-10-18T18:00:14.295983
20,5,28,SEM_20_5_28_30,27.93272188184383,13.567109834891886,0.33503445000585425,0.22314925676618155,1.6141927658119843,1.752457307307032,36.861658025322335,49.2915433504464,2025-10-18T18:00:14.295989
20,5,56,SEM_20_5_56_1,21.70789367258813,11.21781983990465,0.2973002023193757,0.24094800726554771,1.5247657451166823,1.7210328337050775,36.93530706606933,47.0588489299741,2025-10-18T18:00:14.295999
20,5,56,SEM_20_5_56_2,26.108927997623706,12.730427256122182,0.28515041358609583,0.22108434529474236,1.5946064685999006,1.6888725437309717,34.1481401919514,47.78141657062965,2025-10-18T18:00:14.296007
20,5,56,SEM_20_5_56_3,23.788429464434696,12.182757478543644,0.3165825989789641,0.24966114659109837,1.6844241464573688,1.7868040621898258,34.97973704921352,49.574866509789786,2025-10-18T18:00:14.296018
20,5,56,SEM_20_5_56_4,24.191205160411787,11.015202779348831,0.319205297679464,0.20702663486200387,1.6729589367985327,1.7014129117895531,38.14597226562919,46.66178263255109,2025-10-18T18:00:14.296029
20,5,56,SEM_20_5_56_5,27.88048763254178,15.95599067335144,0.3210306450024652,0.2299683454007519,1.7097364512312934,1.7351372376676608,40.606170649602106,44.35551357792132,2025-10-18T18:00:14.296038
20,5,56,SEM_20_5_56_6,25.53976387408198,10.82415162932801,0.28048594671032767,0.2310499800676923,1.7695184883040453,1.671728729905685,34.260296657314946,48.46393078793367,2025-10-18T18:00:14.296044
20,5,56,SEM_20_5_56_7,25.746367807151625,10.82446817780935,0.32276466773565116,0.2485650954177466,1.5871679644514611,1.6627383593405627,34.70473615905266,45.86447276160692,2025-10-18T18:00:14.296051
20,5,56,SEM_20_5_56_8,27.712280758908847,12.153047210391692,0.33791083201256966,0.2170044232516689,1.7084299863525256,1.7942737751580706,27.118230987808808,47.1063660760935,2025-10-18T18:00:14.296062
20,5,56,SEM_20_5_56_9,26.274371576524672,12.682505123324963,0.29933005971089516,0.24561478049847169,1.6135777829399114,1.682379672272111,36.58687277219224,49.3727763754202,2025-10-18T18:00:14.296069
20,5,56,SEM_20_5_56_10,23.48826468519809,11.594656223978966,0.30340473994629685,0.2124372947140034,1.6055441633602516,1.8381110028388175,34.47127548794249,45.77890283205406,2025-10-18T18:00:14.296077
20,5,56,SEM_20_5_56_11,27.824121481434766,8.492361815369692,0.3110763035663417,0.2726307441774739,1.696631672371887,1.8475875594269766,37.29836433509642,48.40743146432116,2025-10-18T18:00:14.296083
20,5,56,SEM_20_5_56_12,23.464584382305006,10.942162241584942,0.3037677519266146,0.23061354580938695,1.6037289812741153,1.855324303950314,38.273649037029244,48.67426470026263,2025-10-18T18:00:14.296090
20,5,56,SEM_20_5_56_13,27.308087575067688,11.435854015728443,0.31348771394195263,0.23265885979473627,1.7859271408653825,1.676169258491725,37.009588600914796,51.75790152048257,2025-10-18T18:00:14.296102
20,5,56,SEM_20_5_56_14,27.265884690977394,13.990403927624172,0.2852141355577786,0.23961125774612357,1.6786708862944921,1.6781483161144422,35.74201924766549,50.36118981585525,2025-10-18T18:00:14.296109
