temperature,rubber_content,specimen_type,csh_fibril_length_nm,csh_fibril_diameter_nm,csh_packing_density,ch_crystal_size_um,gel_porosity,capillary_porosity,total_porosity,degree_of_hydration,ettringite_content,specific_surface_area_m2_g,gel_pore_size_nm,capillary_pore_size_nm,macropore_size_um,paste_density_g_cm3,specimen_id,imaging_technique,resolution_nm,analysis_software
400,20,heated,124.0,3.38,0.46,7.0,0.35600000000000004,0.254,0.6100000000000001,0.72,0.0,18.8,2.036933559928638,36.92680885101179,1.5324278116773213,1.973,PM_20_400_heated,BSE-SEM,5,ImageJ-FIJI
400,25,control,124.0,3.38,0.46,7.5,0.35600000000000004,0.259,0.615,0.72,0.0,18.8,2.475948189838633,70.4898458645201,1.7555303019244213,1.9705000000000001,PM_25_400_control,BSE-SEM,5,ImageJ-FIJI
400,25,heated,124.0,3.38,0.46,7.5,0.35600000000000004,0.259,0.615,0.72,0.0,18.8,1.9231115442064597,20.610701671496148,1.2855294539386626,1.9705000000000001,PM_25_400_heated,BSE-SEM,5,ImageJ-FIJI
500,0,control,100.0,3.48,0.41000000000000003,2.5,0.376,0.264,0.64,0.72,0.0,19.8,1.1838831356484936,56.71256805089055,0.7132891809396698,1.968,PM_0_500_control,BSE-SEM,5,ImageJ-FIJI
500,0,heated,100.0,3.48,0.41000000000000003,2.5,0.376,0.264,0.64,0.72,0.0,19.8,1.7808507037812074,30.528309949461878,1.4628908714107023,1.968,PM_0_500_heated,BSE-SEM,5,ImageJ-FIJI
500,5,control,100.0,3.48,0.41000000000000003,2.75,0.376,0.269,0.645,0.72,0.0,19.8,3.154042279175287,35.690422966834525,0.8246724815785536,1.9655,PM_5_500_control,BSE-SEM,5,ImageJ-FIJI
500,5,heated,100.0,3.48,0.41000000000000003,2.75,0.376,0.269,0.645,0.72,0.0,19.8,2.2606023800709245,41.73814163337194,0.7754055099660021,1.9655,PM_5_500_heated,BSE-SEM,5,ImageJ-FIJI
500,10,control,100.0,3.48,0.41000000000000003,3.0,0.376,0.274,0.65,0.72,0.0,19.8,1.7880969555050863,111.27767069203638,1.442120348087252,1.963,PM_10_500_control,BSE-SEM,5,ImageJ-FIJI
500,10,heated,100.0,3.48,0.41000000000000003,3.0,0.376,0.274,0.65,0.72,0.0,19.8,3.6018319187820422,27.34311781313501,0.8320424852287833,1.963,PM_10_500_heated,BSE-SEM,5,ImageJ-FIJI
500,15,control,100.0,3.48,0.41000000000000003,3.25,0.376,0.279,0.655,0.72,0.0,19.8,3.087848326445977,59.31786355522559,0.7829553151189328,1.9605000000000001,PM_15_500_control,BSE-SEM,5,ImageJ-FIJI
500,15,heated,100.0,3.48,0.41000000000000003,3.25,0.376,0.279,0.655,0.72,0.0,19.8,1.9146564423142705,41.07434242339908,1.041769383285067,1.9605000000000001,PM_15_500_heated,BSE-SEM,5,ImageJ-FIJI
500,20,control,100.0,3.48,0.41000000000000003,3.5,0.376,0.28400000000000003,0.66,0.72,0.0,19.8,3.03132784135033,58.63233353011923,0.951577460116984,1.9580000000000002,PM_20_500_control,BSE-SEM,5,ImageJ-FIJI
500,20,heated,100.0,3.48,0.41000000000000003,3.5,0.376,0.28400000000000003,0.66,0.72,0.0,19.8,1.9808178086959776,31.203234739442767,1.9616956968023247,1.9580000000000002,PM_20_500_heated,BSE-SEM,5,ImageJ-FIJI
500,25,control,100.0,3.48,0.41000000000000003,3.75,0.376,0.28900000000000003,0.665,0.72,0.0,19.8,3.817797505715489,74.49265451637768,1.277046118198073,1.9555,PM_25_500_control,BSE-SEM,5,ImageJ-FIJI
500,25,heated,100.0,3.48,0.41000000000000003,3.75,0.376,0.28900000000000003,0.665,0.72,0.0,19.8,2.482301689496634,40.33952279567141,1.3942198735755258,1.9555,PM_25_500_heated,BSE-SEM,5,ImageJ-FIJI
600,0,control,100.0,3.58,0.35,0.5,0.396,0.294,0.69,0.72,0.0,20.8,1.6996716435015435,62.708355183655186,0.936698993269951,1.953,PM_0_600_control,BSE-SEM,5,ImageJ-FIJI
600,0,heated,100.0,3.58,0.35,0.5,0.396,0.294,0.69,0.72,0.0,20.8,3.1735182083730304,46.62327944484057,1.0262202819888122,1.953,PM_0_600_heated,BSE-SEM,5,ImageJ-FIJI
600,5,control,100.0,3.58,0.35,0.5,0.396,0.299,0.6950000000000001,0.72,0.0,20.8,1.4895136161531377,48.39529275876464,0.944713087824393,1.9505000000000001,PM_5_600_control,BSE-SEM,5,ImageJ-FIJI
600,5,heated,100.0,3.58,0.35,0.5,0.396,0.299,0.6950000000000001,0.72,0.0,20.8,3.0877942341751825,33.45143437619421,0.9556831059011692,1.9505000000000001,PM_5_600_heated,BSE-SEM,5,ImageJ-FIJI
600,10,control,100.0,3.58,0.35,0.5,0.396,0.304,0.7,0.72,0.0,20.8,2.732507374829244,37.310719976794935,1.269915615990713,1.9480000000000002,PM_10_600_control,BSE-SEM,5,ImageJ-FIJI
600,10,heated,100.0,3.58,0.35,0.5,0.396,0.304,0.7,0.72,0.0,20.8,1.6383157658317462,32.477899898385,0.7591574803214739,1.9480000000000002,PM_10_600_heated,BSE-SEM,5,ImageJ-FIJI
600,15,control,100.0,3.58,0.35,0.5,0.396,0.309,0.7050000000000001,0.72,0.0,20.8,2.4238107952482886,35.56913184794493,0.9001526094567833,1.9455,PM_15_600_control,BSE-SEM,5,ImageJ-FIJI
600,15,heated,100.0,3.58,0.35,0.5,0.396,0.309,0.7050000000000001,0.72,0.0,20.8,2.1447681939880767,78.74159680958284,0.8164099860268262,1.9455,PM_15_600_heated,BSE-SEM,5,ImageJ-FIJI
600,20,control,100.0,3.58,0.35,0.5,0.396,0.314,0.71,0.72,0.0,20.8,4.837848089779246,32.391542557871176,0.865117134962126,1.943,PM_20_600_control,BSE-SEM,5,ImageJ-FIJI
600,20,heated,100.0,3.58,0.35,0.5,0.396,0.314,0.71,0.72,0.0,20.8,1.9396852192319725,30.586310144174643,1.8265750520395005,1.943,PM_20_600_heated,BSE-SEM,5,ImageJ-FIJI
600,25,control,100.0,3.58,0.35,0.5,0.396,0.319,0.7150000000000001,0.72,0.0,20.8,2.8896245686991016,72.25478738212009,1.9813315841335786,1.9405000000000001,PM_25_600_control,BSE-SEM,5,ImageJ-FIJI
600,25,heated,100.0,3.58,0.35,0.5,0.396,0.319,0.7150000000000001,0.72,0.0,20.8,3.2217098248504996,102.37388994456045,0.9822520272419325,1.9405000000000001,PM_25_600_heated,BSE-SEM,5,ImageJ-FIJI
700,0,control,100.0,3.68,0.35,0.5,0.41600000000000004,0.32399999999999995,0.74,0.72,0.0,21.8,2.9595362966131695,40.79600465787152,0.9275592908430116,1.9380000000000002,PM_0_700_control,BSE-SEM,5,ImageJ-FIJI
700,0,heated,100.0,3.68,0.35,0.5,0.41600000000000004,0.32399999999999995,0.74,0.72,0.0,21.8,2.0776526837993146,49.49119770266871,0.8058016377908898,1.9380000000000002,PM_0_700_heated,BSE-SEM,5,ImageJ-FIJI
700,5,control,100.0,3.68,0.35,0.5,0.41600000000000004,0.32899999999999996,0.745,0.72,0.0,21.8,1.7422937250553403,55.907944203097756,1.036582996571935,1.9355000000000002,PM_5_700_control,BSE-SEM,5,ImageJ-FIJI
700,5,heated,100.0,3.68,0.35,0.5,0.41600000000000004,0.32899999999999996,0.745,0.72,0.0,21.8,2.3533912548771245,44.35864909937776,0.5469442840438834,1.9355000000000002,PM_5_700_heated,BSE-SEM,5,ImageJ-FIJI
700,10,control,100.0,3.68,0.35,0.5,0.41600000000000004,0.33399999999999996,0.75,0.72,0.0,21.8,1.5920488335069916,36.17272393839964,0.8681925232200713,1.933,PM_10_700_control,BSE-SEM,5,ImageJ-FIJI
700,10,heated,100.0,3.68,0.35,0.5,0.41600000000000004,0.33399999999999996,0.75,0.72,0.0,21.8,2.526060797075201,74.63364629467983,1.217650402541814,1.933,PM_10_700_heated,BSE-SEM,5,ImageJ-FIJI
700,15,control,100.0,3.68,0.35,0.5,0.41600000000000004,0.33899999999999997,0.755,0.72,0.0,21.8,2.1570557733056477,52.74573883920628,1.3990234946984565,1.9305,PM_15_700_control,BSE-SEM,5,ImageJ-FIJI
700,15,heated,100.0,3.68,0.35,0.5,0.41600000000000004,0.33899999999999997,0.755,0.72,0.0,21.8,3.3476740731133265,59.48457094376348,0.8241030298243394,1.9305,PM_15_700_heated,BSE-SEM,5,ImageJ-FIJI
700,20,control,100.0,3.68,0.35,0.5,0.41600000000000004,0.344,0.76,0.72,0.0,21.8,2.607237276593,55.70501522519722,1.9624015701493327,1.9280000000000002,PM_20_700_control,BSE-SEM,5,ImageJ-FIJI
700,20,heated,100.0,3.68,0.35,0.5,0.41600000000000004,0.344,0.76,0.72,0.0,21.8,2.4664936221455678,67.18291661773638,1.148809998305529,1.9280000000000002,PM_20_700_heated,BSE-SEM,5,ImageJ-FIJI
700,25,control,100.0,3.68,0.35,0.5,0.41600000000000004,0.349,0.765,0.72,0.0,21.8,2.6022690107941933,50.50181978277365,0.8352563426824865,1.9255,PM_25_700_control,BSE-SEM,5,ImageJ-FIJI
700,25,heated,100.0,3.68,0.35,0.5,0.41600000000000004,0.349,0.765,0.72,0.0,21.8,1.4795602390875662,35.93814543282076,0.9953265851417367,1.9255,PM_25_700_heated,BSE-SEM,5,ImageJ-FIJI
800,0,control,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.354,0.79,0.72,0.0,22.8,1.5714044494475132,151.76339369381947,0.6674502873573002,1.923,PM_0_800_control,BSE-SEM,5,ImageJ-FIJI
800,0,heated,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.354,0.79,0.72,0.0,22.8,2.4413071889510825,41.784190407864365,1.3843698065423373,1.923,PM_0_800_heated,BSE-SEM,5,ImageJ-FIJI
800,5,control,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.359,0.795,0.72,0.0,22.8,3.310453721356471,26.588482100940414,0.9435801397813082,1.9205,PM_5_800_control,BSE-SEM,5,ImageJ-FIJI
800,5,heated,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.359,0.795,0.72,0.0,22.8,2.381596635269317,37.113814172576845,1.7128819166934424,1.9205,PM_5_800_heated,BSE-SEM,5,ImageJ-FIJI
800,10,control,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.364,0.8,0.72,0.0,22.8,2.8042279247999016,28.648331237725202,0.9911932486803909,1.9180000000000001,PM_10_800_control,BSE-SEM,5,ImageJ-FIJI
800,10,heated,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.364,0.8,0.72,0.0,22.8,2.240497691063411,32.69524031788309,0.6903595850527824,1.9180000000000001,PM_10_800_heated,BSE-SEM,5,ImageJ-FIJI
800,15,control,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.369,0.805,0.72,0.0,22.8,1.8014677563216055,51.47476298905774,0.9068116210619075,1.9155000000000002,PM_15_800_control,BSE-SEM,5,ImageJ-FIJI
800,15,heated,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.369,0.805,0.72,0.0,22.8,2.325135610419549,25.61372036255914,1.1005845484500751,1.9155000000000002,PM_15_800_heated,BSE-SEM,5,ImageJ-FIJI
800,20,control,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.374,0.81,0.72,0.0,22.8,2.7410428093155126,42.324792312843904,1.1826089559068207,1.913,PM_20_800_control,BSE-SEM,5,ImageJ-FIJI
800,20,heated,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.374,0.81,0.72,0.0,22.8,2.4420121778030945,30.551178822391087,0.7144102206180031,1.913,PM_20_800_heated,BSE-SEM,5,ImageJ-FIJI
800,25,control,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.379,0.8150000000000001,0.72,0.0,22.8,2.0397540140377113,44.14219957773754,1.1680914176556336,1.9105,PM_25_800_control,BSE-SEM,5,ImageJ-FIJI
800,25,heated,100.0,3.7800000000000002,0.35,0.5,0.43600000000000005,0.379,0.8150000000000001,0.72,0.0,22.8,3.315529330142974,21.95463401702824,1.464591120549579,1.9105,PM_25_800_heated,BSE-SEM,5,ImageJ-FIJI
