temperature,rubber_content,specimen_type,analysis_zone,crack_length_um,crack_width_um,crack_density_per_mm2,crack_orientation_deg,crack_connectivity,fractal_dimension,tortuosity,imaging_conditions,specimen_id,measurement_area_mm2
20,15,control,ITZ_aggregate_cement,9.652910446160625,0.18914907039864284,1.2,28.279905487293025,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.897047535211959}",MC_15_20_control_ITZ,0.01
20,15,control,bulk_cement,8.044092038467188,0.15762422533220238,1.0,28.279905487293025,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.482288357708475}",MC_15_20_control_bul,0.01
20,15,control,rubber_particle,6.43527363077375,0.12609938026576192,0.8,28.279905487293025,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.331102682518846}",MC_15_20_control_rub,0.01
20,20,control,ITZ_rubber_cement,4.810079376318503,0.3741905916389425,6.0,25.98628903529554,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.695711561970574}",MC_20_20_control_ITZ,0.01
20,20,control,ITZ_aggregate_cement,3.848063501054802,0.299352473311154,4.8,25.98628903529554,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.102371057084053}",MC_20_20_control_ITZ,0.01
20,20,control,bulk_cement,3.206719584212335,0.24946039442596168,4.0,25.98628903529554,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.956112446110609}",MC_20_20_control_bul,0.01
20,20,control,rubber_particle,2.565375667369868,0.19956831554076937,3.2,25.98628903529554,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.522917223721723}",MC_20_20_control_rub,0.01
20,25,control,ITZ_rubber_cement,1.0139766439263855,0.3638452803428204,1.5,-16.32982149397188,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.583122920217692}",MC_25_20_control_ITZ,0.01
20,25,control,ITZ_aggregate_cement,0.8111813151411085,0.2910762242742563,1.2,-16.32982149397188,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.150478647284539}",MC_25_20_control_ITZ,0.01
20,25,control,bulk_cement,0.6759844292842571,0.2425635202285469,1.0,-16.32982149397188,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.947381905545006}",MC_25_20_control_bul,0.01
20,25,control,rubber_particle,0.5407875434274056,0.19405081618283754,0.8,-16.32982149397188,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.862103749308313}",MC_25_20_control_rub,0.01
100,0,control,ITZ_rubber_cement,13.631876663539366,0.04105958087946703,9.0,-9.134378374035288,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 9.098459860333925}",MC_0_100_control_ITZ,0.01
100,0,control,ITZ_aggregate_cement,10.905501330831491,0.03284766470357362,7.199999999999999,-9.134378374035288,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.828796889195193}",MC_0_100_control_ITZ,0.01
100,0,control,bulk_cement,9.08791777569291,0.027373053919644688,6.0,-9.134378374035288,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.057574112633292}",MC_0_100_control_bul,0.01
100,0,control,rubber_particle,7.270334220554329,0.02189844313571575,4.800000000000001,-9.134378374035288,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.771071443227463}",MC_0_100_control_rub,0.01
100,0,heated,ITZ_rubber_cement,29.957181559721825,0.29110609664645715,0.0,0.9604701292161344,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.298082249072927}",MC_0_100_heated_ITZ,0.01
100,0,heated,ITZ_aggregate_cement,23.96574524777746,0.2328848773171657,0.0,0.9604701292161344,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 10.519610694289122}",MC_0_100_heated_ITZ,0.01
100,0,heated,bulk_cement,19.971454373147882,0.1940707310976381,0.0,0.9604701292161344,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.103846043833583}",MC_0_100_heated_bul,0.01
100,0,heated,rubber_particle,15.977163498518307,0.15525658487811048,0.0,0.9604701292161344,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.254267895699737}",MC_0_100_heated_rub,0.01
100,5,control,ITZ_rubber_cement,5.368947020120315,0.02109657547229308,4.5,-50.154253129737775,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.675747633979556}",MC_5_100_control_ITZ,0.01
100,5,control,ITZ_aggregate_cement,4.295157616096251,0.016877260377834463,3.5999999999999996,-50.154253129737775,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.951447505716292}",MC_5_100_control_ITZ,0.01
100,5,control,bulk_cement,3.579298013413543,0.014064383648195386,3.0,-50.154253129737775,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 9.860680151957132}",MC_5_100_control_bul,0.01
100,5,control,rubber_particle,2.8634384107308346,0.011251506918556309,2.4000000000000004,-50.154253129737775,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.43241726849223}",MC_5_100_control_rub,0.01
100,5,heated,ITZ_rubber_cement,3.5160576765115312,0.04111416063350765,1.5,-21.47441676327136,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.634269764097}",MC_5_100_heated_ITZ,0.01
100,5,heated,ITZ_aggregate_cement,2.8128461412092247,0.03289132850680612,1.2,-21.47441676327136,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.329105817773476}",MC_5_100_heated_ITZ,0.01
100,5,heated,bulk_cement,2.3440384510076875,0.027409440422338435,1.0,-21.47441676327136,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.156457694232252}",MC_5_100_heated_bul,0.01
100,5,heated,rubber_particle,1.87523076080615,0.021927552337870748,0.8,-21.47441676327136,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.135638956045476}",MC_5_100_heated_rub,0.01
100,10,control,ITZ_rubber_cement,5.962696232963712,0.0640643419528618,4.5,19.621957631825573,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.984508498388227}",MC_10_100_control_ITZ,0.01
100,10,control,ITZ_aggregate_cement,4.770156986370969,0.051251473562289436,3.5999999999999996,19.621957631825573,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.25651655576558}",MC_10_100_control_ITZ,0.01
100,10,control,bulk_cement,3.9751308219758075,0.04270956130190787,3.0,19.621957631825573,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.00746116368902}",MC_10_100_control_bul,0.01
100,10,control,rubber_particle,3.180104657580646,0.0341676490415263,2.4000000000000004,19.621957631825573,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.206199131029802}",MC_10_100_control_rub,0.01
100,10,heated,ITZ_rubber_cement,3.648435871052179,0.154063163926145,4.5,4.096025968866519,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.233974187760642}",MC_10_100_heated_ITZ,0.01
100,10,heated,ITZ_aggregate_cement,2.9187486968417433,0.123250531140916,3.5999999999999996,4.096025968866519,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.202487948599025}",MC_10_100_heated_ITZ,0.01
100,10,heated,bulk_cement,2.4322905807014528,0.10270877595076333,3.0,4.096025968866519,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.683267610688354}",MC_10_100_heated_bul,0.01
100,10,heated,rubber_particle,1.9458324645611622,0.08216702076061067,2.4000000000000004,4.096025968866519,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.319565008092672}",MC_10_100_heated_rub,0.01
100,15,control,ITZ_rubber_cement,1.18417571778066,0.3898781764660221,3.0,-17.49291762935808,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.416834207929238}",MC_15_100_control_ITZ,0.01
100,15,control,ITZ_aggregate_cement,0.9473405742245279,0.3119025411728176,2.4,-17.49291762935808,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.812641157634914}",MC_15_100_control_ITZ,0.01
100,15,control,bulk_cement,0.7894504785204399,0.2599187843106814,2.0,-17.49291762935808,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.219479239110292}",MC_15_100_control_bul,0.01
100,15,control,rubber_particle,0.631560382816352,0.2079350274485451,1.6,-17.49291762935808,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.14857995488428}",MC_15_100_control_rub,0.01
100,15,heated,ITZ_rubber_cement,12.5489289940131,0.015261781714807217,1.5,-26.427490156988803,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 9.083782422312895}",MC_15_100_heated_ITZ,0.01
100,15,heated,ITZ_aggregate_cement,10.039143195210478,0.012209425371845774,1.2,-26.427490156988803,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.948434227919273}",MC_15_100_heated_ITZ,0.01
100,15,heated,bulk_cement,8.365952662675399,0.010174521143204811,1.0,-26.427490156988803,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.892272842277334}",MC_15_100_heated_bul,0.01
100,15,heated,rubber_particle,6.69276213014032,0.008139616914563849,0.8,-26.427490156988803,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.415748462603394}",MC_15_100_heated_rub,0.01
100,20,control,ITZ_rubber_cement,5.323944179544902,0.0366378388111428,0.0,36.64448031932506,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.846780072112944}",MC_20_100_control_ITZ,0.01
100,20,control,ITZ_aggregate_cement,4.259155343635921,0.029310271048914236,0.0,36.64448031932506,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.15102564972493}",MC_20_100_control_ITZ,0.01
100,20,control,bulk_cement,3.549296119696601,0.024425225874095197,0.0,36.64448031932506,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.350674167794875}",MC_20_100_control_bul,0.01
100,20,control,rubber_particle,2.839436895757281,0.01954018069927616,0.0,36.64448031932506,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.418857782453788}",MC_20_100_control_rub,0.01
100,20,heated,ITZ_rubber_cement,16.747170175196985,0.04976885203670735,6.0,6.556960740575045,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.098253197970827}",MC_20_100_heated_ITZ,0.01
100,20,heated,ITZ_aggregate_cement,13.397736140157589,0.039815081629365874,4.8,6.556960740575045,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.858184849657036}",MC_20_100_heated_ITZ,0.01
100,20,heated,bulk_cement,11.16478011679799,0.03317923469113823,4.0,6.556960740575045,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.124171864329222}",MC_20_100_heated_bul,0.01
100,20,heated,rubber_particle,8.931824093438392,0.026543387752910586,3.2,6.556960740575045,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.594933011167054}",MC_20_100_heated_rub,0.01
100,25,control,ITZ_rubber_cement,0.2671341172422292,0.47967617397446943,4.5,-10.616788795214736,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 10.952162830732792}",MC_25_100_control_ITZ,0.01
100,25,control,ITZ_aggregate_cement,0.21370729379378336,0.3837409391795755,3.5999999999999996,-10.616788795214736,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 10.883552780144413}",MC_25_100_control_ITZ,0.01
100,25,control,bulk_cement,0.17808941149481947,0.3197841159829796,3.0,-10.616788795214736,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.328860669540777}",MC_25_100_control_bul,0.01
100,25,control,rubber_particle,0.14247152919585557,0.2558272927863837,2.4000000000000004,-10.616788795214736,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.503920965865039}",MC_25_100_control_rub,0.01
100,25,heated,ITZ_rubber_cement,0.0638227751416735,0.2516495649602647,6.0,26.560033685637965,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 9.675250349424342}",MC_25_100_heated_ITZ,0.01
100,25,heated,ITZ_aggregate_cement,0.051058220113338805,0.20131965196821175,4.8,26.560033685637965,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.758840553206321}",MC_25_100_heated_ITZ,0.01
100,25,heated,bulk_cement,0.04254851676111567,0.16776637664017646,4.0,26.560033685637965,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.297373538247907}",MC_25_100_heated_bul,0.01
100,25,heated,rubber_particle,0.03403881340889254,0.13421310131214118,3.2,26.560033685637965,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.546034544393308}",MC_25_100_heated_rub,0.01
200,0,control,ITZ_rubber_cement,8.583259956611709,0.5246618100611409,7.5,5.175784074242054,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.621897401997177}",MC_0_200_control_ITZ,0.01
200,0,control,ITZ_aggregate_cement,6.866607965289366,0.4197294480489127,6.0,5.175784074242054,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.867722519949776}",MC_0_200_control_ITZ,0.01
200,0,control,bulk_cement,5.722173304407805,0.3497745400407606,5.0,5.175784074242054,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.336115239778213}",MC_0_200_control_bul,0.01
200,0,control,rubber_particle,4.577738643526245,0.27981963203260846,4.0,5.175784074242054,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.922631884067412}",MC_0_200_control_rub,0.01
200,0,heated,ITZ_rubber_cement,0.6672423793971687,0.21814655324975996,1.5,-20.474800299573275,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 10.451470234942164}",MC_0_200_heated_ITZ,0.01
200,0,heated,ITZ_aggregate_cement,0.5337939035177349,0.17451724259980794,1.2,-20.474800299573275,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.7399703358996}",MC_0_200_heated_ITZ,0.01
200,0,heated,bulk_cement,0.4448282529314458,0.14543103549983996,1.0,-20.474800299573275,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.059934536224935}",MC_0_200_heated_bul,0.01
200,0,heated,rubber_particle,0.35586260234515665,0.11634482839987198,0.8,-20.474800299573275,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.890389395418069}",MC_0_200_heated_rub,0.01
200,5,control,ITZ_rubber_cement,15.470393420655844,0.10329543403609245,0.0,39.54201678544416,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.861178249717724}",MC_5_200_control_ITZ,0.01
200,5,control,ITZ_aggregate_cement,12.376314736524675,0.08263634722887396,0.0,39.54201678544416,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 9.2689569388255}",MC_5_200_control_ITZ,0.01
200,5,control,bulk_cement,10.313595613770563,0.06886362269072831,0.0,39.54201678544416,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.292296583730536}",MC_5_200_control_bul,0.01
200,5,control,rubber_particle,8.25087649101645,0.05509089815258265,0.0,39.54201678544416,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.61078370596533}",MC_5_200_control_rub,0.01
200,5,heated,ITZ_rubber_cement,10.96635405212221,0.005763035268692623,3.0,58.649219966004,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 10.48600938138764}",MC_5_200_heated_ITZ,0.01
200,5,heated,ITZ_aggregate_cement,8.773083241697767,0.0046104282149540985,2.4,58.649219966004,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.265870713183046}",MC_5_200_heated_ITZ,0.01
200,5,heated,bulk_cement,7.310902701414807,0.003842023512461749,2.0,58.649219966004,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.664749521882047}",MC_5_200_heated_bul,0.01
200,5,heated,rubber_particle,5.848722161131846,0.003073618809969399,1.6,58.649219966004,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.40951557598307}",MC_5_200_heated_rub,0.01
200,10,control,ITZ_rubber_cement,5.142393205173067,0.12793540241752988,3.0,40.25020905047016,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.732252775053519}",MC_10_200_control_ITZ,0.01
200,10,control,ITZ_aggregate_cement,4.113914564138454,0.10234832193402389,2.4,40.25020905047016,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.965578243103572}",MC_10_200_control_ITZ,0.01
200,10,control,bulk_cement,3.428262136782045,0.08529026827835325,2.0,40.25020905047016,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.525285201202056}",MC_10_200_control_bul,0.01
200,10,control,rubber_particle,2.7426097094256363,0.0682322146226826,1.6,40.25020905047016,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 9.6535204824912}",MC_10_200_control_rub,0.01
200,10,heated,ITZ_rubber_cement,0.18921513108884364,0.38667951278985324,3.0,38.53592843843397,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.060912126605961}",MC_10_200_heated_ITZ,0.01
200,10,heated,ITZ_aggregate_cement,0.15137210487107491,0.3093436102318826,2.4,38.53592843843397,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.960561763303318}",MC_10_200_heated_ITZ,0.01
200,10,heated,bulk_cement,0.12614342072589577,0.2577863418599022,2.0,38.53592843843397,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.273599110059214}",MC_10_200_heated_bul,0.01
200,10,heated,rubber_particle,0.10091473658071662,0.20622907348792174,1.6,38.53592843843397,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.893300709420465}",MC_10_200_heated_rub,0.01
200,15,control,ITZ_rubber_cement,10.989999082917382,0.02744904395663647,3.0,-20.347648018215136,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.5124261205952}",MC_15_200_control_ITZ,0.01
200,15,control,ITZ_aggregate_cement,8.791999266333905,0.021959235165309177,2.4,-20.347648018215136,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 11.953720885006852}",MC_15_200_control_ITZ,0.01
200,15,control,bulk_cement,7.326666055278254,0.01829936263775765,2.0,-20.347648018215136,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.075594646215286}",MC_15_200_control_bul,0.01
200,15,control,rubber_particle,5.861332844222604,0.01463949011020612,1.6,-20.347648018215136,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 10.099782790568938}",MC_15_200_control_rub,0.01
200,15,heated,ITZ_rubber_cement,3.803131097297797,0.3512005504048122,1.5,-50.660816593410075,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.18985636346038}",MC_15_200_heated_ITZ,0.01
200,15,heated,ITZ_aggregate_cement,3.0425048778382373,0.28096044032384976,1.2,-50.660816593410075,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 11.227766623352641}",MC_15_200_heated_ITZ,0.01
200,15,heated,bulk_cement,2.5354207315318646,0.2341337002698748,1.0,-50.660816593410075,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 9.192756943009591}",MC_15_200_heated_bul,0.01
200,15,heated,rubber_particle,2.028336585225492,0.18730696021589985,0.8,-50.660816593410075,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 11.558775646465982}",MC_15_200_heated_rub,0.01
200,20,control,ITZ_rubber_cement,4.518226096715052,0.06606356540840148,3.0,-6.140967227559074,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 10.481312581318173}",MC_20_200_control_ITZ,0.01
200,20,control,ITZ_aggregate_cement,3.614580877372042,0.05285085232672118,2.4,-6.140967227559074,0.0,1.2,1.0,"{'magnification': np.int64(2000), 'detector': 'SE2', 'working_distance_mm': 8.065337477520186}",MC_20_200_control_ITZ,0.01
200,20,control,bulk_cement,3.012150731143368,0.04404237693893432,2.0,-6.140967227559074,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.984301421724354}",MC_20_200_control_bul,0.01
200,20,control,rubber_particle,2.4097205849146945,0.03523390155114746,1.6,-6.140967227559074,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 10.822148627766207}",MC_20_200_control_rub,0.01
200,20,heated,ITZ_rubber_cement,1.1582391613819492,0.08238274929228966,3.0,-32.333797426465345,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 8.608772054714649}",MC_20_200_heated_ITZ,0.01
200,20,heated,ITZ_aggregate_cement,0.9265913291055592,0.06590619943383172,2.4,-32.333797426465345,0.0,1.2,1.0,"{'magnification': np.int64(10000), 'detector': 'SE2', 'working_distance_mm': 9.978531233903036}",MC_20_200_heated_ITZ,0.01
200,20,heated,bulk_cement,0.7721594409212994,0.05492183286152644,2.0,-32.333797426465345,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.979052056506234}",MC_20_200_heated_bul,0.01
200,20,heated,rubber_particle,0.6177275527370396,0.043937466289221155,1.6,-32.333797426465345,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 8.88413752220128}",MC_20_200_heated_rub,0.01
200,25,control,ITZ_rubber_cement,27.612976155000514,0.46106903582366643,12.0,8.014436786240973,0.0,1.2,1.0,"{'magnification': np.int64(5000), 'detector': 'SE2', 'working_distance_mm': 10.598241882357073}",MC_25_200_control_ITZ,0.01
