sample_id,diameter,length,layer_thickness_ratio,interface_roughness,interface_angle,heavy_phase_velocity,light_phase_velocity,Re_heavy,Re_light,flow_regime
27,0.12416610574751044,39.276587029156865,0.522317107234714,5.327470772229188e-05,3.80868451106259,1.858109500071028,7.196300490109129,58231.09203809978,96222.6950481566,turbulent_turbulent
28,0.19878961375665152,90.22042996181824,0.7565140378386316,6.412876417435623e-05,3.272572333710586,0.5147846795714124,9.507223595374981,11586.670286078648,56760.097565607204,turbulent_turbulent
29,0.1717346922200857,43.555345850695325,0.5881464086694537,9.097628641034984e-05,2.287835617861507,4.9398748210015615,5.968839446979848,16894.840321575273,19810.920188293978,turbulent_turbulent
30,0.360894407438733,5.989381630094794,0.48427326097778145,1.5673691870548145e-05,2.166093175889225,3.774595368151426,4.642247989590198,17181.65978911177,25940.6116653076,turbulent_turbulent
31,0.19009439843956938,7.886557165155057,0.5674701088648976,6.114584533652697e-05,0.31075963566283726,2.071325473753394,4.198606760558777,34048.13728670752,56216.23429278007,turbulent_turbulent
32,0.17951917012945479,42.2245186683028,0.7380188379532845,1.7048826187589944e-05,3.0955734765171043,2.5774125682851436,3.120209211045556,73025.93099255067,55567.64759457365,turbulent_turbulent
33,0.24390714821074072,67.09926216234881,0.7418322463850887,9.729421021332405e-05,3.1467518418818674,4.3847559284618765,0.11080625612727374,53493.33357986323,22250.10732824961,turbulent_turbulent
34,0.056154303970737215,53.66513068937482,0.6974612049192752,4.1814979724963595e-05,3.3505372467221743,2.499624343820655,4.427150072998317,29735.407403150202,38876.757935599446,turbulent_turbulent
35,0.18139985908926967,64.97253121747326,0.19281480902331163,1.0171000500092795e-05,3.300064971042302,2.776860542406516,4.35898095775231,16091.845556382452,41691.68407506184,turbulent_turbulent
36,0.3969685640268057,89.07250234313645,0.6620612559713761,6.931305412207202e-06,3.352048883005593,1.2808293887768436,3.2209873059614105,20391.447588038467,77799.82327140025,turbulent_turbulent
37,0.3278150400922667,61.571670405318905,0.6343780877354208,2.4440453878986437e-05,2.2232220716268083,3.2029432355900473,6.402280873421174,79393.33441275792,29423.292702122944,turbulent_turbulent
38,0.387464699631443,44.578263581076634,0.6361381536471479,4.611621862646339e-05,4.7430508489547165,0.9785810972340578,6.782550376965335,58076.96507604773,18100.373053826715,turbulent_turbulent
39,0.04234310454771729,80.1152945081947,0.22596106691701215,1.9464161595791824e-05,4.892171119945196,3.614578172235491,2.5798197318521026,59503.947055008524,53877.072001848814,turbulent_turbulent
40,0.4237919010817853,73.2027540354298,0.7653769003945486,2.1939152209758884e-05,3.201096021835026,0.2971802062500636,0.782512061564279,71639.17623775513,3417.5901617492036,mixed_regime
41,0.2940848543612495,84.20010474600848,0.4039534467344229,5.4392032471513665e-06,3.569237248143634,4.655463617074339,7.199996781376852,58266.277057274754,23772.854158026945,turbulent_turbulent
42,0.017534055781803528,69.77253873942627,0.2848209406754344,8.59581050410534e-05,2.3318205941630565,2.7001143536250356,7.56397178823703,78163.63017253097,64622.432474976245,turbulent_turbulent
43,0.4698315895522441,98.24754519572151,0.8575083554996935,8.259373934905041e-05,3.5281261012212575,3.350296703620171,1.1271267515132857,27876.950335092137,1563.1341294083263,mixed_regime
44,0.077330836414656,44.48371823974965,0.2172292406312587,9.026467805299904e-05,4.02849592667641,0.45089836923863935,2.564245783125934,82088.11657653937,80501.56652942748,turbulent_turbulent
45,0.4732707695577165,99.75722840011866,0.8810160505928976,4.16036605864227e-05,1.251642219010161,3.8162099330926065,3.062801638165905,80833.63565300165,53861.518309394516,turbulent_turbulent
46,0.3990243648651274,28.312108091984033,0.5064218524430567,5.683835556661602e-05,4.71554033860066,1.4063281264690448,9.373213568920457,80681.03263110587,73358.51135458284,turbulent_turbulent
47,0.39556643190071133,60.93707954212564,0.2952640083699887,1.976000191514542e-05,4.331707179251953,3.653183072719583,2.2107223993333958,61894.24322156575,45307.10166000816,turbulent_turbulent
48,0.08774103328191601,53.65385382635927,0.3252152739731338,1.0528168291599586e-05,2.334791492727054,2.9915319052584532,0.5643734627733901,40807.182191688684,26508.530063831844,turbulent_turbulent
49,0.025018789446543885,13.440592411539075,0.21122732705470204,1.9104550563679145e-05,4.016887857189606,2.2535101457428826,1.5561513234768303,10929.399725861036,30496.10541417487,turbulent_turbulent
50,0.40102760416518163,37.08152494602471,0.22791788823515047,4.100750197306983e-05,2.7765577864352875,0.2449624998262679,6.313653834257714,40114.97454846414,1962.861637988244,mixed_regime
51,0.34020580548372664,71.52637592070216,0.6030718308469463,3.48510915422438e-05,2.6480242703298056,1.9970727600538336,7.036155128580974,58774.43843713518,9098.112268917524,turbulent_turbulent
52,0.3251158435273087,69.03660301944235,0.3965617444917595,8.770279231501074e-05,4.215071774224813,0.9583159671087156,9.052236454010098,44646.36477801268,72651.21561079504,turbulent_turbulent
53,0.40890753341394565,51.0061296858993,0.4192815514966526,9.162968549289475e-05,1.154267764677116,1.359153380823808,3.680041108733027,86087.112019086,93940.03815709452,turbulent_turbulent
54,0.1178331802298823,86.5231446154933,0.30656236757485544,9.709348342823893e-05,2.9870394599079115,0.13472369049217375,0.4378860503046611,15600.968549666139,19569.742624056915,turbulent_turbulent
55,0.38613337018503235,23.05382176527804,0.8753132960398878,6.39750936630909e-05,3.4625875462675886,1.1673009444975169,8.937792509541339,67113.6427091732,86576.15680984453,turbulent_turbulent
56,0.47867573764330124,13.438456733850046,0.17726978421515655,8.053737483237394e-05,4.3306302954708515,2.96043096230213,3.723405422730154,65610.33397144715,31260.743186653275,turbulent_turbulent
57,0.1268089891551994,49.326375743199286,0.27292306208510375,4.8886657223202116e-05,4.78303252731786,4.214941774525213,9.42214610305022,80826.5685098885,36120.342658681395,turbulent_turbulent
58,0.40790216689026393,92.3686586117682,0.8576286302696435,6.863658721781471e-05,1.0568332190755658,0.2946728514869852,1.5572822587855422,96589.1448715006,46747.58559508417,turbulent_turbulent
59,0.42894314726770816,47.03937120227082,0.6286540667678715,3.389936935111031e-06,1.2493247135968337,2.2377194722086875,6.3432473668262155,17980.597617264673,76690.59496277852,turbulent_turbulent
60,0.1885583060067563,81.92609165415456,0.17837527231605385,6.829590218055483e-05,1.466641666032551,3.9973775532008284,4.081487227719864,66869.61359409308,93496.22159501087,turbulent_turbulent
61,0.020107049686744535,2.1005614511029895,0.7162234017413708,6.499291209929974e-05,1.4648986025221633,2.522543843593886,0.5151630894288006,20052.114930762837,43025.14107818958,turbulent_turbulent
62,0.4186817639485263,48.487051103148396,0.569090003620783,8.750162540738427e-05,1.5440945679442264,3.5334266734000743,8.630505860914708,21058.954368921495,36291.338349635414,turbulent_turbulent
63,0.490106985205784,98.3386379148249,0.2785839442351503,7.578138050370184e-06,1.3546080565502643,2.048886590788068,4.46595544921852,62261.82442571194,90050.7732530231,turbulent_turbulent
64,0.1718705258345096,85.14846901442164,0.17478313674130153,5.145595198348258e-06,2.5202259156173064,0.392344894319964,3.9856490322188787,89781.0335700542,24906.820584539862,turbulent_turbulent
65,0.35592812981120253,30.93417384661662,0.1359360441937085,5.6112367559620626e-05,4.174267452683758,2.1063953968788356,6.211208881935062,90102.33616811487,79179.75676096178,turbulent_turbulent
66,0.10499943570248145,73.60501197713558,0.5015144201281216,7.48507139807224e-05,2.472577752611091,0.726995004130684,5.742103522223467,49721.26524733665,52274.25163050274,turbulent_turbulent
67,0.44066220228647646,89.58886762391889,0.46282968541257474,4.611747208672875e-05,2.57593479436308,2.645987463837859,9.508832727373216,65290.64627037185,28468.24249390645,turbulent_turbulent
68,0.27045303050745506,63.0951347078903,0.6118173768111717,5.894016839758009e-05,0.8886807731076868,0.26460662648958666,3.444646218431859,43324.6933014651,7118.619718032574,turbulent_turbulent
69,0.4093339956297246,35.0636663135171,0.8309061969428038,1.6286600676384253e-05,0.28467478468656715,2.463348911492977,1.972380434574496,93802.52828220825,2020.0364469201563,mixed_regime
70,0.21218364077892712,92.74802936317165,0.4075345653838147,1.0217818779445617e-05,1.5144747143089354,2.540250929788724,1.9330017046989978,47189.60880918293,83797.97638279792,turbulent_turbulent
71,0.43758280539634037,5.87681273636248,0.22872268644205881,2.8253723440913615e-05,2.974329254438009,1.8688743180830891,8.456005043116146,71950.51496001083,10945.146288237313,turbulent_turbulent
72,0.3160331762309247,12.188249909350864,0.3040285357091681,1.8609192719888578e-05,0.8653097460035247,3.1203380714066107,5.6796887332861985,18426.78712598496,99027.10773642475,turbulent_turbulent
73,0.21669999886046395,10.609863487338727,0.19645521356409212,5.880547765893288e-05,4.8953470169173645,2.9025603979340695,9.495510618504708,44969.15222504465,44148.26926154919,turbulent_turbulent
74,0.2550036060647823,70.04512035739997,0.39409277316106617,8.652471723521675e-05,0.14640692384073117,2.2548445556393677,5.158819314801186,61096.19158804652,28331.11932422046,turbulent_turbulent
75,0.21946518578305932,48.96923727119161,0.6495279829465705,7.758087428884558e-05,3.6891366367189358,1.7737569562189681,9.99456017762044,85017.86586693076,26742.313941351924,turbulent_turbulent
76,0.10560184477968548,32.08810380775566,0.4618758823997159,8.522913845364177e-05,3.891811318972672,4.271106005178792,2.792375437612252,59752.66102273178,29041.65716546007,turbulent_turbulent
77,0.06342134875255163,68.73557660399338,0.21439804095635104,6.710207840894067e-05,3.239821524527046,4.070217377677683,1.4815905851792877,78564.53470237227,99928.37606867746,turbulent_turbulent
78,0.42701079980709206,75.42939555643896,0.6297322837557661,4.2756366983857516e-05,3.652500839458011,3.648472372188221,6.351832998604154,79831.55945148501,45427.62495425664,turbulent_turbulent
79,0.06941382894487141,56.347705033314504,0.31203482296907414,3.905887664548587e-05,0.08707451970613012,1.9756738807976286,8.107130950741,54729.51432688723,1970.2521664631333,mixed_regime
80,0.24022347191752516,29.853713116895335,0.4820405243177369,4.1064579423339826e-05,4.659896097786907,0.30176876491877747,6.867521311691129,85251.63303387241,95964.61988039706,turbulent_turbulent
81,0.09704175100670498,53.599175394653194,0.13487166185376953,5.0419168921053767e-05,0.6272904477049096,4.205693706023696,1.227313025793112,51815.547678263036,52588.51083028262,turbulent_turbulent
82,0.4861087439864866,65.84308870984992,0.33027223446144155,2.483913168387571e-05,0.6412410282253245,3.806922147840392,6.938490896205153,61377.83560350249,5043.203852048846,turbulent_turbulent
83,0.3837861445332043,64.54687013769944,0.8711110944883907,5.91330108578044e-05,1.5197595333085405,1.9694507057276693,1.8408229832445018,72568.50403793713,71064.4443421508,turbulent_turbulent
84,0.10831850758406135,16.69044299504558,0.1616039465617557,9.128559862449411e-05,1.1653491684742556,1.7864012810838397,2.8769946329371576,41948.83565846831,71690.83113886585,turbulent_turbulent
85,0.4365918605258794,19.077276203325475,0.6491298749929321,3.590365208200603e-05,4.902635841486464,1.5647038804919768,0.17121026447781362,52048.35742796467,15922.377343317836,turbulent_turbulent
86,0.03180226914101556,70.12865396282314,0.6858074260067653,4.660920229853375e-05,3.3844275837828866,2.7373732964109565,6.335030966447123,60073.69334560816,66916.45364150364,turbulent_turbulent
87,0.10781901784985391,27.60195538363332,0.45197051960615364,4.516667293249945e-05,3.8720585579345213,1.9002289302247073,1.7088010449859055,25895.131078616512,22258.61673603861,turbulent_turbulent
88,0.36851340943545075,47.56362184797222,0.6669045583767867,4.2205748395005066e-05,4.448678012519526,4.9192495078414,6.731440836155855,86517.44316638567,51285.3934500342,turbulent_turbulent
89,0.46796421177341485,83.32706208160997,0.8934228574128313,6.268627979745028e-05,3.8960337013411426,2.7600538858932464,2.6652890322870864,36120.761941846016,89506.53605840029,turbulent_turbulent
90,0.037414493833324076,59.556508721366406,0.39798722600328695,3.9282561262550014e-05,4.422856032068837,4.28372963527651,6.02853951816744,28018.965893029057,48070.17827004038,turbulent_turbulent
91,0.21006376295671586,36.00818489104704,0.18222846284583716,5.4768274784816715e-05,1.509156489372418,3.3379589203448896,3.2601189646727544,43685.185820345374,6183.677045246346,turbulent_turbulent
92,0.49634365425368404,51.253427944242404,0.11939007533133826,5.4581835217353264e-05,4.351769996528248,3.8855054579043933,7.038976172881596,14807.000805304455,66115.97081975976,turbulent_turbulent
93,0.38548620522600757,57.66948733258416,0.8141992036162813,2.842198839670366e-05,1.210723498696253,4.360891750218966,6.291442605615379,1143.2748315789333,35960.0094425942,mixed_regime
94,0.4303494330491905,3.7046316525325853,0.10259834260920711,2.884466976198785e-05,4.570000185046389,4.51724014920308,5.235743263434928,55770.45024282264,33868.79312040169,turbulent_turbulent
95,0.12943096439362684,81.7069635669997,0.18503588839971316,4.924808271698494e-05,3.1719862974854225,0.6080334228180432,5.244110245176227,58174.60750333188,74507.10999022912,turbulent_turbulent
96,0.12506966408229112,30.03942282578507,0.5556169173064268,9.83295145881798e-05,1.087465914100572,4.930928752904974,7.1719910772393645,82782.1248933723,9874.485555397583,turbulent_turbulent
97,0.1572058918410098,6.715891685447124,0.39723759600254016,9.814767633208514e-05,0.5263653110316924,2.855626633618878,0.160099165856742,71555.5987883622,20522.076544832067,turbulent_turbulent
98,0.07349642319113382,34.364763403917976,0.7168354383511852,1.1554695544809872e-05,1.149194978993477,0.14147566592481675,9.687307140686618,59622.41439889752,72270.06400208524,turbulent_turbulent
99,0.3291777538664471,15.292091328097762,0.5759519511951953,1.401014391898495e-05,2.0061822698156395,2.887919366033936,5.6329230296113435,12788.269172291355,4409.160995005695,turbulent_turbulent
100,0.4011348137981688,72.86632126260453,0.16545512365179044,1.3614136361353792e-05,4.462918881948101,3.868731617946722,9.961986932545074,26144.757471297147,49292.495898012676,turbulent_turbulent
101,0.1258651922705543,62.65721370925367,0.1923313912730544,1.3597074101560278e-05,0.3594394570256132,3.4985718030944186,4.991318516588747,62155.39041910837,88050.80361234653,turbulent_turbulent
102,0.3727609575301257,46.71056889850241,0.8874847907153812,4.616935401305535e-05,0.562253366167666,4.964008261538308,0.3259252271469883,55438.47238928746,31600.453381271218,turbulent_turbulent
103,0.2567405539983225,56.312582306857635,0.2920767170227901,5.612901681798893e-05,3.7803055600276876,1.4058982024955922,3.89591871980768,27556.026623241734,82235.41336783204,turbulent_turbulent
104,0.36524130701270235,87.24844728462233,0.23603991432132743,8.284384177815403e-06,0.5969175192933668,0.8889898308387584,5.377518340680544,97120.29496591372,36366.30624506142,turbulent_turbulent
105,0.4796690519865005,4.781878703928792,0.8414977622517267,1.8934108123192147e-05,4.5623749285967445,0.3755144075657597,9.487372530200822,20879.028167567223,30968.69194724291,turbulent_turbulent
106,0.25056174861044944,38.69136724231205,0.63402237541052,9.750596895775767e-05,3.0321324540247034,3.6352785062390915,0.9712519780264448,63153.43047793053,45931.127927594905,turbulent_turbulent
107,0.4440333553806179,39.432898864667095,0.6435633152399353,2.3587219097648833e-05,1.2968626676209798,1.9429999115191408,3.1102290213143773,26134.005099617407,5917.20188418012,turbulent_turbulent
108,0.42000570255870495,7.365851558237147,0.8098924124823741,1.3421073517737968e-05,0.32630868531329515,2.858723343505416,5.074173746489746,49632.22231435662,57875.92842263838,turbulent_turbulent
109,0.1506577369983863,66.63197806953151,0.5019217757657466,3.41396032287752e-05,4.132503334903641,3.66583337200088,3.996742385251758,84914.1607376584,92105.56676106565,turbulent_turbulent
110,0.2730644708713376,22.280292565535156,0.8326337252375895,1.9758482389456206e-05,0.24211613208634575,1.7046863434783415,7.296966810164294,92404.13454900139,64091.27903462955,turbulent_turbulent
111,0.4764008880136634,10.144713088313765,0.14860298367041605,6.0815003123622745e-05,4.830581612463774,2.563334413878148,0.6100007367991208,22900.64695166816,25234.497735161298,turbulent_turbulent
112,0.1755499932771055,5.31673497503505,0.823914160398333,5.204083052742803e-05,3.354653964770545,0.42914690078554396,0.635743131256129,59060.309432014175,88842.3050399166,turbulent_turbulent
113,0.26895618047017805,87.90409808443708,0.7487930184441914,8.509524793697154e-06,1.0097873719284496,3.3227822788611787,4.490663687245411,29779.281551045133,42444.75174874993,turbulent_turbulent
114,0.22814782667261083,91.14467283133806,0.18276662696396243,2.869334393395389e-05,2.68782408291357,3.5216059404898994,6.343309160696512,94222.63103600206,79765.28355712784,turbulent_turbulent
115,0.28296765256747086,22.253586475677242,0.46069938512179187,6.964484217525327e-05,4.1898108741804245,4.802707499669698,6.0939823847653845,53165.01736313881,2751.500388993683,mixed_regime
116,0.045328543883588174,16.454394766102627,0.14380794495170246,4.068546064168772e-05,1.684392725694361,3.2230353735551254,5.403084568540686,60001.10517939811,47725.74309082775,turbulent_turbulent
117,0.146091202791586,95.32970617970123,0.16912732780811118,9.395020894706541e-05,1.5561902343236733,2.6120410822997577,1.177538995992707,8022.175768729917,43524.999423141686,turbulent_turbulent
118,0.3734317144260423,27.667112977306346,0.549878311148256,2.858638371175902e-05,1.943065304465204,4.541586960521741,8.572812292399703,52085.73679834535,24572.4571197358,turbulent_turbulent
119,0.10466011723918117,95.45464795053572,0.26217327720855,8.100866278034139e-05,1.8448510476776865,4.9297332530353675,3.7447418295916,35800.14586616188,64108.89925888469,turbulent_turbulent
120,0.4811432352471414,97.64475097384685,0.6657649171735882,7.570603019799902e-05,2.8170108798651383,3.8033011217484267,8.611818584207915,49123.4350163073,62366.3640201802,turbulent_turbulent
121,0.2732851806641934,56.68459073933904,0.8120383278991528,3.620606619035145e-05,1.040920128003121,2.335772540340783,2.160043385764525,50341.642140539894,90447.3024303488,turbulent_turbulent
122,0.3125424250364141,85.6878524770047,0.23295273569240946,9.018648566118051e-05,3.008935822035579,0.255622964828351,6.3678776573218645,95188.29866983087,8837.533047060846,turbulent_turbulent
123,0.29540350393009035,91.63238168410176,0.10775613466749966,6.34603797201165e-05,2.3745114591548133,1.8002476613781921,6.312611250459223,6217.507364154276,75553.24158245261,turbulent_turbulent
124,0.012194943690656736,31.38663863544287,0.5031669101477427,3.832520280608862e-05,1.5373796760279124,4.1710922127936705,9.354842485291899,87497.55580568298,52720.699991949965,turbulent_turbulent
125,0.44324044584480665,92.16529495297283,0.42739071763796965,2.90611400910391e-05,0.4913260290666016,2.4475504131412227,9.46833951234057,56529.845278966735,67088.64807683098,turbulent_turbulent
126,0.06531307106100531,15.208446750083368,0.471578609567738,9.517521509938886e-05,1.8039232079576446,4.399671802455915,1.2908570749145443,62084.7034864373,60460.6847141413,turbulent_turbulent
127,0.43133862753443153,1.328353736085249,0.2519453337580577,2.2749074917518693e-05,4.749830440453687,0.8530989157224853,0.4659272671835478,53911.687979439,53327.28778093449,turbulent_turbulent
128,0.4235830130302535,94.9371053676024,0.5308363537121048,9.30694240595459e-05,3.6257957564991483,1.3963397271783666,9.291365038344871,67076.8744420056,41995.49734152074,turbulent_turbulent
129,0.34331862141329605,40.729969946631336,0.19134701439036741,7.217889597051309e-05,4.1204380608537186,3.671150375195,2.368235210791098,95706.86633428368,3500.201607424436,mixed_regime
130,0.1730157957140639,26.749151018954656,0.13850098209188078,4.1167239605878176e-05,3.1155742008138727,4.424509031076997,9.897928190295554,81000.86905403541,47399.37135256965,turbulent_turbulent
131,0.36461516872384503,84.51875507037443,0.4722457571349451,7.87203889685245e-05,2.4132620915643836,1.9938303552959415,5.3082992940592355,67909.61902508735,72961.32357554114,turbulent_turbulent
132,0.18480077175713286,57.56070490404745,0.8278966992643577,9.765497711095334e-05,1.1362404559197725,1.0448727119953733,6.79918777094362,42053.70469652094,3398.0115033955663,mixed_regime
133,0.17996231661716924,80.86772960375296,0.7379415443065461,4.997382973284161e-05,2.3628896744376764,2.93958646792845,2.2720274345794027,53078.31886420459,2093.58964560819,mixed_regime
134,0.24302418184373553,34.269053578808666,0.6398956847229277,6.419700483111013e-05,1.9041794009140451,0.13563760924509868,2.5975089310101085,63701.43716872707,8164.960958732949,turbulent_turbulent
135,0.06274478669839728,65.05646743214163,0.7046139207594339,3.28334210932585e-05,2.4483653275828092,4.733985688419927,9.460881265542097,31442.77467187958,81188.79962669194,turbulent_turbulent
136,0.3010325858753608,97.57296484168762,0.4820908557688772,7.76959799335406e-05,3.840685648074355,2.5374210514020734,7.976738131543347,26842.992997392652,13103.05059273266,turbulent_turbulent
137,0.21833023488110498,94.41943500672488,0.500595686562023,6.389065472604577e-05,3.1208122795393765,0.7496070496206991,3.963939135534382,70986.9583192656,97227.0197594919,turbulent_turbulent
138,0.09232869176554281,41.63374714357251,0.1760750398421835,2.499526950527635e-05,1.8837967166307512,2.749151914966517,2.3826121341669015,23528.703456689887,78005.16793488017,turbulent_turbulent
139,0.4816944148439718,33.03768380739417,0.6503936149085441,2.6549965674434154e-05,4.63976127482816,3.397221564810452,8.046500860911943,5886.050276717317,60252.090855821836,turbulent_turbulent
140,0.2685300423656073,30.00669378424167,0.30994398804585443,5.8422455429380004e-05,3.532428175036126,0.2625465094724259,5.717275661044673,17875.493365716236,14895.910407223955,turbulent_turbulent
141,0.3153285491663954,31.77614160452983,0.45270418650789124,3.663988213453752e-05,3.2416816007626186,2.403586853725698,9.63824075417568,35885.89315154007,74288.14968602068,turbulent_turbulent
142,0.13607335811569182,51.36655616998854,0.5420558015215656,3.3581818825210485e-05,2.3589026445631456,1.468465325702612,0.15940773857242174,22349.181862149995,70306.35307682687,turbulent_turbulent
143,0.38777188199783474,28.740083846753077,0.42643439905445757,4.6992003537224985e-06,1.185314505488403,3.9181744885242664,6.099264075624067,21371.28167348277,26486.757517120783,turbulent_turbulent
144,0.4102329912648845,21.69933609154518,0.36732618067770495,6.677151047380979e-05,2.805561928540393,2.3582640056456903,9.007436800699468,22751.335808790118,74400.56919543698,turbulent_turbulent
145,0.08794128190290984,61.957649514732374,0.7964988507290506,4.633227676233565e-05,3.6214725359566446,4.119927429695042,1.4466616062882673,70876.8626329289,92064.26137487896,turbulent_turbulent
146,0.2924215988292167,19.426102208346848,0.2015540252711544,2.6713797716208045e-05,0.5175663450834128,2.615630950766733,0.7900763587966724,23117.05783898642,44551.13394730922,turbulent_turbulent
147,0.24221822769699053,56.97445002954948,0.6644919702005813,5.675635326881286e-06,0.4031047608789162,0.3982098438434256,4.289188123102612,5142.946543410497,74862.0454163013,turbulent_turbulent
148,0.11927008870885414,93.98203683570591,0.48912300407768916,4.518624949177796e-05,3.9026934631975014,3.5944545210756567,6.112359505386614,93579.52391878662,42803.66683772062,turbulent_turbulent
149,0.40618052112842035,38.629201628836036,0.7706765394368839,2.6687988267630895e-05,1.4463353641801624,3.4215607166855246,2.2058616200227843,23686.26451551745,31220.98047272406,turbulent_turbulent
150,0.3426750971335842,89.04942114989996,0.6396541209015894,8.29536101900684e-05,2.7178029484723485,0.43772378459121186,1.0946154939341566,55884.80585832463,33452.29589556885,turbulent_turbulent
151,0.11807835608210189,47.15943580295946,0.6331973927234412,3.9114202825849986e-05,4.012711285786708,3.718763908199829,7.375657333379711,98533.77927806147,30227.767759791845,turbulent_turbulent
152,0.32591553730703865,85.69235567587104,0.5636195471311288,7.916071543542387e-05,2.0722609291995613,2.993407593708543,0.65109728876285,98590.99297665652,80201.8296633933,turbulent_turbulent
