experiment_id,timestamp,U_SG,U_SL,void_fraction,flow_pattern,interface_height,wave_amplitude,wave_frequency,temperature,pressure,rho_gas,rho_liquid,mu_gas,mu_liquid,pipe_diameter,pipe_length
21,2024-01-02 18:00:00,14.455485776660613,0.13337332495442844,0.95,wavy_stratified,0.050000000000000044,0.0022035132392670786,4.278723955019741,15.553304210317991,2.2191286679597937,2.6777694241615544,998.8893391579364,1.8130044418620265e-05,0.0011198171324798799,0.05,5.0
22,2024-01-02 20:00:00,7.788845836818491,0.035224588112494785,0.95,wavy_stratified,0.050000000000000044,0.004633063543866615,3.9164951253357794,17.173423081368348,1.978905520555126,2.374572495241432,998.5653153837263,1.8218016873318302e-05,0.0010753674591410863,0.05,5.0
23,2024-01-02 22:00:00,14.79193158460371,0.1286070830406352,0.95,wavy_stratified,0.050000000000000044,0.004046478461314871,3.9011003519391974,25.923245229177894,1.7355662654385065,2.021650537549783,996.8153509541644,1.8693132215944358e-05,0.0008640858704110901,0.05,5.0
24,2024-01-03 00:00:00,9.668434543606903,0.3204295582728384,0.95,wavy_stratified,0.050000000000000044,0.0013611590802176331,8.682419964713905,19.811700974576038,1.3730370207997085,1.6327280255204655,998.0376598050848,1.836127536291948e-05,0.0010067280103524551,0.05,5.0
25,2024-01-03 02:00:00,1.0912395525440768,0.2995375421622385,0.8701101770312172,wavy_stratified,0.12988982296878282,0.0010663513157114246,6.096744466394248,18.39743662796907,2.2903455808189,2.7367443972782017,998.3205126744061,1.828448080889872e-05,0.0010429592309122554,0.05,5.0
26,2024-01-03 04:00:00,3.0283132205723757,0.34855949167020833,0.9363548491402551,wavy_stratified,0.06364515085974487,0.004746919954946938,3.100167553167946,20.115995265753877,1.2269470424811781,1.4574932705814345,997.9768009468493,1.8377798542930433e-05,0.0009990985275894395,0.05,5.0
27,2024-01-03 06:00:00,13.90805746503916,0.4398962831566807,0.95,wavy_stratified,0.050000000000000044,0.003639936184136716,8.537777601609726,23.328012173991937,2.0593011567120127,2.4197462311971583,997.3343975652016,1.855221106104776e-05,0.0009220071489745369,0.05,5.0
28,2024-01-03 08:00:00,4.00685821805655,0.055620356224890616,0.95,smooth_stratified,0.050000000000000044,0.0009103762514469974,1.4496521859099019,20.08544686573051,1.6984191492253218,2.0177662754260437,997.9829106268539,1.8376139764809167e-05,0.0009998618405643043,0.05,5.0
29,2024-01-03 10:00:00,11.026357343618471,0.4495840273767628,0.95,wavy_stratified,0.050000000000000044,0.004119502183430495,7.136253169234302,16.262099474925733,1.3232574281892275,1.5928324899024335,998.7475801050149,1.8168532001488465e-05,0.0011001488796578858,0.05,5.0
30,2024-01-03 12:00:00,13.52903573364265,0.30715023923319906,0.95,wavy_stratified,0.050000000000000044,0.0014058861714641283,7.3080141528644464,15.07592375769328,1.3216161028349973,1.5974038638154715,998.9848152484614,1.8104122660042745e-05,0.0011332616701343209,0.05,5.0
31,2024-01-03 14:00:00,8.4566399458155,0.3490286468694197,0.95,wavy_stratified,0.050000000000000044,0.0018970772378422392,7.697433770780287,18.558736312452,1.6507993963185355,1.9714570240422833,998.2882527375097,1.829323938176614e-05,0.001038761974429845,0.05,5.0
32,2024-01-03 16:00:00,11.32412537421135,0.3283201205331352,0.95,wavy_stratified,0.050000000000000044,0.0036304515692013734,6.546468826683773,16.40512151742139,1.735431606118867,2.087943298551221,998.7189756965157,1.817629809839598e-05,0.0010962222652509308,0.05,5.0
33,2024-01-03 18:00:00,4.345434331385019,0.12955492525575096,0.95,smooth_stratified,0.050000000000000044,0.00045378795220008434,1.83806983276567,24.467079389958943,2.589622607083297,3.0312452544640576,997.1065841220083,1.861406241087477e-05,0.0008961217602655757,0.05,5.0
34,2024-01-03 20:00:00,7.788237850025285,0.29268290346691594,0.95,wavy_stratified,0.050000000000000044,0.001780971951192178,7.779616922092043,19.211585436612836,1.0486319328629077,1.2495257751034738,998.1576829126774,1.8328689089208076e-05,0.001021945707657242,0.05,5.0
35,2024-01-03 22:00:00,9.859348290653934,0.09678423290945398,0.95,wavy_stratified,0.050000000000000044,0.0048157143080103494,9.318915121763588,20.552380503831664,1.0309132330577349,1.2228046923551534,997.8895238992337,1.8401494261358057e-05,0.00098825797211863,0.05,5.0
36,2024-01-04 00:00:00,13.960619157522018,0.21981023267548402,0.95,wavy_stratified,0.050000000000000044,0.004854479908357011,8.82407564373888,19.416733381043784,1.7701954572038505,2.107845272163215,998.1166533237913,1.8339828622590677e-05,0.001016717873577995,0.05,5.0
37,2024-01-04 02:00:00,12.841481736994425,0.16529178252657606,0.95,wavy_stratified,0.050000000000000044,0.0032272050498334008,9.489238193286248,25.440446950124596,2.14012234017873,2.4969229461972016,996.911910609975,1.8666916269391768e-05,0.0008745785453743542,0.05,5.0
38,2024-01-04 04:00:00,1.9090591596761437,0.31135354108259317,0.924428348005645,wavy_stratified,0.075571651994355,0.001560336060946096,6.146637218909894,28.160596078919333,2.4815372355084087,2.8691208423731527,996.3678807842161,1.881462036708532e-05,0.0008170811197181716,0.05,5.0
39,2024-01-04 06:00:00,10.606728244431386,0.35421720115368355,0.95,wavy_stratified,0.050000000000000044,0.0021743673770579734,8.474889243828109,27.15170092018771,2.7341446371602074,3.1718025351082884,996.5696598159625,1.875983735996619e-05,0.0008379519489141149,0.05,5.0
40,2024-01-04 08:00:00,13.741988012068834,0.26055777544185954,0.95,wavy_stratified,0.050000000000000044,0.004193180715867101,7.199711446222121,25.529503158865552,2.591585338872202,3.022752179342799,996.8940993682269,1.86717520215264e-05,0.0008726335451197099,0.05,5.0
41,2024-01-04 10:00:00,13.40507745635471,0.17561762685725255,0.95,wavy_stratified,0.050000000000000044,0.001375927759363476,6.626241127969392,15.539134106951131,1.9311960362649203,2.330442394871074,998.8921731786098,1.812927498200745e-05,0.0011202139008668242,0.05,5.0
42,2024-01-04 12:00:00,8.368347203259862,0.15040521354285938,0.95,wavy_stratified,0.050000000000000044,0.0011220009997561977,2.2987855099937153,27.339008409894873,1.7203812828225258,1.9945207881362879,996.5321983180211,1.877000815665729e-05,0.0008340372548103309,0.05,5.0
43,2024-01-04 14:00:00,2.342377433452329,0.26589919742685414,0.9431993837491136,wavy_stratified,0.05680061625088639,0.0018632841099873727,6.983123806552002,16.28021197490652,1.1033634423372154,1.3280584104638358,998.7439576050187,1.8169515510237425e-05,0.001099650831263623,0.05,5.0
44,2024-01-04 16:00:00,8.204642157738146,0.2749112095889522,0.95,wavy_stratified,0.050000000000000044,0.0039043653348906464,9.806816635700276,22.74450522451793,1.645912945882492,1.937815429656934,997.4510989550964,1.8520526633691322e-05,0.0009355556688810056,0.05,5.0
45,2024-01-04 18:00:00,12.030199824146203,0.14270780311841638,0.95,wavy_stratified,0.050000000000000044,0.0013138255253690638,2.20280594732366,29.439726220168875,2.6719602410244114,3.0762261660701316,996.1120547559663,1.888407713375517e-05,0.0007913656517609943,0.05,5.0
46,2024-01-04 20:00:00,10.59162598835862,0.21038694276299225,0.95,wavy_stratified,0.050000000000000044,0.0016257481706843443,4.001943185316763,23.238399970591807,2.4291918454001244,2.8552429055163415,997.3523200058817,1.8547345118403135e-05,0.0009240750417692751,0.05,5.0
47,2024-01-04 22:00:00,10.072861962407103,0.147167609503512,0.95,wavy_stratified,0.050000000000000044,0.003951587666783074,6.4348324200912055,24.175811193515283,1.8392001248555798,2.154958068931153,997.1648377612969,1.859824654780788e-05,0.0009026708698922186,0.05,5.0
48,2024-01-05 00:00:00,4.0920993477667835,0.18442661253911818,0.95,smooth_stratified,0.050000000000000044,0.00011295413976678028,0.6741089607603743,15.690039630326291,1.0814576046379403,1.3043512290806123,998.8619920739347,1.813746915192672e-05,0.0011159957011153425,0.05,5.0
49,2024-01-05 02:00:00,12.904178468159605,0.3547923510962116,0.95,wavy_stratified,0.050000000000000044,0.001391336642604006,5.932927000934659,22.102076561708486,1.3464037398200304,1.5886374538943409,997.5795846876583,1.848564275730077e-05,0.000950702673597583,0.05,5.0
50,2024-01-05 04:00:00,6.790848913950609,0.205267319854713,0.95,wavy_stratified,0.050000000000000044,0.0035403746034705754,2.362432078176356,20.619189219397068,2.2517198314284728,2.6702415962035375,997.8761621561206,1.840512197461326e-05,0.000986608743643363,0.05,5.0
51,2024-01-05 06:00:00,7.795475749411271,0.4296800221822779,0.95,wavy_stratified,0.050000000000000044,0.0016517377083257187,2.5645499792034387,24.636289173094735,1.0530226210832436,1.2318999901422334,997.0727421653811,1.8623250502099042e-05,0.00089233895278914,0.05,5.0
52,2024-01-05 08:00:00,8.993745928465218,0.4707128182982292,0.95,wavy_stratified,0.050000000000000044,0.0025526797048260877,7.146305747538825,21.873793357372747,2.09123357863187,2.4693801326199147,997.6252413285255,1.8473246979305338e-05,0.0009561439219664405,0.05,5.0
53,2024-01-05 10:00:00,14.151239727259615,0.19919029252237938,0.95,wavy_stratified,0.050000000000000044,0.004621402567824255,3.5663290783143715,16.040419513127482,1.2015560027548533,1.4474466483201252,998.7919160973745,1.8156494779562824e-05,0.0011062628298026695,0.05,5.0
54,2024-01-05 12:00:00,0.7642164719474711,0.056277050770404916,0.95,smooth_stratified,0.050000000000000044,0.0001640697836142061,0.978463445440642,27.67312966454182,1.0465438714716517,1.211961049221854,996.4653740670916,1.878815094078462e-05,0.0008270995313101911,0.05,5.0
55,2024-01-05 14:00:00,12.309792997539569,0.14810883963896598,0.95,wavy_stratified,0.050000000000000044,0.0037869486614566026,7.031542774239072,28.162080202905795,2.4701420876077718,2.855931854583232,996.3675839594189,1.8814700955017784e-05,0.0008170508040383614,0.05,5.0
56,2024-01-05 16:00:00,12.150473490580305,0.14819694055994018,0.95,wavy_stratified,0.050000000000000044,0.004002459006563434,8.454677914138113,29.8575771300101,1.825235353822853,2.0984944852692027,996.028484573998,1.890676643815955e-05,0.0007831418590961647,0.05,5.0
57,2024-01-05 18:00:00,5.894262243995356,0.39044235076357847,0.95,wavy_stratified,0.050000000000000044,0.004723029302414259,8.867302014744094,21.434910410625275,2.5017421355829947,2.95851990048975,997.7130179178749,1.8449415635296954e-05,0.0009666925679506308,0.05,5.0
58,2024-01-05 20:00:00,11.440871674227894,0.06053069572960698,0.95,wavy_stratified,0.050000000000000044,0.0030210094897914286,8.611659728861934,19.800744015459177,2.791046456992401,3.3190585131489545,998.0398511969082,1.836068040003943e-05,0.0010070038150667736,0.05,5.0
59,2024-01-05 22:00:00,6.143424341645365,0.015310449225346197,0.95,wavy_stratified,0.050000000000000044,0.0013651467071445341,4.554509100723319,29.250929505762073,2.901214293875112,3.342251566817482,996.1498140988476,1.887382547216288e-05,0.0007951096613929972,0.05,5.0
60,2024-01-06 00:00:00,8.814849377787649,0.31960023396320164,0.95,wavy_stratified,0.050000000000000044,0.002172843086792258,4.629316362959328,25.087776841155577,2.50474905887536,2.925795836611929,996.9824446317689,1.864776628247475e-05,0.0008823235810071266,0.05,5.0
61,2024-01-06 02:00:00,11.977896134024803,0.3969128899693314,0.95,wavy_stratified,0.050000000000000044,0.002977681218810326,2.4604700801331543,23.242933234856032,1.883061002746754,2.2132934231087606,997.3514133530288,1.8547591274652683e-05,0.0009239703207943776,0.05,5.0
62,2024-01-06 04:00:00,13.371710649995347,0.18194835615051858,0.95,wavy_stratified,0.050000000000000044,0.0015719667282113434,8.092085053739778,24.273270949743917,1.2022453522455805,1.4081879058602906,997.1453458100513,1.8603538612571093e-05,0.000900474194998069,0.05,5.0
63,2024-01-06 06:00:00,1.7195486886674627,0.3534748744149688,0.8819924319751139,wavy_stratified,0.1180075680248861,0.004287440237161425,7.64993781725197,16.220231709628496,1.1696754281703838,1.4081663542032332,998.7559536580743,1.8166258581832828e-05,0.0011013010018896283,0.05,5.0
64,2024-01-06 08:00:00,14.806273888267045,0.19339268992049896,0.95,wavy_stratified,0.050000000000000044,0.00425119826903001,9.577988619070869,29.790015957343066,2.5067563705178832,2.882689937600858,996.0419968085314,1.8903097866483728e-05,0.0007844657263658796,0.05,5.0
65,2024-01-06 10:00:00,5.955763990198278,0.0509153511823477,0.95,wavy_stratified,0.050000000000000044,0.00323361699894322,5.39377607397581,28.59531577642104,1.2223949646123027,1.4112809006456808,996.2809368447158,1.883822564665966e-05,0.0008082491680111086,0.05,5.0
66,2024-01-06 12:00:00,7.643064012217458,0.015563285936035343,0.95,wavy_stratified,0.050000000000000044,0.0012252131027273494,2.9505433301445754,16.762893701656573,2.298420604232127,2.7618775778775246,998.6474212596687,1.819572512799995e-05,0.0010864610381642109,0.05,5.0
67,2024-01-06 14:00:00,11.317650749348637,0.29585069489760824,0.95,wavy_stratified,0.050000000000000044,0.002499482318094816,4.285696690254886,28.028986922841902,1.4471916770389053,1.67395522333085,996.3942026154316,1.8807473989910318e-05,0.0008197739311872799,0.05,5.0
68,2024-01-06 16:00:00,14.466726821888864,0.015955692598010007,0.95,wavy_stratified,0.050000000000000044,0.0011726396478023045,9.129144909584568,22.915516636294498,2.985929592238601,3.5134532933716507,997.4168966727411,1.852981255335079e-05,0.0009315644393894361,0.05,5.0
69,2024-01-06 18:00:00,1.5700501886632834,0.2813885993566472,0.9171750839193428,wavy_stratified,0.08282491608065723,0.0030923913766805955,7.0351891050821,25.436230334769256,1.9090821295355465,2.227395230074422,996.9127539330461,1.866668730717797e-05,0.0008746707442669566,0.05,5.0
70,2024-01-06 20:00:00,9.59959216121892,0.2963140128423191,0.95,wavy_stratified,0.050000000000000044,0.0011817855213658315,4.247705516737843,29.25617226114838,2.7805275677818324,3.2031627325404095,996.1487655477704,1.8874110153780356e-05,0.000795005454085815,0.05,5.0
71,2024-01-06 22:00:00,7.107022915392838,0.313864972922753,0.95,wavy_stratified,0.050000000000000044,0.0017524846388950453,5.709587239519857,20.30028342039079,2.167312223701744,2.572938442965787,997.9399433159218,1.838780538972722e-05,0.0009945060643213775,0.05,5.0
72,2024-01-07 00:00:00,1.62715223599228,0.48745345575642157,0.8693343202939781,wavy_stratified,0.13066567970602194,0.0037926468560789805,6.288770930752963,19.642914244294914,2.6275900394138976,3.126363655673416,998.071417151141,1.835211024346521e-05,0.0010109850438992792,0.05,5.0
73,2024-01-07 02:00:00,10.42860200203125,0.08968230027899673,0.95,wavy_stratified,0.050000000000000044,0.0042901489716926765,9.598399306335391,25.8857926258254,2.2268303918715797,2.5942176818372396,996.822841474835,1.8691098539582318e-05,0.0008648953059294728,0.05,5.0
74,2024-01-07 04:00:00,6.564524026213974,0.4670369568434665,0.95,wavy_stratified,0.050000000000000044,0.0011808746804247577,2.210935795978016,20.646950503170743,2.621106661563666,3.10799176432574,997.8706098993658,1.840662941232217e-05,0.000985924243070875,0.05,5.0
75,2024-01-07 06:00:00,14.815503875066694,0.0837042766407288,0.95,wavy_stratified,0.050000000000000044,0.0025235634265240864,9.759315182516826,27.631783847035628,2.6766574094222757,3.1001571319152887,996.4736432305929,1.8785905862894035e-05,0.0008279549009655293,0.05,5.0
76,2024-01-07 08:00:00,7.296050817027069,0.21326155614545594,0.95,wavy_stratified,0.050000000000000044,0.0012255019866037084,8.917779010040427,27.193515136951163,2.999435346572261,3.479074226258782,996.5612969726097,1.8762107871936448e-05,0.0008370764489874065,0.05,5.0
77,2024-01-07 10:00:00,14.951234137571628,0.28216153574528746,0.95,wavy_stratified,0.050000000000000044,0.004779062919529712,8.79717912541929,18.710221526147965,1.901088270620187,2.2691845782117794,998.2579556947704,1.8301465028869836e-05,0.0010348354871903553,0.05,5.0
78,2024-01-07 12:00:00,2.3728115196966773,0.47748500335677396,0.899600942257683,wavy_stratified,0.10039905774231705,0.0019145712220138508,7.373605475246854,24.271923606868437,1.716325436065681,2.010338127608834,997.1456152786263,1.8603465451852955e-05,0.0009005045266961857,0.05,5.0
79,2024-01-07 14:00:00,2.146585086894621,0.3390708658404718,0.9176490946832928,wavy_stratified,0.08235090531670719,0.004089273566942557,6.161308008895947,27.7827225047781,2.1038136775489713,2.4354561181781804,996.4434554990444,1.879410183200945e-05,0.0008248365281677297,0.05,5.0
80,2024-01-07 16:00:00,8.633600587263102,0.43956026530258907,0.95,wavy_stratified,0.050000000000000044,0.0015360609138025628,2.230261410506712,26.327058835104285,2.2406191027069293,2.606435149884698,996.7345882329791,1.8715059294746162e-05,0.0008554065138738988,0.05,5.0
81,2024-01-07 18:00:00,10.709156637438742,0.11435243913936625,0.95,wavy_stratified,0.050000000000000044,0.0010581786626715278,4.804700470452776,23.848765302819494,1.7844880901994646,2.0931553340487854,997.2302469394361,1.85804879559431e-05,0.0009100814937515291,0.05,5.0
82,2024-01-07 20:00:00,6.8433863693440715,0.4530377603019367,0.95,wavy_stratified,0.050000000000000044,0.0030559579566392433,8.269224101929144,20.948141734819053,2.2441734004557468,2.65831583863324,997.8103716530362,1.8422984096200675e-05,0.000978528329392368,0.05,5.0
83,2024-01-07 22:00:00,13.004273776827805,0.47526510559224466,0.95,wavy_stratified,0.050000000000000044,0.004706350500645978,5.9369303446363055,18.873665824484377,1.9182715124765226,2.2884133763443937,998.2252668351031,1.8310340054269502e-05,0.001030615665381875,0.05,5.0
84,2024-01-08 00:00:00,14.710472341639417,0.2513828660565061,0.95,wavy_stratified,0.050000000000000044,0.003533603417266903,3.9211649502255446,16.13794992162996,1.2577594438212985,1.5146409416223283,998.772410015674,1.8161790680744505e-05,0.0011035687589177623,0.05,5.0
85,2024-01-08 02:00:00,2.3566646648877003,0.08443231982102423,0.95,smooth_stratified,0.050000000000000044,0.0006767872703228932,0.7728201265987172,20.18500924985795,2.7935768198120234,3.3177157042834935,997.9629981500284,1.8381546002267283e-05,0.000997376219560891,0.05,5.0
86,2024-01-08 04:00:00,7.372443783811649,0.3371032918753033,0.95,wavy_stratified,0.050000000000000044,0.001769156075234683,2.326948930131831,17.53402594608247,1.5571806780639172,1.8662090386618506,998.4931948107835,1.8237597608872278e-05,0.0010657165118341686,0.05,5.0
87,2024-01-08 06:00:00,3.066652022012829,0.053464241540957254,0.95,smooth_stratified,0.050000000000000044,0.0005147008912294532,0.8095005776086888,20.46404791572113,2.006834541709714,2.3810975371495897,997.9071904168558,1.839669780182366e-05,0.000990442768199362,0.05,5.0
88,2024-01-08 08:00:00,10.510725015125796,0.029262948522138475,0.95,wavy_stratified,0.050000000000000044,0.003511601557963631,2.6540722555909753,28.103679361601657,2.8417448010636264,3.286208866314864,996.3792641276797,1.881152978933497e-05,0.0008182445866587684,0.05,5.0
89,2024-01-08 10:00:00,1.3856304178955243,0.14567004759212984,0.947650870519819,smooth_stratified,0.052349129480181,0.0007734337213452925,0.776781529034566,18.140239850050655,1.740944205582764,2.082098966444678,998.3719520299899,1.827051502385775e-05,0.001049686981020911,0.05,5.0
90,2024-01-08 12:00:00,7.525583285269809,0.312944838049845,0.95,wavy_stratified,0.050000000000000044,0.0028501388645325917,7.979767505070052,15.550248043358968,1.5048738886880415,1.815914508607283,998.8899503913282,1.812987846875439e-05,0.0011199026944514949,0.05,5.0
91,2024-01-08 14:00:00,10.84356899532601,0.44865135046672766,0.95,wavy_stratified,0.050000000000000044,0.0031284539410612626,2.8573760907182084,21.711185502351817,2.065234532910046,2.440024683898551,997.6577628995296,1.8464417372777705e-05,0.0009600387460210496,0.05,5.0
92,2024-01-08 16:00:00,4.0158223027035795,0.14192918316519668,0.95,smooth_stratified,0.050000000000000044,0.00011806407799995373,0.9831187483747674,18.17172010494817,1.6549947043558293,1.9790929497217118,998.3656559790104,1.8272224401698684e-05,0.001048861195669572,0.05,5.0
93,2024-01-08 18:00:00,2.2365509113791426,0.44635836756254854,0.9000313759311935,wavy_stratified,0.09996862406880647,0.0037164092765779584,8.313369908858707,22.476632983935858,1.1738405761748474,1.3832733484292161,997.5046734032128,1.8505981171027716e-05,0.0009418419291506885,0.05,5.0
94,2024-01-08 20:00:00,8.288044856368943,0.29755214783023076,0.95,wavy_stratified,0.050000000000000044,0.0027266381849187175,3.02064242236451,19.256638586980866,1.7261645927972702,2.056541248069929,998.1486722826038,1.833113547527306e-05,0.0010207953088016417,0.05,5.0
95,2024-01-08 22:00:00,9.865799999308217,0.28968136928776683,0.95,wavy_stratified,0.050000000000000044,0.004946060995171919,6.846198554855097,18.558401876039916,1.2035649452408075,1.4373516799235613,998.288319624792,1.8293221221868968e-05,0.0010387706594618456,0.05,5.0
96,2024-01-09 00:00:00,2.7164575181728146,0.130519286908409,0.95,smooth_stratified,0.050000000000000044,0.0002679103216461752,0.9276427530407707,17.60060392942132,2.7935308492528503,3.3471509218747415,998.4798792141157,1.8241212793367576e-05,0.0010639441558377245,0.05,5.0
97,2024-01-09 02:00:00,1.6633893120938121,0.2670105808894248,0.9139624566513695,wavy_stratified,0.08603754334863045,0.004929514467634425,2.8963112173444188,20.967833985686124,2.9389408665507375,3.4810634368904636,997.8064332028628,1.8424053385422756e-05,0.0009780467123200744,0.05,5.0
98,2024-01-09 04:00:00,13.049853325462713,0.41036531476514715,0.95,wavy_stratified,0.050000000000000044,0.0016835503495602634,7.349145759395448,28.94063983691379,2.11352578602786,2.4373210009375117,996.2118720326173,1.885697674314442e-05,0.0008013015039917832,0.05,5.0
99,2024-01-09 06:00:00,8.788383997313549,0.14718975589353925,0.95,wavy_stratified,0.050000000000000044,0.0017481749942300936,4.589433891233949,21.38154657924625,2.01522075736891,2.383599352617016,997.7236906841507,1.8446517979253073e-05,0.0009679830890784087,0.05,5.0
100,2024-01-09 08:00:00,4.014941120018664,0.06627004412220973,0.95,smooth_stratified,0.050000000000000044,0.0003597674979162302,1.3718573321339185,17.315440729113035,1.962280203709635,2.353471824920419,998.5369118541774,1.822572843159084e-05,0.0010715562000451337,0.05,5.0
