experiment_id,frequency,attenuation_coefficient,transmission_loss_dB,source_amplitude,received_amplitude,SNR_dB,sound_speed_gas,sound_speed_liquid,sound_speed_mixture,viscous_atten_contribution,scattering_atten_contribution,turbulence_atten_contribution
22,500,0.010717724892888504,0.4654648779538598,1.0,0.9478219370698966,36.212613255014155,341.5559626557015,1473.8197336016442,74.75189153854663,1.2036551465278745e-06,0.010608105798761378,0.00018414850465676757
22,1000,0.04447255965014619,1.9314187252171702,1.0,0.8006248463443909,38.483956649109054,341.5559626557015,1473.8197336016442,74.75189153854663,4.814620586111498e-06,0.04226752843548992,0.00036829700931353515
22,2000,0.17409933418219165,7.561038013835603,1.0,0.4187435198653746,29.88546483452378,341.5559626557015,1473.8197336016442,74.75189153854663,1.925848234444599e-05,0.16874032422284846,0.0007365940186270703
22,5000,0.9412626300807022,40.87851662657908,1.0,0.009038038118654633,5.0,341.5559626557015,1473.8197336016442,74.75189153854663,0.00012036551465278747,1.053390315696136,0.0018414850465676758
22,10000,4.199399990899482,182.3776243352211,1.0,7.605342610927463e-10,5.0,341.5559626557015,1473.8197336016442,74.75189153854663,0.0004814620586111499,4.211912315188989,0.0036829700931353517
23,100,0.00043973206723810936,0.01909732103174206,1.0,0.997803754946993,40.04041495795975,346.6646954472773,1500.1251707786382,70.2905401440649,5.5496510182379554e-08,0.0003687840459252399,6.965079138242467e-05
23,500,0.01016419578809472,0.4414254143753811,1.0,0.9504488056553015,38.52648512918987,346.6646954472773,1500.1251707786382,70.2905401440649,1.3874127545594887e-06,0.008942671728427953,0.00034825395691212335
23,1000,0.03668352768879865,1.5931453651990404,1.0,0.8324204323567017,37.48230405739087,346.6646954472773,1500.1251707786382,70.2905401440649,5.549651018237955e-06,0.03563222220386029,0.0006965079138242467
23,2000,0.13742488932407015,5.968287110960877,1.0,0.5030204535336503,33.413368642101844,346.6646954472773,1500.1251707786382,70.2905401440649,2.219860407295182e-05,0.1422519593957381,0.0013930158276484934
23,5000,0.9114642670193793,39.584390161850855,1.0,0.010490120860990338,5.0,346.6646954472773,1500.1251707786382,70.2905401440649,0.00013874127545594885,0.888036260899477,0.0034825395691212334
23,10000,4.005113686736162,173.93987735447044,1.0,2.0091211813771404e-09,5.0,346.6646954472773,1500.1251707786382,70.2905401440649,0.0005549651018237954,3.550760396499393,0.006965079138242467
24,100,0.00017404913667021002,0.007558857963589714,1.0,0.999130132870604,39.11297902548806,343.10437646005755,1482.3519035943798,62.70687142110167,6.961899163516657e-08,0.00013289091598020218,4.440302368033685e-05
24,500,0.0038160798554110853,0.16573024237071934,1.0,0.9811004793025282,40.22737931065243,343.10437646005755,1482.3519035943798,62.70687142110167,1.7404747908791638e-06,0.0031099451389693137,0.00022201511840168423
24,1000,0.014103781690723027,0.6125194562249127,1.0,0.9319101183799596,36.41635979770115,343.10437646005755,1482.3519035943798,62.70687142110167,6.961899163516655e-06,0.012333616675609387,0.00044403023680336846
24,2000,0.05137431438798027,2.231158125026267,1.0,0.7734675423230354,39.5481034662206,343.10437646005755,1482.3519035943798,62.70687142110167,2.784759665406662e-05,0.04912213894190181,0.0008880604736067369
