Specimen_ID,Mix_ID,Curing_Age_days,Test_Type,Test_Date,Compressive_Strength_MPa,Tensile_Strength_MPa,Flexural_Strength_MPa,Modulus_of_Elasticity_MPa,Dry_Density_kgm3,UPV_mps,Porosity_pct,Moisture_Content_pct
R5S-28-A-2,R5S,28,Ambient,2024-02-28,60.601660512684205,5.693655624857019,8.584188371668528,29857.914083852513,2336.574966166085,4256.689730404098,13.435108607917797,2.6029575024999785
R5S-28-A-3,R5S,28,Ambient,2024-11-24,58.36159918338555,5.6114122034993,8.414012325489253,31264.372214254847,2368.019774754805,4313.32965483043,13.615094525805961,2.9752750879847993
R5S-56-A-1,R5S,56,Ambient,2024-01-09,56.40924571184813,5.588548123901638,8.013709416285526,34446.97092263851,2392.858887782409,4472.252861611402,13.511534242287686,3.1415601299434717
R5S-56-A-2,R5S,56,Ambient,2024-07-18,64.9570153238828,6.178730607551719,8.701410450061022,32651.938857798323,2375.318446890047,4318.198081175569,13.58045040485731,4.1754202118146555
R5S-56-A-3,R5S,56,Ambient,2024-10-16,57.11278738820063,6.282865085715532,8.940024975608889,33780.202634843154,2325.933792899969,4367.891561658581,13.611186095256782,3.610401623198925
R10S-7-A-1,R10S,7,Ambient,2024-08-22,33.79624955649375,3.7157117658063736,5.2055849356990045,24906.244435128945,2291.3027435076283,4265.673121229294,15.15658246968507,4.059751091715247
R10S-7-A-2,R10S,7,Ambient,2024-09-04,37.29570933706598,3.525054548891943,5.780853592916725,24879.00214540075,2303.427047101788,4224.61808775709,15.142149876273535,3.9243584426950715
R10S-7-A-3,R10S,7,Ambient,2024-03-22,35.369707807180035,3.4257406142869233,5.380263242874371,25409.197676891763,2329.8480808621093,4306.544719881927,14.739707673006187,3.030404735363451
R10S-28-A-1,R10S,28,Ambient,2024-01-05,49.357361538449354,5.158330023168124,8.795373928685015,28722.07037049518,2332.480672085654,4301.588085537677,15.028129629045583,2.9603705364831105
R10S-28-A-2,R10S,28,Ambient,2024-03-28,55.8206482139001,4.890831081338948,7.208265365831855,28986.56334905289,2334.081836461992,4216.01029122962,15.181838808929726,4.20601891093472
R10S-28-A-3,R10S,28,Ambient,2024-06-26,44.23663749531348,4.651042646887889,7.051245905410445,27242.777219364398,2339.8684520283045,4162.49274402637,14.626278366386403,4.3600336696216635
R10S-56-A-1,R10S,56,Ambient,2024-07-10,48.49749036990769,5.467799528419351,8.017446319348181,28568.07941806141,2340.4818337238175,4113.72681224941,15.125591840751781,4.118722310957027
R10S-56-A-2,R10S,56,Ambient,2024-01-08,49.57675888101282,5.139193282479292,8.262803822751495,29884.32790332766,2340.2284045404476,4202.01027241513,15.00219191182219,3.903933754515407
R10S-56-A-3,R10S,56,Ambient,2024-06-26,52.04758186690881,5.100351106815884,7.32311130996832,28216.28465225187,2323.8285289161367,4073.935454970597,14.988109157388115,4.22080923662335
R15S-7-A-1,R15S,7,Ambient,2024-04-15,29.927956034405526,3.1403904134545777,4.995669939978929,20437.80367180794,2268.3504661458574,4128.277752159765,16.4319438155285,3.8990244215343877
R15S-7-A-2,R15S,7,Ambient,2024-12-21,30.58518849443977,2.985292910778549,4.348464918288521,23508.195906125366,2263.2946178102725,4014.850730480186,16.438927177956796,2.616387191016887
R15S-7-A-3,R15S,7,Ambient,2024-05-22,29.52998603532836,3.0536951558690713,4.642623229984281,22835.23038204665,2275.334743675111,4024.1322386970032,17.510162972704755,3.9600786331236373
R15S-28-A-1,R15S,28,Ambient,2024-05-23,41.17745991977124,3.954150847814753,5.752110379661501,25292.79549251734,2273.6010688422293,4028.6641265657513,16.252836191686065,2.5961178483940675
R15S-28-A-2,R15S,28,Ambient,2024-02-17,43.248432321604874,4.100446148353891,6.325276993785506,26786.17269306332,2289.4363462893184,4206.61695298383,16.566681779120618,4.234397867110007
R15S-28-A-3,R15S,28,Ambient,2024-01-01,43.403493353904096,4.230724402696241,6.26010910493715,26779.069904042895,2285.1752420678013,4196.525503150633,16.700830206600862,3.8029695437155757
R15S-56-A-1,R15S,56,Ambient,2024-07-17,45.49576158759922,4.053495158254499,6.113775147977855,25599.136253690922,2251.103683525519,4005.8519531568854,16.30648857636754,3.8114452707614843
R15S-56-A-2,R15S,56,Ambient,2024-08-04,46.39697106146029,3.9743834590575102,5.949626660566567,25206.48471310183,2324.489185954775,3983.203242460263,16.738245980244212,3.3358920634311575
R15S-56-A-3,R15S,56,Ambient,2024-04-18,42.65417303454044,4.235857504294748,6.8655266536129185,27044.671565308123,2237.262109653203,4185.942746295655,16.737582192161913,3.0000328984322095
R20S-7-A-1,R20S,7,Ambient,2024-01-20,26.041548611143828,2.5090033129209983,3.9249338647018557,18350.36107717744,2265.633922394633,3928.31942906031,17.623885278277108,4.1529149322154835
R20S-7-A-2,R20S,7,Ambient,2024-05-05,23.08926596123397,2.5762700162373022,3.883146609078959,19307.37139634392,2237.084795582164,3925.2849754940985,18.357094215262148,3.086421543396129
R20S-7-A-3,R20S,7,Ambient,2024-07-11,26.241092115700987,2.297295920321792,3.4444247281549547,20152.670453687075,2224.3391166507413,3952.0303760706433,16.74598935082183,3.911662967757389
R20S-28-A-1,R20S,28,Ambient,2024-11-26,35.92121200233509,3.317834372222369,4.850978527146489,23076.11200093644,2266.5100039711583,3879.84341660624,17.185928709348865,2.793209643384051
R20S-28-A-2,R20S,28,Ambient,2024-04-06,30.390271022736,3.315643784820324,5.087467779904288,23975.837066125878,2232.8909392099376,3918.523849626511,18.111727406336776,3.9163623911663996
R20S-28-A-3,R20S,28,Ambient,2024-02-28,34.36321428152954,2.8367598803986076,4.101032741798599,22676.586145269186,2258.635863379269,3820.4913655552746,16.874532816861635,3.6429460504100213
R20S-56-A-1,R20S,56,Ambient,2024-09-24,36.125993790055816,3.555695148310963,5.536636520055853,23980.52371809945,2215.2654319365442,3957.1875224500595,17.670445091075358,3.5567402425944183
R20S-56-A-2,R20S,56,Ambient,2024-05-11,30.389447500198912,3.676117064201877,5.440450892710198,23191.2924292299,2248.717622505638,3903.5574115141967,17.937695329542002,4.338231430557319
R20S-56-A-3,R20S,56,Ambient,2024-08-28,36.11149199446694,3.181534397727741,4.604865400561473,22801.418265532102,2272.18330466511,3824.5653377411245,17.914030044769753,3.1713201295939264
R10L-7-A-1,R10L,7,Ambient,2024-04-27,18.186933111328514,1.927056485284626,2.77521640140017,16292.221895769671,2187.7147518724796,3648.5662083817506,18.496616382143717,3.8963234280394903
R10L-7-A-2,R10L,7,Ambient,2024-02-27,16.956837640252292,1.9157786016155964,3.0858392271600836,17388.516307022215,2216.3231863636483,3822.7892865009912,20.025182215021815,2.590437340212379
R10L-7-A-3,R10L,7,Ambient,2024-11-17,18.62596927130394,1.8667187494734105,2.8478085637222432,16808.089591488697,2175.8583908915334,3772.1608143317385,19.43518986987629,4.176657409422276
R10L-28-A-1,R10L,28,Ambient,2024-05-10,21.93466924835533,2.3648059272002997,3.600833517979586,19913.097068728915,2205.706564797993,3745.8386281276744,20.63717499220042,4.199294781354823
R10L-28-A-2,R10L,28,Ambient,2024-12-08,25.390573101372432,2.453046443767534,3.8746690621131736,18720.701221970012,2211.780819819455,3647.3557413343606,20.65602824768864,2.5443694840606033
R10L-28-A-3,R10L,28,Ambient,2024-02-11,20.652288482954305,2.459760540707573,4.158088269874221,19585.670195355495,2187.608310547872,3816.961902322414,20.547595184077682,2.9259283230178212
R10L-56-A-1,R10L,56,Ambient,2024-06-01,25.738242611799667,2.7385265832182615,4.0524565414903595,18964.86857907874,2155.136892089278,3661.255611550067,20.03815669184697,4.067306025482286
R10L-56-A-2,R10L,56,Ambient,2024-11-11,28.387557903562318,2.361774324705799,3.5368701658135975,19010.039929486193,2208.4494398766647,3745.8339225827535,17.94941842497009,2.9802912375563864
R10L-56-A-3,R10L,56,Ambient,2024-02-26,26.133029948139466,2.6316394290219636,3.9350879847509765,19633.05809435688,2176.6973025184434,3711.459981199748,20.21635674037593,2.947698131812641
