firm_id,date,country,segment,is_active,revenue_usd,net_income_usd,burn_rate_usd,active_users,transaction_volume_usd,transaction_count,agents_count,cac_usd,churn_rate,funding_round_amount_usd,funding_stage,cumulative_funding_usd,regulatory_sanction_flag,sanction_severity,downturn_flag,distress_event,distress_type,distress_event_t_plus_3m,distress_event_t_plus_6m
FIRM_001,2017-11-01,CM,payments_gateway,1,925759.1401400233,285413.0931611733,-0.0,936559,75821976.69636516,1607700,,6.202172095745721,0.02564145192840134,19663454.698546693,series_a,21750788.291774042,0,0.0,0,0,none,1,0
FIRM_001,2017-12-01,CM,payments_gateway,1,690175.5394752838,97874.36805975216,-0.0,909429,74568574.47985953,1553048,,6.61048006553882,0.024216104395750292,68856607.54213439,series_b,90607395.83390844,0,0.0,0,0,none,0,0
FIRM_001,2018-01-01,CM,payments_gateway,1,608736.2602170588,34618.02918772446,-0.0,867728,68940247.20354538,1443594,,5.413038229160786,0.04353181315041347,0.0,series_b,90607395.83390844,0,0.0,0,0,none,0,0
FIRM_001,2018-02-01,CM,payments_gateway,1,623161.19201362,48521.67344964575,-0.0,840527,70237858.6962799,1409328,,4.821713233906538,0.02953639111574029,0.0,series_b,90607395.83390844,0,0.0,1,1,sustained_downturn,0,0
FIRM_001,2018-03-01,CM,payments_gateway,1,514508.9538377146,-35013.73731162073,35013.73731162073,753404,62936119.57404746,1398173,,4.855988369948579,0.05796773974935715,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,1
FIRM_001,2018-04-01,CM,payments_gateway,1,402062.7546642804,-120799.54330839188,120799.54330839188,728490,50838857.637738615,1021340,,5.441554977336618,0.05005599490513804,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,0
FIRM_001,2018-05-01,CM,payments_gateway,1,617936.9084637935,55634.62709102931,-0.0,707564,61918384.120438844,1309896,,8.989913810890645,0.06669920993875743,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,0
FIRM_001,2018-06-01,CM,payments_gateway,1,389643.25391136494,-121763.73123742884,121763.73123742884,656093,44829402.00979451,1014485,,5.485250963842841,0.04817133557807254,0.0,series_b,90607395.83390844,0,0.3,0,0,none,1,0
FIRM_001,2018-07-01,CM,payments_gateway,1,455913.9419628578,-64495.98712617828,64495.98712617828,625605,58594653.72150447,1227776,,4.013454665503185,0.08078515013176091,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2018-08-01,CM,payments_gateway,1,461192.7825101369,-55017.08359632321,55017.08359632321,611419,50137038.49621798,1014298,,2.3756047939370433,0.06042865908141622,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2018-09-01,CM,payments_gateway,1,430999.8344280714,-74225.84294817894,74225.84294817894,568228,48921240.05128067,1086589,,5.368891836827587,0.037480242317397626,0.0,series_b,90607395.83390844,0,0.3,0,1,acquisition_duress,0,0
FIRM_001,2018-10-01,CM,payments_gateway,1,314404.7757065272,-162241.23736185156,162241.23736185156,512050,35922315.676574245,757842,,7.131281550725395,0.03760360764807379,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2018-11-01,CM,payments_gateway,1,367694.67918804963,-115226.90220753191,115226.90220753191,456601,37688070.42769994,784142,,7.7345674144260705,0.022880339590486274,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2018-12-01,CM,payments_gateway,1,291914.3082366555,-171876.99314295052,171876.99314295052,430780,39382424.04913232,826732,,2.392623732093523,0.06517746356842749,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,0
FIRM_001,2019-01-01,CM,payments_gateway,1,301441.9814152889,-160498.78964069777,160498.78964069777,427367,33453295.59054521,708052,,1.7340899260205314,0.02446777695457082,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,0
FIRM_001,2019-02-01,CM,payments_gateway,1,324030.8868794481,-139463.06207774847,139463.06207774847,403303,31795678.58763218,685449,,8.388960394333594,0.07065420592816528,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2019-03-01,CM,payments_gateway,1,266600.05377826426,-183013.07646661764,183013.07646661764,381159,26863753.76911822,576665,,8.928000942120363,0.03762002847817941,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2019-04-01,CM,payments_gateway,1,232376.21757460103,-208913.06999205312,208913.06999205312,364753,25775734.114929877,548908,,4.512143941584146,0.03444037811468652,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2019-05-01,CM,payments_gateway,1,149479.1895233286,-274408.98043176637,274408.98043176637,340330,21081681.746139035,467118,,5.524677931751131,0.02595075272536413,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,1
FIRM_001,2019-06-01,CM,payments_gateway,1,270557.67438841064,-178177.2214563088,178177.2214563088,331362,32226808.85302398,670655,,6.303737229375977,0.04387046025922834,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,0
FIRM_001,2019-07-01,CM,payments_gateway,1,223561.93435472777,-216490.25357843688,216490.25357843688,329393,25156202.139785383,528155,,4.0692960410288945,0.03114879140571844,0.0,series_b,90607395.83390844,0,0.3,1,0,none,0,0
FIRM_001,2019-08-01,CM,payments_gateway,1,212210.10011786275,-227378.99174469296,227378.99174469296,319972,25697677.926408034,584621,,3.759480880627854,0.03828951850567027,0.0,series_b,90607395.83390844,0,0.3,0,0,none,1,0
FIRM_001,2019-09-01,CM,payments_gateway,1,227662.49266335793,-217591.0880671242,217591.0880671242,312641,26986099.14857417,577364,,2.0883308129289717,0.0451870412724588,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,1
FIRM_001,2019-10-01,CM,payments_gateway,1,194931.4728143465,-246770.76134680538,246770.76134680538,292020,22121818.861610845,484082,,7.454667219186394,0.06094452343551453,0.0,series_b,90607395.83390844,0,0.3,0,0,none,0,0
FIRM_001,2019-11-01,CM,payments_gateway,1,176870.66417444084,-264919.2923444909,264919.2923444909,275146,20419086.842745163,456498,,3.0734360480460783,0.07429492610837857,0.0,series_b,90607395.83390844,0,0.3,0,1,acquisition_duress,0,0
FIRM_001,2019-12-01,CM,payments_gateway,1,169344.94019803565,-275194.9289054995,275194.9289054995,256178,20742178.89045583,440925,,7.877139826328948,0.06868010425388431,102457317.56902415,series_c_plus,193064713.40293258,0,0.3,0,0,none,1,0
FIRM_001,2020-01-01,CM,payments_gateway,1,195389.9096616985,-258989.20577127772,258989.20577127772,247198,21530752.28884909,428901,,4.221279283125517,0.05322356279556223,0.0,series_c_plus,193064713.40293258,0,0.3,0,0,none,0,0
FIRM_001,2020-02-01,CM,payments_gateway,1,158435.30995697275,-293163.72492095025,293163.72492095025,245940,16105766.979992345,373304,,7.84605223592302,0.03541624071529046,0.0,series_c_plus,193064713.40293258,0,0.3,0,0,none,0,0
FIRM_001,2020-03-01,CM,payments_gateway,1,171179.6709587141,-288010.8837892248,288010.8837892248,233310,19092668.542633392,396823,,5.1432418937463575,0.04583302497383879,0.0,series_c_plus,193064713.40293258,0,0.3,0,1,acquisition_duress,0,0
FIRM_001,2020-04-01,CM,payments_gateway,1,119881.86958062126,-333819.9724677414,333819.9724677414,212842,16312209.98856974,343571,,4.335595224860246,0.025057397109739383,102702310.55025344,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2020-05-01,CM,payments_gateway,1,139641.53138152196,-322651.3811333118,322651.3811333118,193311,14649139.760802843,315685,,6.648101195607922,0.02739759438217714,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2020-06-01,CM,payments_gateway,1,168572.6621923356,-303947.8249798977,303947.8249798977,171793,15711717.009172032,305214,,6.401486957219347,0.032884270988324533,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2020-07-01,CM,payments_gateway,1,118097.04643410962,-348244.1232096156,348244.1232096156,166120,14353799.316121364,289871,,5.834381815564076,0.05028112104474499,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2020-08-01,CM,payments_gateway,1,120073.89331788672,-350047.48772218334,350047.48772218334,162783,13190521.685733227,310014,,4.346224980010566,0.048767392814109405,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2020-09-01,CM,payments_gateway,1,110185.2377197452,-360733.388654939,360733.388654939,153067,12626722.213602759,262455,,8.73209564633117,0.07462082763716779,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2020-10-01,CM,payments_gateway,1,97172.37580306928,-373219.5347907184,373219.5347907184,139673,12369278.923016652,261215,,2.173436488428405,0.0822335762015207,0.0,series_c_plus,295767023.95318604,0,0.3,1,0,none,0,0
FIRM_001,2020-11-01,CM,payments_gateway,1,106081.71341337962,-367399.018581267,367399.018581267,137220,12118987.894571375,261331,,2.8355111735251675,0.03278267392612289,0.0,series_c_plus,295767023.95318604,0,0.3,1,0,none,0,0
FIRM_001,2020-12-01,CM,payments_gateway,1,80670.5830973269,-388104.2862484137,388104.2862484137,128813,8746099.919477,180945,,3.6702705739294927,0.03390961307022672,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2021-01-01,CM,payments_gateway,1,107853.10467414503,-366135.895745571,366135.895745571,121818,10901193.907003025,218325,,6.974482404948756,0.04346090550167232,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2021-02-01,CM,payments_gateway,1,91551.08243870566,-377998.66321179917,377998.66321179917,118678,9426965.228765868,195882,,3.849840445490307,0.06297485085167238,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2021-03-01,CM,payments_gateway,1,102965.518538836,-366995.5069167522,366995.5069167522,108766,10140516.876724172,226125,,7.358742904821846,0.027235182131681895,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2021-04-01,CM,payments_gateway,1,60538.16019892744,-398224.8216753175,398224.8216753175,101649,8020167.143276711,163305,,2.9943961265096144,0.07770817512532299,0.0,series_c_plus,295767023.95318604,0,0.3,0,0,none,0,0
FIRM_001,2021-05-01,CM,payments_gateway,1,59076.95703074161,-396073.4879155942,396073.4879155942,100983,7076307.313043832,154726,,7.2523114088016545,0.07738274776347898,0.0,series_c_plus,295767023.95318604,1,0.4675352383559356,1,0,none,0,0
FIRM_001,2021-06-01,CM,payments_gateway,1,72125.9171111086,-381821.17713255825,381821.17713255825,88863,7906615.146624746,168058,,2.729085212286176,0.020552231745897646,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2021-07-01,CM,payments_gateway,1,53447.18526489428,-392410.39293086214,392410.39293086214,76616,6651674.707327808,136660,,5.676481403299208,0.06081834255399946,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2021-08-01,CM,payments_gateway,1,45808.15716812848,-393853.8234230555,393853.8234230555,70758,5994922.254347653,131634,,2.6319682418139334,0.08227385582062051,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2021-09-01,CM,payments_gateway,1,48771.693726071266,-386613.71809597773,386613.71809597773,66650,5533988.364616328,117921,,7.485334203880228,0.06215424614441254,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2021-10-01,CM,payments_gateway,1,48055.87255776787,-382264.7591486247,382264.7591486247,64124,5636632.946938665,118731,,1.979677713718121,0.049542375694684955,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2021-11-01,CM,payments_gateway,1,47153.73007010322,-378100.8733824509,378100.8733824509,62323,5099024.950312622,105828,,7.695641114130391,0.08408556229392494,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2021-12-01,CM,payments_gateway,1,46399.03773960199,-374040.2830052991,374040.2830052991,59017,5182116.895370397,111209,,3.814504578834222,0.04017962916373622,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-01-01,CM,payments_gateway,1,34611.5796758129,-379107.76409968094,379107.76409968094,56531,4667053.360891343,102327,,2.5373739273346767,0.027157420289164083,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-02-01,CM,payments_gateway,1,30173.6784478555,-378743.74455748516,378743.74455748516,54178,4202759.788879292,95761,,6.571058742200904,0.031021846204809463,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2022-03-01,CM,payments_gateway,1,39220.61625323927,-368183.38403056376,368183.38403056376,53466,4674733.131221265,93876,,2.3457654666436274,0.08284511458478712,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2022-04-01,CM,payments_gateway,1,37738.994779240595,-366651.7449184994,366651.7449184994,52752,4126316.4400536222,90330,,6.965965650704875,0.07364157883423182,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-05-01,CM,payments_gateway,1,31349.19581731482,-369787.86132252053,369787.86132252053,50512,4073798.7890731446,92044,,6.874302205290796,0.0867466489922263,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-06-01,CM,payments_gateway,1,42570.53663069169,-359638.4513033198,359638.4513033198,47992,4704075.76716637,99540,,6.278416940872489,0.029303218704469315,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-07-01,CM,payments_gateway,1,25357.390014181685,-372971.0648262871,372971.0648262871,46343,3463644.8287449786,76244,,4.203185764213522,0.08141045688704529,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-08-01,CM,payments_gateway,1,39870.55597452155,-361817.08538308745,361817.08538308745,46040,4084073.571625158,86786,,3.1668350055678407,0.08275234731390044,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-09-01,CM,payments_gateway,1,32435.902600281854,-368973.8618540287,368973.8618540287,44545,3315569.1853024224,70916,,5.107349321154914,0.07549032375915903,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-10-01,CM,payments_gateway,1,28899.041293155904,-373819.98994765437,373819.98994765437,41106,3394229.298898497,73267,,3.4494512227101506,0.057440153911638876,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-11-01,CM,payments_gateway,1,27823.68933774761,-377407.6855025133,377407.6855025133,38573,3294820.633667453,70573,,2.583348951826168,0.07968111495214332,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2022-12-01,CM,payments_gateway,1,34838.3804092964,-375177.4342691958,375177.4342691958,37429,3492572.629802156,68146,,2.5327213379780797,0.05892058930898663,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-01-01,CM,payments_gateway,1,25673.671444376305,-386430.9830722902,386430.9830722902,35832,3479648.4748765547,74923,,5.4733890351284495,0.07044605660335412,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-02-01,CM,payments_gateway,1,22842.135138611076,-393041.87577403476,393041.87577403476,35298,3063617.8075459814,68285,,2.225935505768867,0.064781659729597,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-03-01,CM,payments_gateway,1,28231.9525414225,-393405.6019858501,393405.6019858501,32899,2917714.3331203237,63470,,2.547723531859948,0.023601518481957375,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-04-01,CM,payments_gateway,1,24247.232029906372,-401448.7339112258,401448.7339112258,31580,2531875.743410509,52861,,6.526252803475991,0.044099174574036476,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-05-01,CM,payments_gateway,1,23359.425908372617,-407091.43549652817,407091.43549652817,31414,2713916.589109824,57312,,3.6311134931030566,0.03569283803174276,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-06-01,CM,payments_gateway,1,24372.633178116186,-411134.09727429907,411134.09727429907,28896,2967930.721600974,61767,,6.360945602076675,0.05558412726225142,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-07-01,CM,payments_gateway,1,19632.487986872446,-419526.9432328714,419526.9432328714,27390,2317663.7207124676,46652,,2.9280945028763194,0.07379698717443778,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-08-01,CM,payments_gateway,1,23864.15074813443,-420428.59181010793,420428.59181010793,27247,2437368.379255192,51646,,6.235928504195765,0.04514726331222736,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-09-01,CM,payments_gateway,1,17574.77790060084,-429260.7198776614,429260.7198776614,26394,1978961.4398330522,47947,,4.3937435469953225,0.0758032861491721,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-10-01,CM,payments_gateway,1,22901.101021245675,-428266.8015100915,428266.8015100915,26114,2409852.7289627455,49724,,2.6669370811277484,0.06816878747965678,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-11-01,CM,payments_gateway,1,21126.238691093786,-432262.45297817694,432262.45297817694,25436,2034479.3258950312,45034,,3.8822572777352775,0.024539740639654365,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2023-12-01,CM,payments_gateway,1,18460.16411007701,-436254.2086483617,436254.2086483617,24320,2010653.9197696988,45599,,3.777807695937206,0.0753087339545196,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-01-01,CM,payments_gateway,1,12464.648973937376,-442108.1225341856,442108.1225341856,23249,1513735.624958327,33116,,5.134153918079079,0.0542940392180413,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-02-01,CM,payments_gateway,1,14688.6194694195,-440597.8273250917,440597.8273250917,22073,1609514.638130311,35186,,2.822479837940154,0.04413014071447658,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2024-03-01,CM,payments_gateway,1,14208.219780993044,-440422.2073633738,440422.2073633738,21183,1476620.048278428,32602,,5.727823671094613,0.016140393830099832,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2024-04-01,CM,payments_gateway,1,12295.2263129752,-440591.01796348405,440591.01796348405,20199,1410198.035458204,30615,,3.6890635087524544,0.028616759637781285,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,1,0,none,0,0
FIRM_001,2024-05-01,CM,payments_gateway,1,14528.805606481288,-436682.2623571463,436682.2623571463,19628,1502143.1734264547,33965,,4.658061739505335,0.04345856553261536,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-06-01,CM,payments_gateway,1,14580.450430062927,-433810.075232783,433810.075232783,18913,1563001.4953381047,33273,,3.723168300203466,0.07040492761855426,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-07-01,CM,payments_gateway,1,12064.265498314453,-432354.8837781314,432354.8837781314,17465,1422524.007100221,29284,,2.4148465392868546,0.04179483545792396,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-08-01,CM,payments_gateway,1,11856.197245268637,-428533.2886310028,428533.2886310028,17019,1615688.2340036246,35341,,7.143345830361835,0.02515923516311973,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-09-01,CM,payments_gateway,1,13370.238624872518,-422894.3849681025,422894.3849681025,16334,1381305.3139359178,30287,,5.595663304938441,0.03303645160204565,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-10-01,CM,payments_gateway,1,8659.513804560078,-421929.2736622903,421929.2736622903,15580,998215.7140274768,22358,,6.9760993300347565,0.05488051663645209,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-11-01,CM,payments_gateway,1,12663.909964329003,-413848.7173993288,413848.7173993288,15060,1264163.8317878721,26545,,2.215770715722753,0.06657089829462849,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2024-12-01,CM,payments_gateway,1,8544.979266091254,-412218.4504656213,412218.4504656213,14634,1167179.4662926882,25867,,4.427277637098089,0.04138278008198612,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2025-01-01,CM,payments_gateway,1,10512.236101191836,-405824.5618148026,405824.5618148026,14076,1139947.739787536,26197,,3.13592841611063,0.051916843920047404,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2025-02-01,CM,payments_gateway,1,10427.637134779701,-401304.0965615222,401304.0965615222,13858,1008945.6834243245,20349,,6.895131099077679,0.03929965746140441,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2025-03-01,CM,payments_gateway,1,10601.017559095519,-396945.4236107152,396945.4236107152,12804,1004887.5520735893,22107,,4.1657528910473065,0.050367338102519366,0.0,series_c_plus,295767023.95318604,0,0.4675352383559356,0,0,none,0,0
FIRM_001,2025-04-01,CM,payments_gateway,1,9632.787252865377,-393982.8597482011,393982.8597482011,12612,1070246.637962078,21813,,3.1384011786420913,0.03461880685946826,0.0,series_c_plus,295767023.95318604,1,0.8590323419090942,0,0,none,0,0
FIRM_001,2025-05-01,CM,payments_gateway,1,7104.303584170929,-392842.6860642748,392842.6860642748,10535,898146.4316203453,18983,,9.041482706675165,0.043519251119636095,0.0,series_c_plus,295767023.95318604,0,0.8590323419090942,0,0,none,0,0
FIRM_001,2025-06-01,CM,payments_gateway,1,5505.052080730111,-391627.4352278817,391627.4352278817,8587,654963.0728865815,14342,,8.066431335934645,0.022902558219178436,0.0,series_c_plus,295767023.95318604,0,0.8590323419090942,1,0,none,0,0
FIRM_001,2025-07-01,CM,payments_gateway,1,5816.264946710647,-389633.36284874997,389633.36284874997,7140,650079.5774230793,13647,,8.07516852166089,0.07198752841226772,0.0,series_c_plus,295767023.95318604,0,0.8590323419090942,1,0,none,0,0
FIRM_001,2025-08-01,CM,payments_gateway,1,4858.982249126122,-389435.00294909,389435.00294909,5793,458709.40421595844,9408,,7.158411908113939,0.019395196961024135,0.0,series_c_plus,295767023.95318604,0,0.8590323419090942,1,0,none,0,0
FIRM_001,2025-09-01,CM,payments_gateway,1,2800.6960531157833,-390936.90278764744,390936.90278764744,4722,381653.7224312527,8106,,5.481866484817001,0.024001464190431764,0.0,series_c_plus,295767023.95318604,0,0.8590323419090942,1,0,none,0,0
FIRM_002,2017-01-01,ET,wealth_investing,1,2309.9489964465506,-96412.116764352,96412.116764352,35623,815490.3375385131,7124,,10.305764764942063,0.0338977717425871,0.0,seed,2116871.2678432986,0,0.0,0,0,none,0,0
FIRM_002,2017-02-01,ET,wealth_investing,1,5309.228870959531,-95186.47063902057,95186.47063902057,33822,1642713.212732023,14551,,12.011731315534911,0.02304974196979204,15994025.12830162,series_a,18110896.39614492,0,0.0,0,0,none,0,0
FIRM_002,2017-03-01,ET,wealth_investing,1,3673.808663916491,-97588.66723976248,97588.66723976248,32622,1262315.6777226003,10971,,5.861778001411563,0.02489836427443474,0.0,series_a,18110896.39614492,0,0.0,0,0,none,0,0
FIRM_002,2017-04-01,ET,wealth_investing,1,5088.207663756524,-97515.72450321927,97515.72450321927,32914,1558542.6160316335,13844,,4.249500038542645,0.05341520885942501,0.0,series_a,18110896.39614492,0,0.0,0,0,none,0,0
FIRM_002,2017-05-01,ET,wealth_investing,1,3339.2561951280363,-99850.71049966448,99850.71049966448,32120,1069915.2275526205,9498,,9.850615268915748,0.036387549271317786,0.0,series_a,18110896.39614492,0,0.0,0,0,none,0,0
FIRM_002,2017-06-01,ET,wealth_investing,1,4965.111769892495,-99408.10779696588,99408.10779696588,31734,1583564.9318451476,14235,,4.494792980782847,0.021593237758005635,0.0,series_a,18110896.39614492,0,0.0,0,0,none,0,0
FIRM_002,2017-07-01,ET,wealth_investing,1,2487.014084675038,-102052.86994764453,102052.86994764453,31469,728401.4348391101,6293,,9.181061217809804,0.03009597216593089,0.0,series_a,18110896.39614492,0,0.0,0,0,none,0,0
FIRM_002,2017-08-01,ET,wealth_investing,1,2479.1908970717805,-102593.99428151984,102593.99428151984,30786,696468.5421637594,6157,,5.493950810102231,0.037893984198113496,0.0,series_a,18110896.39614492,0,0.0,0,0,none,0,0
FIRM_002,2017-09-01,ET,wealth_investing,1,2564.725657456957,-102895.52420127901,102895.52420127901,29682,921980.8674289361,8256,,7.749081595348471,0.021028933151975456,0.0,series_a,18110896.39614492,0,0.0,0,0,none,0,0
