country_code,country_name,year,value,indicator
UG,Uganda,2014,8.826283,GFDD.EI.01
UG,Uganda,2013,10.31785,GFDD.EI.01
UG,Uganda,2012,10.96422,GFDD.EI.01
UG,Uganda,2011,10.15799,GFDD.EI.01
UG,Uganda,2010,8.607578,GFDD.EI.01
ZA,South Africa,2021,3.05382,GFDD.EI.01
ZA,South Africa,2020,2.874784,GFDD.EI.01
ZA,South Africa,2019,3.313691,GFDD.EI.01
ZA,South Africa,2018,3.185765,GFDD.EI.01
ZA,South Africa,2017,3.662491,GFDD.EI.01
ZA,South Africa,2016,3.462312,GFDD.EI.01
ZA,South Africa,2015,2.888509,GFDD.EI.01
ZA,South Africa,2014,3.325192,GFDD.EI.01
ZA,South Africa,2013,3.073171,GFDD.EI.01
ZA,South Africa,2012,3.047073,GFDD.EI.01
ZA,South Africa,2011,2.763536,GFDD.EI.01
ZA,South Africa,2010,3.069654,GFDD.EI.01
ZM,Zambia,2021,9.416218,GFDD.EI.01
ZM,Zambia,2020,6.621246,GFDD.EI.01
ZM,Zambia,2019,8.404098,GFDD.EI.01
ZM,Zambia,2018,5.71987,GFDD.EI.01
ZM,Zambia,2017,12.0457,GFDD.EI.01
ZM,Zambia,2016,9.62908,GFDD.EI.01
ZM,Zambia,2015,6.970846,GFDD.EI.01
ZM,Zambia,2014,8.386608,GFDD.EI.01
ZM,Zambia,2013,8.770688,GFDD.EI.01
ZM,Zambia,2012,8.77597,GFDD.EI.01
ZM,Zambia,2011,8.494536,GFDD.EI.01
ZM,Zambia,2010,9.852324,GFDD.EI.01
