building_id,period,year,month,monthly_energy_kwh,retrofit,retrofit_date,retrofit_scopes,savings_fraction_post
B00001,2024-04-30,2024,4,776123.6876485428,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-05-31,2024,5,772897.6350041513,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-06-30,2024,6,685933.7948966966,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-07-31,2024,7,783556.5243948791,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-08-31,2024,8,709863.3835596082,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-09-30,2024,9,807377.520767761,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-10-31,2024,10,776644.2863864483,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-11-30,2024,11,762399.9842134998,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2024-12-31,2024,12,812974.9299321985,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-01-31,2025,1,792668.9539687374,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-02-28,2025,2,825514.0872383673,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-03-31,2025,3,796630.134162476,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-04-30,2025,4,859712.283695065,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-05-31,2025,5,803585.2544448104,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-06-30,2025,6,829198.3619010265,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-07-31,2025,7,749738.529345101,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-08-31,2025,8,762765.471080833,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-09-30,2025,9,795721.0208068396,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-10-31,2025,10,806273.9182946668,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-11-30,2025,11,787476.0330392933,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00001,2025-12-31,2025,12,805897.971468983,True,2023-12-31,"hvac,lighting,controls",0.23508018714539028
B00002,2022-01-31,2022,1,1015371.6597671902,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-02-28,2022,2,1011116.974243066,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-03-31,2022,3,952820.4084065233,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-04-30,2022,4,950240.4612176018,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-05-31,2022,5,912441.9769093437,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-06-30,2022,6,899897.2571667783,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-07-31,2022,7,892937.2352375034,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-08-31,2022,8,924416.3014116307,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-09-30,2022,9,878887.8521682824,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-10-31,2022,10,1001656.9716879245,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-11-30,2022,11,937244.2388027395,True,2023-02-28,"envelope,hvac",0.0
B00002,2022-12-31,2022,12,1023355.8133434269,True,2023-02-28,"envelope,hvac",0.0
B00002,2023-01-31,2023,1,994043.0853326891,True,2023-02-28,"envelope,hvac",0.0
B00002,2023-02-28,2023,2,1008323.9434608002,True,2023-02-28,"envelope,hvac",0.0
B00002,2023-03-31,2023,3,726351.5458908431,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-04-30,2023,4,685830.5876152739,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-05-31,2023,5,719661.8926522516,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-06-30,2023,6,658420.0409553532,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-07-31,2023,7,628782.6894490492,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-08-31,2023,8,646633.6280912379,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-09-30,2023,9,589023.8273686446,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-10-31,2023,10,695472.6850648685,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-11-30,2023,11,750751.8377404946,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2023-12-31,2023,12,753228.1095516216,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-01-31,2024,1,678862.5872024485,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-02-29,2024,2,729660.1194302217,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-03-31,2024,3,717681.0749649944,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-04-30,2024,4,653465.6929869446,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-05-31,2024,5,615059.1218203655,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-06-30,2024,6,651215.7163739423,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-07-31,2024,7,678269.0392579294,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-08-31,2024,8,650013.8758202579,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-09-30,2024,9,691580.038618264,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-10-31,2024,10,636388.7359822022,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-11-30,2024,11,676542.0232270551,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2024-12-31,2024,12,685085.5291801143,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-01-31,2025,1,710124.725490528,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-02-28,2025,2,722192.4552804427,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-03-31,2025,3,709137.294184853,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-04-30,2025,4,692401.1114392026,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-05-31,2025,5,664342.9004506448,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-06-30,2025,6,628251.9205535293,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-07-31,2025,7,655800.7512151597,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-08-31,2025,8,665044.6001731852,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-09-30,2025,9,702327.5477154712,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-10-31,2025,10,624881.7589433655,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-11-30,2025,11,686313.5060542797,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00002,2025-12-31,2025,12,686994.336916724,True,2023-02-28,"envelope,hvac",0.2641073772009709
B00003,2022-01-31,2022,1,592640.7417320418,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-02-28,2022,2,712986.0957277553,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-03-31,2022,3,617676.1417043877,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-04-30,2022,4,613372.110174832,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-05-31,2022,5,606346.6688379477,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-06-30,2022,6,566247.9729626998,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-07-31,2022,7,586520.3387808573,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-08-31,2022,8,603857.2527446178,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-09-30,2022,9,611688.8652989566,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-10-31,2022,10,618518.483197181,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-11-30,2022,11,608277.6321473334,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2022-12-31,2022,12,612596.9035644328,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2023-01-31,2023,1,638777.2261728224,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2023-02-28,2023,2,618822.5507008539,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2023-03-31,2023,3,628423.4098661683,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2023-04-30,2023,4,590771.7333266222,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2023-05-31,2023,5,565747.7911111902,True,2023-05-31,"envelope,hvac,lighting,controls",0.0
B00003,2023-06-30,2023,6,344029.39746772655,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2023-07-31,2023,7,343139.21130298264,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2023-08-31,2023,8,376888.7033692945,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2023-09-30,2023,9,398983.2641981208,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2023-10-31,2023,10,392682.2790497127,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2023-11-30,2023,11,385054.2141744349,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2023-12-31,2023,12,376255.9096643077,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-01-31,2024,1,414167.09605587245,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-02-29,2024,2,364138.31358395435,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-03-31,2024,3,351986.8583760165,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-04-30,2024,4,351290.77452802984,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-05-31,2024,5,356105.01521572773,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-06-30,2024,6,332928.1181661876,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-07-31,2024,7,345535.88063066336,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-08-31,2024,8,377158.46519778896,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-09-30,2024,9,380586.63965311286,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-10-31,2024,10,396377.34367859975,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-11-30,2024,11,373464.38204438123,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2024-12-31,2024,12,362624.9861748297,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-01-31,2025,1,360450.9889220238,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-02-28,2025,2,398041.56361621467,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-03-31,2025,3,336928.061225874,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-04-30,2025,4,367774.5821959859,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-05-31,2025,5,360374.99413737666,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-06-30,2025,6,330305.9825062412,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-07-31,2025,7,351940.8195080751,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-08-31,2025,8,350263.46942659287,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-09-30,2025,9,347444.7689675824,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-10-31,2025,10,338765.6788235403,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-11-30,2025,11,366991.57901995716,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00003,2025-12-31,2025,12,338446.28622424655,True,2023-05-31,"envelope,hvac,lighting,controls",0.390974234432507
B00004,2022-01-31,2022,1,309033.0584329732,False,,,0.0
B00004,2022-02-28,2022,2,305505.4893520331,False,,,0.0
B00004,2022-03-31,2022,3,273357.51743911346,False,,,0.0
B00004,2022-04-30,2022,4,262730.3714553961,False,,,0.0
B00004,2022-05-31,2022,5,272303.4833642031,False,,,0.0
B00004,2022-06-30,2022,6,288737.0915817378,False,,,0.0
B00004,2022-07-31,2022,7,278684.02416215016,False,,,0.0
B00004,2022-08-31,2022,8,278924.80639892694,False,,,0.0
B00004,2022-09-30,2022,9,272987.8517442035,False,,,0.0
B00004,2022-10-31,2022,10,288523.70883130684,False,,,0.0
B00004,2022-11-30,2022,11,296501.8625943906,False,,,0.0
B00004,2022-12-31,2022,12,319938.0866318621,False,,,0.0
B00004,2023-01-31,2023,1,337242.36627987726,False,,,0.0
B00004,2023-02-28,2023,2,318258.36159909365,False,,,0.0
B00004,2023-03-31,2023,3,303167.3268944891,False,,,0.0
B00004,2023-04-30,2023,4,286839.22093467345,False,,,0.0
B00004,2023-05-31,2023,5,260256.16902351636,False,,,0.0
B00004,2023-06-30,2023,6,274333.4244881835,False,,,0.0
B00004,2023-07-31,2023,7,251334.55303604694,False,,,0.0
B00004,2023-08-31,2023,8,282212.4188117474,False,,,0.0
B00004,2023-09-30,2023,9,289281.1940828423,False,,,0.0
B00004,2023-10-31,2023,10,281909.4458214198,False,,,0.0
B00004,2023-11-30,2023,11,298363.20840211323,False,,,0.0
B00004,2023-12-31,2023,12,292272.6910192385,False,,,0.0
B00004,2024-01-31,2024,1,295225.08551487164,False,,,0.0
B00004,2024-02-29,2024,2,289625.9552228412,False,,,0.0
B00004,2024-03-31,2024,3,301288.9854972131,False,,,0.0
B00004,2024-04-30,2024,4,285867.7543600977,False,,,0.0
B00004,2024-05-31,2024,5,293258.99873414735,False,,,0.0
B00004,2024-06-30,2024,6,271970.68997800775,False,,,0.0
B00004,2024-07-31,2024,7,294833.1395284301,False,,,0.0
B00004,2024-08-31,2024,8,283772.12375080725,False,,,0.0
B00004,2024-09-30,2024,9,289514.3538528058,False,,,0.0
B00004,2024-10-31,2024,10,309297.09447432455,False,,,0.0
B00004,2024-11-30,2024,11,287295.7482712449,False,,,0.0
B00004,2024-12-31,2024,12,322419.79960645165,False,,,0.0
B00004,2025-01-31,2025,1,297726.2749688134,False,,,0.0
B00004,2025-02-28,2025,2,283466.4057169973,False,,,0.0
B00004,2025-03-31,2025,3,309357.7150850644,False,,,0.0
B00004,2025-04-30,2025,4,303062.84959710034,False,,,0.0
B00004,2025-05-31,2025,5,245555.77506297574,False,,,0.0
B00004,2025-06-30,2025,6,281396.03208386066,False,,,0.0
B00004,2025-07-31,2025,7,283971.092454641,False,,,0.0
B00004,2025-08-31,2025,8,283776.9510897706,False,,,0.0
B00004,2025-09-30,2025,9,261180.72922210515,False,,,0.0
B00004,2025-10-31,2025,10,292148.9246601517,False,,,0.0
B00004,2025-11-30,2025,11,294231.671605364,False,,,0.0
B00004,2025-12-31,2025,12,319805.7197711156,False,,,0.0
B00005,2022-01-31,2022,1,83944.90667425586,False,,,0.0
B00005,2022-02-28,2022,2,78253.9838231506,False,,,0.0
B00005,2022-03-31,2022,3,76468.85742119544,False,,,0.0
B00005,2022-04-30,2022,4,76680.9779595769,False,,,0.0
B00005,2022-05-31,2022,5,70337.61241850884,False,,,0.0
B00005,2022-06-30,2022,6,72452.60164088907,False,,,0.0
B00005,2022-07-31,2022,7,75211.11047788872,False,,,0.0
B00005,2022-08-31,2022,8,73925.66479200798,False,,,0.0
B00005,2022-09-30,2022,9,85040.19962516513,False,,,0.0
B00005,2022-10-31,2022,10,74798.72225020407,False,,,0.0
B00005,2022-11-30,2022,11,70576.92172412027,False,,,0.0
B00005,2022-12-31,2022,12,84167.9576416379,False,,,0.0
B00005,2023-01-31,2023,1,80375.25509542969,False,,,0.0
B00005,2023-02-28,2023,2,77809.24932425994,False,,,0.0
B00005,2023-03-31,2023,3,82478.61602880189,False,,,0.0
B00005,2023-04-30,2023,4,78558.70919289421,False,,,0.0
B00005,2023-05-31,2023,5,73069.12791661653,False,,,0.0
B00005,2023-06-30,2023,6,75336.08087493987,False,,,0.0
B00005,2023-07-31,2023,7,67424.60469981201,False,,,0.0
B00005,2023-08-31,2023,8,68874.44917538294,False,,,0.0
B00005,2023-09-30,2023,9,72994.5573638624,False,,,0.0
B00005,2023-10-31,2023,10,77012.88030031255,False,,,0.0
B00005,2023-11-30,2023,11,74090.01574131423,False,,,0.0
B00005,2023-12-31,2023,12,81913.04048307933,False,,,0.0
B00005,2024-01-31,2024,1,81780.85875398743,False,,,0.0
B00005,2024-02-29,2024,2,75705.54505688557,False,,,0.0
B00005,2024-03-31,2024,3,82187.17226451664,False,,,0.0
B00005,2024-04-30,2024,4,82947.09744939454,False,,,0.0
B00005,2024-05-31,2024,5,71767.74083230438,False,,,0.0
B00005,2024-06-30,2024,6,68614.68759645181,False,,,0.0
B00005,2024-07-31,2024,7,70916.04250290348,False,,,0.0
B00005,2024-08-31,2024,8,68255.3847611155,False,,,0.0
B00005,2024-09-30,2024,9,72000.45422534677,False,,,0.0
B00005,2024-10-31,2024,10,76546.30034277136,False,,,0.0
B00005,2024-11-30,2024,11,75416.26551316911,False,,,0.0
B00005,2024-12-31,2024,12,81493.76511997862,False,,,0.0
B00005,2025-01-31,2025,1,76870.40862315083,False,,,0.0
B00005,2025-02-28,2025,2,81823.70698579591,False,,,0.0
B00005,2025-03-31,2025,3,79450.67251866162,False,,,0.0
B00005,2025-04-30,2025,4,74290.43654567406,False,,,0.0
B00005,2025-05-31,2025,5,79326.38034838563,False,,,0.0
B00005,2025-06-30,2025,6,72383.76848614529,False,,,0.0
B00005,2025-07-31,2025,7,71419.12251373132,False,,,0.0
B00005,2025-08-31,2025,8,73267.76588990366,False,,,0.0
B00005,2025-09-30,2025,9,67614.8538763675,False,,,0.0
B00005,2025-10-31,2025,10,80041.4238387199,False,,,0.0
B00005,2025-11-30,2025,11,84875.49687788192,False,,,0.0
B00005,2025-12-31,2025,12,82590.46030171712,False,,,0.0
B00006,2022-01-31,2022,1,1379548.7997689997,False,,,0.0
B00006,2022-02-28,2022,2,1294626.2573915953,False,,,0.0
B00006,2022-03-31,2022,3,1405947.37643368,False,,,0.0
B00006,2022-04-30,2022,4,1312246.0627135506,False,,,0.0
B00006,2022-05-31,2022,5,1226623.6538296787,False,,,0.0
B00006,2022-06-30,2022,6,1200517.7587626262,False,,,0.0
B00006,2022-07-31,2022,7,1282176.9215288747,False,,,0.0
B00006,2022-08-31,2022,8,1214755.0783574088,False,,,0.0
B00006,2022-09-30,2022,9,1206969.5600796891,False,,,0.0
B00006,2022-10-31,2022,10,1383338.2856938432,False,,,0.0
B00006,2022-11-30,2022,11,1329417.0804952928,False,,,0.0
B00006,2022-12-31,2022,12,1268724.182517483,False,,,0.0
B00006,2023-01-31,2023,1,1458373.956928784,False,,,0.0
B00006,2023-02-28,2023,2,1358209.3375212427,False,,,0.0
B00006,2023-03-31,2023,3,1205625.672457299,False,,,0.0
B00006,2023-04-30,2023,4,1359082.5003430382,False,,,0.0
B00006,2023-05-31,2023,5,1210362.9002644406,False,,,0.0
B00006,2023-06-30,2023,6,1212833.2552730427,False,,,0.0
B00006,2023-07-31,2023,7,1342049.9706697103,False,,,0.0
B00006,2023-08-31,2023,8,1295879.372335843,False,,,0.0
B00006,2023-09-30,2023,9,1176937.6299467299,False,,,0.0
B00006,2023-10-31,2023,10,1329196.0594863277,False,,,0.0
B00006,2023-11-30,2023,11,1399650.1750862512,False,,,0.0
B00006,2023-12-31,2023,12,1440899.1786177375,False,,,0.0
B00006,2024-01-31,2024,1,1198499.283832852,False,,,0.0
B00006,2024-02-29,2024,2,1351019.956075317,False,,,0.0
B00006,2024-03-31,2024,3,1275975.2694375936,False,,,0.0
B00006,2024-04-30,2024,4,1270008.5492806258,False,,,0.0
B00006,2024-05-31,2024,5,1206355.2446758891,False,,,0.0
B00006,2024-06-30,2024,6,1252073.5176305145,False,,,0.0
B00006,2024-07-31,2024,7,1214449.5074719072,False,,,0.0
B00006,2024-08-31,2024,8,1327061.9684848774,False,,,0.0
B00006,2024-09-30,2024,9,1213511.7269234266,False,,,0.0
B00006,2024-10-31,2024,10,1228530.418173753,False,,,0.0
B00006,2024-11-30,2024,11,1319583.5740468446,False,,,0.0
B00006,2024-12-31,2024,12,1414328.7672902662,False,,,0.0
B00006,2025-01-31,2025,1,1329676.846527492,False,,,0.0
B00006,2025-02-28,2025,2,1308190.1393100373,False,,,0.0
B00006,2025-03-31,2025,3,1298058.5722827364,False,,,0.0
B00006,2025-04-30,2025,4,1262307.7109539593,False,,,0.0
B00006,2025-05-31,2025,5,1135858.3129683158,False,,,0.0
B00006,2025-06-30,2025,6,1226212.1239446003,False,,,0.0
B00006,2025-07-31,2025,7,1154476.406354048,False,,,0.0
B00006,2025-08-31,2025,8,1205664.3368402869,False,,,0.0
B00006,2025-09-30,2025,9,1197648.25326022,False,,,0.0
B00006,2025-10-31,2025,10,1376019.9151348094,False,,,0.0
B00006,2025-11-30,2025,11,1239885.6864144597,False,,,0.0
B00006,2025-12-31,2025,12,1374783.3149331505,False,,,0.0
B00007,2022-01-31,2022,1,78418.70710276108,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-02-28,2022,2,69319.30487342417,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-03-31,2022,3,68825.28743938131,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-04-30,2022,4,72136.98076304869,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-05-31,2022,5,65197.001686504,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-06-30,2022,6,66709.41526284652,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-07-31,2022,7,66104.67142952056,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-08-31,2022,8,68226.58272999986,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-09-30,2022,9,66945.89387855055,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-10-31,2022,10,79310.5285534718,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-11-30,2022,11,74997.03229629707,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2022-12-31,2022,12,76369.75989437508,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2023-01-31,2023,1,68712.90876573505,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2023-02-28,2023,2,67974.26895574553,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2023-03-31,2023,3,72609.17089028556,True,2023-03-31,"envelope,hvac,lighting,controls",0.0
B00007,2023-04-30,2023,4,42509.10416697664,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-05-31,2023,5,39915.96604796053,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-06-30,2023,6,41125.081851997726,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-07-31,2023,7,34327.34449098478,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-08-31,2023,8,40767.890170404404,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-09-30,2023,9,42250.72356263806,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-10-31,2023,10,37537.33565728434,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-11-30,2023,11,42474.235956377255,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2023-12-31,2023,12,42765.88700519531,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2024-01-31,2024,1,41815.82114638944,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2024-02-29,2024,2,38298.707620425674,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2024-03-31,2024,3,39191.9922712166,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2024-04-30,2024,4,41374.33870058652,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2024-05-31,2024,5,41884.794078103856,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2024-06-30,2024,6,39149.69788237067,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
B00007,2024-07-31,2024,7,42128.67476997386,True,2023-03-31,"envelope,hvac,lighting,controls",0.41748068875876293
