country,month,year,cyber_incidents,hhi,new_fintech_licenses,google_trend_mobile_money_fraud,sentiment_score
Ethiopia,2019-09,2019,17,2684.1332,8,42.0,0.137
Ethiopia,2019-10,2019,17,2684.1332,8,50.0,0.055
Ethiopia,2019-11,2019,17,2684.1332,8,59.0,0.071
Ethiopia,2019-12,2019,17,2684.1332,8,51.0,-0.111
Ethiopia,2020-01,2020,17,2096.1763,3,50.0,0.193
Ethiopia,2020-02,2020,17,2096.1763,3,57.0,0.125
Ethiopia,2020-03,2020,17,2096.1763,3,41.0,-0.05
Ethiopia,2020-04,2020,17,2096.1763,3,43.0,0.12
Ethiopia,2020-05,2020,17,2096.1763,3,46.0,-0.009
Ethiopia,2020-06,2020,17,2096.1763,3,56.0,0.085
Ethiopia,2020-07,2020,17,2096.1763,3,47.0,0.202
Ethiopia,2020-08,2020,17,2096.1763,3,54.0,0.15
Ethiopia,2020-09,2020,17,2096.1763,3,62.0,0.321
Ethiopia,2020-10,2020,17,2096.1763,3,71.0,0.013
Ethiopia,2020-11,2020,17,2096.1763,3,58.0,-0.178
Ethiopia,2020-12,2020,17,2096.1763,3,68.0,-0.022
Ethiopia,2021-01,2021,15,2540.2996,8,65.0,0.241
Ethiopia,2021-02,2021,15,2540.2996,8,69.0,0.278
Ethiopia,2021-03,2021,15,2540.2996,8,90.0,-0.03
Ethiopia,2021-04,2021,15,2540.2996,8,67.0,0.086
Ethiopia,2021-05,2021,15,2540.2996,8,69.0,-0.171
Ethiopia,2021-06,2021,15,2540.2996,8,76.0,0.216
Ethiopia,2021-07,2021,15,2540.2996,8,59.0,0.094
Ethiopia,2021-08,2021,15,2540.2996,8,61.0,0.182
Ethiopia,2021-09,2021,15,2540.2996,8,67.0,0.224
Ethiopia,2021-10,2021,15,2540.2996,8,66.0,0.012
Ethiopia,2021-11,2021,15,2540.2996,8,38.0,0.048
Ethiopia,2021-12,2021,15,2540.2996,8,63.0,0.078
Ethiopia,2022-01,2022,18,3399.224800000001,14,68.0,0.264
Ethiopia,2022-02,2022,18,3399.224800000001,14,58.0,0.222
Ethiopia,2022-03,2022,18,3399.224800000001,14,60.0,0.077
Ethiopia,2022-04,2022,18,3399.224800000001,14,55.0,0.054
Ethiopia,2022-05,2022,18,3399.224800000001,14,49.0,-0.07
Ethiopia,2022-06,2022,18,3399.224800000001,14,73.0,0.077
Ethiopia,2022-07,2022,18,3399.224800000001,14,63.0,0.282
Ethiopia,2022-08,2022,18,3399.224800000001,14,61.0,0.155
Ethiopia,2022-09,2022,18,3399.224800000001,14,50.0,0.247
Ethiopia,2022-10,2022,18,3399.224800000001,14,73.0,0.025
Ethiopia,2022-11,2022,18,3399.224800000001,14,53.0,0.175
Ethiopia,2022-12,2022,18,3399.224800000001,14,58.0,0.053
Ethiopia,2023-01,2023,21,2744.0256999999997,9,61.0,0.134
Ethiopia,2023-02,2023,21,2744.0256999999997,9,75.0,0.27
Ethiopia,2023-03,2023,21,2744.0256999999997,9,76.0,-0.087
Ethiopia,2023-04,2023,21,2744.0256999999997,9,65.0,-0.013
Ethiopia,2023-05,2023,21,2744.0256999999997,9,63.0,-0.009
Ethiopia,2023-06,2023,21,2744.0256999999997,9,52.0,0.198
Ethiopia,2023-07,2023,21,2744.0256999999997,9,80.0,0.207
Ethiopia,2023-08,2023,21,2744.0256999999997,9,64.0,0.195
Ethiopia,2023-09,2023,21,2744.0256999999997,9,72.0,0.1
Ethiopia,2023-10,2023,21,2744.0256999999997,9,75.0,-0.119
Ethiopia,2023-11,2023,21,2744.0256999999997,9,63.0,-0.152
Ethiopia,2023-12,2023,21,2744.0256999999997,9,51.0,0.083
Ethiopia,2024-01,2024,21,3889.2599000000005,13,44.0,0.289
Ethiopia,2024-02,2024,21,3889.2599000000005,13,79.0,0.175
Ethiopia,2024-03,2024,21,3889.2599000000005,13,75.0,0.1
Ethiopia,2024-04,2024,21,3889.2599000000005,13,76.0,-0.006
Ethiopia,2024-05,2024,21,3889.2599000000005,13,83.0,0.141
Ethiopia,2024-06,2024,21,3889.2599000000005,13,49.0,0.105
Ethiopia,2024-07,2024,21,3889.2599000000005,13,65.0,0.36
Ethiopia,2024-08,2024,21,3889.2599000000005,13,73.0,0.067
Ethiopia,2024-09,2024,21,3889.2599000000005,13,88.0,0.098
Ethiopia,2024-10,2024,21,3889.2599000000005,13,100.0,-0.212
Ethiopia,2024-11,2024,21,3889.2599000000005,13,73.0,0.081
Ethiopia,2024-12,2024,21,3889.2599000000005,13,76.0,0.167
Ghana,2018-01,2018,35,1845.632,5,36.0,0.167
Ghana,2018-02,2018,35,1845.632,5,42.0,0.131
Ghana,2018-03,2018,35,1845.632,5,38.0,0.091
Ghana,2018-04,2018,35,1845.632,5,27.0,0.001
Ghana,2018-05,2018,35,1845.632,5,55.0,-0.292
Ghana,2018-06,2018,35,1845.632,5,46.0,-0.069
Ghana,2018-07,2018,35,1845.632,5,31.0,0.104
Ghana,2018-08,2018,35,1845.632,5,33.0,0.142
Ghana,2018-09,2018,35,1845.632,5,30.0,0.116
Ghana,2018-10,2018,35,1845.632,5,28.0,0.025
Ghana,2018-11,2018,35,1845.632,5,37.0,0.101
Ghana,2018-12,2018,35,1845.632,5,22.0,0.027
Ghana,2019-01,2019,36,2200.2239999999997,4,26.0,0.117
Ghana,2019-02,2019,36,2200.2239999999997,4,30.0,-0.005
Ghana,2019-03,2019,36,2200.2239999999997,4,38.0,-0.079
Ghana,2019-04,2019,36,2200.2239999999997,4,28.0,0.013
Ghana,2019-05,2019,36,2200.2239999999997,4,31.0,0.072
Ghana,2019-06,2019,36,2200.2239999999997,4,39.0,0.183
Ghana,2019-07,2019,36,2200.2239999999997,4,43.0,0.036
Ghana,2019-08,2019,36,2200.2239999999997,4,40.0,0.137
Ghana,2019-09,2019,36,2200.2239999999997,4,42.0,0.121
Ghana,2019-10,2019,36,2200.2239999999997,4,50.0,0.18
Ghana,2019-11,2019,36,2200.2239999999997,4,59.0,-0.027
Ghana,2019-12,2019,36,2200.2239999999997,4,51.0,0.142
Ghana,2020-01,2020,35,1897.8791999999999,7,50.0,0.163
Ghana,2020-02,2020,35,1897.8791999999999,7,57.0,0.29
Ghana,2020-03,2020,35,1897.8791999999999,7,41.0,0.136
Ghana,2020-04,2020,35,1897.8791999999999,7,43.0,-0.041
Ghana,2020-05,2020,35,1897.8791999999999,7,46.0,-0.18
Ghana,2020-06,2020,35,1897.8791999999999,7,56.0,-0.002
Ghana,2020-07,2020,35,1897.8791999999999,7,47.0,0.245
Ghana,2020-08,2020,35,1897.8791999999999,7,54.0,0.244
Ghana,2020-09,2020,35,1897.8791999999999,7,62.0,0.064
Ghana,2020-10,2020,35,1897.8791999999999,7,71.0,-0.063
Ghana,2020-11,2020,35,1897.8791999999999,7,58.0,-0.213
Ghana,2020-12,2020,35,1897.8791999999999,7,68.0,0.121
Ghana,2021-01,2021,34,2127.964,5,65.0,0.22
Ghana,2021-02,2021,34,2127.964,5,69.0,0.175
Ghana,2021-03,2021,34,2127.964,5,90.0,0.125
Ghana,2021-04,2021,34,2127.964,5,67.0,-0.293
Ghana,2021-05,2021,34,2127.964,5,69.0,-0.105
Ghana,2021-06,2021,34,2127.964,5,76.0,0.128
Ghana,2021-07,2021,34,2127.964,5,59.0,0.153
Ghana,2021-08,2021,34,2127.964,5,61.0,0.213
Ghana,2021-09,2021,34,2127.964,5,67.0,0.105
Ghana,2021-10,2021,34,2127.964,5,66.0,0.046
Ghana,2021-11,2021,34,2127.964,5,38.0,-0.05
Ghana,2021-12,2021,34,2127.964,5,63.0,-0.165
Ghana,2022-01,2022,40,1904.0121000000001,19,68.0,0.121
Ghana,2022-02,2022,40,1904.0121000000001,19,58.0,0.102
Ghana,2022-03,2022,40,1904.0121000000001,19,60.0,0.107
Ghana,2022-04,2022,40,1904.0121000000001,19,55.0,-0.11
Ghana,2022-05,2022,40,1904.0121000000001,19,49.0,0.005
Ghana,2022-06,2022,40,1904.0121000000001,19,73.0,0.021
Ghana,2022-07,2022,40,1904.0121000000001,19,63.0,0.058
Ghana,2022-08,2022,40,1904.0121000000001,19,61.0,0.21
Ghana,2022-09,2022,40,1904.0121000000001,19,50.0,0.109
Ghana,2022-10,2022,40,1904.0121000000001,19,73.0,-0.094
Ghana,2022-11,2022,40,1904.0121000000001,19,53.0,0.124
Ghana,2022-12,2022,40,1904.0121000000001,19,58.0,0.027
Ghana,2023-01,2023,40,2036.3918999999999,11,61.0,0.148
Ghana,2023-02,2023,40,2036.3918999999999,11,75.0,0.164
Ghana,2023-03,2023,40,2036.3918999999999,11,76.0,0.061
Ghana,2023-04,2023,40,2036.3918999999999,11,65.0,-0.141
Ghana,2023-05,2023,40,2036.3918999999999,11,63.0,-0.24
Ghana,2023-06,2023,40,2036.3918999999999,11,52.0,-0.078
Ghana,2023-07,2023,40,2036.3918999999999,11,80.0,0.176
Ghana,2023-08,2023,40,2036.3918999999999,11,64.0,-0.004
Ghana,2023-09,2023,40,2036.3918999999999,11,72.0,0.061
Ghana,2023-10,2023,40,2036.3918999999999,11,75.0,0.023
Ghana,2023-11,2023,40,2036.3918999999999,11,63.0,-0.069
Ghana,2023-12,2023,40,2036.3918999999999,11,51.0,0.202
Ghana,2024-01,2024,40,1775.1675,14,44.0,0.306
Ghana,2024-02,2024,40,1775.1675,14,79.0,0.192
Ghana,2024-03,2024,40,1775.1675,14,75.0,0.064
Ghana,2024-04,2024,40,1775.1675,14,76.0,0.123
Ghana,2024-05,2024,40,1775.1675,14,83.0,-0.216
Ghana,2024-06,2024,40,1775.1675,14,49.0,-0.045
Ghana,2024-07,2024,40,1775.1675,14,65.0,0.312
Ghana,2024-08,2024,40,1775.1675,14,73.0,0.22
Ghana,2024-09,2024,40,1775.1675,14,88.0,0.1
Ghana,2024-10,2024,40,1775.1675,14,100.0,-0.137
Ghana,2024-11,2024,40,1775.1675,14,73.0,0.109
Ghana,2024-12,2024,40,1775.1675,14,76.0,-0.159
Ivory Coast,2018-01,2018,9,2354.4111999999996,18,36.0,0.17
Ivory Coast,2018-02,2018,9,2354.4111999999996,18,42.0,0.163
Ivory Coast,2018-03,2018,9,2354.4111999999996,18,38.0,0.367
Ivory Coast,2018-04,2018,9,2354.4111999999996,18,27.0,0.035
Ivory Coast,2018-05,2018,9,2354.4111999999996,18,55.0,0.069
Ivory Coast,2018-06,2018,9,2354.4111999999996,18,46.0,0.263
Ivory Coast,2018-07,2018,9,2354.4111999999996,18,31.0,0.091
Ivory Coast,2018-08,2018,9,2354.4111999999996,18,33.0,0.215
Ivory Coast,2018-09,2018,9,2354.4111999999996,18,30.0,0.127
Ivory Coast,2018-10,2018,9,2354.4111999999996,18,28.0,0.049
Ivory Coast,2018-11,2018,9,2354.4111999999996,18,37.0,-0.005
Ivory Coast,2018-12,2018,9,2354.4111999999996,18,22.0,-0.014
Ivory Coast,2019-01,2019,16,3975.3061000000007,21,26.0,0.236
Ivory Coast,2019-02,2019,16,3975.3061000000007,21,30.0,0.107
Ivory Coast,2019-03,2019,16,3975.3061000000007,21,38.0,0.223
Ivory Coast,2019-04,2019,16,3975.3061000000007,21,28.0,0.083
Ivory Coast,2019-05,2019,16,3975.3061000000007,21,31.0,-0.027
Ivory Coast,2019-06,2019,16,3975.3061000000007,21,39.0,0.055
Ivory Coast,2019-07,2019,16,3975.3061000000007,21,43.0,0.203
Ivory Coast,2019-08,2019,16,3975.3061000000007,21,40.0,0.139
Ivory Coast,2019-09,2019,16,3975.3061000000007,21,42.0,0.351
Ivory Coast,2019-10,2019,16,3975.3061000000007,21,50.0,0.076
Ivory Coast,2019-11,2019,16,3975.3061000000007,21,59.0,0.064
Ivory Coast,2019-12,2019,16,3975.3061000000007,21,51.0,0.119
Ivory Coast,2020-01,2020,14,3296.5243,19,50.0,0.129
Ivory Coast,2020-02,2020,14,3296.5243,19,57.0,0.284
Ivory Coast,2020-03,2020,14,3296.5243,19,41.0,0.141
Ivory Coast,2020-04,2020,14,3296.5243,19,43.0,0.137
Ivory Coast,2020-05,2020,14,3296.5243,19,46.0,0.02
Ivory Coast,2020-06,2020,14,3296.5243,19,56.0,0.19
Ivory Coast,2020-07,2020,14,3296.5243,19,47.0,0.185
Ivory Coast,2020-08,2020,14,3296.5243,19,54.0,0.459
Ivory Coast,2020-09,2020,14,3296.5243,19,62.0,0.126
Ivory Coast,2020-10,2020,14,3296.5243,19,71.0,0.058
Ivory Coast,2020-11,2020,14,3296.5243,19,58.0,-0.058
Ivory Coast,2020-12,2020,14,3296.5243,19,68.0,-0.023
Ivory Coast,2021-01,2021,15,2887.4108,17,65.0,0.254
Ivory Coast,2021-02,2021,15,2887.4108,17,69.0,0.287
Ivory Coast,2021-03,2021,15,2887.4108,17,90.0,0.394
Ivory Coast,2021-04,2021,15,2887.4108,17,67.0,-0.032
Ivory Coast,2021-05,2021,15,2887.4108,17,69.0,-0.04
Ivory Coast,2021-06,2021,15,2887.4108,17,76.0,0.208
Ivory Coast,2021-07,2021,15,2887.4108,17,59.0,0.087
Ivory Coast,2021-08,2021,15,2887.4108,17,61.0,0.227
Ivory Coast,2021-09,2021,15,2887.4108,17,67.0,0.096
Ivory Coast,2021-10,2021,15,2887.4108,17,66.0,0.061
Ivory Coast,2021-11,2021,15,2887.4108,17,38.0,0.132
Ivory Coast,2021-12,2021,15,2887.4108,17,63.0,0.064
Ivory Coast,2022-01,2022,17,2131.133,33,68.0,0.278
Ivory Coast,2022-02,2022,17,2131.133,33,58.0,0.251
Ivory Coast,2022-03,2022,17,2131.133,33,60.0,-0.005
Ivory Coast,2022-04,2022,17,2131.133,33,55.0,-0.102
Ivory Coast,2022-05,2022,17,2131.133,33,49.0,-0.158
Ivory Coast,2022-06,2022,17,2131.133,33,73.0,0.282
Ivory Coast,2022-07,2022,17,2131.133,33,63.0,0.126
Ivory Coast,2022-08,2022,17,2131.133,33,61.0,0.401
Ivory Coast,2022-09,2022,17,2131.133,33,50.0,0.002
Ivory Coast,2022-10,2022,17,2131.133,33,73.0,0.08
Ivory Coast,2022-11,2022,17,2131.133,33,53.0,0.06
Ivory Coast,2022-12,2022,17,2131.133,33,58.0,0.153
Ivory Coast,2023-01,2023,19,2981.1213000000002,22,61.0,0.282
Ivory Coast,2023-02,2023,19,2981.1213000000002,22,75.0,0.033
Ivory Coast,2023-03,2023,19,2981.1213000000002,22,76.0,0.277
Ivory Coast,2023-04,2023,19,2981.1213000000002,22,65.0,0.152
Ivory Coast,2023-05,2023,19,2981.1213000000002,22,63.0,0.106
Ivory Coast,2023-06,2023,19,2981.1213000000002,22,52.0,-0.074
Ivory Coast,2023-07,2023,19,2981.1213000000002,22,80.0,0.232
Ivory Coast,2023-08,2023,19,2981.1213000000002,22,64.0,0.182
Ivory Coast,2023-09,2023,19,2981.1213000000002,22,72.0,0.069
Ivory Coast,2023-10,2023,19,2981.1213000000002,22,75.0,0.01
Ivory Coast,2023-11,2023,19,2981.1213000000002,22,63.0,0.057
Ivory Coast,2023-12,2023,19,2981.1213000000002,22,51.0,0.186
Ivory Coast,2024-01,2024,28,3388.4878,21,44.0,-0.062
Ivory Coast,2024-02,2024,28,3388.4878,21,79.0,0.26
Ivory Coast,2024-03,2024,28,3388.4878,21,75.0,0.04
Ivory Coast,2024-04,2024,28,3388.4878,21,76.0,0.111
Ivory Coast,2024-05,2024,28,3388.4878,21,83.0,0.107
Ivory Coast,2024-06,2024,28,3388.4878,21,49.0,0.114
Ivory Coast,2024-07,2024,28,3388.4878,21,65.0,0.34
Ivory Coast,2024-08,2024,28,3388.4878,21,73.0,0.118
Ivory Coast,2024-09,2024,28,3388.4878,21,88.0,0.361
Ivory Coast,2024-10,2024,28,3388.4878,21,100.0,0.022
Ivory Coast,2024-11,2024,28,3388.4878,21,73.0,-0.189
Ivory Coast,2024-12,2024,28,3388.4878,21,76.0,0.017
Kenya,2018-01,2018,16,1702.5227,9,36.0,0.172
Kenya,2018-02,2018,16,1702.5227,9,42.0,0.173
Kenya,2018-03,2018,16,1702.5227,9,38.0,-0.036
Kenya,2018-04,2018,16,1702.5227,9,27.0,-0.161
Kenya,2018-05,2018,16,1702.5227,9,55.0,-0.015
Kenya,2018-06,2018,16,1702.5227,9,46.0,-0.049
Kenya,2018-07,2018,16,1702.5227,9,31.0,0.126
Kenya,2018-08,2018,16,1702.5227,9,33.0,0.11
Kenya,2018-09,2018,16,1702.5227,9,30.0,-0.073
Kenya,2018-10,2018,16,1702.5227,9,28.0,0.046
Kenya,2018-11,2018,16,1702.5227,9,37.0,-0.077
Kenya,2018-12,2018,16,1702.5227,9,22.0,0.019
Kenya,2019-01,2019,13,2947.9267000000004,8,26.0,0.044
Kenya,2019-02,2019,13,2947.9267000000004,8,30.0,0.127
Kenya,2019-03,2019,13,2947.9267000000004,8,38.0,0.247
Kenya,2019-04,2019,13,2947.9267000000004,8,28.0,-0.001
Kenya,2019-05,2019,13,2947.9267000000004,8,31.0,0.006
Kenya,2019-06,2019,13,2947.9267000000004,8,39.0,-0.095
Kenya,2019-07,2019,13,2947.9267000000004,8,43.0,0.389
Kenya,2019-08,2019,13,2947.9267000000004,8,40.0,0.349
Kenya,2019-09,2019,13,2947.9267000000004,8,42.0,0.261
Kenya,2019-10,2019,13,2947.9267000000004,8,50.0,0.108
Kenya,2019-11,2019,13,2947.9267000000004,8,59.0,-0.053
Kenya,2019-12,2019,13,2947.9267000000004,8,51.0,0.064
Kenya,2020-01,2020,16,1737.8678999999997,13,50.0,0.268
Kenya,2020-02,2020,16,1737.8678999999997,13,57.0,0.096
Kenya,2020-03,2020,16,1737.8678999999997,13,41.0,0.016
Kenya,2020-04,2020,16,1737.8678999999997,13,43.0,-0.167
Kenya,2020-05,2020,16,1737.8678999999997,13,46.0,-0.139
Kenya,2020-06,2020,16,1737.8678999999997,13,56.0,0.198
Kenya,2020-07,2020,16,1737.8678999999997,13,47.0,0.093
Kenya,2020-08,2020,16,1737.8678999999997,13,54.0,0.168
Kenya,2020-09,2020,16,1737.8678999999997,13,62.0,0.168
Kenya,2020-10,2020,16,1737.8678999999997,13,71.0,-0.17
Kenya,2020-11,2020,16,1737.8678999999997,13,58.0,0.059
Kenya,2020-12,2020,16,1737.8678999999997,13,68.0,0.112
Kenya,2021-01,2021,19,2357.4801999999995,8,65.0,0.236
Kenya,2021-02,2021,19,2357.4801999999995,8,69.0,0.365
Kenya,2021-03,2021,19,2357.4801999999995,8,90.0,-0.078
Kenya,2021-04,2021,19,2357.4801999999995,8,67.0,0.19
Kenya,2021-05,2021,19,2357.4801999999995,8,69.0,-0.091
Kenya,2021-06,2021,19,2357.4801999999995,8,76.0,-0.133
Kenya,2021-07,2021,19,2357.4801999999995,8,59.0,0.138
Kenya,2021-08,2021,19,2357.4801999999995,8,61.0,0.356
Kenya,2021-09,2021,19,2357.4801999999995,8,67.0,0.137
Kenya,2021-10,2021,19,2357.4801999999995,8,66.0,-0.079
Kenya,2021-11,2021,19,2357.4801999999995,8,38.0,-0.225
Kenya,2021-12,2021,19,2357.4801999999995,8,63.0,-0.021
Kenya,2022-01,2022,20,2614.1566,17,68.0,-0.128
Kenya,2022-02,2022,20,2614.1566,17,58.0,0.094
Kenya,2022-03,2022,20,2614.1566,17,60.0,0.294
Kenya,2022-04,2022,20,2614.1566,17,55.0,0.174
Kenya,2022-05,2022,20,2614.1566,17,49.0,-0.075
Kenya,2022-06,2022,20,2614.1566,17,73.0,-0.081
Kenya,2022-07,2022,20,2614.1566,17,63.0,0.197
Kenya,2022-08,2022,20,2614.1566,17,61.0,0.47
Kenya,2022-09,2022,20,2614.1566,17,50.0,0.08
Kenya,2022-10,2022,20,2614.1566,17,73.0,0.099
Kenya,2022-11,2022,20,2614.1566,17,53.0,-0.124
Kenya,2022-12,2022,20,2614.1566,17,58.0,0.059
Kenya,2023-01,2023,24,2811.8388999999997,14,61.0,0.267
Kenya,2023-02,2023,24,2811.8388999999997,14,75.0,0.094
Kenya,2023-03,2023,24,2811.8388999999997,14,76.0,-0.116
Kenya,2023-04,2023,24,2811.8388999999997,14,65.0,0.127
Kenya,2023-05,2023,24,2811.8388999999997,14,63.0,-0.14
Kenya,2023-06,2023,24,2811.8388999999997,14,52.0,0.322
Kenya,2023-07,2023,24,2811.8388999999997,14,80.0,0.184
Kenya,2023-08,2023,24,2811.8388999999997,14,64.0,0.113
Kenya,2023-09,2023,24,2811.8388999999997,14,72.0,0.158
Kenya,2023-10,2023,24,2811.8388999999997,14,75.0,0.045
