rubber_content,temperature,specimen_condition,particle_count_per_mm3,mean_particle_diameter_um,std_particle_diameter_um,min_particle_diameter_um,max_particle_diameter_um,particle_volume_fraction,particle_sphericity,particle_aspect_ratio,degradation_level,particle_integrity,interface_quality,internal_void_fraction,particle_surface_area_mm2_per_mm3,volume_change_percent,fragmentation_index,thermal_expansion_strain,specimen_id,segmentation_method,particle_identification_accuracy
10,400,after_heating,1000,1733.3333333333335,1091.525344721291,347.65511358135046,8306.617349190827,0.08000000000000002,0.6000000000000001,1.4,0.41666666666666663,0.55,0.275,0.04629629629629629,9438.740594785337,-19.99999999999999,2.0,-0.13333333333333325,RUB_10_400_after_,machine_learning_watershed,0.9083333333333333
10,500,before_heating,500,2000.0,1148.3999722647964,458.31884463053416,8091.770290021738,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_500_before,machine_learning_watershed,0.95
10,500,after_heating,2000,1200.0,707.4726023737711,174.28261853995718,5831.116365221029,0.04000000000000001,0.4,1.8,0.75,0.15000000000000002,0.03,0.25,9047.786842338603,-60.0,4.0,-0.4,RUB_10_500_after_,machine_learning_watershed,0.875
10,600,before_heating,500,2000.0,1234.0070791774308,486.2706063432094,12220.288037351858,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_600_before,machine_learning_watershed,0.95
10,600,after_heating,3000,933.3333333333334,557.957975983475,192.55926750544933,4301.398498268411,0.030000000000000006,0.4,2.0,0.8333333333333334,0.11666666666666667,0.023333333333333327,0.33333333333333337,8210.028801381326,-70.0,6.0,-0.5333333333333332,RUB_10_600_after_,machine_learning_watershed,0.8666666666666666
10,700,before_heating,500,2000.0,1171.614476784438,471.8635239267333,9646.836864420959,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_700_before,machine_learning_watershed,0.95
10,700,after_heating,4000,666.6666666666666,406.11540930763573,94.99423397880444,3853.9360728303996,0.020000000000000007,0.4,2.0,0.9166666666666666,0.08333333333333333,0.016666666666666663,0.3666666666666667,5585.053606381854,-80.0,8.0,-0.6666666666666667,RUB_10_700_after_,machine_learning_watershed,0.8583333333333333
10,800,before_heating,500,2000.0,1194.6118242421699,496.5974830112184,10464.974855960258,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_800_before,machine_learning_watershed,0.95
10,800,after_heating,5000,399.9999999999999,250.2256173650375,64.29411623657845,2528.6923346516996,0.010000000000000009,0.4,2.0,1.0,0.04999999999999999,0.009999999999999995,0.4,2513.2741228718332,-89.99999999999999,10.0,-0.8,RUB_10_800_after_,machine_learning_watershed,0.85
15,20,before_heating,750,2000.0,1245.9279022346884,427.84130864255314,10891.521875120992,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_20_before,machine_learning_watershed,0.95
15,100,before_heating,750,2000.0,1205.572150728961,402.02188482879353,8566.145189073926,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_100_before,machine_learning_watershed,0.95
15,100,after_heating,750,2032.0,1180.1528943042572,416.0954127475882,9430.397616177588,0.1573158144,0.8,1.2,0.05,0.98,0.98,0.0,9728.783598671956,4.877209600000007,1.0,0.016,RUB_15_100_after_,machine_learning_watershed,0.945
15,200,before_heating,750,2000.0,1259.6036077647836,211.87238779074252,11628.331851588815,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_200_before,machine_learning_watershed,0.95
15,200,after_heating,750,2072.0,1320.0684696496453,455.42545438436997,9564.386942071633,0.1667901984,0.8,1.2,0.05,0.98,0.98,0.0,10115.576486181932,11.193465600000007,1.0,0.036,RUB_15_200_after_,machine_learning_watershed,0.945
15,300,before_heating,750,2000.0,1192.025327787642,490.8415665308111,8446.001260618903,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_300_before,machine_learning_watershed,0.95
15,300,after_heating,750,2486.4,1404.931052199033,527.7230339779051,12292.309627217537,0.1425,0.8,1.2,0.2,0.85,0.7083333333333334,0.0,14566.430140101984,-5.000000000000004,1.0,0.24320000000000006,RUB_15_300_after_,machine_learning_watershed,0.9299999999999999
15,400,before_heating,750,2000.0,1183.1584031889809,449.64035075715185,8280.744762675937,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_400_before,machine_learning_watershed,0.95
15,400,after_heating,1500,1733.3333333333335,1016.0295718722602,426.278620115843,7205.414282859552,0.12,0.6000000000000001,1.4,0.41666666666666663,0.55,0.275,0.04629629629629629,14158.110892178007,-20.0,2.0,-0.13333333333333325,RUB_15_400_after_,machine_learning_watershed,0.9083333333333333
15,500,before_heating,750,2000.0,1130.4186907038618,487.63627892378327,7228.145619199896,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_500_before,machine_learning_watershed,0.95
15,500,after_heating,3000,1200.0,716.9600442942972,249.64356652550492,7623.190710234641,0.06,0.4,1.8,0.75,0.15000000000000002,0.03,0.25,13571.680263507906,-60.0,4.0,-0.4,RUB_15_500_after_,machine_learning_watershed,0.875
15,600,before_heating,750,2000.0,1213.8629097107491,444.446242966563,9704.927567385696,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_600_before,machine_learning_watershed,0.95
15,600,after_heating,4500,933.3333333333334,582.3408138371796,119.45023968072182,5805.778199861194,0.045000000000000005,0.4,2.0,0.8333333333333334,0.11666666666666667,0.023333333333333327,0.33333333333333337,12315.04320207199,-70.0,6.0,-0.5333333333333332,RUB_15_600_after_,machine_learning_watershed,0.8666666666666666
15,700,before_heating,750,2000.0,1186.0676944215884,272.65693119391653,7597.686484473212,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_700_before,machine_learning_watershed,0.95
15,700,after_heating,6000,666.6666666666666,409.5306184050275,99.13234332203069,3696.9246238554697,0.03000000000000001,0.4,2.0,0.9166666666666666,0.08333333333333333,0.016666666666666663,0.3666666666666667,8377.580409572782,-80.0,8.0,-0.6666666666666667,RUB_15_700_after_,machine_learning_watershed,0.8583333333333333
15,800,before_heating,750,2000.0,1218.0418762590202,526.2091373583595,10855.371329785816,0.15,0.8,1.2,0.0,1.0,1.0,0.0,9424.77796076938,0.0,1.0,0.0,RUB_15_800_before,machine_learning_watershed,0.95
15,800,after_heating,7500,399.9999999999999,243.18607465351815,62.799901229541085,2493.113285095486,0.015000000000000013,0.4,2.0,1.0,0.04999999999999999,0.009999999999999995,0.4,3769.91118430775,-89.99999999999999,10.0,-0.8,RUB_15_800_after_,machine_learning_watershed,0.85
20,20,before_heating,1000,2000.0,1148.513054715614,315.9623190358809,10942.44827918206,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_20_before,machine_learning_watershed,0.95
20,100,before_heating,1000,2000.0,1189.156206249708,441.7452289103504,9429.296112750677,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_100_before,machine_learning_watershed,0.95
20,100,after_heating,1000,2032.0,1251.245588998347,410.19064369999614,11273.787469494982,0.20975441920000001,0.8,1.2,0.05,0.98,0.98,0.0,12971.711464895941,4.877209600000001,1.0,0.016,RUB_20_100_after_,machine_learning_watershed,0.945
20,200,before_heating,1000,2000.0,1253.2193498731026,421.39095743299646,10653.161588515874,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_200_before,machine_learning_watershed,0.95
20,200,after_heating,1000,2072.0,1208.6876391657288,528.6073489800789,11321.373549646069,0.22238693120000003,0.8,1.2,0.05,0.98,0.98,0.0,13487.435314909242,11.193465600000007,1.0,0.036,RUB_20_200_after_,machine_learning_watershed,0.945
20,300,before_heating,1000,2000.0,1259.823316070094,490.5569079493664,9079.89030386539,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_300_before,machine_learning_watershed,0.95
20,300,after_heating,1000,2486.4,1532.6346209707096,574.6009705905891,12307.1416393099,0.19,0.8,1.2,0.2,0.85,0.7083333333333334,0.0,19421.90685346931,-5.000000000000004,1.0,0.24320000000000006,RUB_20_300_after_,machine_learning_watershed,0.9299999999999999
20,400,before_heating,1000,2000.0,1153.747516114063,422.4914410044525,8156.773965411432,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_400_before,machine_learning_watershed,0.95
20,400,after_heating,2000,1733.3333333333335,1062.9927415551595,391.24787879700705,13227.879006785648,0.16000000000000003,0.6000000000000001,1.4,0.41666666666666663,0.55,0.275,0.04629629629629629,18877.481189570673,-19.99999999999999,2.0,-0.13333333333333325,RUB_20_400_after_,machine_learning_watershed,0.9083333333333333
20,500,before_heating,1000,2000.0,1120.3357265828793,369.04154532087875,8929.48430857794,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_500_before,machine_learning_watershed,0.95
20,500,after_heating,4000,1200.0,720.7482385230506,199.37707642289024,7880.686478875398,0.08000000000000002,0.4,1.8,0.75,0.15000000000000002,0.03,0.25,18095.573684677205,-60.0,4.0,-0.4,RUB_20_500_after_,machine_learning_watershed,0.875
20,600,before_heating,1000,2000.0,1264.239458212024,359.33403010995227,9859.525454637755,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_600_before,machine_learning_watershed,0.95
20,600,after_heating,6000,933.3333333333334,562.0914425465426,130.35270872300063,5230.742441733529,0.06000000000000001,0.4,2.0,0.8333333333333334,0.11666666666666667,0.023333333333333327,0.33333333333333337,16420.057602762652,-70.0,6.0,-0.5333333333333332,RUB_20_600_after_,machine_learning_watershed,0.8666666666666666
20,700,before_heating,1000,2000.0,1161.6073818347793,310.0821909986597,10087.491014987076,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_700_before,machine_learning_watershed,0.95
20,700,after_heating,8000,666.6666666666666,417.70500466558485,96.92394962681398,5103.707704002539,0.040000000000000015,0.4,2.0,0.9166666666666666,0.08333333333333333,0.016666666666666663,0.3666666666666667,11170.107212763707,-80.0,8.0,-0.6666666666666667,RUB_20_700_after_,machine_learning_watershed,0.8583333333333333
20,800,before_heating,1000,2000.0,1269.579987232936,425.6065360586167,15656.110201167518,0.2,0.8,1.2,0.0,1.0,1.0,0.0,12566.370614359172,0.0,1.0,0.0,RUB_20_800_before,machine_learning_watershed,0.95
20,800,after_heating,10000,399.9999999999999,238.49536778885417,58.6244676168706,2566.4755258984947,0.020000000000000018,0.4,2.0,1.0,0.04999999999999999,0.009999999999999995,0.4,5026.5482457436665,-89.99999999999999,10.0,-0.8,RUB_20_800_after_,machine_learning_watershed,0.85
25,20,before_heating,1250,2000.0,1239.8355320601827,339.9688583678427,9741.7689135844,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_20_before,machine_learning_watershed,0.95
25,100,before_heating,1250,2000.0,1097.115774313743,440.3538765753666,10851.575851083004,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_100_before,machine_learning_watershed,0.95
25,100,after_heating,1250,2032.0,1194.941713084993,401.5699365650862,13171.083761639846,0.262193024,0.8,1.2,0.05,0.98,0.98,0.0,16214.639331119928,4.877209599999999,1.0,0.016,RUB_25_100_after_,machine_learning_watershed,0.945
25,200,before_heating,1250,2000.0,1265.8255514750647,467.2355718215137,12194.705949408708,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_200_before,machine_learning_watershed,0.95
25,200,after_heating,1250,2072.0,1264.7401118808195,394.08593793130854,9718.414883628844,0.277983664,0.8,1.2,0.05,0.98,0.98,0.0,16859.294143636555,11.193465600000007,1.0,0.036,RUB_25_200_after_,machine_learning_watershed,0.945
25,300,before_heating,1250,2000.0,1208.0295599519716,409.3848492139299,10303.256111888957,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_300_before,machine_learning_watershed,0.95
25,300,after_heating,1250,2486.4,1473.7850626782342,484.9833425730664,11700.081431963848,0.2375,0.8,1.2,0.2,0.85,0.7083333333333334,0.0,24277.38356683664,-5.000000000000004,1.0,0.24320000000000006,RUB_25_300_after_,machine_learning_watershed,0.9299999999999999
25,400,before_heating,1250,2000.0,1196.1899476646188,477.8568924368712,13274.614351510614,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_400_before,machine_learning_watershed,0.95
25,400,after_heating,2500,1733.3333333333335,1076.2429548442667,388.17660050843267,9185.599452915258,0.2,0.6000000000000001,1.4,0.41666666666666663,0.55,0.275,0.04629629629629629,23596.851486963344,-19.999999999999996,2.0,-0.13333333333333325,RUB_25_400_after_,machine_learning_watershed,0.9083333333333333
25,500,before_heating,1250,2000.0,1275.6706074653118,275.96919944925975,10502.606035235945,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_500_before,machine_learning_watershed,0.95
25,500,after_heating,5000,1200.0,723.889236157528,141.9845355268087,8517.037101560054,0.1,0.4,1.8,0.75,0.15000000000000002,0.03,0.25,22619.46710584651,-60.0,4.0,-0.4,RUB_25_500_after_,machine_learning_watershed,0.875
25,600,before_heating,1250,2000.0,1157.629008771749,425.9617235756593,9793.685448273991,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_600_before,machine_learning_watershed,0.95
25,600,after_heating,7500,933.3333333333334,553.3744014067399,124.40922038126902,4603.767642149362,0.07500000000000001,0.4,2.0,0.8333333333333334,0.11666666666666667,0.023333333333333327,0.33333333333333337,20525.072003453315,-70.0,6.0,-0.5333333333333332,RUB_25_600_after_,machine_learning_watershed,0.8666666666666666
25,700,before_heating,1250,2000.0,1120.7951286450339,375.1172419911101,8662.272666480227,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_700_before,machine_learning_watershed,0.95
25,700,after_heating,10000,666.6666666666666,409.77201723586904,79.69163068099152,5990.1780618654475,0.05000000000000002,0.4,2.0,0.9166666666666666,0.08333333333333333,0.016666666666666663,0.3666666666666667,13962.634015954636,-80.0,8.0,-0.6666666666666667,RUB_25_700_after_,machine_learning_watershed,0.8583333333333333
25,800,before_heating,1250,2000.0,1348.3869007416522,352.2992224954838,14715.109861459743,0.25,0.8,1.2,0.0,1.0,1.0,0.0,15707.963267948966,0.0,1.0,0.0,RUB_25_800_before,machine_learning_watershed,0.95
25,800,after_heating,12500,399.9999999999999,240.2229755565392,58.69703730203233,2813.283962917002,0.025000000000000022,0.4,2.0,1.0,0.04999999999999999,0.009999999999999995,0.4,6283.185307179583,-89.99999999999999,10.0,-0.8,RUB_25_800_after_,machine_learning_watershed,0.85
