rubber_content,temperature,specimen_condition,total_porosity,connected_porosity,isolated_porosity,total_pore_count,pore_density_per_mm3,specific_surface_area_m2_g,tortuosity,permeability_m2,thermal_microcracking_porosity,voxel_size_um,scan_voltage_kv,scan_current_ua,exposure_time_ms,reconstruction_algorithm,segmentation_method,specimen_id,analysis_software,scan_date,gel_pores_mean_diameter_um,gel_pores_volume_fraction,gel_pores_count,capillary_pores_mean_diameter_um,capillary_pores_volume_fraction,capillary_pores_count,air_voids_mean_diameter_um,air_voids_volume_fraction,air_voids_count,macropores_mean_diameter_um,macropores_volume_fraction,macropores_count
0,500,after_heating,0.418,0.35529999999999995,0.06269999999999999,388700,247.45410551927887,114288913.99071564,2.5759999999999996,3.3014495096486726e-18,0.08,10,100,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_0_500_after_,ImageJ-BoneJ,2025-10-18,0.003836737895935054,0.16720000000000002,98200,0.8115865478776857,0.1881,100000,172.49651732643963,0.050159999999999996,97900,2928.0342878512033,0.012539999999999999,92600
0,600,before_heating,0.12,0.102,0.018,383700,244.27100665744095,37939328.77824605,1.74,3.100481207195763e-19,0.0,20,100,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_0_600_before,ImageJ-BoneJ,2025-10-18,0.0033194637819014736,0.048,98500,0.64945272983138,0.054,100000,152.8001589952332,0.0144,97900,2595.339514724234,0.0036,87300
0,600,after_heating,0.598,0.5083,0.08969999999999999,386300,245.92621806559666,151626961.45944014,3.1759999999999997,1.151141146069127e-17,0.16,15,80,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_0_600_after_,ImageJ-BoneJ,2025-10-18,0.0041373418016351655,0.2392,96400,0.8726013272018861,0.2691,100000,191.32695396686216,0.07175999999999999,97400,3066.0157763467087,0.017939999999999998,92500
0,700,before_heating,0.12,0.102,0.018,383000,243.82537281678364,38507255.40331003,1.74,3.009700348458144e-19,0.0,10,80,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_0_700_before,ImageJ-BoneJ,2025-10-18,0.0032689496962501163,0.048,98300,0.6976572375413352,0.054,100000,150.14670271006696,0.0144,97300,2589.818853741727,0.0036,87400
0,700,after_heating,0.418,0.35529999999999995,0.06269999999999999,386900,246.3081899290172,102882796.94040456,2.816,4.074059308688231e-18,0.16,15,140,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_0_700_after_,ImageJ-BoneJ,2025-10-18,0.004260839530259967,0.16720000000000002,96000,0.9546115135681204,0.1881,100000,189.06612626494984,0.050159999999999996,97200,3348.023645351304,0.012539999999999999,93700
0,800,before_heating,0.12,0.102,0.018,382300,243.37973897612633,37772155.06586843,1.74,3.1279864396821057e-19,0.0,20,100,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_0_800_before,ImageJ-BoneJ,2025-10-18,0.003332431122449786,0.048,97800,0.7168126912228873,0.054,100000,155.45864167446044,0.0144,98200,2598.1553451218315,0.0036,86300
0,800,after_heating,0.398,0.3383,0.0597,384800,244.97128840704528,87991034.99181168,2.7760000000000002,4.493754857321325e-18,0.16,5,120,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_0_800_after_,ImageJ-BoneJ,2025-10-18,0.004744660388811495,0.1592,94700,1.016787132423214,0.1791,100000,197.03637343956976,0.047760000000000004,96700,3555.6684960099747,0.011940000000000001,93400
5,20,before_heating,0.135,0.11475,0.02025,382200,243.31607699888957,41831977.586452894,1.77,3.758220818409198e-19,0.0,10,140,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_20_before,ImageJ-BoneJ,2025-10-18,0.0033864793166758335,0.054000000000000006,97400,0.677103357348733,0.060750000000000005,100000,153.74767615772214,0.0162,97900,2516.068080210199,0.00405,86900
5,100,before_heating,0.135,0.11475,0.02025,384100,244.52565456638797,41968477.981282145,1.77,3.7338137205633752e-19,0.0,5,80,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_100_before,ImageJ-BoneJ,2025-10-18,0.0033747186833139394,0.054000000000000006,97400,0.7025438624016666,0.060750000000000005,100000,147.55690274813955,0.0162,98300,2627.4276662849556,0.00405,88400
5,100,after_heating,0.14300000000000002,0.12155,0.02145,384400,244.71664049809826,44222751.40009537,1.786,4.0717860035248025e-19,0.0,10,140,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_100_after_,ImageJ-BoneJ,2025-10-18,0.003392322923379898,0.05720000000000001,98700,0.7123632614656412,0.06435,100000,145.8693155296788,0.01716,97500,2615.3636803804516,0.00429,88200
5,200,before_heating,0.135,0.11475,0.02025,381800,243.06142908994255,42116321.3546283,1.77,3.707645683807928e-19,0.0,10,120,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_200_before,ImageJ-BoneJ,2025-10-18,0.00336321333015451,0.054000000000000006,97700,0.6871941726958135,0.060750000000000005,100000,144.75928582013262,0.0162,98500,2519.3063508196255,0.00405,85600
5,200,after_heating,0.15300000000000002,0.13005000000000003,0.02295,384800,244.97128840704528,47742116.70174008,1.806,4.380605331264934e-19,0.0,10,140,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_200_after_,ImageJ-BoneJ,2025-10-18,0.0033629837616753282,0.06120000000000001,97400,0.6691609562385366,0.06885000000000001,100000,143.951592301028,0.01836,98100,2532.39743962014,0.00459,89300
5,300,before_heating,0.135,0.11475,0.02025,383100,243.8890347940204,41950805.89888516,1.77,3.7369601755830763e-19,0.0,20,140,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_300_before,ImageJ-BoneJ,2025-10-18,0.0033760607981619855,0.054000000000000006,97700,0.7058712659581658,0.060750000000000005,99900,155.42755324544402,0.0162,98300,2580.0268041779777,0.00405,87200
5,300,after_heating,0.203,0.17255,0.03045,381000,242.55213327204848,60115445.85841456,1.9060000000000001,7.288351704149156e-19,0.0,10,80,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_300_after_,ImageJ-BoneJ,2025-10-18,0.0035442882858900604,0.08120000000000001,96700,0.6817644061733206,0.09135000000000001,100000,151.20702151171002,0.02436,98500,2638.060541287525,0.00609,85800
5,400,before_heating,0.135,0.11475,0.02025,381600,242.93410513546903,42478385.46476226,1.77,3.6447108791695516e-19,0.0,5,100,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_400_before,ImageJ-BoneJ,2025-10-18,0.003333538635698313,0.054000000000000006,97700,0.7209414760973345,0.060750000000000005,100000,144.1709186554242,0.0162,97900,2497.851989894799,0.00405,86000
5,400,after_heating,0.253,0.21505,0.03795,385800,245.60790817941287,72383463.01173298,2.0060000000000002,1.1078262242902345e-18,0.0,5,80,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_400_after_,ImageJ-BoneJ,2025-10-18,0.0036682493767079705,0.10120000000000001,97900,0.7331342059686754,0.11635000000000001,100000,166.39599513067125,0.03286,98100,2673.269103912927,0.0075899999999999995,89800
5,500,before_heating,0.135,0.11475,0.02025,381900,243.1250910671793,42228138.617702805,1.77,3.688036488706047e-19,0.0,5,80,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_500_before,ImageJ-BoneJ,2025-10-18,0.0033546069300175976,0.054000000000000006,97600,0.6744079084664228,0.060750000000000005,100000,152.02567929280326,0.0162,97500,2556.452389367512,0.00405,86800
5,500,after_heating,0.433,0.36805,0.06495,387700,246.81748574691127,115820254.6487439,2.606,3.764944131348655e-18,0.08,20,80,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_500_after_,ImageJ-BoneJ,2025-10-18,0.003923638586435147,0.17320000000000002,97200,0.794425320611667,0.20235,100000,170.98825043353094,0.05946,98000,2968.423701461772,0.01299,92500
5,600,before_heating,0.135,0.11475,0.02025,380400,242.17016140862793,42072237.9845285,1.77,3.7154195106339885e-19,0.0,5,80,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_600_before,ImageJ-BoneJ,2025-10-18,0.0033657165777094492,0.054000000000000006,97500,0.72803168354542,0.060750000000000005,100000,142.4153978127705,0.0162,97600,2505.804180859773,0.00405,85300
5,600,after_heating,0.6,0.51,0.09,386600,246.11720399730694,151096547.83153227,3.18,1.182645763214163e-17,0.16,15,100,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_600_after_,ImageJ-BoneJ,2025-10-18,0.00416671457507041,0.24,97200,0.8812578611651066,0.28250000000000003,100000,194.1290026503643,0.08449999999999999,97200,3092.936608340031,0.018,92200
5,700,before_heating,0.135,0.11475,0.02025,381600,242.93410513546903,40914538.194708794,1.77,3.92865397435007e-19,0.0,5,120,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_700_before,ImageJ-BoneJ,2025-10-18,0.0034625391210894455,0.054000000000000006,98000,0.6880139732396623,0.060750000000000005,100000,140.2894484014484,0.0162,97200,2624.8908929428553,0.00405,86400
5,700,after_heating,0.433,0.36805,0.06495,385500,245.4169222477026,103970714.36079524,2.846,4.672028798156512e-18,0.16,20,80,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_700_after_,ImageJ-BoneJ,2025-10-18,0.004370451609666772,0.17320000000000002,95000,0.9423982464968245,0.21234999999999998,100000,207.08313879670746,0.06946,97700,3324.8164500738153,0.01299,92800
5,800,before_heating,0.135,0.11475,0.02025,382000,243.18875304441607,41606608.026026726,1.77,3.79904522327773e-19,0.0,5,100,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_800_before,ImageJ-BoneJ,2025-10-18,0.003403929043517965,0.054000000000000006,97300,0.7140954194495455,0.060750000000000005,100000,154.11321624110033,0.0162,97800,2702.477673698894,0.00405,86900
5,800,after_heating,0.41300000000000003,0.35105000000000003,0.061950000000000005,386100,245.79889411112313,93396878.93478702,2.806,4.68747776891376e-18,0.16,20,140,100,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_5_800_after_,ImageJ-BoneJ,2025-10-18,0.004640280904091655,0.1652,94000,1.0392933250581504,0.20835,99900,196.0438686767821,0.07206,96900,3431.8228775139405,0.01239,95300
10,20,before_heating,0.15,0.1275,0.0225,382600,243.57072490783662,47527882.35850925,1.8,4.135890124330597e-19,0.0,5,100,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_20_before,ImageJ-BoneJ,2025-10-18,0.0033109694028362847,0.06,97500,0.6935360289532054,0.0675,100000,161.4231726730475,0.018,97800,2480.6780585135416,0.0045,87300
10,100,before_heating,0.15,0.1275,0.0225,384000,244.46199258915124,47419466.32533328,1.8,4.1548236731370937e-19,0.0,15,140,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_100_before,ImageJ-BoneJ,2025-10-18,0.0033187551894459716,0.06,97700,0.6868732250336713,0.0675,100000,148.5461663970682,0.018,97900,2598.192794624686,0.0045,88400
10,100,after_heating,0.158,0.1343,0.0237,381200,242.679457226522,49206764.0544942,1.816,4.5954438279852815e-19,0.0,15,120,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_100_after_,ImageJ-BoneJ,2025-10-18,0.003369215556115058,0.0632,97800,0.6811229337168523,0.0711,100000,146.88989917714687,0.01896,97600,2629.4639974157726,0.00474,85800
10,200,before_heating,0.15,0.1275,0.0225,383500,244.14368270296742,46522863.23143929,1.8,4.316512974819978e-19,0.0,15,80,100,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_200_before,ImageJ-BoneJ,2025-10-18,0.0033830791481584094,0.06,98600,0.6864948191863177,0.0675,100000,157.42619282829068,0.018,98400,2581.586817248584,0.0045,86500
10,200,after_heating,0.16799999999999998,0.14279999999999998,0.025199999999999997,382300,243.37973897612633,53087721.06450815,1.8359999999999999,4.860970923905294e-19,0.0,20,140,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_200_after_,ImageJ-BoneJ,2025-10-18,0.0033205032758094844,0.0672,98400,0.6734227667704705,0.0756,100000,151.81018285817063,0.020159999999999997,97900,2585.2877305854413,0.005039999999999999,86000
10,300,before_heating,0.15,0.1275,0.0225,383900,244.39833061191447,46185610.934582256,1.8,4.379782418328924e-19,0.0,15,120,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_300_before,ImageJ-BoneJ,2025-10-18,0.0034075213916613606,0.06,97600,0.7012661771933949,0.0675,100000,148.38731215230212,0.018,98100,2505.725245552073,0.0045,88200
10,300,after_heating,0.21799999999999997,0.18529999999999996,0.03269999999999999,382400,243.4434009533631,67159580.12335923,1.936,7.512249885611412e-19,0.0,5,80,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_300_after_,ImageJ-BoneJ,2025-10-18,0.0034064991466683575,0.0872,97500,0.6709411556961604,0.09809999999999999,100000,160.48301459122666,0.026159999999999996,97900,2584.3356180854175,0.006539999999999999,87000
10,400,before_heating,0.15,0.1275,0.0225,384300,244.6529785208615,46703999.69132683,1.8,4.283095637132637e-19,0.0,20,100,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_400_before,ImageJ-BoneJ,2025-10-18,0.0033708679212808607,0.06,97500,0.65210112450633,0.0675,100000,154.53244459326874,0.018,98000,2635.101742311775,0.0045,88800
10,400,after_heating,0.268,0.2278,0.0402,385600,245.48058422493935,75447092.02372347,2.036,1.262197178456807e-18,0.0,10,120,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_400_after_,ImageJ-BoneJ,2025-10-18,0.0037281228792223025,0.10720000000000002,98200,0.7532742026197797,0.12560000000000002,100000,163.9819159421815,0.03716,97700,2785.644176414624,0.00804,89700
10,500,before_heating,0.15,0.1275,0.0225,383900,244.39833061191447,47683866.965408355,1.8,4.108875536573146e-19,0.0,20,140,100,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_500_before,ImageJ-BoneJ,2025-10-18,0.0032989431642816694,0.06,98300,0.7413084068255289,0.0675,100000,155.40511900611153,0.018,97400,2513.4605024409925,0.0045,88200
10,500,after_heating,0.448,0.38079999999999997,0.0672,386400,245.98988004283342,116312629.05186313,2.636,4.362466827032571e-18,0.08,20,100,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_500_after_,ImageJ-BoneJ,2025-10-18,0.00404351028782732,0.17920000000000003,97600,0.8077238428701521,0.21660000000000001,100000,166.20267908681933,0.06876,97800,2928.382639355199,0.01344,91000
10,600,before_heating,0.15,0.1275,0.0225,383800,244.3346686346777,46967449.69464599,1.8,4.235180883148951e-19,0.0,15,140,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_600_before,ImageJ-BoneJ,2025-10-18,0.0033512192070855548,0.06,98500,0.6740635324044968,0.0675,100000,154.39598615427275,0.018,97400,2533.024207547041,0.0045,87900
10,600,after_heating,0.6,0.51,0.09,385800,245.60790817941287,153635495.7220314,3.18,1.1438804355016557e-17,0.16,20,140,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_600_after_,ImageJ-BoneJ,2025-10-18,0.004097707141518087,0.24,96600,0.9112749128827067,0.29500000000000004,99900,179.90411244582253,0.097,96900,3045.4456372492377,0.018,92400
10,700,before_heating,0.15,0.1275,0.0225,383500,244.14368270296742,47045279.30647013,1.8,4.2211794856600833e-19,0.0,5,140,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_700_before,ImageJ-BoneJ,2025-10-18,0.0033456284005359055,0.06,97100,0.6746784021705449,0.0675,100000,145.52738499713675,0.018,97500,2573.0995881540666,0.0045,88900
10,700,after_heating,0.44799999999999995,0.38079999999999997,0.0672,385000,245.0986123615188,106025362.9956733,2.876,5.250085137660018e-18,0.16,20,100,100,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_700_after_,ImageJ-BoneJ,2025-10-18,0.004435309033660633,0.1792,94900,0.9875726223809166,0.23659999999999998,99800,207.80848585881458,0.08876,96800,3180.437245727719,0.013439999999999999,93500
10,800,before_heating,0.15,0.1275,0.0225,382300,243.37973897612633,46839924.47744005,1.8,4.258273473032541e-19,0.0,5,100,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_800_before,ImageJ-BoneJ,2025-10-18,0.003359162445242711,0.06,96800,0.7212164309797605,0.0675,100000,155.7907986691136,0.018,98200,2633.7369903910003,0.0045,87300
10,800,after_heating,0.428,0.36379999999999996,0.0642,386000,245.7352321338864,97178763.0361674,2.836,5.074888579503205e-18,0.16,20,120,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_10_800_after_,ImageJ-BoneJ,2025-10-18,0.004623740487271065,0.17120000000000002,94000,1.0554980528395526,0.23759999999999998,100000,214.669880467882,0.09636,97100,3371.2648008041315,0.012839999999999999,94900
15,20,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,382400,243.4434009533631,51523661.30922614,1.83,4.853951625889988e-19,0.0,5,100,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_20_before,ImageJ-BoneJ,2025-10-18,0.0033602382733719485,0.06599999999999999,98300,0.6803035029393197,0.07425,100000,154.4019733602668,0.019799999999999998,97700,2659.9701631610556,0.0049499999999999995,86400
15,100,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,384100,244.52565456638797,52022754.30130648,1.83,4.76126324370436e-19,0.0,20,100,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_100_before,ImageJ-BoneJ,2025-10-18,0.0033277518124037895,0.06599999999999999,98000,0.6829931356515587,0.07425,100000,150.75548555923112,0.019799999999999998,97700,2506.2865209140273,0.0049499999999999995,88400
15,100,after_heating,0.173,0.14705,0.025949999999999997,381500,242.87044315823226,53485890.76568232,1.846,5.292718789759681e-19,0.0,15,80,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_100_after_,ImageJ-BoneJ,2025-10-18,0.0033947928583012814,0.0692,97900,0.656201111507833,0.07785,100000,165.2750730759327,0.020759999999999997,97100,2584.595323585331,0.005189999999999999,86500
15,200,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,381900,243.1250910671793,50924204.55255099,1.83,4.968901291293071e-19,0.0,10,120,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_200_before,ImageJ-BoneJ,2025-10-18,0.003400350759354547,0.06599999999999999,97900,0.6686399504589631,0.07425,100000,147.13793311819356,0.019799999999999998,98000,2615.519433905127,0.0049499999999999995,86000
15,200,after_heating,0.183,0.15555,0.02745,384000,244.46199258915124,55352157.28793326,1.866,5.993355630955535e-19,0.0,15,100,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_200_after_,ImageJ-BoneJ,2025-10-18,0.0034694491070127466,0.0732,97400,0.6878144594082992,0.08235,100000,149.05256138310034,0.02196,98000,2559.0794678929374,0.00549,88600
15,300,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,381500,242.87044315823226,51246257.197373144,1.83,4.906644276599036e-19,0.0,5,100,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_300_before,ImageJ-BoneJ,2025-10-18,0.00337864293520709,0.06599999999999999,97700,0.6762279735101558,0.07425,100000,157.07215229147485,0.019799999999999998,97800,2465.4321324328193,0.0049499999999999995,86000
15,300,after_heating,0.23299999999999998,0.19804999999999998,0.034949999999999995,382600,243.57072490783662,72114974.93981376,1.966,8.269059501457547e-19,0.0,5,140,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_300_after_,ImageJ-BoneJ,2025-10-18,0.0033898936298924335,0.0932,97000,0.6971548366708584,0.10485,100000,150.32793835262012,0.02796,98800,2609.1604524826,0.00699,86800
15,400,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,382000,243.18875304441607,51815957.26494436,1.83,4.799343401842318e-19,0.0,10,140,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_400_before,ImageJ-BoneJ,2025-10-18,0.0033415994600794943,0.06599999999999999,97300,0.6651584370328331,0.07425,100000,148.2870338012681,0.019799999999999998,97700,2625.2678413993863,0.0049499999999999995,87000
15,400,after_heating,0.283,0.24054999999999996,0.042449999999999995,386000,245.7352321338864,82607043.323542,2.066,1.2921616116751767e-18,0.0,15,100,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_400_after_,ImageJ-BoneJ,2025-10-18,0.0035938593927262404,0.1132,97700,0.8045691864499349,0.13485,100000,163.68983633130162,0.04146,98300,2716.694330210267,0.00849,90000
15,500,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,382700,243.63438688507338,50683544.74190306,1.83,5.016200819516831e-19,0.0,10,120,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_500_before,ImageJ-BoneJ,2025-10-18,0.0034160659131839428,0.06599999999999999,97700,0.6868795391514543,0.07425,100000,161.75905701457134,0.019799999999999998,97900,2611.578886465825,0.0049499999999999995,87100
15,500,after_heating,0.463,0.39355,0.06945,385000,245.0986123615188,123890853.8160055,2.6660000000000004,4.484829172371968e-18,0.08,10,100,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_500_after_,ImageJ-BoneJ,2025-10-18,0.003923433307034553,0.18520000000000003,96800,0.8029473327366029,0.23085,100000,181.1544461710917,0.07805999999999999,97500,2928.2462741599757,0.01389,90700
15,600,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,382000,243.18875304441607,51047892.58286118,1.83,4.944851364512366e-19,0.0,5,80,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_600_before,ImageJ-BoneJ,2025-10-18,0.0033916347969088385,0.06599999999999999,98600,0.6838444177933329,0.07425,100000,144.22323464784452,0.019799999999999998,97600,2610.7889915060514,0.0049499999999999995,85800
15,600,after_heating,0.6,0.51,0.09,386200,245.8625560883599,150931459.79345292,3.18,1.1852343215659913e-17,0.16,15,140,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_600_after_,ImageJ-BoneJ,2025-10-18,0.004172315286349883,0.24,96600,0.9193679090409465,0.3075,100000,193.51013517251732,0.10949999999999999,97000,3214.913338899506,0.018,92600
15,700,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,382000,243.18875304441607,50558784.52701107,1.83,5.040987587869602e-19,0.0,5,140,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_700_before,ImageJ-BoneJ,2025-10-18,0.003423911914226424,0.06599999999999999,97700,0.7102424835060878,0.07425,99900,155.95400065717453,0.019799999999999998,97700,2680.4284700496537,0.0049499999999999995,86700
15,700,after_heating,0.46299999999999997,0.39354999999999996,0.06945,386000,245.7352321338864,111554678.0230552,2.906,5.531575229915751e-18,0.16,20,140,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_700_after_,ImageJ-BoneJ,2025-10-18,0.004358194555496404,0.1852,95900,0.9755929248960307,0.26084999999999997,100000,184.5350686327252,0.10805999999999999,96600,3322.423756854282,0.013889999999999998,93500
15,800,before_heating,0.16499999999999998,0.14024999999999999,0.024749999999999998,384200,244.58931654362473,50980951.37131787,1.83,4.957845694892977e-19,0.0,5,120,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_800_before,ImageJ-BoneJ,2025-10-18,0.003397613091600411,0.06599999999999999,98100,0.6337200351143,0.07425,100000,153.7055916066415,0.019799999999999998,97700,2541.737089511902,0.0049499999999999995,88400
