sample_id,frequency_hz,pipe_diameter_m,temperature_k,pressure_pa,gas_volume_fraction,superficial_velocity_gas_ms,superficial_velocity_liquid_ms,regime,interface_rms_m,leak_diameter_m,leaks_count,path_length_m,liquid_name,actual_velocity_gas_ms,actual_velocity_liquid_ms,alpha_interface_dbpm,alpha_leak_dbpm,alpha_shear_dbpm,alpha_vt_dbpm,attenuation_measured_dbpm,attenuation_over_path_db,attenuation_total_dbpm,bond_number,delta_u_ms,density_gas_kgm3,density_liquid_kgm3,density_mixture_kgm3,dominant_mechanism,froude_number,mach_mixture,prandtl_gas,prandtl_liquid,reflection_coeff_interface,reynolds_gas,reynolds_liquid,speed_sound_gas_mps,speed_sound_liquid_mps,speed_sound_mixture_mps,uncertainty_dbpm,viscosity_gas_PaS,viscosity_liquid_PaS,wavenumber_1pm,weber_liquid
10,2172.730323500412,0.23113743921055835,310.89969303141964,123903.5207054499,0.1578548436422358,1.377307265641549,0.019647026765371722,stratified_smooth,0.00103649165983804,0.0016614739118636418,3,14.862295294118585,water,8.725150485487132,0.023329739080070393,0.01266241436168729,1.1935541777680263,0.9548939043105475,0.006236031188915149,2.1765205665570004,32.34809137389242,2.167346527629176,7214.657065615948,8.701820746407062,1.3883331671785595,992.8750920905742,836.3641047873745,leak,0.9278690956047295,0.027939085848138413,0.7340090138895629,4.741801736967498,0.9993332008319548,147591.09744866786,7869.808808064855,353.47523493888303,1482.0,50.0,0.44999999999999996,1.8970411889789894e-05,0.0006803158876567428,273.0333449016268,1.7348110515057167
11,1137.9836082822676,0.30294998507017623,321.17753121648923,160715.30872737846,0.500115160036764,0.5564994909697016,0.023190068353988774,stratified_smooth,0.0013856127199760586,0.00010477135280702228,0,5.8311433365544705,water,1.1127426949600823,0.046390821445383874,0.012969711976139277,0.0,0.014124114416076677,0.005779300407896642,1e-05,5.831143336554471e-05,0.0328731268001126,12351.176829561562,1.0663518735146984,1.74318081161811,989.7917406350533,495.6536770148618,shear,0.33631766021631154,0.011593791186473808,0.7523518668704399,3.923641413435317,0.9991464746076153,30221.20339587496,24710.998360953323,359.2703879508025,1482.0,50.0,0.44999999999999996,1.9444481648739002e-05,0.0005629327709376352,143.00323774740707,8.962855398695854
12,344.62659540616175,0.04752140885674144,355.0609990957662,131990.51380738986,0.21526917677240925,0.04349085067055328,4.813716957437614,intermittent,0.0008156151751551031,0.004703553680975802,0,8.157577814589274,water,0.20203008773770456,6.134226941206209,0.03738627195292836,0.0,0.08944717354608463,0.014451909407271283,0.08526741537494703,0.6955755759700363,0.14128535490628427,300.9212934196255,5.932196853468504,1.2950009707987646,979.6267002712702,769.0220407525054,shear,7.115111215801707,0.09714415616216333,0.8108364337996096,2.38891818342787,0.9993263329693329,593.2897317086993,833184.6537644869,377.7463969249812,1482.0,50.0,0.44999999999999996,2.0956011211520723e-05,0.00034274292445163123,43.307055214386395,24329.71955034018
13,1253.0638305090642,0.38013367696968775,344.7215544792749,632812.6041369352,0.768915250955368,0.35372757829398066,0.5047463810437248,intermittent,0.004362882224617357,0.0021422163390171275,0,38.18938028636791,water,0.46003454588067855,2.184247913938437,0.04513368497022207,0.0,0.010324157921544012,0.0017568824824692772,0.1822677936153355,6.960694084333268,0.05721472537423536,19215.827937649927,1.7242133680577585,6.394948134328305,982.7285336562176,232.0107497284999,interface,0.4446298494111739,0.012182758187473816,0.7932998116709343,2.731458560016676,0.9967366840875926,54544.517012238764,2082140.367873182,372.2057387789667,1482.0,70.46630542337937,0.44999999999999996,2.050277843284721e-05,0.0003918878852247742,111.73045332103557,24753.76566651557
14,920.2628526065893,0.047085006672306876,297.931984567845,564789.1300862435,0.14853985572729878,1.074743463794847,2.106650685417427,intermittent,0.0007077157394337068,0.0023527624944161664,1,5.447359687466485,water,7.235387825931015,2.474162413341005,0.03607459433646631,0.04041314735143067,0.029129268296339276,0.0052124684118485766,0.14622317748729244,0.7965302424175337,0.11082947839608483,298.9919501977448,4.76122541259001,6.60388566353481,996.7654046296466,849.6869554556973,leak,4.681831961435104,0.04023559040248716,0.7104350683982615,6.23734700715046,0.9969109531529002,122530.50924375295,129758.75484455407,346.0249463210811,1482.0,79.06915537681823,0.44999999999999996,1.836114490890139e-05,0.0008948847929914576,73.12816238753115,3990.2444849790036
15,8715.300971713892,0.041222072916639825,333.5157834624058,427703.204658467,0.3671503232687612,2.916856713549061,0.01858759261292707,stratified_smooth,0.00016550068008724334,0.0028935725722165516,0,87.71545242724669,water,7.9445843532973415,0.029371260342479284,0.0694889088510021,0.0,5.206579732503003,0.06151454810511658,5.3718029514197445,471.19012623380195,5.337583189459122,227.19171608856774,7.915213092954862,4.4674166462213405,986.0902649612783,625.687118874403,shear,4.616880073359566,0.05750989805456761,0.7739913313535611,3.209857476969704,0.9977641490973381,73138.4920637167,2592.4841505948602,366.10616394266265,1482.0,51.04241887851592,0.44999999999999996,2.0003752102577125e-05,0.0004605247456197567,1072.830250138664,0.4870338734801628
16,600.1932735618863,0.07092627572774263,346.34861881996846,182943.93541657334,0.5554886404709523,0.1510967107969408,2.5717368262709077,intermittent,0.0010817653502880446,2.327986040601578e-05,0,35.441040765132236,water,0.27200684188400065,5.785536794820315,0.07511659671470472,0.0,0.1966947683922744,0.018987787822211933,0.33665959319394173,11.931566366359323,0.29079915292919106,671.7473244436794,5.513529952936314,1.8400723628096531,982.2404143540095,437.6391612640613,shear,3.2648044622260306,0.05445667074135697,0.796076939219556,2.672085720247504,0.9990572431315713,1725.4066832941066,1051358.9284051133,373.08309871892016,1482.0,50.0,0.44999999999999996,2.0574553101101845e-05,0.0003833695437944769,75.42251115824124,32387.675458618207
17,512.7281989915165,0.015229724132874803,325.8824257645578,2784113.061193815,0.3352134264119857,1.1745585720489864,0.009635693632214557,stratified_smooth,4.198662311498295e-05,0.0005182786487826891,0,16.83335471349917,water,3.5039126702682384,0.01449441672717363,0.0006983605703185391,0.0,0.003316596849930671,0.0032496014946017146,1e-05,0.0001683335471349917,0.007264558914850925,30.28434163096773,3.4894182535410647,29.76159981034561,988.3802722706326,667.0384224527108,shear,3.064196397050726,0.008985111858068724,0.7606516076374152,3.6230204667800203,0.9854013856307882,80786.80413669006,419.7385320768429,361.8922772389201,1482.0,131.79516119410158,0.44999999999999996,1.9658987871344725e-05,0.0005198020755781952,24.44373721532598,0.04392230220405978
18,11329.33213658579,0.02934513846892016,356.3883704237751,187632.796599984,0.048717490303760574,1.2961489500440488,0.5187060561785566,intermittent,0.00035865289885893893,0.0002703742116893095,0,98.93172328993897,water,26.60541300387958,0.5452702545158622,0.1124416780372,0.0,4.435302928433275,0.026300421554234465,4.791148894181582,473.99661664006936,4.57404502802471,114.63846462013355,26.060142749363717,1.8340685893769222,979.2284888728675,931.6122856797568,shear,3.383089711660596,0.02388365934214,0.8130689088666474,2.3503538433850086,0.9990438715039269,68142.65013496699,46465.59879565309,378.45182780897125,1482.0,75.98730915662075,0.44999999999999996,2.1013709374287108e-05,0.0003372100205717372,936.7918671002325,118.66190609937799
19,188.03046340068903,0.2942363533181889,317.072505655358,2235495.4504397186,0.8642720051505232,3.004358995409281,0.011701132432580802,stratified_smooth,0.0009769880688410807,0.008789024388907886,0,2.9258508663784832,water,3.476172984321107,0.08621016206389424,0.00016998359736869232,0.0,0.00039029203703286265,0.0001066194838395673,1e-05,2.9258508663784836e-05,0.0006668951182411222,11396.349114752591,3.3899628222572127,24.560972057615736,991.0232483033926,155.7369589101162,shear,1.7755442197793196,0.019781498088733633,0.7450609231465072,4.2208195712816,0.988131746816798,1304596.1935935293,41512.09237055778,356.9670559866583,1482.0,152.4687419685181,0.44999999999999996,1.9256047715516088e-05,0.0006055695224220373,7.748671824060313,30.099868528360357
20,72.92100999161529,0.026959716124317072,293.44163000311266,420809.04416934814,0.42947788730861225,0.8761679285279599,0.06889629193887858,stratified_smooth,4.472827613796221e-05,1.3799495651660541e-05,1,25.682761083684934,light_oil,2.040076926937026,0.12076007293366142,9.753205051896464e-05,1.4400531474240245e-14,0.0021974594094066814,0.022103841318368407,0.09241210724183829,2.3733980715320033,0.024398832778308455,188.88590231480703,1.9193168540033643,4.995669330266242,800.0,458.56321966276533,vt,1.8379907699523632,0.017284246199132918,0.7021559809774477,266.4016463257245,0.9967062984731384,15140.72168407384,130.35584247955,343.40744662224046,1300.0,54.67778053949779,0.44999999999999996,1.8147172470590097e-05,0.01998012347442934,8.379568703104885,10.48409096632383
21,8927.922918174627,0.062311129845319654,302.5957623289886,137479.54691252433,0.44614967089958224,0.5544678270243124,0.010799599924808527,stratified_smooth,0.0001109882915218626,0.006647699877899771,0,70.54733974847753,water,1.2427843461283423,0.019499130644825287,0.015256351824704745,0.0,0.1441328729074401,0.07624188532423758,0.12791907810453945,9.024350663352978,0.23563111005638243,525.5466028484078,1.223285215483517,1.5827254863440603,995.3662713013034,551.9900693905394,shear,0.7231207261500954,0.011305348538982418,0.718969989925638,5.62334854600733,0.9992519643960283,6596.003323569192,1498.999785802853,348.722738116815,1482.0,50.0,0.44999999999999996,1.8581729361895218e-05,0.0008067931916796743,1121.9158820621342,0.3275265782823477
22,5727.251492300265,0.015438733951079605,325.60061122933575,1388495.052084369,0.43985102434645573,0.13825854286325867,0.06682048112759613,stratified_smooth,2.744759349598165e-05,4.31409953505279e-05,0,0.3925469829699503,light_oil,0.314330387359419,0.11929055310622405,0.004841083559398769,0.0,0.0003065197641010707,0.09601812341746194,0.4085725530509192,0.1603839230244683,0.10116572674096178,61.17476906960057,0.19503983425319493,14.855575137462543,800.0,454.653420464304,vt,0.5270539378252973,0.0020819741304915307,0.7601561529933913,240.08963938422156,0.9897189065048156,3669.5206739217383,81.8225555869407,361.7357659419081,1300.0,98.50219605871759,0.44999999999999996,1.9646182880544904e-05,0.018006722953816615,365.32568680491494,5.858582095930742
23,53.51628382730512,0.13048568348565226,323.75421048995844,115548.03123917007,0.9149787665288125,2.1800258070648706,1.789721388564884,intermittent,0.001970933420947066,0.0002027643119422398,0,0.9221888783104755,water,2.3825971561452866,21.050287269372483,0.002070928872260605,0.0,0.0633416968704387,0.005272207746737416,0.223539598003454,0.20614573114077983,0.07068483348943672,2290.7206402623005,18.667690113227195,1.243304399014757,989.0187368530125,85.22519005878931,shear,3.5093047192173583,0.07939494391259509,0.7569047255560296,3.75414092747096,0.9993882437158911,19759.42808096444,5043681.078035861,360.70865059873057,1482.0,50.0,0.44999999999999996,1.9562149964668755e-05,0.0005386141933243845,6.72505456477152,794238.5114735119
24,2782.7206662096423,0.24949080638591464,296.9608888122411,109382.90125635684,0.3698408444144745,0.03084600737315901,0.006796036721651641,stratified_smooth,0.0004710882283914785,0.0009711006314329556,0,7.965511552158577,water,0.08340346351413366,0.010784635375704352,0.005041539479651767,0.0,0.00014931979014818974,0.010479261871510803,0.19057628300831037,1.5180375838701385,0.01567012114131076,8442.243402853845,0.0726188281384293,1.283159162057977,997.0567333563278,628.7789938306996,vt,0.024064984592621866,0.000752840881896213,0.7086497660907041,6.378334354422668,0.9994001942051831,1457.8476686637134,2931.6045059249723,345.46055975889635,1482.0,50.0,0.44999999999999996,1.8315003894988373e-05,0.0009151125329157343,349.6869920782683,0.4018397118569209
25,64.67642057121292,0.01724560814970322,338.49766833809974,2338520.240397356,0.14842007066819174,0.29671127472676906,1.548667563113218,intermittent,0.0002355888039714671,0.00045227296963163934,0,6.341334328350513,water,1.9991317440489398,1.818581567943222,0.0010083870757840274,0.0,3.474705129614051e-07,0.0005867995350899883,1e-05,6.341334328350514e-05,0.001595534081386977,38.90950510804578,0.18055017610571777,24.066658583299986,984.5956994985701,842.0339113670752,interface,4.487308635729528,0.011450914603437778,0.7826151822923834,2.9809001453413484,0.9879070455321921,41021.55228026581,72202.89039298637,368.8303799159141,1482.0,161.15558466272816,0.44999999999999996,2.0226634930021837e-05,0.00042767577408053776,2.521624902447443,779.9549561527258
26,179.79224879766645,0.3910659746579674,288.458155696702,1756105.997136797,0.7378291600135366,0.7889221693235752,0.01592200203821547,stratified_smooth,0.0005205408368497549,0.0010144612497366865,3,0.890208292078058,water,1.0692477501283646,0.060731399567692454,6.022856472476897e-05,1.9974296440718948e-07,0.0001469761291096868,0.00016161249607803282,1e-05,8.90208292078058e-06,0.0003690169328768958,20380.01591583457,1.0085163505606722,21.207928417870068,999.6075532909895,277.7157799132965,vt,0.4109854528266393,0.007349148039264004,0.6928956789529644,7.854657406956602,0.9902987200713198,495203.1571211116,21066.79070194246,340.4789417294077,1482.0,109.5153025985844,0.44999999999999996,1.790784060912234e-05,0.0011269235877986517,10.315161344446457,20.02505156379607
27,51.739207667961146,0.21928922242329,286.9045289343745,111798.67339659052,0.16762463425046623,0.29129979066549894,2.9292209501516715,intermittent,0.00345621040847567,0.0009636446069150189,0,0.7572576386206394,water,1.7378101492542928,3.51911057280507,0.003909817303366757,0.0,0.0010000813773445537,0.0011008909944769888,0.051529110943750026,0.03902081287348509,0.0060107896751883,6540.82926613587,1.7813004235507772,1.3574679720494118,1000.0,832.6029108218553,interface,2.1961253186577996,0.06441041481634341,0.6899930021562017,8.180500022724623,0.9993781382076571,29008.759342398505,657511.1597516491,339.5607992298009,1482.0,50.0,0.44999999999999996,1.7832821129285533e-05,0.0011736728870480088,6.501740588488937,37718.17028793394
28,86.04925465885503,0.1368340985500853,308.71463324992317,2717161.104377398,0.8005185012069957,4.112473687225168,0.007412969800419212,stratified_smooth,0.0003729007512978364,0.0010345655764295574,0,0.334082458160856,water,5.137262513014395,0.03716118961042808,7.407205460178679e-05,0.0,0.0006263726372832688,0.00015167794776698945,1e-05,3.3408245816085605e-06,0.0008521226396520451,2455.5244320321967,5.100101323403967,30.661155567105748,993.5306100250231,222.73579748437345,shear,3.5565405339967615,0.028212304531945183,0.7300709961636895,4.951334993670759,0.9854372737081482,1142284.1484601921,7111.736602442969,352.23090050141684,1482.0,146.0315534436608,0.44999999999999996,1.8868634095681835e-05,0.0007103780478724188,3.7023739035609267,2.607487934431225
29,6578.027936032554,0.012546532893942338,285.1682359637786,2438745.225198407,0.3007838973433137,0.025140049522833843,0.8564612933810023,intermittent,0.00015093812969630105,0.0022644568272122763,1,26.215109313911764,light_oil,0.08358176665999868,1.2248878281361937,0.14919088431720964,33.682192897784006,0.0035149454439554343,0.06916143512389056,34.05813743879228,892.8377959861705,33.90406016266906,39.632827873808125,1.141306061476195,29.791723479777392,800.0,568.3337528221708,leak,2.5133330401098517,0.006256407950057479,0.6867401028104007,274.13057793457307,0.9807911924691721,1760.2045042652633,597.9863773589245,338.5317605055787,1300.0,140.91174199977428,0.44999999999999996,1.7748750172038187e-05,0.02055979334509298,293.31103207824094,501.9784808077523
30,8282.325256198788,0.02802504898952979,313.66976259738766,2996868.622693118,0.3756801738468877,1.0080535618359499,1.3553817202290024,intermittent,0.00038516112913077315,0.004270040439982298,1,2.36939924985218,water,2.683275913960774,2.1709733752658362,0.2921763831880941,608.5857035197286,0.0011897831652723431,0.007433360014272617,609.0258390250799,1443.0253661266188,608.8865030460962,102.56312154719896,0.5123025386949376,33.283224528282986,992.0440712207837,631.8566296577558,leak,4.508272787082545,0.01780565806469872,0.7389818498394695,4.495893436239736,0.9840527933510683,131047.26708829569,93572.58191820476,355.0464485054783,1482.0,132.73507069927788,0.44999999999999996,1.909893448889285e-05,0.0006450349262897755,392.05451946403895,1819.92648237822
31,4709.927112848228,0.1256686268397339,286.3907941451802,1200684.7412511539,0.6034088752128265,0.26490993791830797,0.002438301381435465,stratified_smooth,0.0004254284304907626,0.0017247619275690212,0,12.225422584425711,water,0.4390222762714128,0.006148149136579782,0.016786680137414255,0.0,0.002025012809705394,0.004911183927947642,0.026600564647990998,0.32520314380602533,0.02372287687506729,2119.59209752392,0.43287412713483303,14.60495701361936,1000.0,405.4038854712932,interface,0.24082610166959426,0.003225951386649466,0.6890315195478685,8.292766480615152,0.9933356027701375,45247.986020032295,649.388517812414,339.2566521381976,1482.0,82.87423065522893,0.44999999999999996,1.7807971678175527e-05,0.0011897799828716141,357.087415465106,0.06597557145743176
32,171.35255919804123,0.040649404446476155,342.2416475301182,266041.4869127532,0.8668971298609386,13.993081114750392,0.004021759307714053,stratified_wavy,0.0012074940292789806,1.2026644625998168e-05,1,25.759135293835822,light_oil,16.141570473298327,0.030215421376806176,0.030191319144077213,9.635471510231921e-14,0.11292463618771546,0.015124488435650915,0.03602990197290344,0.928099119543662,0.15824044376753996,430.6507497907129,16.11135505192152,2.70798873791611,800.0,108.82984377584435,shear,22.169235823132663,0.22277498525761916,0.7890542657746513,228.41560604179205,0.9980705230199155,87129.37289549623,57.35691615124971,370.86450895088484,1300.0,62.830675795452166,0.44999999999999996,2.039305259457349e-05,0.017131170453134403,17.135576987995453,0.9896468115585961
33,447.0460445247401,0.014838248796797413,359.99306721356487,807309.2324536858,0.2842233192472181,7.1918711164207485,0.0018719354872829273,stratified_wavy,0.0004144462356353558,1.4802773421523277e-05,0,0.6686947958386995,water,25.30359273640472,0.0026152507305968863,0.10214936170841415,0.0,0.747297847041946,0.012392344092648234,0.6311433364513372,0.4220422645132826,0.8618395528430084,29.098801179648046,25.300977485674125,7.812249902501969,978.1470798359305,702.3552936910665,shear,18.858331224999837,0.09566800928048436,0.8191103045039381,2.250967248428604,0.9959087092130146,138555.32082310983,117.53406196498146,380.3609415324714,1482.0,75.19486509661812,0.44999999999999996,2.1169848824157443e-05,0.00032295082473868063,37.354587111519756,0.0013787355671790995
34,2064.4458744158546,0.0763858948275121,324.2973291063813,151031.32043903938,0.5328386184103499,13.19823174698364,0.016604299858697595,stratified_wavy,0.0022634458737692733,0.0024988619235271473,1,25.41842975793731,water,24.769660626999475,0.035542963337844236,0.9834219479157648,5.0206927341896375,13.725972864393066,0.033346035193277286,19.661481516908328,499.76398687451706,19.763433581691746,784.5748225600831,24.734117663661632,1.6223852632546498,988.8558012680857,462.81971183554134,shear,15.268446660829703,0.26429672093684675,0.7578620880459889,3.7199445287238997,0.999200994417439,156719.00667545723,5030.325454776849,361.01107985499203,1482.0,50.0,0.44999999999999996,1.9586892931606072e-05,0.00053370796681835,259.42591971194423,1.3253204736725965
35,87.75653023543333,0.01557819082614554,288.07409699696007,1415874.9853663011,0.817074513472333,4.134033033361668,1.878233149797728,intermittent,0.000249464059386087,0.00011920803922004682,1,35.538565023705715,water,5.059554502309966,10.267749920750653,0.0032559124117677047,1.714056009856445e-11,0.0014198100936097925,0.0030505371786954155,0.04845710887343012,1.7220961145591835,0.007726259701213472,32.47875540933561,5.2081954184406865,17.1218640797448,999.722770900912,196.86461302253366,interface,15.382231831785967,0.054165190108907066,0.6921788336855991,7.933348418873121,0.9921666079418662,75437.39120881903,140490.88108279547,340.2522061501655,1482.0,110.99870915380988,0.44999999999999996,1.7889313793067174e-05,0.0011382135464667318,4.9675401235547625,22804.191131098945
36,50.22336868018944,0.022720345816012098,353.26110780493786,1627454.3768210476,0.15186380293045387,5.139927635346244,0.004428038951744555,stratified_wavy,0.0006018138335143501,6.310237003695189e-05,0,51.26832649020375,light_oil,33.845640212895745,0.0052209055185289555,0.003275991917860182,0.0,0.012536872788517572,0.0028021946595022332,0.04885494079732751,2.5047110554569616,0.01861505936587999,132.2873475853759,33.84041930737722,16.048828694739587,800.0,680.9461938137995,shear,10.898410978470263,0.03482012095470046,0.8078024524453296,221.29051742797213,0.9884383745337812,591126.5660726523,5.7177701172156175,376.7877358911484,1300.0,147.74089041765774,0.44999999999999996,2.087759817453138e-05,0.016596788807097907,2.135920064352842,0.01651487677145347
