simulation_id,material,gb_type,temperature_K,applied_stress_MPa,gb_angle_deg,gb_energy_J_m2,sliding_resistance_Pa_s,stress_exponent,max_displacement_A,avg_sliding_rate_A_ps,simulation_time_ps,timestep_fs,ensemble,box_size_A,n_atoms
GB_slide_0015,Al,twin,831.9636386829352,452.0321682019733,125.46180991953996,2.927572828112749,8.030915511268347e-08,3.7289264596671696,0.0012409067038842468,1.2395906064578902e-05,100,1.0,NVT,152.695749779466,85352
GB_slide_0016,Ti,mixed,1169.1603311126064,485.61930019341713,153.9594903087833,1.2889970882139363,7.262947513575592e-07,2.04956818935958,0.0011087990121926214,1.1076777163811558e-05,100,1.0,NPT,76.92720534253986,30134
GB_slide_0017,Al,twin,944.7479020964204,444.09216506445625,5.0537381309072105,2.219630462605384,3.557184619597086e-08,3.468871494230523,0.00039482968153294653,3.9443192116279496e-06,100,1.0,NVT,101.54329941907068,39347
GB_slide_0018,Cu,mixed,873.971099621146,243.7678140640146,168.5489755737493,1.223260792760133,2.1096293253919597e-07,2.664502343027562,0.00013980523308379937,1.3966565748667103e-06,100,1.0,NVE,146.98739736414984,51472
GB_slide_0019,Mg,twist,464.58682330617404,403.6550100045814,81.91107663367436,0.8677149806759672,8.35525279291289e-07,4.3940465561133575,0.01233924853937339,0.00012327560080068156,100,1.0,NPT,96.74141229487068,81160
GB_slide_0020,Zn,twin,302.00929782969786,126.2653764080388,13.147929794234246,0.7764911416724001,1.3390877495255888e-06,2.5441431431011385,4.662725928266553e-05,4.6579173654519184e-07,100,1.0,NVE,69.84432871283421,21932
GB_slide_0021,Fe,mixed,547.2797485570611,84.98841930018538,170.3182358095155,0.7252356579204462,2.6281352662909136e-06,3.8984132020129136,6.340828825077998e-05,6.334668959386709e-07,100,1.0,NVE,98.38323964192182,64613
GB_slide_0022,Mg,twin,865.3185706638401,474.5800459422267,99.2693383780269,2.0964728082288766,3.894832724631686e-08,3.9208552987349563,0.0010673055748269902,1.0661739533646574e-05,100,1.0,NPT,68.75382483798404,79310
GB_slide_0023,Zn,twin,645.0256935639907,75.19853412888638,53.52573308936395,1.100238369786434,3.489416868883173e-08,3.6769051131428405,5.045497260007447e-07,5.040735157472258e-09,100,1.0,NVE,110.5932565230658,90941
GB_slide_0024,Fe,twin,1099.7901861424216,13.760656683849787,140.39479852402437,1.6764472808909274,8.730011989487885e-08,3.8221050510371124,2.856699403211535e-09,2.8540164869085628e-11,100,1.0,NVE,142.46271438767533,70916
GB_slide_0025,Zn,mixed,376.7860418212483,332.61088399449426,72.4335902368813,2.6786973549627815,1.007895735484342e-06,4.162666663886585,0.004052628122888783,4.04834378608067e-05,100,1.0,NPT,63.925880031675135,54649
GB_slide_0026,Ti,twin,1016.2787742923866,286.5440343239367,144.27297262793053,0.8872798509186646,2.815306089743133e-07,4.964913702772395,0.003270952448220111,3.267567927355824e-05,100,1.0,NVT,77.0785742341693,12525
GB_slide_0027,Zn,twist,442.3380088837314,371.1336838502255,134.72081494740436,2.605169412468774,8.781071161077959e-07,4.082033838248151,0.004978092307037468,4.972939791045133e-05,100,1.0,NVT,90.8014153420473,21329
GB_slide_0028,Al,twin,709.8899394454729,329.8696492858905,69.2528517551932,2.437470721744382,7.901269920021463e-08,4.894968932522719,0.001416356778138006,1.4148768146240853e-05,100,1.0,NVT,53.98235638902214,61234
GB_slide_0029,Ni,tilt,1097.0054613603002,320.06235189597976,121.22416872649917,0.7595540131405047,1.65204395824143e-07,3.95432069474547,0.0012504760223042935,1.2491739078980121e-05,100,1.0,NVT,193.31318728979295,94595
GB_slide_0030,Ni,twist,499.5220208645899,221.09790258223856,123.36832133507279,1.9047574958873725,2.313862351287507e-06,3.7715279015673824,0.00174608846734744,1.7444883140429846e-05,100,1.0,NVT,164.63014532776464,57733
GB_slide_0031,Cu,tilt,1145.5120648092363,146.99402626169848,61.66814762535356,2.9970622767881716,1.0566810075709922e-07,2.850179609672691,1.9788812382063507e-05,1.9768693225613411e-07,100,1.0,NVE,160.2288724931925,84490
GB_slide_0032,Fe,twist,865.9813433993731,374.9143637998706,29.243100920609674,0.9164382086533702,7.178644702340495e-07,3.0681405069702903,0.0023295617604862217,2.3274407513350238e-05,100,1.0,NVT,57.18258809827269,76274
GB_slide_0033,Ti,twist,726.7990305024579,438.0172462712047,150.88662839882429,2.658615075430914,1.7413984020618903e-06,2.0887918196363913,0.0018087984636996326,1.8071119690269042e-05,100,1.0,NVT,131.2691946905576,73541
GB_slide_0034,Ti,tilt,936.5216285620749,440.99553861985066,157.2082642771904,0.9471747948388491,5.48147242017285e-07,3.785293451249134,0.008682347396620927,8.67343429438184e-05,100,1.0,NVT,171.63701847446364,36315
GB_slide_0035,Ti,twist,361.9686580441039,434.9239221325965,79.84992579990956,1.637805871763666,2.4444061424552265e-05,3.450016268213935,0.09275272447473956,0.0009265981103459047,100,1.0,NVT,119.41490335867552,68353
GB_slide_0036,Fe,twist,638.2391914438485,219.81264566991365,23.796792996769263,1.4960017052134638,1.350327842320438e-06,2.0286694829199585,0.00027396635207765354,2.736974212600942e-06,100,1.0,NVE,140.01910205869638,63126
GB_slide_0037,Fe,twin,993.5042096692549,303.3066740021689,35.09916941057671,1.1971215608340107,1.539497836075377e-07,4.058257461569867,0.0008031593543403203,8.024032725036022e-06,100,1.0,NPT,166.05451648059693,68530
GB_slide_0038,Zn,mixed,357.3072730520062,393.60199405468654,110.70134565986386,2.1687826534616503,2.3073074958585463e-06,3.5258689887748846,0.008206880287566788,8.198369406234743e-05,100,1.0,NVE,82.91199586884848,47380
GB_slide_0039,Zn,twin,935.728254702894,135.4009136830323,120.69158987836842,1.9975821320529235,1.8426084080635885e-08,4.466394369157079,4.049488082401342e-06,4.045465646844322e-08,100,1.0,NVE,108.37834258543832,84070
GB_slide_0040,Ni,mixed,800.094833118314,331.5298796471766,146.96747218768866,2.2996032758270113,5.048009163372899e-07,2.972968328794141,0.0010920643614299166,1.090983176447285e-05,100,1.0,NVE,97.40362918657382,27829
GB_slide_0041,Ni,tilt,558.5217230415271,429.57022829803475,78.41304405303123,1.388043539127243,1.1038965110259072e-06,3.011960134205547,0.004338868617767511,4.3344764615797554e-05,100,1.0,NVT,196.19713894834135,89456
GB_slide_0042,Ti,mixed,635.5949422074644,481.7399876144039,52.65277315154829,2.187172760857654,2.0693393392790126e-06,4.919458779216596,0.22761455745956732,0.002273776151880293,100,1.0,NVE,108.74840307543906,18692
GB_slide_0043,Zn,twin,865.2837041535274,286.0174519119494,173.3100418838399,2.730861588217162,3.010794627949835e-08,3.239590460465049,5.162376780847275e-05,5.157787133267549e-07,100,1.0,NVE,146.53503288290463,61965
GB_slide_0044,Cu,mixed,509.525112303976,458.73668325416764,59.77460522519809,2.9955911097437706,1.0487586629652226e-06,2.03719918349566,0.0009694511018947335,9.684752078772966e-06,100,1.0,NVE,151.89265592531774,13298
GB_slide_0045,Ni,tilt,509.2493903169116,184.51286329680505,97.54358857328896,2.8602687060354546,1.262051926967288e-06,4.881757726115514,0.0008699584637818042,8.690253653526995e-06,100,1.0,NVT,84.8520454673543,74205
GB_slide_0046,Al,mixed,859.7070873713099,434.5513595250417,122.57700224782643,1.388458282217794,1.4711470333598762e-07,3.917006539170199,0.002561629474871999,2.5588776764187276e-05,100,1.0,NVE,151.92531603641856,10956
GB_slide_0047,Fe,tilt,476.9493064257723,236.8561884220569,127.31641561470207,0.5424316200566857,4.162962001069447e-06,4.520324037124126,0.005078793141186962,5.0741541587083205e-05,100,1.0,NPT,166.39854300433052,79239
GB_slide_0048,Cu,tilt,844.5152382156741,320.53811516488514,39.00696332423368,0.8261837101313575,2.006232424997292e-07,4.6533741078356865,0.0023290683108352986,2.3269059280325115e-05,100,1.0,NVE,93.279606095324,52812
GB_slide_0049,Ti,twist,871.9867289180952,99.4736732867754,112.75497055105956,2.834912737427686,1.400883276180625e-06,3.01572368026908,9.335894942230501e-05,9.326349153300245e-07,100,1.0,NVE,163.86717496308069,84948
GB_slide_0050,Cu,twin,942.6827379160961,364.37360508127256,154.99632765020246,2.620998493756595,7.103467160740828e-08,2.062182466968381,6.095753529751362e-05,6.089494110769783e-07,100,1.0,NVE,152.93421211846515,81586
GB_slide_0051,Zn,twin,743.295738066328,328.22266178922445,82.13417069191473,1.40354553429115,3.1214965869893715e-08,2.5778190959276985,3.1282315620059774e-05,3.1251465557377587e-07,100,1.0,NPT,58.79072173308301,84783
GB_slide_0052,Al,twin,876.2924724513066,231.6612489555825,95.16915266860305,2.6137778462090844,4.8276766921375746e-08,4.31711008504254,0.00010973755194114677,1.0962862957132192e-06,100,1.0,NVT,74.32577050065422,83053
GB_slide_0053,Zn,twin,587.5449000281848,164.95144173516897,68.4086383378644,1.5992907233492977,4.515618387043687e-08,4.432680096257615,1.771979210052415e-05,1.770211780540314e-07,100,1.0,NPT,171.28618535816733,60388
GB_slide_0054,Fe,twin,625.626748433935,151.6952766528095,135.68047721779052,2.589969004070002,5.754841024177642e-07,4.203312223638978,0.0001425189696433096,1.4236387155749837e-06,100,1.0,NVE,76.56736631399629,86538
GB_slide_0055,Zn,twist,672.2397961899665,114.80984644691807,143.45239655219805,0.5038828218111611,2.1798140414874842e-07,4.282303994439543,1.8309726184388125e-05,1.8290754271285215e-07,100,1.0,NVE,83.51364306614518,92460
GB_slide_0056,Al,mixed,591.6360874101554,260.2350865214737,75.15785919816845,2.4707226471006267,4.047428479917115e-07,3.1080636577340375,0.0003640225037037897,3.6362920677422774e-06,100,1.0,NPT,192.23548535639384,75071
GB_slide_0057,Fe,tilt,1077.1612913214412,411.97682728569123,31.816226727840224,1.607503162964798,3.1082049261029604e-07,3.5328374202330215,0.0027856419028885653,2.7828749655872947e-05,100,1.0,NPT,66.61619061980282,91375
GB_slide_0058,Zn,twist,798.1098248848709,202.32915811656474,104.09282438473687,1.1149046744344453,1.0282967058526911e-07,4.330896936441986,0.000111312414417315,1.112020814756617e-06,100,1.0,NVE,151.4112270215437,70489
GB_slide_0059,Ti,twin,675.6364196471952,382.41280123072124,87.75652928956983,1.3072971749273306,4.67620510679857e-07,4.161729354253975,0.005608685436203309,5.602956760589502e-05,100,1.0,NVE,98.48725289835726,23828
GB_slide_0060,Ti,twist,876.9724340445382,97.30691467590754,48.68873885808293,1.806855500027044,9.7798557309787e-07,2.1399721187029823,4.875012368337289e-05,4.870085971721366e-07,100,1.0,NVT,109.04886288042947,94182
GB_slide_0061,Ni,twin,567.6466069661342,36.10270176130601,161.25076135636192,1.124604057847991,3.95831208044378e-07,4.413200919139232,1.6950224282630643e-07,1.6933481024095947e-09,100,1.0,NVT,94.28550235438837,24226
GB_slide_0062,Ni,tilt,786.8504808432956,446.1994445963623,171.65985287368272,2.045375063453732,4.1403453169173065e-07,2.742955732049323,0.0012502912229108503,1.2490509741554533e-05,100,1.0,NVT,132.61723320930878,32382
GB_slide_0063,Zn,tilt,845.4469737931496,217.09826974780364,119.39230554223488,2.720012946248904,5.0437601360961575e-08,4.030442933471402,5.528204031336127e-05,5.522698311203761e-07,100,1.0,NPT,173.49308027332313,40958
GB_slide_0064,Cu,tilt,1125.5729752968966,425.95468776410553,49.976161072320664,1.9675942708531347,9.40064271288864e-08,3.8640507887597995,0.0015044002902081684,1.5029352034127287e-05,100,1.0,NVT,98.2744367765458,59854
GB_slide_0065,Ni,twist,598.4161304486609,369.69580069783984,57.178677792295844,0.6546423713430847,1.3158762570018954e-06,4.379662918748961,0.016114940446436316,0.00016099589503780194,100,1.0,NVT,166.46256302744985,91599
GB_slide_0066,Ni,tilt,1120.6321597400542,160.23333812893148,70.98054918346595,0.9555099414935417,1.592587207760466e-07,2.677061025449804,3.642745409880533e-05,3.6392641265906216e-07,100,1.0,NVT,152.9731708616792,24513
GB_slide_0067,Ni,mixed,742.0547353424392,114.40556864333348,78.15926543874781,1.4387145119060423,4.654174781040202e-07,2.9719890637740805,3.8070184478971446e-05,3.8031813610732534e-07,100,1.0,NVE,170.44281086043975,86439
GB_slide_0068,Zn,tilt,388.0479102158137,131.51920109086842,16.067077981723067,2.5554109093589945,9.696784421032859e-07,2.8085060175826255,5.079491994272739e-05,5.074374059756482e-07,100,1.0,NVE,137.75273641454265,10176
GB_slide_0069,Ti,tilt,736.899278196263,99.31111818161072,160.84687754324057,2.121873590988847,1.147925564497558e-06,3.6224595797964394,5.521662319088121e-05,5.516862926924856e-07,100,1.0,NVE,158.28097310991444,48797
GB_slide_0070,Cu,tilt,1161.1417848922827,357.7959211477581,60.45943740508795,2.5303489284147194,7.262663770700797e-08,3.9465050764272767,0.0007156937775061039,7.149552916957269e-06,100,1.0,NPT,50.57313792222618,97916
GB_slide_0071,Fe,twist,448.58913709319245,87.77180898879692,134.13093245090886,0.6159963846837508,7.0462795845227e-06,2.4419052971521777,0.0001996625546994749,1.9945533208492933e-06,100,1.0,NVT,187.83431995634842,29064
GB_slide_0072,Cu,twin,863.5264769632674,398.7623154962943,10.301448156032013,1.5867646860091376,5.4865762381570125e-08,4.368184391548219,0.001464684638862653,1.4632738889938998e-05,100,1.0,NPT,114.14621611893867,86758
GB_slide_0073,Fe,mixed,881.7802552654645,371.98584213776394,159.0804302517292,2.5593260446739925,5.146684979029741e-07,2.9477853690087388,0.0015058232130539223,1.5042611018714945e-05,100,1.0,NVT,105.43595238911061,90971
GB_slide_0074,Mg,twin,890.342503361212,142.5759852147544,64.17429138914497,2.918976961322827,3.905647085281736e-08,3.5020007363698307,6.991802853947384e-06,6.984738638446115e-08,100,1.0,NVE,121.17914176787946,48618
GB_slide_0075,Al,twin,1045.5419847417643,472.4615661151043,77.99845442795085,2.027879772136504,1.9828418322232666e-08,2.2472913863759985,4.266422683816015e-05,4.262512696462423e-07,100,1.0,NVE,191.79822484042745,64873
GB_slide_0076,Ni,tilt,973.2700191529742,121.47302383529787,28.781139825780038,0.924839973630299,1.529629311645345e-07,4.634949194297173,2.2513012897153756e-05,2.2492843642358202e-07,100,1.0,NVT,77.71478785887223,69909
GB_slide_0077,Cu,mixed,1128.9973279410626,404.38613309190697,169.60006715090685,0.5277876869669924,1.1484322137751256e-07,3.268320050299266,0.0006273415205696986,6.266941560988556e-06,100,1.0,NVT,136.39925023655144,31253
GB_slide_0078,Al,tilt,910.4330174062105,373.13217629721225,52.39767636341801,1.2823427147055577,7.42388146928744e-08,3.094017262160505,0.00022798414735631327,2.277648127857178e-06,100,1.0,NPT,163.78424609972575,55464
GB_slide_0079,Mg,twist,842.3212507169538,114.71379353082939,121.1343578650135,2.522147387217303,9.93300426319833e-08,4.745115573954828,9.615984227245676e-06,9.605261637389588e-08,100,1.0,NVT,158.46660356005196,55641
GB_slide_0080,Ti,tilt,860.3814009738101,173.32259253808488,157.18919675853647,2.9814322284766606,8.129994735174684e-07,3.509940692604481,0.00027423071544228656,2.7396130619017647e-06,100,1.0,NVE,132.86551186033105,52723
GB_slide_0081,Al,tilt,812.803739451646,255.15326251641392,103.77812379247334,1.3477111678107287,1.024512951181948e-07,3.2961770973360434,0.00013095969992543913,1.3082608502452303e-06,100,1.0,NVT,193.79496518613743,14877
GB_slide_0082,Zn,tilt,1145.3490918200046,438.6190801310828,112.35292060516487,1.5798887608007135,4.134484488869246e-08,4.425402739651661,0.001557841997626878,1.5561981207555248e-05,100,1.0,NVE,99.88801033936969,46065
GB_slide_0083,Mg,twist,393.1248925674668,172.4880047110702,103.07705592875,1.8811285227115206,2.2015497970981204e-06,2.05622966139646,0.00019976295418017883,1.9955492206667534e-06,100,1.0,NVT,127.43528398090575,38926
GB_slide_0084,Ti,twist,358.56658317070753,176.92406774042936,59.86268376886565,2.7286934558932163,3.264299045723985e-05,4.238801418424252,0.009253029352990438,9.243542501956196e-05,100,1.0,NPT,86.0659427085553,27873
GB_slide_0085,Ni,mixed,1047.8215803838084,359.78628275981504,35.20798565573534,2.813384971806803,1.6603545400232913e-07,4.817373855518083,0.004779325205872208,4.7748500765656275e-05,100,1.0,NPT,158.93732699336553,60652
GB_slide_0086,Ni,tilt,314.61307118394166,219.8622690264848,177.32894783062915,2.986079501366364,1.474535996751011e-05,2.5964103932581972,0.002559386297916776,2.5568367941167565e-05,100,1.0,NVT,77.94779224172501,53355
GB_slide_0087,Al,twist,629.037018664633,360.637593192928,151.34425813505732,0.5338290848763221,5.211435953551188e-07,2.954292170205036,0.0011778394954541642,1.1766518907293239e-05,100,1.0,NPT,67.21240379642427,13185
GB_slide_0088,Al,tilt,438.7739650178148,90.45212228812557,131.19219792059445,2.7086876987109343,1.0728250674598556e-06,3.503593290599983,2.4934147991457575e-05,2.4907888371986464e-07,100,1.0,NVE,194.1223882440335,86223
GB_slide_0089,Al,tilt,360.3651935626486,224.52876898439484,6.343420529137019,0.541161103928799,3.3449735531076992e-06,4.894485527967751,0.004785061948195476,4.779635749983607e-05,100,1.0,NPT,169.200930170183,22778
GB_slide_0090,Ni,twist,414.5897645425195,275.5891458616792,148.76560458273858,1.9248296538761234,4.550236680692869e-06,2.1157083715364293,0.0012113955061582701,1.2100754149961658e-05,100,1.0,NVE,167.93056208844013,56907
GB_slide_0091,Ti,tilt,569.2904013010968,397.49497518677936,6.876120461362174,1.2616175323091277,2.753640682018704e-06,4.194407357989492,0.03933664156522862,0.00039299019080124933,100,1.0,NVE,134.88393544058732,14277
GB_slide_0092,Mg,twist,1169.3950844662536,498.3495528707619,90.26954381476182,0.6083665147193974,7.809839352413467e-08,4.901004895439886,0.015020998358201164,0.00015006137052411565,100,1.0,NPT,165.89176655747798,33729
GB_slide_0093,Mg,mixed,861.8290950239362,238.85111982077393,20.351698777807787,1.5039563783597742,1.241926820692045e-07,3.6763335816894913,0.0001518895500881974,1.5172489709351333e-06,100,1.0,NPT,66.27807908751404,56485
GB_slide_0094,Ni,mixed,995.5913143918544,129.25896420056995,163.7546253006217,2.205091871244128,3.35211558331481e-07,2.9716997455211525,4.304684481199154e-05,4.3005813343637574e-07,100,1.0,NVE,174.59332555516636,24449
GB_slide_0095,Fe,mixed,647.5629012995081,396.70522347572165,64.18714117793424,1.9804869891907926,7.802884674670208e-07,3.095738473859864,0.002413827232080276,2.411645635366511e-05,100,1.0,NVE,60.86128933439838,78575
GB_slide_0096,Fe,twin,853.6515514248318,370.0460076276749,57.65445701809204,1.562283615270435,2.166993239659679e-07,2.357816297698441,0.00022052432852961315,2.2032059724696315e-06,100,1.0,NVE,94.50040304998001,15487
GB_slide_0097,Zn,tilt,784.9907356462095,335.68429752547695,85.84405150215899,0.7360461458553484,8.07607162385237e-08,2.5367996857847577,7.182955217689777e-05,7.176139310813486e-07,100,1.0,NVE,59.3519986081044,89155
GB_slide_0098,Ni,mixed,616.5328409365736,293.6321672130466,165.09374668857225,1.0860773387796785,1.026956237478163e-06,3.9053323315408335,0.0027679023522006836,2.765367779584003e-05,100,1.0,NPT,112.70943359552359,71242
GB_slide_0099,Al,mixed,506.3716981795502,321.7951361099081,33.56732824381663,1.1953200426283286,5.016659781619958e-07,4.235489592232227,0.002939722229138343,2.9367220198368313e-05,100,1.0,NPT,96.52705700543186,93919
GB_slide_0100,Ni,twist,915.081926156778,250.40740950328873,154.28476131430827,1.3842886548540665,2.961220363331728e-07,4.9971375780940575,0.0016489098388480538,1.6471911701183277e-05,100,1.0,NVT,138.2117535018494,32673
GB_slide_0101,Ti,twin,618.8734751857605,298.33714234254904,70.89229135807106,1.8208576158568144,9.546048612038968e-07,3.207230145899352,0.0015543033118484025,1.5527724959024194e-05,100,1.0,NPT,104.85728243884515,63672
GB_slide_0102,Cu,twist,1107.9082561348214,454.58164501626334,78.80359249138236,0.5653565618516707,1.2638943025375758e-07,2.518256918696,0.000404237410671829,4.038085631168621e-06,100,1.0,NVE,96.01710607472154,34068
GB_slide_0103,Ti,tilt,427.7463782990714,299.0894858596704,95.49103198669067,2.8357982776298782,8.805827344422646e-06,2.020936573730601,0.00235812565140569,2.3556305318349687e-05,100,1.0,NPT,194.06282129871664,83695
GB_slide_0104,Ni,twin,451.98100236547936,43.9767545148054,127.62570485441259,1.1847531597960332,1.4331049022849549e-06,4.158269188925868,1.6365157249383401e-06,1.6349020058951484e-08,100,1.0,NVE,161.46616255600998,26771
GB_slide_0105,Cu,twist,1065.014586819345,434.601580120777,84.42926233164107,0.7919134485011698,1.3509052873341336e-07,3.506296758928681,0.001382202001386587,1.3807762764499208e-05,100,1.0,NVE,102.21018682302594,67140
GB_slide_0106,Ni,twin,496.46323727862995,431.04992453092314,67.3386944647026,1.12525229496198,4.999165148395581e-07,4.624892212100025,0.015491093698348874,0.00015476087900896887,100,1.0,NVT,84.09473664423336,94176
GB_slide_0107,Mg,twist,559.0596566671741,459.16768817043476,15.809354326635173,2.8152925091952286,3.363184673968543e-07,2.4863052270848134,0.0005792371113937338,5.78610183638318e-06,100,1.0,NVT,99.06007050152014,67562
GB_slide_0108,Fe,twin,471.549129370297,222.5972412226533,69.49570358507431,0.9141748906524007,1.5462771418858174e-06,2.698105317418316,0.00039860902969752365,3.981832694641459e-06,100,1.0,NPT,159.39478014581425,54522
GB_slide_0109,Zn,twin,734.5401979255012,363.2186302963688,141.36073628454193,0.910156274190876,3.53507990347977e-08,4.104530398152901,0.0003970593224691256,3.966950590852958e-06,100,1.0,NVE,181.41989761323237,25516
GB_slide_0110,Ti,tilt,430.04206030147554,300.32444536109466,116.26320642729526,2.433397003386639,4.807227227363566e-06,2.440759640586104,0.0024717969060399202,2.4691301838984608e-05,100,1.0,NPT,77.73141118013086,68206
GB_slide_0111,Al,twin,970.9107572416876,166.86478223455185,100.02991278880754,2.0853851085280737,3.093604774160013e-08,4.474507174114553,1.761311153251836e-05,1.7594820877753164e-07,100,1.0,NPT,126.64882079009232,64402
GB_slide_0112,Cu,mixed,449.8196375633652,182.38807984620618,96.18327053614821,2.901565050509918,1.5047001661972358e-06,2.7458298828969423,0.000272849465236169,2.7258577667688433e-06,100,1.0,NPT,115.41089229133942,60459
GB_slide_0113,Zn,twin,462.42188864854324,278.4985628501377,89.13074879332711,2.942798166784877,1.352025342416289e-07,4.074170674516012,0.00027981664723305925,2.7955875622287658e-06,100,1.0,NVE,83.43055776398879,77129
GB_slide_0114,Ni,mixed,314.10035262474076,45.0178069980966,30.635198521487027,1.5186491281108936,1.6306750491292666e-05,4.438766800341894,1.1037205471917725e-05,1.1025816155578351e-07,100,1.0,NVT,144.55265352804935,34249
GB_slide_0115,Ni,twin,923.43606344319,334.58563397013296,77.51546866075802,2.1422799717959577,8.708392785572618e-08,2.4435844679207017,7.555265441109514e-05,7.547548780597662e-07,100,1.0,NPT,148.987325393993,23434
GB_slide_0116,Mg,mixed,1098.1938449546597,494.72006633137426,65.4364236905129,2.0175856729337416,5.920547570438281e-08,4.576104026990699,0.0050940325896411875,5.0889100856827264e-05,100,1.0,NVT,188.6828987073761,65280
GB_slide_0117,Al,mixed,650.1145681700187,315.06150831863516,77.21822816217464,2.891757866614262,2.99169382967367e-07,3.1676119085071726,0.000503620862833298,5.0311222982021954e-06,100,1.0,NPT,87.52761258843599,90824
GB_slide_0118,Al,twist,403.3863301582218,499.927535552188,97.78497468222719,2.3589255677488095,2.474562351616897e-06,4.481494570922065,0.09504493183374287,0.0009494767520201287,100,1.0,NVE,105.25479436094159,42338
GB_slide_0119,Cu,twist,767.6985438501131,235.09430621629676,168.4736537524337,2.9592881988826947,2.624253929794348e-07,3.912309335968442,0.0003725465036210575,3.7216966076569367e-06,100,1.0,NPT,63.5377985105101,24274
GB_slide_0120,Ti,tilt,785.0133736846842,397.71233695965,35.35883527590327,0.7933562528367639,1.022351684811677e-06,4.062188294072673,0.01414980600315681,0.00014137151137377907,100,1.0,NVE,99.74535340102781,86870
GB_slide_0121,Ni,twist,816.7177539823422,417.494585909785,32.15824779761027,1.4445085512215823,3.971702106961826e-07,3.0510646656075027,0.001701867252447072,1.7002553321534513e-05,100,1.0,NVT,58.85238647860616,52095
GB_slide_0122,Ni,mixed,988.4173509147768,216.42058650896087,166.79373827937124,1.4018605639341546,3.4303603789347513e-07,3.8412693338075874,0.00042053157248506475,4.201136402044755e-06,100,1.0,NPT,62.84420148666643,60451
