simulation_id,material,dislocation_type,temperature_K,applied_stress_MPa,dislocation_density_m2,burgers_vector_A,base_mobility_m2_Pa_s,avg_velocity_A_ps,max_velocity_A_ps,total_displacement_A,simulation_time_ps,timestep_fs,crystal_orientation,slip_system,n_atoms
Disl_mob_0064,Fe,edge,793.53850891817,94.61995865334347,2149230116664353.5,2.5630850126828175,4.3099455786484796e-05,7.209284651755783e-05,9.150946262386459e-05,0.00360464232587789,50,0.5,[123],primary,176167
Disl_mob_0065,Ni,mixed,780.9715126849475,128.73871972572937,5884638961825321.0,2.4825831258108577,7.303835108465682e-05,0.0001088875811040636,0.00013634670302444375,0.0054443790552031746,50,0.5,[111],secondary,372330
Disl_mob_0066,Zn,screw,1039.9410667104312,113.31186851941979,2745154570554581.0,2.6766307151858446,0.00024179397288240525,0.0004395899682340655,0.0005832213930451027,0.021979498411703262,50,0.5,[002],cross_slip,266311
Disl_mob_0067,Cu,screw,646.9419991674445,173.1208211998854,7590272380802309.0,2.6001370544351925,9.219057963845816e-05,0.00016434841656406363,0.00020601762381573002,0.008217420828203188,50,0.5,[222],primary,455647
Disl_mob_0068,Ni,edge,865.0434936647647,6.841439158368275,6995292584573828.0,2.4430007319761664,7.862126155346251e-05,5.732294969938156e-06,7.301578675935869e-06,0.0002866147484969077,50,0.5,[103],secondary,431370
Disl_mob_0069,Ni,edge,978.8117768030675,117.75280520245391,9102274884529524.0,2.4809415900671,0.00010330322139060994,0.00011509883073846606,0.00015017820604014303,0.0057549415369233005,50,0.5,[211],cross_slip,326979
Disl_mob_0070,Ni,mixed,481.813053058836,138.04795846305225,7970654494620263.0,2.524410177877283,7.314786296836365e-05,0.00010164558728578526,0.0001310112714668657,0.005082279364289268,50,0.5,[223],cross_slip,276957
Disl_mob_0071,Ti,screw,963.8661031026666,57.51298833232469,850667824862378.4,3.0133279138041793,2.870367428469963e-05,4.1870215725446516e-05,5.268990343775539e-05,0.002093510786272324,50,0.5,[103],primary,427034
Disl_mob_0072,Al,screw,956.5522955612427,82.38369428642405,500775403838656.2,2.8739563726847486,0.00010902588239942174,0.0002776212425302036,0.00035238532363890954,0.01388106212651018,50,0.5,[101],secondary,206751
Disl_mob_0073,Cu,edge,745.6874797243,51.44479110087657,4439992856045519.0,2.521766088370076,0.00012493183255827945,8.364637977952622e-05,0.0001117049144114524,0.004182318988976314,50,0.5,[003],secondary,345940
Disl_mob_0074,Fe,edge,1130.893725806137,83.42087497207679,9680411347512086.0,2.5188169451759634,6.773276324377945e-05,5.224933974843471e-05,6.646621920254534e-05,0.002612466987421739,50,0.5,[112],primary,418285
Disl_mob_0075,Zn,screw,615.4827763051212,4.489065999205675,9310715908374680.0,2.6156575511755604,0.0002102700568065755,8.854688698432301e-06,1.1379276415152957e-05,0.0004427344349216149,50,0.5,[203],cross_slip,368652
Disl_mob_0076,Mg,screw,1045.636500400459,106.66916341222374,2010226215862480.8,3.2847297580168613,0.0002672677545156093,0.0005193990428100286,0.0006669434433203606,0.02596995214050142,50,0.5,[023],secondary,224562
Disl_mob_0077,Cu,edge,982.7060595951358,48.34705065215532,4037729948196644.5,2.575248285594843,0.00011367549075683376,7.440644343202557e-05,9.457188862022634e-05,0.0037203221716012825,50,0.5,[103],secondary,356526
Disl_mob_0078,Mg,mixed,936.3643313808598,51.87692645957305,9922036313310250.0,3.1547490391040833,0.0002463195041274041,0.00011652461033587422,0.00015269498163645874,0.005826230516793711,50,0.5,[101],cross_slip,498130
Disl_mob_0079,Al,mixed,579.2120196139692,185.81223897097703,6473374672075998.0,2.9235016373139135,0.00014109000073486808,0.00028838856805154573,0.0003740903172047657,0.014419428402577286,50,0.5,[211],secondary,266943
Disl_mob_0080,Al,screw,826.7578950763924,133.5962463801207,4927833562826112.0,2.759554197991328,0.00013401487506685996,0.0002234949874506667,0.00029994313792521015,0.011174749372533337,50,0.5,[013],primary,95711
Disl_mob_0081,Fe,mixed,857.3173231926238,59.23181885533926,8954662894726943.0,2.523676591421998,3.2585472227455484e-05,1.8532677235627757e-05,2.4078238583456718e-05,0.0009266338617813881,50,0.5,[101],cross_slip,84986
Disl_mob_0082,Al,edge,1061.8931672556746,89.18856460587327,2277663119155619.0,2.8868179553238447,0.00015676375197314679,0.00023958340508643068,0.0003040193874840534,0.011979170254321539,50,0.5,[003],cross_slip,370682
Disl_mob_0083,Fe,mixed,429.3357522889364,153.47684473613373,3993511449009201.5,2.5253867629463627,2.9138016602439273e-05,6.11864150103387e-05,7.82449245411383e-05,0.0030593207505169363,50,0.5,[222],secondary,118437
Disl_mob_0084,Fe,mixed,396.50123709326004,51.00371024307484,5514195622239670.0,2.484163827753145,3.18655440896912e-05,1.937798141929623e-05,2.5709982272495673e-05,0.0009688990709648108,50,0.5,[013],primary,451506
Disl_mob_0085,Al,edge,1043.1453869725892,180.66358967540052,5513073630146354.0,2.816737172103206,0.00017900494104499111,0.00038037991281469007,0.0005005323617586323,0.019018995640734504,50,0.5,[122],primary,247884
Disl_mob_0086,Ni,mixed,498.1003790620038,92.99087868815276,1217554307188711.2,2.4534364424151938,6.641333761052435e-05,0.00013781513909362126,0.00017806655703787917,0.006890756954681064,50,0.5,[121],primary,197311
Disl_mob_0087,Mg,edge,973.5959187592039,186.39195322392368,8660915723365083.0,3.166415720259101,0.00023510888552731693,0.00042502463757668364,0.0005304575368508036,0.021251231878834202,50,0.5,[011],cross_slip,77224
Disl_mob_0088,Mg,edge,575.9382427177162,20.53653780188974,3423200924138990.5,3.1995606462787607,0.0001511046371086355,4.50644135401833e-05,5.928593480079646e-05,0.002253220677009163,50,0.5,[221],secondary,398481
Disl_mob_0089,Al,screw,1187.3316800683679,60.09804632101778,5143198547336129.0,2.8704402039567847,0.00020082954396640984,0.00014745859491101403,0.00018899972158125238,0.007372929745550709,50,0.5,[203],secondary,60994
Disl_mob_0090,Mg,mixed,1004.8750895888255,194.82278893419536,8562933491016759.0,3.1619693368628092,0.00022804966384114826,0.0004338393695968795,0.0005523311095528313,0.021691968479843983,50,0.5,[003],secondary,379250
Disl_mob_0091,Al,edge,1056.187217142191,110.21176839390247,1424270267156526.5,2.9112336719080036,0.0001605540168977104,0.0003712515207682355,0.0004971148893591607,0.018562576038411757,50,0.5,[011],secondary,329981
Disl_mob_0092,Ti,mixed,873.0370928692618,163.74691704081047,2905509318879993.5,2.9843653511369923,3.477565126864507e-05,8.884859723937274e-05,0.0001182360811189452,0.004442429861968639,50,0.5,[223],primary,181336
Disl_mob_0093,Fe,edge,787.850792327099,92.49563542172262,5855638772205570.0,2.4712810908740126,4.045883186738684e-05,4.3356330555962644e-05,5.709836419671663e-05,0.002167816527798131,50,0.5,[021],cross_slip,317778
Disl_mob_0094,Cu,edge,1003.672664265479,141.39820832827155,79301828645692.77,2.5600357891577477,0.00017241483900777156,0.0012942961930033734,0.00187314235582211,0.06471480965016874,50,0.5,[002],primary,118440
Disl_mob_0095,Cu,screw,534.7083544967942,27.112762880707205,6403255142905679.0,2.505353266877464,9.785884662058477e-05,2.9370085274956674e-05,3.8123511883203306e-05,0.0014685042637478318,50,0.5,[122],secondary,220308
Disl_mob_0096,Ti,edge,307.4718226364478,170.0878246761536,8501626536785457.0,3.029870564762449,1.7869986347205278e-05,2.9462043480545377e-05,3.838119798225501e-05,0.0014731021740272679,50,0.5,[223],cross_slip,157831
Disl_mob_0097,Zn,mixed,961.7270153922137,180.43419123756323,8205197269082731.0,2.7058053932995114,0.0003224037016157854,0.0005740448235401017,0.0007919896733861914,0.02870224117700508,50,0.5,[211],primary,203895
Disl_mob_0098,Fe,edge,993.8864573387028,122.77207623357495,613227848399531.2,2.4774245551925937,5.405195993081884e-05,0.0001903329402211154,0.00025259053966441403,0.009516647011055767,50,0.5,[013],cross_slip,167800
Disl_mob_0099,Zn,screw,998.180550611623,113.48728561518595,7983125671527432.0,2.653586857289272,0.00019208791865459298,0.00022013121631319127,0.00030364589542179586,0.01100656081565956,50,0.5,[213],primary,119092
Disl_mob_0100,Ti,screw,1081.359789570493,98.35816589792569,9134670289929012.0,2.885341603425807,2.9385858233615286e-05,2.7590180265565728e-05,3.68783283856861e-05,0.001379509013278286,50,0.5,[221],secondary,223974
Disl_mob_0101,Cu,edge,436.6857472139219,138.70127738568362,6910290423851055.0,2.5661606064685327,0.00010849163953680332,0.0001617297089191968,0.0002056211397645761,0.008086485445959848,50,0.5,[222],secondary,170425
Disl_mob_0102,Al,screw,747.0491785674442,39.03485118939314,886538012724671.9,2.9213991481594883,0.00013562347217678,0.00013289524947015746,0.0001701617022363261,0.006644762473507877,50,0.5,[221],cross_slip,373741
Disl_mob_0103,Ni,edge,1104.1642764510343,50.37852303076937,1737104981183768.0,2.44025673466718,0.00010538929240795639,0.00010207675587424358,0.0001324910570044318,0.005103837793712183,50,0.5,[202],primary,282710
Disl_mob_0104,Fe,screw,565.1131444165969,70.88923344529816,7752261060923468.0,2.476766775272906,2.9498219622554685e-05,2.132716716302785e-05,2.723663751899339e-05,0.001066358358151392,50,0.5,[013],secondary,421722
Disl_mob_0105,Cu,screw,1145.6123002070497,37.1285610164195,3667898657420171.0,2.5567348578826197,0.00013986259276176178,7.409646764856682e-05,9.569170196449032e-05,0.00370482338242834,50,0.5,[022],secondary,223623
Disl_mob_0106,Cu,edge,575.7500857302721,133.34090837864346,7896657505640903.0,2.518139032171256,0.00010380816889382299,0.00013917503098115678,0.0001881828405010042,0.006958751549057833,50,0.5,[022],primary,113474
Disl_mob_0107,Al,screw,1047.6552278456347,39.02722454453736,2902291747332402.0,2.8312567931985657,0.00016461407001562114,0.00010045947477379699,0.00013069663381058976,0.005022973738689853,50,0.5,[123],primary,110362
Disl_mob_0108,Ti,mixed,1195.7011588594264,182.6725898945083,9035655207206528.0,2.957534502785706,4.6838791092293494e-05,8.158421733015472e-05,0.00010505791390875567,0.004079210866507736,50,0.5,[013],primary,293745
Disl_mob_0109,Cu,screw,381.390133535415,167.3696286335972,5871474835359287.0,2.6146262580579203,6.467545306454966e-05,0.00012552592485839115,0.0001607789974739858,0.006276296242919559,50,0.5,[101],secondary,435871
Disl_mob_0110,Fe,edge,1162.1087787082306,114.37573152012621,944527393092319.2,2.4702829051301154,6.688036125428694e-05,0.000188276158110745,0.00024632945420337055,0.009413807905537244,50,0.5,[211],cross_slip,279736
Disl_mob_0111,Ti,mixed,726.1268114910256,51.32147371091632,8128281828136679.0,2.7970483932813104,2.637474550567483e-05,1.3591035712775958e-05,1.764076729858706e-05,0.0006795517856387986,50,0.5,[011],secondary,202500
Disl_mob_0112,Zn,edge,504.5469777517045,170.25623177726789,1546473128748073.5,2.6575381356831844,0.0002480844502524223,0.0008526806105704041,0.0011463265237075144,0.042634030528520266,50,0.5,[103],primary,195902
Disl_mob_0113,Ni,screw,389.07371274360435,54.54306433171614,2930740925308727.5,2.4617894627863484,4.725543113228706e-05,4.020042012623468e-05,5.179903213575175e-05,0.002010021006311733,50,0.5,[011],secondary,329150
Disl_mob_0114,Zn,screw,982.4158145007176,123.32486082605863,9212252594135638.0,2.66319846843273,0.00021884440036687056,0.0002560128541779985,0.0003385411909056839,0.01280064270889993,50,0.5,[123],cross_slip,318463
Disl_mob_0115,Cu,screw,920.2968914937412,166.08939666923453,5186971960732221.0,2.5684550132760315,9.980075212484378e-05,0.00020268854979170657,0.0002615973166019316,0.010134427489585323,50,0.5,[122],secondary,259003
Disl_mob_0116,Al,mixed,330.29772154333733,170.9829267769294,8404484517972094.0,2.882781657279095,9.162825836232574e-05,0.00015474638504120404,0.00020085964333884678,0.0077373192520602055,50,0.5,[221],primary,355225
Disl_mob_0117,Cu,screw,994.6287455053044,92.5956021627028,5620205517952831.0,2.580492334386692,0.0001364361097916846,0.00014861026082263386,0.00019501145878588968,0.0074305130411316915,50,0.5,[021],secondary,263879
Disl_mob_0118,Mg,edge,567.2193058882365,160.3705288786192,9882201731978234.0,3.21527729178003,0.00020204706784743363,0.0002939405815838817,0.00038255578538922655,0.014697029079194077,50,0.5,[023],cross_slip,67636
Disl_mob_0119,Ti,screw,1081.8398052720147,155.16137898437958,1497304114224139.2,2.9933232258072846,3.045985859176147e-05,9.724671363049995e-05,0.00013312970453251493,0.0048623356815250054,50,0.5,[011],cross_slip,388171
Disl_mob_0120,Cu,screw,768.3934603152929,147.59329284765812,6515798174228340.0,2.5698169957979253,0.00010607490653822323,0.00017309509044494093,0.0002242026867906336,0.008654754522247052,50,0.5,[202],primary,469063
Disl_mob_0121,Cu,screw,418.42386880394514,168.68827206767395,6280337604302140.0,2.631208512994754,9.464469827495134e-05,0.00017818563314202723,0.00023689067198100997,0.008909281657101352,50,0.5,[211],cross_slip,325674
Disl_mob_0122,Fe,edge,536.8367770343965,59.84264799094168,2198201157472815.8,2.5463353947477674,3.1882844003144294e-05,3.353198555975046e-05,4.510335089348683e-05,0.0016765992779875214,50,0.5,[011],secondary,382186
Disl_mob_0123,Ni,screw,858.3276557818658,19.53468510031842,9810255897873894.0,2.4858713439512186,4.905719529322294e-05,8.73329190238525e-06,1.1411570424615711e-05,0.0004366645951192625,50,0.5,[101],cross_slip,396065
Disl_mob_0124,Ni,edge,1028.1459585564526,128.06225870907218,771644318225010.0,2.408182581760912,9.29050614507191e-05,0.0003136810097226914,0.0004036107939183387,0.015684050486134547,50,0.5,[213],cross_slip,270579
Disl_mob_0125,Cu,screw,618.1288942909274,29.117632926116052,4440553391676840.0,2.596978163415071,9.71205606076678e-05,3.685466623150255e-05,4.7800790299573006e-05,0.0018427333115751295,50,0.5,[011],primary,372080
Disl_mob_0126,Mg,screw,743.5823420991771,15.363047160000535,7020513908615022.0,3.190193853384392,0.00014290002570144247,2.3386537349009594e-05,2.950256207782764e-05,0.0011693268674504782,50,0.5,[221],secondary,427826
