time_hours,strain_sensor_0_mu_strain,strain_sensor_1_mu_strain,strain_sensor_2_mu_strain,strain_sensor_3_mu_strain,strain_sensor_4_mu_strain,strain_sensor_5_mu_strain,strain_sensor_6_mu_strain,strain_sensor_7_mu_strain
7.3,148.28872040128988,149.98491087964385,147.38489385208717,149.11120895047063,148.31459792786598,150.4420482598283,146.9728367547508,148.09431379480012
7.4,148.36327678937323,146.47271359741342,148.1460600779906,148.75392232408842,147.44793428911484,147.00480775348197,148.52891087762993,147.1485795888349
7.5,146.59670536514437,146.3878380476024,147.06982283911267,145.65596452214606,147.57570628165158,148.489595427241,148.02893861434285,145.19452520688787
7.6,146.0020571989812,145.9191396632069,146.0332489457313,147.06975501895715,146.813762129322,146.91347961597336,147.23097665293375,148.0445476196439
7.7,145.19299869240626,144.94276024095947,144.58044023612598,143.7024982904753,145.83693710626642,146.23069043678245,143.50981961506977,144.85172550537354
7.8,142.87080580450575,145.14313018766893,144.00360103892146,144.5739929606232,144.40813965401782,145.27759207389133,142.25705280292144,142.87018290351406
7.9,143.37774825800003,143.21128927815818,141.568120598801,141.8555798266255,141.86078036466225,142.0518463903058,142.81749407323466,142.7939242885875
8.0,140.47973703763645,140.3387735054417,143.25072078120334,141.95686917315,141.679157733807,140.51824890866897,141.27326811905652,142.94255206245649
8.1,139.35072906467403,140.4056346002156,139.6111329488639,140.00717125884685,141.0155299833616,140.02429793151143,140.19649557292098,140.61070960702318
8.2,139.90077616331985,139.03301381802532,138.52409371648554,140.27817846599294,139.54911891384077,140.00429017883707,139.6197217959666,140.26484531757302
8.3,137.84337026065248,136.32653625361533,138.20094797457182,137.3116439243083,138.3390095688605,136.73329721000866,138.61709359860075,138.49308710164127
8.4,134.73723423761888,135.59804529902297,135.79780190483024,136.11082306238262,136.87869028605192,136.98267974559585,136.68029761153193,135.82430653600449
8.5,135.62725901371212,133.4718795676582,135.41360434683216,134.85159827351572,134.3872246310581,134.4145274920247,133.8748631223711,133.720364232605
8.6,133.97466028740646,134.40098001222498,131.71198603158226,132.42302130434538,132.2408173206858,132.4146539012896,133.50614965086666,134.14869293511418
8.7,130.9315832157993,130.70457627599413,131.1642345966691,132.8775464865204,129.1198864018828,130.87348826366687,131.30665562414111,130.69185762232485
8.8,130.07196570980238,130.7987395184284,128.3097084842509,131.16746180518436,127.53113551547379,129.59848410423416,128.13651746124174,131.2566996089778
8.9,127.72949295260621,128.88391584556078,129.4679127901898,127.87690809496313,128.6326538157775,128.60919379134674,126.58281120682868,128.6433579887681
9.0,126.33188426867956,126.17174836068962,125.84463005497395,127.67124591606996,126.32952459927901,126.80364364562496,126.76565120215346,126.47340044695052
9.1,124.12186184631398,124.61694850114758,123.31848804568341,124.79171167459414,122.79519579982382,126.00351600847254,123.7573351395092,123.70701220519891
9.2,122.4470473552161,121.38364444585076,122.06880863601702,122.5555786325382,121.63859633438781,123.85037567387178,121.89372286414269,122.79821328338751
9.3,120.56212864104681,119.67498519011677,121.81661850064785,120.12499025202095,120.55601089736976,121.88510526500887,121.25124653077658,120.87967188401366
9.4,119.28511023310408,118.75963373088122,119.97132243298122,118.49276792516748,117.89986924050342,118.455380030305,118.58269583249715,119.2164372716415
9.5,118.18313363471329,116.25716704448769,115.31854530939785,114.1801572146744,116.81419853535989,116.9288783476363,117.89857961633729,115.07075514958638
9.6,116.54156268075182,112.87323248131148,112.92098385876398,115.45519937512186,113.09498699011559,114.78788750987317,116.072774452967,113.56182718991695
9.7,111.85061257894847,111.26920966209929,112.1879638451858,112.53157180135045,112.13294064623938,112.80622019155345,112.00388692484678,113.4829162126316
9.8,111.65604504998107,110.70436352696561,108.90058455936865,108.81448744546019,109.703631239359,109.54954194179449,110.33234441095583,109.68592747901648
9.9,108.80474963884252,107.40004380942037,108.00853025523614,108.06759441171816,108.5501166651841,107.76941933763759,108.0542213645805,107.18426653548448
10.0,104.46604808690553,103.86574390784615,107.73578310499843,106.21756327101073,106.70514668160423,105.9861738393955,104.34374172604248,106.57876411630781
10.1,102.83438463685395,103.11895477597001,102.82564628686227,101.61469810577917,105.39722928142373,103.33916470604943,105.34246627808396,103.66388888486414
10.2,101.7025858238572,101.31773637970724,101.59627053392603,99.7371172015224,102.21475310558516,102.06368027453583,100.27501360923416,102.35776438822022
10.3,100.16839702940433,101.11101969225973,98.1826229919609,99.73917987375741,98.52121345509512,98.48669320334035,100.73846832016446,97.97293545124917
10.4,96.15179903718264,96.50276792976602,95.16686278235125,97.47393873531337,96.55285911171853,97.98862449838433,95.81521673202407,96.94251625889522
10.5,93.76527017176373,94.50858051149221,94.62770507858927,95.29431621505974,93.41409414590983,93.60269374686682,94.28281127534346,93.50964602790881
10.6,90.73738653222918,91.20796350241346,91.62816779433547,92.61330823838901,92.48891817792271,91.95321922796418,91.71432982372615,90.91839379818994
10.7,91.02812187627401,90.20201281816198,89.11256774006496,90.72847706485572,88.97884995375013,90.90103742969241,90.29069096510467,88.37357711003963
10.8,86.7721447644281,86.97822471035013,89.27397940411564,87.97106078233674,88.26227753775494,86.20791650839848,86.68940087822978,87.4085624147035
10.9,85.68015040844932,85.50842084098848,85.61168368955822,85.14768727624393,86.57299871681069,85.85889183728351,85.06036919509343,84.01212002757386
11.0,82.39120851175353,83.42061419078802,83.1511230344899,82.00127562124665,83.96031074138558,83.25517490351966,80.9562480905542,82.23967917000368
11.1,78.26688287620752,79.57804793401668,80.25822203947322,79.19289563428244,80.35995565439626,80.68718369471048,81.21191445152927,80.17531666315055
11.2,79.3146306643379,78.27219750734712,78.72024594398658,77.33911491368282,76.66610543465761,76.84518050208032,76.83140140854556,76.02451751452156
11.3,75.03503963393379,75.15230303738599,76.92870349032319,73.09816875924558,74.18577636866891,74.97993063860424,74.86474470169682,76.14118303129413
11.4,70.10921135508326,71.10123953725522,71.9257381783599,71.79022457240761,71.49903122019724,73.83187058767139,72.99764115303374,72.29446921137341
11.5,67.55012763464092,68.38988387329154,68.15816990996188,69.93884537655619,68.12087347168244,70.11860888925119,69.56485600854269,70.54499125015563
11.6,66.62298701163313,65.96758123285574,66.64711638198453,66.82698837870028,67.87836315420228,65.25909257938855,67.53728794610207,67.07072934561292
11.7,64.8864677219038,65.31685314822809,65.75576561245147,64.13296983288777,65.25719721232034,66.9950534457623,64.70841680380038,66.52483179681326
11.8,60.97132689168163,61.87075608583187,62.1791998556062,62.11906260002464,61.966580595765365,61.59595209536782,63.518586052355325,63.18879330380042
11.9,60.06136136624493,58.18230677641338,60.42087679785927,61.086771709275396,58.73702279731576,58.25474623358137,60.38242511908354,59.21947180393204
12.0,56.76641562127274,57.95357353342561,57.33602463102982,58.03458359229502,57.461356385135396,57.76930859977333,56.92733147072173,57.54696792739109
12.1,53.38149242821562,55.1932467278878,53.36928547775777,54.18067126103756,54.125461925768185,55.13036266477419,53.347233065147584,54.48924188083052
12.2,51.93951799446094,51.515609167842605,52.25550102635584,52.8154467896835,52.11963209421668,51.6039477793342,52.729180097337036,51.969642586803054
12.3,48.81216978353877,49.68998286033684,48.778770852935814,50.844525506214396,49.363028223748806,49.82876059853952,48.68592589832398,47.252172402570295
12.4,45.660064055558784,46.960854776660085,45.766062004580625,47.775330149093584,48.41915635060026,47.54652192679856,47.62238469366177,48.17360618168429
12.5,42.68334030672922,44.787751805583184,42.51070987232176,44.36615752750359,44.57664803913188,42.90107313227889,42.7501648953293,44.36769201154999
12.6,41.31501766345714,41.57959529459257,42.56439837935435,42.72491447103867,41.08119773271566,40.76073173780855,41.17773738924592,43.52978623424709
12.7,37.97674586693967,39.75193658476035,38.492709805515204,39.0573181314839,40.25188158000373,38.519237658323426,39.800615923532,38.57493894749961
12.8,35.88275427511809,36.97307882646192,36.53638397979892,36.5155534814964,36.3062022981316,36.59810817658325,36.65731566301083,37.03636439821088
12.9,33.07502329139415,34.40430898388464,33.63266838469209,32.46177562083517,35.04561034527413,32.18564383414282,33.61488928038097,34.85923873132668
13.0,32.825839638852536,33.01212551104166,32.88054022131167,32.10303376122182,33.48590620787699,31.65254521358739,30.49249603833163,30.842028753933377
13.1,30.63695782540151,28.9567533667809,28.70682094729224,28.293499130843045,29.361752871524686,28.586314959483257,28.725654321656176,30.852486893806173
13.2,29.307447474082068,25.458802727932103,25.39245347249088,23.33292374384387,26.958513639634155,27.76135937983383,26.84172480422747,28.50623067818367
13.3,24.21819949577368,25.248753089467613,22.946108860972057,25.45663759107962,24.2557494838859,25.09946751292177,22.760576323162315,23.73762516560565
13.4,20.66726708740973,23.298314762483777,20.781011773244895,21.059040954562196,22.454090372181696,22.724151810890586,20.50223659307484,23.172485355519292
13.5,16.611171602264072,18.315565050701544,19.998946638678063,19.913889909604336,17.70723421220815,19.137434543696628,16.223818328393875,20.25977615737834
13.6,17.540304348187107,18.670943655398922,17.34860751344964,17.95325864251356,17.672462858727027,15.449457874661553,16.93288730619323,16.998143781783273
13.7,13.380677223050148,12.50995326102195,15.148911728170832,14.965006004480188,14.818859951413652,14.511667459300263,12.653100399965174,12.960635297717314
13.8,13.565345478810878,13.0481732559136,12.666415528479655,12.862179059214512,14.236253157638506,13.980849332994788,11.005899002752795,10.509014989371936
13.9,9.770454876178329,11.09299133848508,11.222685576108322,10.489916635819576,9.621890720640428,11.286033059765103,9.045368089802038,8.57255942173134
14.0,7.377780893144328,7.267961541033286,7.882047445002886,6.9285260204866495,7.790111641818606,8.560306602016025,8.094728911272773,6.143225657432874
14.1,5.830409299238445,5.3566411063699295,4.5234848208879,4.727971272626786,5.586049331828311,7.414350164883155,4.537427303223451,7.057039916332928
14.2,1.9520741631023977,4.021015959158253,3.8202554442612042,2.9693193392928263,3.233947600357631,4.67179122507853,1.3709472047236761,3.1735923037614358
14.3,-0.3382507306496277,0.5792449564882354,0.6761345846749883,0.794262966761555,1.4264568506248045,2.688238157023612,0.031378539918145175,2.1599943332956952
14.4,-0.2655463394994388,-0.1921644652374283,0.1574548321695484,-1.3386748915757711,-0.5157634526372371,1.2751547534132952,-2.158470012087183,-1.705905810923319
14.5,-3.108387491960735,-2.516999505388678,-3.2954903792360835,-2.9925192952508155,-3.8851636761415804,-1.3971161133521504,-3.920694769612234,-3.096859785627398
14.6,-5.578921062813455,-4.473119075433056,-3.736074995132997,-3.3933748809709567,-4.320006077301694,-2.134352882654937,-3.346331689427913,-4.643575550408867
14.7,-8.506467331198445,-5.869237309565425,-6.174852081119536,-6.790746225612723,-6.507024068789507,-5.905960103628447,-7.187358749035568,-7.027976121914447
14.8,-8.303625283357222,-7.625605262509083,-7.718333943398389,-7.398288712266294,-9.676785483493244,-8.37499504424442,-9.951293600980682,-7.919699843391504
14.9,-11.100478011832955,-11.648567299903887,-10.625213841792167,-10.723133594125434,-9.794594281456611,-12.631449365846056,-11.43560177024214,-9.773242129326391
15.0,-12.938713747791986,-9.732085500538803,-12.696493927305271,-12.133581453180195,-14.086104278895672,-10.776743412294278,-13.83321285139111,-13.397903398832435
15.1,-15.176823552766548,-14.689437012308025,-13.145158786925052,-14.552796893603944,-14.729623231519783,-14.382693797111415,-13.633187929773564,-15.308099056184052
15.2,-15.849301759275235,-15.39587011437976,-15.7891879885599,-15.645796485264018,-15.645969764607484,-17.454396439128608,-15.092252200991416,-17.19099152408799
15.3,-16.3579695117685,-17.714156048230837,-16.584499174551166,-19.130428860236545,-17.049274672786456,-18.32299788273892,-15.56512505652012,-18.157804330162367
15.4,-19.65987310279394,-17.25787566763529,-18.473008500129232,-21.2051868440016,-18.948937406212046,-17.387693449836,-20.830724486673944,-17.525959496688163
15.5,-21.17321312334916,-21.869072796794256,-21.733783703465683,-21.960490017613054,-20.262491580445534,-22.530957783985574,-20.86295252060911,-20.091042427542764
15.6,-22.60994922573826,-21.726170158536323,-21.460687347438036,-22.52664136520107,-23.046305638491386,-23.481117720761624,-21.83356055961353,-22.305208705038382
15.7,-24.389235921485284,-21.99847519886725,-24.068547183130526,-22.100748533080164,-23.36425584285849,-23.859986229499512,-25.031353475431267,-23.192907345138398
15.8,-25.088786682453776,-26.480718608214335,-25.517005983739516,-24.55400030857577,-26.215494433907256,-26.03113321461711,-25.578590368879247,-24.814289196614087
15.9,-26.76050041254764,-25.99854790031796,-24.83795637217579,-25.455452846830145,-27.398130860053868,-24.665210518366962,-25.639157849471783,-27.220195185189667
16.0,-25.47879122618588,-27.808178011898327,-28.230677443179424,-29.678472117111493,-27.85674207197502,-29.222081247497528,-28.842902153507552,-29.60755381784875
16.1,-29.951888532558563,-31.024197750340644,-31.291713459926044,-28.645392163488047,-27.89871075736694,-28.390664655497122,-29.88456070213773,-27.85306555568883
16.2,-30.238666014185117,-30.68528008978672,-30.709553037273032,-30.6768319317596,-31.458987772565987,-29.419014875637146,-31.233823646524772,-31.299243956234243
16.3,-31.698261708722246,-31.67480356017542,-32.381696300042094,-32.665149673579336,-31.232566545364627,-32.85942517189263,-32.22027186370787,-32.40604886675847
16.4,-33.183369914959144,-31.84378266749533,-31.673474066658102,-30.418942409978936,-31.15852086935683,-32.16288644923158,-32.922950767659486,-31.54884435646077
16.5,-34.506221595783465,-34.208257999116505,-33.430728369302784,-34.57946946535281,-32.76851513135634,-34.36702619626844,-32.94985555203296,-33.4927789583116
16.6,-35.284899862220314,-33.19317183560465,-34.710373864968716,-35.48216080262925,-34.82068363191687,-34.40724425065555,-35.906409268166925,-33.171597755274306
16.7,-36.46914806399067,-36.728605625761375,-35.07371419333475,-34.630549761287774,-35.81775001347049,-36.352598674435924,-36.123461029157,-34.049548485776576
16.8,-35.540809613676224,-34.91439591668835,-36.78121042643756,-34.114673976174444,-36.776490095649514,-35.559844270259994,-37.186213508936234,-35.53400055148973
16.9,-39.28760605647236,-38.61540455062585,-37.20112384379417,-36.17035543253317,-36.22291324100513,-37.59372282562141,-37.42726242537753,-36.84691051410345
17.0,-37.689565227837676,-36.039701320039676,-37.71266392053247,-38.4369410981632,-37.93497722582478,-37.557260035963544,-40.37677100866541,-37.75639015956729
17.1,-37.9282543893046,-37.147325729017844,-38.747725059960274,-38.98735740615235,-38.45939151771222,-37.69202494061705,-39.65387921374987,-37.053490970132906
17.2,-37.990204885392856,-39.02817681164214,-37.915565615664015,-39.623610570404175,-39.849644176210525,-40.2915153456563,-39.791743148103976,-38.01123763855164
17.3,-38.578024999268116,-40.30315370552697,-37.978580852694066,-40.327300958701386,-39.39079047492466,-41.080024131933925,-37.88789439610338,-39.04676212563847
17.4,-39.941269715352874,-38.77017011409938,-40.31379291512808,-39.65744020254859,-39.03943032880753,-42.65560513480042,-38.54009693586031,-38.53918428881428
17.5,-41.41602514573979,-40.94158120016048,-40.241846516904005,-40.68942581383595,-38.94499963543036,-40.00529272624089,-41.82154701778855,-38.881006456828814
17.6,-38.79104689315308,-38.85506169156758,-41.677610040170634,-41.21150185320176,-40.12089315777935,-39.812680214030024,-39.12605289582171,-41.080111867895106
17.7,-41.18017201717182,-40.05670492652361,-41.72564762152872,-38.30383368994223,-39.91333844108691,-40.981654192425175,-40.41557838413047,-39.28226325081928
17.8,-41.47815359811714,-41.420969559261074,-39.39444130598303,-39.84816688939823,-41.736512290255725,-42.46984581593832,-39.844353584268646,-41.42528811690677
17.9,-41.582566540306274,-40.36735527013182,-39.27633242440159,-40.70823356699565,-40.1853917894493,-39.088976166520396,-40.96527905536923,-40.713255141437465
18.0,-39.72510846545164,-39.66340446978493,-39.95160889518125,-40.97738605637152,-40.554393492306524,-41.502248804449515,-40.96270927472768,-40.894182722133046
18.1,-40.830612094288625,-39.43774650830802,-41.33454841629164,-42.078677298305166,-41.34824462413594,-41.639358341596534,-41.440024847562654,-39.53164581092286
18.2,-40.1602755474922,-41.012324647299906,-39.29152934215098,-41.53634348209895,-39.85697795095067,-40.00600090614704,-39.32510449779934,-40.399003951971025
18.3,-39.141310859446996,-40.347118201757574,-43.14684442358923,-41.5355030779921,-40.813485121739255,-40.909738064868115,-39.04886538212494,-39.698123207680354
18.4,-41.26636791312572,-40.59426782831321,-41.258963229457024,-39.354658663294074,-39.470015250890725,-40.97956952421673,-39.46997400580893,-39.93289092386898
18.5,-40.85951375912407,-39.995378720876566,-40.15283267464501,-41.394001701441354,-39.79466565857694,-41.947254048980525,-39.523998512354744,-39.792999652530426
18.6,-41.25625528641527,-40.86904325581755,-39.1033051054847,-38.91238651488049,-38.368585483218475,-37.974493339658444,-38.553946562992664,-38.32859570818461
18.7,-39.042591853532066,-38.80049812702287,-40.653947549001614,-39.11247143526856,-40.2205778141145,-39.84733106782726,-39.48256022796284,-38.90151987986188
18.8,-39.831039789714424,-38.82992449665449,-37.04943000449343,-38.934456939012925,-37.90160182418155,-39.51125269330758,-38.794460059259215,-38.401409209698514
18.9,-38.249539171862025,-37.23967333570975,-36.62295464857742,-37.90587787384416,-37.98274333090451,-38.038202714769604,-36.61344094812987,-37.3206451304539
19.0,-37.15433225535718,-37.26214055850726,-38.75736162980283,-37.493418139737464,-37.59859818657226,-36.226189238287105,-35.870294065499266,-36.24991308929632
19.1,-36.67994210876045,-36.25699075809529,-35.30144444729119,-36.816470523731596,-33.896536222886525,-36.92046859411612,-37.49723278793282,-36.48762933641723
19.2,-37.361927601311685,-34.61971687874909,-34.46589196850822,-35.2801613030302,-35.87154735838487,-35.06962394721502,-36.372085114386685,-35.192870194425346
19.3,-33.80477296033065,-33.607831716504435,-35.013931376084244,-35.971247992557856,-33.94523391267263,-33.048808317425625,-33.20271610076946,-34.3230310780045
19.4,-33.903694672906305,-33.29334855700648,-33.819897833315196,-33.47980975856207,-29.952041999793792,-32.532026754261295,-33.87144426838422,-34.839384524271246
19.5,-32.13031740284758,-35.16756369988683,-32.016819905742764,-31.875820733747773,-31.588139041185382,-33.1167500254088,-33.69637515264318,-31.547386137679585
