Current_Density_A_per_m2,Voltage_V,Power_Density_W_per_m2,Anode_Overpotential_V,Cathode_Overpotential_V,Ohmic_Overpotential_V,Ni_Oxidation_Risk_V,Anode_Conc_Overpotential_V,Cathode_Conc_Overpotential_V
3200.0,1.1821330542148814,3782.82577348762,0.011936646267330337,0.07006843388693734,0.11255089355365208,0,0.0032880679788152563,0.0010521817532208823
3300.0,1.1698033307549356,3860.3509914912875,0.017627982202672053,0.07291410185460821,0.1160681089772037,0,0.003496783231376772,0.001118970634040567
3400.0,1.15772000461793,3936.248015700962,0.02314940188921557,0.07567481169787996,0.11958532440075532,0,0.0037119204917094102,0.0011878145573470114
3500.0,1.1458682972792409,4010.539040477343,0.028510757676709374,0.07835548959162686,0.12310253982430695,0,0.0039334797598131735,0.0012587135231402155
3600.0,1.1342346794489961,4083.244846016386,0.03372106909173465,0.0809606452991395,0.1266197552478586,0,0.004161461035688058,0.0013316675314201788
3700.0,1.1228067341242545,4154.384916259742,0.03878861413625293,0.08349441782139864,0.13013697067141022,0,0.004395864319334069,0.0014066765821869021
3800.0,1.1115730379078643,4223.977544049884,0.043721008408364744,0.08596061495745455,0.13365418609496185,0,0.004636689610751202,0.0014837406754403847
3900.0,1.1005230577460368,4292.039925209543,0.04852527394392983,0.08836274772523708,0.13717140151851348,0,0.004883936909939458,0.0015628598111806268
4000.0,1.0896470607415882,4358.588242966353,0.05320789934107001,0.09070406042380719,0.14068861694206508,0,0.005137606216898838,0.0016440339894076281
4100.0,1.078936035104981,4423.637743930422,0.05777489245947764,0.09298755698301099,0.1442058323656167,0,0.005397697531629342,0.0017272632101213892
4200.0,1.0683816206322776,4487.202806655566,0.062231826768444014,0.09521602413749418,0.14772304778916834,0,0.0056642108541309685,0.0018125474733219104
4300.0,1.057976047364574,4549.297003667669,0.06658388224057209,0.09739205187355822,0.15124026321271997,0,0.0059371461844037205,0.0018998867790091904
4400.0,1.0477120813000496,4609.933157720218,0.07083588154374204,0.09951805152514319,0.1547574786362716,0,0.006216503522447593,0.0019892811271832304
4500.0,1.0375829762074238,4669.123392933407,0.07499232216547433,0.10159627183600935,0.15827469405982322,0,0.006502282868262592,0.002080730517844029
4600.0,1.0275824307359913,4726.87918138556,0.07905740500623903,0.1036288132563917,0.16179190948337485,0,0.006794484221848715,0.002174234950991588
4700.0,1.0177045501386113,4783.211385651473,0.08303505989746351,0.10561764070200394,0.16530912490692648,0,0.007093107583205959,0.0022697944266259072
4800.0,1.0079438120247983,4838.130297719032,0.08692896843280469,0.10756459496967452,0.1688263403304781,0,0.0073981529523343284,0.0023674089447469847
4900.0,0.9982950356452166,4891.645674661561,0.09074258444515339,0.10947140297584888,0.17234355575402974,0,0.007709620329233819,0.002467078505354822
5000.0,0.9887533542794152,4943.766771397076,0.09447915241480971,0.11133968696067705,0.17586077117758137,0,0.008027509713904436,0.002568803108449419
5100.0,0.9793141903580199,4994.502370825901,0.0981417240546899,0.11317097278061714,0.179377986601133,0,0.008351821106346174,0.0026725827540307764
5200.0,0.9699732330007229,5043.860811603759,0.10173317328499984,0.1149666973957721,0.18289520202468462,0,0.008682554506559038,0.002778417442098892
5300.0,0.9607264176939168,5091.850013777759,0.10525620978147691,0.11672821564401063,0.18641241744823625,0,0.009019709914543022,0.002886307172653767
5400.0,0.95156990786797,5138.477502487038,0.108713391257209,0.11845680638187667,0.18992963287178788,0,0.009363287330298134,0.0029962519456954023
5500.0,0.9425000781649546,5183.750429907251,0.11210713461748173,0.12015367806201305,0.1934468482953395,0,0.009713286753824366,0.0031082517612237965
5600.0,0.9335134992140419,5227.675595598635,0.11543972610951404,0.1218199738080292,0.19696406371889114,0,0.010069708185121724,0.0032223066192389517
5700.0,0.9246069237544329,5270.259465400268,0.11871333057383907,0.12345677604019172,0.20048127914244276,0,0.010432551624190203,0.0033384165197408652
5800.0,0.9157772739651754,5311.508188998017,0.12192999989109043,0.1250651106988174,0.2039984945659944,0,0.010801817071029807,0.003456581462729538
5900.0,0.9070216298780781,5351.427616280661,0.12509168070673013,0.12664595110663726,0.20751570998954602,0,0.011177504525640534,0.003576801448204971
6000.0,0.8983372187644616,5390.02331258677,0.12820022150654437,0.12820022150654437,0.21103292541309765,0,0.011559613988022386,0.0036990764761671642
6100.0,0.8897214053991687,5427.300572934929,0.1312573791073037,0.12972880030692402,0.21455014083664928,0,0.011948145458175359,0.0038234065466161158
6200.0,0.88117168311623,5463.264435320626,0.1342648246196551,0.13123252306309974,0.2180673562602009,0,0.01234309893609946,0.003949791659551827
6300.0,0.872685665580166,5497.919693155046,0.13722414893391835,0.13271218522023137,0.22158457168375253,0,0.012744474421794681,0.004078231814974297
6400.0,0.8642610792053045,5531.270906913949,0.14013686777387468,0.13416854464020952,0.22510178710730416,0,0.013152271915261025,0.004208727012883529
6500.0,0.8558957561628219,5563.322415058342,0.14300442635873953,0.13560232393264193,0.2286190025308558,0,0.013566491416498492,0.004341277253279519
6600.0,0.8475876279216635,5594.07834428298,0.14582820370921643,0.13701421260788038,0.2321362179544074,0,0.013987132925507089,0.004475882536162268
6700.0,0.8393347192751635,5623.542619143595,0.14860951662974933,0.13840486906814684,0.23565343337795902,0,0.014414196442286803,0.004612542861531777
6800.0,0.8311351428101887,5651.718971109283,0.1513496233957599,0.13977492245115214,0.23917064880151065,0,0.014847681966837641,0.004751258229388045
6900.0,0.8229870937800421,5678.61094708229,0.15404972717171334,0.14112497433912885,0.24268786422506228,0,0.015287589499159603,0.004892028639731074
7000.0,0.8148888453462568,5704.221917423798,0.15671097918325372,0.14245560034489904,0.2462050796486139,0,0.015733919039252694,0.005034854092560862
7100.0,0.8068387441578921,5728.555083521034,0.15933448166434191,0.14376735158544313,0.24972229507216553,0,0.0161866705871169,0.005179734587877408
7200.0,0.7988352062399964,5751.613484927974,0.161921290598279,0.14506075605241167,0.2532395104957172,0,0.016645844142752234,0.005326670125680715
7300.0,0.7908767131656546,5773.400006109278,0.16447241826967496,0.14633631988810966,0.2567567259192688,0,0.01711143970615869,0.005475660705970782
7400.0,0.7829618084884647,5793.9173828146395,0.1669888356427973,0.1475945285746708,0.26027394134282045,0,0.017583457277336276,0.0056267063287476085
7500.0,0.7750890944144708,5813.168208108531,0.16947147458028405,0.14883584804341418,0.26379115676637205,0,0.018061896856284978,0.005779806994011193
7600.0,0.7672572286945114,5831.154938078286,0.1719212299149091,0.15006072571072673,0.2673083721899237,0,0.018546758443004806,0.005934962701761539
7700.0,0.7594649217197065,5847.87989724174,0.17433896138592578,0.15126959144623506,0.2708255876134753,0,0.01903804203749576,0.006092173451998642
7800.0,0.7517109338043464,5863.345283673902,0.17672549545047417,0.15246285847850927,0.27434280303702696,0,0.019535747639757833,0.006251439244722507
7900.0,0.7439940726418579,5877.553173870678,0.17908162697960306,0.1536409242430737,0.27786001846057856,0,0.02003987524979103,0.006412760079933129
8000.0,0.7363131909207875,5890.5055273663,0.18140812084761437,0.15480417117707937,0.28137723388413016,0,0.02055042486759535,0.0065761359576305125
8100.0,0.7286671840888727,5902.2041911198685,0.18370571342268333,0.15595296746461385,0.2848944493076818,0,0.0210673964931708,0.006741566877814656
8200.0,0.7210549882542958,5912.650903685226,0.18597511396602198,0.1570876677362832,0.2884116647312334,0,0.021590790126517368,0.006909052840485557
8300.0,0.7134755782141433,5921.84729917739,0.18821700594623889,0.1582086137263916,0.2919288801547851,0,0.022120605767635058,0.007078593845643219
8400.0,0.7059279656009341,5929.794911047846,0.19043204827498836,0.15931613489076638,0.2954460955783367,0,0.022656843416523874,0.0072501898932876415
8500.0,0.6984111971388245,5936.495175680008,0.19262087646949963,0.16041054898802198,0.29896331100188833,0,0.02319950307318382,0.0074238409834188205
8600.0,0.6909243530017988,5941.94943581547,0.19478410374711644,0.16149216262683042,0.30248052642543993,0,0.023748584737614882,0.007599547116036762
8700.0,0.6834665452667679,5946.15894382088,0.19692232205656476,0.16256127178155455,0.3059977418489916,0,0.024304088409817067,0.007777308291141461
8800.0,0.676036916455069,5949.124864804608,0.19903610305028638,0.16361816227841539,0.3095149572725432,0,0.024866014089790372,0.007957124508732922
8900.0,0.6686346381563714,5950.848279591705,0.2011259990018352,0.16466311025418978,0.31303217269609485,0,0.025434361777534813,0.008138995768811141
9000.0,0.6612589097294641,5951.330187565177,0.2031925436720187,0.16569638258928152,0.31654938811964645,0,0.026009131473050368,0.008322922071376117
9100.0,0.6539089570748267,5950.571509380922,0.20523625312718355,0.16671823731686394,0.3200666035431981,0,0.026590323176337048,0.008508903416427856
9200.0,0.6465840314742788,5948.573089563365,0.2072576265127834,0.16772892400966388,0.3235838189667497,0,0.02717793688739486,0.008696939803966353
9300.0,0.6392834084933542,5945.335698988194,0.20925714678512944,0.1687286841458369,0.32710103439030136,0,0.027771972606223785,0.008887031233991611
9400.0,0.6320063869423727,5940.860037258303,0.21123528140400788,0.16971775145527612,0.33061824981385296,0,0.028372430332823835,0.009079177706503629
9500.0,0.6247522878924898,5935.1467349786535,0.21319248298864876,0.17069635224759658,0.3341354652374046,0,0.028979310067195008,0.009273379221502403
9600.0,0.6175204537432599,5928.196355935295,0.21512918993934904,0.1716647057229467,0.3376526806609562,0,0.029592611809337314,0.009469635778987939
9700.0,0.6103102473385185,5920.009399183629,0.21704582702688505,0.1726230242667147,0.3411698960845079,0,0.03021233555925073,0.009667947378960233
9800.0,0.6031210511276044,5910.586301050523,0.21894280595169777,0.17357151372912105,0.3446871115080595,0,0.030838481316935278,0.009868314021419288
9900.0,0.5959522663691619,5899.927437054703,0.22082052587469073,0.17451037369061753,0.34820432693161113,0,0.03147104908239094,0.010070735706365104
10000.0,0.5888033123749556,5888.033123749557,0.2226793739213541,0.1754397977139492,0.35172154235516273,0,0.032110038855617744,0.010275212433797675
