Mix_ID,Temperature_C,Data_Type,Property_Type,Creep_Coefficient,Creep_Coefficient_Std,Shrinkage_Strain,Shrinkage_Strain_Std,Thermal_Strain,Thermal_Strain_Std,Creep_Modulus_GPa,Creep_Modulus_Std
C,180.0,Calibration,Deformation,2.164102564102564,0.3246153846153846,0.0003369230769230769,6.738461538461538e-05,0.00192,0.000192,26.923076923076923,4.846153846153846
C,185.0,Calibration,Deformation,2.169230769230769,0.3253846153846153,0.00033807692307692304,6.761538461538461e-05,0.00198,0.00019800000000000002,26.826923076923077,4.828846153846154
C,190.0,Validation,Deformation,2.174358974358974,0.3261538461538461,0.0003392307692307692,6.784615384615383e-05,0.00204,0.00020400000000000003,26.73076923076923,4.811538461538461
C,195.0,Validation,Deformation,2.1794871794871793,0.32692307692307687,0.00034038461538461533,6.807692307692308e-05,0.0021,0.00021,26.634615384615383,4.794230769230769
C,200.0,Calibration,Deformation,2.184615384615385,0.3276923076923077,0.0003415384615384615,6.83076923076923e-05,0.00216,0.00021600000000000002,26.538461538461537,4.776923076923077
C,205.0,Validation,Deformation,2.18974358974359,0.32846153846153847,0.00034269230769230763,6.853846153846153e-05,0.00222,0.00022200000000000003,26.442307692307693,4.759615384615385
C,210.0,Calibration,Deformation,2.194871794871795,0.32923076923076927,0.0003438461538461538,6.876923076923076e-05,0.00228,0.000228,26.346153846153847,4.742307692307692
C,215.0,Calibration,Deformation,2.2,0.33,0.00034499999999999993,6.899999999999998e-05,0.00234,0.00023400000000000002,26.25,4.725
C,220.0,Validation,Deformation,2.2051282051282053,0.33076923076923076,0.0003461538461538461,6.923076923076922e-05,0.0024000000000000002,0.00024000000000000003,26.153846153846153,4.707692307692308
C,225.0,Validation,Deformation,2.2102564102564104,0.33153846153846156,0.0003473076923076922,6.946153846153845e-05,0.00246,0.000246,26.057692307692307,4.690384615384615
C,230.0,Calibration,Deformation,2.2153846153846155,0.3323076923076923,0.0003484615384615385,6.96923076923077e-05,0.00252,0.000252,25.961538461538463,4.673076923076923
C,235.0,Calibration,Deformation,2.2205128205128206,0.3330769230769231,0.00034961538461538463,6.992307692307693e-05,0.0025800000000000003,0.00025800000000000004,25.865384615384617,4.655769230769231
C,240.0,Calibration,Deformation,2.2256410256410257,0.33384615384615385,0.0003507692307692308,7.015384615384616e-05,0.00264,0.000264,25.76923076923077,4.638461538461539
C,245.0,Calibration,Deformation,2.230769230769231,0.3346153846153846,0.00035192307692307693,7.038461538461539e-05,0.0027,0.00027,25.673076923076927,4.621153846153847
C,250.0,Calibration,Deformation,2.235897435897436,0.3353846153846154,0.0003530769230769231,7.061538461538461e-05,0.00276,0.000276,25.576923076923077,4.6038461538461535
C,255.0,Calibration,Deformation,2.241025641025641,0.33615384615384614,0.0003542307692307692,7.084615384615385e-05,0.00282,0.000282,25.48076923076923,4.586538461538461
C,260.0,Calibration,Deformation,2.246153846153846,0.33692307692307694,0.0003553846153846154,7.107692307692308e-05,0.00288,0.000288,25.384615384615383,4.569230769230769
C,265.0,Calibration,Deformation,2.2512820512820513,0.3376923076923077,0.0003565384615384615,7.130769230769231e-05,0.00294,0.000294,25.28846153846154,4.551923076923077
C,270.0,Calibration,Deformation,2.2564102564102564,0.3384615384615384,0.00035769230769230767,7.153846153846153e-05,0.003,0.00030000000000000003,25.192307692307693,4.5346153846153845
C,275.0,Calibration,Deformation,2.2615384615384615,0.3392307692307692,0.0003588461538461538,7.176923076923076e-05,0.0030600000000000002,0.00030600000000000007,25.096153846153847,4.517307692307692
C,280.0,Calibration,Deformation,2.2666666666666666,0.33999999999999997,0.00035999999999999997,7.2e-05,0.00312,0.000312,25.0,4.5
C,285.0,Calibration,Deformation,2.2717948717948717,0.34076923076923077,0.0003611538461538461,7.223076923076923e-05,0.00318,0.00031800000000000003,24.903846153846153,4.482692307692307
C,290.0,Calibration,Deformation,2.276923076923077,0.3415384615384615,0.00036230769230769227,7.246153846153846e-05,0.0032400000000000003,0.00032400000000000007,24.807692307692307,4.465384615384615
C,295.0,Validation,Deformation,2.282051282051282,0.34230769230769226,0.0003634615384615384,7.269230769230768e-05,0.0033,0.00033,24.71153846153846,4.448076923076923
C,300.0,Validation,Deformation,2.287179487179487,0.34307692307692306,0.0003646153846153846,7.292307692307692e-05,0.00336,0.00033600000000000004,24.615384615384613,4.43076923076923
C,305.0,Calibration,Deformation,2.292307692307692,0.3438461538461538,0.00036576923076923077,7.315384615384615e-05,0.0034200000000000003,0.0003420000000000001,24.51923076923077,4.413461538461538
C,310.0,Calibration,Deformation,2.2974358974358973,0.3446153846153846,0.0003669230769230769,7.338461538461539e-05,0.00348,0.000348,24.423076923076923,4.396153846153846
C,315.0,Calibration,Deformation,2.3025641025641024,0.34538461538461535,0.00036807692307692306,7.361538461538462e-05,0.00354,0.00035400000000000004,24.326923076923077,4.378846153846154
C,320.0,Validation,Deformation,2.3076923076923075,0.3461538461538461,0.0003692307692307692,7.384615384615384e-05,0.0036,0.00036,24.23076923076923,4.361538461538461
C,325.0,Calibration,Deformation,2.3128205128205126,0.3469230769230769,0.00037038461538461536,7.407692307692307e-05,0.00366,0.000366,24.134615384615387,4.344230769230769
C,330.0,Calibration,Deformation,2.3179487179487177,0.34769230769230763,0.0003715384615384615,7.430769230769231e-05,0.00372,0.00037200000000000004,24.03846153846154,4.326923076923077
C,335.0,Calibration,Deformation,2.3230769230769233,0.3484615384615385,0.00037269230769230766,7.453846153846154e-05,0.00378,0.000378,23.942307692307693,4.309615384615385
C,340.0,Calibration,Deformation,2.3282051282051284,0.34923076923076923,0.0003738461538461538,7.476923076923077e-05,0.00384,0.000384,23.846153846153847,4.292307692307692
C,345.0,Validation,Deformation,2.3333333333333335,0.35000000000000003,0.00037499999999999995,7.5e-05,0.0039000000000000003,0.00039000000000000005,23.75,4.2749999999999995
C,350.0,Validation,Deformation,2.3384615384615386,0.3507692307692308,0.0003761538461538461,7.523076923076922e-05,0.00396,0.00039600000000000003,23.653846153846153,4.257692307692308
C,355.0,Calibration,Deformation,2.3435897435897437,0.3515384615384615,0.00037730769230769225,7.546153846153846e-05,0.00402,0.000402,23.557692307692307,4.240384615384615
C,360.0,Calibration,Deformation,2.348717948717949,0.3523076923076923,0.0003784615384615384,7.569230769230769e-05,0.00408,0.00040800000000000005,23.46153846153846,4.223076923076922
C,365.0,Validation,Deformation,2.353846153846154,0.35307692307692307,0.00037961538461538455,7.592307692307691e-05,0.0041400000000000005,0.0004140000000000001,23.365384615384617,4.2057692307692305
C,370.0,Calibration,Deformation,2.358974358974359,0.35384615384615387,0.0003807692307692307,7.615384615384614e-05,0.0042,0.00042,23.26923076923077,4.188461538461539
C,375.0,Validation,Deformation,2.364102564102564,0.3546153846153846,0.00038192307692307684,7.638461538461537e-05,0.00426,0.000426,23.173076923076923,4.171153846153846
C,380.0,Calibration,Deformation,2.3692307692307693,0.35538461538461535,0.000383076923076923,7.661538461538461e-05,0.00432,0.00043200000000000004,23.076923076923073,4.153846153846153
C,385.0,Validation,Deformation,2.3743589743589744,0.35615384615384615,0.00038423076923076914,7.684615384615384e-05,0.00438,0.000438,22.98076923076923,4.1365384615384615
C,390.0,Validation,Deformation,2.3794871794871795,0.3569230769230769,0.0003853846153846153,7.707692307692306e-05,0.00444,0.00044400000000000006,22.884615384615383,4.119230769230769
C,395.0,Calibration,Deformation,2.3846153846153846,0.3576923076923077,0.00038653846153846144,7.730769230769229e-05,0.0045000000000000005,0.0004500000000000001,22.788461538461537,4.101923076923076
C,400.0,Calibration,Deformation,2.3897435897435897,0.35846153846153844,0.0003876923076923077,7.753846153846154e-05,0.00456,0.000456,22.692307692307693,4.084615384615384
C,405.0,Calibration,Deformation,2.394871794871795,0.3592307692307692,0.00038884615384615384,7.776923076923077e-05,0.00462,0.000462,22.596153846153847,4.0673076923076925
C,410.0,Calibration,Deformation,2.4,0.36,0.00039,7.8e-05,0.00468,0.00046800000000000005,22.5,4.05
C,415.0,Calibration,Deformation,2.405128205128205,0.36076923076923073,0.00039115384615384614,7.823076923076924e-05,0.00474,0.00047400000000000003,22.403846153846153,4.032692307692307
C,420.0,Calibration,Deformation,2.41025641025641,0.36153846153846153,0.0003923076923076923,7.846153846153847e-05,0.0048000000000000004,0.00048000000000000007,22.307692307692307,4.015384615384615
C,425.0,Calibration,Deformation,2.4153846153846152,0.3623076923076923,0.00039346153846153844,7.869230769230769e-05,0.00486,0.000486,22.211538461538463,3.998076923076923
C,430.0,Calibration,Deformation,2.4205128205128204,0.363076923076923,0.0003946153846153846,7.892307692307692e-05,0.00492,0.000492,22.115384615384617,3.980769230769231
C,435.0,Calibration,Deformation,2.4256410256410255,0.3638461538461538,0.00039576923076923074,7.915384615384615e-05,0.00498,0.0004980000000000001,22.01923076923077,3.9634615384615386
C,440.0,Calibration,Deformation,2.430769230769231,0.3646153846153846,0.0003969230769230769,7.938461538461539e-05,0.00504,0.000504,21.923076923076927,3.946153846153847
C,445.0,Calibration,Deformation,2.435897435897436,0.3653846153846154,0.00039807692307692303,7.961538461538461e-05,0.0051,0.00051,21.82692307692308,3.928846153846154
C,450.0,Calibration,Deformation,2.4410256410256412,0.36615384615384616,0.0003992307692307692,7.984615384615384e-05,0.0051600000000000005,0.0005160000000000001,21.73076923076923,3.9115384615384614
C,455.0,Calibration,Deformation,2.4461538461538463,0.36692307692307696,0.00040038461538461533,8.007692307692307e-05,0.00522,0.000522,21.634615384615383,3.8942307692307687
C,460.0,Calibration,Deformation,2.4512820512820515,0.3676923076923077,0.00040153846153846153,8.030769230769231e-05,0.00528,0.000528,21.53846153846154,3.876923076923077
C,465.0,Calibration,Deformation,2.4564102564102566,0.36846153846153845,0.0004026923076923077,8.053846153846154e-05,0.00534,0.0005340000000000001,21.442307692307693,3.8596153846153847
C,470.0,Calibration,Deformation,2.4615384615384617,0.36923076923076925,0.00040384615384615383,8.076923076923078e-05,0.0054,0.00054,21.346153846153847,3.8423076923076924
C,475.0,Calibration,Deformation,2.466666666666667,0.37,0.000405,8.1e-05,0.0054600000000000004,0.000546,21.249999999999996,3.8249999999999993
C,480.0,Validation,Deformation,2.471794871794872,0.3707692307692308,0.0004061538461538461,8.123076923076923e-05,0.00552,0.000552,21.153846153846153,3.8076923076923075
C,485.0,Calibration,Deformation,2.476923076923077,0.37153846153846154,0.0004073076923076923,8.146153846153846e-05,0.00558,0.000558,21.057692307692307,3.7903846153846152
C,490.0,Calibration,Deformation,2.482051282051282,0.3723076923076923,0.0004084615384615384,8.169230769230768e-05,0.00564,0.000564,20.96153846153846,3.7730769230769226
C,495.0,Calibration,Deformation,2.4871794871794872,0.3730769230769231,0.00040961538461538457,8.192307692307693e-05,0.0057,0.0005700000000000001,20.865384615384613,3.7557692307692303
C,500.0,Calibration,Deformation,2.4923076923076923,0.37384615384615383,0.0004107692307692307,8.215384615384615e-05,0.00576,0.000576,20.76923076923077,3.7384615384615385
C,505.0,Calibration,Deformation,2.4974358974358974,0.37461538461538463,0.00041192307692307687,8.238461538461538e-05,0.0058200000000000005,0.000582,20.673076923076923,3.7211538461538463
C,510.0,Validation,Deformation,2.5025641025641026,0.37538461538461537,0.000413076923076923,8.26153846153846e-05,0.00588,0.000588,20.576923076923077,3.7038461538461536
C,515.0,Calibration,Deformation,2.5076923076923077,0.3761538461538461,0.00041423076923076917,8.284615384615383e-05,0.00594,0.000594,20.48076923076923,3.6865384615384613
C,520.0,Validation,Deformation,2.5128205128205128,0.3769230769230769,0.0004153846153846153,8.307692307692307e-05,0.006,0.0006000000000000001,20.384615384615387,3.6692307692307695
C,525.0,Calibration,Deformation,2.517948717948718,0.37769230769230766,0.00041653846153846146,8.33076923076923e-05,0.00606,0.0006060000000000001,20.28846153846154,3.6519230769230773
C,530.0,Calibration,Deformation,2.523076923076923,0.37846153846153846,0.0004176923076923076,8.353846153846153e-05,0.0061200000000000004,0.0006120000000000001,20.192307692307693,3.6346153846153846
C,535.0,Validation,Deformation,2.528205128205128,0.3792307692307692,0.00041884615384615376,8.376923076923075e-05,0.00618,0.0006180000000000001,20.096153846153847,3.6173076923076923
C,540.0,Validation,Deformation,2.533333333333333,0.37999999999999995,0.00041999999999999996,8.4e-05,0.00624,0.000624,20.000000000000004,3.6000000000000005
C,545.0,Calibration,Deformation,2.5384615384615383,0.38076923076923075,0.0004211538461538461,8.423076923076922e-05,0.0063,0.00063,19.903846153846153,3.5826923076923074
C,550.0,Calibration,Deformation,2.5435897435897434,0.3815384615384615,0.00042230769230769226,8.446153846153846e-05,0.00636,0.0006360000000000001,19.807692307692307,3.565384615384615
C,555.0,Validation,Deformation,2.5487179487179485,0.3823076923076923,0.0004234615384615384,8.469230769230769e-05,0.00642,0.0006420000000000001,19.71153846153846,3.5480769230769225
C,560.0,Calibration,Deformation,2.5538461538461537,0.38307692307692304,0.0004246153846153846,8.492307692307693e-05,0.0064800000000000005,0.0006480000000000001,19.615384615384617,3.530769230769231
C,565.0,Validation,Deformation,2.5589743589743588,0.3838461538461538,0.00042576923076923076,8.515384615384616e-05,0.00654,0.0006540000000000001,19.51923076923077,3.5134615384615384
C,570.0,Calibration,Deformation,2.564102564102564,0.3846153846153846,0.0004269230769230769,8.538461538461538e-05,0.0066,0.00066,19.42307692307692,3.4961538461538453
C,575.0,Calibration,Deformation,2.569230769230769,0.3853846153846153,0.00042807692307692306,8.561538461538461e-05,0.00666,0.000666,19.326923076923073,3.478846153846153
C,580.0,Calibration,Deformation,2.574358974358974,0.3861538461538461,0.0004292307692307692,8.584615384615385e-05,0.00672,0.0006720000000000001,19.23076923076923,3.4615384615384612
C,585.0,Calibration,Deformation,2.5794871794871796,0.3869230769230769,0.00043038461538461535,8.607692307692308e-05,0.0067800000000000004,0.0006780000000000001,19.134615384615383,3.444230769230769
C,590.0,Calibration,Deformation,2.5846153846153848,0.3876923076923077,0.0004315384615384615,8.63076923076923e-05,0.006840000000000001,0.0006840000000000001,19.038461538461537,3.4269230769230763
C,595.0,Calibration,Deformation,2.58974358974359,0.38846153846153847,0.00043269230769230765,8.653846153846153e-05,0.0069,0.0006900000000000001,18.942307692307693,3.4096153846153845
C,600.0,Validation,Deformation,2.594871794871795,0.3892307692307692,0.0004338461538461538,8.676923076923076e-05,0.00696,0.000696,18.846153846153847,3.3923076923076922
C,605.0,Calibration,Deformation,2.6,0.39,0.00043499999999999995,8.7e-05,0.00702,0.000702,18.75,3.375
C,610.0,Calibration,Deformation,2.605128205128205,0.39076923076923076,0.0004361538461538461,8.723076923076923e-05,0.00708,0.0007080000000000001,18.653846153846153,3.3576923076923073
C,615.0,Calibration,Deformation,2.6102564102564103,0.39153846153846156,0.00043730769230769225,8.746153846153845e-05,0.0071400000000000005,0.0007140000000000001,18.557692307692307,3.340384615384615
C,620.0,Calibration,Deformation,2.6153846153846154,0.3923076923076923,0.00043846153846153845,8.76923076923077e-05,0.0072,0.00072,18.461538461538463,3.3230769230769233
C,625.0,Calibration,Deformation,2.6205128205128205,0.39307692307692305,0.0004396153846153846,8.792307692307692e-05,0.00726,0.0007260000000000001,18.365384615384617,3.305769230769231
C,630.0,Validation,Deformation,2.6256410256410256,0.39384615384615385,0.00044076923076923075,8.815384615384615e-05,0.00732,0.000732,18.26923076923077,3.2884615384615383
C,635.0,Validation,Deformation,2.6307692307692307,0.3946153846153846,0.0004419230769230769,8.838461538461539e-05,0.00738,0.000738,18.173076923076927,3.2711538461538465
C,640.0,Calibration,Deformation,2.635897435897436,0.3953846153846154,0.00044307692307692304,8.861538461538462e-05,0.00744,0.0007440000000000001,18.07692307692308,3.2538461538461543
C,645.0,Calibration,Deformation,2.641025641025641,0.39615384615384613,0.0004442307692307692,8.884615384615384e-05,0.007500000000000001,0.0007500000000000001,17.98076923076923,3.236538461538461
C,650.0,Calibration,Deformation,2.646153846153846,0.3969230769230769,0.00044538461538461534,8.907692307692307e-05,0.00756,0.000756,17.884615384615383,3.219230769230769
C,655.0,Calibration,Deformation,2.651282051282051,0.3976923076923077,0.0004465384615384615,8.93076923076923e-05,0.00762,0.0007620000000000001,17.78846153846154,3.201923076923077
C,660.0,Calibration,Deformation,2.6564102564102563,0.3984615384615384,0.00044769230769230764,8.953846153846154e-05,0.00768,0.000768,17.692307692307693,3.184615384615385
C,665.0,Calibration,Deformation,2.6615384615384614,0.3992307692307692,0.0004488461538461538,8.976923076923077e-05,0.00774,0.0007740000000000001,17.596153846153847,3.167307692307692
C,670.0,Calibration,Deformation,2.6666666666666665,0.39999999999999997,0.00045,9e-05,0.0078000000000000005,0.0007800000000000001,17.499999999999996,3.149999999999999
C,675.0,Calibration,Deformation,2.6717948717948716,0.4007692307692307,0.00045115384615384614,9.023076923076923e-05,0.00786,0.0007860000000000001,17.403846153846153,3.1326923076923077
C,680.0,Calibration,Deformation,2.676923076923077,0.40153846153846157,0.0004523076923076923,9.046153846153846e-05,0.00792,0.0007920000000000001,17.307692307692307,3.115384615384615
C,685.0,Calibration,Deformation,2.6820512820512823,0.4023076923076923,0.00045346153846153843,9.069230769230769e-05,0.007980000000000001,0.0007980000000000001,17.21153846153846,3.0980769230769227
C,690.0,Validation,Deformation,2.6871794871794874,0.4030769230769231,0.0004546153846153846,9.092307692307693e-05,0.00804,0.000804,17.115384615384613,3.0807692307692305
C,695.0,Calibration,Deformation,2.6923076923076925,0.40384615384615385,0.00045576923076923073,9.115384615384615e-05,0.0081,0.00081,17.01923076923077,3.0634615384615387
C,700.0,Calibration,Deformation,2.6974358974358976,0.40461538461538465,0.0004569230769230769,9.138461538461538e-05,0.00816,0.0008160000000000001,16.923076923076923,3.046153846153846
C,705.0,Validation,Deformation,2.7025641025641027,0.4053846153846154,0.00045807692307692303,9.161538461538461e-05,0.00822,0.000822,16.826923076923077,3.0288461538461537
C,710.0,Validation,Deformation,2.707692307692308,0.40615384615384614,0.0004592307692307692,9.184615384615384e-05,0.008280000000000001,0.0008280000000000002,16.73076923076923,3.0115384615384615
C,715.0,Calibration,Deformation,2.712820512820513,0.40692307692307694,0.0004603846153846153,9.207692307692308e-05,0.00834,0.0008340000000000001,16.634615384615387,2.9942307692307697
C,720.0,Calibration,Deformation,2.717948717948718,0.4076923076923077,0.0004615384615384615,9.23076923076923e-05,0.0084,0.00084,16.53846153846154,2.976923076923077
C,725.0,Calibration,Deformation,2.723076923076923,0.4084615384615385,0.0004626923076923076,9.253846153846153e-05,0.00846,0.0008460000000000001,16.442307692307693,2.9596153846153848
C,730.0,Calibration,Deformation,2.7282051282051283,0.40923076923076923,0.00046384615384615377,9.276923076923076e-05,0.00852,0.000852,16.346153846153847,2.9423076923076925
C,735.0,Validation,Deformation,2.7333333333333334,0.41,0.00046499999999999997,9.3e-05,0.00858,0.0008580000000000001,16.250000000000004,2.9250000000000007
C,740.0,Validation,Deformation,2.7384615384615385,0.4107692307692308,0.0004661538461538461,9.323076923076922e-05,0.00864,0.0008640000000000001,16.153846153846153,2.9076923076923076
C,745.0,Validation,Deformation,2.7435897435897436,0.4115384615384615,0.00046730769230769227,9.346153846153846e-05,0.0087,0.00087,16.057692307692307,2.890384615384615
C,750.0,Validation,Deformation,2.7487179487179487,0.4123076923076923,0.0004684615384615384,9.369230769230769e-05,0.00876,0.000876,15.961538461538462,2.873076923076923
C,755.0,Validation,Deformation,2.753846153846154,0.41307692307692306,0.00046961538461538457,9.392307692307692e-05,0.00882,0.000882,15.865384615384615,2.8557692307692304
C,760.0,Validation,Deformation,2.758974358974359,0.4138461538461538,0.0004707692307692307,9.415384615384615e-05,0.00888,0.0008880000000000001,15.76923076923077,2.8384615384615386
C,765.0,Calibration,Deformation,2.764102564102564,0.4146153846153846,0.00047192307692307686,9.438461538461537e-05,0.00894,0.000894,15.67307692307692,2.8211538461538455
C,770.0,Calibration,Deformation,2.769230769230769,0.41538461538461535,0.000473076923076923,9.461538461538461e-05,0.009000000000000001,0.0009000000000000002,15.576923076923075,2.803846153846153
C,775.0,Calibration,Deformation,2.7743589743589743,0.41615384615384615,0.0004742307692307692,9.484615384615385e-05,0.00906,0.0009060000000000001,15.48076923076923,2.7865384615384614
C,780.0,Calibration,Deformation,2.7794871794871794,0.4169230769230769,0.00047538461538461536,9.507692307692308e-05,0.00912,0.000912,15.384615384615383,2.7692307692307687
C,785.0,Calibration,Deformation,2.7846153846153845,0.41769230769230764,0.0004765384615384615,9.530769230769231e-05,0.00918,0.0009180000000000001,15.288461538461537,2.7519230769230765
C,790.0,Calibration,Deformation,2.7897435897435896,0.41846153846153844,0.00047769230769230766,9.553846153846153e-05,0.00924,0.000924,15.192307692307692,2.7346153846153842
C,795.0,Calibration,Deformation,2.7948717948717947,0.4192307692307692,0.0004788461538461538,9.576923076923076e-05,0.009300000000000001,0.0009300000000000002,15.096153846153847,2.7173076923076924
C,800.0,Validation,Deformation,2.8,0.42,0.00047999999999999996,9.6e-05,0.00936,0.0009360000000000001,15.0,2.6999999999999997
R5S,20.0,Calibration,Deformation,2.005,0.30074999999999996,0.0003025,6.05e-05,0.0,0.0,29.9,5.382
R5S,25.0,Calibration,Deformation,2.0101410256410257,0.30152115384615386,0.0003036634615384615,6.07326923076923e-05,6.050000000000001e-05,6.050000000000001e-06,29.804166666666667,5.36475
R5S,30.0,Validation,Deformation,2.015282051282051,0.30229230769230764,0.00030482692307692307,6.0965384615384615e-05,0.00012100000000000001,1.2100000000000003e-05,29.708333333333332,5.347499999999999
R5S,35.0,Calibration,Deformation,2.020423076923077,0.30306346153846153,0.0003059903846153846,6.119807692307692e-05,0.00018150000000000002,1.8150000000000004e-05,29.6125,5.3302499999999995
R5S,40.0,Calibration,Deformation,2.0255641025641022,0.3038346153846153,0.0003071538461538461,6.143076923076922e-05,0.00024200000000000003,2.4200000000000005e-05,29.516666666666666,5.313
R5S,45.0,Calibration,Deformation,2.030705128205128,0.3046057692307692,0.0003083173076923077,6.166346153846154e-05,0.00030250000000000003,3.0250000000000003e-05,29.420833333333334,5.29575
R5S,50.0,Calibration,Deformation,2.0358461538461534,0.305376923076923,0.0003094807692307692,6.189615384615384e-05,0.00036300000000000004,3.630000000000001e-05,29.324999999999996,5.278499999999999
R5S,55.0,Calibration,Deformation,2.0409871794871792,0.3061480769230769,0.0003106442307692307,6.212884615384614e-05,0.00042350000000000005,4.2350000000000006e-05,29.229166666666664,5.2612499999999995
