Mix_ID,Temperature_C,Data_Type,Property_Type,Thermal_Conductivity_W_mK,Thermal_Conductivity_Std,Specific_Heat_J_kgK,Specific_Heat_Std,Thermal_Expansion_1_K,Thermal_Expansion_Std,Density_kg_m3,Density_Std
C,95.0,Calibration,Thermal,2.019230769230769,0.10096153846153846,925.9615384615383,74.07692307692307,1.2576923076923078e-05,1.257692307692308e-06,2388.4615384615386,71.65384615384616
C,100.0,Validation,Thermal,2.013846153846154,0.1006923076923077,927.6923076923076,74.21538461538461,1.2615384615384616e-05,1.2615384615384616e-06,2387.6923076923076,71.63076923076923
C,105.0,Calibration,Thermal,2.0084615384615385,0.10042307692307693,929.423076923077,74.35384615384616,1.2653846153846155e-05,1.2653846153846156e-06,2386.923076923077,71.60769230769232
C,110.0,Validation,Thermal,2.003076923076923,0.10015384615384615,931.1538461538462,74.49230769230769,1.2692307692307693e-05,1.2692307692307694e-06,2386.153846153846,71.58461538461539
C,115.0,Calibration,Thermal,1.9976923076923077,0.09988461538461539,932.8846153846155,74.63076923076925,1.2730769230769231e-05,1.2730769230769233e-06,2385.3846153846152,71.56153846153846
C,120.0,Calibration,Thermal,1.9923076923076923,0.09961538461538462,934.6153846153846,74.76923076923077,1.2769230769230769e-05,1.2769230769230769e-06,2384.6153846153848,71.53846153846153
C,125.0,Validation,Thermal,1.986923076923077,0.09934615384615386,936.3461538461539,74.90769230769232,1.2807692307692308e-05,1.280769230769231e-06,2383.846153846154,71.5153846153846
C,130.0,Calibration,Thermal,1.9815384615384615,0.09907692307692308,938.0769230769231,75.04615384615384,1.2846153846153846e-05,1.2846153846153847e-06,2383.0769230769233,71.49230769230769
C,135.0,Calibration,Thermal,1.9761538461538461,0.09880769230769232,939.8076923076924,75.1846153846154,1.2884615384615384e-05,1.2884615384615386e-06,2382.3076923076924,71.46923076923076
C,140.0,Calibration,Thermal,1.9707692307692308,0.09853846153846155,941.5384615384615,75.32307692307693,1.2923076923076924e-05,1.2923076923076924e-06,2381.5384615384614,71.44615384615383
C,145.0,Calibration,Thermal,1.9653846153846155,0.09826923076923078,943.2692307692308,75.46153846153847,1.2961538461538461e-05,1.2961538461538462e-06,2380.769230769231,71.42307692307692
C,150.0,Validation,Thermal,1.9600000000000002,0.09800000000000002,945.0,75.60000000000001,1.3e-05,1.3e-06,2380.0,71.39999999999999
C,155.0,Validation,Thermal,1.9546153846153846,0.09773076923076923,946.7307692307693,75.73846153846155,1.3038461538461537e-05,1.3038461538461539e-06,2379.2307692307695,71.37692307692308
C,160.0,Calibration,Thermal,1.9492307692307693,0.09746153846153847,948.4615384615385,75.87692307692308,1.3076923076923077e-05,1.3076923076923077e-06,2378.4615384615386,71.35384615384615
C,165.0,Calibration,Thermal,1.943846153846154,0.0971923076923077,950.1923076923077,76.01538461538462,1.3115384615384618e-05,1.311538461538462e-06,2377.6923076923076,71.33076923076922
C,170.0,Calibration,Thermal,1.9384615384615387,0.09692307692307695,951.9230769230769,76.15384615384616,1.3153846153846156e-05,1.3153846153846156e-06,2376.923076923077,71.3076923076923
C,175.0,Calibration,Thermal,1.9330769230769234,0.09665384615384617,953.6538461538462,76.2923076923077,1.3192307692307693e-05,1.3192307692307694e-06,2376.153846153846,71.28461538461538
C,180.0,Validation,Thermal,1.9276923076923076,0.09638461538461539,955.3846153846154,76.43076923076923,1.3230769230769231e-05,1.3230769230769232e-06,2375.3846153846152,71.26153846153845
C,185.0,Validation,Thermal,1.9223076923076923,0.09611538461538462,957.1153846153846,76.56923076923077,1.326923076923077e-05,1.3269230769230772e-06,2374.6153846153848,71.23846153846154
C,190.0,Validation,Thermal,1.916923076923077,0.09584615384615386,958.8461538461538,76.70769230769231,1.3307692307692309e-05,1.3307692307692309e-06,2373.846153846154,71.21538461538461
C,195.0,Calibration,Thermal,1.9115384615384616,0.09557692307692309,960.5769230769231,76.84615384615385,1.3346153846153846e-05,1.3346153846153847e-06,2373.0769230769233,71.1923076923077
C,200.0,Validation,Thermal,1.9061538461538463,0.09530769230769232,962.3076923076923,76.98461538461538,1.3384615384615386e-05,1.3384615384615387e-06,2372.3076923076924,71.16923076923077
C,205.0,Calibration,Thermal,1.9007692307692308,0.09503846153846154,964.0384615384615,77.12307692307692,1.3423076923076924e-05,1.3423076923076926e-06,2371.5384615384614,71.14615384615384
C,210.0,Calibration,Thermal,1.8953846153846154,0.09476923076923077,965.7692307692307,77.26153846153846,1.3461538461538462e-05,1.3461538461538462e-06,2370.769230769231,71.12307692307692
C,215.0,Calibration,Thermal,1.8900000000000001,0.09450000000000001,967.5,77.4,1.35e-05,1.35e-06,2370.0,71.1
C,220.0,Validation,Thermal,1.8846153846153848,0.09423076923076924,969.2307692307692,77.53846153846153,1.3538461538461539e-05,1.353846153846154e-06,2369.2307692307695,71.07692307692308
C,225.0,Calibration,Thermal,1.8792307692307695,0.09396153846153849,970.9615384615385,77.67692307692307,1.3576923076923077e-05,1.3576923076923079e-06,2368.4615384615386,71.05384615384615
C,230.0,Calibration,Thermal,1.8738461538461537,0.09369230769230769,972.6923076923076,77.81538461538462,1.3615384615384615e-05,1.3615384615384615e-06,2367.6923076923076,71.03076923076922
C,235.0,Validation,Thermal,1.8684615384615384,0.09342307692307693,974.4230769230769,77.95384615384616,1.3653846153846154e-05,1.3653846153846155e-06,2366.923076923077,71.00769230769231
C,240.0,Validation,Thermal,1.863076923076923,0.09315384615384616,976.1538461538461,78.09230769230768,1.3692307692307692e-05,1.3692307692307693e-06,2366.153846153846,70.98461538461538
C,245.0,Calibration,Thermal,1.8576923076923078,0.0928846153846154,977.8846153846154,78.23076923076923,1.373076923076923e-05,1.3730769230769232e-06,2365.3846153846157,70.96153846153847
C,250.0,Validation,Thermal,1.8523076923076924,0.09261538461538463,979.6153846153845,78.36923076923077,1.376923076923077e-05,1.376923076923077e-06,2364.6153846153848,70.93846153846154
C,255.0,Calibration,Thermal,1.846923076923077,0.09234615384615386,981.3461538461538,78.50769230769231,1.3807692307692307e-05,1.3807692307692308e-06,2363.846153846154,70.91538461538461
C,260.0,Calibration,Thermal,1.8415384615384616,0.09207692307692308,983.0769230769232,78.64615384615387,1.3846153846153845e-05,1.3846153846153846e-06,2363.0769230769233,70.8923076923077
C,265.0,Calibration,Thermal,1.8361538461538462,0.09180769230769231,984.8076923076924,78.78461538461539,1.3884615384615383e-05,1.3884615384615385e-06,2362.3076923076924,70.86923076923077
C,270.0,Validation,Thermal,1.830769230769231,0.09153846153846155,986.5384615384617,78.92307692307693,1.3923076923076924e-05,1.3923076923076925e-06,2361.538461538462,70.84615384615385
C,275.0,Calibration,Thermal,1.8253846153846156,0.09126923076923078,988.2692307692308,79.06153846153846,1.3961538461538464e-05,1.3961538461538465e-06,2360.7692307692305,70.82307692307691
C,280.0,Validation,Thermal,1.82,0.09100000000000001,990.0000000000001,79.20000000000002,1.4000000000000001e-05,1.4000000000000001e-06,2360.0,70.8
C,285.0,Calibration,Thermal,1.8146153846153847,0.09073076923076924,991.7307692307693,79.33846153846154,1.403846153846154e-05,1.403846153846154e-06,2359.230769230769,70.77692307692307
C,290.0,Validation,Thermal,1.8092307692307694,0.09046153846153848,993.4615384615386,79.47692307692309,1.4076923076923077e-05,1.4076923076923078e-06,2358.4615384615386,70.75384615384615
C,295.0,Calibration,Thermal,1.803846153846154,0.09019230769230771,995.1923076923077,79.61538461538463,1.4115384615384617e-05,1.4115384615384618e-06,2357.6923076923076,70.73076923076923
C,300.0,Calibration,Thermal,1.7984615384615388,0.08992307692307694,996.923076923077,79.75384615384617,1.4153846153846155e-05,1.4153846153846155e-06,2356.9230769230767,70.7076923076923
C,305.0,Calibration,Thermal,1.793076923076923,0.08965384615384615,998.6538461538462,79.8923076923077,1.4192307692307692e-05,1.4192307692307693e-06,2356.153846153846,70.68461538461538
C,310.0,Calibration,Thermal,1.7876923076923077,0.0893846153846154,1000.3846153846155,80.03076923076924,1.4230769230769232e-05,1.4230769230769233e-06,2355.3846153846152,70.66153846153846
C,315.0,Calibration,Thermal,1.7823076923076924,0.08911538461538462,1002.1153846153846,80.16923076923078,1.426923076923077e-05,1.4269230769230771e-06,2354.6153846153843,70.63846153846153
C,320.0,Calibration,Thermal,1.776923076923077,0.08884615384615385,1003.8461538461539,80.30769230769232,1.4307692307692308e-05,1.4307692307692308e-06,2353.846153846154,70.61538461538461
C,325.0,Calibration,Thermal,1.7715384615384615,0.08857692307692308,1005.5769230769231,80.44615384615385,1.4346153846153845e-05,1.4346153846153846e-06,2353.076923076923,70.59230769230768
C,330.0,Calibration,Thermal,1.7661538461538462,0.08830769230769231,1007.3076923076924,80.58461538461539,1.4384615384615385e-05,1.4384615384615386e-06,2352.3076923076924,70.56923076923077
C,335.0,Calibration,Thermal,1.7607692307692309,0.08803846153846155,1009.0384615384615,80.72307692307693,1.4423076923076923e-05,1.4423076923076924e-06,2351.5384615384614,70.54615384615384
C,340.0,Calibration,Thermal,1.7553846153846155,0.08776923076923078,1010.7692307692308,80.86153846153847,1.446153846153846e-05,1.446153846153846e-06,2350.7692307692305,70.52307692307691
C,345.0,Validation,Thermal,1.7500000000000002,0.08750000000000002,1012.5,81.0,1.45e-05,1.45e-06,2350.0,70.5
C,350.0,Calibration,Thermal,1.7446153846153845,0.08723076923076922,1014.2307692307692,81.13846153846154,1.4538461538461538e-05,1.453846153846154e-06,2349.230769230769,70.47692307692307
C,355.0,Calibration,Thermal,1.7392307692307691,0.08696153846153847,1015.9615384615385,81.27692307692308,1.4576923076923076e-05,1.4576923076923077e-06,2348.4615384615386,70.45384615384616
C,360.0,Calibration,Thermal,1.7338461538461538,0.0866923076923077,1017.6923076923076,81.41538461538461,1.4615384615384617e-05,1.4615384615384618e-06,2347.6923076923076,70.43076923076923
C,365.0,Calibration,Thermal,1.7284615384615385,0.08642307692307694,1019.4230769230769,81.55384615384615,1.4653846153846155e-05,1.4653846153846156e-06,2346.9230769230767,70.4076923076923
C,370.0,Calibration,Thermal,1.7230769230769232,0.08615384615384616,1021.1538461538461,81.6923076923077,1.4692307692307694e-05,1.4692307692307694e-06,2346.153846153846,70.38461538461539
C,375.0,Calibration,Thermal,1.7176923076923076,0.08588461538461539,1022.8846153846154,81.83076923076923,1.4730769230769232e-05,1.4730769230769233e-06,2345.3846153846152,70.36153846153846
C,380.0,Validation,Thermal,1.7123076923076923,0.08561538461538462,1024.6153846153845,81.96923076923076,1.476923076923077e-05,1.476923076923077e-06,2344.6153846153848,70.33846153846154
C,385.0,Calibration,Thermal,1.706923076923077,0.08534615384615385,1026.3461538461538,82.1076923076923,1.480769230769231e-05,1.4807692307692311e-06,2343.846153846154,70.31538461538462
C,390.0,Calibration,Thermal,1.7015384615384617,0.08507692307692309,1028.076923076923,82.24615384615385,1.4846153846153847e-05,1.4846153846153847e-06,2343.076923076923,70.29230769230769
C,395.0,Calibration,Thermal,1.6961538461538463,0.08480769230769232,1029.8076923076922,82.38461538461537,1.4884615384615385e-05,1.4884615384615386e-06,2342.3076923076924,70.26923076923077
C,400.0,Validation,Thermal,1.6907692307692308,0.08453846153846155,1031.5384615384614,82.52307692307691,1.4923076923076923e-05,1.4923076923076924e-06,2341.5384615384614,70.24615384615385
C,405.0,Validation,Thermal,1.6853846153846155,0.08426923076923078,1033.2692307692307,82.66153846153846,1.4961538461538463e-05,1.4961538461538464e-06,2340.7692307692305,70.22307692307692
C,410.0,Calibration,Thermal,1.6800000000000002,0.08400000000000002,1035.0,82.8,1.5e-05,1.5e-06,2340.0,70.2
C,415.0,Calibration,Thermal,1.6746153846153848,0.08373076923076925,1036.730769230769,82.93846153846152,1.5038461538461538e-05,1.5038461538461539e-06,2339.230769230769,70.17692307692307
C,420.0,Calibration,Thermal,1.6692307692307695,0.08346153846153848,1038.4615384615383,83.07692307692307,1.5076923076923078e-05,1.507692307692308e-06,2338.4615384615386,70.15384615384616
C,425.0,Calibration,Thermal,1.6638461538461538,0.08319230769230769,1040.1923076923076,83.21538461538461,1.5115384615384616e-05,1.5115384615384617e-06,2337.6923076923076,70.13076923076923
C,430.0,Calibration,Thermal,1.6584615384615384,0.08292307692307693,1041.923076923077,83.35384615384615,1.5153846153846153e-05,1.5153846153846153e-06,2336.9230769230767,70.1076923076923
C,435.0,Calibration,Thermal,1.653076923076923,0.08265384615384616,1043.653846153846,83.49230769230768,1.5192307692307691e-05,1.5192307692307692e-06,2336.153846153846,70.08461538461539
C,440.0,Calibration,Thermal,1.6476923076923078,0.08238461538461539,1045.3846153846155,83.63076923076925,1.523076923076923e-05,1.5230769230769232e-06,2335.3846153846152,70.06153846153846
C,445.0,Calibration,Thermal,1.6423076923076925,0.08211538461538463,1047.1153846153848,83.76923076923079,1.526923076923077e-05,1.526923076923077e-06,2334.6153846153848,70.03846153846153
C,450.0,Calibration,Thermal,1.636923076923077,0.08184615384615385,1048.8461538461538,83.9076923076923,1.5307692307692308e-05,1.5307692307692309e-06,2333.846153846154,70.0153846153846
C,455.0,Calibration,Thermal,1.6315384615384616,0.08157692307692309,1050.576923076923,84.04615384615384,1.5346153846153846e-05,1.5346153846153847e-06,2333.076923076923,69.99230769230768
C,460.0,Validation,Thermal,1.6261538461538463,0.08130769230769232,1052.3076923076924,84.1846153846154,1.5384615384615384e-05,1.5384615384615385e-06,2332.3076923076924,69.96923076923076
C,465.0,Calibration,Thermal,1.620769230769231,0.08103846153846156,1054.0384615384617,84.32307692307694,1.542307692307692e-05,1.5423076923076923e-06,2331.5384615384614,69.94615384615383
C,470.0,Calibration,Thermal,1.6153846153846154,0.08076923076923077,1055.7692307692307,84.46153846153845,1.546153846153846e-05,1.546153846153846e-06,2330.769230769231,69.92307692307692
C,475.0,Calibration,Thermal,1.6099999999999999,0.0805,1057.5,84.60000000000001,1.55e-05,1.5500000000000002e-06,2330.0,69.89999999999999
C,480.0,Calibration,Thermal,1.6046153846153846,0.08023076923076923,1059.2307692307693,84.73846153846155,1.553846153846154e-05,1.553846153846154e-06,2329.230769230769,69.87692307692306
C,485.0,Calibration,Thermal,1.5992307692307692,0.07996153846153847,1060.9615384615386,84.87692307692309,1.5576923076923076e-05,1.5576923076923076e-06,2328.4615384615386,69.85384615384615
C,490.0,Calibration,Thermal,1.593846153846154,0.0796923076923077,1062.6923076923076,85.0153846153846,1.5615384615384618e-05,1.5615384615384619e-06,2327.6923076923076,69.83076923076922
C,495.0,Calibration,Thermal,1.5884615384615386,0.07942307692307693,1064.423076923077,85.15384615384616,1.5653846153846155e-05,1.5653846153846157e-06,2326.923076923077,69.8076923076923
C,500.0,Calibration,Thermal,1.583076923076923,0.07915384615384616,1066.1538461538462,85.2923076923077,1.5692307692307693e-05,1.5692307692307693e-06,2326.153846153846,69.78461538461538
C,505.0,Calibration,Thermal,1.5776923076923077,0.07888461538461539,1067.8846153846155,85.43076923076924,1.573076923076923e-05,1.5730769230769231e-06,2325.3846153846152,69.76153846153845
C,510.0,Calibration,Thermal,1.5723076923076924,0.07861538461538463,1069.6153846153845,85.56923076923077,1.576923076923077e-05,1.576923076923077e-06,2324.6153846153848,69.73846153846154
C,515.0,Calibration,Thermal,1.566923076923077,0.07834615384615386,1071.3461538461538,85.70769230769231,1.5807692307692307e-05,1.5807692307692308e-06,2323.846153846154,69.71538461538461
C,520.0,Validation,Thermal,1.5615384615384615,0.07807692307692309,1073.076923076923,85.84615384615385,1.5846153846153845e-05,1.5846153846153846e-06,2323.076923076923,69.69230769230768
C,525.0,Calibration,Thermal,1.5561538461538462,0.07780769230769231,1074.8076923076924,85.9846153846154,1.5884615384615386e-05,1.5884615384615387e-06,2322.3076923076924,69.66923076923077
C,530.0,Calibration,Thermal,1.550769230769231,0.07753846153846156,1076.5384615384614,86.12307692307692,1.5923076923076924e-05,1.5923076923076925e-06,2321.5384615384614,69.64615384615384
C,535.0,Calibration,Thermal,1.5453846153846156,0.07726923076923078,1078.2692307692307,86.26153846153846,1.596153846153846e-05,1.5961538461538463e-06,2320.769230769231,69.62307692307692
C,540.0,Calibration,Thermal,1.5400000000000003,0.07700000000000001,1080.0,86.4,1.6e-05,1.6e-06,2320.0,69.6
C,545.0,Calibration,Thermal,1.5346153846153847,0.07673076923076924,1081.7307692307693,86.53846153846155,1.603846153846154e-05,1.6038461538461542e-06,2319.230769230769,69.57692307692307
C,550.0,Calibration,Thermal,1.5292307692307694,0.07646153846153847,1083.4615384615383,86.67692307692307,1.607692307692308e-05,1.607692307692308e-06,2318.4615384615386,69.55384615384615
C,555.0,Calibration,Thermal,1.5238461538461539,0.0761923076923077,1085.1923076923076,86.81538461538462,1.6115384615384616e-05,1.6115384615384616e-06,2317.6923076923076,69.53076923076922
C,560.0,Calibration,Thermal,1.5184615384615385,0.07592307692307693,1086.923076923077,86.95384615384616,1.6153846153846154e-05,1.6153846153846154e-06,2316.923076923077,69.50769230769231
C,565.0,Calibration,Thermal,1.5130769230769232,0.07565384615384617,1088.6538461538462,87.0923076923077,1.6192307692307695e-05,1.6192307692307697e-06,2316.153846153846,69.48461538461538
C,570.0,Calibration,Thermal,1.5076923076923077,0.07538461538461538,1090.3846153846152,87.23076923076923,1.6230769230769233e-05,1.6230769230769233e-06,2315.3846153846152,69.46153846153845
C,575.0,Validation,Thermal,1.5023076923076923,0.07511538461538463,1092.1153846153845,87.36923076923077,1.626923076923077e-05,1.6269230769230771e-06,2314.6153846153848,69.43846153846154
C,580.0,Calibration,Thermal,1.496923076923077,0.07484615384615385,1093.846153846154,87.50769230769232,1.630769230769231e-05,1.630769230769231e-06,2313.846153846154,69.41538461538461
C,585.0,Calibration,Thermal,1.4915384615384615,0.07457692307692308,1095.576923076923,87.64615384615385,1.6346153846153847e-05,1.6346153846153848e-06,2313.0769230769233,69.3923076923077
C,590.0,Validation,Thermal,1.4861538461538462,0.07430769230769231,1097.3076923076924,87.78461538461539,1.6384615384615384e-05,1.6384615384615386e-06,2312.3076923076924,69.36923076923077
C,595.0,Calibration,Thermal,1.4807692307692306,0.07403846153846154,1099.0384615384617,87.92307692307693,1.6423076923076922e-05,1.6423076923076922e-06,2311.5384615384614,69.34615384615384
C,600.0,Calibration,Thermal,1.4753846153846153,0.07376923076923077,1100.769230769231,88.06153846153848,1.6461538461538463e-05,1.6461538461538465e-06,2310.769230769231,69.32307692307693
C,605.0,Validation,Thermal,1.47,0.0735,1102.5,88.2,1.65e-05,1.6500000000000003e-06,2310.0,69.3
C,610.0,Calibration,Thermal,1.4646153846153847,0.07323076923076924,1104.2307692307693,88.33846153846154,1.653846153846154e-05,1.653846153846154e-06,2309.2307692307695,69.27692307692308
C,615.0,Validation,Thermal,1.4592307692307693,0.07296153846153847,1105.9615384615386,88.47692307692309,1.6576923076923077e-05,1.6576923076923077e-06,2308.4615384615386,69.25384615384615
C,620.0,Calibration,Thermal,1.4538461538461538,0.0726923076923077,1107.6923076923078,88.61538461538463,1.6615384615384615e-05,1.6615384615384616e-06,2307.6923076923076,69.23076923076923
C,625.0,Calibration,Thermal,1.4484615384615385,0.07242307692307692,1109.423076923077,88.75384615384615,1.6653846153846153e-05,1.6653846153846154e-06,2306.923076923077,69.20769230769231
C,630.0,Validation,Thermal,1.4430769230769231,0.07215384615384617,1111.1538461538462,88.8923076923077,1.669230769230769e-05,1.6692307692307692e-06,2306.153846153846,69.18461538461538
C,635.0,Calibration,Thermal,1.4376923076923078,0.0718846153846154,1112.8846153846155,89.03076923076924,1.673076923076923e-05,1.6730769230769232e-06,2305.3846153846152,69.16153846153846
C,640.0,Validation,Thermal,1.4323076923076925,0.07161538461538462,1114.6153846153848,89.16923076923078,1.676923076923077e-05,1.676923076923077e-06,2304.6153846153848,69.13846153846154
C,645.0,Calibration,Thermal,1.426923076923077,0.07134615384615385,1116.3461538461538,89.3076923076923,1.6807692307692307e-05,1.680769230769231e-06,2303.846153846154,69.11538461538461
C,650.0,Validation,Thermal,1.4215384615384616,0.07107692307692308,1118.076923076923,89.44615384615385,1.6846153846153845e-05,1.6846153846153845e-06,2303.0769230769233,69.0923076923077
C,655.0,Calibration,Thermal,1.4161538461538463,0.07080769230769232,1119.8076923076924,89.58461538461539,1.6884615384615383e-05,1.6884615384615383e-06,2302.3076923076924,69.06923076923077
C,660.0,Calibration,Thermal,1.410769230769231,0.07053846153846155,1121.5384615384617,89.72307692307693,1.692307692307692e-05,1.6923076923076922e-06,2301.5384615384614,69.04615384615384
C,665.0,Validation,Thermal,1.4053846153846157,0.07026923076923079,1123.2692307692307,89.86153846153846,1.696153846153846e-05,1.696153846153846e-06,2300.769230769231,69.02307692307693
C,670.0,Calibration,Thermal,1.4000000000000001,0.07,1125.0,90.0,1.7e-05,1.7e-06,2300.0,69.0
C,675.0,Calibration,Thermal,1.3946153846153848,0.06973076923076925,1126.7307692307693,90.13846153846154,1.703846153846154e-05,1.7038461538461543e-06,2299.2307692307695,68.97692307692309
C,680.0,Validation,Thermal,1.3892307692307693,0.06946153846153846,1128.4615384615383,90.27692307692307,1.707692307692308e-05,1.7076923076923079e-06,2298.4615384615386,68.95384615384616
C,685.0,Validation,Thermal,1.383846153846154,0.0691923076923077,1130.1923076923076,90.41538461538461,1.7115384615384617e-05,1.7115384615384617e-06,2297.6923076923076,68.93076923076923
C,690.0,Calibration,Thermal,1.3784615384615386,0.06892307692307693,1131.923076923077,90.55384615384615,1.7153846153846155e-05,1.7153846153846155e-06,2296.923076923077,68.90769230769232
C,695.0,Calibration,Thermal,1.373076923076923,0.06865384615384616,1133.6538461538462,90.6923076923077,1.7192307692307692e-05,1.7192307692307694e-06,2296.153846153846,68.88461538461539
C,700.0,Calibration,Thermal,1.3676923076923078,0.06838461538461539,1135.3846153846152,90.83076923076922,1.723076923076923e-05,1.7230769230769232e-06,2295.3846153846157,68.86153846153847
C,705.0,Calibration,Thermal,1.3623076923076924,0.06811538461538462,1137.1153846153845,90.96923076923076,1.7269230769230768e-05,1.7269230769230768e-06,2294.6153846153848,68.83846153846154
C,710.0,Validation,Thermal,1.356923076923077,0.06784615384615385,1138.8461538461538,91.1076923076923,1.730769230769231e-05,1.730769230769231e-06,2293.846153846154,68.81538461538462
C,715.0,Calibration,Thermal,1.3515384615384614,0.06757692307692308,1140.576923076923,91.24615384615385,1.7346153846153847e-05,1.7346153846153849e-06,2293.0769230769233,68.7923076923077
C,720.0,Calibration,Thermal,1.346153846153846,0.0673076923076923,1142.3076923076922,91.38461538461537,1.7384615384615385e-05,1.7384615384615385e-06,2292.3076923076924,68.76923076923077
C,725.0,Calibration,Thermal,1.3407692307692307,0.06703846153846153,1144.0384615384614,91.52307692307691,1.7423076923076923e-05,1.7423076923076923e-06,2291.5384615384614,68.74615384615385
C,730.0,Validation,Thermal,1.3353846153846154,0.06676923076923078,1145.7692307692307,91.66153846153846,1.746153846153846e-05,1.7461538461538461e-06,2290.769230769231,68.72307692307693
C,735.0,Calibration,Thermal,1.33,0.0665,1147.5,91.8,1.75e-05,1.75e-06,2290.0,68.7
C,740.0,Calibration,Thermal,1.3246153846153845,0.06623076923076923,1149.230769230769,91.93846153846152,1.753846153846154e-05,1.753846153846154e-06,2289.230769230769,68.67692307692307
C,745.0,Validation,Thermal,1.3192307692307692,0.06596153846153846,1150.9615384615383,92.07692307692307,1.7576923076923078e-05,1.7576923076923078e-06,2288.461538461538,68.65384615384615
C,750.0,Calibration,Thermal,1.3138461538461539,0.0656923076923077,1152.6923076923076,92.21538461538461,1.761538461538462e-05,1.7615384615384619e-06,2287.6923076923076,68.63076923076923
C,755.0,Calibration,Thermal,1.3084615384615386,0.06542307692307693,1154.423076923077,92.35384615384615,1.7653846153846157e-05,1.7653846153846157e-06,2286.9230769230767,68.6076923076923
C,760.0,Validation,Thermal,1.3030769230769232,0.06515384615384616,1156.153846153846,92.49230769230768,1.7692307692307694e-05,1.7692307692307695e-06,2286.153846153846,68.58461538461539
C,765.0,Calibration,Thermal,1.2976923076923077,0.06488461538461539,1157.8846153846152,92.63076923076922,1.7730769230769232e-05,1.7730769230769234e-06,2285.3846153846152,68.56153846153846
C,770.0,Calibration,Thermal,1.2923076923076924,0.06461538461538462,1159.6153846153845,92.76923076923076,1.776923076923077e-05,1.7769230769230772e-06,2284.6153846153843,68.53846153846153
C,775.0,Calibration,Thermal,1.286923076923077,0.06434615384615386,1161.3461538461538,92.9076923076923,1.7807692307692308e-05,1.7807692307692308e-06,2283.846153846154,68.51538461538462
C,780.0,Calibration,Thermal,1.2815384615384617,0.06407692307692309,1163.076923076923,93.04615384615384,1.7846153846153846e-05,1.7846153846153846e-06,2283.076923076923,68.49230769230769
C,785.0,Calibration,Thermal,1.2761538461538464,0.06380769230769233,1164.8076923076924,93.1846153846154,1.7884615384615387e-05,1.7884615384615389e-06,2282.3076923076924,68.46923076923076
C,790.0,Calibration,Thermal,1.2707692307692309,0.06353846153846154,1166.5384615384617,93.32307692307694,1.7923076923076925e-05,1.7923076923076925e-06,2281.5384615384614,68.44615384615383
