Mix_ID,Temperature_C,Data_Type,Property_Type,Porosity,Porosity_Std,Permeability_m2,Permeability_Std,Water_Diffusivity_m2_s,Water_Diffusivity_Std,Vapor_Diffusivity_m2_s,Vapor_Diffusivity_Std
C,210.0,Calibration,Transport,0.16096153846153846,0.019315384615384616,1.487179487179487e-16,3.717948717948718e-17,1.3653846153846155e-10,4.0961538461538466e-11,1.4871794871794873e-08,3.7179487179487183e-09
C,215.0,Calibration,Transport,0.16124999999999998,0.019349999999999996,1.5e-16,3.75e-17,1.3750000000000002e-10,4.1250000000000006e-11,1.5000000000000002e-08,3.7500000000000005e-09
C,220.0,Validation,Transport,0.16153846153846152,0.019384615384615382,1.5128205128205129e-16,3.782051282051282e-17,1.3846153846153845e-10,4.153846153846153e-11,1.5128205128205128e-08,3.782051282051282e-09
C,225.0,Calibration,Transport,0.16182692307692306,0.01941923076923077,1.5256410256410255e-16,3.814102564102564e-17,1.3942307692307691e-10,4.182692307692307e-11,1.5256410256410256e-08,3.814102564102564e-09
C,230.0,Validation,Transport,0.1621153846153846,0.01945384615384615,1.5384615384615384e-16,3.846153846153846e-17,1.4038461538461538e-10,4.211538461538461e-11,1.5384615384615385e-08,3.846153846153846e-09
C,235.0,Calibration,Transport,0.16240384615384615,0.019488461538461538,1.5512820512820513e-16,3.878205128205128e-17,1.4134615384615384e-10,4.240384615384615e-11,1.5512820512820514e-08,3.8782051282051285e-09
C,240.0,Validation,Transport,0.16269230769230766,0.019523076923076917,1.5641025641025642e-16,3.9102564102564104e-17,1.4230769230769233e-10,4.26923076923077e-11,1.5641025641025643e-08,3.910256410256411e-09
C,245.0,Calibration,Transport,0.1629807692307692,0.019557692307692304,1.5769230769230768e-16,3.942307692307692e-17,1.4326923076923076e-10,4.2980769230769227e-11,1.576923076923077e-08,3.942307692307692e-09
C,250.0,Validation,Transport,0.16326923076923075,0.01959230769230769,1.58974358974359e-16,3.974358974358975e-17,1.4423076923076923e-10,4.3269230769230766e-11,1.58974358974359e-08,3.974358974358975e-09
C,255.0,Calibration,Transport,0.1635576923076923,0.019626923076923073,1.6025641025641026e-16,4.0064102564102565e-17,1.451923076923077e-10,4.3557692307692306e-11,1.6025641025641026e-08,4.0064102564102565e-09
C,260.0,Calibration,Transport,0.16384615384615386,0.019661538461538463,1.6153846153846155e-16,4.038461538461539e-17,1.4615384615384618e-10,4.384615384615385e-11,1.6153846153846155e-08,4.038461538461539e-09
C,265.0,Validation,Transport,0.1641346153846154,0.01969615384615385,1.6282051282051281e-16,4.0705128205128203e-17,1.4711538461538464e-10,4.413461538461539e-11,1.6282051282051284e-08,4.070512820512821e-09
C,270.0,Calibration,Transport,0.16442307692307692,0.01973076923076923,1.641025641025641e-16,4.1025641025641025e-17,1.480769230769231e-10,4.4423076923076926e-11,1.641025641025641e-08,4.102564102564102e-09
C,275.0,Validation,Transport,0.16471153846153846,0.019765384615384615,1.6538461538461537e-16,4.134615384615384e-17,1.4903846153846154e-10,4.471153846153846e-11,1.6538461538461538e-08,4.1346153846153845e-09
C,280.0,Calibration,Transport,0.165,0.0198,1.6666666666666665e-16,4.1666666666666664e-17,1.5e-10,4.5e-11,1.6666666666666667e-08,4.166666666666667e-09
C,285.0,Calibration,Transport,0.16528846153846155,0.019834615384615385,1.6794871794871794e-16,4.1987179487179486e-17,1.5096153846153846e-10,4.528846153846154e-11,1.6794871794871796e-08,4.198717948717949e-09
C,290.0,Calibration,Transport,0.1655769230769231,0.01986923076923077,1.6923076923076923e-16,4.230769230769231e-17,1.5192307692307692e-10,4.557692307692307e-11,1.6923076923076925e-08,4.230769230769231e-09
C,295.0,Validation,Transport,0.1658653846153846,0.019903846153846154,1.7051282051282052e-16,4.262820512820513e-17,1.5288461538461539e-10,4.586538461538461e-11,1.7051282051282054e-08,4.262820512820513e-09
C,300.0,Calibration,Transport,0.16615384615384615,0.019938461538461537,1.717948717948718e-16,4.294871794871795e-17,1.5384615384615385e-10,4.615384615384615e-11,1.7179487179487182e-08,4.294871794871796e-09
C,305.0,Calibration,Transport,0.1664423076923077,0.019973076923076923,1.7307692307692308e-16,4.326923076923077e-17,1.548076923076923e-10,4.644230769230769e-11,1.7307692307692308e-08,4.326923076923077e-09
C,310.0,Calibration,Transport,0.16673076923076924,0.020007692307692306,1.7435897435897436e-16,4.358974358974359e-17,1.5576923076923077e-10,4.673076923076923e-11,1.7435897435897437e-08,4.358974358974359e-09
C,315.0,Validation,Transport,0.16701923076923078,0.020042307692307693,1.7564102564102563e-16,4.391025641025641e-17,1.5673076923076923e-10,4.7019230769230766e-11,1.7564102564102566e-08,4.391025641025641e-09
C,320.0,Validation,Transport,0.1673076923076923,0.020076923076923076,1.7692307692307692e-16,4.423076923076923e-17,1.576923076923077e-10,4.7307692307692306e-11,1.769230769230769e-08,4.423076923076923e-09
C,325.0,Calibration,Transport,0.16759615384615384,0.02011153846153846,1.7820512820512818e-16,4.4551282051282045e-17,1.5865384615384618e-10,4.759615384615385e-11,1.782051282051282e-08,4.455128205128205e-09
C,330.0,Calibration,Transport,0.16788461538461538,0.020146153846153845,1.7948717948717947e-16,4.487179487179487e-17,1.5961538461538462e-10,4.7884615384615386e-11,1.794871794871795e-08,4.487179487179487e-09
C,335.0,Calibration,Transport,0.16817307692307693,0.02018076923076923,1.8076923076923076e-16,4.519230769230769e-17,1.6057692307692308e-10,4.8173076923076926e-11,1.8076923076923078e-08,4.5192307692307694e-09
C,340.0,Validation,Transport,0.16846153846153847,0.020215384615384614,1.8205128205128205e-16,4.551282051282051e-17,1.6153846153846155e-10,4.846153846153846e-11,1.8205128205128207e-08,4.551282051282052e-09
C,345.0,Calibration,Transport,0.16874999999999998,0.020249999999999997,1.8333333333333334e-16,4.5833333333333334e-17,1.625e-10,4.875e-11,1.8333333333333335e-08,4.583333333333334e-09
C,350.0,Calibration,Transport,0.16903846153846153,0.020284615384615384,1.8461538461538463e-16,4.6153846153846157e-17,1.6346153846153847e-10,4.903846153846154e-11,1.8461538461538464e-08,4.615384615384616e-09
C,355.0,Calibration,Transport,0.16932692307692307,0.020319230769230767,1.858974358974359e-16,4.647435897435897e-17,1.6442307692307693e-10,4.932692307692308e-11,1.858974358974359e-08,4.6474358974358974e-09
C,360.0,Calibration,Transport,0.1696153846153846,0.020353846153846153,1.8717948717948718e-16,4.6794871794871795e-17,1.6538461538461537e-10,4.9615384615384607e-11,1.871794871794872e-08,4.67948717948718e-09
C,365.0,Calibration,Transport,0.16990384615384616,0.02038846153846154,1.8846153846153844e-16,4.711538461538461e-17,1.6634615384615383e-10,4.9903846153846147e-11,1.8846153846153847e-08,4.711538461538462e-09
C,370.0,Calibration,Transport,0.17019230769230767,0.02042307692307692,1.8974358974358973e-16,4.7435897435897433e-17,1.6730769230769232e-10,5.019230769230769e-11,1.8974358974358973e-08,4.743589743589743e-09
C,375.0,Calibration,Transport,0.1704807692307692,0.020457692307692305,1.91025641025641e-16,4.775641025641025e-17,1.6826923076923078e-10,5.048076923076923e-11,1.9102564102564102e-08,4.7756410256410255e-09
C,380.0,Calibration,Transport,0.17076923076923076,0.02049230769230769,1.923076923076923e-16,4.807692307692308e-17,1.6923076923076924e-10,5.076923076923077e-11,1.923076923076923e-08,4.807692307692308e-09
C,385.0,Validation,Transport,0.1710576923076923,0.020526923076923075,1.9358974358974358e-16,4.8397435897435894e-17,1.701923076923077e-10,5.105769230769231e-11,1.935897435897436e-08,4.83974358974359e-09
C,390.0,Validation,Transport,0.17134615384615384,0.02056153846153846,1.9487179487179486e-16,4.8717948717948716e-17,1.7115384615384617e-10,5.1346153846153846e-11,1.948717948717949e-08,4.871794871794872e-09
C,395.0,Calibration,Transport,0.17163461538461536,0.020596153846153844,1.9615384615384615e-16,4.903846153846154e-17,1.7211538461538463e-10,5.1634615384615386e-11,1.9615384615384617e-08,4.903846153846154e-09
C,400.0,Calibration,Transport,0.1719230769230769,0.020630769230769227,1.9743589743589744e-16,4.935897435897436e-17,1.730769230769231e-10,5.1923076923076926e-11,1.9743589743589746e-08,4.9358974358974365e-09
C,405.0,Calibration,Transport,0.17221153846153844,0.020665384615384613,1.987179487179487e-16,4.9679487179487177e-17,1.7403846153846155e-10,5.2211538461538466e-11,1.987179487179487e-08,4.967948717948718e-09
C,410.0,Calibration,Transport,0.1725,0.020699999999999996,2e-16,5e-17,1.7500000000000002e-10,5.25e-11,2e-08,5e-09
C,415.0,Validation,Transport,0.17278846153846153,0.020734615384615383,2.0128205128205128e-16,5.032051282051282e-17,1.7596153846153845e-10,5.278846153846153e-11,2.012820512820513e-08,5.032051282051282e-09
C,420.0,Validation,Transport,0.17307692307692304,0.020769230769230766,2.0256410256410255e-16,5.064102564102564e-17,1.7692307692307691e-10,5.307692307692307e-11,2.0256410256410255e-08,5.064102564102564e-09
C,425.0,Validation,Transport,0.1733653846153846,0.02080384615384615,2.0384615384615384e-16,5.096153846153846e-17,1.7788461538461538e-10,5.336538461538461e-11,2.0384615384615384e-08,5.096153846153846e-09
C,430.0,Calibration,Transport,0.17365384615384613,0.020838461538461535,2.051282051282051e-16,5.1282051282051276e-17,1.7884615384615384e-10,5.3653846153846147e-11,2.0512820512820512e-08,5.128205128205128e-09
C,435.0,Calibration,Transport,0.17394230769230767,0.02087307692307692,2.064102564102564e-16,5.16025641025641e-17,1.7980769230769233e-10,5.394230769230769e-11,2.0641025641025638e-08,5.1602564102564095e-09
C,440.0,Calibration,Transport,0.17423076923076924,0.020907692307692308,2.0769230769230766e-16,5.1923076923076914e-17,1.807692307692308e-10,5.423076923076923e-11,2.0769230769230767e-08,5.192307692307692e-09
C,445.0,Validation,Transport,0.1745192307692308,0.020942307692307694,2.0897435897435894e-16,5.2243589743589736e-17,1.8173076923076923e-10,5.4519230769230766e-11,2.0897435897435896e-08,5.224358974358974e-09
C,450.0,Calibration,Transport,0.1748076923076923,0.020976923076923077,2.1025641025641026e-16,5.2564102564102565e-17,1.826923076923077e-10,5.4807692307692306e-11,2.1025641025641028e-08,5.256410256410257e-09
C,455.0,Calibration,Transport,0.17509615384615385,0.02101153846153846,2.1153846153846155e-16,5.2884615384615387e-17,1.8365384615384618e-10,5.509615384615385e-11,2.1153846153846153e-08,5.288461538461538e-09
C,460.0,Validation,Transport,0.1753846153846154,0.021046153846153846,2.128205128205128e-16,5.32051282051282e-17,1.8461538461538464e-10,5.5384615384615386e-11,2.1282051282051282e-08,5.3205128205128206e-09
C,465.0,Calibration,Transport,0.17567307692307693,0.02108076923076923,2.141025641025641e-16,5.3525641025641025e-17,1.855769230769231e-10,5.5673076923076926e-11,2.141025641025641e-08,5.352564102564103e-09
C,470.0,Validation,Transport,0.17596153846153847,0.021115384615384616,2.1538461538461536e-16,5.384615384615384e-17,1.8653846153846154e-10,5.596153846153846e-11,2.1538461538461537e-08,5.384615384615384e-09
C,475.0,Calibration,Transport,0.17625,0.02115,2.166666666666667e-16,5.4166666666666676e-17,1.875e-10,5.625e-11,2.166666666666667e-08,5.416666666666667e-09
C,480.0,Calibration,Transport,0.17653846153846153,0.02118461538461538,2.1794871794871797e-16,5.448717948717949e-17,1.8846153846153846e-10,5.653846153846153e-11,2.1794871794871798e-08,5.448717948717949e-09
C,485.0,Calibration,Transport,0.17682692307692308,0.021219230769230768,2.1923076923076926e-16,5.4807692307692314e-17,1.8942307692307692e-10,5.682692307692307e-11,2.1923076923076926e-08,5.480769230769232e-09
C,490.0,Calibration,Transport,0.17711538461538462,0.021253846153846154,2.2051282051282052e-16,5.512820512820513e-17,1.9038461538461539e-10,5.711538461538461e-11,2.2051282051282052e-08,5.512820512820513e-09
C,495.0,Calibration,Transport,0.17740384615384616,0.021288461538461537,2.217948717948718e-16,5.544871794871795e-17,1.9134615384615385e-10,5.740384615384615e-11,2.217948717948718e-08,5.544871794871795e-09
C,500.0,Calibration,Transport,0.17769230769230768,0.02132307692307692,2.230769230769231e-16,5.576923076923077e-17,1.923076923076923e-10,5.769230769230769e-11,2.230769230769231e-08,5.5769230769230774e-09
C,505.0,Validation,Transport,0.17798076923076922,0.021357692307692307,2.2435897435897434e-16,5.608974358974358e-17,1.9326923076923077e-10,5.7980769230769226e-11,2.2435897435897435e-08,5.608974358974359e-09
C,510.0,Calibration,Transport,0.17826923076923076,0.02139230769230769,2.2564102564102563e-16,5.641025641025641e-17,1.9423076923076923e-10,5.826923076923077e-11,2.2564102564102564e-08,5.641025641025641e-09
C,515.0,Validation,Transport,0.1785576923076923,0.021426923076923076,2.269230769230769e-16,5.673076923076923e-17,1.951923076923077e-10,5.85576923076923e-11,2.2692307692307693e-08,5.673076923076923e-09
C,520.0,Calibration,Transport,0.17884615384615385,0.021461538461538462,2.282051282051282e-16,5.705128205128205e-17,1.9615384615384618e-10,5.884615384615385e-11,2.282051282051282e-08,5.705128205128205e-09
C,525.0,Validation,Transport,0.17913461538461536,0.021496153846153842,2.2948717948717945e-16,5.737179487179486e-17,1.9711538461538462e-10,5.913461538461539e-11,2.2948717948717947e-08,5.737179487179487e-09
C,530.0,Calibration,Transport,0.1794230769230769,0.02153076923076923,2.3076923076923073e-16,5.769230769230768e-17,1.9807692307692308e-10,5.942307692307692e-11,2.3076923076923076e-08,5.769230769230769e-09
C,535.0,Calibration,Transport,0.17971153846153845,0.021565384615384615,2.32051282051282e-16,5.80128205128205e-17,1.9903846153846155e-10,5.971153846153847e-11,2.3205128205128202e-08,5.8012820512820504e-09
C,540.0,Calibration,Transport,0.18,0.021599999999999998,2.333333333333333e-16,5.833333333333333e-17,2e-10,6e-11,2.333333333333333e-08,5.833333333333333e-09
C,545.0,Validation,Transport,0.18028846153846154,0.021634615384615384,2.346153846153846e-16,5.865384615384615e-17,2.0096153846153847e-10,6.028846153846153e-11,2.3461538461538463e-08,5.865384615384616e-09
C,550.0,Calibration,Transport,0.18057692307692305,0.021669230769230767,2.358974358974359e-16,5.897435897435897e-17,2.0192307692307693e-10,6.057692307692308e-11,2.358974358974359e-08,5.897435897435898e-09
C,555.0,Calibration,Transport,0.1808653846153846,0.02170384615384615,2.371794871794872e-16,5.92948717948718e-17,2.028846153846154e-10,6.086538461538461e-11,2.3717948717948717e-08,5.929487179487179e-09
C,560.0,Calibration,Transport,0.18115384615384614,0.021738461538461536,2.3846153846153847e-16,5.961538461538462e-17,2.0384615384615383e-10,6.115384615384615e-11,2.3846153846153846e-08,5.9615384615384615e-09
C,565.0,Calibration,Transport,0.18144230769230768,0.02177307692307692,2.397435897435897e-16,5.993589743589743e-17,2.0480769230769234e-10,6.14423076923077e-11,2.3974358974358975e-08,5.993589743589744e-09
C,570.0,Calibration,Transport,0.18173076923076922,0.021807692307692306,2.4102564102564105e-16,6.025641025641026e-17,2.0576923076923075e-10,6.173076923076923e-11,2.4102564102564107e-08,6.025641025641027e-09
C,575.0,Validation,Transport,0.18201923076923074,0.02184230769230769,2.4230769230769233e-16,6.057692307692308e-17,2.0673076923076927e-10,6.201923076923077e-11,2.4230769230769232e-08,6.057692307692308e-09
C,580.0,Validation,Transport,0.1823076923076923,0.021876923076923075,2.435897435897436e-16,6.08974358974359e-17,2.0769230769230768e-10,6.23076923076923e-11,2.435897435897436e-08,6.08974358974359e-09
C,585.0,Validation,Transport,0.18259615384615385,0.02191153846153846,2.4487179487179486e-16,6.121794871794872e-17,2.0865384615384617e-10,6.259615384615385e-11,2.448717948717949e-08,6.1217948717948725e-09
C,590.0,Calibration,Transport,0.1828846153846154,0.021946153846153848,2.4615384615384615e-16,6.153846153846154e-17,2.0961538461538463e-10,6.288461538461539e-11,2.4615384615384616e-08,6.153846153846154e-09
C,595.0,Validation,Transport,0.18317307692307694,0.02198076923076923,2.4743589743589744e-16,6.185897435897436e-17,2.105769230769231e-10,6.317307692307692e-11,2.4743589743589744e-08,6.185897435897436e-09
C,600.0,Validation,Transport,0.18346153846153848,0.022015384615384617,2.4871794871794873e-16,6.217948717948718e-17,2.1153846153846155e-10,6.346153846153847e-11,2.4871794871794873e-08,6.217948717948718e-09
C,605.0,Calibration,Transport,0.18375,0.02205,2.5e-16,6.25e-17,2.1250000000000002e-10,6.375e-11,2.5e-08,6.25e-09
C,610.0,Calibration,Transport,0.18403846153846154,0.022084615384615383,2.5128205128205126e-16,6.282051282051281e-17,2.1346153846153848e-10,6.403846153846155e-11,2.5128205128205128e-08,6.282051282051282e-09
C,615.0,Validation,Transport,0.18432692307692308,0.02211923076923077,2.5256410256410255e-16,6.314102564102564e-17,2.1442307692307691e-10,6.432692307692307e-11,2.5256410256410257e-08,6.314102564102564e-09
C,620.0,Calibration,Transport,0.18461538461538463,0.022153846153846156,2.5384615384615384e-16,6.346153846153846e-17,2.1538461538461538e-10,6.461538461538461e-11,2.5384615384615385e-08,6.346153846153846e-09
C,625.0,Calibration,Transport,0.18490384615384617,0.02218846153846154,2.5512820512820513e-16,6.378205128205128e-17,2.1634615384615384e-10,6.490384615384615e-11,2.551282051282051e-08,6.378205128205128e-09
C,630.0,Calibration,Transport,0.18519230769230768,0.022223076923076922,2.5641025641025637e-16,6.410256410256409e-17,2.1730769230769235e-10,6.51923076923077e-11,2.564102564102564e-08,6.41025641025641e-09
C,635.0,Calibration,Transport,0.18548076923076923,0.022257692307692305,2.5769230769230765e-16,6.442307692307691e-17,2.1826923076923076e-10,6.548076923076923e-11,2.576923076923077e-08,6.442307692307692e-09
C,640.0,Calibration,Transport,0.18576923076923077,0.02229230769230769,2.5897435897435894e-16,6.474358974358974e-17,2.1923076923076925e-10,6.576923076923077e-11,2.5897435897435894e-08,6.4743589743589735e-09
C,645.0,Validation,Transport,0.1860576923076923,0.022326923076923078,2.602564102564103e-16,6.506410256410257e-17,2.2019230769230766e-10,6.605769230769229e-11,2.6025641025641026e-08,6.5064102564102566e-09
C,650.0,Calibration,Transport,0.18634615384615386,0.02236153846153846,2.615384615384615e-16,6.538461538461538e-17,2.2115384615384618e-10,6.634615384615385e-11,2.6153846153846155e-08,6.538461538461539e-09
C,655.0,Validation,Transport,0.18663461538461537,0.022396153846153843,2.628205128205128e-16,6.57051282051282e-17,2.2211538461538464e-10,6.663461538461539e-11,2.6282051282051284e-08,6.570512820512821e-09
C,660.0,Calibration,Transport,0.18692307692307691,0.02243076923076923,2.641025641025641e-16,6.602564102564102e-17,2.230769230769231e-10,6.692307692307693e-11,2.641025641025641e-08,6.602564102564102e-09
C,665.0,Calibration,Transport,0.18721153846153846,0.022465384615384613,2.653846153846154e-16,6.634615384615385e-17,2.2403846153846156e-10,6.721153846153847e-11,2.653846153846154e-08,6.634615384615385e-09
C,670.0,Calibration,Transport,0.1875,0.0225,2.666666666666667e-16,6.666666666666667e-17,2.25e-10,6.75e-11,2.666666666666667e-08,6.666666666666668e-09
C,675.0,Calibration,Transport,0.18778846153846154,0.022534615384615386,2.6794871794871797e-16,6.698717948717949e-17,2.2596153846153846e-10,6.778846153846153e-11,2.67948717948718e-08,6.69871794871795e-09
C,680.0,Calibration,Transport,0.18807692307692306,0.022569230769230765,2.6923076923076926e-16,6.730769230769231e-17,2.2692307692307692e-10,6.807692307692308e-11,2.6923076923076925e-08,6.730769230769231e-09
C,685.0,Calibration,Transport,0.1883653846153846,0.02260384615384615,2.7051282051282054e-16,6.762820512820514e-17,2.2788461538461539e-10,6.836538461538461e-11,2.7051282051282054e-08,6.7628205128205134e-09
C,690.0,Calibration,Transport,0.18865384615384614,0.022638461538461538,2.717948717948718e-16,6.794871794871795e-17,2.2884615384615385e-10,6.865384615384615e-11,2.7179487179487183e-08,6.794871794871796e-09
C,695.0,Validation,Transport,0.1889423076923077,0.02267307692307692,2.7307692307692307e-16,6.826923076923077e-17,2.2980769230769234e-10,6.894230769230769e-11,2.7307692307692308e-08,6.826923076923077e-09
C,700.0,Validation,Transport,0.18923076923076923,0.022707692307692307,2.7435897435897436e-16,6.858974358974359e-17,2.3076923076923075e-10,6.923076923076923e-11,2.7435897435897437e-08,6.858974358974359e-09
