image_path,timestamp_s,note
/workspace/data/experimental/DIC/images/speckle_075.png,150,baseline speckle
/workspace/data/experimental/DIC/images/speckle_076.png,152,baseline speckle
/workspace/data/experimental/DIC/images/speckle_077.png,154,baseline speckle
/workspace/data/experimental/DIC/images/speckle_078.png,156,baseline speckle
/workspace/data/experimental/DIC/images/speckle_079.png,158,baseline speckle
/workspace/data/experimental/DIC/images/speckle_080.png,160,baseline speckle
/workspace/data/experimental/DIC/images/speckle_081.png,162,baseline speckle
/workspace/data/experimental/DIC/images/speckle_082.png,164,baseline speckle
/workspace/data/experimental/DIC/images/speckle_083.png,166,baseline speckle
/workspace/data/experimental/DIC/images/speckle_084.png,168,baseline speckle
/workspace/data/experimental/DIC/images/speckle_085.png,170,baseline speckle
/workspace/data/experimental/DIC/images/speckle_086.png,172,baseline speckle
/workspace/data/experimental/DIC/images/speckle_087.png,174,baseline speckle
/workspace/data/experimental/DIC/images/speckle_088.png,176,baseline speckle
/workspace/data/experimental/DIC/images/speckle_089.png,178,baseline speckle
/workspace/data/experimental/DIC/images/speckle_090.png,180,baseline speckle
/workspace/data/experimental/DIC/images/speckle_091.png,182,baseline speckle
/workspace/data/experimental/DIC/images/speckle_092.png,184,baseline speckle
/workspace/data/experimental/DIC/images/speckle_093.png,186,baseline speckle
/workspace/data/experimental/DIC/images/speckle_094.png,188,baseline speckle
/workspace/data/experimental/DIC/images/speckle_095.png,190,baseline speckle
/workspace/data/experimental/DIC/images/speckle_096.png,192,baseline speckle
/workspace/data/experimental/DIC/images/speckle_097.png,194,baseline speckle
/workspace/data/experimental/DIC/images/speckle_098.png,196,baseline speckle
/workspace/data/experimental/DIC/images/speckle_099.png,198,baseline speckle
/workspace/data/experimental/DIC/images/speckle_100.png,200,baseline speckle
