cycle_idx,phase,temperature_C,epsilon_xx,epsilon_yy,epsilon_xy,hotspot
1,heating,416.0,0.003160,0.002620,-0.000232,0
1,heating,420.0,0.003200,0.002650,-0.000212,0
1,heating,424.0,0.003240,0.002680,-0.000189,0
1,heating,428.0,0.003280,0.002710,-0.000165,0
1,heating,432.0,0.003320,0.002740,-0.000139,0
1,heating,436.0,0.003360,0.002770,-0.000112,0
1,heating,440.0,0.003400,0.002800,-0.000084,0
1,heating,444.0,0.003440,0.002830,-0.000055,0
1,heating,448.0,0.003480,0.002860,-0.000025,0
1,heating,452.0,0.003520,0.002890,0.000005,0
1,heating,456.0,0.003560,0.002920,0.000035,0
1,heating,460.0,0.003600,0.002950,0.000065,0
1,heating,464.0,0.003640,0.002980,0.000093,0
1,heating,468.0,0.003680,0.003010,0.000121,0
1,heating,472.0,0.003720,0.003040,0.000148,0
1,heating,476.0,0.003760,0.003070,0.000174,0
1,heating,480.0,0.003800,0.003100,0.000197,0
1,heating,484.0,0.003840,0.003130,0.000219,0
1,heating,488.0,0.003880,0.003160,0.000238,0
1,heating,492.0,0.003920,0.003190,0.000255,0
1,heating,496.0,0.003960,0.003220,0.000270,0
1,heating,500.0,0.004000,0.003250,0.000281,0
1,heating,504.0,0.004040,0.003280,0.000290,0
1,heating,508.0,0.004080,0.003310,0.000296,0
1,heating,512.0,0.004120,0.003340,0.000300,0
1,heating,516.0,0.004160,0.003370,0.000300,0
1,heating,520.0,0.004200,0.003400,0.000297,0
1,heating,524.0,0.004240,0.003430,0.000291,0
1,heating,528.0,0.004280,0.003460,0.000282,0
1,heating,532.0,0.004320,0.003490,0.000271,0
1,heating,536.0,0.004360,0.003520,0.000256,0
1,heating,540.0,0.004400,0.003550,0.000240,0
1,heating,544.0,0.004440,0.003580,0.000220,0
1,heating,548.0,0.004480,0.003610,0.000199,0
1,heating,552.0,0.004520,0.003640,0.000175,0
1,heating,556.0,0.004560,0.003670,0.000150,0
1,heating,560.0,0.004600,0.003700,0.000124,0
1,heating,564.0,0.004640,0.003730,0.000096,0
1,heating,568.0,0.004680,0.003760,0.000067,0
1,heating,572.0,0.004720,0.003790,0.000037,0
1,heating,576.0,0.004760,0.003820,0.000007,0
1,heating,580.0,0.004800,0.003850,-0.000023,0
1,heating,584.0,0.004840,0.003880,-0.000052,0
1,heating,588.0,0.004880,0.003910,-0.000082,0
1,heating,592.0,0.004920,0.003940,-0.000110,0
1,heating,596.0,0.004960,0.003970,-0.000137,0
1,heating,600.0,0.005000,0.004000,-0.000163,0
1,cooling,600.0,0.005000,0.004000,0.000000,0
1,cooling,596.0,0.004960,0.003970,0.000030,0
1,cooling,592.0,0.004920,0.003940,0.000060,0
1,cooling,588.0,0.004880,0.003910,0.000089,0
1,cooling,584.0,0.004840,0.003880,0.000117,0
1,cooling,580.0,0.004800,0.003850,0.000144,0
1,cooling,576.0,0.004760,0.003820,0.000169,0
1,cooling,572.0,0.004720,0.003790,0.000193,0
1,cooling,568.0,0.004680,0.003760,0.000215,0
1,cooling,564.0,0.004640,0.003730,0.000235,0
1,cooling,560.0,0.004600,0.003700,0.000252,0
1,cooling,556.0,0.004560,0.003670,0.000267,0
1,cooling,552.0,0.004520,0.003640,0.000280,0
1,cooling,548.0,0.004480,0.003610,0.000289,0
1,cooling,544.0,0.004440,0.003580,0.000296,0
1,cooling,540.0,0.004400,0.003550,0.000299,0
1,cooling,536.0,0.004360,0.003520,0.000300,0
1,cooling,532.0,0.004320,0.003490,0.000297,0
1,cooling,528.0,0.004280,0.003460,0.000292,0
1,cooling,524.0,0.004240,0.003430,0.000284,0
1,cooling,520.0,0.004200,0.003400,0.000273,0
1,cooling,516.0,0.004160,0.003370,0.000259,0
1,cooling,512.0,0.004120,0.003340,0.000243,0
1,cooling,508.0,0.004080,0.003310,0.000224,0
1,cooling,504.0,0.004040,0.003280,0.000203,0
1,cooling,500.0,0.004000,0.003250,0.000180,0
1,cooling,496.0,0.003960,0.003220,0.000155,0
1,cooling,492.0,0.003920,0.003190,0.000128,0
1,cooling,488.0,0.003880,0.003160,0.000100,0
1,cooling,484.0,0.003840,0.003130,0.000072,0
1,cooling,480.0,0.003800,0.003100,0.000042,0
1,cooling,476.0,0.003760,0.003070,0.000012,0
1,cooling,472.0,0.003720,0.003040,-0.000018,0
1,cooling,468.0,0.003680,0.003010,-0.000047,0
1,cooling,464.0,0.003640,0.002980,-0.000077,0
1,cooling,460.0,0.003600,0.002950,-0.000105,0
1,cooling,456.0,0.003560,0.002920,-0.000133,0
1,cooling,452.0,0.003520,0.002890,-0.000159,0
1,cooling,448.0,0.003480,0.002860,-0.000184,0
1,cooling,444.0,0.003440,0.002830,-0.000206,0
1,cooling,440.0,0.003400,0.002800,-0.000227,0
1,cooling,436.0,0.003360,0.002770,-0.000245,0
1,cooling,432.0,0.003320,0.002740,-0.000261,0
1,cooling,428.0,0.003280,0.002710,-0.000275,0
1,cooling,424.0,0.003240,0.002680,-0.000285,0
1,cooling,420.0,0.003200,0.002650,-0.000293,0
1,cooling,416.0,0.003160,0.002620,-0.000298,0
1,cooling,412.0,0.003120,0.002590,-0.000300,0
1,cooling,408.0,0.003080,0.002560,-0.000299,0
1,cooling,404.0,0.003040,0.002530,-0.000295,0
1,cooling,400.0,0.003000,0.002500,-0.000288,0
1,cooling,396.0,0.002960,0.002470,-0.000278,0
1,cooling,392.0,0.002920,0.002440,-0.000265,0
1,cooling,388.0,0.002880,0.002410,-0.000250,0
1,cooling,384.0,0.002840,0.002380,-0.000232,0
1,cooling,380.0,0.002800,0.002350,-0.000212,0
1,cooling,376.0,0.002760,0.002320,-0.000189,0
1,cooling,372.0,0.002720,0.002290,-0.000165,0
1,cooling,368.0,0.002680,0.002260,-0.000139,0
1,cooling,364.0,0.002640,0.002230,-0.000112,0
1,cooling,360.0,0.002600,0.002200,-0.000084,0
1,cooling,356.0,0.002560,0.002170,-0.000055,0
1,cooling,352.0,0.002520,0.002140,-0.000025,0
1,cooling,348.0,0.002480,0.002110,0.000005,0
1,cooling,344.0,0.002440,0.002080,0.000035,0
1,cooling,340.0,0.002400,0.002050,0.000065,0
1,cooling,336.0,0.002360,0.002020,0.000093,0
1,cooling,332.0,0.002320,0.001990,0.000121,0
1,cooling,328.0,0.002280,0.001960,0.000148,0
1,cooling,324.0,0.002240,0.001930,0.000174,0
1,cooling,320.0,0.002200,0.001900,0.000197,0
1,cooling,316.0,0.002160,0.001870,0.000219,0
1,cooling,312.0,0.002120,0.001840,0.000238,0
1,cooling,308.0,0.002080,0.001810,0.000255,0
1,cooling,304.0,0.002040,0.001780,0.000270,0
1,cooling,300.0,0.002000,0.001750,0.000281,0
1,cooling,296.0,0.001960,0.001720,0.000290,0
1,cooling,292.0,0.001920,0.001690,0.000296,0
1,cooling,288.0,0.001880,0.001660,0.000300,0
1,cooling,284.0,0.001840,0.001630,0.000300,0
1,cooling,280.0,0.001800,0.001600,0.000297,0
1,cooling,276.0,0.001760,0.001570,0.000291,0
1,cooling,272.0,0.001720,0.001540,0.000282,0
1,cooling,268.0,0.001680,0.001510,0.000271,0
1,cooling,264.0,0.001640,0.001480,0.000256,0
1,cooling,260.0,0.001600,0.001450,0.000240,0
1,cooling,256.0,0.001560,0.001420,0.000220,0
1,cooling,252.0,0.001520,0.001390,0.000199,0
1,cooling,248.0,0.001480,0.001360,0.000175,0
1,cooling,244.0,0.001440,0.001330,0.000150,0
1,cooling,240.0,0.001400,0.001300,0.000124,0
1,cooling,236.0,0.001360,0.001270,0.000096,0
1,cooling,232.0,0.001320,0.001240,0.000067,0
1,cooling,228.0,0.001280,0.001210,0.000037,0
1,cooling,224.0,0.001240,0.001180,0.000007,0
1,cooling,220.0,0.001200,0.001150,-0.000023,0
1,cooling,216.0,0.001160,0.001120,-0.000052,0
1,cooling,212.0,0.001120,0.001090,-0.000082,0
1,cooling,208.0,0.001080,0.001060,-0.000110,0
1,cooling,204.0,0.001040,0.001030,-0.000137,0
1,cooling,200.0,0.001000,0.001000,-0.000163,0
2,heating,200.0,0.001000,0.001000,0.000000,0
2,heating,204.0,0.001040,0.001030,0.000030,0
2,heating,208.0,0.001080,0.001060,0.000060,0
2,heating,212.0,0.001120,0.001090,0.000089,0
2,heating,216.0,0.001160,0.001120,0.000117,0
2,heating,220.0,0.001200,0.001150,0.000144,0
2,heating,224.0,0.001240,0.001180,0.000169,0
2,heating,228.0,0.001280,0.001210,0.000193,0
2,heating,232.0,0.001320,0.001240,0.000215,0
2,heating,236.0,0.001360,0.001270,0.000235,0
2,heating,240.0,0.001400,0.001300,0.000252,0
2,heating,244.0,0.001440,0.001330,0.000267,0
2,heating,248.0,0.001480,0.001360,0.000280,0
2,heating,252.0,0.001520,0.001390,0.000289,0
2,heating,256.0,0.001560,0.001420,0.000296,0
2,heating,260.0,0.001600,0.001450,0.000299,0
2,heating,264.0,0.001640,0.001480,0.000300,0
2,heating,268.0,0.001680,0.001510,0.000297,0
2,heating,272.0,0.001720,0.001540,0.000292,0
2,heating,276.0,0.001760,0.001570,0.000284,0
2,heating,280.0,0.001800,0.001600,0.000273,0
2,heating,284.0,0.001840,0.001630,0.000259,0
2,heating,288.0,0.001880,0.001660,0.000243,0
2,heating,292.0,0.001920,0.001690,0.000224,0
2,heating,296.0,0.001960,0.001720,0.000203,0
2,heating,300.0,0.002000,0.001750,0.000180,0
2,heating,304.0,0.002040,0.001780,0.000155,0
2,heating,308.0,0.002080,0.001810,0.000128,0
2,heating,312.0,0.002120,0.001840,0.000100,0
2,heating,316.0,0.002160,0.001870,0.000072,0
2,heating,320.0,0.002200,0.001900,0.000042,0
2,heating,324.0,0.002240,0.001930,0.000012,0
2,heating,328.0,0.002280,0.001960,-0.000018,0
2,heating,332.0,0.002320,0.001990,-0.000047,0
2,heating,336.0,0.002360,0.002020,-0.000077,0
2,heating,340.0,0.002400,0.002050,-0.000105,0
2,heating,344.0,0.002440,0.002080,-0.000133,0
2,heating,348.0,0.002480,0.002110,-0.000159,0
2,heating,352.0,0.002520,0.002140,-0.000184,0
2,heating,356.0,0.002560,0.002170,-0.000206,0
2,heating,360.0,0.002600,0.002200,-0.000227,0
2,heating,364.0,0.002640,0.002230,-0.000245,0
2,heating,368.0,0.002680,0.002260,-0.000261,0
2,heating,372.0,0.002720,0.002290,-0.000275,0
2,heating,376.0,0.002760,0.002320,-0.000285,0
2,heating,380.0,0.002800,0.002350,-0.000293,0
2,heating,384.0,0.002840,0.002380,-0.000298,0
2,heating,388.0,0.002880,0.002410,-0.000300,0
2,heating,392.0,0.002920,0.002440,-0.000299,0
2,heating,396.0,0.002960,0.002470,-0.000295,0
2,heating,400.0,0.003000,0.002500,-0.000288,0
2,heating,404.0,0.003040,0.002530,-0.000278,0
2,heating,408.0,0.003080,0.002560,-0.000265,0
2,heating,412.0,0.003120,0.002590,-0.000250,0
2,heating,416.0,0.003160,0.002620,-0.000232,0
2,heating,420.0,0.003200,0.002650,-0.000212,0
2,heating,424.0,0.003240,0.002680,-0.000189,0
2,heating,428.0,0.003280,0.002710,-0.000165,0
2,heating,432.0,0.003320,0.002740,-0.000139,0
2,heating,436.0,0.003360,0.002770,-0.000112,0
2,heating,440.0,0.003400,0.002800,-0.000084,0
2,heating,444.0,0.003440,0.002830,-0.000055,0
2,heating,448.0,0.003480,0.002860,-0.000025,0
2,heating,452.0,0.003520,0.002890,0.000005,0
2,heating,456.0,0.003560,0.002920,0.000035,0
2,heating,460.0,0.003600,0.002950,0.000065,0
2,heating,464.0,0.003640,0.002980,0.000093,0
2,heating,468.0,0.003680,0.003010,0.000121,0
2,heating,472.0,0.003720,0.003040,0.000148,0
2,heating,476.0,0.003760,0.003070,0.000174,0
2,heating,480.0,0.003800,0.003100,0.000197,0
2,heating,484.0,0.003840,0.003130,0.000219,0
2,heating,488.0,0.003880,0.003160,0.000238,0
2,heating,492.0,0.003920,0.003190,0.000255,0
2,heating,496.0,0.003960,0.003220,0.000270,0
2,heating,500.0,0.004000,0.003250,0.000281,0
2,heating,504.0,0.004040,0.003280,0.000290,0
2,heating,508.0,0.004080,0.003310,0.000296,0
2,heating,512.0,0.004120,0.003340,0.000300,0
2,heating,516.0,0.004160,0.003370,0.000300,0
2,heating,520.0,0.004200,0.003400,0.000297,0
2,heating,524.0,0.004240,0.003430,0.000291,0
2,heating,528.0,0.004280,0.003460,0.000282,0
2,heating,532.0,0.004320,0.003490,0.000271,0
2,heating,536.0,0.004360,0.003520,0.000256,0
2,heating,540.0,0.004400,0.003550,0.000240,0
2,heating,544.0,0.004440,0.003580,0.000220,0
2,heating,548.0,0.004480,0.003610,0.000199,0
2,heating,552.0,0.004520,0.003640,0.000175,0
2,heating,556.0,0.004560,0.003670,0.000150,0
2,heating,560.0,0.004600,0.003700,0.000124,0
2,heating,564.0,0.004640,0.003730,0.000096,0
2,heating,568.0,0.004680,0.003760,0.000067,0
2,heating,572.0,0.004720,0.003790,0.000037,0
2,heating,576.0,0.004760,0.003820,0.000007,0
2,heating,580.0,0.004800,0.003850,-0.000023,0
2,heating,584.0,0.004840,0.003880,-0.000052,0
2,heating,588.0,0.004880,0.003910,-0.000082,0
2,heating,592.0,0.004920,0.003940,-0.000110,0
2,heating,596.0,0.004960,0.003970,-0.000137,0
2,heating,600.0,0.005000,0.004000,-0.000163,0
2,cooling,600.0,0.005000,0.004000,0.000000,0
2,cooling,596.0,0.004960,0.003970,0.000030,0
2,cooling,592.0,0.004920,0.003940,0.000060,0
2,cooling,588.0,0.004880,0.003910,0.000089,0
2,cooling,584.0,0.004840,0.003880,0.000117,0
2,cooling,580.0,0.004800,0.003850,0.000144,0
2,cooling,576.0,0.004760,0.003820,0.000169,0
2,cooling,572.0,0.004720,0.003790,0.000193,0
2,cooling,568.0,0.004680,0.003760,0.000215,0
2,cooling,564.0,0.004640,0.003730,0.000235,0
2,cooling,560.0,0.004600,0.003700,0.000252,0
2,cooling,556.0,0.004560,0.003670,0.000267,0
2,cooling,552.0,0.004520,0.003640,0.000280,0
2,cooling,548.0,0.004480,0.003610,0.000289,0
2,cooling,544.0,0.004440,0.003580,0.000296,0
2,cooling,540.0,0.004400,0.003550,0.000299,0
2,cooling,536.0,0.004360,0.003520,0.000300,0
2,cooling,532.0,0.004320,0.003490,0.000297,0
2,cooling,528.0,0.004280,0.003460,0.000292,0
2,cooling,524.0,0.004240,0.003430,0.000284,0
2,cooling,520.0,0.004200,0.003400,0.000273,0
2,cooling,516.0,0.004160,0.003370,0.000259,0
2,cooling,512.0,0.004120,0.003340,0.000243,0
2,cooling,508.0,0.004080,0.003310,0.000224,0
2,cooling,504.0,0.004040,0.003280,0.000203,0
2,cooling,500.0,0.004000,0.003250,0.000180,0
2,cooling,496.0,0.003960,0.003220,0.000155,0
2,cooling,492.0,0.003920,0.003190,0.000128,0
2,cooling,488.0,0.003880,0.003160,0.000100,0
2,cooling,484.0,0.003840,0.003130,0.000072,0
2,cooling,480.0,0.003800,0.003100,0.000042,0
2,cooling,476.0,0.003760,0.003070,0.000012,0
2,cooling,472.0,0.003720,0.003040,-0.000018,0
2,cooling,468.0,0.003680,0.003010,-0.000047,0
2,cooling,464.0,0.003640,0.002980,-0.000077,0
2,cooling,460.0,0.003600,0.002950,-0.000105,0
2,cooling,456.0,0.003560,0.002920,-0.000133,0
2,cooling,452.0,0.003520,0.002890,-0.000159,0
2,cooling,448.0,0.003480,0.002860,-0.000184,0
2,cooling,444.0,0.003440,0.002830,-0.000206,0
2,cooling,440.0,0.003400,0.002800,-0.000227,0
2,cooling,436.0,0.003360,0.002770,-0.000245,0
2,cooling,432.0,0.003320,0.002740,-0.000261,0
2,cooling,428.0,0.003280,0.002710,-0.000275,0
2,cooling,424.0,0.003240,0.002680,-0.000285,0
2,cooling,420.0,0.003200,0.002650,-0.000293,0
2,cooling,416.0,0.003160,0.002620,-0.000298,0
2,cooling,412.0,0.003120,0.002590,-0.000300,0
2,cooling,408.0,0.003080,0.002560,-0.000299,0
2,cooling,404.0,0.003040,0.002530,-0.000295,0
2,cooling,400.0,0.003000,0.002500,-0.000288,0
2,cooling,396.0,0.002960,0.002470,-0.000278,0
2,cooling,392.0,0.002920,0.002440,-0.000265,0
2,cooling,388.0,0.002880,0.002410,-0.000250,0
2,cooling,384.0,0.002840,0.002380,-0.000232,0
2,cooling,380.0,0.002800,0.002350,-0.000212,0
2,cooling,376.0,0.002760,0.002320,-0.000189,0
2,cooling,372.0,0.002720,0.002290,-0.000165,0
2,cooling,368.0,0.002680,0.002260,-0.000139,0
2,cooling,364.0,0.002640,0.002230,-0.000112,0
2,cooling,360.0,0.002600,0.002200,-0.000084,0
2,cooling,356.0,0.002560,0.002170,-0.000055,0
2,cooling,352.0,0.002520,0.002140,-0.000025,0
2,cooling,348.0,0.002480,0.002110,0.000005,0
2,cooling,344.0,0.002440,0.002080,0.000035,0
2,cooling,340.0,0.002400,0.002050,0.000065,0
2,cooling,336.0,0.002360,0.002020,0.000093,0
2,cooling,332.0,0.002320,0.001990,0.000121,0
2,cooling,328.0,0.002280,0.001960,0.000148,0
2,cooling,324.0,0.002240,0.001930,0.000174,0
2,cooling,320.0,0.002200,0.001900,0.000197,0
2,cooling,316.0,0.002160,0.001870,0.000219,0
2,cooling,312.0,0.002120,0.001840,0.000238,0
2,cooling,308.0,0.002080,0.001810,0.000255,0
2,cooling,304.0,0.002040,0.001780,0.000270,0
2,cooling,300.0,0.002000,0.001750,0.000281,0
2,cooling,296.0,0.001960,0.001720,0.000290,0
2,cooling,292.0,0.001920,0.001690,0.000296,0
2,cooling,288.0,0.001880,0.001660,0.000300,0
2,cooling,284.0,0.001840,0.001630,0.000300,0
2,cooling,280.0,0.001800,0.001600,0.000297,0
2,cooling,276.0,0.001760,0.001570,0.000291,0
2,cooling,272.0,0.001720,0.001540,0.000282,0
2,cooling,268.0,0.001680,0.001510,0.000271,0
2,cooling,264.0,0.001640,0.001480,0.000256,0
2,cooling,260.0,0.001600,0.001450,0.000240,0
2,cooling,256.0,0.001560,0.001420,0.000220,0
2,cooling,252.0,0.001520,0.001390,0.000199,0
2,cooling,248.0,0.001480,0.001360,0.000175,0
2,cooling,244.0,0.001440,0.001330,0.000150,0
2,cooling,240.0,0.001400,0.001300,0.000124,0
2,cooling,236.0,0.001360,0.001270,0.000096,0
2,cooling,232.0,0.001320,0.001240,0.000067,0
2,cooling,228.0,0.001280,0.001210,0.000037,0
2,cooling,224.0,0.001240,0.001180,0.000007,0
2,cooling,220.0,0.001200,0.001150,-0.000023,0
2,cooling,216.0,0.001160,0.001120,-0.000052,0
2,cooling,212.0,0.001120,0.001090,-0.000082,0
2,cooling,208.0,0.001080,0.001060,-0.000110,0
2,cooling,204.0,0.001040,0.001030,-0.000137,0
2,cooling,200.0,0.001000,0.001000,-0.000163,0
3,heating,200.0,0.001000,0.001000,0.000000,0
3,heating,204.0,0.001040,0.001030,0.000030,0
3,heating,208.0,0.001080,0.001060,0.000060,0
3,heating,212.0,0.001120,0.001090,0.000089,0
3,heating,216.0,0.001160,0.001120,0.000117,0
3,heating,220.0,0.001200,0.001150,0.000144,0
3,heating,224.0,0.001240,0.001180,0.000169,0
3,heating,228.0,0.001280,0.001210,0.000193,0
3,heating,232.0,0.001320,0.001240,0.000215,0
3,heating,236.0,0.001360,0.001270,0.000235,0
3,heating,240.0,0.001400,0.001300,0.000252,0
3,heating,244.0,0.001440,0.001330,0.000267,0
3,heating,248.0,0.001480,0.001360,0.000280,0
3,heating,252.0,0.001520,0.001390,0.000289,0
3,heating,256.0,0.001560,0.001420,0.000296,0
3,heating,260.0,0.001600,0.001450,0.000299,0
3,heating,264.0,0.001640,0.001480,0.000300,0
3,heating,268.0,0.001680,0.001510,0.000297,0
3,heating,272.0,0.001720,0.001540,0.000292,0
3,heating,276.0,0.001760,0.001570,0.000284,0
3,heating,280.0,0.001800,0.001600,0.000273,0
3,heating,284.0,0.001840,0.001630,0.000259,0
3,heating,288.0,0.001880,0.001660,0.000243,0
3,heating,292.0,0.001920,0.001690,0.000224,0
3,heating,296.0,0.001960,0.001720,0.000203,0
3,heating,300.0,0.002000,0.001750,0.000180,0
3,heating,304.0,0.002040,0.001780,0.000155,0
3,heating,308.0,0.002080,0.001810,0.000128,0
3,heating,312.0,0.002120,0.001840,0.000100,0
3,heating,316.0,0.002160,0.001870,0.000072,0
3,heating,320.0,0.002200,0.001900,0.000042,0
3,heating,324.0,0.002240,0.001930,0.000012,0
3,heating,328.0,0.002280,0.001960,-0.000018,0
3,heating,332.0,0.002320,0.001990,-0.000047,0
3,heating,336.0,0.002360,0.002020,-0.000077,0
3,heating,340.0,0.002400,0.002050,-0.000105,0
3,heating,344.0,0.002440,0.002080,-0.000133,0
3,heating,348.0,0.002480,0.002110,-0.000159,0
3,heating,352.0,0.002520,0.002140,-0.000184,0
3,heating,356.0,0.002560,0.002170,-0.000206,0
3,heating,360.0,0.002600,0.002200,-0.000227,0
3,heating,364.0,0.002640,0.002230,-0.000245,0
3,heating,368.0,0.002680,0.002260,-0.000261,0
3,heating,372.0,0.002720,0.002290,-0.000275,0
3,heating,376.0,0.002760,0.002320,-0.000285,0
3,heating,380.0,0.002800,0.002350,-0.000293,0
3,heating,384.0,0.002840,0.002380,-0.000298,0
3,heating,388.0,0.002880,0.002410,-0.000300,0
3,heating,392.0,0.002920,0.002440,-0.000299,0
3,heating,396.0,0.002960,0.002470,-0.000295,0
3,heating,400.0,0.003000,0.002500,-0.000288,0
3,heating,404.0,0.003040,0.002530,-0.000278,0
3,heating,408.0,0.003080,0.002560,-0.000265,0
3,heating,412.0,0.003120,0.002590,-0.000250,0
3,heating,416.0,0.003160,0.002620,-0.000232,0
3,heating,420.0,0.003200,0.002650,-0.000212,0
3,heating,424.0,0.003240,0.002680,-0.000189,0
3,heating,428.0,0.003280,0.002710,-0.000165,0
3,heating,432.0,0.003320,0.002740,-0.000139,0
3,heating,436.0,0.003360,0.002770,-0.000112,0
3,heating,440.0,0.003400,0.002800,-0.000084,0
3,heating,444.0,0.003440,0.002830,-0.000055,0
3,heating,448.0,0.003480,0.002860,-0.000025,0
3,heating,452.0,0.003520,0.002890,0.000005,0
3,heating,456.0,0.003560,0.002920,0.000035,0
3,heating,460.0,0.003600,0.002950,0.000065,0
3,heating,464.0,0.003640,0.002980,0.000093,0
3,heating,468.0,0.003680,0.003010,0.000121,0
3,heating,472.0,0.003720,0.003040,0.000148,0
3,heating,476.0,0.003760,0.003070,0.000174,0
3,heating,480.0,0.003800,0.003100,0.000197,0
3,heating,484.0,0.003840,0.003130,0.000219,0
3,heating,488.0,0.003880,0.003160,0.000238,0
3,heating,492.0,0.003920,0.003190,0.000255,0
3,heating,496.0,0.003960,0.003220,0.000270,0
3,heating,500.0,0.004000,0.003250,0.000281,0
3,heating,504.0,0.004040,0.003280,0.000290,0
3,heating,508.0,0.004080,0.003310,0.000296,0
3,heating,512.0,0.004120,0.003340,0.000300,0
3,heating,516.0,0.004160,0.003370,0.000300,0
3,heating,520.0,0.004200,0.003400,0.000297,0
3,heating,524.0,0.004240,0.003430,0.000291,0
3,heating,528.0,0.004280,0.003460,0.000282,0
3,heating,532.0,0.004320,0.003490,0.000271,0
3,heating,536.0,0.004360,0.003520,0.000256,0
3,heating,540.0,0.004400,0.003550,0.000240,0
3,heating,544.0,0.004440,0.003580,0.000220,0
3,heating,548.0,0.004480,0.003610,0.000199,0
3,heating,552.0,0.004520,0.003640,0.000175,0
3,heating,556.0,0.004560,0.003670,0.000150,0
3,heating,560.0,0.004600,0.003700,0.000124,0
3,heating,564.0,0.004640,0.003730,0.000096,0
3,heating,568.0,0.004680,0.003760,0.000067,0
3,heating,572.0,0.004720,0.003790,0.000037,0
3,heating,576.0,0.004760,0.003820,0.000007,0
3,heating,580.0,0.004800,0.003850,-0.000023,0
3,heating,584.0,0.004840,0.003880,-0.000052,0
3,heating,588.0,0.004880,0.003910,-0.000082,0
3,heating,592.0,0.004920,0.003940,-0.000110,0
3,heating,596.0,0.004960,0.003970,-0.000137,0
3,heating,600.0,0.005000,0.004000,-0.000163,0
3,cooling,600.0,0.005000,0.004000,0.000000,0
3,cooling,596.0,0.004960,0.003970,0.000030,0
3,cooling,592.0,0.004920,0.003940,0.000060,0
3,cooling,588.0,0.004880,0.003910,0.000089,0
3,cooling,584.0,0.004840,0.003880,0.000117,0
3,cooling,580.0,0.004800,0.003850,0.000144,0
3,cooling,576.0,0.004760,0.003820,0.000169,0
3,cooling,572.0,0.004720,0.003790,0.000193,0
3,cooling,568.0,0.004680,0.003760,0.000215,0
3,cooling,564.0,0.004640,0.003730,0.000235,0
3,cooling,560.0,0.004600,0.003700,0.000252,0
3,cooling,556.0,0.004560,0.003670,0.000267,0
3,cooling,552.0,0.004520,0.003640,0.000280,0
3,cooling,548.0,0.004480,0.003610,0.000289,0
