timestamp_s,temperature_C,epsilon_xx,epsilon_yy,epsilon_xy,hotspot
54,1227.0,0.002974,0.002219,0.000441,0
55,1227.5,0.002966,0.002195,0.000446,0
56,1228.0,0.002957,0.002170,0.000450,0
57,1228.5,0.002946,0.002145,0.000454,0
58,1229.0,0.002935,0.002121,0.000458,0
59,1229.5,0.002923,0.002096,0.000462,0
60,1230.0,0.002909,0.002071,0.000466,0
61,1230.5,0.002895,0.002046,0.000470,0
62,1231.0,0.002880,0.002021,0.000473,0
63,1231.5,0.002863,0.001996,0.000476,0
64,1232.0,0.002846,0.001971,0.000479,0
65,1232.5,0.002828,0.001946,0.000482,0
66,1233.0,0.002808,0.001921,0.000484,0
67,1233.5,0.002788,0.001896,0.000487,0
68,1234.0,0.002767,0.001871,0.000489,0
69,1234.5,0.002746,0.001846,0.000491,0
70,1235.0,0.002723,0.001822,0.000493,0
71,1235.5,0.002700,0.001797,0.000494,0
72,1236.0,0.002675,0.001773,0.000496,0
73,1236.5,0.002651,0.001749,0.000497,0
74,1237.0,0.002625,0.001724,0.000498,0
75,1237.5,0.002598,0.001700,0.000499,0
76,1238.0,0.002571,0.001677,0.000499,0
77,1238.5,0.002544,0.001653,0.000500,0
78,1239.0,0.002516,0.001630,0.000500,0
79,1239.5,0.002487,0.001607,0.000500,0
80,1240.0,0.002457,0.001584,0.000500,0
81,1240.5,0.002427,0.001561,0.000499,0
82,1241.0,0.002397,0.001539,0.000499,0
83,1241.5,0.002366,0.001517,0.000498,0
84,1242.0,0.002335,0.001495,0.000497,0
85,1242.5,0.002303,0.001474,0.000496,0
86,1243.0,0.002271,0.001453,0.000494,0
87,1243.5,0.002239,0.001432,0.000493,0
88,1244.0,0.002207,0.001411,0.000491,0
89,1244.5,0.002174,0.001391,0.000489,0
90,1245.0,0.002141,0.001372,0.000487,0
91,1245.5,0.002108,0.001353,0.000485,0
92,1246.0,0.002075,0.001334,0.000482,0
93,1246.5,0.002042,0.001315,0.000479,0
94,1247.0,0.002008,0.001297,0.000476,0
95,1247.5,0.001975,0.001280,0.000473,0
96,1248.0,0.001942,0.001263,0.000470,0
97,1248.5,0.001908,0.001246,0.000466,0
98,1249.0,0.001875,0.001230,0.000463,0
99,1249.5,0.001842,0.001214,0.000459,0
100,1250.0,0.001809,0.001199,0.000455,0
101,1250.5,0.001777,0.001184,0.000450,0
102,1251.0,0.001744,0.001170,0.000446,0
103,1251.5,0.001712,0.001156,0.000441,0
104,1252.0,0.001681,0.001143,0.000437,0
105,1252.5,0.001649,0.001130,0.000432,0
106,1253.0,0.001618,0.001118,0.000426,0
107,1253.5,0.001588,0.001107,0.000421,0
108,1254.0,0.001557,0.001096,0.000416,0
109,1254.5,0.001528,0.001086,0.000410,0
110,1255.0,0.001499,0.001076,0.000404,0
111,1255.5,0.001470,0.001066,0.000398,0
112,1256.0,0.001442,0.001058,0.000392,0
113,1256.5,0.001415,0.001050,0.000386,0
114,1257.0,0.001388,0.001042,0.000379,0
115,1257.5,0.001362,0.001035,0.000373,0
116,1258.0,0.001337,0.001029,0.000366,0
117,1258.5,0.001312,0.001023,0.000359,0
118,1259.0,0.001288,0.001018,0.000352,0
119,1259.5,0.001265,0.001014,0.000345,0
120,1260.0,0.001243,0.001010,0.000338,0
121,1260.5,0.001222,0.001007,0.000330,0
122,1261.0,0.001201,0.001004,0.000323,0
123,1261.5,0.001182,0.001002,0.000315,0
124,1262.0,0.001163,0.001001,0.000307,0
125,1262.5,0.001145,0.001000,0.000299,0
126,1263.0,0.001128,0.001000,0.000291,0
127,1263.5,0.001113,0.001001,0.000283,0
128,1264.0,0.001098,0.001002,0.000275,0
129,1264.5,0.001084,0.001003,0.000266,0
130,1265.0,0.001071,0.001006,0.000258,0
131,1265.5,0.001059,0.001009,0.000249,0
132,1266.0,0.001048,0.001013,0.000240,0
133,1266.5,0.001039,0.001017,0.000232,0
134,1267.0,0.001030,0.001022,0.000223,0
135,1267.5,0.001022,0.001027,0.000214,0
136,1268.0,0.001016,0.001033,0.000205,0
137,1268.5,0.001011,0.001040,0.000195,0
138,1269.0,0.001006,0.001047,0.000186,0
139,1269.5,0.001003,0.001055,0.000177,0
140,1270.0,0.001001,0.001064,0.000167,0
141,1270.5,0.001000,0.001073,0.000158,0
142,1271.0,0.001000,0.001082,0.000149,0
143,1271.5,0.001001,0.001092,0.000139,0
144,1272.0,0.001004,0.001103,0.000129,0
145,1272.5,0.001007,0.001115,0.000120,0
146,1273.0,0.001012,0.001126,0.000110,0
147,1273.5,0.001018,0.001139,0.000100,0
148,1274.0,0.001024,0.001152,0.000090,0
149,1274.5,0.001032,0.001165,0.000080,0
150,1275.0,0.001041,0.001179,0.000071,0
151,1275.5,0.001051,0.001194,0.000061,0
152,1276.0,0.001062,0.001209,0.000051,0
153,1276.5,0.001074,0.001225,0.000041,0
154,1277.0,0.001087,0.001241,0.000031,0
155,1277.5,0.001101,0.001257,0.000021,0
156,1278.0,0.001117,0.001274,0.000011,0
157,1278.5,0.001133,0.001291,0.000001,0
158,1279.0,0.001150,0.001309,-0.000009,0
159,1279.5,0.001168,0.001328,-0.000019,0
160,1280.0,0.001187,0.001346,-0.000029,0
161,1280.5,0.001207,0.001365,-0.000039,0
162,1281.0,0.001227,0.001385,-0.000049,0
163,1281.5,0.001249,0.001405,-0.000059,0
164,1282.0,0.001271,0.001425,-0.000069,0
165,1282.5,0.001294,0.001446,-0.000079,0
166,1283.0,0.001318,0.001467,-0.000089,0
167,1283.5,0.001343,0.001488,-0.000099,0
168,1284.0,0.001369,0.001510,-0.000108,0
169,1284.5,0.001395,0.001532,-0.000118,0
170,1285.0,0.001422,0.001554,-0.000128,0
171,1285.5,0.001449,0.001576,-0.000137,0
172,1286.0,0.001477,0.001599,-0.000147,0
173,1286.5,0.001506,0.001622,-0.000157,0
174,1287.0,0.001535,0.001645,-0.000166,0
175,1287.5,0.001565,0.001669,-0.000175,0
176,1288.0,0.001595,0.001693,-0.000185,0
177,1288.5,0.001626,0.001717,-0.000194,0
178,1289.0,0.001657,0.001741,-0.000203,0
179,1289.5,0.001689,0.001765,-0.000212,0
180,1290.0,0.001721,0.001789,-0.000221,0
181,1290.5,0.001753,0.001814,-0.000230,0
182,1291.0,0.001785,0.001838,-0.000239,0
183,1291.5,0.001818,0.001863,-0.000248,0
184,1292.0,0.001851,0.001888,-0.000256,0
185,1292.5,0.001884,0.001913,-0.000265,0
186,1293.0,0.001917,0.001938,-0.000273,0
187,1293.5,0.001950,0.001963,-0.000282,0
188,1294.0,0.001983,0.001988,-0.000290,0
189,1294.5,0.002017,0.002013,-0.000298,0
190,1295.0,0.002050,0.002038,-0.000306,0
191,1295.5,0.002083,0.002063,-0.000314,0
192,1296.0,0.002117,0.002087,-0.000321,0
193,1296.5,0.002150,0.002112,-0.000329,0
194,1297.0,0.002182,0.002137,-0.000337,0
195,1297.5,0.002215,0.002162,-0.000344,0
196,1298.0,0.002248,0.002187,-0.000351,0
197,1298.5,0.002280,0.002211,-0.000358,0
198,1299.0,0.002312,0.002235,-0.000365,0
199,1299.5,0.002343,0.002260,-0.000372,0
200,1300.0,0.002374,0.002284,-0.000378,0
201,1300.5,0.002405,0.002308,-0.000385,0
202,1301.0,0.002435,0.002331,-0.000391,0
203,1301.5,0.002465,0.002355,-0.000397,0
204,1302.0,0.002494,0.002378,-0.000403,0
205,1302.5,0.002523,0.002401,-0.000409,0
206,1303.0,0.002551,0.002424,-0.000415,0
207,1303.5,0.002578,0.002446,-0.000420,0
208,1304.0,0.002605,0.002469,-0.000426,0
209,1304.5,0.002631,0.002490,-0.000431,0
210,1305.0,0.002657,0.002512,-0.000436,0
211,1305.5,0.002682,0.002533,-0.000441,0
212,1306.0,0.002706,0.002554,-0.000445,0
213,1306.5,0.002729,0.002575,-0.000450,0
214,1307.0,0.002751,0.002595,-0.000454,0
215,1307.5,0.002773,0.002615,-0.000458,0
216,1308.0,0.002794,0.002635,-0.000462,0
217,1308.5,0.002814,0.002654,-0.000466,0
218,1309.0,0.002832,0.002673,-0.000469,0
219,1309.5,0.002850,0.002691,-0.000473,0
220,1310.0,0.002867,0.002709,-0.000476,0
221,1310.5,0.002884,0.002726,-0.000479,0
222,1311.0,0.002899,0.002743,-0.000482,0
223,1311.5,0.002913,0.002760,-0.000484,0
224,1312.0,0.002926,0.002776,-0.000487,0
225,1312.5,0.002938,0.002791,-0.000489,0
226,1313.0,0.002949,0.002806,-0.000491,0
227,1313.5,0.002959,0.002821,-0.000493,0
228,1314.0,0.002968,0.002835,-0.000494,0
229,1314.5,0.002976,0.002848,-0.000496,0
230,1315.0,0.002983,0.002861,-0.000497,0
231,1315.5,0.002988,0.002874,-0.000498,0
232,1316.0,0.002993,0.002886,-0.000499,0
233,1316.5,0.002996,0.002897,-0.000499,0
234,1317.0,0.002999,0.002908,-0.000500,0
235,1317.5,0.003000,0.002918,-0.000500,0
236,1318.0,0.003000,0.002927,-0.000500,0
237,1318.5,0.002999,0.002937,-0.000500,0
238,1319.0,0.002997,0.002945,-0.000499,0
239,1319.5,0.002994,0.002953,-0.000499,0
240,1320.0,0.002989,0.002960,-0.000498,0
241,1320.5,0.002984,0.002967,-0.000497,0
242,1321.0,0.002977,0.002973,-0.000496,0
243,1321.5,0.002970,0.002978,-0.000495,0
244,1322.0,0.002961,0.002983,-0.000493,0
245,1322.5,0.002952,0.002988,-0.000491,0
246,1323.0,0.002941,0.002991,-0.000489,0
247,1323.5,0.002929,0.002994,-0.000487,0
248,1324.0,0.002916,0.002997,-0.000485,0
249,1324.5,0.002902,0.002998,-0.000482,0
250,1325.0,0.002887,0.002999,-0.000479,0
251,1325.5,0.002871,0.003000,-0.000477,0
252,1326.0,0.002855,0.003000,-0.000473,0
253,1326.5,0.002837,0.002999,-0.000470,0
254,1327.0,0.002818,0.002998,-0.000467,0
255,1327.5,0.002798,0.002996,-0.000463,0
256,1328.0,0.002778,0.002993,-0.000459,0
257,1328.5,0.002757,0.002990,-0.000455,0
258,1329.0,0.002734,0.002986,-0.000451,0
259,1329.5,0.002711,0.002982,-0.000446,0
260,1330.0,0.002688,0.002977,-0.000442,0
261,1330.5,0.002663,0.002971,-0.000437,0
262,1331.0,0.002638,0.002965,-0.000432,0
263,1331.5,0.002612,0.002958,-0.000427,0
264,1332.0,0.002585,0.002950,-0.000422,0
265,1332.5,0.002558,0.002942,-0.000416,0
266,1333.0,0.002530,0.002933,-0.000411,0
267,1333.5,0.002501,0.002924,-0.000405,0
268,1334.0,0.002472,0.002914,-0.000399,0
269,1334.5,0.002442,0.002904,-0.000393,0
270,1335.0,0.002412,0.002893,-0.000386,0
271,1335.5,0.002382,0.002881,-0.000380,0
272,1336.0,0.002351,0.002869,-0.000373,0
273,1336.5,0.002319,0.002857,-0.000367,0
274,1337.0,0.002287,0.002844,-0.000360,0
275,1337.5,0.002255,0.002830,-0.000353,0
276,1338.0,0.002223,0.002816,-0.000346,0
277,1338.5,0.002190,0.002801,-0.000338,0
278,1339.0,0.002157,0.002786,-0.000331,0
279,1339.5,0.002124,0.002770,-0.000323,0
280,1340.0,0.002091,0.002754,-0.000316,0
281,1340.5,0.002058,0.002737,-0.000308,0
282,1341.0,0.002025,0.002720,-0.000300,0
283,1341.5,0.001991,0.002703,-0.000292,0
284,1342.0,0.001958,0.002685,-0.000284,0
285,1342.5,0.001925,0.002666,-0.000275,0
286,1343.0,0.001892,0.002647,-0.000267,0
287,1343.5,0.001859,0.002628,-0.000258,0
288,1344.0,0.001826,0.002608,-0.000250,0
289,1344.5,0.001793,0.002588,-0.000241,0
290,1345.0,0.001760,0.002568,-0.000232,0
291,1345.5,0.001728,0.002547,-0.000223,0
292,1346.0,0.001696,0.002526,-0.000214,0
293,1346.5,0.001665,0.002505,-0.000205,0
294,1347.0,0.001634,0.002483,-0.000196,0
295,1347.5,0.001603,0.002461,-0.000187,0
296,1348.0,0.001572,0.002439,-0.000178,0
297,1348.5,0.001542,0.002416,-0.000168,0
298,1349.0,0.001513,0.002393,-0.000159,0
299,1349.5,0.001484,0.002370,-0.000149,0
300,1350.0,0.001456,0.002347,-0.000140,0
301,1350.5,0.001428,0.002323,-0.000130,0
302,1351.0,0.001401,0.002299,-0.000120,0
303,1351.5,0.001375,0.002275,-0.000111,0
304,1352.0,0.001349,0.002251,-0.000101,0
305,1352.5,0.001324,0.002227,-0.000091,0
306,1353.0,0.001300,0.002203,-0.000081,0
307,1353.5,0.001277,0.002178,-0.000071,0
308,1354.0,0.001254,0.002153,-0.000061,0
309,1354.5,0.001232,0.002129,-0.000052,0
310,1355.0,0.001211,0.002104,-0.000042,0
311,1355.5,0.001191,0.002079,-0.000032,0
312,1356.0,0.001172,0.002054,-0.000022,0
313,1356.5,0.001154,0.002029,-0.000012,0
314,1357.0,0.001137,0.002004,-0.000002,0
315,1357.5,0.001120,0.001979,0.000008,0
316,1358.0,0.001105,0.001954,0.000018,0
317,1358.5,0.001091,0.001929,0.000028,0
318,1359.0,0.001077,0.001904,0.000038,0
319,1359.5,0.001065,0.001879,0.000048,0
320,1360.0,0.001054,0.001854,0.000058,0
321,1360.5,0.001043,0.001830,0.000068,0
322,1361.0,0.001034,0.001805,0.000078,0
323,1361.5,0.001026,0.001781,0.000088,0
324,1362.0,0.001019,0.001756,0.000098,0
325,1362.5,0.001013,0.001732,0.000108,0
326,1363.0,0.001008,0.001708,0.000117,0
327,1363.5,0.001005,0.001684,0.000127,0
328,1364.0,0.001002,0.001661,0.000137,0
329,1364.5,0.001000,0.001637,0.000146,0
330,1365.0,0.001000,0.001614,0.000156,0
331,1365.5,0.001001,0.001591,0.000165,0
332,1366.0,0.001003,0.001569,0.000175,0
333,1366.5,0.001005,0.001546,0.000184,0
334,1367.0,0.001009,0.001524,0.000193,0
335,1367.5,0.001015,0.001502,0.000202,0
336,1368.0,0.001021,0.001481,0.000212,0
337,1368.5,0.001028,0.001460,0.000221,0
338,1369.0,0.001037,0.001439,0.000229,0
339,1369.5,0.001046,0.001418,0.000238,0
340,1370.0,0.001057,0.001398,0.000247,0
341,1370.5,0.001068,0.001378,0.000256,0
342,1371.0,0.001081,0.001359,0.000264,0
343,1371.5,0.001094,0.001340,0.000273,0
344,1372.0,0.001109,0.001321,0.000281,0
345,1372.5,0.001125,0.001303,0.000289,0
346,1373.0,0.001141,0.001285,0.000297,0
347,1373.5,0.001159,0.001268,0.000305,0
348,1374.0,0.001177,0.001251,0.000313,0
349,1374.5,0.001197,0.001235,0.000321,0
350,1375.0,0.001217,0.001219,0.000328,0
351,1375.5,0.001238,0.001204,0.000336,0
352,1376.0,0.001260,0.001189,0.000343,0
353,1376.5,0.001283,0.001175,0.000351,0
354,1377.0,0.001306,0.001161,0.000358,0
355,1377.5,0.001331,0.001147,0.000364,0
356,1378.0,0.001356,0.001135,0.000371,0
357,1378.5,0.001382,0.001122,0.000378,0
358,1379.0,0.001408,0.001111,0.000384,0
359,1379.5,0.001436,0.001099,0.000391,0
360,1380.0,0.001463,0.001089,0.000397,0
361,1380.5,0.001492,0.001079,0.000403,0
362,1381.0,0.001521,0.001069,0.000409,0
363,1381.5,0.001550,0.001061,0.000414,0
364,1382.0,0.001580,0.001052,0.000420,0
365,1382.5,0.001611,0.001045,0.000425,0
366,1383.0,0.001642,0.001038,0.000430,0
367,1383.5,0.001673,0.001031,0.000435,0
368,1384.0,0.001705,0.001025,0.000440,0
369,1384.5,0.001737,0.001020,0.000445,0
370,1385.0,0.001769,0.001015,0.000449,0
371,1385.5,0.001802,0.001011,0.000454,0
372,1386.0,0.001834,0.001008,0.000458,0
373,1386.5,0.001867,0.001005,0.000462,0
374,1387.0,0.001900,0.001003,0.000465,0
375,1387.5,0.001934,0.001001,0.000469,0
376,1388.0,0.001967,0.001000,0.000472,0
377,1388.5,0.002000,0.001000,0.000476,0
378,1389.0,0.002034,0.001000,0.000479,0
379,1389.5,0.002067,0.001001,0.000481,0
380,1390.0,0.002100,0.001003,0.000484,0
381,1390.5,0.002133,0.001005,0.000486,0
382,1391.0,0.002166,0.001008,0.000489,0
383,1391.5,0.002199,0.001011,0.000491,0
384,1392.0,0.002232,0.001015,0.000492,0
385,1392.5,0.002264,0.001020,0.000494,0
386,1393.0,0.002296,0.001025,0.000496,0
387,1393.5,0.002327,0.001031,0.000497,0
388,1394.0,0.002359,0.001038,0.000498,0
389,1394.5,0.002390,0.001045,0.000499,0
390,1395.0,0.002420,0.001052,0.000499,0
391,1395.5,0.002450,0.001061,0.000500,0
392,1396.0,0.002480,0.001070,0.000500,0
393,1396.5,0.002509,0.001079,0.000500,0
394,1397.0,0.002537,0.001089,0.000500,0
395,1397.5,0.002565,0.001100,0.000499,0
396,1398.0,0.002592,0.001111,0.000499,0
397,1398.5,0.002619,0.001123,0.000498,0
398,1399.0,0.002644,0.001135,0.000497,0
399,1399.5,0.002670,0.001148,0.000496,0
400,1400.0,0.002694,0.001161,0.000495,0
401,1400.5,0.002718,0.001175,0.000493,0
402,1401.0,0.002740,0.001189,0.000491,0
403,1401.5,0.002762,0.001204,0.000489,0
404,1402.0,0.002784,0.001219,0.000487,0
405,1402.5,0.002804,0.001235,0.000485,0
406,1403.0,0.002823,0.001252,0.000482,0
407,1403.5,0.002842,0.001268,0.000480,0
408,1404.0,0.002859,0.001286,0.000477,0
409,1404.5,0.002876,0.001303,0.000474,0
410,1405.0,0.002891,0.001322,0.000470,0
411,1405.5,0.002906,0.001340,0.000467,0
412,1406.0,0.002920,0.001359,0.000463,0
413,1406.5,0.002932,0.001379,0.000459,0
414,1407.0,0.002944,0.001398,0.000455,0
415,1407.5,0.002954,0.001418,0.000451,0
416,1408.0,0.002964,0.001439,0.000447,0
417,1408.5,0.002972,0.001460,0.000442,0
418,1409.0,0.002979,0.001481,0.000437,0
419,1409.5,0.002986,0.001503,0.000432,0
420,1410.0,0.002991,0.001524,0.000427,0
421,1410.5,0.002995,0.001547,0.000422,0
422,1411.0,0.002998,0.001569,0.000417,0
423,1411.5,0.002999,0.001592,0.000411,0
424,1412.0,0.003000,0.001615,0.000405,0
425,1412.5,0.003000,0.001638,0.000399,0
426,1413.0,0.002998,0.001661,0.000393,0
427,1413.5,0.002995,0.001685,0.000387,0
428,1414.0,0.002992,0.001709,0.000380,0
429,1414.5,0.002987,0.001733,0.000374,0
430,1415.0,0.002981,0.001757,0.000367,0
431,1415.5,0.002974,0.001781,0.000360,0
432,1416.0,0.002966,0.001806,0.000353,0
433,1416.5,0.002956,0.001830,0.000346,0
434,1417.0,0.002946,0.001855,0.000339,0
435,1417.5,0.002935,0.001880,0.000331,0
436,1418.0,0.002923,0.001905,0.000324,0
437,1418.5,0.002909,0.001929,0.000316,0
438,1419.0,0.002895,0.001954,0.000308,0
439,1419.5,0.002879,0.001979,0.000301,0
440,1420.0,0.002863,0.002004,0.000292,0
441,1420.5,0.002846,0.002029,0.000284,0
442,1421.0,0.002827,0.002054,0.000276,0
443,1421.5,0.002808,0.002079,0.000268,0
444,1422.0,0.002788,0.002104,0.000259,0
445,1422.5,0.002767,0.002129,0.000251,0
446,1423.0,0.002746,0.002154,0.000242,0
447,1423.5,0.002723,0.002178,0.000233,0
448,1424.0,0.002699,0.002203,0.000224,0
449,1424.5,0.002675,0.002227,0.000215,0
450,1425.0,0.002650,0.002252,0.000206,0
451,1425.5,0.002625,0.002276,0.000197,0
452,1426.0,0.002598,0.002300,0.000188,0
453,1426.5,0.002571,0.002323,0.000178,0
454,1427.0,0.002544,0.002347,0.000169,0
455,1427.5,0.002515,0.002370,0.000160,0
456,1428.0,0.002486,0.002393,0.000150,0
457,1428.5,0.002457,0.002416,0.000140,0
458,1429.0,0.002427,0.002439,0.000131,0
459,1429.5,0.002397,0.002461,0.000121,0
460,1430.0,0.002366,0.002483,0.000111,0
461,1430.5,0.002335,0.002505,0.000102,0
462,1431.0,0.002303,0.002526,0.000092,0
463,1431.5,0.002271,0.002548,0.000082,0
464,1432.0,0.002239,0.002568,0.000072,0
465,1432.5,0.002206,0.002589,0.000062,0
466,1433.0,0.002174,0.002609,0.000052,0
467,1433.5,0.002141,0.002628,0.000042,0
468,1434.0,0.002108,0.002648,0.000032,0
469,1434.5,0.002075,0.002666,0.000022,0
470,1435.0,0.002041,0.002685,0.000012,0
471,1435.5,0.002008,0.002703,0.000002,0
472,1436.0,0.001975,0.002720,-0.000008,0
473,1436.5,0.001941,0.002738,-0.000018,0
474,1437.0,0.001908,0.002754,-0.000028,0
475,1437.5,0.001875,0.002770,-0.000038,0
476,1438.0,0.001842,0.002786,-0.000048,0
477,1438.5,0.001809,0.002801,-0.000057,0
478,1439.0,0.001777,0.002816,-0.000067,0
479,1439.5,0.001744,0.002830,-0.000077,0
480,1440.0,0.001712,0.002844,-0.000087,0
481,1440.5,0.001680,0.002857,-0.000097,0
482,1441.0,0.001649,0.002870,-0.000107,0
483,1441.5,0.001618,0.002882,-0.000117,0
484,1442.0,0.001587,0.002893,-0.000126,0
485,1442.5,0.001557,0.002904,-0.000136,0
486,1443.0,0.001528,0.002915,-0.000145,0
487,1443.5,0.001498,0.002924,-0.000155,0
488,1444.0,0.001470,0.002934,-0.000164,0
489,1444.5,0.001442,0.002942,-0.000174,0
490,1445.0,0.001415,0.002950,-0.000183,0
491,1445.5,0.001388,0.002958,-0.000193,0
492,1446.0,0.001362,0.002965,-0.000202,0
493,1446.5,0.001337,0.002971,-0.000211,0
494,1447.0,0.001312,0.002977,-0.000220,0
495,1447.5,0.001288,0.002982,-0.000229,0
496,1448.0,0.001265,0.002986,-0.000238,0
497,1448.5,0.001243,0.002990,-0.000246,0
498,1449.0,0.001222,0.002993,-0.000255,0
499,1449.5,0.001201,0.002996,-0.000264,0
500,1450.0,0.001182,0.002998,-0.000272,0
501,1450.5,0.001163,0.002999,-0.000280,0
502,1451.0,0.001145,0.003000,-0.000289,0
503,1451.5,0.001128,0.003000,-0.000297,0
504,1452.0,0.001112,0.002999,-0.000305,0
505,1452.5,0.001098,0.002998,-0.000313,0
506,1453.0,0.001084,0.002997,-0.000320,0
507,1453.5,0.001071,0.002994,-0.000328,0
508,1454.0,0.001059,0.002991,-0.000335,0
509,1454.5,0.001048,0.002987,-0.000343,0
510,1455.0,0.001039,0.002983,-0.000350,0
511,1455.5,0.001030,0.002978,-0.000357,0
512,1456.0,0.001022,0.002973,-0.000364,0
513,1456.5,0.001016,0.002967,-0.000371,0
514,1457.0,0.001011,0.002960,-0.000377,0
515,1457.5,0.001006,0.002953,-0.000384,0
516,1458.0,0.001003,0.002945,-0.000390,0
517,1458.5,0.001001,0.002936,-0.000396,0
518,1459.0,0.001000,0.002927,-0.000402,0
519,1459.5,0.001000,0.002918,-0.000408,0
520,1460.0,0.001001,0.002907,-0.000414,0
521,1460.5,0.001004,0.002897,-0.000419,0
522,1461.0,0.001007,0.002885,-0.000425,0
523,1461.5,0.001012,0.002873,-0.000430,0
524,1462.0,0.001018,0.002861,-0.000435,0
525,1462.5,0.001024,0.002848,-0.000440,0
526,1463.0,0.001032,0.002834,-0.000445,0
527,1463.5,0.001041,0.002820,-0.000449,0
528,1464.0,0.001051,0.002806,-0.000453,0
529,1464.5,0.001062,0.002791,-0.000457,0
530,1465.0,0.001074,0.002775,-0.000461,0
531,1465.5,0.001087,0.002759,-0.000465,0
532,1466.0,0.001102,0.002743,-0.000469,0
533,1466.5,0.001117,0.002726,-0.000472,0
534,1467.0,0.001133,0.002708,-0.000475,0
535,1467.5,0.001150,0.002690,-0.000478,0
536,1468.0,0.001168,0.002672,-0.000481,0
537,1468.5,0.001187,0.002653,-0.000484,0
538,1469.0,0.001207,0.002634,-0.000486,0
539,1469.5,0.001227,0.002615,-0.000488,0
540,1470.0,0.001249,0.002595,-0.000490,0
541,1470.5,0.001271,0.002575,-0.000492,0
542,1471.0,0.001295,0.002554,-0.000494,0
543,1471.5,0.001319,0.002533,-0.000495,0
544,1472.0,0.001343,0.002512,-0.000497,0
545,1472.5,0.001369,0.002490,-0.000498,0
546,1473.0,0.001395,0.002468,-0.000499,0
547,1473.5,0.001422,0.002446,-0.000499,0
548,1474.0,0.001450,0.002423,-0.000500,0
549,1474.5,0.001478,0.002401,-0.000500,0
550,1475.0,0.001506,0.002378,-0.000500,0
551,1475.5,0.001536,0.002354,-0.000500,0
552,1476.0,0.001565,0.002331,-0.000500,0
553,1476.5,0.001596,0.002307,-0.000499,0
554,1477.0,0.001626,0.002283,-0.000498,0
555,1477.5,0.001658,0.002259,-0.000497,0
556,1478.0,0.001689,0.002235,-0.000496,0
557,1478.5,0.001721,0.002211,-0.000495,0
558,1479.0,0.001753,0.002186,-0.000493,0
559,1479.5,0.001785,0.002161,-0.000492,0
560,1480.0,0.001818,0.002137,-0.000490,0
561,1480.5,0.001851,0.002112,-0.000487,0
562,1481.0,0.001884,0.002087,-0.000485,0
563,1481.5,0.001917,0.002062,-0.000483,0
564,1482.0,0.001950,0.002037,-0.000480,0
565,1482.5,0.001984,0.002012,-0.000477,0
566,1483.0,0.002017,0.001987,-0.000474,0
567,1483.5,0.002050,0.001962,-0.000471,0
568,1484.0,0.002084,0.001937,-0.000467,0
