frequency_Hz,mode_n,mode_m,cutoff_frequency_Hz,wavenumber_1_per_m,phase_velocity_m_per_s,group_velocity_m_per_s,attenuation_dB_per_m,propagating,medium
21915.577889447235,0,1,0.0,92.89592996918618,1482.3,1482.3000000000002,347172.71597229724,True,water
22166.331658291456,0,1,0.0,93.95882708591148,1482.3,1482.3000000000002,347220.9305515754,True,water
22417.085427135677,0,1,0.0,95.02172420263678,1482.3,1482.3000000000002,347268.9718429402,True,water
22667.839195979897,0,1,0.0,96.08462131936209,1482.3,1482.3000000000002,347316.8634390667,True,water
22918.59296482412,0,1,0.0,97.1475184360874,1482.3,1482.3000000000002,347364.6276540507,True,water
23169.346733668342,0,1,0.0,98.2104155528127,1482.3,1482.3000000000002,347412.2856056143,True,water
23420.100502512563,0,1,0.0,99.273312669538,1482.3,1482.3000000000002,347459.857291215,True,water
23670.854271356784,0,1,0.0,100.3362097862633,1482.3,1482.3000000000002,347507.361658569,True,water
23921.608040201005,0,1,0.0,101.39910690298862,1482.3,1482.3000000000002,347554.81667105074,True,water
24172.361809045226,0,1,0.0,102.46200401971392,1482.3,1482.3000000000002,347602.23936839175,True,water
24423.115577889446,0,1,0.0,103.52490113643921,1482.3,1482.3000000000002,347649.64592305874,True,water
24673.869346733667,0,1,0.0,104.58779825316451,1482.3,1482.3000000000002,347697.05169265956,True,water
24924.623115577888,0,1,0.0,105.65069536988982,1482.3,1482.3000000000002,347744.47126869403,True,water
25175.37688442211,0,1,0.0,106.71359248661511,1482.3,1482.3000000000002,347791.9185219374,True,water
25426.13065326633,0,1,0.0,107.77648960334041,1482.3,1482.3000000000002,347839.4066447185,True,water
25676.884422110554,0,1,0.0,108.83938672006573,1482.3,1482.3000000000002,347886.94819033524,True,water
25927.638190954774,0,1,0.0,109.90228383679103,1482.3,1482.3000000000002,347934.5551098251,True,water
26178.391959798995,0,1,0.0,110.96518095351632,1482.3,1482.3000000000002,347982.2387862915,True,water
26429.145728643216,0,1,0.0,112.02807807024163,1482.3,1482.3000000000002,348030.0100669705,True,water
26679.899497487437,0,1,0.0,113.09097518696694,1482.3,1482.3000000000002,348077.87929320557,True,water
26930.653266331658,0,1,0.0,114.15387230369225,1482.3,1482.3000000000002,348125.8563284861,True,water
27181.40703517588,0,1,0.0,115.21676942041755,1482.3,1482.3000000000002,348173.950584689,True,water
27432.1608040201,0,1,0.0,116.27966653714284,1482.3,1482.3000000000002,348222.1710466559,True,water
27682.91457286432,0,1,0.0,117.34256365386814,1482.3,1482.3000000000002,348270.5262952248,True,water
27933.66834170854,0,1,0.0,118.40546077059345,1482.3,1482.3000000000002,348319.0245288249,True,water
28184.42211055276,0,1,0.0,119.46835788731875,1482.3,1482.3000000000002,348367.6735837388,True,water
28435.175879396986,0,1,0.0,120.53125500404406,1482.3,1482.3000000000002,348416.4809531223,True,water
28685.929648241206,0,1,0.0,121.59415212076937,1482.3,1482.3000000000002,348465.45380487,True,water
28936.683417085427,0,1,0.0,122.65704923749466,1482.3,1482.3000000000002,348514.59899840585,True,water
29187.437185929648,0,1,0.0,123.71994635421996,1482.3,1482.3000000000002,348563.9231004701,True,water
29438.19095477387,0,1,0.0,124.78284347094528,1482.3,1482.3000000000002,348613.4323999738,True,water
29688.94472361809,0,1,0.0,125.84574058767058,1482.3,1482.3000000000002,348663.13292197976,True,water
29939.69849246231,0,1,0.0,126.90863770439587,1482.3,1482.3000000000002,348713.0304408713,True,water
30190.45226130653,0,1,0.0,127.97153482112118,1482.3,1482.3000000000002,348763.1304927595,True,water
30441.20603015075,0,1,0.0,129.03443193784648,1482.3,1482.3000000000002,348813.43838718144,True,water
30691.959798994973,0,1,0.0,130.0973290545718,1482.2999999999997,1482.3000000000004,348863.95921813266,True,water
30942.713567839197,0,1,0.0,131.1602261712971,1482.3,1482.3000000000002,348914.69787447964,True,water
31193.467336683418,0,1,0.0,132.22312328802238,1482.3000000000002,1482.3,348965.6590497885,True,water
31444.22110552764,0,1,0.0,133.2860204047477,1482.3,1482.3000000000002,349016.8472516109,True,water
31694.97487437186,0,1,0.0,134.348917521473,1482.3,1482.3000000000002,349068.2668102575,True,water
31945.72864321608,0,1,0.0,135.41181463819828,1482.3,1482.3000000000002,349119.92188709334,True,water
32196.4824120603,0,1,0.0,136.47471175492362,1482.3,1482.3000000000002,349171.81648238335,True,water
32447.23618090452,0,1,0.0,137.5376088716489,1482.3,1482.3000000000002,349223.9544427168,True,water
32697.989949748742,0,1,0.0,138.6005059883742,1482.3,1482.3000000000002,349276.33946803515,True,water
32948.74371859297,0,1,0.0,139.66340310509952,1482.3,1482.3000000000002,349328.9751182887,True,water
33199.497487437184,0,1,0.0,140.7263002218248,1482.3,1482.3000000000002,349381.8648197426,True,water
33450.25125628141,0,1,0.0,141.78919733855014,1482.2999999999997,1482.3000000000004,349435.0118709545,True,water
33701.005025125625,0,1,0.0,142.8520944552754,1482.3000000000002,1482.3,349488.41944844235,True,water
33951.75879396985,0,1,0.0,143.91499157200073,1482.3,1482.3000000000002,349542.0906120621,True,water
34202.51256281407,0,1,0.0,144.977888688726,1482.3,1482.3000000000002,349596.0283101094,True,water
34453.26633165829,0,1,0.0,146.04078580545132,1482.3,1482.3000000000002,349650.235384164,True,water
34704.02010050251,0,1,0.0,147.10368292217663,1482.3,1482.3000000000002,349704.7145736908,True,water
34954.77386934673,0,1,0.0,148.16658003890194,1482.3,1482.3000000000002,349759.46852041,True,water
35205.52763819096,0,1,0.0,149.22947715562725,1482.2999999999997,1482.3000000000004,349814.49977245193,True,water
35456.281407035174,0,1,0.0,150.29237427235253,1482.3,1482.3000000000002,349869.81078830676,True,water
35707.0351758794,0,1,0.0,151.35527138907787,1482.2999999999997,1482.3000000000004,349925.40394058067,True,water
35957.788944723616,0,1,0.0,152.41816850580312,1482.3000000000002,1482.3,349981.28151957085,True,water
36208.54271356784,0,1,0.0,153.48106562252846,1482.3,1482.3000000000002,350037.44573666743,True,water
36459.29648241206,0,1,0.0,154.54396273925374,1482.3,1482.3000000000002,350093.898727592,True,water
36710.05025125628,0,1,0.0,155.60685985597905,1482.3,1482.3000000000002,350150.6425554836,True,water
36960.8040201005,0,1,0.0,156.66975697270433,1482.3,1482.3000000000002,350207.67921383743,True,water
37211.55778894472,0,1,0.0,157.73265408942964,1482.3,1482.3000000000002,350265.0106293068,True,water
37462.31155778894,0,1,0.0,158.79555120615495,1482.3,1482.3000000000002,350322.63866437366,True,water
37713.065326633165,0,1,0.0,159.85844832288026,1482.3,1482.3000000000002,350380.565119896,True,water
37963.81909547739,0,1,0.0,160.92134543960557,1482.3,1482.3000000000002,350438.791737538,True,water
38214.572864321606,0,1,0.0,161.98424255633086,1482.3000000000002,1482.3,350497.32020208903,True,water
38465.32663316583,0,1,0.0,163.0471396730562,1482.3,1482.3000000000002,350556.1521436775,True,water
38716.08040201005,0,1,0.0,164.11003678978147,1482.3,1482.3000000000002,350615.28913988464,True,water
38966.83417085427,0,1,0.0,165.17293390650678,1482.3,1482.3000000000002,350674.7327177634,True,water
39217.58793969849,0,1,0.0,166.23583102323207,1482.3,1482.3000000000002,350734.48435576836,True,water
39468.34170854271,0,1,0.0,167.29872813995738,1482.3,1482.3000000000002,350794.5454855991,True,water
39719.09547738693,0,1,0.0,168.36162525668266,1482.3,1482.3000000000002,350854.91749396286,True,water
39969.849246231155,0,1,0.0,169.424522373408,1482.3,1482.3000000000002,350915.60172426066,True,water
40220.60301507538,0,1,0.0,170.4874194901333,1482.3,1482.3000000000002,350976.5994781999,True,water
40471.3567839196,0,1,0.0,171.5503166068586,1482.3,1482.3000000000002,351037.9120173364,True,water
40722.11055276382,0,1,0.0,172.6132137235839,1482.3,1482.3000000000002,351099.5405645525,True,water
40972.86432160804,0,1,0.0,173.6761108403092,1482.3,1482.3000000000002,351161.4863054695,True,water
41223.61809045226,0,1,0.0,174.73900795703452,1482.3,1482.3000000000002,351223.75038980227,True,water
41474.37185929648,0,1,0.0,175.8019050737598,1482.3,1482.3000000000002,351286.3339326561,True,water
41725.125628140704,0,1,0.0,176.8648021904851,1482.3,1482.3000000000002,351349.2380157687,True,water
41975.87939698492,0,1,0.0,177.9276993072104,1482.3,1482.3000000000002,351412.4636887013,True,water
42226.633165829146,0,1,0.0,178.99059642393573,1482.3,1482.3000000000002,351476.01196998026,True,water
42477.38693467336,0,1,0.0,180.053493540661,1482.3,1482.3000000000002,351539.88384819124,True,water
42728.14070351759,0,1,0.0,181.11639065738632,1482.3,1482.3000000000002,351604.08028302947,True,water
42978.89447236181,0,1,0.0,182.17928777411163,1482.3,1482.3000000000002,351668.60220630665,True,water
43229.64824120603,0,1,0.0,183.2421848908369,1482.3,1482.3000000000002,351733.45052291703,True,water
43480.40201005025,0,1,0.0,184.30508200756222,1482.3,1482.3000000000002,351798.6261117652,True,water
43731.15577889447,0,1,0.0,185.3679791242875,1482.3,1482.3000000000002,351864.12982665683,True,water
43981.909547738695,0,1,0.0,186.43087624101284,1482.3,1482.3000000000002,351929.96249715344,True,water
44232.66331658291,0,1,0.0,187.49377335773812,1482.3,1482.3000000000002,351996.1249293935,True,water
44483.417085427136,0,1,0.0,188.55667047446343,1482.3,1482.3000000000002,352062.61790688214,True,water
44734.17085427135,0,1,0.0,189.61956759118874,1482.3,1482.3000000000002,352129.44219124835,True,water
44984.92462311558,0,1,0.0,190.68246470791408,1482.3,1482.3000000000002,352196.5985229748,True,water
45235.678391959795,0,1,0.0,191.74536182463933,1482.3,1482.3000000000002,352264.0876220975,True,water
45486.43216080402,0,1,0.0,192.80825894136467,1482.3,1482.3000000000002,352331.9101888803,True,water
45737.18592964824,0,1,0.0,193.87115605808998,1482.3,1482.3000000000002,352400.0669044616,True,water
45987.93969849246,0,1,0.0,194.93405317481526,1482.3,1482.3000000000002,352468.55843147915,True,water
46238.693467336685,0,1,0.0,195.99695029154057,1482.3,1482.3000000000002,352537.38541466824,True,water
46489.4472361809,0,1,0.0,197.05984740826585,1482.3,1482.3000000000002,352606.54848144006,True,water
46740.20100502513,0,1,0.0,198.1227445249912,1482.3,1482.3000000000002,352676.0482424363,True,water
46990.95477386934,0,1,0.0,199.18564164171647,1482.3,1482.3000000000002,352745.88529206504,True,water
47241.70854271357,0,1,0.0,200.24853875844178,1482.3,1482.3000000000002,352816.0602090149,True,water
47492.462311557785,0,1,0.0,201.31143587516706,1482.3,1482.3000000000002,352886.57355675165,True,water
47743.21608040201,0,1,0.0,202.37433299189237,1482.3,1482.3000000000002,352957.4258839959,True,water
47993.96984924623,0,1,0.0,203.43723010861765,1482.3,1482.3000000000002,353028.6177251843,True,water
48244.72361809045,0,1,0.0,204.50012722534296,1482.3,1482.3000000000002,353100.1496009124,True,water
48495.477386934675,0,1,0.0,205.5630243420683,1482.3,1482.3000000000002,353172.0220183635,True,water
48746.23115577889,0,1,0.0,206.62592145879358,1482.3,1482.3000000000002,353244.23547172034,True,water
48996.98492462312,0,1,0.0,207.6888185755189,1482.3,1482.3000000000002,353316.79044256307,True,water
49247.738693467334,0,1,0.0,208.75171569224418,1482.3,1482.3000000000002,353389.6874002535,True,water
49498.49246231156,0,1,0.0,209.81461280896949,1482.3,1482.3000000000002,353462.9268023041,True,water
49749.246231155776,0,1,0.0,210.87750992569477,1482.3,1482.3000000000002,353536.5090947364,True,water
50000.0,0,1,0.0,211.94040704242008,1482.3,1482.3000000000002,353610.43471242435,True,water
100.0,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
350.7537688442211,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
601.5075376884422,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
852.2613065326633,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
1103.0150753768844,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
1353.7688442211056,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
1604.5226130653266,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
1855.2763819095476,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
2106.030150753769,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
2356.78391959799,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
2607.537688442211,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
2858.291457286432,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
3109.045226130653,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
3359.7989949748744,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
3610.552763819095,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
3861.3065326633164,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
4112.060301507538,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
4362.814070351758,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
4613.56783919598,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
4864.321608040201,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
5115.075376884422,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
5365.829145728643,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
5616.582914572864,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
5867.336683417086,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
6118.090452261306,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
6368.844221105527,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
6619.597989949749,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
6870.35175879397,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
7121.10552763819,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
7371.859296482412,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
7622.613065326633,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
7873.366834170854,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
8124.120603015075,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
8374.874371859296,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
8625.628140703517,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
8876.38190954774,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
9127.13567839196,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
9377.88944723618,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
9628.643216080402,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
9879.396984924622,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
10130.150753768845,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
10380.904522613066,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
10631.658291457286,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
10882.412060301507,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
11133.165829145728,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
11383.919597989949,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
11634.673366834171,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
11885.427135678392,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
12136.180904522613,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
12386.934673366834,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
12637.688442211054,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
12888.442211055277,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
13139.195979899498,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
13389.949748743718,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
13640.70351758794,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
13891.45728643216,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
14142.21105527638,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
14392.964824120603,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
14643.718592964824,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
14894.472361809045,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
15145.226130653265,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
15395.979899497486,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
15646.733668341709,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
15897.48743718593,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
16148.24120603015,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
16398.99497487437,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
16649.748743718592,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
16900.502512562813,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
17151.256281407033,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
17402.010050251254,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
17652.76381909548,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
17903.5175879397,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
18154.27135678392,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
18405.02512562814,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
18655.77889447236,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
18906.532663316582,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
19157.286432160803,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
19408.040201005024,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
19658.793969849245,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
19909.547738693465,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
20160.30150753769,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
20411.05527638191,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
20661.80904522613,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
20912.562814070352,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
21163.316582914573,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
21414.070351758794,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
21664.824120603014,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
21915.577889447235,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
22166.331658291456,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
22417.085427135677,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
22667.839195979897,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
22918.59296482412,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
23169.346733668342,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
23420.100502512563,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
23670.854271356784,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
23921.608040201005,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
24172.361809045226,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
24423.115577889446,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
24673.869346733667,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
24924.623115577888,0,2,36142.23501263184,0.0,,0.0,1000.0,False,water
