frequency_Hz,attenuation_dB_per_m,sound_speed_m_per_s,phase_velocity_m_per_s,group_velocity_m_per_s,wavelength_m,acoustic_impedance_Pa_s_per_m
162.97508346206433,8538.378161009603,1482.3,1482.3024157796622,1482.3024133638785,9.09525535138035,1479631.86
183.07382802953677,10701.705751551537,1482.3,1482.3027137033528,1482.3027109896445,8.096733519773501,1479631.86
205.65123083486515,13390.314302584437,1482.3,1482.3030483681948,1482.3030453198203,7.207834322130873,1479631.86
231.0129700083158,16719.018946113676,1482.3,1482.3034243052543,1482.303420880941,6.416522846949422,1479631.86
259.5024211399737,20820.79214704067,1482.3,1482.3038466043884,1482.303842757774,5.712085434457115,1479631.86
291.50530628251755,25845.857375264975,1482.3,1482.304320983155,1482.3043166621594,5.084984623104605,1479631.86
327.45491628777285,31958.35638343552,1482.3,1482.3048538642242,1482.304849010344,4.526730020743772,1479631.86
367.8379771828634,39329.52776217185,1482.3,1482.3054524623358,1482.3054470098534,4.029763352203037,1479631.86
413.20124001153346,48126.32800166982,1482.3,1482.3061248819804,1482.3061187570731,3.5873561269047145,1479631.86
464.1588833612782,58494.75497050064,1482.3,1482.306880227128,1482.306873346869,3.1935185410342593,1479631.86
521.4008287999684,70537.99143146626,1482.3,1482.3077287244853,1482.3077209957205,2.8429183808771303,1479631.86
585.7020818056667,84290.99262510127,1482.3,1482.3086818619586,1482.3086731800456,2.5308088293458044,1479631.86
657.9332246575682,99695.17415041204,1482.3,1482.309752544189,1482.3097427915804,2.252964198261133,1479631.86
739.0722033525775,116578.86998229961,1482.3,1482.3109552672702,1482.310944311922,2.0056227162596487,1479631.86
830.2175681319744,134650.23253246222,1482.3,1482.3123063150124,1482.3122940085952,1.785435597725593,1479631.86
932.60334688322,153508.12396383658,1482.3,1482.3138239794107,1482.3138101553022,1.589421703185902,1479631.86
1047.615752789665,172672.783215484,1482.3,1482.3155288083035,1482.3155132793327,1.4149271773098362,1479631.86
1176.811952434998,191632.45208129354,1482.3,1482.317443883571,1482.3174264394822,1.259589518047384,1479631.86
1321.9411484660286,209896.8771711453,1482.3,1482.3195951336436,1482.319575538251,1.1213055904342266,1479631.86
1484.9682622544651,227046.17092947368,1482.3,1482.3220116845512,1482.3219896725398,0.9982031519984041,1479631.86
1668.100537200059,242765.167862137,1482.3,1482.324726254263,1482.3247015275963,0.888615504247766,1479631.86
1873.817422860383,256858.29422266217,1482.3,1482.3277755956592,1482.327747819543,0.7910589270417117,1479631.86
2104.9041445120197,269245.709231409,1482.3,1482.3312009941342,1482.3311697924833,0.7042125903284977,1479631.86
2364.4894126454074,279945.7222083037,1482.3,1482.3350488265635,1482.3350137769082,0.6269006712707553,1479631.86
2656.0877829466867,289050.1338171877,1482.3,1482.3393711892065,1482.3393318169715,0.5580764346408474,1479631.86
2983.64724028334,296698.4904591388,1482.3,1482.3442266030424,1482.3441823751198,0.49680806094866437,1479631.86
3351.6026509388407,303055.3388509664,1482.3,1482.349680806095,1482.3496311236238,0.44226603042719953,1479631.86
3764.9358067924672,308292.4802688397,1482.3,1482.355807643464,1482.3557518337193,0.3937118920661874,1479631.86
4229.242874389499,312576.59145427565,1482.3,1482.3626900671272,1482.3626273744087,0.3504882656364287,1479631.86
4750.810162102798,316061.596558532,1482.3,1482.370421259033,1482.3703508344283,0.31200994134101667,1479631.86
5336.699231206308,318884.75530977664,1482.3,1482.379105892704,1482.3790267825898,0.2777559565905948,1479631.86
5994.8425031894085,321165.3875641446,1482.3,1482.3888615504247,1482.3887726835474,0.24726254262916478,1479631.86
6734.150657750822,323005.3036653147,1482.3,1482.3998203151998,1482.3997204881625,0.22011684551397934,1479631.86
7564.633275546291,324490.2267423636,1482.3,1482.4121305590431,1482.412018420002,0.19595133643711943,1479631.86
8497.534359086438,325691.7052676318,1482.3,1482.4259589518044,1482.4258329821494,0.1744388357094399,1479631.86
9545.484566618337,326669.1902317143,1482.3,1482.4414927177309,1482.441351211507,0.15528808303601205,1479631.86
10722.672220103232,327472.0835601986,1482.3,1482.4589421703186,1482.4587832111054,0.13823979410849968,1479631.86
12045.035402587837,328141.65703585,1482.3,1482.4785435597726,1482.4783649947071,0.12306315012420242,1479631.86
13530.477745798076,328712.80235541373,1482.3,1482.5005622716258,1482.500361682217,0.10955267270295256,1479631.86
15199.11082952933,329215.6117175991,1482.3,1482.525296419826,1482.5250710891632,0.09752544189099134,1479631.86
17073.526474706887,329676.8118829207,1482.3,1482.5530808829346,1482.5528277588419,0.08681861958605407,1479631.86
19179.10261672489,330121.08863629133,1482.3,1482.5842918380877,1482.584007491725,0.07728724485301931,1479631.86
21544.346900318866,330572.34713032236,1482.3,1482.6193518541033,1482.619032433447,0.06880227128064213,1479631.86
24201.282647943834,331054.959578535,1482.3,1482.6587356126906,1482.6583767902594,0.061248819806909605,1479631.86
27185.8824273294,331595.05721857084,1482.3,1482.7029763352205,1482.7025732493325,0.05452462335781584,1479631.86
30538.555088334124,332221.92982123594,1482.3,1482.7526730020745,1482.7522201908328,0.04853864224133662,1479631.86
34304.69286314919,332969.6043940887,1482.3,1482.8084984623104,1482.8079897894092,0.04320983155025758,1479631.86
38535.28593710528,333878.6860780834,1482.3,1482.8712085434458,1482.8706371147855,0.038466043885578304,1479631.86
43287.612810830615,334998.55950810335,1482.3,1482.9416522846948,1482.9410103546543,0.03424305254433265,1479631.86
48626.015800653535,336390.0691454544,1482.3,1483.020783432213,1483.0200622982925,0.03048368194665206,1479631.86
54622.77217684337,338128.8235287173,1482.3,1483.1096733519773,1483.1088632363594,0.027137033528818265,1479631.86
61359.07273413163,340309.3025526492,1482.3,1483.2095255351378,1483.2086154515262,0.024157796621581847,1479631.86
68926.12104349695,343049.99068505946,1482.3,1483.3216918922278,1483.320669496123,0.02150563498364532,1479631.86
77426.36826811277,346499.814884123,1482.3,1483.447691056838,1483.4465424771656,0.01914464068451561,1479631.86
86974.90026177834,350846.23694079655,1482.3,1483.5892289465803,1483.587938596328,0.017042847942780635,1479631.86
97700.99572992246,356325.43991305167,1482.3,1483.7482218597045,1483.7467722229176,0.015171800337609275,1479631.86
109749.87654930567,363235.16213690315,1482.3,1483.9268224200903,1483.9251938122345,0.013506165533899888,1479631.86
123284.67394420659,371950.87618415843,1482.3,1484.1274487218748,1484.1256190201887,0.012023392304795533,1479631.86
138488.63713938717,382946.1919106832,1482.3,1484.352817068317,1484.3507614083305,0.010703405207952784,1479631.86
155567.61439304723,396818.59228153067,1482.3,1484.605978748148,1484.6036691820436,0.009528332781750545,1479631.86
174752.8400007683,414321.9004452469,1482.3,1484.8903613473315,1484.8877664592542,0.00848226558145483,1479631.86
196304.06500402724,436407.2423067956,1482.3,1485.209815155555,1485.206899628314,0.007551040779362313,1479631.86
220513.07399030455,464274.7304936744,1482.3,1485.5686652957584,1485.5653894226282,0.006722050412598998,1479631.86
247707.6355991709,499438.6782089631,1482.3,1485.9717702824867,1485.9680894169487,0.005984070682417677,1479631.86
278255.94022071257,543809.8866767575,1482.3,1486.4245878018914,1486.420451737179,0.005327109993857597,1479631.86
312571.58496882353,599799.477661124,1482.3,1486.9332486039928,1486.9286008731701,0.004742273678357062,1479631.86
351119.17342151277,670449.9132945469,1482.3,1487.5046395076272,1487.4994165936323,0.004221643567782393,1479631.86
394420.6059437656,759600.3228044369,1482.3,1488.1464966419044,1488.140627085475,0.003758170789411896,1479631.86
443062.14575838775,872095.1199557162,1482.3,1488.8675101865763,1488.860913578238,0.003345580330413362,1479631.86
497702.35643321136,1014047.2474356277,1482.3,1489.6774420294093,1489.6700278696771,0.0029782860797021677,1479631.86
559081.0182512222,1193170.352822991,1482.3,1490.5872579335378,1490.5789243431182,0.0026513151969218365,1479631.86
628029.1441834247,1419197.9465114865,1482.3,1491.6092760042309,1491.5999082632602,0.0023602407845695035,1479631.86
705480.2310718645,1704412.3185368185,1482.3,1492.7573334651781,1492.7468023572928,0.002101121951706403,1479631.86
792482.898353917,2064311.9555325261,1482.3,1494.0469740023002,1494.035133935538,0.0018704504577687628,1479631.86
890215.0854450393,2518453.7251060028,1482.3,1495.495658211552,1495.4823450836004,0.0016651032140833286,1479631.86
1000000.0,3091515.591749466,1482.3,1497.123,1497.1080287700001,0.0014823,1479631.86
