case_id,case_date,location,failure_type,structure_type,trigger_event,plasticity_index,liquid_limit,sensitivity,undrained_shear_strength_kPa,effective_friction_angle_deg,slope_height_m,slope_angle_deg,failure_depth_m,slip_surface_type,factor_of_safety,groundwater_depth_m,pore_pressure_ratio,displacement_m,velocity_m_day,failure_volume_m3,time_to_failure_hours,damage_cost_usd,casualties,people_evacuated,remedial_action
CLAY_CASE_017,2009-05-10,"Oslo, Norway",Tunnel face instability,Residential building,Construction activity,53.75754210133345,78.42969712233165,1.5319236385711699,36.75308277154788,18.34421683042322,39.94685837562838,36.07394911632312,5.669527642603332,Circular,1.1661580675422552,8.218344400109503,0.643069525550796,3.8835598667715,0.44563517967907396,46954.519545729505,608.9088440588278,380405.6765141492,1,56,Soil nailing
CLAY_CASE_018,2002-07-15,"Istanbul, Turkey",Retrogressive landslide,Retaining structure,Groundwater change,29.9505744237007,50.79243821642794,3.422497509917754,63.56545105368845,18.30972972140596,39.69148300898234,31.789460504607423,22.05102203162064,Translational,0.8937881700708787,7.843852123596882,0.7271093367808088,7.400314076908824,0.02461871259230164,11768.177977489539,4.396788110028868,1517691.5515927223,3,55,Cement stabilization
CLAY_CASE_019,2014-01-04,"Denver, CO",Quick clay landslide,Residential building,Freeze-thaw cycles,22.836847575523123,43.1943262701914,2.244727804402979,116.656073317909,22.53054306809358,43.01524526525994,15.29312542257551,7.0419217092350195,Wedge,0.7666152024265157,10.336099605645462,0.4424841929906198,4.1393601578526384,0.49818596064849857,20015.852729642145,84.14482444647001,502245.2388553712,0,67,Lime stabilization
CLAY_CASE_020,2011-11-18,"Houston, TX",Retrogressive landslide,Residential building,Heavy rainfall,20.001958105898595,59.75640590061923,4.7857970784138715,40.898786486280066,24.84100466566532,39.24607959243495,24.793839247319756,24.44490088384002,Wedge,0.9591406044250287,2.9551175665883807,0.39621989693794324,8.692939886179984,0.03259874800918776,239695.41601924476,25.15242079583005,939265.6276773422,1,46,Cement stabilization
CLAY_CASE_021,1994-02-14,"Mexico City, Mexico",Quick clay landslide,Residential building,Groundwater change,60.25877043207908,88.81423310679634,4.633958965599156,126.33571313547809,28.785703849309105,33.17991447341369,30.531349301541344,9.748603210735457,Translational,0.7,1.4196302582174913,0.6005560313381508,4.834372731451163,3.805932373801354,1722.3337588619024,34.988250025138115,569128.504626111,0,46,Lime stabilization
CLAY_CASE_022,2020-05-22,"Oslo, Norway",Foundation heave,Excavation,Freeze-thaw cycles,37.091872644924294,64.77840558811792,7.1384810226466975,128.17744313450646,27.566135272491074,10.90601949570744,17.635994974345,6.188712060840084,Compound,1.0381260838369304,5.311019182276673,0.6847075651647552,1.93303195102629,0.01908270110706335,1572.0538373110044,23.94424664946057,663032.575645825,0,49,Retaining wall
CLAY_CASE_023,2005-06-07,"Istanbul, Turkey",Progressive slope failure,Railway cutting,Earthquake,62.1098401493695,95.7027858032309,1.5191745402784294,85.9708053889087,24.242637889274476,6.463678077106336,25.518807936275422,20.16306566427702,Translational,0.9611124336129662,10.865530678313053,0.6573710808659695,2.093558597247131,0.16143863628891772,28362.899745406532,13.474392164978475,692654.3234816365,3,60,Soil nailing
CLAY_CASE_024,1998-12-24,"Adelaide, Australia",Retrogressive landslide,Retaining structure,Construction activity,19.248162151931254,43.61323990923253,3.2621958021411763,20.830163323188366,21.830773327943323,46.43815315170591,15.996093263740997,17.15027883652015,Wedge,1.1850530382064055,3.8259483297212773,0.6786881893151808,1.8685552471265752,0.020928982318456503,185378.43851719119,48.13512955568111,493241.30746339855,3,48,Cement stabilization
CLAY_CASE_025,1993-02-26,"Beijing, China",Embankment failure,Highway embankment,Earthquake,35.49387195898967,74.49309563799417,1.5,57.31495731273866,31.959743002207958,32.74926415343322,17.35735491465062,13.458501478422196,Translational,1.0973386315760494,10.428054066548842,0.46134998888775985,13.201608052984632,8.52332195163207,6765.507315974809,12.430747257372156,1353169.629709609,1,54,Slope regrading
CLAY_CASE_026,2020-05-25,"Mexico City, Mexico",Quick clay landslide,Residential building,Construction activity,50.06693400439692,85.79383429270797,1.5,100.20049938884648,23.966538231303623,40.84417809392794,26.907698286047882,14.77336167156552,Compound,0.7912005494217985,14.578768645501786,0.690700529705013,2.6965988667734093,0.008410898436388268,133331.14640224393,138.0350931756501,533696.2154870973,2,52,Drainage installation
CLAY_CASE_027,1992-10-10,"Adelaide, Australia",Retrogressive landslide,Dam,Heavy rainfall,66.39700571453264,88.18522576077783,6.085403031877785,147.55420314356505,24.319418340615456,26.66850581806475,18.98147262129181,18.541640900262067,Translational,0.8742418763323172,2.314610021051857,0.2721254332223651,0.7388463848022989,0.28540113459602107,11556.356953946743,56.30117131040606,1015810.3961674813,0,57,Relocation
CLAY_CASE_028,1994-04-08,"Istanbul, Turkey",Excavation collapse,Railway cutting,Rapid drawdown,35.718912690584546,64.07052820628311,1.5,102.13575851216689,20.29073349668337,10.278868503307752,32.02622544784674,7.254459050619871,Compound,1.0780996630801314,10.416429655151768,0.5266934587765097,7.435579940503717,0.02299666848668238,3601.153352817801,58.99454607759765,482520.5920092417,0,52,Ground anchors
CLAY_CASE_029,2014-09-17,"Mexico City, Mexico",Circular slip failure,Railway cutting,Heavy rainfall,55.68293946840559,93.26530561964888,1.5309450894563301,53.77446553834077,29.12733368249901,10.63336064911477,35.683949074117976,24.915680069305065,Compound,1.1270618514977553,7.212503070263996,0.20345519629887296,22.736134226213164,0.049252242673155686,2262.6722132243394,11.216313042601271,215606.85911325325,4,53,Slope regrading
CLAY_CASE_030,2012-07-11,"Oslo, Norway",Embankment failure,Highway embankment,Loading,72.58855363535216,111.48319408118036,2.9801982615570064,102.42074140294947,27.711551160940843,35.85043792530371,39.017600973272486,24.420242729376014,Translational,1.1833751372330321,13.153991561285075,0.3947514979401622,10.832177488558692,0.2477068160504993,25705.512686627513,16.83603828184349,2490379.850538782,1,52,Retaining wall
CLAY_CASE_031,2015-04-02,"Istanbul, Turkey",Embankment failure,Excavation,Groundwater change,55.031107231849795,84.37913745684719,5.230051438707263,90.19809936306122,21.090774579042645,24.36376527047582,21.004507327344303,16.957490785979548,Translational,1.1821763927958022,3.4800970522634027,0.4198769209228388,2.734953262909981,1.1578719358802894,2534.880488409081,4.039757305953576,1647941.585381496,4,51,Ground anchors
CLAY_CASE_032,2021-12-11,"Montreal, Canada",Quick clay landslide,Tunnel,Excavation,30.142365858986196,62.41059364320035,1.5,121.37990136964866,19.153334638621796,14.023612701515152,20.024477467772094,6.589476371370338,Circular,0.9865716084628141,10.696763331166304,0.43770361496555327,1.0228841107611981,2.5707765983430457,11296.583751626209,14.133243893498841,9861931.765016029,4,54,Drainage installation
CLAY_CASE_033,1986-11-17,"Denver, CO",Excavation collapse,Tunnel,Rapid drawdown,16.58605080117497,39.92672972301648,1.5,33.90748304750459,27.526990229045985,27.12175460336466,18.137035210032007,17.6452495759197,Wedge,1.0543983433376753,12.733614055073543,0.6172803240139173,4.371778077501343,0.004624065358692198,107531.37130310721,5.0692351884186415,352053.2487389859,4,45,Drainage installation
CLAY_CASE_034,2005-08-15,"Oslo, Norway",Excavation collapse,Railway cutting,Heavy rainfall,71.55642680356044,111.37979932629997,1.5,118.93362732526364,27.163156999935893,7.889402168381034,34.0929074863091,3.660563406521044,Compound,1.1948107755915696,14.224599072636325,0.4331348607622075,4.264027065714382,0.17083063630160267,6311.7596445216295,172.02788809046524,811427.2966673535,2,50,Soil nailing
CLAY_CASE_035,1996-09-23,"Mexico City, Mexico",Tunnel face instability,Slope,Freeze-thaw cycles,16.382511705275164,41.01594573294403,7.870446151936149,90.36465522789433,21.82563337797493,31.188713086147946,36.19427179460703,2.7050075507335394,Circular,0.9545037307096077,10.565472396055041,0.46921617357351847,1.8969328685725246,1.8522518475431842,71779.52763463269,25.890019675773388,879406.9836769687,2,35,Ground anchors
CLAY_CASE_036,2006-03-08,"Beijing, China",Quick clay landslide,Slope,Rapid drawdown,71.85560872447296,110.71024420717546,3.94764946439278,145.1889605016693,31.312089871505744,17.104703199579397,15.947584344769261,7.9267064357579144,Translational,1.0569589280410185,7.960446696117982,0.3425264785245965,8.67525928959414,0.0034368257849356856,1617.319029685612,30.994187376140044,2689538.0178330345,3,56,Soil nailing
CLAY_CASE_037,2006-02-10,"Adelaide, Australia",Progressive slope failure,Highway embankment,Groundwater change,49.38091371176878,82.37384669161614,8.651321914021665,64.44338158502919,20.114810484932605,40.890159528673465,43.086367387310695,12.640328005004275,Wedge,0.9509678830480522,9.649861362816994,0.4239510749776041,31.69200412508099,0.18752968897911912,4489.410677976694,17.12148383089137,602234.7893773612,2,56,Slope regrading
CLAY_CASE_038,1989-06-08,"Houston, TX",Circular slip failure,Tunnel,Construction activity,76.03940040333825,108.19413630091543,1.5,102.24084610741326,24.052687214596425,18.966288151560818,16.559138509544173,21.97026762439275,Circular,0.917357782830186,13.164669782702056,0.3363617763578909,6.244622103470268,0.0995841077531183,1211.5118635473284,32.279172674954644,310043.7525586662,5,49,Lime stabilization
CLAY_CASE_039,2023-04-07,"Adelaide, Australia",Foundation heave,Railway cutting,Rapid drawdown,66.92091032528825,97.17468054561841,1.5,141.16365371630226,31.210622882346385,25.484906708681052,31.238890059032116,18.724888604625086,Compound,1.0072577677428705,8.988536452943617,0.2439175542610662,5.870349190816372,0.2291218171522866,11157.14641809905,968.1337838024789,3346146.243125071,5,46,Lime stabilization
CLAY_CASE_040,2021-05-04,"Mexico City, Mexico",Embankment failure,Excavation,Construction activity,79.86571718466693,104.4791134190221,4.343372546502682,33.3262646387883,23.876182436965713,5.522924295864529,36.27181558352749,19.082249987599564,Circular,0.8968684822990614,1.425418835755716,0.5620691560288268,1.9585606938302114,0.021339549505864225,32223.70502391004,15.29985580370003,728585.6941861472,1,38,Lime stabilization
