structure_id,structure_type,depth_m,length_m,width_m,height_m,construction_year,construction_duration_months,surrounding_soil_type,overburden_pressure_kPa,live_load_kPa,max_crack_width_mm,leakage_rate_L_per_day,maintenance_frequency_per_year,data_source,generation_date
STRUCT_052,Underground Storage,6.696949656926394,36.26270621856046,18.220748323921434,11.081426982865372,1992,16,Mixed,142.58193788407294,0.07655874668440671,2.972392789986243,5.962885712053982,3,Synthetic Underground Structures,2025-10-13
STRUCT_053,Tunnel,11.385893200702247,21.44430221813444,24.861724041244443,14.742711419694762,2011,29,Clayey,193.6526245398348,18.613149461340356,0.016675684866789744,108.05164187829288,0,Synthetic Underground Structures,2025-10-13
STRUCT_054,Underground Storage,26.092032074363498,20.8579091883212,14.594799669020517,29.321581232558614,1964,25,Clayey,746.9057251759739,3.163718072428861,1.4056292449043133,202.75561983290817,3,Synthetic Underground Structures,2025-10-13
STRUCT_055,Subway Station,6.11668243154616,268.3610152947253,15.183804861724296,13.153384569443793,1956,26,Sandy,160.03247463676203,0.7459823600693459,1.4847813398138099,112.86721028537244,2,Synthetic Underground Structures,2025-10-13
STRUCT_056,Basement,19.861617180306858,8.80429255323579,9.785598554574456,35.306340546988636,1977,20,Clayey,403.0270657990814,14.193089980226985,0.5471371846721015,29.128312615562045,3,Synthetic Underground Structures,2025-10-13
STRUCT_057,Basement,26.52959793683512,90.72739565861008,19.419677146644997,16.14737324949745,1955,30,Clayey,368.2050701762487,3.998533773313895,1.6255328885475053,162.7382393497578,2,Synthetic Underground Structures,2025-10-13
STRUCT_058,Basement,38.4761302666302,23.92100450076325,28.737413569450986,6.778962214589732,1969,17,Rock,912.6445589270069,8.382681206141264,1.2590583023168977,26.11541652039578,1,Synthetic Underground Structures,2025-10-13
STRUCT_059,Basement,19.881431840348277,321.33845723519755,16.19479879004683,9.171960985708896,1991,15,Sandy,505.28417421734537,18.581015313004656,1.277743447542685,6.03476751258767,2,Synthetic Underground Structures,2025-10-13
STRUCT_060,Basement,13.10885140878893,41.55107324056387,10.817780909052606,24.791133221369353,1987,18,Clayey,201.396923220342,14.958028484383636,0.2521483192632589,20.847148603115098,1,Synthetic Underground Structures,2025-10-13
STRUCT_061,Basement,4.136966484795097,37.939482585808456,18.597490550451028,4.518479606273921,2011,20,Mixed,79.77324844603388,4.107341537307645,1.1427886507731821,322.55335760771754,2,Synthetic Underground Structures,2025-10-13
STRUCT_062,Subway Station,15.99873675617477,262.3053555967697,27.59598455024314,22.97264167599394,1952,16,Sandy,326.12204702779684,20.302445005211418,2.908553160277863,49.16770171640925,3,Synthetic Underground Structures,2025-10-13
STRUCT_063,Tunnel,8.362118243452803,131.21012979228632,22.250743689900737,9.091912348783605,1977,27,Sandy,212.6895364184751,4.9241271084757186,1.0552315563848722,20.77567451827479,6,Synthetic Underground Structures,2025-10-13
STRUCT_064,Tunnel,48.254435403238695,95.0332646349165,119.53867723765354,4.341520166171999,1961,25,Sandy,928.5734146475473,6.931948254732769,1.336902983936231,48.93212856646951,1,Synthetic Underground Structures,2025-10-13
STRUCT_065,Tunnel,13.346695729710724,122.21868688014244,11.880130178980618,14.37952019268305,1993,26,Clayey,331.1343987454012,9.479327781960059,6.854286878838215,28.030198887329767,3,Synthetic Underground Structures,2025-10-13
STRUCT_066,Basement,10.381559209984678,18.480690148869616,17.80975750087752,6.957691559093771,1964,25,Clayey,167.51184069072244,0.7362589553252505,4.108082308500247,2.540912048573122,3,Synthetic Underground Structures,2025-10-13
STRUCT_067,Tunnel,50.195648725537254,114.6304190205538,37.46615425664993,7.711403936611502,2004,23,Rock,739.0235628114455,9.092253413508955,5.281722316921331,11.227704176896426,5,Synthetic Underground Structures,2025-10-13
STRUCT_068,Subway Station,7.520440006937744,44.74348223910572,11.52197543498613,7.384705525195093,1997,27,Mixed,219.27802447197803,8.61369971665966,0.16171860856318365,0.9711372135356793,4,Synthetic Underground Structures,2025-10-13
STRUCT_069,Basement,12.143618131798004,78.32953219764809,93.93237439445241,13.355316668596682,1955,24,Clayey,163.1833903219843,20.67469295243253,1.9277118455609372,14.704610197843593,0,Synthetic Underground Structures,2025-10-13
STRUCT_070,Mining Shaft,90.86657193146323,88.63731453785243,20.159847046761712,8.917599710064735,2013,24,Rock,1476.0212972113218,4.364355900654338,0.5056903045986079,67.2701047221343,1,Synthetic Underground Structures,2025-10-13
STRUCT_071,Basement,15.898670544264903,17.98415184101712,31.466233868726402,16.655807743353403,1984,30,Sandy,380.3719505360703,2.7732083990195666,1.035847018354027,10.741323862785952,4,Synthetic Underground Structures,2025-10-13
STRUCT_072,Tunnel,37.529923320082084,98.87165509090879,20.393391628454406,27.383382787042613,1960,24,Clayey,651.021593636347,6.472459974286721,2.2773077519620544,37.54478737093351,3,Synthetic Underground Structures,2025-10-13
STRUCT_073,Tunnel,54.805475888929834,45.315208745019724,45.37268880292871,18.790480825501,1972,27,Clayey,943.3911976523503,11.62612233378401,1.7298406504905215,60.466643659320226,7,Synthetic Underground Structures,2025-10-13
STRUCT_074,Basement,7.015603437977585,15.801084138238409,8.582492740682548,51.63741182646739,2006,19,Sandy,133.3833989865705,8.252949304244785,1.4093560710195991,39.77920065060947,0,Synthetic Underground Structures,2025-10-13
STRUCT_075,Tunnel,30.228185736149005,47.154723930686956,70.63162724477,62.870612218982686,2019,30,Rock,278.70768451974493,1.487397957461292,3.3688449301123002,0.774494476765874,1,Synthetic Underground Structures,2025-10-13
STRUCT_076,Mining Shaft,8.734242383227127,55.702504728348714,24.176353901720205,9.658081167779965,1986,17,Mixed,223.62274062644926,4.2754451887155005,2.295176305312959,22.576130677284667,0,Synthetic Underground Structures,2025-10-13
STRUCT_077,Mining Shaft,93.68508741521514,98.85280161193553,34.01382642477415,4.844787091192525,2012,22,Rock,1956.090408560671,0.6591094347289705,3.4412429919624334,29.13671754455862,0,Synthetic Underground Structures,2025-10-13
STRUCT_078,Underground Storage,51.605162066970884,5.0113681527269,11.126167258003404,9.666769577227253,1978,21,Rock,822.7306510553434,13.444858971862011,5.3745033922170915,20.98479567138457,1,Synthetic Underground Structures,2025-10-13
STRUCT_079,Mining Shaft,25.61792719499352,80.49026374773126,26.305930577280055,13.392344717573105,1991,30,Clayey,292.51785095250494,21.451397564968193,2.4893868437860176,39.51196266000347,1,Synthetic Underground Structures,2025-10-13
STRUCT_080,Basement,34.625752252663446,32.725020661545386,9.259110915008804,72.28502162564213,1977,16,Mixed,456.1325168917331,0.46748904084075144,1.0063612245702578,35.99033864992001,5,Synthetic Underground Structures,2025-10-13
STRUCT_081,Basement,6.076379241433058,122.71608637330391,51.445116712704454,9.026439550799939,1965,28,Clayey,73.08964195278384,7.453408613369583,0.47849086074899816,10.378906238850776,4,Synthetic Underground Structures,2025-10-13
STRUCT_082,Basement,67.86684879971178,54.49635690830589,7.157446372703468,15.215951165395758,2016,38,Rock,1434.4542926025342,8.346647398920082,0.6319307917016612,69.71109173961348,3,Synthetic Underground Structures,2025-10-13
STRUCT_083,Tunnel,4.931379716721312,39.11939953132482,22.7221162484895,7.064420766446538,1967,34,Sandy,104.47724788583673,5.777276130311848,1.0104495922778414,8.78698608296946,1,Synthetic Underground Structures,2025-10-13
STRUCT_084,Basement,18.302412384709037,45.718343356539336,14.720765380051638,9.231860207549953,1997,26,Sandy,422.0681527108621,6.9862965342257635,2.694848216974871,30.713599576746052,1,Synthetic Underground Structures,2025-10-13
STRUCT_085,Basement,5.965780356507211,76.20367898659558,5.754013952621379,4.611213612475085,1966,19,Sandy,141.16787093754,12.391052287165751,0.08196625042790022,70.5913174009694,2,Synthetic Underground Structures,2025-10-13
STRUCT_086,Mining Shaft,28.800352637615678,135.3561438939943,9.504002407008306,3.780340473363355,1974,17,Sandy,666.463759112267,6.611169500018571,3.3670461166879457,59.74442400610851,3,Synthetic Underground Structures,2025-10-13
STRUCT_087,Basement,69.76091367223938,22.396141785903243,28.779835377960136,36.18861378088173,1997,27,Clayey,1931.6248208215923,25.213897453536802,2.8387505536809314,28.298058782016362,2,Synthetic Underground Structures,2025-10-13
STRUCT_088,Tunnel,19.1354562418619,38.71937576736081,9.803646436279621,28.58715844308527,1999,30,Sandy,497.06657791884993,7.784301561275409,1.383962333565195,77.77600048647734,1,Synthetic Underground Structures,2025-10-13
STRUCT_089,Underground Storage,16.694536507084447,237.30495662631728,11.759524969265023,9.064071158350417,1968,22,Sandy,413.89046063783815,0.7450445335300646,1.0205409783110542,62.54586540610727,1,Synthetic Underground Structures,2025-10-13
STRUCT_090,Mining Shaft,10.87408074754107,38.04951381562923,27.076756287263066,28.522864977329828,1990,17,Sandy,230.35541722168395,30.645393186902293,0.23913762575703376,24.26893448479939,1,Synthetic Underground Structures,2025-10-13
STRUCT_091,Subway Station,13.469961083669336,78.82653910343086,41.75725518090358,4.282234515464751,1954,22,Clayey,317.94084252796347,1.5877383546804515,0.6841401632844007,112.9348125931045,2,Synthetic Underground Structures,2025-10-13
STRUCT_092,Tunnel,8.708170816352236,15.891876430031436,34.07695048208259,10.60482866192512,1955,35,Sandy,156.2853161627781,15.346083079343638,0.23223201688777495,7.655200149231317,2,Synthetic Underground Structures,2025-10-13
STRUCT_093,Underground Storage,62.386506447813716,9.830528619292425,19.350889370930894,14.004938397406502,1952,29,Clayey,1178.793265171851,7.484605160152454,3.417240827959712,22.195911276044864,4,Synthetic Underground Structures,2025-10-13
STRUCT_094,Underground Storage,26.949727067448926,19.29401868053076,23.905564384998083,33.54350950393768,1994,30,Sandy,770.9528330779419,13.50512068986614,1.4239990003602305,59.83491162194827,1,Synthetic Underground Structures,2025-10-13
STRUCT_095,Tunnel,8.607137494122831,27.38808169095319,22.087163448645555,14.268190050891311,2010,23,Clayey,148.16692078239132,7.203742647836787,0.5668138609579487,103.1695328157036,2,Synthetic Underground Structures,2025-10-13
STRUCT_096,Underground Storage,12.94092838981793,154.45629314449332,8.76630345582048,18.836579838912982,1997,21,Sandy,218.00812849034068,0.6078047181381047,0.03650992208213858,19.473170761774874,3,Synthetic Underground Structures,2025-10-13
STRUCT_097,Tunnel,224.9527451009965,172.3498224321085,25.11715986655856,8.364791304008325,1973,21,Sandy,4091.8086739205937,4.69885123771062,1.4843428126648308,41.19040906808604,5,Synthetic Underground Structures,2025-10-13
STRUCT_098,Mining Shaft,15.993038531030415,7.961995768408506,8.704084181100093,15.046816177661864,1997,20,Clayey,275.9354513204807,9.6939087352365,2.78935557753392,0.5955198929616875,3,Synthetic Underground Structures,2025-10-13
STRUCT_099,Underground Storage,52.0888690498607,31.77738460089996,32.832566800937165,33.49807798906465,1975,25,Rock,920.7885010167747,9.912357964953978,2.909093176414424,23.168706313223282,2,Synthetic Underground Structures,2025-10-13
STRUCT_100,Underground Storage,6.844472845383666,109.70439135248698,22.37867535522294,3.3427444840405545,1998,24,Mixed,145.18148231020524,36.135657759424554,0.48268175630053534,20.093703680416507,2,Synthetic Underground Structures,2025-10-13
STRUCT_101,Tunnel,19.56215546039685,49.13869822374108,3.5560129004189216,30.230752605927293,2004,33,Rock,418.1442978429933,9.322288169945969,10.621594516868235,92.40725582971152,4,Synthetic Underground Structures,2025-10-13
STRUCT_102,Subway Station,6.524081612648874,245.80989824218724,43.960598406124845,10.29875683705593,1953,22,Clayey,160.20184222309123,3.374875358174071,1.6822733681475628,3.842793624086753,1,Synthetic Underground Structures,2025-10-13
STRUCT_103,Mining Shaft,7.1326974374500836,107.07193969352718,13.228513386026316,3.9560158998345956,1998,21,Clayey,220.6884124914439,0.4439659463270317,0.8069552789883733,3.2063741271743678,1,Synthetic Underground Structures,2025-10-13
STRUCT_104,Subway Station,26.943499202847867,41.7757027127821,12.38092274645654,9.838418382146287,1993,23,Rock,489.2480978996945,15.531294204909358,0.9978196233274629,29.232762083959653,5,Synthetic Underground Structures,2025-10-13
STRUCT_105,Basement,4.974908103157943,45.6649309877834,43.15174399803234,34.19450387124554,1978,22,Clayey,97.86733549425513,22.008452321842327,0.26577599755151193,26.160854433412382,1,Synthetic Underground Structures,2025-10-13
STRUCT_106,Basement,3.6986298687660852,51.58392884048801,17.626270209401362,8.282393637091296,1975,27,Sandy,39.98312889138029,9.509806296580395,1.3598927846462059,8.81060868947157,4,Synthetic Underground Structures,2025-10-13
STRUCT_107,Tunnel,24.172782301817143,23.430593974883298,32.3925914669225,15.4788066053326,2010,27,Mixed,327.26229568002856,6.585079773226077,2.799127525482012,15.281725880172619,2,Synthetic Underground Structures,2025-10-13
STRUCT_108,Tunnel,7.476852380459461,139.6604522521588,11.909250881930559,3.351644813484016,1989,28,Sandy,144.07105068085707,19.731843557290585,1.0532668136461765,182.8583556598918,0,Synthetic Underground Structures,2025-10-13
STRUCT_109,Tunnel,9.207325976607732,114.71247930545616,38.203815763060874,2.827709405681823,1968,32,Mixed,205.48828692018606,2.749054805417836,4.032597851485004,35.9933050829745,0,Synthetic Underground Structures,2025-10-13
STRUCT_110,Underground Storage,2.0115076915058316,85.99341879213583,23.517863651602823,5.148002545786777,1963,24,Sandy,45.172254999556394,5.087146594605668,1.2954009247549563,4.597710139222898,1,Synthetic Underground Structures,2025-10-13
STRUCT_111,Basement,3.4236350582973065,69.58678574694444,27.76936206383972,27.39187421011797,1984,14,Sandy,79.03598864680383,7.085787454924828,4.617404014447125,2.5513413578942488,2,Synthetic Underground Structures,2025-10-13
STRUCT_112,Underground Storage,15.190623366368357,19.72333043294823,17.4123740473259,11.697029793508879,1968,37,Clayey,399.32097546549824,0.5063310907456057,2.429418906121211,2.1421324480099586,1,Synthetic Underground Structures,2025-10-13
STRUCT_113,Underground Storage,9.644837287688318,90.3953835475012,73.98156548293035,29.3636339875335,1952,26,Sandy,275.15215275078134,11.666095689130671,0.1131612355464391,24.634474181306448,2,Synthetic Underground Structures,2025-10-13
STRUCT_114,Subway Station,30.240302578252816,62.122141585665254,89.68957717829865,30.768484230093016,1999,28,Rock,568.0041462904084,2.089446669986345,0.13873759436271985,100.35320614813064,2,Synthetic Underground Structures,2025-10-13
STRUCT_115,Mining Shaft,4.954411730224367,404.34525111205113,3.445352526502786,6.6424360034686325,1961,24,Mixed,79.21791908926546,4.051949220925201,3.2199401154953917,89.46310750749385,3,Synthetic Underground Structures,2025-10-13
STRUCT_116,Underground Storage,10.318497808799686,14.979894001839675,42.143674135668384,42.674468460310806,2003,27,Clayey,240.1572457492458,5.352768225831975,0.8826728563579191,22.934307427481837,1,Synthetic Underground Structures,2025-10-13
STRUCT_117,Mining Shaft,12.762167689128113,26.488339362874093,8.46726445466853,7.88132729802682,2014,17,Clayey,314.8314395204558,10.175218121053955,0.41957891534953307,74.45481538460996,2,Synthetic Underground Structures,2025-10-13
STRUCT_118,Tunnel,9.933089962720718,11.171383264528188,30.196966575041202,27.120496600716006,1959,22,Mixed,205.40793586447512,0.6772657134151991,4.009714512158171,69.76644389015065,2,Synthetic Underground Structures,2025-10-13
STRUCT_119,Tunnel,22.142709576946565,43.90289258515674,4.84457312653137,26.248089407390907,1976,22,Mixed,423.03696082450944,4.168219588285555,8.185491629094418,32.98517961900138,2,Synthetic Underground Structures,2025-10-13
STRUCT_120,Basement,4.113292620529059,9.574474317610328,27.7320997277563,12.833097968379757,2017,23,Clayey,71.89693776240853,3.207036479338006,3.3083291576427962,25.908263149824347,1,Synthetic Underground Structures,2025-10-13
STRUCT_121,Underground Storage,20.334036346304966,178.6630511627536,10.288327163866093,12.849824681547236,1970,24,Rock,402.38664164487056,0.015205776033604314,2.582910502675721,9.95601063279931,3,Synthetic Underground Structures,2025-10-13
STRUCT_122,Mining Shaft,38.057810276157916,162.75358506092266,13.914662791652031,15.742570743712834,1969,22,Rock,892.4686636612003,11.76530937712041,0.001918038977563738,16.33992801331394,2,Synthetic Underground Structures,2025-10-13
STRUCT_123,Basement,5.347700499338924,46.54259997085809,14.215382604830996,13.36113195315121,1966,23,Sandy,89.08568699535732,2.6910233098509173,0.22404067789216367,20.67703914774493,3,Synthetic Underground Structures,2025-10-13
STRUCT_124,Subway Station,18.186308147112463,19.81180974714208,11.160261890569284,8.916383054573934,1995,29,Rock,290.89410842070697,1.8204762984211789,2.2230533947576028,83.75694604598587,3,Synthetic Underground Structures,2025-10-13
STRUCT_125,Mining Shaft,17.415794327669527,11.892375154575078,11.405243415849078,8.325134257826134,1983,21,Mixed,400.52784571505333,15.993156297045221,1.0537897717736178,40.254573860177445,1,Synthetic Underground Structures,2025-10-13
