case_id,days_before_failure,pore_pressure_kPa,settlement_mm,lateral_displacement_mm,velocity_mm_day,soil_type
SANDY_CASE_019,26.0,46.48042080859702,0.0,0.0,0.0,sandy
SANDY_CASE_019,25.0,45.13943178565227,0.0,0.0,0.0,sandy
SANDY_CASE_019,24.0,41.15612837682674,0.0,0.0,0.0,sandy
SANDY_CASE_019,23.0,45.92000308599419,0.0,0.0,0.0,sandy
SANDY_CASE_019,22.0,48.42296414886783,0.0,0.0,0.0,sandy
SANDY_CASE_019,21.0,46.002863778202794,0.0,0.0,0.0,sandy
SANDY_CASE_019,20.0,39.68985406403074,0.0,0.0,0.0,sandy
SANDY_CASE_019,19.0,44.37813908443925,0.0,0.0,0.0,sandy
SANDY_CASE_019,18.0,48.70127910413711,0.0,0.0,0.0,sandy
SANDY_CASE_019,17.0,54.03659507544544,0.0,0.0,0.0,sandy
SANDY_CASE_019,16.0,42.015039300165945,0.0,0.0,0.0,sandy
SANDY_CASE_019,15.0,47.33051970331908,0.0,0.0,0.0,sandy
SANDY_CASE_019,14.0,48.713506773083516,0.0,0.0,0.0,sandy
SANDY_CASE_019,13.0,38.9790791777131,0.0,0.0,0.0,sandy
SANDY_CASE_019,12.0,51.95149576296933,0.0,0.0,0.0,sandy
SANDY_CASE_019,11.0,37.71518075224469,0.0,0.0,0.0,sandy
SANDY_CASE_019,10.0,47.08603174782681,0.0,0.0,0.0,sandy
SANDY_CASE_019,9.0,44.56770307039726,0.0,0.0,0.0,sandy
SANDY_CASE_019,8.0,43.31898197265272,0.0,0.0,0.0,sandy
SANDY_CASE_019,7.0,55.77527057990514,0.0,0.0,0.0,sandy
SANDY_CASE_019,6.0,41.53482799602792,0.0,0.0,0.0,sandy
SANDY_CASE_019,5.0,41.45437620901888,0.0,0.0,0.0,sandy
SANDY_CASE_019,4.0,49.6984982096509,0.0,0.0,0.0,sandy
SANDY_CASE_019,3.0,74.77990614060379,0.0,0.0,0.9063462346100909,sandy
SANDY_CASE_019,2.0,66.39186853308634,1.8126924692201818,28.34686894262107,1.6483997698218034,sandy
SANDY_CASE_019,1.0,53.90024407496072,3.2967995396436067,48.6582880967408,1.349595584919777,sandy
SANDY_CASE_019,-0.0,50.85779422871799,4.511883639059736,63.212055882855765,1.2150840994161292,sandy
SANDY_CASE_040,94.0,56.95663943876637,0.0,0.0,0.0,sandy
SANDY_CASE_040,93.0,46.52134963503266,0.0,0.0,0.0,sandy
SANDY_CASE_040,92.0,43.60852980344329,0.0,0.0,0.0,sandy
SANDY_CASE_040,91.0,46.57877211474385,0.0,0.0,0.0,sandy
SANDY_CASE_040,90.0,40.02685058238902,0.0,0.0,0.0,sandy
SANDY_CASE_040,89.0,52.691671682554215,0.0,0.0,0.0,sandy
SANDY_CASE_040,88.0,45.77498275992454,0.0,0.0,0.0,sandy
SANDY_CASE_040,87.0,43.758807313663155,0.0,0.0,0.0,sandy
SANDY_CASE_040,86.0,46.611686045351675,0.0,0.0,0.0,sandy
SANDY_CASE_040,85.0,53.042039646674205,0.0,0.0,0.0,sandy
SANDY_CASE_040,84.0,48.1092533776996,0.0,0.0,0.0,sandy
SANDY_CASE_040,83.0,40.403492526126165,0.0,0.0,0.0,sandy
SANDY_CASE_040,82.0,49.77686552249891,0.0,0.0,0.0,sandy
SANDY_CASE_040,81.0,42.807061602180376,0.0,0.0,0.0,sandy
SANDY_CASE_040,80.0,36.67145621691942,0.0,0.0,0.0,sandy
SANDY_CASE_040,79.0,54.931997437379394,0.0,0.0,0.0,sandy
SANDY_CASE_040,78.0,49.73811074793195,0.0,0.0,0.0,sandy
SANDY_CASE_040,77.0,47.06060805477643,0.0,0.0,0.0,sandy
SANDY_CASE_040,76.0,45.72391380031001,0.0,0.0,0.0,sandy
SANDY_CASE_040,75.0,54.437358877460085,0.0,0.0,0.0,sandy
SANDY_CASE_040,74.0,62.88773712478553,0.0,0.0,0.0,sandy
SANDY_CASE_040,73.0,49.695863966626085,0.0,0.0,0.0,sandy
SANDY_CASE_040,72.0,42.30378796215412,0.0,0.0,0.0,sandy
SANDY_CASE_040,71.0,46.679633779453624,0.0,0.0,0.0,sandy
SANDY_CASE_040,70.0,49.604824734263744,0.0,0.0,0.0,sandy
SANDY_CASE_040,69.0,35.704319838834174,0.0,0.0,0.0,sandy
SANDY_CASE_040,68.0,49.12445738268409,0.0,0.0,0.0,sandy
SANDY_CASE_040,67.0,49.63408702125889,0.0,0.0,0.0,sandy
SANDY_CASE_040,66.0,54.083672363729605,0.0,0.0,0.0,sandy
SANDY_CASE_040,65.0,53.56257788565877,0.0,0.0,0.0,sandy
SANDY_CASE_040,64.0,48.00782217524118,0.0,0.0,0.0,sandy
SANDY_CASE_040,63.0,55.02514590669529,0.0,0.0,0.0,sandy
SANDY_CASE_040,62.0,57.63035296898728,0.0,0.0,0.0,sandy
SANDY_CASE_040,61.0,47.5917186500158,0.0,0.0,0.0,sandy
SANDY_CASE_040,60.0,49.542896766132245,0.0,0.0,0.0,sandy
SANDY_CASE_040,59.0,38.61547460824062,0.0,0.0,0.0,sandy
SANDY_CASE_040,58.0,40.19709506158806,0.0,0.0,0.0,sandy
SANDY_CASE_040,57.0,43.26097980374591,0.0,0.0,0.0,sandy
SANDY_CASE_040,56.0,45.23386985120823,0.0,0.0,0.0,sandy
SANDY_CASE_040,55.0,41.97134625010316,0.0,0.0,0.0,sandy
SANDY_CASE_040,54.0,47.27198431390729,0.0,0.0,0.0,sandy
SANDY_CASE_040,53.0,45.38341553542041,0.0,0.0,0.0,sandy
SANDY_CASE_040,52.0,52.80643753049158,0.0,0.0,0.0,sandy
SANDY_CASE_040,51.0,45.07809314637496,0.0,0.0,0.0,sandy
SANDY_CASE_040,50.0,36.018371632716025,0.0,0.0,0.0,sandy
SANDY_CASE_040,49.0,48.080717236470605,0.0,0.0,0.0,sandy
SANDY_CASE_040,48.0,47.3809712517368,0.0,0.0,0.0,sandy
SANDY_CASE_040,47.0,43.141711966771034,0.0,0.0,0.0,sandy
SANDY_CASE_040,46.0,47.92696079127869,0.0,0.0,0.0,sandy
SANDY_CASE_040,45.0,42.075638432661826,0.0,0.0,0.0,sandy
SANDY_CASE_040,44.0,49.10116114191022,0.0,0.0,0.0,sandy
SANDY_CASE_040,43.0,60.616583558442755,0.0,0.0,0.0,sandy
SANDY_CASE_040,42.0,38.42393400925967,0.0,0.0,0.0,sandy
SANDY_CASE_040,41.0,44.8707509387477,0.0,0.0,0.0,sandy
SANDY_CASE_040,40.0,44.06943576654782,0.0,0.0,0.0,sandy
SANDY_CASE_040,39.0,45.28566195635578,0.0,0.0,0.0,sandy
SANDY_CASE_040,38.0,52.551584271778374,0.0,0.0,0.0,sandy
SANDY_CASE_040,37.0,50.166094170388625,0.0,0.0,0.0,sandy
SANDY_CASE_040,36.0,51.69579388682562,0.0,0.0,0.0,sandy
SANDY_CASE_040,35.0,47.604438897561494,0.0,0.0,0.0,sandy
SANDY_CASE_040,34.0,40.841464774069216,0.0,0.0,0.0,sandy
SANDY_CASE_040,33.0,41.8785345674936,0.0,0.0,0.0,sandy
SANDY_CASE_040,32.0,51.18325991112646,0.0,0.0,0.0,sandy
SANDY_CASE_040,31.0,48.30612086585999,0.0,0.0,0.0,sandy
SANDY_CASE_040,30.0,53.75299840418769,0.0,0.0,0.0,sandy
SANDY_CASE_040,29.0,48.91827189002748,0.0,0.0,0.0,sandy
SANDY_CASE_040,28.0,41.536886407132876,0.0,0.0,0.0,sandy
SANDY_CASE_040,27.0,44.842452302877724,0.0,0.0,0.0,sandy
SANDY_CASE_040,26.0,50.27603212220815,0.0,0.0,0.0,sandy
SANDY_CASE_040,25.0,51.00362385498663,0.0,0.0,0.0,sandy
SANDY_CASE_040,24.0,51.72750453456694,0.0,0.0,0.0,sandy
SANDY_CASE_040,23.0,42.20934080776754,0.0,0.0,0.0,sandy
SANDY_CASE_040,22.0,41.44681054340888,0.0,0.0,0.0,sandy
SANDY_CASE_040,21.0,46.502948775056396,0.0,0.0,0.0,sandy
SANDY_CASE_040,20.0,54.65232895646078,0.0,0.0,0.0,sandy
SANDY_CASE_040,19.0,43.98261976975341,0.0,0.0,0.0,sandy
SANDY_CASE_040,18.0,49.72682082679837,0.0,0.0,0.0,sandy
SANDY_CASE_040,17.0,49.727267068488324,0.0,0.0,0.0,sandy
SANDY_CASE_040,16.0,51.25582512214657,0.0,0.0,0.0,sandy
SANDY_CASE_040,15.0,55.77416264353455,0.0,0.0,0.0,sandy
SANDY_CASE_040,14.0,55.26149349762403,0.0,0.0,0.0,sandy
SANDY_CASE_040,13.0,44.47893220459598,0.0,0.0,0.0,sandy
SANDY_CASE_040,12.0,36.96248416725013,0.0,0.0,0.0,sandy
SANDY_CASE_040,11.0,44.059314696969786,0.0,0.0,0.0,sandy
SANDY_CASE_040,10.0,47.83032284402968,0.0,0.0,0.0,sandy
SANDY_CASE_040,9.0,45.643734985365214,0.0,0.0,0.0,sandy
SANDY_CASE_040,8.0,57.291456088434174,0.0,0.0,0.0,sandy
SANDY_CASE_040,7.0,47.54586289537575,0.0,0.0,0.0,sandy
SANDY_CASE_040,6.0,50.72052077507447,0.0,0.0,0.0,sandy
SANDY_CASE_040,5.0,48.53803292203022,0.0,0.0,0.0,sandy
SANDY_CASE_040,4.0,45.71879545633939,0.0,0.0,0.0,sandy
SANDY_CASE_040,3.0,37.82790298398017,0.0,0.0,0.0,sandy
SANDY_CASE_040,2.0,67.05330359623781,0.0,0.0,5.423101894204004,sandy
SANDY_CASE_040,1.0,75.85243290984445,10.846203788408008,28.34686894262107,9.863162192064276,sandy
SANDY_CASE_040,-0.0,48.58520926227165,19.726324384128553,48.6582880967408,8.880120595720545,sandy
SANDY_CASE_037,172.0,33.483408514698425,0.0,0.0,0.0,sandy
