config_id,supercell_size,total_atoms,vacancy_site,formation_energy,relaxation_volume,magnetic_moment,convergence
vac_0014,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [9.099643726186063, 0.07349792397574811, 5.3996204828500245]}",1.1508673501235742,0.2834822006297558,0.544421562094146,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 71}"
vac_0015,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [2.3127753293264983, 5.9002543653273305, 4.269356000425607]}",1.3877376800740155,0.21297844942179633,0.5507830827868689,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 41}"
vac_0016,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [1.5655750234673436, 10.548112407937413, 2.8204088829183127]}",1.1380467664758844,0.3953229911665306,0.5822074026636462,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 52}"
vac_0017,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [7.196418033836994, 5.613040414828766, 4.733963615866725]}",1.3750334082608426,0.3105786178142656,0.6185393447758787,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 40}"
vac_0018,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [3.8882032791079446, 6.684737241035322, 6.697676102164178]}",1.2236691475984662,0.3071549368149517,0.5180579540108816,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 62}"
vac_0019,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [9.074569284490645, 3.4460375457943253, 2.3283883548629762]}",1.2118419136666647,0.34222990648760354,0.661900209227943,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 49}"
vac_0020,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [4.203131406937286, 5.473667277776519, 8.856271239652271]}",1.407923678908972,0.33513802340785614,0.6470432238481544,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 79}"
vac_0021,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [10.383483725678792, 5.461874642517163, 2.757486036307084]}",1.24604621340339,0.3992507399515849,0.6930838702577586,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 34}"
vac_0022,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [2.9482279396045468, 7.404182978472138, 8.95090159574337]}",1.5202675704790176,0.3712648583756185,0.580901625424438,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 62}"
vac_0023,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [7.072543828838825, 6.139018961826198, 3.9357734080907476]}",1.3908368184952258,0.3880266884915557,0.6947327673510635,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 47}"
vac_0024,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [4.740740039650606, 10.513404294721596, 1.8598817713048952]}",1.2162134167456877,0.2036150727231042,0.5987787430366869,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 77}"
vac_0025,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [7.62177687919351, 3.2568186914634585, 5.735735317426395]}",1.6187572963571248,0.301762815367752,0.627266523637179,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 51}"
vac_0026,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [4.592417232176252, 3.701028926148111, 6.820032743387131]}",1.397994501180473,0.33378481193261994,0.6728335130143805,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 77}"
vac_0027,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [10.084932916071352, 9.671946333410581, 3.913317779100558]}",1.4088262373834222,0.2030913233057735,0.6856637125175451,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 78}"
vac_0028,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [0.7965606184967874, 3.2318288879040864, 2.018311421321458]}",1.7279248239322258,0.2536949713780314,0.5970559748552631,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 47}"
vac_0029,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [9.832137977620114, 0.7444393353413781, 2.2086886826295875]}",1.4393772927508621,0.33422870336481014,0.5717293562592327,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 56}"
vac_0030,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [1.4443607160051286, 7.494607059333774, 5.8444127958704]}",1.1612690648137343,0.2593020287295597,0.5839561712892553,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 79}"
vac_0031,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [2.0538642365293103, 0.7499873745232352, 4.194798621305227]}",1.9936621079135106,0.2101537062078794,0.6773234297901319,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 44}"
vac_0032,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [7.1046603023408474, 3.469230000542866, 1.6390999720457116]}",1.3158359482621198,0.39636817766210625,0.6677867004138727,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 51}"
vac_0033,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [5.521155745299391, 8.140371843358514, 2.2816599026966258]}",1.1256740909880996,0.3245780951638001,0.5170694929987536,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 74}"
vac_0034,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [6.738908918639039, 7.676237580115977, 10.316708184077916]}",1.177591505075049,0.3032600696602391,0.5645912945882492,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 46}"
vac_0035,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [0.8294408635504357, 0.26800805938821676, 10.177119039975024]}",1.0260143525799266,0.3671960241024412,0.6391948412187396,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 30}"
vac_0036,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [2.535031961012067, 0.9924284227394163, 1.933259321418453]}",1.3256106094658942,0.38692279946794195,0.62765411876867,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 68}"
vac_0037,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [4.4360118599865945, 2.6190120210062364, 3.763343158701137]}",1.6391635663038482,0.35156922209287383,0.5028786977259512,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 43}"
vac_0038,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [4.9125315503975715, 6.8694073728992935, 0.5080789466110405]}",1.5149391141496502,0.3898291463182772,0.6773360774596094,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 60}"
vac_0039,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [1.7225427631048746, 0.7460527975173442, 6.791656609197168]}",1.5619761950548365,0.20530226210832436,0.6171551162546927,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 56}"
vac_0040,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [6.800843045372558, 4.844649558276314, 5.768260696648063]}",1.5752688459409225,0.38829296175530503,0.5772205275601549,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 62}"
vac_0041,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [0.7332876728522492, 1.0654250305621544, 0.1926411407881837]}",1.4214499915356271,0.2188885921511857,0.6366013546832714,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 46}"
vac_0042,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [0.24603090459915103, 8.610560797930228, 2.979768678904384]}",1.5677407978013538,0.22363296552433126,0.6393474330728302,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 74}"
vac_0043,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [4.476934802081429, 6.010396439804559, 6.08867460962847]}",1.4006226811524292,0.346329551059928,0.5255379458844931,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 78}"
vac_0044,"[3, 3, 3]",107,"{'type': 'near_gb', 'coordinates': [5.940054669343974, 2.522446001703476, 7.187319013105398]}",1.5308304612529553,0.3479817520894749,0.5476472304807959,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 59}"
vac_0045,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [3.3835643820956274, 9.46747157166183, 4.114640147577572]}",1.530247438049773,0.2021675302960597,0.6810763952838527,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 41}"
vac_0046,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [10.049818757423843, 6.06238535323938, 6.679783007059117]}",1.390923307347577,0.289689104395664,0.558642154339613,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 54}"
vac_0047,"[3, 3, 3]",107,"{'type': 'bulk', 'coordinates': [8.36857365026967, 8.347843005624023, 0.9642309214307545]}",1.3583650111975398,0.29888406094051634,0.5115117520033289,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 60}"
vac_0048,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [1.5117080626625805, 8.050690398517116, 6.535801365379512]}",1.541370763061574,0.22022453522455807,0.5168213612229995,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 42}"
vac_0049,"[3, 3, 3]",107,"{'type': 'near_surface', 'coordinates': [7.4663928254984775, 0.8600193089461643, 0.8969043133086488]}",1.1612100636476224,0.3973279157002351,0.5748541591512241,"{'energy_tolerance': 1e-06, 'force_tolerance': 0.01, 'iterations': 30}"
