condition,depth_um,phase,sigma_11_MPa,sigma_22_MPa,sigma_33_MPa,hydrostatic_stress_MPa,von_mises_stress_MPa,youngs_modulus_GPa
as_sintered,136.68341708542712,Ni-YSZ,-138.38565641468682,-119.36995949028078,-84.19282820734341,-113.98281470410366,47.622945750596486,109.8
as_sintered,140.7035175879397,Ni-YSZ,-149.7438219332296,-127.32067535326074,-89.8719109666148,-122.31213608436838,52.39204700824134,109.8
as_sintered,144.72361809045225,Ni-YSZ,-147.04937775961022,-125.43456443172715,-88.52468887980511,-120.3362103570475,51.257576400643394,109.8
as_sintered,148.7437185929648,Ni-YSZ,-146.40801856636682,-124.98561299645678,-88.20400928318341,-119.86588028200235,50.987805055517434,109.8
as_sintered,152.76381909547737,Ni-YSZ,-153.22934051946987,-129.7605383636289,-91.61467025973494,-124.86818304761123,53.86213660469451,109.8
as_sintered,156.78391959798995,Ni-YSZ,-171.72671232165771,-142.7086986251604,-100.86335616082886,-138.43292236921567,61.7036994483466,109.8
as_sintered,160.8040201005025,Ni-YSZ,-152.5674111641516,-129.29718781490612,-91.2837055820758,-124.38276818704452,53.58274300584109,109.8
as_sintered,164.82412060301505,Ni-YSZ,-149.03910583611423,-126.82737408527997,-89.51955291805712,-121.79534427981712,52.095161614020846,109.8
as_sintered,168.84422110552762,Ni-YSZ,-145.5538369327679,-124.38768585293752,-87.77691846638395,-119.23948041736311,50.628680348384144,109.8
as_sintered,172.8643216080402,Ni-YSZ,-158.7940591858887,-133.6558414301221,-94.39702959294435,-128.9489767363184,56.21459649947608,109.8
as_sintered,176.88442211055275,Ni-YSZ,-154.44422062815542,-130.6109544397088,-92.22211031407771,-125.75909512731397,54.37517329833813,109.8
as_sintered,180.9045226130653,Ni-YSZ,-153.41814912113264,-129.89270438479286,-91.70907456056632,-125.0066426888306,53.94184840973506,109.8
as_sintered,184.92462311557787,Ni-YSZ,-154.92192123522756,-130.9453448646593,-92.46096061761378,-126.10940890583352,54.576989870287996,109.8
as_sintered,188.94472361809045,Ni-YSZ,-143.84179038478956,-123.1892532693527,-86.92089519239478,-117.98397961551234,49.90946501619972,109.8
as_sintered,192.964824120603,Ni-YSZ,-143.73437055075613,-123.11405938552929,-86.86718527537806,-117.90520507055449,49.864365414853644,109.8
as_sintered,196.98492462311555,Ni-YSZ,-153.06745822688174,-129.6472207588172,-91.53372911344087,-124.74946936637993,53.79379883903453,109.8
as_sintered,201.00502512562812,Ni-YSZ,-150.6646198074546,-127.96523386521824,-90.3323099037273,-122.98738785880006,52.78014165557605,109.8
as_sintered,205.0251256281407,Ni-YSZ,-146.0290029717751,-124.72030208024256,-88.01450148588755,-119.58793551263507,50.82843157925198,109.8
as_sintered,209.04522613065325,Ni-YSZ,-145.12159386195177,-124.08511570336624,-87.56079693097588,-118.9225021654313,50.44702478061949,109.8
as_sintered,213.0653266331658,Ni-YSZ,-150.18589388796,-127.630125721572,-90.09294694398,-122.63632218450398,52.57834506985143,109.8
as_sintered,217.08542713567837,Ni-YSZ,-158.42671452614096,-133.39870016829866,-94.21335726307048,-128.67959065250335,56.05911100031556,109.8
as_sintered,221.10552763819095,Ni-YSZ,-131.55272780852167,-114.58690946596516,-80.77636390426083,-108.97200039291589,44.77293331104538,109.8
as_sintered,225.1256281407035,Ni-YSZ,-156.5883562027204,-132.1118493419043,-93.2941781013602,-127.33146121532832,55.28138913853942,109.8
as_sintered,229.14572864321605,Ni-YSZ,-144.61477642576634,-123.73034349803643,-87.30738821288317,-118.55083604556198,50.23409178137504,109.8
as_sintered,233.16582914572862,Ni-YSZ,-149.55730957208306,-127.19011670045815,-89.77865478604153,-122.17536035286089,52.313460827778535,109.8
as_sintered,237.1859296482412,Ni-YSZ,-161.40254117626273,-135.4817788233839,-95.70127058813137,-130.86186352925935,57.319419542177286,109.8
as_sintered,241.20603015075375,Ni-YSZ,-134.34241498618798,-116.53969049033158,-82.17120749309399,-111.01777098987118,45.93454317991113,109.8
as_sintered,245.2261306532663,Ni-YSZ,-151.09847752739793,-128.26893426917854,-90.54923876369897,-123.30555018675847,52.96307104609981,109.8
as_sintered,249.24623115577887,Ni-YSZ,-157.49348081954636,-132.74543657368247,-93.74674040977318,-127.99521926766732,55.66422059703683,109.8
as_sintered,253.26633165829145,Ni-YSZ,-161.90487027863892,-135.83340919504724,-95.95243513931946,-131.2302382043352,57.532325154964006,109.8
as_sintered,257.286432160804,Ni-YSZ,-143.44715318124236,-122.91300722686967,-86.72357659062118,-117.69457899957774,49.74379449279773,109.8
as_sintered,261.30653266331655,Ni-YSZ,-146.84382975631962,-125.29068082942374,-88.42191487815981,-120.18547515463437,51.171106444286416,109.8
as_sintered,265.3266331658291,Ni-YSZ,-142.41909812125616,-122.1933686848793,-86.20954906062808,-116.94067195558785,49.31241634509165,109.8
as_sintered,269.3467336683417,Ni-YSZ,-148.69218348229614,-126.58452843760729,-89.34609174114807,-121.54093455368384,51.94905285046071,109.8
as_sintered,273.36683417085425,Ni-YSZ,-134.44013838077,-116.608096866539,-82.220069190385,-111.08943481256468,45.97528563407621,109.8
as_sintered,277.3869346733668,Ni-YSZ,-146.44231722515198,-125.00962205760639,-88.22115861257599,-119.89103263177812,51.00222924040674,109.8
as_sintered,281.4070351758794,Ni-YSZ,-146.07236301653887,-124.7506541115772,-88.03618150826944,-119.61973287879516,50.84666229570902,109.8
as_sintered,285.42713567839195,Ni-YSZ,-146.69720302891662,-125.18804212024163,-88.34860151445831,-120.0779488878722,51.109430078192794,109.8
as_sintered,289.4472361809045,Ni-YSZ,-156.72462680950753,-132.20723876665528,-93.36231340475376,-127.43139299363885,55.33901563462135,109.8
as_sintered,293.46733668341705,Ni-YSZ,-143.6473186953639,-123.05312308675474,-86.82365934768195,-117.84136704326687,49.82781952507981,109.8
as_sintered,297.4874371859296,Ni-YSZ,-159.15733761928442,-133.91013633349908,-94.57866880964221,-129.21538092080857,56.368386421693074,109.8
as_sintered,301.5075376884422,Interface,175.6785789044704,152.97500523312928,107.8392894522352,145.49762452994497,59.811597077355394,147.25
as_sintered,305.52763819095475,Interface,203.57044400763326,172.49931080534327,121.78522200381663,165.95165893893105,71.50579228166467,147.25
as_sintered,309.5477386934673,Interface,201.19815751647428,170.838710261532,120.59907875823714,164.2119821787478,70.5050640304971,147.25
as_sintered,313.5678391959799,Interface,185.10291050917823,159.57203735642477,112.55145525458911,152.40880104006405,63.74352627795273,147.25
as_sintered,317.58793969849245,Interface,212.4888625118174,178.74220375827215,126.2444312559087,172.49183250866608,75.2760088520682,147.25
as_sintered,321.608040201005,YSZ,104.98547134958116,88.48982994470681,62.49273567479058,85.32267898969286,37.105172691720064,184.7
as_sintered,325.62814070351754,YSZ,98.48843683052053,83.94190578136437,59.244218415260264,80.55818700904838,34.363396265667156,184.7
as_sintered,329.6482412060301,YSZ,82.27486651968762,72.59240656378134,51.13743325984381,68.66823544777093,27.600775897441977,184.7
as_sintered,333.6683417085427,YSZ,87.78164123935717,76.44714886755003,53.890820619678586,72.70653690886192,29.88182042335698,184.7
as_sintered,337.68844221105525,YSZ,101.5927157709919,86.11490103969433,60.79635788549595,82.83465823206073,35.67165676716492,184.7
as_sintered,341.7085427135678,YSZ,109.50655505988631,91.65458854192042,64.75327752994315,88.63814037724995,39.02069382003491,184.7
as_sintered,345.7286432160804,YSZ,110.9848413287271,92.68938893010896,65.49242066436355,89.72221697439988,39.64819667539418,184.7
as_sintered,349.74874371859295,YSZ,115.21989816367628,95.6539287145734,67.60994908183814,92.82792532002928,41.44875876126882,184.7
as_sintered,353.7688442211055,YSZ,101.86967929911347,86.30877550937943,60.934839649556736,83.03776481934989,35.788541776011755,184.7
as_sintered,357.78894472361804,YSZ,92.60215756926164,79.82151029848315,56.30107878463082,76.24158221745853,31.892977002671365,184.7
as_sintered,361.8090452261306,YSZ,91.93317834656759,79.35322484259731,55.96658917328379,75.75099745414957,31.613173637354386,184.7
as_sintered,365.8291457286432,YSZ,85.56429790591703,74.89500853414192,52.782148952958515,71.08048513100583,28.961021947867856,184.7
as_sintered,369.84924623115575,YSZ,106.9809203878644,89.88664427150508,63.4904601939322,86.78600828443389,37.94992053798958,184.7
as_sintered,373.8693467336683,YSZ,110.66674518969927,92.4667216327895,65.33337259484964,89.48894647244613,39.513125403530196,184.7
as_sintered,377.8894472361809,YSZ,77.16179917766611,69.01325942436628,48.580899588833056,64.91865273028849,25.502429784892815,184.7
as_sintered,381.90954773869345,YSZ,106.32607751281637,89.42825425897146,63.163038756408184,86.30579017606533,37.67257550793062,184.7
as_sintered,385.929648241206,YSZ,102.0453644768754,86.43175513381279,61.0226822384377,83.1666006163753,35.86269817063469,184.7
as_sintered,389.94974874371854,YSZ,104.51666243644318,88.16166370551024,62.25833121822159,84.978885786725,36.90687723707306,184.7
as_sintered,393.9698492462311,YSZ,102.5711591776031,86.79981142432217,61.28557958880155,83.55218339690894,36.084695634679264,184.7
as_sintered,397.9899497487437,YSZ,115.07944830357089,95.55561381249962,67.53972415178544,92.72492875595198,41.3889813787674,184.7
as_sintered,402.01005025125625,YSZ,99.33219621633194,84.53253735143237,59.66609810816597,81.17694389197675,34.718648031591805,184.7
as_sintered,406.0301507537688,YSZ,111.24546973673218,92.87182881571252,65.6227348683661,89.9133444736036,39.75888415508606,184.7
as_sintered,410.0502512562814,YSZ,97.12909044695292,82.99036331286705,58.56454522347646,79.56133299443214,33.79162871630855,184.7
as_sintered,414.07035175879395,YSZ,76.52519433117125,68.56763603181987,48.262597165585625,64.45180917619224,25.242738916280736,184.7
as_sintered,418.0904522613065,YSZ,103.50199892656318,87.45139924859421,61.75099946328159,84.234799212813,36.477926581223436,184.7
as_sintered,422.11055276381904,YSZ,92.18044508603036,79.52631156022126,56.09022254301518,75.93232639642227,31.71656922584609,184.7
as_sintered,426.1306532663316,YSZ,111.79090183070353,93.25363128149247,65.89545091535177,90.3133280091826,39.99057918488051,184.7
as_sintered,430.1507537688442,YSZ,84.91280986623578,74.43896690636504,52.45640493311789,70.60272723523957,28.69104946179387,184.7
as_sintered,434.17085427135675,YSZ,91.76936288973096,79.23855402281167,55.88468144486548,75.63086611913603,31.544689708774147,184.7
as_sintered,438.1909547738693,YSZ,114.00379589449493,94.80265712614646,67.00189794724747,91.93611698929628,40.93131045769226,184.7
as_sintered,442.2110552763819,YSZ,97.42851668749475,83.19996168124632,58.714258343747375,79.78091223749614,33.9175120299548,184.7
as_sintered,446.23115577889445,YSZ,99.0591739878604,84.34142179150228,59.5295869939302,80.97672759109763,34.6036676065277,184.7
as_sintered,450.251256281407,YSZ,97.04153460821095,82.92907422574767,58.520767304105476,79.4971253793547,33.754825570018305,184.7
as_sintered,454.27135678391954,YSZ,77.6666245845916,69.36663720921412,48.8333122922958,65.2888580287005,25.708628126761457,184.7
as_sintered,458.2914572864321,YSZ,94.72593303001878,81.30815312101315,57.36296651500939,77.7990175553471,32.782617696613016,184.7
as_sintered,462.3115577889447,YSZ,103.81777986470455,87.67244590529319,61.908889932352274,84.46637190078333,36.61138948738356,184.7
as_sintered,466.33165829145725,YSZ,112.22789058084985,93.55952340659489,66.11394529042492,90.63378642595654,40.176259416052474,184.7
as_sintered,470.3517587939698,YSZ,104.66392104967771,88.2647447347744,62.331960524838856,85.08687543643032,36.96915716217292,184.7
as_sintered,474.3718592964824,YSZ,89.33309268249369,77.53316487774558,54.66654634124684,73.84426796716203,30.52777403218936,184.7
as_sintered,478.39195979899495,YSZ,84.83517585751565,74.38462310026095,52.417587928757825,70.54579562884481,28.65889647454141,184.7
as_sintered,482.4120603015075,YSZ,96.25596513451009,82.37917559415706,58.127982567255046,78.92104109864073,33.424756587178145,184.7
as_sintered,486.43216080402004,YSZ,111.3718951666545,92.96032661665814,65.68594758332725,90.00605645554663,39.81258227439875,184.7
as_sintered,490.4522613065326,YSZ,92.70966733071822,79.89676713150276,56.35483366535911,76.32042270919337,31.937963097819168,184.7
as_sintered,494.4723618090452,YSZ,91.23359755669861,78.86351828968903,55.616798778349306,75.23797154157897,31.320801269511193,184.7
as_sintered,498.49246231155774,YSZ,98.32296428819268,83.82607500173488,59.16148214409634,80.43684047800797,34.29375762102533,184.7
as_sintered,502.5125628140703,Interface,180.64606161377915,153.4522431296454,108.32303080688958,147.47377851677138,63.27230971647349,152.35
as_sintered,506.5326633165829,Interface,193.36900783356703,162.35830548349693,114.68450391678351,156.80393907794914,68.65022276984004,152.35
as_sintered,510.55276381909545,Interface,172.06781674596067,147.44747172217248,104.03390837298033,141.18306561370449,59.663688958476975,152.35
as_sintered,514.572864321608,Interface,180.4303059024278,153.30121413169945,108.2151529512139,147.3155576617804,63.18136136884953,152.35
as_sintered,518.5929648241206,Interface,170.60421580602048,146.42295106421435,103.30210790301024,140.10975825774835,59.04961645783532,152.35
as_sintered,522.6130653266331,LSM,-61.08698452883738,-54.76088917018617,-38.54349226441869,-51.463788654480744,20.139916687536846,120.0
as_sintered,526.6331658291457,LSM,-83.58255805523352,-70.50779063866347,-49.79127902761676,-67.96054257383791,29.512488328250868,120.0
as_sintered,530.6532663316582,LSM,-68.52715562089625,-59.96900893462737,-42.263577810448126,-56.91991412199059,23.200212126209248,120.0
as_sintered,534.6733668341708,LSM,-89.39751352715271,-74.5782594690069,-52.698756763576355,-72.22484325324531,31.977505198724888,120.0
as_sintered,538.6934673366834,LSM,-81.93345161441134,-69.35341613008794,-48.96672580720567,-66.75119785056832,28.81561595346712,120.0
as_sintered,542.7135678391959,LSM,-78.181680336606,-66.7271762356242,-47.090840168303,-63.99989891351107,27.23446071358079,120.0
as_sintered,546.7336683417085,LSM,-84.08665295115911,-70.86065706581138,-50.043326475579555,-68.33021216418335,29.72571527806465,120.0
as_sintered,550.7537688442211,LSM,-66.08005584567987,-58.25603909197591,-41.04002792283993,-55.12537428683191,22.18793903356797,120.0
as_sintered,554.7738693467336,LSM,-83.194091692421,-70.23586418469469,-49.5970458462105,-67.67566724110873,29.34823650701449,120.0
as_sintered,558.7939698492462,LSM,-87.0406450095873,-72.9284515067111,-51.52032250479365,-70.49647300703069,30.977050405662496,120.0
as_sintered,562.8140703517588,LSM,-84.05464520437127,-70.83825164305989,-50.027322602185635,-68.30673981653894,29.712173513435445,120.0
as_sintered,566.8341708542713,LSM,-91.12576048654415,-75.78803234058091,-53.562880243272076,-73.49222435679904,32.71217863883713,120.0
as_sintered,570.8542713567839,LSM,-75.01949783654682,-64.51364848558278,-45.50974891827341,-61.680965080134335,25.907010157185944,120.0
as_sintered,574.8743718592964,LSM,-80.07443278827637,-68.05210295179346,-48.037216394138184,-65.38791737806933,28.031369328823676,120.0
as_sintered,578.894472361809,LSM,-90.58506888731979,-75.40954822112386,-53.292534443659896,-73.09571718403451,32.48224015638569,120.0
as_sintered,582.9145728643216,LSM,-82.1622640445283,-69.51358483116981,-49.08113202226415,-66.91899363265408,28.91224229893865,120.0
as_sintered,586.9346733668341,LSM,-85.4238155620088,-71.79667089340616,-50.7119077810044,-69.31079807880646,30.291771565245874,120.0
as_sintered,590.9547738693467,LSM,-96.46238959881427,-79.52367271917,-56.231194799407135,-77.4057523724638,34.98577348122541,120.0
as_sintered,594.9748743718592,LSM,-82.52150068480486,-69.76505047936341,-49.26075034240243,-67.18243383552357,29.0639885364183,120.0
as_sintered,598.9949748743718,LSM,-76.64064429466218,-65.64845100626353,-46.32032214733109,-62.8698058160856,26.58690291849494,120.0
as_sintered,603.0150753768844,LSM,-96.80368181789274,-79.76257727252491,-56.40184090894637,-77.65603333312134,35.13141042149169,120.0
as_sintered,607.0351758793969,LSM,-76.9792159569285,-65.88545116984996,-46.48960797846425,-63.118091701747566,26.72907167239706,120.0
as_sintered,611.0552763819095,LSM,-81.3168129177755,-68.92176904244285,-48.65840645888775,-66.29899613970203,28.55531901676081,120.0
as_sintered,615.0753768844221,LSM,-77.75482950309134,-66.42838065216394,-46.87741475154567,-63.686874968933644,27.05497600219582,120.0
as_sintered,619.0954773869346,LSM,-95.93164561908215,-79.1521519333575,-55.96582280954107,-77.01654012066024,34.75934593336621,120.0
as_sintered,623.1155778894472,LSM,-74.81019281343094,-64.36713496940166,-45.40509640671547,-61.52747472984936,25.819334405390574,120.0
as_sintered,627.1356783919598,LSM,-78.40900481960819,-66.88630337372572,-47.20450240980409,-64.16660353437933,27.330083318916515,120.0
as_sintered,631.1557788944723,LSM,-93.564292511879,-77.4950047583153,-54.7821462559395,-75.28048117537793,33.75019124740525,120.0
as_sintered,635.1758793969849,LSM,-83.56489075101699,-70.49542352571189,-49.782445375508495,-67.9475865507458,29.505016971299497,120.0
as_sintered,639.1959798994974,LSM,-87.30692085555776,-73.11484459889044,-51.65346042777888,-70.69174196074236,31.089992598023343,120.0
as_sintered,643.21608040201,LSM,-69.92579966397412,-60.94805976478188,-42.96289983198706,-57.945586420247686,23.78091418402081,120.0
as_sintered,647.2361809045226,LSM,-85.24733639270546,-71.67313547489383,-50.62366819635273,-69.18138002131734,30.21702667899853,120.0
as_sintered,651.2562814070351,LSM,-66.72208169860735,-58.70545718902515,-41.36104084930368,-55.596193245645395,22.453033644179143,120.0
as_sintered,655.2763819095477,LSM,-83.36276424790726,-70.35393497353509,-49.68138212395363,-67.79936044846532,29.419547771747652,120.0
as_sintered,659.2964824120602,LSM,-96.84634145243389,-79.79243901670372,-56.423170726216945,-77.68731706511818,35.14961607387083,120.0
as_sintered,663.3165829145728,LSM,-71.99275667704981,-62.39492967393486,-43.996378338524906,-59.46135489650319,24.641653500701455,120.0
as_sintered,667.3366834170854,LSM,-94.4738240896456,-78.13167686275192,-55.2369120448228,-75.94747099907345,34.137745230660116,120.0
as_sintered,671.3567839195979,LSM,-78.19157428762482,-66.73410200133738,-47.09578714381241,-64.00715447759153,27.238622025789223,120.0
as_sintered,675.3768844221105,LSM,-90.9770041383921,-75.68390289687447,-53.48850206919605,-73.38313636815421,32.64890925342478,120.0
as_sintered,679.3969849246231,LSM,-63.00897323165955,-56.10628126216169,-39.50448661582978,-52.87324703655034,20.9251957335943,120.0
as_sintered,683.4170854271356,LSM,-77.84806494675738,-66.49364546273016,-46.92403247337869,-63.755247627622076,27.09417260950065,120.0
as_sintered,687.4371859296482,LSM,-89.990657453865,-74.99346021770549,-52.9953287269325,-72.65981546616767,32.229552134953764,120.0
as_sintered,691.4572864321608,LSM,-75.1507750695291,-64.60554254867037,-45.57538753476455,-61.77723505098802,25.962013371498827,120.0
as_sintered,695.4773869346733,LSM,-64.7326518651146,-57.312856305580226,-40.3663259325573,-54.137278034417385,21.63280029585501,120.0
as_sintered,699.4974874371859,LSM,-88.71433637652927,-74.10003546357049,-52.35716818826464,-71.72384667612147,31.687329859076453,120.0
as_sintered,703.5175879396984,LSM,-76.74165649534119,-65.71915954673884,-46.370828247670595,-62.94388142991687,26.62931252858359,120.0
as_sintered,707.537688442211,LSM,-81.14757780951228,-68.8033044666586,-48.57378890475614,-66.17489039364234,28.48390868406192,120.0
as_sintered,711.5577889447236,LSM,-71.56558073246168,-62.09590651272318,-43.78279036623084,-59.148092537138574,24.463527887007913,120.0
as_sintered,715.5778894472361,LSM,-59.23125704862424,-53.461879934036965,-37.615628524312115,-50.102921835657774,19.385881364173077,120.0
as_sintered,719.5979899497487,LSM,-81.17062753525614,-68.8194392746793,-48.58531376762807,-66.19179352585451,28.493634024270087,120.0
as_sintered,723.6180904522612,LSM,-84.95835896199476,-71.47085127339633,-50.47917948099738,-68.96946323879617,30.09465871190958,120.0
as_sintered,727.6381909547738,LSM,-82.92494157251377,-70.04745910075964,-49.46247078625689,-67.47829048651009,29.23446809709085,120.0
as_sintered,731.6582914572864,LSM,-69.06448508211895,-60.34513955748327,-42.532242541059475,-57.31395572688723,23.42313152370227,120.0
as_sintered,735.6783919597989,LSM,-87.57424068174267,-73.30196847721986,-51.78712034087133,-70.88777649994462,31.20340066805332,120.0
as_sintered,739.6984924623115,LSM,-64.39569905223992,-57.07698933656795,-40.19784952611996,-53.89017930497594,21.49424102325627,120.0
as_sintered,743.7185929648241,LSM,-78.99879036878127,-67.29915325814689,-47.499395184390636,-64.59911293710626,27.578286978003376,120.0
as_sintered,747.7386934673366,LSM,-102.0126425538935,-83.40884978772544,-59.00632127694675,-81.47593787285523,37.35724944894804,120.0
as_sintered,751.7587939698492,LSM,-92.77199876182408,-76.94039913327686,-54.38599938091204,-74.699465758671,33.412762856874544,120.0
as_sintered,755.7788944723618,LSM,-99.87887411721704,-81.91521188205193,-57.93943705860852,-79.91117435262584,36.44480292220378,120.0
as_sintered,759.7989949748743,LSM,-53.388558646799126,-49.37199105275939,-34.69427932339956,-45.818276340986024,17.04470762830741,120.0
as_sintered,763.8190954773869,LSM,-81.04450190093317,-68.73115133065322,-48.522250950466585,-66.09930139401764,28.440420739926175,120.0
as_sintered,767.8391959798994,LSM,-62.20887919569586,-55.5462154369871,-39.10443959784793,-52.286511410176956,20.597793695402366,120.0
as_sintered,771.859296482412,LSM,-89.13585103125209,-74.39509572187646,-52.567925515626044,-72.03295742291819,31.866349044249528,120.0
as_sintered,775.8793969849246,LSM,-86.90544173876377,-72.83380921713464,-51.452720869381885,-70.39732394176009,30.919712141290102,120.0
as_sintered,779.8994974874371,LSM,-92.85684737207514,-76.9997931604526,-54.42842368603757,-74.76168807285511,33.44889112672126,120.0
as_sintered,783.9195979899497,LSM,-85.93206058858213,-72.15244241200749,-50.966030294291066,-69.68351109829356,30.507091061384305,120.0
as_sintered,787.9396984924622,LSM,-74.0801156460511,-63.85608095223577,-45.04005782302555,-60.99208480710414,25.513707788010553,120.0
as_sintered,791.9597989949748,LSM,-76.2033089772631,-65.34231628408418,-46.10165448863155,-62.54909324999295,26.403350465056782,120.0
as_sintered,795.9798994974874,LSM,-67.11184323094975,-58.97829026166482,-41.55592161547487,-55.88201836936315,22.6141409605163,120.0
as_sintered,800.0,LSM,-80.5961633727324,-68.41731436091268,-48.2980816863662,-65.77051980667044,28.251318263794566,120.0
after_thermal_cycling,0.0,Ni-YSZ,-202.99798221771755,-175.84858755240228,-123.99899110885877,-167.61518695965952,69.5208992975095,109.8
after_thermal_cycling,4.0201005025125625,Ni-YSZ,-222.63442833264585,-189.5940998328521,-133.81721416632294,-182.0152474439403,77.75352665409403,109.8
after_thermal_cycling,8.040201005025125,Ni-YSZ,-214.11620546901878,-183.63134382831316,-129.5581027345094,-175.76855067728044,74.17315865493877,109.8
after_thermal_cycling,12.060301507537687,Ni-YSZ,-216.61809429974818,-185.38266600982374,-130.8090471498741,-177.60326915314866,75.2234153329114,109.8
after_thermal_cycling,16.08040201005025,Ni-YSZ,-241.54990407475427,-202.83493285232797,-143.27495203737712,-195.88659632148645,85.74440655045491,109.8
after_thermal_cycling,20.100502512562812,Ni-YSZ,-209.98124454109708,-180.73687117876796,-127.49062227054854,-172.73624599680454,72.4399722485234,109.8
