rubber_id,wavenumber_cm_1,absorbance_AU
CR_1_4mm,3592,0.0578
CR_1_4mm,3588,0.0548
CR_1_4mm,3584,0.0501
CR_1_4mm,3580,0.0421
CR_1_4mm,3576,0.0457
CR_1_4mm,3572,0.0558
CR_1_4mm,3568,0.0482
CR_1_4mm,3564,0.0417
CR_1_4mm,3560,0.0572
CR_1_4mm,3556,0.0424
CR_1_4mm,3552,0.055
CR_1_4mm,3548,0.0479
CR_1_4mm,3544,0.0544
CR_1_4mm,3540,0.049
CR_1_4mm,3536,0.0431
CR_1_4mm,3532,0.0548
CR_1_4mm,3528,0.0473
CR_1_4mm,3524,0.0417
CR_1_4mm,3520,0.057
CR_1_4mm,3516,0.0401
CR_1_4mm,3512,0.0507
CR_1_4mm,3508,0.0553
CR_1_4mm,3504,0.0449
CR_1_4mm,3500,0.0515
CR_1_4mm,3496,0.0523
CR_1_4mm,3492,0.045
CR_1_4mm,3488,0.0485
CR_1_4mm,3484,0.0522
CR_1_4mm,3480,0.0429
CR_1_4mm,3476,0.0436
CR_1_4mm,3472,0.0535
CR_1_4mm,3468,0.0598
CR_1_4mm,3464,0.0526
CR_1_4mm,3460,0.0514
CR_1_4mm,3456,0.0573
CR_1_4mm,3452,0.0437
CR_1_4mm,3448,0.0559
CR_1_4mm,3444,0.0451
CR_1_4mm,3440,0.0432
CR_1_4mm,3436,0.0524
CR_1_4mm,3432,0.0595
CR_1_4mm,3428,0.0412
CR_1_4mm,3424,0.0435
CR_1_4mm,3420,0.0534
CR_1_4mm,3416,0.0587
CR_1_4mm,3412,0.0582
CR_1_4mm,3408,0.0557
CR_1_4mm,3404,0.0414
CR_1_4mm,3400,0.0429
CR_1_4mm,3396,0.0547
CR_1_4mm,3392,0.0411
CR_1_4mm,3388,0.0529
CR_1_4mm,3384,0.0556
CR_1_4mm,3380,0.0495
CR_1_4mm,3376,0.0452
CR_1_4mm,3372,0.0516
CR_1_4mm,3368,0.0495
CR_1_4mm,3364,0.0494
CR_1_4mm,3360,0.06
CR_1_4mm,3356,0.0437
CR_1_4mm,3352,0.0572
CR_1_4mm,3348,0.0498
CR_1_4mm,3344,0.0529
CR_1_4mm,3340,0.0522
CR_1_4mm,3336,0.045
CR_1_4mm,3332,0.0584
CR_1_4mm,3328,0.0426
CR_1_4mm,3324,0.042
CR_1_4mm,3320,0.0511
CR_1_4mm,3316,0.0521
CR_1_4mm,3312,0.0561
CR_1_4mm,3308,0.0544
CR_1_4mm,3304,0.059
CR_1_4mm,3300,0.0528
CR_1_4mm,3296,0.0414
CR_1_4mm,3292,0.0514
CR_1_4mm,3288,0.0568
CR_1_4mm,3284,0.0526
CR_1_4mm,3280,0.0577
CR_1_4mm,3276,0.0558
CR_1_4mm,3272,0.0589
CR_1_4mm,3268,0.0498
CR_1_4mm,3264,0.043
CR_1_4mm,3260,0.0419
CR_1_4mm,3256,0.0503
CR_1_4mm,3252,0.0502
CR_1_4mm,3248,0.0422
CR_1_4mm,3244,0.047
CR_1_4mm,3240,0.0488
CR_1_4mm,3236,0.0444
CR_1_4mm,3232,0.0541
CR_1_4mm,3228,0.0518
CR_1_4mm,3224,0.0542
CR_1_4mm,3220,0.0514
CR_1_4mm,3216,0.0492
CR_1_4mm,3212,0.0407
CR_1_4mm,3208,0.0578
CR_1_4mm,3204,0.0454
CR_1_4mm,3200,0.0595
CR_1_4mm,3196,0.0435
CR_1_4mm,3192,0.0599
CR_1_4mm,3188,0.0576
CR_1_4mm,3184,0.0456
CR_1_4mm,3180,0.0597
CR_1_4mm,3176,0.0415
CR_1_4mm,3172,0.0491
CR_1_4mm,3168,0.0404
CR_1_4mm,3164,0.0426
CR_1_4mm,3160,0.0553
CR_1_4mm,3156,0.0592
CR_1_4mm,3152,0.0523
CR_1_4mm,3148,0.0518
CR_1_4mm,3144,0.0408
CR_1_4mm,3140,0.054
CR_1_4mm,3136,0.0502
CR_1_4mm,3132,0.0472
CR_1_4mm,3128,0.0457
CR_1_4mm,3124,0.052
CR_1_4mm,3120,0.0411
CR_1_4mm,3116,0.0591
CR_1_4mm,3112,0.0571
CR_1_4mm,3108,0.0552
CR_1_4mm,3104,0.0415
CR_1_4mm,3100,0.0489
CR_1_4mm,3096,0.0421
CR_1_4mm,3092,0.0592
CR_1_4mm,3088,0.0454
CR_1_4mm,3084,0.0411
CR_1_4mm,3080,0.0463
CR_1_4mm,3076,0.0465
CR_1_4mm,3072,0.0459
CR_1_4mm,3068,0.053
CR_1_4mm,3064,0.053
CR_1_4mm,3060,0.0439
CR_1_4mm,3056,0.0588
CR_1_4mm,3052,0.0568
CR_1_4mm,3048,0.0425
CR_1_4mm,3044,0.0578
CR_1_4mm,3040,0.0426
CR_1_4mm,3036,0.0438
CR_1_4mm,3032,0.0581
CR_1_4mm,3028,0.0428
CR_1_4mm,3024,0.06
CR_1_4mm,3020,0.0449
CR_1_4mm,3016,0.0446
CR_1_4mm,3012,0.0481
CR_1_4mm,3008,0.0642
CR_1_4mm,3004,0.0575
CR_1_4mm,3000,0.067
CR_1_4mm,2996,0.0611
CR_1_4mm,2992,0.083
CR_1_4mm,2988,0.0836
CR_1_4mm,2984,0.1123
CR_1_4mm,2980,0.1195
CR_1_4mm,2976,0.1477
CR_1_4mm,2972,0.1962
CR_1_4mm,2968,0.2424
CR_1_4mm,2964,0.2923
CR_1_4mm,2960,0.3463
CR_1_4mm,2956,0.4076
CR_1_4mm,2952,0.4814
CR_1_4mm,2948,0.551
CR_1_4mm,2944,0.6409
CR_1_4mm,2940,0.7129
CR_1_4mm,2936,0.7772
CR_1_4mm,2932,0.8376
CR_1_4mm,2928,0.9067
CR_1_4mm,2924,0.9419
CR_1_4mm,2920,0.9569
CR_1_4mm,2916,0.9717
CR_1_4mm,2912,0.9635
CR_1_4mm,2908,0.935
CR_1_4mm,2904,0.8937
CR_1_4mm,2900,0.8631
CR_1_4mm,2896,0.8271
CR_1_4mm,2892,0.7901
CR_1_4mm,2888,0.7547
CR_1_4mm,2884,0.7418
CR_1_4mm,2880,0.7369
CR_1_4mm,2876,0.7323
CR_1_4mm,2872,0.7495
CR_1_4mm,2868,0.7707
CR_1_4mm,2864,0.7881
CR_1_4mm,2860,0.7914
CR_1_4mm,2856,0.8126
CR_1_4mm,2852,0.7991
CR_1_4mm,2848,0.7794
CR_1_4mm,2844,0.746
CR_1_4mm,2840,0.716
CR_1_4mm,2836,0.6543
CR_1_4mm,2832,0.5813
CR_1_4mm,2828,0.5152
CR_1_4mm,2824,0.437
CR_1_4mm,2820,0.3671
CR_1_4mm,2816,0.3041
CR_1_4mm,2812,0.2483
CR_1_4mm,2808,0.2081
CR_1_4mm,2804,0.1582
CR_1_4mm,2800,0.122
CR_1_4mm,2796,0.1156
CR_1_4mm,2792,0.0894
CR_1_4mm,2788,0.082
CR_1_4mm,2784,0.0642
CR_1_4mm,2780,0.0567
CR_1_4mm,2776,0.0465
CR_1_4mm,2772,0.0604
CR_1_4mm,2768,0.0608
CR_1_4mm,2764,0.0592
CR_1_4mm,2760,0.0478
CR_1_4mm,2756,0.0472
CR_1_4mm,2752,0.045
CR_1_4mm,2748,0.0501
CR_1_4mm,2744,0.0505
CR_1_4mm,2740,0.0483
CR_1_4mm,2736,0.0426
CR_1_4mm,2732,0.044
CR_1_4mm,2728,0.0442
CR_1_4mm,2724,0.0579
CR_1_4mm,2720,0.0498
CR_1_4mm,2716,0.0567
CR_1_4mm,2712,0.0591
CR_1_4mm,2708,0.0588
CR_1_4mm,2704,0.0457
CR_1_4mm,2700,0.0514
CR_1_4mm,2696,0.0521
CR_1_4mm,2692,0.0564
CR_1_4mm,2688,0.0591
CR_1_4mm,2684,0.0448
CR_1_4mm,2680,0.055
CR_1_4mm,2676,0.0567
CR_1_4mm,2672,0.0446
CR_1_4mm,2668,0.0525
CR_1_4mm,2664,0.0516
CR_1_4mm,2660,0.0421
CR_1_4mm,2656,0.0422
CR_1_4mm,2652,0.0492
CR_1_4mm,2648,0.0541
CR_1_4mm,2644,0.0448
CR_1_4mm,2640,0.0473
CR_1_4mm,2636,0.0425
CR_1_4mm,2632,0.0553
CR_1_4mm,2628,0.0595
CR_1_4mm,2624,0.0465
CR_1_4mm,2620,0.046
CR_1_4mm,2616,0.0493
CR_1_4mm,2612,0.0542
CR_1_4mm,2608,0.0578
CR_1_4mm,2604,0.0413
CR_1_4mm,2600,0.0596
CR_1_4mm,2596,0.0421
CR_1_4mm,2592,0.0478
CR_1_4mm,2588,0.0514
CR_1_4mm,2584,0.0405
CR_1_4mm,2580,0.0425
CR_1_4mm,2576,0.042
CR_1_4mm,2572,0.0516
CR_1_4mm,2568,0.0455
CR_1_4mm,2564,0.0552
CR_1_4mm,2560,0.0483
CR_1_4mm,2556,0.0577
CR_1_4mm,2552,0.0461
CR_1_4mm,2548,0.0402
CR_1_4mm,2544,0.0473
CR_1_4mm,2540,0.0524
CR_1_4mm,2536,0.0435
CR_1_4mm,2532,0.0543
CR_1_4mm,2528,0.0513
CR_1_4mm,2524,0.046
CR_1_4mm,2520,0.0577
CR_1_4mm,2516,0.0413
CR_1_4mm,2512,0.0442
CR_1_4mm,2508,0.0492
CR_1_4mm,2504,0.0543
CR_1_4mm,2500,0.0527
CR_1_4mm,2496,0.0449
CR_1_4mm,2492,0.0508
CR_1_4mm,2488,0.0561
CR_1_4mm,2484,0.0411
CR_1_4mm,2480,0.0553
CR_1_4mm,2476,0.0532
CR_1_4mm,2472,0.0405
CR_1_4mm,2468,0.0414
CR_1_4mm,2464,0.0475
CR_1_4mm,2460,0.0547
CR_1_4mm,2456,0.0494
CR_1_4mm,2452,0.0557
CR_1_4mm,2448,0.0469
CR_1_4mm,2444,0.043
CR_1_4mm,2440,0.0418
CR_1_4mm,2436,0.0546
CR_1_4mm,2432,0.0429
CR_1_4mm,2428,0.0505
CR_1_4mm,2424,0.0581
CR_1_4mm,2420,0.0573
CR_1_4mm,2416,0.058
CR_1_4mm,2412,0.0557
CR_1_4mm,2408,0.0512
CR_1_4mm,2404,0.0503
CR_1_4mm,2400,0.0412
CR_1_4mm,2396,0.0416
CR_1_4mm,2392,0.0436
CR_1_4mm,2388,0.0579
CR_1_4mm,2384,0.0561
CR_1_4mm,2380,0.0516
CR_1_4mm,2376,0.0538
CR_1_4mm,2372,0.0526
CR_1_4mm,2368,0.056
CR_1_4mm,2364,0.044
CR_1_4mm,2360,0.0406
CR_1_4mm,2356,0.0587
CR_1_4mm,2352,0.0591
CR_1_4mm,2348,0.0566
CR_1_4mm,2344,0.0489
CR_1_4mm,2340,0.0542
CR_1_4mm,2336,0.0486
CR_1_4mm,2332,0.057
CR_1_4mm,2328,0.0505
CR_1_4mm,2324,0.0431
CR_1_4mm,2320,0.0559
CR_1_4mm,2316,0.042
CR_1_4mm,2312,0.045
CR_1_4mm,2308,0.0527
CR_1_4mm,2304,0.0404
CR_1_4mm,2300,0.0515
CR_1_4mm,2296,0.0437
CR_1_4mm,2292,0.0435
CR_1_4mm,2288,0.046
CR_1_4mm,2284,0.0497
CR_1_4mm,2280,0.0443
CR_1_4mm,2276,0.0446
CR_1_4mm,2272,0.0495
CR_1_4mm,2268,0.053
CR_1_4mm,2264,0.0592
CR_1_4mm,2260,0.0529
CR_1_4mm,2256,0.0485
CR_1_4mm,2252,0.044
CR_1_4mm,2248,0.0533
CR_1_4mm,2244,0.0469
CR_1_4mm,2240,0.05
CR_1_4mm,2236,0.0539
CR_1_4mm,2232,0.0428
CR_1_4mm,2228,0.0476
CR_1_4mm,2224,0.054
CR_1_4mm,2220,0.0549
CR_1_4mm,2216,0.051
CR_1_4mm,2212,0.0556
CR_1_4mm,2208,0.0455
CR_1_4mm,2204,0.0483
CR_1_4mm,2200,0.0577
CR_1_4mm,2196,0.053
CR_1_4mm,2192,0.042
CR_1_4mm,2188,0.0401
CR_1_4mm,2184,0.0553
CR_1_4mm,2180,0.0525
CR_1_4mm,2176,0.0461
CR_1_4mm,2172,0.056
CR_1_4mm,2168,0.0542
CR_1_4mm,2164,0.0474
CR_1_4mm,2160,0.0529
CR_1_4mm,2156,0.0424
CR_1_4mm,2152,0.0405
CR_1_4mm,2148,0.0523
CR_1_4mm,2144,0.0555
CR_1_4mm,2140,0.0405
CR_1_4mm,2136,0.0499
CR_1_4mm,2132,0.0417
CR_1_4mm,2128,0.0571
CR_1_4mm,2124,0.0513
CR_1_4mm,2120,0.0544
CR_1_4mm,2116,0.0566
CR_1_4mm,2112,0.0418
CR_1_4mm,2108,0.0588
CR_1_4mm,2104,0.0499
CR_1_4mm,2100,0.0593
CR_1_4mm,2096,0.0504
CR_1_4mm,2092,0.0535
CR_1_4mm,2088,0.0428
CR_1_4mm,2084,0.0482
CR_1_4mm,2080,0.0437
CR_1_4mm,2076,0.0454
CR_1_4mm,2072,0.0555
CR_1_4mm,2068,0.0558
CR_1_4mm,2064,0.044
CR_1_4mm,2060,0.0494
CR_1_4mm,2056,0.0432
CR_1_4mm,2052,0.0405
CR_1_4mm,2048,0.0461
CR_1_4mm,2044,0.0448
CR_1_4mm,2040,0.0456
CR_1_4mm,2036,0.0579
CR_1_4mm,2032,0.056
CR_1_4mm,2028,0.0434
CR_1_4mm,2024,0.053
CR_1_4mm,2020,0.0408
CR_1_4mm,2016,0.0599
CR_1_4mm,2012,0.0595
CR_1_4mm,2008,0.0595
CR_1_4mm,2004,0.0483
CR_1_4mm,2000,0.05
CR_1_4mm,1996,0.0507
CR_1_4mm,1992,0.055
CR_1_4mm,1988,0.0498
CR_1_4mm,1984,0.05
CR_1_4mm,1980,0.0524
CR_1_4mm,1976,0.0448
CR_1_4mm,1972,0.049
CR_1_4mm,1968,0.0437
CR_1_4mm,1964,0.0463
CR_1_4mm,1960,0.0599
CR_1_4mm,1956,0.0509
CR_1_4mm,1952,0.046
CR_1_4mm,1948,0.0515
CR_1_4mm,1944,0.0443
CR_1_4mm,1940,0.0504
CR_1_4mm,1936,0.0443
CR_1_4mm,1932,0.0414
CR_1_4mm,1928,0.0499
CR_1_4mm,1924,0.051
CR_1_4mm,1920,0.0589
CR_1_4mm,1916,0.0525
CR_1_4mm,1912,0.0407
CR_1_4mm,1908,0.0496
CR_1_4mm,1904,0.0436
CR_1_4mm,1900,0.0423
CR_1_4mm,1896,0.0423
CR_1_4mm,1892,0.0437
CR_1_4mm,1888,0.0468
CR_1_4mm,1884,0.0423
CR_1_4mm,1880,0.0594
CR_1_4mm,1876,0.0452
CR_1_4mm,1872,0.0416
CR_1_4mm,1868,0.0589
CR_1_4mm,1864,0.0547
CR_1_4mm,1860,0.0581
CR_1_4mm,1856,0.0524
CR_1_4mm,1852,0.0483
CR_1_4mm,1848,0.0401
CR_1_4mm,1844,0.0487
CR_1_4mm,1840,0.0546
CR_1_4mm,1836,0.0519
CR_1_4mm,1832,0.0573
CR_1_4mm,1828,0.0512
CR_1_4mm,1824,0.0502
CR_1_4mm,1820,0.0438
CR_1_4mm,1816,0.0441
CR_1_4mm,1812,0.0466
CR_1_4mm,1808,0.0478
CR_1_4mm,1804,0.0504
CR_1_4mm,1800,0.0533
CR_1_4mm,1796,0.0539
CR_1_4mm,1792,0.0437
CR_1_4mm,1788,0.0502
CR_1_4mm,1784,0.0411
CR_1_4mm,1780,0.0516
CR_1_4mm,1776,0.0415
CR_1_4mm,1772,0.0523
CR_1_4mm,1768,0.0462
CR_1_4mm,1764,0.0568
CR_1_4mm,1760,0.0561
CR_1_4mm,1756,0.0497
CR_1_4mm,1752,0.0453
CR_1_4mm,1748,0.0593
CR_1_4mm,1744,0.051
CR_1_4mm,1740,0.0433
CR_1_4mm,1736,0.0579
CR_1_4mm,1732,0.0429
CR_1_4mm,1728,0.0565
CR_1_4mm,1724,0.0493
CR_1_4mm,1720,0.0695
CR_1_4mm,1716,0.0797
CR_1_4mm,1712,0.0913
CR_1_4mm,1708,0.1104
CR_1_4mm,1704,0.1324
CR_1_4mm,1700,0.162
CR_1_4mm,1696,0.2161
CR_1_4mm,1692,0.2832
CR_1_4mm,1688,0.3493
CR_1_4mm,1684,0.4233
CR_1_4mm,1680,0.4869
CR_1_4mm,1676,0.5554
CR_1_4mm,1672,0.6136
CR_1_4mm,1668,0.6299
CR_1_4mm,1664,0.6402
CR_1_4mm,1660,0.6433
CR_1_4mm,1656,0.5954
CR_1_4mm,1652,0.5552
CR_1_4mm,1648,0.4861
CR_1_4mm,1644,0.4102
CR_1_4mm,1640,0.3343
CR_1_4mm,1636,0.2816
CR_1_4mm,1632,0.2132
CR_1_4mm,1628,0.16
CR_1_4mm,1624,0.133
CR_1_4mm,1620,0.1105
CR_1_4mm,1616,0.0801
CR_1_4mm,1612,0.0733
CR_1_4mm,1608,0.0525
CR_1_4mm,1604,0.0629
CR_1_4mm,1600,0.0614
CR_1_4mm,1596,0.0596
CR_1_4mm,1592,0.0457
CR_1_4mm,1588,0.0509
CR_1_4mm,1584,0.0439
CR_1_4mm,1580,0.0472
CR_1_4mm,1576,0.0561
CR_1_4mm,1572,0.0506
CR_1_4mm,1568,0.0401
CR_1_4mm,1564,0.0412
CR_1_4mm,1560,0.0502
CR_1_4mm,1556,0.0447
CR_1_4mm,1552,0.0466
CR_1_4mm,1548,0.0425
CR_1_4mm,1544,0.0466
CR_1_4mm,1540,0.0532
CR_1_4mm,1536,0.0596
CR_1_4mm,1532,0.0486
CR_1_4mm,1528,0.0563
CR_1_4mm,1524,0.0552
CR_1_4mm,1520,0.0516
CR_1_4mm,1516,0.0504
CR_1_4mm,1512,0.0617
CR_1_4mm,1508,0.0672
CR_1_4mm,1504,0.0896
CR_1_4mm,1500,0.1072
CR_1_4mm,1496,0.1385
CR_1_4mm,1492,0.1854
CR_1_4mm,1488,0.2362
CR_1_4mm,1484,0.2897
CR_1_4mm,1480,0.3607
CR_1_4mm,1476,0.4572
CR_1_4mm,1472,0.543
CR_1_4mm,1468,0.6168
CR_1_4mm,1464,0.7073
CR_1_4mm,1460,0.7669
CR_1_4mm,1456,0.8131
CR_1_4mm,1452,0.8526
CR_1_4mm,1448,0.8494
CR_1_4mm,1444,0.8157
CR_1_4mm,1440,0.7826
CR_1_4mm,1436,0.7255
CR_1_4mm,1432,0.646
CR_1_4mm,1428,0.5629
CR_1_4mm,1424,0.5048
CR_1_4mm,1420,0.4448
CR_1_4mm,1416,0.3965
CR_1_4mm,1412,0.3773
CR_1_4mm,1408,0.3646
CR_1_4mm,1404,0.3821
CR_1_4mm,1400,0.4301
CR_1_4mm,1396,0.4754
CR_1_4mm,1392,0.5127
CR_1_4mm,1388,0.5723
CR_1_4mm,1384,0.6054
CR_1_4mm,1380,0.6391
CR_1_4mm,1376,0.6498
CR_1_4mm,1372,0.6436
CR_1_4mm,1368,0.6188
CR_1_4mm,1364,0.5871
CR_1_4mm,1360,0.5324
CR_1_4mm,1356,0.4706
CR_1_4mm,1352,0.3985
CR_1_4mm,1348,0.3333
CR_1_4mm,1344,0.2783
CR_1_4mm,1340,0.2279
CR_1_4mm,1336,0.1718
CR_1_4mm,1332,0.1388
CR_1_4mm,1328,0.1142
CR_1_4mm,1324,0.086
CR_1_4mm,1320,0.0823
CR_1_4mm,1316,0.0692
CR_1_4mm,1312,0.0619
CR_1_4mm,1308,0.0599
CR_1_4mm,1304,0.0512
CR_1_4mm,1300,0.0511
CR_1_4mm,1296,0.0475
CR_1_4mm,1292,0.0578
CR_1_4mm,1288,0.0531
CR_1_4mm,1284,0.0557
CR_1_4mm,1280,0.0463
CR_1_4mm,1276,0.0564
CR_1_4mm,1272,0.0593
CR_1_4mm,1268,0.0465
CR_1_4mm,1264,0.0472
CR_1_4mm,1260,0.0499
CR_1_4mm,1256,0.0544
CR_1_4mm,1252,0.0433
CR_1_4mm,1248,0.0535
CR_1_4mm,1244,0.049
CR_1_4mm,1240,0.0583
CR_1_4mm,1236,0.0567
CR_1_4mm,1232,0.0477
CR_1_4mm,1228,0.0501
CR_1_4mm,1224,0.0574
CR_1_4mm,1220,0.0544
CR_1_4mm,1216,0.0462
CR_1_4mm,1212,0.0414
CR_1_4mm,1208,0.0575
CR_1_4mm,1204,0.0458
CR_1_4mm,1200,0.0544
CR_1_4mm,1196,0.0543
CR_1_4mm,1192,0.043
CR_1_4mm,1188,0.0572
CR_1_4mm,1184,0.0527
CR_1_4mm,1180,0.0599
CR_1_4mm,1176,0.0469
CR_1_4mm,1172,0.0438
CR_1_4mm,1168,0.0552
CR_1_4mm,1164,0.0463
CR_1_4mm,1160,0.0434
CR_1_4mm,1156,0.0592
CR_1_4mm,1152,0.0425
CR_1_4mm,1148,0.0445
CR_1_4mm,1144,0.0593
CR_1_4mm,1140,0.0542
CR_1_4mm,1136,0.0444
CR_1_4mm,1132,0.0442
CR_1_4mm,1128,0.0461
CR_1_4mm,1124,0.0464
CR_1_4mm,1120,0.0523
CR_1_4mm,1116,0.0423
CR_1_4mm,1112,0.0599
CR_1_4mm,1108,0.0503
CR_1_4mm,1104,0.0432
CR_1_4mm,1100,0.054
CR_1_4mm,1096,0.0434
CR_1_4mm,1092,0.0444
CR_1_4mm,1088,0.0554
CR_1_4mm,1084,0.0427
CR_1_4mm,1080,0.0527
CR_1_4mm,1076,0.0538
CR_1_4mm,1072,0.0517
CR_1_4mm,1068,0.0423
CR_1_4mm,1064,0.0417
CR_1_4mm,1060,0.048
CR_1_4mm,1056,0.0525
CR_1_4mm,1052,0.0413
CR_1_4mm,1048,0.0495
CR_1_4mm,1044,0.0585
CR_1_4mm,1040,0.0589
CR_1_4mm,1036,0.0494
CR_1_4mm,1032,0.0526
CR_1_4mm,1028,0.0608
CR_1_4mm,1024,0.0494
CR_1_4mm,1020,0.0723
CR_1_4mm,1016,0.0845
CR_1_4mm,1012,0.0886
CR_1_4mm,1008,0.1219
CR_1_4mm,1004,0.1774
CR_1_4mm,1000,0.2147
CR_1_4mm,996,0.3046
CR_1_4mm,992,0.3823
CR_1_4mm,988,0.4809
CR_1_4mm,984,0.5601
CR_1_4mm,980,0.6428
CR_1_4mm,976,0.7127
CR_1_4mm,972,0.7479
CR_1_4mm,968,0.7542
CR_1_4mm,964,0.7085
CR_1_4mm,960,0.649
CR_1_4mm,956,0.5675
CR_1_4mm,952,0.48
CR_1_4mm,948,0.3838
CR_1_4mm,944,0.3054
CR_1_4mm,940,0.2242
CR_1_4mm,936,0.1598
CR_1_4mm,932,0.129
CR_1_4mm,928,0.0959
CR_1_4mm,924,0.0736
CR_1_4mm,920,0.0698
CR_1_4mm,916,0.0604
CR_1_4mm,912,0.0605
CR_1_4mm,908,0.0477
CR_1_4mm,904,0.056
CR_1_4mm,900,0.0411
CR_1_4mm,896,0.0484
CR_1_4mm,892,0.0425
CR_1_4mm,888,0.0498
CR_1_4mm,884,0.0585
CR_1_4mm,880,0.0629
CR_1_4mm,876,0.0688
CR_1_4mm,872,0.0882
CR_1_4mm,868,0.1093
CR_1_4mm,864,0.1486
CR_1_4mm,860,0.2037
CR_1_4mm,856,0.2625
CR_1_4mm,852,0.3348
CR_1_4mm,848,0.4182
CR_1_4mm,844,0.4671
CR_1_4mm,840,0.5211
CR_1_4mm,836,0.5555
CR_1_4mm,832,0.5469
CR_1_4mm,828,0.4976
CR_1_4mm,824,0.4353
CR_1_4mm,820,0.3721
CR_1_4mm,816,0.2877
CR_1_4mm,812,0.2372
CR_1_4mm,808,0.1689
CR_1_4mm,804,0.1314
CR_1_4mm,800,0.0935
CR_1_4mm,796,0.0763
CR_1_4mm,792,0.0682
CR_1_4mm,788,0.0518
CR_1_4mm,784,0.0497
CR_1_4mm,780,0.0501
CR_1_4mm,776,0.044
CR_1_4mm,772,0.0523
CR_1_4mm,768,0.0489
CR_1_4mm,764,0.0435
CR_1_4mm,760,0.0558
CR_1_4mm,756,0.0446
CR_1_4mm,752,0.0414
CR_1_4mm,748,0.0439
CR_1_4mm,744,0.0426
CR_1_4mm,740,0.0415
CR_1_4mm,736,0.054
CR_1_4mm,732,0.0428
CR_1_4mm,728,0.0451
CR_1_4mm,724,0.0404
CR_1_4mm,720,0.0438
CR_1_4mm,716,0.0405
CR_1_4mm,712,0.0523
CR_1_4mm,708,0.0534
CR_1_4mm,704,0.059
CR_1_4mm,700,0.0441
CR_1_4mm,696,0.0599
CR_1_4mm,692,0.0519
CR_1_4mm,688,0.051
CR_1_4mm,684,0.0405
