cycle,cell,frequency_Hz,Z_real,Z_imag
0,3,275.8532,0.22027,-0.00691
0,3,362.5117,0.22015,-0.00526
0,3,476.3938,0.22009,-0.00401
0,3,626.0517,0.22005,-0.00305
0,3,822.7241,0.22003,-0.00232
0,3,1081.1808,0.22002,-0.00177
0,3,1420.8308,0.22001,-0.00134
0,3,1867.1811,0.22001,-0.00102
0,3,2453.7511,0.22,-0.00078
0,3,3224.5905,0.22,-0.00059
0,3,4237.5872,0.22,-0.00045
0,3,5568.814,0.22,-0.00034
0,3,7318.2422,0.22,-0.00026
0,3,9617.2487,0.22,-0.0002
0,3,12638.482,0.22,-0.00015
0,3,16608.8278,0.22,-0.00011
0,3,21826.4473,0.22,-9e-05
0,3,28683.1681,0.22,-7e-05
0,3,37693.9098,0.22,-5e-05
0,3,49535.3521,0.22,-4e-05
0,3,65096.7523,0.22,-3e-05
0,3,85546.7254,0.22,-2e-05
0,3,112421.0035,0.22,-2e-05
0,3,147737.7653,0.22,-1e-05
0,3,194149.1946,0.22,-1e-05
0,3,255140.652,0.22,-1e-05
0,3,335292.4149,0.22,-1e-05
0,3,440623.6428,0.22,-0.0
0,3,579044.3981,0.22,-0.0
0,3,760949.6685,0.22,-0.0
0,3,1000000.0,0.22,-0.0
0,4,0.1,0.39998,-0.0017
0,4,0.1314,0.39997,-0.00223
0,4,0.1727,0.39995,-0.00293
0,4,0.227,0.39992,-0.00385
0,4,0.2982,0.39986,-0.00506
0,4,0.3919,0.39975,-0.00664
0,4,0.5151,0.39958,-0.00872
0,4,0.6769,0.39927,-0.01144
0,4,0.8895,0.39874,-0.01498
0,4,1.169,0.39784,-0.01959
0,4,1.5362,0.3963,-0.02553
0,4,2.0188,0.39371,-0.03305
0,4,2.6529,0.38941,-0.04236
0,4,3.4864,0.38246,-0.05338
0,4,4.5816,0.37171,-0.06551
0,4,6.0209,0.35616,-0.07726
0,4,7.9123,0.33567,-0.08626
0,4,10.398,0.31182,-0.08998
0,4,13.6645,0.28771,-0.0872
0,4,17.9571,0.26658,-0.07883
0,4,23.5983,0.25027,-0.06732
0,4,31.0117,0.23886,-0.05513
0,4,40.7539,0.23143,-0.04389
0,4,53.5567,0.2268,-0.03431
0,4,70.3814,0.224,-0.02653
0,4,92.4915,0.22234,-0.02038
0,4,121.5474,0.22136,-0.01559
0,4,159.7312,0.22079,-0.0119
0,4,209.9104,0.22046,-0.00908
0,4,275.8532,0.22027,-0.00691
0,4,362.5117,0.22015,-0.00526
0,4,476.3938,0.22009,-0.00401
0,4,626.0517,0.22005,-0.00305
0,4,822.7241,0.22003,-0.00232
0,4,1081.1808,0.22002,-0.00177
0,4,1420.8308,0.22001,-0.00134
0,4,1867.1811,0.22001,-0.00102
0,4,2453.7511,0.22,-0.00078
0,4,3224.5905,0.22,-0.00059
0,4,4237.5872,0.22,-0.00045
0,4,5568.814,0.22,-0.00034
0,4,7318.2422,0.22,-0.00026
0,4,9617.2487,0.22,-0.0002
0,4,12638.482,0.22,-0.00015
0,4,16608.8278,0.22,-0.00011
0,4,21826.4473,0.22,-9e-05
0,4,28683.1681,0.22,-7e-05
0,4,37693.9098,0.22,-5e-05
0,4,49535.3521,0.22,-4e-05
0,4,65096.7523,0.22,-3e-05
0,4,85546.7254,0.22,-2e-05
0,4,112421.0035,0.22,-2e-05
0,4,147737.7653,0.22,-1e-05
0,4,194149.1946,0.22,-1e-05
0,4,255140.652,0.22,-1e-05
0,4,335292.4149,0.22,-1e-05
0,4,440623.6428,0.22,-0.0
0,4,579044.3981,0.22,-0.0
0,4,760949.6685,0.22,-0.0
0,4,1000000.0,0.22,-0.0
0,5,0.1,0.39998,-0.0017
0,5,0.1314,0.39997,-0.00223
0,5,0.1727,0.39995,-0.00293
0,5,0.227,0.39992,-0.00385
0,5,0.2982,0.39986,-0.00506
0,5,0.3919,0.39975,-0.00664
0,5,0.5151,0.39958,-0.00872
0,5,0.6769,0.39927,-0.01144
0,5,0.8895,0.39874,-0.01498
0,5,1.169,0.39784,-0.01959
0,5,1.5362,0.3963,-0.02553
0,5,2.0188,0.39371,-0.03305
0,5,2.6529,0.38941,-0.04236
0,5,3.4864,0.38246,-0.05338
0,5,4.5816,0.37171,-0.06551
0,5,6.0209,0.35616,-0.07726
0,5,7.9123,0.33567,-0.08626
0,5,10.398,0.31182,-0.08998
0,5,13.6645,0.28771,-0.0872
0,5,17.9571,0.26658,-0.07883
0,5,23.5983,0.25027,-0.06732
0,5,31.0117,0.23886,-0.05513
0,5,40.7539,0.23143,-0.04389
0,5,53.5567,0.2268,-0.03431
0,5,70.3814,0.224,-0.02653
0,5,92.4915,0.22234,-0.02038
0,5,121.5474,0.22136,-0.01559
0,5,159.7312,0.22079,-0.0119
0,5,209.9104,0.22046,-0.00908
0,5,275.8532,0.22027,-0.00691
0,5,362.5117,0.22015,-0.00526
0,5,476.3938,0.22009,-0.00401
0,5,626.0517,0.22005,-0.00305
0,5,822.7241,0.22003,-0.00232
0,5,1081.1808,0.22002,-0.00177
0,5,1420.8308,0.22001,-0.00134
0,5,1867.1811,0.22001,-0.00102
0,5,2453.7511,0.22,-0.00078
0,5,3224.5905,0.22,-0.00059
0,5,4237.5872,0.22,-0.00045
0,5,5568.814,0.22,-0.00034
0,5,7318.2422,0.22,-0.00026
0,5,9617.2487,0.22,-0.0002
0,5,12638.482,0.22,-0.00015
0,5,16608.8278,0.22,-0.00011
0,5,21826.4473,0.22,-9e-05
0,5,28683.1681,0.22,-7e-05
0,5,37693.9098,0.22,-5e-05
0,5,49535.3521,0.22,-4e-05
0,5,65096.7523,0.22,-3e-05
0,5,85546.7254,0.22,-2e-05
0,5,112421.0035,0.22,-2e-05
0,5,147737.7653,0.22,-1e-05
0,5,194149.1946,0.22,-1e-05
0,5,255140.652,0.22,-1e-05
0,5,335292.4149,0.22,-1e-05
0,5,440623.6428,0.22,-0.0
0,5,579044.3981,0.22,-0.0
0,5,760949.6685,0.22,-0.0
0,5,1000000.0,0.22,-0.0
50,1,0.1,0.40171,-0.0017
50,1,0.1314,0.4017,-0.00224
50,1,0.1727,0.40168,-0.00294
50,1,0.227,0.40164,-0.00386
50,1,0.2982,0.40158,-0.00508
50,1,0.3919,0.40148,-0.00667
50,1,0.5151,0.4013,-0.00876
50,1,0.6769,0.40099,-0.01149
50,1,0.8895,0.40047,-0.01505
50,1,1.169,0.39956,-0.01968
50,1,1.5362,0.39802,-0.02564
50,1,2.0188,0.39541,-0.03319
50,1,2.6529,0.39109,-0.04254
50,1,3.4864,0.38411,-0.05361
50,1,4.5816,0.37332,-0.06579
50,1,6.0209,0.35769,-0.0776
50,1,7.9123,0.33712,-0.08663
50,1,10.398,0.31317,-0.09037
50,1,13.6645,0.28895,-0.08757
50,1,17.9571,0.26773,-0.07917
50,1,23.5983,0.25135,-0.06761
50,1,31.0117,0.23989,-0.05537
50,1,40.7539,0.23243,-0.04408
50,1,53.5567,0.22778,-0.03446
50,1,70.3814,0.22497,-0.02665
50,1,92.4915,0.2233,-0.02047
50,1,121.5474,0.22232,-0.01566
50,1,159.7312,0.22174,-0.01196
50,1,209.9104,0.22141,-0.00911
50,1,275.8532,0.22122,-0.00694
50,1,362.5117,0.2211,-0.00529
50,1,476.3938,0.22104,-0.00402
50,1,626.0517,0.221,-0.00306
50,1,822.7241,0.22098,-0.00233
50,1,1081.1808,0.22097,-0.00177
50,1,1420.8308,0.22096,-0.00135
50,1,1867.1811,0.22096,-0.00103
50,1,2453.7511,0.22095,-0.00078
50,1,3224.5905,0.22095,-0.00059
50,1,4237.5872,0.22095,-0.00045
50,1,5568.814,0.22095,-0.00034
50,1,7318.2422,0.22095,-0.00026
50,1,9617.2487,0.22095,-0.0002
50,1,12638.482,0.22095,-0.00015
50,1,16608.8278,0.22095,-0.00012
50,1,21826.4473,0.22095,-9e-05
50,1,28683.1681,0.22095,-7e-05
50,1,37693.9098,0.22095,-5e-05
50,1,49535.3521,0.22095,-4e-05
50,1,65096.7523,0.22095,-3e-05
50,1,85546.7254,0.22095,-2e-05
50,1,112421.0035,0.22095,-2e-05
50,1,147737.7653,0.22095,-1e-05
50,1,194149.1946,0.22095,-1e-05
50,1,255140.652,0.22095,-1e-05
50,1,335292.4149,0.22095,-1e-05
50,1,440623.6428,0.22095,-0.0
50,1,579044.3981,0.22095,-0.0
50,1,760949.6685,0.22095,-0.0
50,1,1000000.0,0.22095,-0.0
50,2,0.1,0.40171,-0.0017
50,2,0.1314,0.4017,-0.00224
50,2,0.1727,0.40168,-0.00294
50,2,0.227,0.40164,-0.00386
50,2,0.2982,0.40158,-0.00508
50,2,0.3919,0.40148,-0.00667
50,2,0.5151,0.4013,-0.00876
50,2,0.6769,0.40099,-0.01149
50,2,0.8895,0.40047,-0.01505
50,2,1.169,0.39956,-0.01968
50,2,1.5362,0.39802,-0.02564
50,2,2.0188,0.39541,-0.03319
50,2,2.6529,0.39109,-0.04254
50,2,3.4864,0.38411,-0.05361
50,2,4.5816,0.37332,-0.06579
50,2,6.0209,0.35769,-0.0776
50,2,7.9123,0.33712,-0.08663
50,2,10.398,0.31317,-0.09037
50,2,13.6645,0.28895,-0.08757
50,2,17.9571,0.26773,-0.07917
50,2,23.5983,0.25135,-0.06761
50,2,31.0117,0.23989,-0.05537
50,2,40.7539,0.23243,-0.04408
50,2,53.5567,0.22778,-0.03446
50,2,70.3814,0.22497,-0.02665
50,2,92.4915,0.2233,-0.02047
50,2,121.5474,0.22232,-0.01566
50,2,159.7312,0.22174,-0.01196
50,2,209.9104,0.22141,-0.00911
50,2,275.8532,0.22122,-0.00694
50,2,362.5117,0.2211,-0.00529
50,2,476.3938,0.22104,-0.00402
50,2,626.0517,0.221,-0.00306
50,2,822.7241,0.22098,-0.00233
50,2,1081.1808,0.22097,-0.00177
50,2,1420.8308,0.22096,-0.00135
50,2,1867.1811,0.22096,-0.00103
50,2,2453.7511,0.22095,-0.00078
50,2,3224.5905,0.22095,-0.00059
50,2,4237.5872,0.22095,-0.00045
50,2,5568.814,0.22095,-0.00034
50,2,7318.2422,0.22095,-0.00026
50,2,9617.2487,0.22095,-0.0002
50,2,12638.482,0.22095,-0.00015
50,2,16608.8278,0.22095,-0.00012
50,2,21826.4473,0.22095,-9e-05
50,2,28683.1681,0.22095,-7e-05
50,2,37693.9098,0.22095,-5e-05
50,2,49535.3521,0.22095,-4e-05
50,2,65096.7523,0.22095,-3e-05
50,2,85546.7254,0.22095,-2e-05
50,2,112421.0035,0.22095,-2e-05
50,2,147737.7653,0.22095,-1e-05
50,2,194149.1946,0.22095,-1e-05
50,2,255140.652,0.22095,-1e-05
50,2,335292.4149,0.22095,-1e-05
50,2,440623.6428,0.22095,-0.0
50,2,579044.3981,0.22095,-0.0
50,2,760949.6685,0.22095,-0.0
50,2,1000000.0,0.22095,-0.0
50,3,0.1,0.40171,-0.0017
50,3,0.1314,0.4017,-0.00224
50,3,0.1727,0.40168,-0.00294
50,3,0.227,0.40164,-0.00386
50,3,0.2982,0.40158,-0.00508
50,3,0.3919,0.40148,-0.00667
50,3,0.5151,0.4013,-0.00876
50,3,0.6769,0.40099,-0.01149
50,3,0.8895,0.40047,-0.01505
50,3,1.169,0.39956,-0.01968
50,3,1.5362,0.39802,-0.02564
50,3,2.0188,0.39541,-0.03319
50,3,2.6529,0.39109,-0.04254
50,3,3.4864,0.38411,-0.05361
50,3,4.5816,0.37332,-0.06579
50,3,6.0209,0.35769,-0.0776
50,3,7.9123,0.33712,-0.08663
50,3,10.398,0.31317,-0.09037
50,3,13.6645,0.28895,-0.08757
50,3,17.9571,0.26773,-0.07917
50,3,23.5983,0.25135,-0.06761
50,3,31.0117,0.23989,-0.05537
50,3,40.7539,0.23243,-0.04408
50,3,53.5567,0.22778,-0.03446
50,3,70.3814,0.22497,-0.02665
50,3,92.4915,0.2233,-0.02047
50,3,121.5474,0.22232,-0.01566
50,3,159.7312,0.22174,-0.01196
50,3,209.9104,0.22141,-0.00911
50,3,275.8532,0.22122,-0.00694
50,3,362.5117,0.2211,-0.00529
50,3,476.3938,0.22104,-0.00402
50,3,626.0517,0.221,-0.00306
50,3,822.7241,0.22098,-0.00233
50,3,1081.1808,0.22097,-0.00177
50,3,1420.8308,0.22096,-0.00135
50,3,1867.1811,0.22096,-0.00103
50,3,2453.7511,0.22095,-0.00078
50,3,3224.5905,0.22095,-0.00059
50,3,4237.5872,0.22095,-0.00045
50,3,5568.814,0.22095,-0.00034
50,3,7318.2422,0.22095,-0.00026
50,3,9617.2487,0.22095,-0.0002
50,3,12638.482,0.22095,-0.00015
50,3,16608.8278,0.22095,-0.00012
50,3,21826.4473,0.22095,-9e-05
50,3,28683.1681,0.22095,-7e-05
50,3,37693.9098,0.22095,-5e-05
50,3,49535.3521,0.22095,-4e-05
50,3,65096.7523,0.22095,-3e-05
50,3,85546.7254,0.22095,-2e-05
50,3,112421.0035,0.22095,-2e-05
50,3,147737.7653,0.22095,-1e-05
50,3,194149.1946,0.22095,-1e-05
50,3,255140.652,0.22095,-1e-05
50,3,335292.4149,0.22095,-1e-05
50,3,440623.6428,0.22095,-0.0
50,3,579044.3981,0.22095,-0.0
50,3,760949.6685,0.22095,-0.0
50,3,1000000.0,0.22095,-0.0
50,4,0.1,0.40171,-0.0017
50,4,0.1314,0.4017,-0.00224
50,4,0.1727,0.40168,-0.00294
50,4,0.227,0.40164,-0.00386
50,4,0.2982,0.40158,-0.00508
50,4,0.3919,0.40148,-0.00667
50,4,0.5151,0.4013,-0.00876
50,4,0.6769,0.40099,-0.01149
50,4,0.8895,0.40047,-0.01505
50,4,1.169,0.39956,-0.01968
50,4,1.5362,0.39802,-0.02564
50,4,2.0188,0.39541,-0.03319
50,4,2.6529,0.39109,-0.04254
50,4,3.4864,0.38411,-0.05361
50,4,4.5816,0.37332,-0.06579
50,4,6.0209,0.35769,-0.0776
50,4,7.9123,0.33712,-0.08663
50,4,10.398,0.31317,-0.09037
50,4,13.6645,0.28895,-0.08757
50,4,17.9571,0.26773,-0.07917
50,4,23.5983,0.25135,-0.06761
50,4,31.0117,0.23989,-0.05537
50,4,40.7539,0.23243,-0.04408
50,4,53.5567,0.22778,-0.03446
50,4,70.3814,0.22497,-0.02665
50,4,92.4915,0.2233,-0.02047
50,4,121.5474,0.22232,-0.01566
50,4,159.7312,0.22174,-0.01196
50,4,209.9104,0.22141,-0.00911
50,4,275.8532,0.22122,-0.00694
50,4,362.5117,0.2211,-0.00529
50,4,476.3938,0.22104,-0.00402
50,4,626.0517,0.221,-0.00306
50,4,822.7241,0.22098,-0.00233
50,4,1081.1808,0.22097,-0.00177
50,4,1420.8308,0.22096,-0.00135
50,4,1867.1811,0.22096,-0.00103
50,4,2453.7511,0.22095,-0.00078
50,4,3224.5905,0.22095,-0.00059
50,4,4237.5872,0.22095,-0.00045
50,4,5568.814,0.22095,-0.00034
50,4,7318.2422,0.22095,-0.00026
50,4,9617.2487,0.22095,-0.0002
50,4,12638.482,0.22095,-0.00015
50,4,16608.8278,0.22095,-0.00012
50,4,21826.4473,0.22095,-9e-05
50,4,28683.1681,0.22095,-7e-05
50,4,37693.9098,0.22095,-5e-05
50,4,49535.3521,0.22095,-4e-05
50,4,65096.7523,0.22095,-3e-05
50,4,85546.7254,0.22095,-2e-05
50,4,112421.0035,0.22095,-2e-05
50,4,147737.7653,0.22095,-1e-05
50,4,194149.1946,0.22095,-1e-05
50,4,255140.652,0.22095,-1e-05
50,4,335292.4149,0.22095,-1e-05
50,4,440623.6428,0.22095,-0.0
50,4,579044.3981,0.22095,-0.0
50,4,760949.6685,0.22095,-0.0
50,4,1000000.0,0.22095,-0.0
50,5,0.1,0.40171,-0.0017
50,5,0.1314,0.4017,-0.00224
50,5,0.1727,0.40168,-0.00294
50,5,0.227,0.40164,-0.00386
50,5,0.2982,0.40158,-0.00508
50,5,0.3919,0.40148,-0.00667
50,5,0.5151,0.4013,-0.00876
50,5,0.6769,0.40099,-0.01149
50,5,0.8895,0.40047,-0.01505
50,5,1.169,0.39956,-0.01968
50,5,1.5362,0.39802,-0.02564
50,5,2.0188,0.39541,-0.03319
50,5,2.6529,0.39109,-0.04254
50,5,3.4864,0.38411,-0.05361
50,5,4.5816,0.37332,-0.06579
50,5,6.0209,0.35769,-0.0776
50,5,7.9123,0.33712,-0.08663
50,5,10.398,0.31317,-0.09037
50,5,13.6645,0.28895,-0.08757
50,5,17.9571,0.26773,-0.07917
50,5,23.5983,0.25135,-0.06761
50,5,31.0117,0.23989,-0.05537
50,5,40.7539,0.23243,-0.04408
50,5,53.5567,0.22778,-0.03446
50,5,70.3814,0.22497,-0.02665
50,5,92.4915,0.2233,-0.02047
50,5,121.5474,0.22232,-0.01566
50,5,159.7312,0.22174,-0.01196
50,5,209.9104,0.22141,-0.00911
50,5,275.8532,0.22122,-0.00694
50,5,362.5117,0.2211,-0.00529
50,5,476.3938,0.22104,-0.00402
50,5,626.0517,0.221,-0.00306
50,5,822.7241,0.22098,-0.00233
50,5,1081.1808,0.22097,-0.00177
50,5,1420.8308,0.22096,-0.00135
50,5,1867.1811,0.22096,-0.00103
50,5,2453.7511,0.22095,-0.00078
50,5,3224.5905,0.22095,-0.00059
50,5,4237.5872,0.22095,-0.00045
50,5,5568.814,0.22095,-0.00034
50,5,7318.2422,0.22095,-0.00026
50,5,9617.2487,0.22095,-0.0002
50,5,12638.482,0.22095,-0.00015
50,5,16608.8278,0.22095,-0.00012
50,5,21826.4473,0.22095,-9e-05
50,5,28683.1681,0.22095,-7e-05
50,5,37693.9098,0.22095,-5e-05
50,5,49535.3521,0.22095,-4e-05
50,5,65096.7523,0.22095,-3e-05
50,5,85546.7254,0.22095,-2e-05
50,5,112421.0035,0.22095,-2e-05
50,5,147737.7653,0.22095,-1e-05
50,5,194149.1946,0.22095,-1e-05
50,5,255140.652,0.22095,-1e-05
50,5,335292.4149,0.22095,-1e-05
50,5,440623.6428,0.22095,-0.0
50,5,579044.3981,0.22095,-0.0
50,5,760949.6685,0.22095,-0.0
50,5,1000000.0,0.22095,-0.0
100,1,0.1,0.40252,-0.00171
100,1,0.1314,0.40251,-0.00224
100,1,0.1727,0.40249,-0.00295
100,1,0.227,0.40245,-0.00387
100,1,0.2982,0.40239,-0.00509
100,1,0.3919,0.40229,-0.00668
100,1,0.5151,0.40211,-0.00877
100,1,0.6769,0.4018,-0.01151
100,1,0.8895,0.40127,-0.01508
100,1,1.169,0.40036,-0.01972
100,1,1.5362,0.39881,-0.02569
100,1,2.0188,0.39621,-0.03326
100,1,2.6529,0.39188,-0.04263
100,1,3.4864,0.38488,-0.05372
100,1,4.5816,0.37407,-0.06593
100,1,6.0209,0.35841,-0.07775
100,1,7.9123,0.3378,-0.08681
100,1,10.398,0.31379,-0.09055
100,1,13.6645,0.28953,-0.08775
100,1,17.9571,0.26827,-0.07933
100,1,23.5983,0.25185,-0.06775
100,1,31.0117,0.24038,-0.05548
100,1,40.7539,0.23289,-0.04417
100,1,53.5567,0.22823,-0.03453
100,1,70.3814,0.22542,-0.0267
100,1,92.4915,0.22375,-0.02051
100,1,121.5474,0.22276,-0.01569
100,1,159.7312,0.22219,-0.01198
100,1,209.9104,0.22186,-0.00913
100,1,275.8532,0.22166,-0.00696
100,1,362.5117,0.22155,-0.0053
100,1,476.3938,0.22148,-0.00403
100,1,626.0517,0.22145,-0.00307
100,1,822.7241,0.22142,-0.00234
100,1,1081.1808,0.22141,-0.00178
100,1,1420.8308,0.2214,-0.00135
100,1,1867.1811,0.2214,-0.00103
100,1,2453.7511,0.2214,-0.00078
100,1,3224.5905,0.2214,-0.0006
100,1,4237.5872,0.22139,-0.00045
100,1,5568.814,0.22139,-0.00035
100,1,7318.2422,0.22139,-0.00026
100,1,9617.2487,0.22139,-0.0002
100,1,12638.482,0.22139,-0.00015
100,1,16608.8278,0.22139,-0.00012
100,1,21826.4473,0.22139,-9e-05
100,1,28683.1681,0.22139,-7e-05
100,1,37693.9098,0.22139,-5e-05
100,1,49535.3521,0.22139,-4e-05
100,1,65096.7523,0.22139,-3e-05
100,1,85546.7254,0.22139,-2e-05
100,1,112421.0035,0.22139,-2e-05
100,1,147737.7653,0.22139,-1e-05
100,1,194149.1946,0.22139,-1e-05
100,1,255140.652,0.22139,-1e-05
100,1,335292.4149,0.22139,-1e-05
100,1,440623.6428,0.22139,-0.0
100,1,579044.3981,0.22139,-0.0
100,1,760949.6685,0.22139,-0.0
100,1,1000000.0,0.22139,-0.0
100,2,0.1,0.40252,-0.00171
100,2,0.1314,0.40251,-0.00224
100,2,0.1727,0.40249,-0.00295
100,2,0.227,0.40245,-0.00387
100,2,0.2982,0.40239,-0.00509
100,2,0.3919,0.40229,-0.00668
100,2,0.5151,0.40211,-0.00877
100,2,0.6769,0.4018,-0.01151
100,2,0.8895,0.40127,-0.01508
100,2,1.169,0.40036,-0.01972
100,2,1.5362,0.39881,-0.02569
100,2,2.0188,0.39621,-0.03326
100,2,2.6529,0.39188,-0.04263
100,2,3.4864,0.38488,-0.05372
100,2,4.5816,0.37407,-0.06593
100,2,6.0209,0.35841,-0.07775
100,2,7.9123,0.3378,-0.08681
100,2,10.398,0.31379,-0.09055
100,2,13.6645,0.28953,-0.08775
100,2,17.9571,0.26827,-0.07933
100,2,23.5983,0.25185,-0.06775
100,2,31.0117,0.24038,-0.05548
100,2,40.7539,0.23289,-0.04417
100,2,53.5567,0.22823,-0.03453
100,2,70.3814,0.22542,-0.0267
100,2,92.4915,0.22375,-0.02051
100,2,121.5474,0.22276,-0.01569
100,2,159.7312,0.22219,-0.01198
100,2,209.9104,0.22186,-0.00913
100,2,275.8532,0.22166,-0.00696
100,2,362.5117,0.22155,-0.0053
100,2,476.3938,0.22148,-0.00403
100,2,626.0517,0.22145,-0.00307
100,2,822.7241,0.22142,-0.00234
100,2,1081.1808,0.22141,-0.00178
