T_C,stress_ratio,damage_index,intrinsic_permeability_m2
160.0,0.0,0.0,1.0725e-19
160.0,0.2,0.072,1.4305e-19
160.0,0.4,0.144,1.9079e-19
160.0,0.6,0.216,2.5447e-19
170.0,0.0,0.0,1.1503e-19
170.0,0.2,0.072,1.5342e-19
170.0,0.4,0.144,2.0462e-19
170.0,0.6,0.216,2.7292e-19
180.0,0.0,0.0,1.2337e-19
180.0,0.2,0.072,1.6454e-19
180.0,0.4,0.144,2.1946e-19
180.0,0.6,0.216,2.9271e-19
190.0,0.0,0.0,1.3231e-19
190.0,0.2,0.072,1.7647e-19
190.0,0.4,0.144,2.3537e-19
190.0,0.6,0.216,3.1393e-19
200.0,0.0,0.0,1.4191e-19
200.0,0.2,0.072,1.8927e-19
200.0,0.4,0.144,2.5244e-19
200.0,0.6,0.216,3.3669e-19
210.0,0.0,0.0078,1.5701e-19
210.0,0.2,0.0798,2.0941e-19
210.0,0.4,0.1518,2.7930e-19
210.0,0.6,0.2238,3.7252e-19
220.0,0.0,0.0156,1.7371e-19
220.0,0.2,0.0876,2.3169e-19
220.0,0.4,0.1596,3.0902e-19
220.0,0.6,0.2316,4.1215e-19
230.0,0.0,0.0233,1.9219e-19
230.0,0.2,0.0953,2.5634e-19
230.0,0.4,0.1673,3.4189e-19
230.0,0.6,0.2393,4.5600e-19
240.0,0.0,0.0311,2.1264e-19
240.0,0.2,0.1031,2.8361e-19
240.0,0.4,0.1751,3.7827e-19
240.0,0.6,0.2471,5.0452e-19
250.0,0.0,0.0389,2.3527e-19
250.0,0.2,0.1109,3.1379e-19
250.0,0.4,0.1829,4.1852e-19
250.0,0.6,0.2549,5.5820e-19
260.0,0.0,0.0467,2.6030e-19
260.0,0.2,0.1187,3.4718e-19
260.0,0.4,0.1907,4.6305e-19
260.0,0.6,0.2627,6.1760e-19
270.0,0.0,0.0544,2.8800e-19
270.0,0.2,0.1264,3.8412e-19
270.0,0.4,0.1984,5.1232e-19
270.0,0.6,0.2704,6.8331e-19
280.0,0.0,0.0622,3.1864e-19
280.0,0.2,0.1342,4.2499e-19
280.0,0.4,0.2062,5.6683e-19
280.0,0.6,0.2782,7.5601e-19
290.0,0.0,0.07,3.5254e-19
290.0,0.2,0.142,4.7021e-19
290.0,0.4,0.214,6.2714e-19
290.0,0.6,0.286,8.3645e-19
300.0,0.0,0.0778,3.9005e-19
300.0,0.2,0.1498,5.2024e-19
300.0,0.4,0.2218,6.9387e-19
300.0,0.6,0.2938,9.2545e-19
310.0,0.0,0.0856,4.3155e-19
310.0,0.2,0.1576,5.7559e-19
310.0,0.4,0.2296,7.6769e-19
310.0,0.6,0.3016,1.0239e-18
320.0,0.0,0.0933,4.7747e-19
320.0,0.2,0.1653,6.3683e-19
320.0,0.4,0.2373,8.4938e-19
320.0,0.6,0.3093,1.1329e-18
330.0,0.0,0.1011,5.2827e-19
330.0,0.2,0.1731,7.0459e-19
330.0,0.4,0.2451,9.3975e-19
330.0,0.6,0.3171,1.2534e-18
340.0,0.0,0.1089,5.8448e-19
340.0,0.2,0.1809,7.7956e-19
340.0,0.4,0.2529,1.0397e-18
340.0,0.6,0.3249,1.3868e-18
350.0,0.0,0.1167,6.4667e-19
350.0,0.2,0.1887,8.6250e-19
350.0,0.4,0.2607,1.1504e-18
350.0,0.6,0.3327,1.5343e-18
360.0,0.0,0.1244,7.1548e-19
360.0,0.2,0.1964,9.5427e-19
360.0,0.4,0.2684,1.2728e-18
360.0,0.6,0.3404,1.6976e-18
370.0,0.0,0.1322,7.9160e-19
370.0,0.2,0.2042,1.0558e-18
370.0,0.4,0.2762,1.4082e-18
370.0,0.6,0.3482,1.8782e-18
380.0,0.0,0.14,8.7583e-19
380.0,0.2,0.212,1.1681e-18
380.0,0.4,0.284,1.5580e-18
380.0,0.6,0.356,2.0780e-18
390.0,0.0,0.1478,9.6902e-19
390.0,0.2,0.2198,1.2924e-18
390.0,0.4,0.2918,1.7238e-18
390.0,0.6,0.3638,2.2991e-18
400.0,0.0,0.1556,1.0721e-18
400.0,0.2,0.2276,1.4299e-18
400.0,0.4,0.2996,1.9072e-18
400.0,0.6,0.3716,2.5437e-18
410.0,0.0,0.1633,1.1862e-18
410.0,0.2,0.2353,1.5821e-18
410.0,0.4,0.3073,2.1101e-18
410.0,0.6,0.3793,2.8144e-18
420.0,0.0,0.1711,1.3124e-18
420.0,0.2,0.2431,1.7504e-18
420.0,0.4,0.3151,2.3346e-18
420.0,0.6,0.3871,3.1138e-18
430.0,0.0,0.1789,1.4520e-18
430.0,0.2,0.2509,1.9367e-18
430.0,0.4,0.3229,2.5830e-18
430.0,0.6,0.3949,3.4452e-18
440.0,0.0,0.1867,1.6065e-18
440.0,0.2,0.2587,2.1427e-18
440.0,0.4,0.3307,2.8579e-18
440.0,0.6,0.4027,3.8117e-18
450.0,0.0,0.1944,1.7775e-18
450.0,0.2,0.2664,2.3707e-18
450.0,0.4,0.3384,3.1620e-18
450.0,0.6,0.4104,4.2173e-18
460.0,0.0,0.2022,1.9666e-18
460.0,0.2,0.2742,2.6230e-18
460.0,0.4,0.3462,3.4984e-18
460.0,0.6,0.4182,4.6660e-18
470.0,0.0,0.21,2.1758e-18
470.0,0.2,0.282,2.9020e-18
470.0,0.4,0.354,3.8706e-18
470.0,0.6,0.426,5.1625e-18
480.0,0.0,0.2178,2.4073e-18
480.0,0.2,0.2898,3.2108e-18
480.0,0.4,0.3618,4.2825e-18
480.0,0.6,0.4338,5.7118e-18
490.0,0.0,0.2256,2.6635e-18
490.0,0.2,0.2976,3.5524e-18
490.0,0.4,0.3696,4.7381e-18
490.0,0.6,0.4416,6.3195e-18
500.0,0.0,0.2333,2.9469e-18
500.0,0.2,0.3053,3.9304e-18
500.0,0.4,0.3773,5.2422e-18
500.0,0.6,0.4493,6.9919e-18
510.0,0.0,0.2411,3.2604e-18
510.0,0.2,0.3131,4.3486e-18
510.0,0.4,0.3851,5.8000e-18
510.0,0.6,0.4571,7.7358e-18
520.0,0.0,0.2489,3.6073e-18
520.0,0.2,0.3209,4.8113e-18
520.0,0.4,0.3929,6.4171e-18
520.0,0.6,0.4649,8.5589e-18
530.0,0.0,0.2567,3.9912e-18
530.0,0.2,0.3287,5.3232e-18
530.0,0.4,0.4007,7.0999e-18
530.0,0.6,0.4727,9.4696e-18
540.0,0.0,0.2644,4.4158e-18
540.0,0.2,0.3364,5.8896e-18
540.0,0.4,0.4084,7.8553e-18
540.0,0.6,0.4804,1.0477e-17
550.0,0.0,0.2722,4.8857e-18
550.0,0.2,0.3442,6.5163e-18
550.0,0.4,0.4162,8.6911e-18
550.0,0.6,0.4882,1.1592e-17
560.0,0.0,0.28,5.4055e-18
560.0,0.2,0.352,7.2096e-18
560.0,0.4,0.424,9.6159e-18
560.0,0.6,0.496,1.2825e-17
570.0,0.0,0.2878,5.9806e-18
570.0,0.2,0.3598,7.9767e-18
570.0,0.4,0.4318,1.0639e-17
570.0,0.6,0.5038,1.4190e-17
580.0,0.0,0.2956,6.6170e-18
580.0,0.2,0.3676,8.8254e-18
580.0,0.4,0.4396,1.1771e-17
580.0,0.6,0.5116,1.5700e-17
590.0,0.0,0.3033,7.3210e-18
590.0,0.2,0.3753,9.7645e-18
590.0,0.4,0.4473,1.3023e-17
590.0,0.6,0.5193,1.7370e-17
600.0,0.0,0.3111,8.1000e-18
600.0,0.2,0.3831,1.0803e-17
600.0,0.4,0.4551,1.4409e-17
600.0,0.6,0.5271,1.9218e-17
610.0,0.0,0.3189,8.9618e-18
610.0,0.2,0.3909,1.1953e-17
610.0,0.4,0.4629,1.5942e-17
610.0,0.6,0.5349,2.1263e-17
620.0,0.0,0.3267,9.9153e-18
620.0,0.2,0.3987,1.3225e-17
620.0,0.4,0.4707,1.7638e-17
620.0,0.6,0.5427,2.3525e-17
630.0,0.0,0.3344,1.0970e-17
630.0,0.2,0.4064,1.4632e-17
630.0,0.4,0.4784,1.9515e-17
630.0,0.6,0.5504,2.6029e-17
640.0,0.0,0.3422,1.2138e-17
640.0,0.2,0.4142,1.6189e-17
640.0,0.4,0.4862,2.1592e-17
640.0,0.6,0.5582,2.8798e-17
650.0,0.0,0.35,1.3429e-17
650.0,0.2,0.422,1.7911e-17
650.0,0.4,0.494,2.3889e-17
650.0,0.6,0.566,3.1862e-17
660.0,0.0,0.3578,1.3853e-17
660.0,0.2,0.4298,1.8477e-17
660.0,0.4,0.5018,2.4644e-17
660.0,0.6,0.5738,3.2869e-17
670.0,0.0,0.3656,1.4291e-17
670.0,0.2,0.4376,1.9061e-17
670.0,0.4,0.5096,2.5423e-17
670.0,0.6,0.5816,3.3908e-17
680.0,0.0,0.3733,1.4743e-17
680.0,0.2,0.4453,1.9663e-17
680.0,0.4,0.5173,2.6226e-17
680.0,0.6,0.5893,3.4979e-17
690.0,0.0,0.3811,1.5209e-17
690.0,0.2,0.4531,2.0285e-17
690.0,0.4,0.5251,2.7055e-17
690.0,0.6,0.5971,3.6084e-17
700.0,0.0,0.3889,1.5689e-17
700.0,0.2,0.4609,2.0926e-17
700.0,0.4,0.5329,2.7910e-17
700.0,0.6,0.6049,3.7225e-17
710.0,0.0,0.3967,1.6185e-17
710.0,0.2,0.4687,2.1587e-17
710.0,0.4,0.5407,2.8792e-17
710.0,0.6,0.6127,3.8401e-17
720.0,0.0,0.4044,1.6696e-17
720.0,0.2,0.4764,2.2269e-17
720.0,0.4,0.5484,2.9701e-17
720.0,0.6,0.6204,3.9614e-17
730.0,0.0,0.4122,1.7224e-17
730.0,0.2,0.4842,2.2973e-17
730.0,0.4,0.5562,3.0640e-17
730.0,0.6,0.6282,4.0866e-17
740.0,0.0,0.42,1.7768e-17
740.0,0.2,0.492,2.3699e-17
740.0,0.4,0.564,3.1608e-17
740.0,0.6,0.636,4.2158e-17
750.0,0.0,0.4278,1.8330e-17
750.0,0.2,0.4998,2.4447e-17
750.0,0.4,0.5718,3.2607e-17
750.0,0.6,0.6438,4.3490e-17
760.0,0.0,0.4356,1.8909e-17
760.0,0.2,0.5076,2.5220e-17
760.0,0.4,0.5796,3.3637e-17
760.0,0.6,0.6516,4.4864e-17
770.0,0.0,0.4433,1.9507e-17
770.0,0.2,0.5153,2.6017e-17
770.0,0.4,0.5873,3.4700e-17
770.0,0.6,0.6593,4.6282e-17
780.0,0.0,0.4511,2.0123e-17
780.0,0.2,0.5231,2.6839e-17
780.0,0.4,0.5951,3.5797e-17
780.0,0.6,0.6671,4.7744e-17
790.0,0.0,0.4589,2.0759e-17
790.0,0.2,0.5309,2.7687e-17
790.0,0.4,0.6029,3.6928e-17
790.0,0.6,0.6749,4.9253e-17
800.0,0.0,0.4667,2.1415e-17
800.0,0.2,0.5387,2.8562e-17
800.0,0.4,0.6107,3.8095e-17
800.0,0.6,0.6827,5.0809e-17
810.0,0.0,0.4744,2.2091e-17
810.0,0.2,0.5464,2.9465e-17
810.0,0.4,0.6184,3.9299e-17
810.0,0.6,0.6904,5.2415e-17
820.0,0.0,0.4822,2.2790e-17
820.0,0.2,0.5542,3.0396e-17
820.0,0.4,0.6262,4.0541e-17
820.0,0.6,0.6982,5.4071e-17
830.0,0.0,0.49,2.3510e-17
830.0,0.2,0.562,3.1356e-17
830.0,0.4,0.634,4.1822e-17
830.0,0.6,0.706,5.5780e-17
840.0,0.0,0.4978,2.4253e-17
840.0,0.2,0.5698,3.2347e-17
840.0,0.4,0.6418,4.3143e-17
840.0,0.6,0.7138,5.7543e-17
850.0,0.0,0.5056,2.5019e-17
850.0,0.2,0.5776,3.3369e-17
850.0,0.4,0.6496,4.4507e-17
850.0,0.6,0.7216,5.9361e-17
860.0,0.0,0.5133,2.5810e-17
860.0,0.2,0.5853,3.4424e-17
860.0,0.4,0.6573,4.5913e-17
860.0,0.6,0.7293,6.1237e-17
870.0,0.0,0.5211,2.6625e-17
870.0,0.2,0.5931,3.5512e-17
870.0,0.4,0.6651,4.7364e-17
870.0,0.6,0.7371,6.3172e-17
880.0,0.0,0.5289,2.7467e-17
880.0,0.2,0.6009,3.6634e-17
880.0,0.4,0.6729,4.8861e-17
880.0,0.6,0.7449,6.5168e-17
890.0,0.0,0.5367,2.8335e-17
890.0,0.2,0.6087,3.7791e-17
890.0,0.4,0.6807,5.0405e-17
890.0,0.6,0.7527,6.7227e-17
900.0,0.0,0.5444,2.9230e-17
900.0,0.2,0.6164,3.8986e-17
900.0,0.4,0.6884,5.1997e-17
900.0,0.6,0.7604,6.9352e-17
910.0,0.0,0.5522,3.0154e-17
910.0,0.2,0.6242,4.0218e-17
910.0,0.4,0.6962,5.3640e-17
910.0,0.6,0.7682,7.1543e-17
920.0,0.0,0.56,3.1106e-17
920.0,0.2,0.632,4.1488e-17
920.0,0.4,0.704,5.5336e-17
920.0,0.6,0.776,7.3804e-17
930.0,0.0,0.5678,3.2089e-17
930.0,0.2,0.6398,4.2799e-17
930.0,0.4,0.7118,5.7084e-17
930.0,0.6,0.7838,7.6136e-17
940.0,0.0,0.5756,3.3103e-17
940.0,0.2,0.6476,4.4152e-17
940.0,0.4,0.7196,5.8888e-17
940.0,0.6,0.7916,7.8542e-17
950.0,0.0,0.5833,3.4150e-17
950.0,0.2,0.6553,4.5547e-17
950.0,0.4,0.7273,6.0749e-17
950.0,0.6,0.7993,8.1024e-17
960.0,0.0,0.5911,3.5229e-17
960.0,0.2,0.6631,4.6986e-17
960.0,0.4,0.7351,6.2669e-17
960.0,0.6,0.8071,8.3585e-17
970.0,0.0,0.5989,3.6342e-17
970.0,0.2,0.6709,4.8471e-17
970.0,0.4,0.7429,6.4649e-17
970.0,0.6,0.8149,8.6226e-17
980.0,0.0,0.6067,3.7490e-17
980.0,0.2,0.6787,5.0003e-17
980.0,0.4,0.7507,6.6692e-17
980.0,0.6,0.8227,8.8951e-17
990.0,0.0,0.6144,3.8675e-17
990.0,0.2,0.6864,5.1583e-17
990.0,0.4,0.7584,6.8799e-17
990.0,0.6,0.8304,9.1761e-17
1000.0,0.0,0.6222,3.9897e-17
1000.0,0.2,0.6942,5.3213e-17
1000.0,0.4,0.7662,7.0973e-17
1000.0,0.6,0.8382,9.4661e-17
1010.0,0.0,0.63,4.1158e-17
1010.0,0.2,0.702,5.4895e-17
1010.0,0.4,0.774,7.3216e-17
1010.0,0.6,0.846,9.7652e-17
1020.0,0.0,0.6378,4.2458e-17
1020.0,0.2,0.7098,5.6629e-17
1020.0,0.4,0.7818,7.5530e-17
1020.0,0.6,0.8538,1.0074e-16
1030.0,0.0,0.6456,4.3800e-17
1030.0,0.2,0.7176,5.8419e-17
1030.0,0.4,0.7896,7.7916e-17
1030.0,0.6,0.8616,1.0392e-16
1040.0,0.0,0.6533,4.5184e-17
1040.0,0.2,0.7253,6.0265e-17
1040.0,0.4,0.7973,8.0379e-17
1040.0,0.6,0.8693,1.0721e-16
1050.0,0.0,0.6611,4.6612e-17
1050.0,0.2,0.7331,6.2169e-17
1050.0,0.4,0.8051,8.2919e-17
1050.0,0.6,0.8771,1.1059e-16
1060.0,0.0,0.6689,4.8085e-17
1060.0,0.2,0.7409,6.4134e-17
1060.0,0.4,0.8129,8.5539e-17
1060.0,0.6,0.8849,1.1409e-16
1070.0,0.0,0.6767,4.9605e-17
1070.0,0.2,0.7487,6.6160e-17
1070.0,0.4,0.8207,8.8242e-17
1070.0,0.6,0.8927,1.1769e-16
1080.0,0.0,0.6844,5.1172e-17
1080.0,0.2,0.7564,6.8251e-17
1080.0,0.4,0.8284,9.1030e-17
1080.0,0.6,0.9004,1.2141e-16
1090.0,0.0,0.6922,5.2789e-17
1090.0,0.2,0.7642,7.0408e-17
1090.0,0.4,0.8362,9.3907e-17
1090.0,0.6,0.9082,1.2525e-16
1100.0,0.0,0.7,5.4457e-17
1100.0,0.2,0.772,7.2633e-17
1100.0,0.4,0.844,9.6874e-17
1100.0,0.6,0.916,1.2921e-16
1110.0,0.0,0.7,5.4457e-17
1110.0,0.2,0.772,7.2633e-17
1110.0,0.4,0.844,9.6874e-17
1110.0,0.6,0.916,1.2921e-16
1120.0,0.0,0.7,5.4457e-17
1120.0,0.2,0.772,7.2633e-17
1120.0,0.4,0.844,9.6874e-17
1120.0,0.6,0.916,1.2921e-16
1130.0,0.0,0.7,5.4457e-17
1130.0,0.2,0.772,7.2633e-17
1130.0,0.4,0.844,9.6874e-17
1130.0,0.6,0.916,1.2921e-16
1140.0,0.0,0.7,5.4457e-17
1140.0,0.2,0.772,7.2633e-17
1140.0,0.4,0.844,9.6874e-17
1140.0,0.6,0.916,1.2921e-16
1150.0,0.0,0.7,5.4457e-17
1150.0,0.2,0.772,7.2633e-17
1150.0,0.4,0.844,9.6874e-17
1150.0,0.6,0.916,1.2921e-16
1160.0,0.0,0.7,5.4457e-17
1160.0,0.2,0.772,7.2633e-17
1160.0,0.4,0.844,9.6874e-17
1160.0,0.6,0.916,1.2921e-16
1170.0,0.0,0.7,5.4457e-17
1170.0,0.2,0.772,7.2633e-17
1170.0,0.4,0.844,9.6874e-17
1170.0,0.6,0.916,1.2921e-16
1180.0,0.0,0.7,5.4457e-17
1180.0,0.2,0.772,7.2633e-17
1180.0,0.4,0.844,9.6874e-17
1180.0,0.6,0.916,1.2921e-16
1190.0,0.0,0.7,5.4457e-17
1190.0,0.2,0.772,7.2633e-17
1190.0,0.4,0.844,9.6874e-17
1190.0,0.6,0.916,1.2921e-16
1200.0,0.0,0.7,5.4457e-17
1200.0,0.2,0.772,7.2633e-17
1200.0,0.4,0.844,9.6874e-17
1200.0,0.6,0.916,1.2921e-16
