sample_id,npz_path
train_001388,/workspace/data/sintering_ds/train/fields/train_001388.npz
train_001398,/workspace/data/sintering_ds/train/fields/train_001398.npz
train_001409,/workspace/data/sintering_ds/train/fields/train_001409.npz
train_001425,/workspace/data/sintering_ds/train/fields/train_001425.npz
train_001474,/workspace/data/sintering_ds/train/fields/train_001474.npz
train_001475,/workspace/data/sintering_ds/train/fields/train_001475.npz
train_001480,/workspace/data/sintering_ds/train/fields/train_001480.npz
train_001493,/workspace/data/sintering_ds/train/fields/train_001493.npz
train_001515,/workspace/data/sintering_ds/train/fields/train_001515.npz
train_001539,/workspace/data/sintering_ds/train/fields/train_001539.npz
train_001560,/workspace/data/sintering_ds/train/fields/train_001560.npz
train_001575,/workspace/data/sintering_ds/train/fields/train_001575.npz
train_001576,/workspace/data/sintering_ds/train/fields/train_001576.npz
train_001610,/workspace/data/sintering_ds/train/fields/train_001610.npz
train_001614,/workspace/data/sintering_ds/train/fields/train_001614.npz
train_001621,/workspace/data/sintering_ds/train/fields/train_001621.npz
train_001654,/workspace/data/sintering_ds/train/fields/train_001654.npz
train_001665,/workspace/data/sintering_ds/train/fields/train_001665.npz
train_001709,/workspace/data/sintering_ds/train/fields/train_001709.npz
train_001719,/workspace/data/sintering_ds/train/fields/train_001719.npz
train_001727,/workspace/data/sintering_ds/train/fields/train_001727.npz
train_001738,/workspace/data/sintering_ds/train/fields/train_001738.npz
train_001749,/workspace/data/sintering_ds/train/fields/train_001749.npz
train_001773,/workspace/data/sintering_ds/train/fields/train_001773.npz
train_001779,/workspace/data/sintering_ds/train/fields/train_001779.npz
train_001809,/workspace/data/sintering_ds/train/fields/train_001809.npz
train_001813,/workspace/data/sintering_ds/train/fields/train_001813.npz
train_001835,/workspace/data/sintering_ds/train/fields/train_001835.npz
train_001859,/workspace/data/sintering_ds/train/fields/train_001859.npz
train_001915,/workspace/data/sintering_ds/train/fields/train_001915.npz
train_001919,/workspace/data/sintering_ds/train/fields/train_001919.npz
train_001944,/workspace/data/sintering_ds/train/fields/train_001944.npz
train_001967,/workspace/data/sintering_ds/train/fields/train_001967.npz
train_001982,/workspace/data/sintering_ds/train/fields/train_001982.npz
train_001994,/workspace/data/sintering_ds/train/fields/train_001994.npz
train_002069,/workspace/data/sintering_ds/train/fields/train_002069.npz
train_002166,/workspace/data/sintering_ds/train/fields/train_002166.npz
train_002173,/workspace/data/sintering_ds/train/fields/train_002173.npz
train_002203,/workspace/data/sintering_ds/train/fields/train_002203.npz
train_002257,/workspace/data/sintering_ds/train/fields/train_002257.npz
train_002262,/workspace/data/sintering_ds/train/fields/train_002262.npz
train_002276,/workspace/data/sintering_ds/train/fields/train_002276.npz
train_002299,/workspace/data/sintering_ds/train/fields/train_002299.npz
train_002313,/workspace/data/sintering_ds/train/fields/train_002313.npz
train_002323,/workspace/data/sintering_ds/train/fields/train_002323.npz
train_002361,/workspace/data/sintering_ds/train/fields/train_002361.npz
train_002381,/workspace/data/sintering_ds/train/fields/train_002381.npz
train_002393,/workspace/data/sintering_ds/train/fields/train_002393.npz
train_002500,/workspace/data/sintering_ds/train/fields/train_002500.npz
train_002520,/workspace/data/sintering_ds/train/fields/train_002520.npz
train_002535,/workspace/data/sintering_ds/train/fields/train_002535.npz
train_002558,/workspace/data/sintering_ds/train/fields/train_002558.npz
train_002580,/workspace/data/sintering_ds/train/fields/train_002580.npz
train_002593,/workspace/data/sintering_ds/train/fields/train_002593.npz
train_002614,/workspace/data/sintering_ds/train/fields/train_002614.npz
train_002640,/workspace/data/sintering_ds/train/fields/train_002640.npz
train_002645,/workspace/data/sintering_ds/train/fields/train_002645.npz
train_002663,/workspace/data/sintering_ds/train/fields/train_002663.npz
train_002666,/workspace/data/sintering_ds/train/fields/train_002666.npz
train_002698,/workspace/data/sintering_ds/train/fields/train_002698.npz
train_002715,/workspace/data/sintering_ds/train/fields/train_002715.npz
train_002760,/workspace/data/sintering_ds/train/fields/train_002760.npz
train_002766,/workspace/data/sintering_ds/train/fields/train_002766.npz
train_002768,/workspace/data/sintering_ds/train/fields/train_002768.npz
train_002776,/workspace/data/sintering_ds/train/fields/train_002776.npz
train_002788,/workspace/data/sintering_ds/train/fields/train_002788.npz
train_002834,/workspace/data/sintering_ds/train/fields/train_002834.npz
train_002850,/workspace/data/sintering_ds/train/fields/train_002850.npz
train_002863,/workspace/data/sintering_ds/train/fields/train_002863.npz
train_002873,/workspace/data/sintering_ds/train/fields/train_002873.npz
train_002880,/workspace/data/sintering_ds/train/fields/train_002880.npz
train_002897,/workspace/data/sintering_ds/train/fields/train_002897.npz
train_002921,/workspace/data/sintering_ds/train/fields/train_002921.npz
train_002928,/workspace/data/sintering_ds/train/fields/train_002928.npz
train_002941,/workspace/data/sintering_ds/train/fields/train_002941.npz
train_002944,/workspace/data/sintering_ds/train/fields/train_002944.npz
train_002963,/workspace/data/sintering_ds/train/fields/train_002963.npz
train_002975,/workspace/data/sintering_ds/train/fields/train_002975.npz
train_002992,/workspace/data/sintering_ds/train/fields/train_002992.npz
train_002994,/workspace/data/sintering_ds/train/fields/train_002994.npz
train_003006,/workspace/data/sintering_ds/train/fields/train_003006.npz
train_003047,/workspace/data/sintering_ds/train/fields/train_003047.npz
train_003072,/workspace/data/sintering_ds/train/fields/train_003072.npz
train_003096,/workspace/data/sintering_ds/train/fields/train_003096.npz
train_003105,/workspace/data/sintering_ds/train/fields/train_003105.npz
train_003116,/workspace/data/sintering_ds/train/fields/train_003116.npz
train_003117,/workspace/data/sintering_ds/train/fields/train_003117.npz
train_003120,/workspace/data/sintering_ds/train/fields/train_003120.npz
train_003149,/workspace/data/sintering_ds/train/fields/train_003149.npz
train_003162,/workspace/data/sintering_ds/train/fields/train_003162.npz
train_003173,/workspace/data/sintering_ds/train/fields/train_003173.npz
train_003217,/workspace/data/sintering_ds/train/fields/train_003217.npz
train_003232,/workspace/data/sintering_ds/train/fields/train_003232.npz
train_003247,/workspace/data/sintering_ds/train/fields/train_003247.npz
train_003287,/workspace/data/sintering_ds/train/fields/train_003287.npz
train_003312,/workspace/data/sintering_ds/train/fields/train_003312.npz
train_003322,/workspace/data/sintering_ds/train/fields/train_003322.npz
train_003338,/workspace/data/sintering_ds/train/fields/train_003338.npz
train_003349,/workspace/data/sintering_ds/train/fields/train_003349.npz
train_003383,/workspace/data/sintering_ds/train/fields/train_003383.npz
train_003388,/workspace/data/sintering_ds/train/fields/train_003388.npz
train_003476,/workspace/data/sintering_ds/train/fields/train_003476.npz
train_003506,/workspace/data/sintering_ds/train/fields/train_003506.npz
train_003507,/workspace/data/sintering_ds/train/fields/train_003507.npz
train_003530,/workspace/data/sintering_ds/train/fields/train_003530.npz
train_003544,/workspace/data/sintering_ds/train/fields/train_003544.npz
train_003553,/workspace/data/sintering_ds/train/fields/train_003553.npz
train_003564,/workspace/data/sintering_ds/train/fields/train_003564.npz
train_003632,/workspace/data/sintering_ds/train/fields/train_003632.npz
train_003646,/workspace/data/sintering_ds/train/fields/train_003646.npz
train_003689,/workspace/data/sintering_ds/train/fields/train_003689.npz
train_003691,/workspace/data/sintering_ds/train/fields/train_003691.npz
train_003717,/workspace/data/sintering_ds/train/fields/train_003717.npz
train_003741,/workspace/data/sintering_ds/train/fields/train_003741.npz
train_003753,/workspace/data/sintering_ds/train/fields/train_003753.npz
train_003833,/workspace/data/sintering_ds/train/fields/train_003833.npz
train_003927,/workspace/data/sintering_ds/train/fields/train_003927.npz
train_003929,/workspace/data/sintering_ds/train/fields/train_003929.npz
train_003939,/workspace/data/sintering_ds/train/fields/train_003939.npz
train_003951,/workspace/data/sintering_ds/train/fields/train_003951.npz
train_003953,/workspace/data/sintering_ds/train/fields/train_003953.npz
train_004039,/workspace/data/sintering_ds/train/fields/train_004039.npz
train_004050,/workspace/data/sintering_ds/train/fields/train_004050.npz
train_004053,/workspace/data/sintering_ds/train/fields/train_004053.npz
train_004087,/workspace/data/sintering_ds/train/fields/train_004087.npz
train_004115,/workspace/data/sintering_ds/train/fields/train_004115.npz
train_004124,/workspace/data/sintering_ds/train/fields/train_004124.npz
train_004139,/workspace/data/sintering_ds/train/fields/train_004139.npz
train_004171,/workspace/data/sintering_ds/train/fields/train_004171.npz
train_004174,/workspace/data/sintering_ds/train/fields/train_004174.npz
train_004176,/workspace/data/sintering_ds/train/fields/train_004176.npz
train_004188,/workspace/data/sintering_ds/train/fields/train_004188.npz
train_004193,/workspace/data/sintering_ds/train/fields/train_004193.npz
train_004207,/workspace/data/sintering_ds/train/fields/train_004207.npz
train_004209,/workspace/data/sintering_ds/train/fields/train_004209.npz
train_004225,/workspace/data/sintering_ds/train/fields/train_004225.npz
train_004229,/workspace/data/sintering_ds/train/fields/train_004229.npz
train_004254,/workspace/data/sintering_ds/train/fields/train_004254.npz
train_004258,/workspace/data/sintering_ds/train/fields/train_004258.npz
train_004287,/workspace/data/sintering_ds/train/fields/train_004287.npz
train_004293,/workspace/data/sintering_ds/train/fields/train_004293.npz
train_004296,/workspace/data/sintering_ds/train/fields/train_004296.npz
train_004300,/workspace/data/sintering_ds/train/fields/train_004300.npz
train_004309,/workspace/data/sintering_ds/train/fields/train_004309.npz
train_004310,/workspace/data/sintering_ds/train/fields/train_004310.npz
train_004316,/workspace/data/sintering_ds/train/fields/train_004316.npz
train_004321,/workspace/data/sintering_ds/train/fields/train_004321.npz
train_004344,/workspace/data/sintering_ds/train/fields/train_004344.npz
train_004365,/workspace/data/sintering_ds/train/fields/train_004365.npz
train_004366,/workspace/data/sintering_ds/train/fields/train_004366.npz
train_004412,/workspace/data/sintering_ds/train/fields/train_004412.npz
train_004431,/workspace/data/sintering_ds/train/fields/train_004431.npz
train_004439,/workspace/data/sintering_ds/train/fields/train_004439.npz
train_004459,/workspace/data/sintering_ds/train/fields/train_004459.npz
train_004469,/workspace/data/sintering_ds/train/fields/train_004469.npz
train_004493,/workspace/data/sintering_ds/train/fields/train_004493.npz
train_004507,/workspace/data/sintering_ds/train/fields/train_004507.npz
train_004524,/workspace/data/sintering_ds/train/fields/train_004524.npz
train_004531,/workspace/data/sintering_ds/train/fields/train_004531.npz
train_004533,/workspace/data/sintering_ds/train/fields/train_004533.npz
train_004555,/workspace/data/sintering_ds/train/fields/train_004555.npz
train_004566,/workspace/data/sintering_ds/train/fields/train_004566.npz
train_004623,/workspace/data/sintering_ds/train/fields/train_004623.npz
train_004633,/workspace/data/sintering_ds/train/fields/train_004633.npz
train_004635,/workspace/data/sintering_ds/train/fields/train_004635.npz
train_004661,/workspace/data/sintering_ds/train/fields/train_004661.npz
train_004714,/workspace/data/sintering_ds/train/fields/train_004714.npz
train_004756,/workspace/data/sintering_ds/train/fields/train_004756.npz
train_004760,/workspace/data/sintering_ds/train/fields/train_004760.npz
train_004763,/workspace/data/sintering_ds/train/fields/train_004763.npz
train_004797,/workspace/data/sintering_ds/train/fields/train_004797.npz
train_004800,/workspace/data/sintering_ds/train/fields/train_004800.npz
train_004801,/workspace/data/sintering_ds/train/fields/train_004801.npz
train_004803,/workspace/data/sintering_ds/train/fields/train_004803.npz
train_004815,/workspace/data/sintering_ds/train/fields/train_004815.npz
train_004817,/workspace/data/sintering_ds/train/fields/train_004817.npz
train_004850,/workspace/data/sintering_ds/train/fields/train_004850.npz
train_004858,/workspace/data/sintering_ds/train/fields/train_004858.npz
train_004861,/workspace/data/sintering_ds/train/fields/train_004861.npz
train_004877,/workspace/data/sintering_ds/train/fields/train_004877.npz
train_004884,/workspace/data/sintering_ds/train/fields/train_004884.npz
train_004945,/workspace/data/sintering_ds/train/fields/train_004945.npz
train_004960,/workspace/data/sintering_ds/train/fields/train_004960.npz
train_004968,/workspace/data/sintering_ds/train/fields/train_004968.npz
train_005007,/workspace/data/sintering_ds/train/fields/train_005007.npz
train_005022,/workspace/data/sintering_ds/train/fields/train_005022.npz
train_005055,/workspace/data/sintering_ds/train/fields/train_005055.npz
train_005070,/workspace/data/sintering_ds/train/fields/train_005070.npz
train_005100,/workspace/data/sintering_ds/train/fields/train_005100.npz
train_005119,/workspace/data/sintering_ds/train/fields/train_005119.npz
train_005183,/workspace/data/sintering_ds/train/fields/train_005183.npz
train_005197,/workspace/data/sintering_ds/train/fields/train_005197.npz
train_005223,/workspace/data/sintering_ds/train/fields/train_005223.npz
train_005252,/workspace/data/sintering_ds/train/fields/train_005252.npz
train_005287,/workspace/data/sintering_ds/train/fields/train_005287.npz
train_005301,/workspace/data/sintering_ds/train/fields/train_005301.npz
train_005308,/workspace/data/sintering_ds/train/fields/train_005308.npz
train_005320,/workspace/data/sintering_ds/train/fields/train_005320.npz
train_005322,/workspace/data/sintering_ds/train/fields/train_005322.npz
train_005332,/workspace/data/sintering_ds/train/fields/train_005332.npz
train_005338,/workspace/data/sintering_ds/train/fields/train_005338.npz
train_005341,/workspace/data/sintering_ds/train/fields/train_005341.npz
train_005375,/workspace/data/sintering_ds/train/fields/train_005375.npz
train_005379,/workspace/data/sintering_ds/train/fields/train_005379.npz
train_005387,/workspace/data/sintering_ds/train/fields/train_005387.npz
train_005407,/workspace/data/sintering_ds/train/fields/train_005407.npz
train_005433,/workspace/data/sintering_ds/train/fields/train_005433.npz
train_005440,/workspace/data/sintering_ds/train/fields/train_005440.npz
train_005445,/workspace/data/sintering_ds/train/fields/train_005445.npz
train_005454,/workspace/data/sintering_ds/train/fields/train_005454.npz
train_005469,/workspace/data/sintering_ds/train/fields/train_005469.npz
train_005527,/workspace/data/sintering_ds/train/fields/train_005527.npz
train_005532,/workspace/data/sintering_ds/train/fields/train_005532.npz
train_005596,/workspace/data/sintering_ds/train/fields/train_005596.npz
train_005634,/workspace/data/sintering_ds/train/fields/train_005634.npz
train_005637,/workspace/data/sintering_ds/train/fields/train_005637.npz
train_005674,/workspace/data/sintering_ds/train/fields/train_005674.npz
train_005690,/workspace/data/sintering_ds/train/fields/train_005690.npz
train_005735,/workspace/data/sintering_ds/train/fields/train_005735.npz
train_005767,/workspace/data/sintering_ds/train/fields/train_005767.npz
train_005773,/workspace/data/sintering_ds/train/fields/train_005773.npz
train_005809,/workspace/data/sintering_ds/train/fields/train_005809.npz
train_005885,/workspace/data/sintering_ds/train/fields/train_005885.npz
train_005930,/workspace/data/sintering_ds/train/fields/train_005930.npz
train_005941,/workspace/data/sintering_ds/train/fields/train_005941.npz
train_005942,/workspace/data/sintering_ds/train/fields/train_005942.npz
train_005983,/workspace/data/sintering_ds/train/fields/train_005983.npz
train_006026,/workspace/data/sintering_ds/train/fields/train_006026.npz
train_006027,/workspace/data/sintering_ds/train/fields/train_006027.npz
train_006036,/workspace/data/sintering_ds/train/fields/train_006036.npz
train_006037,/workspace/data/sintering_ds/train/fields/train_006037.npz
train_006054,/workspace/data/sintering_ds/train/fields/train_006054.npz
train_006108,/workspace/data/sintering_ds/train/fields/train_006108.npz
train_006109,/workspace/data/sintering_ds/train/fields/train_006109.npz
train_006112,/workspace/data/sintering_ds/train/fields/train_006112.npz
train_006120,/workspace/data/sintering_ds/train/fields/train_006120.npz
train_006127,/workspace/data/sintering_ds/train/fields/train_006127.npz
train_006133,/workspace/data/sintering_ds/train/fields/train_006133.npz
train_006220,/workspace/data/sintering_ds/train/fields/train_006220.npz
train_006247,/workspace/data/sintering_ds/train/fields/train_006247.npz
train_006297,/workspace/data/sintering_ds/train/fields/train_006297.npz
train_006313,/workspace/data/sintering_ds/train/fields/train_006313.npz
train_006327,/workspace/data/sintering_ds/train/fields/train_006327.npz
train_006332,/workspace/data/sintering_ds/train/fields/train_006332.npz
train_006387,/workspace/data/sintering_ds/train/fields/train_006387.npz
train_006391,/workspace/data/sintering_ds/train/fields/train_006391.npz
train_006416,/workspace/data/sintering_ds/train/fields/train_006416.npz
train_006418,/workspace/data/sintering_ds/train/fields/train_006418.npz
train_006431,/workspace/data/sintering_ds/train/fields/train_006431.npz
train_006444,/workspace/data/sintering_ds/train/fields/train_006444.npz
train_006458,/workspace/data/sintering_ds/train/fields/train_006458.npz
train_006472,/workspace/data/sintering_ds/train/fields/train_006472.npz
train_006473,/workspace/data/sintering_ds/train/fields/train_006473.npz
train_006529,/workspace/data/sintering_ds/train/fields/train_006529.npz
train_006531,/workspace/data/sintering_ds/train/fields/train_006531.npz
train_006534,/workspace/data/sintering_ds/train/fields/train_006534.npz
train_006550,/workspace/data/sintering_ds/train/fields/train_006550.npz
train_006565,/workspace/data/sintering_ds/train/fields/train_006565.npz
train_006573,/workspace/data/sintering_ds/train/fields/train_006573.npz
train_006592,/workspace/data/sintering_ds/train/fields/train_006592.npz
train_006596,/workspace/data/sintering_ds/train/fields/train_006596.npz
train_006612,/workspace/data/sintering_ds/train/fields/train_006612.npz
train_006621,/workspace/data/sintering_ds/train/fields/train_006621.npz
train_006625,/workspace/data/sintering_ds/train/fields/train_006625.npz
train_006630,/workspace/data/sintering_ds/train/fields/train_006630.npz
train_006685,/workspace/data/sintering_ds/train/fields/train_006685.npz
train_006712,/workspace/data/sintering_ds/train/fields/train_006712.npz
train_006719,/workspace/data/sintering_ds/train/fields/train_006719.npz
train_006741,/workspace/data/sintering_ds/train/fields/train_006741.npz
train_006743,/workspace/data/sintering_ds/train/fields/train_006743.npz
train_006776,/workspace/data/sintering_ds/train/fields/train_006776.npz
train_006789,/workspace/data/sintering_ds/train/fields/train_006789.npz
train_006826,/workspace/data/sintering_ds/train/fields/train_006826.npz
train_006845,/workspace/data/sintering_ds/train/fields/train_006845.npz
train_006888,/workspace/data/sintering_ds/train/fields/train_006888.npz
train_006938,/workspace/data/sintering_ds/train/fields/train_006938.npz
train_006962,/workspace/data/sintering_ds/train/fields/train_006962.npz
train_006988,/workspace/data/sintering_ds/train/fields/train_006988.npz
train_006999,/workspace/data/sintering_ds/train/fields/train_006999.npz
train_007004,/workspace/data/sintering_ds/train/fields/train_007004.npz
train_007017,/workspace/data/sintering_ds/train/fields/train_007017.npz
train_007103,/workspace/data/sintering_ds/train/fields/train_007103.npz
train_007105,/workspace/data/sintering_ds/train/fields/train_007105.npz
train_007121,/workspace/data/sintering_ds/train/fields/train_007121.npz
train_007123,/workspace/data/sintering_ds/train/fields/train_007123.npz
train_007137,/workspace/data/sintering_ds/train/fields/train_007137.npz
train_007159,/workspace/data/sintering_ds/train/fields/train_007159.npz
train_007169,/workspace/data/sintering_ds/train/fields/train_007169.npz
train_007205,/workspace/data/sintering_ds/train/fields/train_007205.npz
train_007233,/workspace/data/sintering_ds/train/fields/train_007233.npz
train_007241,/workspace/data/sintering_ds/train/fields/train_007241.npz
train_007257,/workspace/data/sintering_ds/train/fields/train_007257.npz
train_007275,/workspace/data/sintering_ds/train/fields/train_007275.npz
train_007339,/workspace/data/sintering_ds/train/fields/train_007339.npz
train_007354,/workspace/data/sintering_ds/train/fields/train_007354.npz
train_007361,/workspace/data/sintering_ds/train/fields/train_007361.npz
train_007362,/workspace/data/sintering_ds/train/fields/train_007362.npz
train_007365,/workspace/data/sintering_ds/train/fields/train_007365.npz
train_007376,/workspace/data/sintering_ds/train/fields/train_007376.npz
train_007381,/workspace/data/sintering_ds/train/fields/train_007381.npz
train_007383,/workspace/data/sintering_ds/train/fields/train_007383.npz
train_007385,/workspace/data/sintering_ds/train/fields/train_007385.npz
train_007418,/workspace/data/sintering_ds/train/fields/train_007418.npz
train_007433,/workspace/data/sintering_ds/train/fields/train_007433.npz
train_007444,/workspace/data/sintering_ds/train/fields/train_007444.npz
train_007460,/workspace/data/sintering_ds/train/fields/train_007460.npz
train_007463,/workspace/data/sintering_ds/train/fields/train_007463.npz
train_007480,/workspace/data/sintering_ds/train/fields/train_007480.npz
train_007496,/workspace/data/sintering_ds/train/fields/train_007496.npz
train_007504,/workspace/data/sintering_ds/train/fields/train_007504.npz
train_007528,/workspace/data/sintering_ds/train/fields/train_007528.npz
train_007548,/workspace/data/sintering_ds/train/fields/train_007548.npz
train_007559,/workspace/data/sintering_ds/train/fields/train_007559.npz
train_007561,/workspace/data/sintering_ds/train/fields/train_007561.npz
train_007572,/workspace/data/sintering_ds/train/fields/train_007572.npz
train_007602,/workspace/data/sintering_ds/train/fields/train_007602.npz
train_007615,/workspace/data/sintering_ds/train/fields/train_007615.npz
train_007619,/workspace/data/sintering_ds/train/fields/train_007619.npz
train_007643,/workspace/data/sintering_ds/train/fields/train_007643.npz
train_007653,/workspace/data/sintering_ds/train/fields/train_007653.npz
train_007658,/workspace/data/sintering_ds/train/fields/train_007658.npz
train_007663,/workspace/data/sintering_ds/train/fields/train_007663.npz
train_007671,/workspace/data/sintering_ds/train/fields/train_007671.npz
train_007697,/workspace/data/sintering_ds/train/fields/train_007697.npz
train_007719,/workspace/data/sintering_ds/train/fields/train_007719.npz
train_007729,/workspace/data/sintering_ds/train/fields/train_007729.npz
train_007745,/workspace/data/sintering_ds/train/fields/train_007745.npz
train_007828,/workspace/data/sintering_ds/train/fields/train_007828.npz
train_007839,/workspace/data/sintering_ds/train/fields/train_007839.npz
train_007865,/workspace/data/sintering_ds/train/fields/train_007865.npz
train_007868,/workspace/data/sintering_ds/train/fields/train_007868.npz
train_007893,/workspace/data/sintering_ds/train/fields/train_007893.npz
train_007907,/workspace/data/sintering_ds/train/fields/train_007907.npz
train_007928,/workspace/data/sintering_ds/train/fields/train_007928.npz
train_007949,/workspace/data/sintering_ds/train/fields/train_007949.npz
train_007955,/workspace/data/sintering_ds/train/fields/train_007955.npz
train_007980,/workspace/data/sintering_ds/train/fields/train_007980.npz
train_007981,/workspace/data/sintering_ds/train/fields/train_007981.npz
train_007983,/workspace/data/sintering_ds/train/fields/train_007983.npz
train_007993,/workspace/data/sintering_ds/train/fields/train_007993.npz
train_007995,/workspace/data/sintering_ds/train/fields/train_007995.npz
train_008021,/workspace/data/sintering_ds/train/fields/train_008021.npz
train_008074,/workspace/data/sintering_ds/train/fields/train_008074.npz
train_008099,/workspace/data/sintering_ds/train/fields/train_008099.npz
train_008160,/workspace/data/sintering_ds/train/fields/train_008160.npz
train_008161,/workspace/data/sintering_ds/train/fields/train_008161.npz
train_008185,/workspace/data/sintering_ds/train/fields/train_008185.npz
train_008204,/workspace/data/sintering_ds/train/fields/train_008204.npz
train_008218,/workspace/data/sintering_ds/train/fields/train_008218.npz
train_008230,/workspace/data/sintering_ds/train/fields/train_008230.npz
train_008231,/workspace/data/sintering_ds/train/fields/train_008231.npz
train_008258,/workspace/data/sintering_ds/train/fields/train_008258.npz
train_008279,/workspace/data/sintering_ds/train/fields/train_008279.npz
train_008325,/workspace/data/sintering_ds/train/fields/train_008325.npz
train_008336,/workspace/data/sintering_ds/train/fields/train_008336.npz
train_008338,/workspace/data/sintering_ds/train/fields/train_008338.npz
train_008373,/workspace/data/sintering_ds/train/fields/train_008373.npz
train_008450,/workspace/data/sintering_ds/train/fields/train_008450.npz
train_008466,/workspace/data/sintering_ds/train/fields/train_008466.npz
train_008527,/workspace/data/sintering_ds/train/fields/train_008527.npz
train_008580,/workspace/data/sintering_ds/train/fields/train_008580.npz
train_008617,/workspace/data/sintering_ds/train/fields/train_008617.npz
train_008654,/workspace/data/sintering_ds/train/fields/train_008654.npz
train_008663,/workspace/data/sintering_ds/train/fields/train_008663.npz
train_008670,/workspace/data/sintering_ds/train/fields/train_008670.npz
train_008717,/workspace/data/sintering_ds/train/fields/train_008717.npz
train_008752,/workspace/data/sintering_ds/train/fields/train_008752.npz
