rubber_content,heating_rate,atmosphere,temperature_range,temp_start,temp_end,onset_temperature,peak_temperature,endset_temperature,mass_loss_percent,max_mass_loss_rate_percent_per_min,temperature_range_width,mass_loss_per_degree,residue_at_range_end,specimen_id,analysis_method,calculation_basis
10,10,air,bound_water_1,120,300,130.2476259075381,229.31314419607972,293.997110755265,1.4814554116671323,0.0823030784259518,180,0.00823030784259518,98.51854458833287,ML_10_10_air_bound_water_1,TGA,dry_weight
10,10,air,bound_water_2,300,450,315.45735236705656,358.23667914869577,445.33813645038987,8.188102496572064,0.5458734997714709,150,0.05458734997714709,91.81189750342793,ML_10_10_air_bound_water_2,TGA,dry_weight
10,10,air,portlandite,450,550,450.3565343474634,510.71806596607166,541.844790516693,4.366443384651999,0.43664433846519995,100,0.043664433846519995,95.633556615348,ML_10_10_air_portlandite,TGA,dry_weight
10,10,air,calcite,600,900,601.5089349457616,755.5976799125901,882.5001326980226,1.2618063138208473,0.04206021046069491,300,0.004206021046069491,98.73819368617916,ML_10_10_air_calcite,TGA,dry_weight
10,10,air,total,25,1000,33.21905053709938,501.6496903522547,999.0062778856353,22.7,0.2328205128205128,975,0.02328205128205128,77.3,ML_10_10_air_total,TGA,dry_weight
10,10,air,rubber_pyrolysis,300,500,314.7753460504122,398.5264941925269,480.41777119391026,8.0,0.4,200,0.04,92.0,ML_10_10_air_rubber_pyrolysis,TGA,dry_weight
10,10,air,rubber_carbonization,500,800,518.5258172241337,631.8870004979492,789.3890506469102,2.5,0.08333333333333333,300,0.008333333333333333,97.5,ML_10_10_air_rubber_carbonization,TGA,dry_weight
10,10,nitrogen,free_water,25,120,44.729118265152096,60.3068684656323,101.01855589664316,2.6778447418412705,0.2818783938780285,95,0.028187839387802848,97.32215525815873,ML_10_10_nitrogen_free_water,TGA,dry_weight
10,10,nitrogen,bound_water_1,120,300,125.44071452957769,202.95497046149347,284.04171906487613,1.579938855730625,0.08777438087392361,180,0.008777438087392361,98.42006114426937,ML_10_10_nitrogen_bound_water_1,TGA,dry_weight
10,10,nitrogen,bound_water_2,300,450,302.42272130255645,379.6468611726319,443.9797764409944,10.836292576983038,0.7224195051322025,150,0.07224195051322026,89.16370742301696,ML_10_10_nitrogen_bound_water_2,TGA,dry_weight
10,10,nitrogen,portlandite,450,550,462.5850100697557,498.23236371406944,543.1298459411515,5.363528003772328,0.5363528003772328,100,0.053635280037723276,94.63647199622767,ML_10_10_nitrogen_portlandite,TGA,dry_weight
10,10,nitrogen,calcite,600,900,607.7881154608258,744.8233342994578,882.4816799256647,3.4560565946440027,0.11520188648813343,300,0.011520188648813342,96.543943405356,ML_10_10_nitrogen_calcite,TGA,dry_weight
10,10,nitrogen,total,25,1000,40.680923146763796,524.1927698044227,986.6799613022762,22.7,0.2328205128205128,975,0.02328205128205128,77.3,ML_10_10_nitrogen_total,TGA,dry_weight
10,10,nitrogen,rubber_pyrolysis,300,500,311.3682948855414,389.3090688003858,493.41786907017143,7.0,0.35000000000000003,200,0.035,93.0,ML_10_10_nitrogen_rubber_pyrolysis,TGA,dry_weight
10,10,nitrogen,rubber_carbonization,500,800,502.26099263890455,657.7692242738603,793.930242122714,1.5,0.05,300,0.005,98.5,ML_10_10_nitrogen_rubber_carbonization,TGA,dry_weight
15,10,air,free_water,25,120,38.325713801481335,59.80646594115096,118.99188168574108,1.2140982207128586,0.1277998127066167,95,0.01277998127066167,98.78590177928714,ML_15_10_air_free_water,TGA,dry_weight
15,10,air,bound_water_1,120,300,135.0888279302948,204.43982254604913,284.6323054961745,2.0518000594250876,0.11398889219028265,180,0.011398889219028265,97.94819994057491,ML_15_10_air_bound_water_1,TGA,dry_weight
15,10,air,bound_water_2,300,450,302.6651698821153,385.5457517001171,431.26731450283046,5.934318506808152,0.3956212337872101,150,0.03956212337872101,94.06568149319185,ML_15_10_air_bound_water_2,TGA,dry_weight
15,10,air,portlandite,450,550,457.02682092188724,500.41196577069707,546.000718958955,4.787053144730731,0.4787053144730731,100,0.04787053144730731,95.21294685526927,ML_15_10_air_portlandite,TGA,dry_weight
15,10,air,calcite,600,900,601.4440969858432,743.5628399500998,893.984264971377,1.6777340445512106,0.05592446815170702,300,0.005592446815170702,98.32226595544878,ML_15_10_air_calcite,TGA,dry_weight
15,10,air,total,25,1000,30.60984455451719,497.26802018019123,986.1225302861558,26.549999999999997,0.2723076923076923,975,0.02723076923076923,73.45,ML_15_10_air_total,TGA,dry_weight
15,10,air,rubber_pyrolysis,300,500,301.2038123046521,381.2769380308503,498.58922489238716,12.0,0.6,200,0.06,88.0,ML_15_10_air_rubber_pyrolysis,TGA,dry_weight
15,10,air,rubber_carbonization,500,800,512.9617139916389,635.0031283037217,785.2570627556864,3.75,0.125,300,0.0125,96.25,ML_15_10_air_rubber_carbonization,TGA,dry_weight
15,10,nitrogen,free_water,25,120,38.62097019253639,55.029900607172564,108.75830775400229,2.797273395402126,0.29444983109496065,95,0.029444983109496062,97.20272660459787,ML_15_10_nitrogen_free_water,TGA,dry_weight
15,10,nitrogen,bound_water_1,120,300,127.99533121684084,204.2430655199193,282.62998808866547,1.2877069321812054,0.07153927401006696,180,0.007153927401006697,98.71229306781879,ML_15_10_nitrogen_bound_water_1,TGA,dry_weight
15,10,nitrogen,bound_water_2,300,450,317.2908099524916,390.452908069139,445.245192980568,11.386339326302016,0.7590892884201345,150,0.07590892884201345,88.61366067369798,ML_15_10_nitrogen_bound_water_2,TGA,dry_weight
15,10,nitrogen,portlandite,450,550,459.25978053735594,494.1875877902352,538.6803643917914,2.1122141285187515,0.21122141285187512,100,0.021122141285187513,97.88778587148124,ML_15_10_nitrogen_portlandite,TGA,dry_weight
15,10,nitrogen,calcite,600,900,618.8435644085008,749.5824602659732,897.9186229572836,1.314827144688172,0.043827571489605734,300,0.004382757148960573,98.68517285531183,ML_15_10_nitrogen_calcite,TGA,dry_weight
15,10,nitrogen,total,25,1000,34.18804785690769,511.4779769304815,989.2175690996814,26.549999999999997,0.2723076923076923,975,0.02723076923076923,73.45,ML_15_10_nitrogen_total,TGA,dry_weight
15,10,nitrogen,rubber_pyrolysis,300,500,315.9543141924484,389.69370971279756,488.9509132193307,10.5,0.525,200,0.0525,89.5,ML_15_10_nitrogen_rubber_pyrolysis,TGA,dry_weight
15,10,nitrogen,rubber_carbonization,500,800,501.06790165107196,647.5567352348083,797.4491549914516,2.25,0.075,300,0.0075,97.75,ML_15_10_nitrogen_rubber_carbonization,TGA,dry_weight
20,10,air,free_water,25,120,36.244433416734196,58.45357219301632,105.13421562211826,1.988995333204614,0.209367929811012,95,0.0209367929811012,98.01100466679539,ML_20_10_air_free_water,TGA,dry_weight
20,10,air,bound_water_1,120,300,121.74706366065986,217.27376425547607,297.1376368183136,1.5626977345679596,0.08681654080933107,180,0.008681654080933108,98.43730226543204,ML_20_10_air_bound_water_1,TGA,dry_weight
20,10,air,bound_water_2,300,450,302.14690010332407,371.8106384985007,447.91122727945697,5.968266408589538,0.39788442723930256,150,0.039788442723930256,94.03173359141046,ML_20_10_air_bound_water_2,TGA,dry_weight
20,10,air,portlandite,450,550,461.2009702465966,504.51722973071526,533.5781706294315,3.5895457118290715,0.3589545711829072,100,0.035895457118290716,96.41045428817092,ML_20_10_air_portlandite,TGA,dry_weight
20,10,air,calcite,600,900,604.4929006623951,742.3485222560137,895.3879128072355,3.348188517102998,0.11160628390343327,300,0.011160628390343328,96.651811482897,ML_20_10_air_calcite,TGA,dry_weight
20,10,air,total,25,1000,33.082582247746736,518.427655141691,986.3650565469516,30.4,0.31179487179487175,975,0.031179487179487177,69.6,ML_20_10_air_total,TGA,dry_weight
20,10,air,rubber_pyrolysis,300,500,308.8642943477695,389.37099363350933,496.71942467563053,16.0,0.8,200,0.08,84.0,ML_20_10_air_rubber_pyrolysis,TGA,dry_weight
20,10,air,rubber_carbonization,500,800,510.90473235403505,655.6897339494882,785.5382069450569,5.0,0.16666666666666666,300,0.016666666666666666,95.0,ML_20_10_air_rubber_carbonization,TGA,dry_weight
20,10,nitrogen,free_water,25,120,36.808492884437086,84.61590561539765,109.9215822183663,1.5821771368549369,0.1665449617742039,95,0.01665449617742039,98.41782286314506,ML_20_10_nitrogen_free_water,TGA,dry_weight
20,10,nitrogen,bound_water_1,120,300,128.72863234691508,229.54834777182694,289.8849614003512,1.3621384277876296,0.07567435709931276,180,0.007567435709931276,98.63786157221237,ML_20_10_nitrogen_bound_water_1,TGA,dry_weight
20,10,nitrogen,bound_water_2,300,450,306.97614353090984,374.57245867989326,432.65605306828786,6.25272475181464,0.41684831678764267,150,0.041684831678764266,93.74727524818536,ML_20_10_nitrogen_bound_water_2,TGA,dry_weight
20,10,nitrogen,portlandite,450,550,452.20462594154986,518.3461185396919,544.1781740601552,5.676348540957819,0.5676348540957818,100,0.056763485409578186,94.32365145904218,ML_20_10_nitrogen_portlandite,TGA,dry_weight
20,10,nitrogen,calcite,600,900,606.6134473117963,769.6758473780608,885.1360721099912,3.314453913231842,0.11048179710772807,300,0.011048179710772807,96.68554608676816,ML_20_10_nitrogen_calcite,TGA,dry_weight
20,10,nitrogen,total,25,1000,42.831182329727554,526.1215575008264,981.412900217117,30.4,0.31179487179487175,975,0.031179487179487177,69.6,ML_20_10_nitrogen_total,TGA,dry_weight
20,10,nitrogen,rubber_pyrolysis,300,500,317.5687992405235,389.60591363636286,487.8962611348071,14.0,0.7000000000000001,200,0.07,86.0,ML_20_10_nitrogen_rubber_pyrolysis,TGA,dry_weight
20,10,nitrogen,rubber_carbonization,500,800,506.3970757059036,661.3431604073786,799.8015441835561,3.0,0.1,300,0.01,97.0,ML_20_10_nitrogen_rubber_carbonization,TGA,dry_weight
25,10,air,free_water,25,120,26.194372683199315,83.47077212364323,110.33888195444263,2.620269224550796,0.27581781311061015,95,0.027581781311061013,97.3797307754492,ML_25_10_air_free_water,TGA,dry_weight
25,10,air,bound_water_1,120,300,135.67686895909443,193.54617922865754,284.59481735535405,1.4859110311282882,0.08255061284046045,180,0.008255061284046045,98.51408896887172,ML_25_10_air_bound_water_1,TGA,dry_weight
25,10,air,bound_water_2,300,450,301.69474926851535,379.7198687155385,443.64753581079015,9.817978580471618,0.6545319053647746,150,0.06545319053647745,90.18202141952838,ML_25_10_air_bound_water_2,TGA,dry_weight
25,10,air,portlandite,450,550,452.9092390901187,497.78602377774604,549.4918293160114,4.624413135890044,0.46244131358900437,100,0.04624413135890044,95.37558686410996,ML_25_10_air_portlandite,TGA,dry_weight
25,10,air,calcite,600,900,601.5973358866269,766.4372144861982,886.1658583170416,1.8481790985299063,0.061605969950996875,300,0.0061605969950996875,98.15182090147009,ML_25_10_air_calcite,TGA,dry_weight
25,10,air,total,25,1000,38.879696478023604,514.087711468255,981.3839938302713,34.25,0.3512820512820513,975,0.03512820512820513,65.75,ML_25_10_air_total,TGA,dry_weight
25,10,air,rubber_pyrolysis,300,500,316.63974892689436,404.9781918970905,483.35577880432254,20.0,1.0,200,0.1,80.0,ML_25_10_air_rubber_pyrolysis,TGA,dry_weight
25,10,air,rubber_carbonization,500,800,516.1337654445001,631.6440411043594,793.4676696315878,6.25,0.20833333333333331,300,0.020833333333333332,93.75,ML_25_10_air_rubber_carbonization,TGA,dry_weight
25,10,nitrogen,free_water,25,120,38.29839506619845,56.88409230677206,102.80005300637384,1.0463038847886135,0.11013725103038037,95,0.011013725103038037,98.95369611521139,ML_25_10_nitrogen_free_water,TGA,dry_weight
25,10,nitrogen,bound_water_1,120,300,121.7648406563138,207.82770318049674,284.6841162905665,1.0604912612464112,0.05891618118035618,180,0.005891618118035618,98.93950873875359,ML_25_10_nitrogen_bound_water_1,TGA,dry_weight
25,10,nitrogen,bound_water_2,300,450,315.014082003515,359.052719835974,441.46587684404705,9.940503705836864,0.6627002470557909,150,0.06627002470557909,90.05949629416314,ML_25_10_nitrogen_bound_water_2,TGA,dry_weight
25,10,nitrogen,portlandite,450,550,458.484524962946,506.0137890481349,531.1215837330052,2.0483219562256902,0.20483219562256902,100,0.0204832195622569,97.95167804377431,ML_25_10_nitrogen_portlandite,TGA,dry_weight
25,10,nitrogen,calcite,600,900,610.3655292876552,745.118229475009,895.3959772275576,1.2774878039193593,0.04258292679731198,300,0.004258292679731198,98.72251219608064,ML_25_10_nitrogen_calcite,TGA,dry_weight
25,10,nitrogen,total,25,1000,35.96554601229904,505.4480336218985,997.9471808119125,34.25,0.3512820512820513,975,0.03512820512820513,65.75,ML_25_10_nitrogen_total,TGA,dry_weight
25,10,nitrogen,rubber_pyrolysis,300,500,311.0858064863008,406.6371806164829,492.4532963611999,17.5,0.875,200,0.0875,82.5,ML_25_10_nitrogen_rubber_pyrolysis,TGA,dry_weight
25,10,nitrogen,rubber_carbonization,500,800,509.2482504724026,660.163264706564,797.3350812740956,3.75,0.125,300,0.0125,96.25,ML_25_10_nitrogen_rubber_carbonization,TGA,dry_weight
