company_id,quarter,quarter_date,revenue_usd,revenue_growth_rate,net_income_usd,profit_margin,operating_expenses_usd,burn_rate_usd
FT0008,Q6,2024-07-18,468763.56,0.2593,146554.63,0.3126,322208.94,320406.57
FT0008,Q7,2024-04-19,436919.27,0.227,114612.03,0.2623,322307.24,263484.31
FT0008,Q8,2024-01-20,336360.9,0.2632,91014.18,0.2706,245346.72,205601.7
FT0009,Q1,2025-10-11,819896.12,0.208,298668.65,0.3643,521227.47,0.0
FT0009,Q2,2025-07-13,650270.8,0.1466,267704.02,0.4117,382566.77,0.0
FT0009,Q3,2025-04-14,710144.31,0.1627,255209.63,0.3594,454934.68,0.0
FT0009,Q4,2025-01-14,636739.64,0.2418,284924.27,0.4475,351815.37,0.0
FT0009,Q5,2024-10-16,609652.14,0.2714,267408.54,0.4386,342243.6,0.0
FT0009,Q6,2024-07-18,478479.39,0.245,181836.66,0.38,296642.72,0.0
FT0009,Q7,2024-04-19,271147.68,0.1797,106558.96,0.393,164588.72,0.0
FT0009,Q8,2024-01-20,260791.58,0.2007,113097.05,0.4337,147694.53,0.0
FT0010,Q1,2025-10-11,1019363.0,0.1363,353504.95,0.3468,665858.06,0.0
FT0010,Q2,2025-07-13,761228.03,0.09,261265.0,0.3432,499963.02,0.0
FT0010,Q3,2025-04-14,991467.32,0.17,372924.07,0.3761,618543.25,0.0
FT0010,Q4,2025-01-14,598555.24,0.1142,250721.05,0.4189,347834.19,0.0
FT0010,Q5,2024-10-16,525262.55,0.1473,208966.35,0.3978,316296.2,0.0
FT0010,Q6,2024-07-18,527009.82,0.1755,210019.85,0.3985,316989.97,0.0
FT0010,Q7,2024-04-19,445509.94,0.1493,135133.51,0.3033,310376.43,0.0
FT0010,Q8,2024-01-20,425483.76,0.2109,168999.73,0.3972,256484.03,0.0
FT0011,Q1,2025-10-11,2914723.39,0.2552,1038598.43,0.3563,1876124.96,1894255.21
FT0011,Q2,2025-07-13,820442.81,0.0673,273881.23,0.3338,546561.58,619293.73
FT0011,Q3,2025-04-14,1608466.5,0.2167,568934.0,0.3537,1039532.51,1027190.78
FT0011,Q4,2025-01-14,1079095.39,0.2218,347784.48,0.3223,731310.91,697780.56
FT0011,Q5,2024-10-16,1094288.3,0.2385,327294.13,0.2991,766994.16,817015.07
FT0011,Q6,2024-07-18,699615.04,0.1601,183971.4,0.263,515643.64,495497.88
FT0011,Q7,2024-04-19,708526.55,0.1795,209097.18,0.2951,499429.37,444579.79
FT0011,Q8,2024-01-20,529154.6,0.2132,173319.86,0.3275,355834.74,353927.14
FT0012,Q1,2025-10-11,3380265.9,0.2453,788896.12,0.2334,2591369.78,2793927.47
FT0012,Q2,2025-07-13,1832791.04,0.1843,473431.93,0.2583,1359359.12,1370395.25
FT0012,Q3,2025-04-14,1074617.19,0.1198,256960.18,0.2391,817657.0,775603.92
FT0012,Q4,2025-01-14,1522689.79,0.2241,498088.26,0.3271,1024601.53,942405.33
FT0012,Q5,2024-10-16,940725.72,0.1878,203774.55,0.2166,736951.17,791754.18
FT0012,Q6,2024-07-18,879076.44,0.1642,188267.78,0.2142,690808.67,823346.31
FT0012,Q7,2024-04-19,685326.06,0.1906,251754.11,0.3673,433571.95,467853.72
FT0012,Q8,2024-01-20,592736.53,0.2687,129189.84,0.218,463546.69,456451.24
FT0013,Q1,2025-10-11,132475.76,0.0683,23689.17,0.1788,108786.59,114494.43
FT0013,Q2,2025-07-13,302860.09,0.2206,53999.37,0.1783,248860.72,199788.29
FT0013,Q3,2025-04-14,194995.49,0.1903,32820.23,0.1683,162175.26,130609.64
FT0013,Q4,2025-01-14,252491.94,0.2646,34431.55,0.1364,218060.39,259477.44
FT0013,Q5,2024-10-16,111355.7,0.1505,16368.16,0.147,94987.54,81931.76
FT0013,Q6,2024-07-18,154030.32,0.2397,41998.72,0.2727,112031.6,105126.89
FT0013,Q7,2024-04-19,105725.82,0.2576,17281.75,0.1635,88444.06,96667.55
FT0013,Q8,2024-01-20,81035.26,0.2122,14416.53,0.1779,66618.73,76801.69
FT0014,Q1,2025-10-11,780429.06,0.223,258418.16,0.3311,522010.9,0.0
FT0014,Q2,2025-07-13,706371.09,0.2277,214570.84,0.3038,491800.26,0.0
FT0014,Q3,2025-04-14,434702.68,0.1873,120037.04,0.2761,314665.65,0.0
FT0014,Q4,2025-01-14,335174.48,0.1318,99690.9,0.2974,235483.59,0.0
FT0014,Q5,2024-10-16,276686.92,0.1238,90614.94,0.3275,186071.98,0.0
FT0014,Q6,2024-07-18,346877.99,0.2607,65834.88,0.1898,281043.11,0.0
FT0014,Q7,2024-04-19,266590.14,0.177,63210.21,0.2371,203379.93,0.0
FT0014,Q8,2024-01-20,193490.23,0.2126,69949.53,0.3615,123540.7,0.0
FT0015,Q1,2025-10-11,1928959.2,0.1552,711703.82,0.369,1217255.38,1393507.59
FT0015,Q2,2025-07-13,1845962.38,0.1279,675538.03,0.366,1170424.35,1072383.78
FT0015,Q3,2025-04-14,1387897.68,0.1199,531035.85,0.3826,856861.82,957625.25
FT0015,Q4,2025-01-14,1074915.96,0.1539,405429.63,0.3772,669486.33,769142.23
FT0015,Q5,2024-10-16,1417291.97,0.2141,562496.56,0.3969,854795.41,739097.08
FT0015,Q6,2024-07-18,1066689.53,0.0931,424535.39,0.398,642154.15,657047.17
FT0015,Q7,2024-04-19,850189.89,0.0906,267684.87,0.3149,582505.02,557044.51
FT0015,Q8,2024-01-20,730746.69,0.1089,321077.87,0.4394,409668.82,401753.49
FT0016,Q1,2025-10-11,74723.78,0.2243,-4324.28,-0.0579,79048.05,69142.49
FT0016,Q2,2025-07-13,69370.79,0.2519,-1836.43,-0.0265,71207.23,78541.06
FT0016,Q3,2025-04-14,43987.44,0.2178,-2071.29,-0.0471,46058.73,53372.08
FT0016,Q4,2025-01-14,39662.22,0.3118,2505.41,0.0632,37156.8,38016.17
FT0016,Q5,2024-10-16,34781.74,0.284,1719.78,0.0494,33061.96,28682.62
FT0016,Q6,2024-07-18,36340.56,0.2514,695.57,0.0191,35644.99,28991.98
FT0016,Q7,2024-04-19,22697.73,0.3328,-398.0,-0.0175,23095.73,25854.22
FT0016,Q8,2024-01-20,19129.22,0.3322,-327.56,-0.0171,19456.78,18053.29
FT0017,Q1,2025-10-11,240996.19,0.2525,33830.11,0.1404,207166.08,0.0
FT0017,Q2,2025-07-13,167466.24,0.2222,13963.59,0.0834,153502.65,0.0
FT0017,Q3,2025-04-14,142528.68,0.2279,19479.35,0.1367,123049.33,0.0
FT0017,Q4,2025-01-14,109711.42,0.2693,7848.98,0.0715,101862.44,0.0
FT0017,Q5,2024-10-16,105519.63,0.2668,7018.93,0.0665,98500.71,0.0
FT0017,Q6,2024-07-18,71873.65,0.211,9173.91,0.1276,62699.74,0.0
FT0017,Q7,2024-04-19,57583.9,0.1718,5302.42,0.0921,52281.48,0.0
FT0017,Q8,2024-01-20,49565.12,0.3551,7091.46,0.1431,42473.66,0.0
FT0018,Q1,2025-10-11,369774.5,0.2504,90296.66,0.2442,279477.85,0.0
FT0018,Q2,2025-07-13,216360.53,0.1469,38497.72,0.1779,177862.81,0.0
FT0018,Q3,2025-04-14,237848.25,0.2041,31186.98,0.1311,206661.27,0.0
FT0018,Q4,2025-01-14,200449.58,0.2142,19377.85,0.0967,181071.72,0.0
FT0018,Q5,2024-10-16,149251.28,0.2168,19432.67,0.1302,129818.61,0.0
FT0018,Q6,2024-07-18,129369.74,0.2496,17773.31,0.1374,111596.44,0.0
FT0018,Q7,2024-04-19,121245.01,0.2028,19900.02,0.1641,101344.99,0.0
FT0018,Q8,2024-01-20,94099.55,0.259,11037.24,0.1173,83062.31,0.0
FT0019,Q1,2025-10-11,1241009.31,0.328,138937.76,0.112,1102071.55,0.0
FT0019,Q2,2025-07-13,496077.56,0.2136,61488.65,0.1239,434588.91,0.0
FT0019,Q3,2025-04-14,494950.22,0.2731,91622.14,0.1851,403328.08,0.0
FT0019,Q4,2025-01-14,586805.52,0.3756,102603.99,0.1749,484201.54,0.0
FT0019,Q5,2024-10-16,340085.56,0.3044,78957.91,0.2322,261127.65,0.0
FT0019,Q6,2024-07-18,283636.5,0.3098,56079.41,0.1977,227557.08,0.0
FT0019,Q7,2024-04-19,249980.71,0.3871,74988.3,0.3,174992.41,0.0
FT0019,Q8,2024-01-20,140461.24,0.3316,24846.37,0.1769,115614.87,0.0
FT0020,Q1,2025-10-11,105137.32,0.172,16324.69,0.1553,88812.62,0.0
FT0020,Q2,2025-07-13,97726.16,0.2127,12258.53,0.1254,85467.63,0.0
FT0020,Q3,2025-04-14,70539.37,0.1971,12692.26,0.1799,57847.1,0.0
FT0020,Q4,2025-01-14,84050.3,0.2827,2806.78,0.0334,81243.52,0.0
FT0020,Q5,2024-10-16,67233.21,0.2996,14188.51,0.211,53044.7,0.0
FT0020,Q6,2024-07-18,51073.87,0.3,4199.62,0.0822,46874.25,0.0
FT0020,Q7,2024-04-19,43788.79,0.3431,4043.21,0.0923,39745.57,0.0
FT0020,Q8,2024-01-20,31177.1,0.2784,4054.66,0.1301,27122.45,0.0
FT0021,Q1,2025-10-11,152765.4,0.2302,22391.02,0.1466,130374.38,112895.07
FT0021,Q2,2025-07-13,106808.71,0.1898,16280.19,0.1524,90528.52,95583.84
FT0021,Q3,2025-04-14,82844.22,0.1934,16764.85,0.2024,66079.37,78522.54
FT0021,Q4,2025-01-14,66497.71,0.2203,7943.55,0.1195,58554.16,57919.36
FT0021,Q5,2024-10-16,67487.48,0.2793,13924.57,0.2063,53562.91,47967.87
FT0021,Q6,2024-07-18,38241.28,0.2443,3416.33,0.0893,34824.94,34448.43
FT0021,Q7,2024-04-19,48770.84,0.2059,4955.25,0.1016,43815.6,45408.16
FT0021,Q8,2024-01-20,36757.8,0.1224,6324.4,0.1721,30433.4,24949.26
FT0022,Q1,2025-10-11,874650.45,0.2149,375667.53,0.4295,498982.93,486715.63
FT0022,Q2,2025-07-13,387600.03,0.1103,146456.52,0.3779,241143.5,197196.33
FT0022,Q3,2025-04-14,604421.0,0.2415,294646.68,0.4875,309774.32,313689.8
FT0022,Q4,2025-01-14,446778.8,0.1912,220987.09,0.4946,225791.71,183312.9
FT0022,Q5,2024-10-16,366517.55,0.1853,176993.27,0.4829,189524.28,164143.49
FT0022,Q6,2024-07-18,357159.73,0.1956,146268.51,0.4095,210891.22,243137.21
FT0022,Q7,2024-04-19,269027.21,0.1409,103599.9,0.3851,165427.3,179880.97
FT0022,Q8,2024-01-20,235262.53,0.2715,110987.14,0.4718,124275.39,101436.5
FT0023,Q1,2025-10-11,695372.38,0.1312,296797.87,0.4268,398574.51,0.0
FT0023,Q2,2025-07-13,697558.2,0.1796,269515.8,0.3864,428042.39,0.0
FT0023,Q3,2025-04-14,865785.82,0.2066,314054.59,0.3627,551731.23,0.0
FT0023,Q4,2025-01-14,668689.59,0.2129,222258.88,0.3324,446430.71,0.0
FT0023,Q5,2024-10-16,471706.39,0.2391,195026.66,0.4134,276679.72,0.0
FT0023,Q6,2024-07-18,378896.04,0.1653,189577.47,0.5003,189318.56,0.0
FT0023,Q7,2024-04-19,304950.44,0.1349,134048.27,0.4396,170902.17,0.0
FT0023,Q8,2024-01-20,313078.25,0.2081,118607.65,0.3788,194470.6,0.0
FT0024,Q1,2025-10-11,4747733.98,0.2408,1358812.37,0.2862,3388921.62,3252509.05
FT0024,Q2,2025-07-13,2851527.66,0.2199,723571.98,0.2537,2127955.67,2397544.85
FT0024,Q3,2025-04-14,2195243.66,0.2166,687552.86,0.3132,1507690.8,1252960.2
FT0024,Q4,2025-01-14,2789859.28,0.2992,933411.37,0.3346,1856447.92,1923492.08
FT0024,Q5,2024-10-16,1309622.38,0.1969,573013.82,0.4375,736608.56,813024.63
FT0024,Q6,2024-07-18,1167980.52,0.1561,362914.35,0.3107,805066.17,813378.51
FT0024,Q7,2024-04-19,1027714.53,0.1617,316319.38,0.3078,711395.15,785922.84
FT0024,Q8,2024-01-20,867194.68,0.2515,303109.37,0.3495,564085.31,567975.1
FT0025,Q1,2025-10-11,1647276.13,0.2977,160978.97,0.0977,1486297.15,1692678.13
FT0025,Q2,2025-07-13,1165890.78,0.2444,170871.33,0.1466,995019.45,1026948.24
FT0025,Q3,2025-04-14,668842.06,0.1871,57027.22,0.0853,611814.84,513753.7
FT0025,Q4,2025-01-14,578456.38,0.2589,39596.11,0.0685,538860.27,498597.98
FT0025,Q5,2024-10-16,461447.09,0.232,66128.0,0.1433,395319.09,374825.27
FT0025,Q6,2024-07-18,404110.09,0.2315,10775.23,0.0267,393334.85,384544.25
FT0025,Q7,2024-04-19,350819.3,0.2347,53007.03,0.1511,297812.26,256307.28
FT0025,Q8,2024-01-20,353418.69,0.2151,17925.3,0.0507,335493.39,290985.09
FT0026,Q1,2025-10-11,3617457.91,0.1578,1816368.0,0.5021,1801089.91,1951670.91
FT0026,Q2,2025-07-13,2445080.1,0.1016,936209.03,0.3829,1508871.07,1615932.91
FT0026,Q3,2025-04-14,2680859.41,0.1567,1037275.95,0.3869,1643583.46,1698140.19
FT0026,Q4,2025-01-14,2287023.45,0.1533,1091460.69,0.4772,1195562.76,1330607.95
FT0026,Q5,2024-10-16,1899704.41,0.0799,954159.56,0.5023,945544.85,930962.85
FT0026,Q6,2024-07-18,1517031.15,0.0933,715657.31,0.4717,801373.84,914386.07
FT0026,Q7,2024-04-19,1612638.59,0.1512,744874.71,0.4619,867763.88,902169.18
FT0026,Q8,2024-01-20,1282735.87,0.094,441396.12,0.3441,841339.75,685853.96
FT0027,Q1,2025-10-11,685348.3,0.2693,157676.64,0.2301,527671.66,520660.39
FT0027,Q2,2025-07-13,391260.46,0.2333,99648.4,0.2547,291612.06,244216.05
FT0027,Q3,2025-04-14,394980.85,0.2504,86034.71,0.2178,308946.15,311719.76
FT0027,Q4,2025-01-14,174230.03,0.1768,55547.92,0.3188,118682.1,123702.61
FT0027,Q5,2024-10-16,226952.76,0.2419,56470.29,0.2488,170482.47,167480.57
FT0027,Q6,2024-07-18,216249.9,0.2683,35372.6,0.1636,180877.31,187490.67
FT0027,Q7,2024-04-19,157747.27,0.2477,26949.32,0.1708,130797.94,120956.66
FT0027,Q8,2024-01-20,120828.59,0.2333,31591.45,0.2615,89237.15,104559.43
FT0028,Q1,2025-10-11,646472.08,0.247,209603.29,0.3242,436868.8,407757.14
FT0028,Q2,2025-07-13,327110.65,0.1595,116548.02,0.3563,210562.63,235273.76
FT0028,Q3,2025-04-14,275523.37,0.1955,76879.05,0.279,198644.31,214538.58
FT0028,Q4,2025-01-14,235192.43,0.1623,53241.51,0.2264,181950.92,198191.82
FT0028,Q5,2024-10-16,193681.18,0.1831,72721.9,0.3755,120959.28,124686.79
FT0028,Q6,2024-07-18,168743.36,0.1742,48396.95,0.2868,120346.41,136813.38
FT0028,Q7,2024-04-19,124656.54,0.1282,36445.83,0.2924,88210.71,94098.05
FT0028,Q8,2024-01-20,137442.07,0.1172,34779.4,0.253,102662.66,98609.79
FT0029,Q1,2025-10-11,430464.09,0.1126,176711.88,0.4105,253752.21,258723.77
FT0029,Q2,2025-07-13,516166.08,0.166,146517.18,0.2839,369648.91,408034.94
FT0029,Q3,2025-04-14,451851.89,0.1819,156413.43,0.3462,295438.46,333423.81
FT0029,Q4,2025-01-14,583929.78,0.2265,230015.4,0.3939,353914.38,357634.51
FT0029,Q5,2024-10-16,259307.58,0.0738,77474.18,0.2988,181833.39,186436.61
FT0029,Q6,2024-07-18,241576.12,0.1012,104084.26,0.4309,137491.86,118717.3
FT0029,Q7,2024-04-19,258449.29,0.1038,79986.6,0.3095,178462.69,156264.75
FT0029,Q8,2024-01-20,229243.67,0.1613,91585.78,0.3995,137657.89,142805.51
FT0030,Q1,2025-10-11,1656664.38,0.2735,12141.62,0.0073,1644522.76,0.0
FT0030,Q2,2025-07-13,1048625.03,0.2425,61189.1,0.0584,987435.93,0.0
FT0030,Q3,2025-04-14,1040009.61,0.2744,17703.01,0.017,1022306.6,0.0
FT0030,Q4,2025-01-14,640677.71,0.2245,85864.26,0.134,554813.45,0.0
FT0030,Q5,2024-10-16,622745.72,0.3009,83495.02,0.1341,539250.7,0.0
FT0030,Q6,2024-07-18,459618.03,0.3092,37031.74,0.0806,422586.28,0.0
FT0030,Q7,2024-04-19,358266.77,0.2556,27975.74,0.0781,330291.04,0.0
FT0030,Q8,2024-01-20,290886.1,0.2643,34582.73,0.1189,256303.37,0.0
FT0031,Q1,2025-10-11,1063652.82,0.2437,129579.08,0.1218,934073.74,0.0
FT0031,Q2,2025-07-13,938318.48,0.2045,99990.92,0.1066,838327.56,0.0
FT0031,Q3,2025-04-14,701088.34,0.2032,130076.41,0.1855,571011.93,0.0
FT0031,Q4,2025-01-14,828063.52,0.3045,46119.2,0.0557,781944.31,0.0
FT0031,Q5,2024-10-16,622957.96,0.3341,105086.28,0.1687,517871.68,0.0
FT0031,Q6,2024-07-18,463731.01,0.2367,86877.09,0.1873,376853.93,0.0
FT0031,Q7,2024-04-19,386786.38,0.2854,45284.2,0.1171,341502.18,0.0
FT0031,Q8,2024-01-20,283629.04,0.2513,29782.26,0.105,253846.78,0.0
FT0032,Q1,2025-10-11,147576.4,0.2824,28940.36,0.1961,118636.04,0.0
FT0032,Q2,2025-07-13,81321.94,0.1849,17890.36,0.22,63431.57,0.0
FT0032,Q3,2025-04-14,59984.38,0.1739,9632.68,0.1606,50351.69,0.0
FT0032,Q4,2025-01-14,56515.59,0.1698,10548.84,0.1867,45966.74,0.0
FT0032,Q5,2024-10-16,44711.43,0.116,5958.02,0.1333,38753.41,0.0
FT0032,Q6,2024-07-18,42557.03,0.1812,6995.08,0.1644,35561.96,0.0
FT0032,Q7,2024-04-19,31522.06,0.1535,4178.26,0.1326,27343.8,0.0
FT0032,Q8,2024-01-20,26242.37,0.2573,2887.65,0.11,23354.71,0.0
FT0033,Q1,2025-10-11,317500.31,0.1638,30722.83,0.0968,286777.48,0.0
FT0033,Q2,2025-07-13,224679.26,0.1343,24402.69,0.1086,200276.57,0.0
FT0033,Q3,2025-04-14,183174.82,0.1417,23935.35,0.1307,159239.47,0.0
FT0033,Q4,2025-01-14,297692.44,0.2586,80064.4,0.269,217628.05,0.0
FT0033,Q5,2024-10-16,254352.02,0.2961,57072.49,0.2244,197279.52,0.0
FT0033,Q6,2024-07-18,166406.98,0.2086,44959.86,0.2702,121447.11,0.0
FT0033,Q7,2024-04-19,147431.0,0.2206,18617.94,0.1263,128813.06,0.0
FT0033,Q8,2024-01-20,111679.71,0.1887,20157.81,0.1805,91521.91,0.0
FT0034,Q1,2025-10-11,735930.6,0.199,278645.19,0.3786,457285.41,472322.56
FT0034,Q2,2025-07-13,626982.01,0.2079,245556.77,0.3916,381425.24,403485.53
FT0034,Q3,2025-04-14,647000.11,0.3035,260821.31,0.4031,386178.8,404674.38
FT0034,Q4,2025-01-14,312873.64,0.2067,101067.48,0.323,211806.16,252613.01
FT0034,Q5,2024-10-16,347332.38,0.2752,136126.2,0.3919,211206.17,237383.93
FT0034,Q6,2024-07-18,227711.02,0.1784,88994.72,0.3908,138716.3,151199.72
FT0034,Q7,2024-04-19,200161.93,0.1947,85214.1,0.4257,114947.83,134746.76
FT0034,Q8,2024-01-20,140342.96,0.3057,51817.06,0.3692,88525.9,72398.74
FT0035,Q1,2025-10-11,115817.59,0.2245,-7985.34,-0.0689,123802.92,0.0
FT0035,Q2,2025-07-13,214432.57,0.3716,-5310.93,-0.0248,219743.5,0.0
FT0035,Q3,2025-04-14,141768.24,0.3231,-6026.42,-0.0425,147794.66,0.0
FT0035,Q4,2025-01-14,85351.15,0.2633,-2125.93,-0.0249,87477.08,0.0
FT0035,Q5,2024-10-16,75136.95,0.3567,-5705.48,-0.0759,80842.43,0.0
FT0035,Q6,2024-07-18,53450.3,0.3291,-1323.05,-0.0248,54773.35,0.0
FT0035,Q7,2024-04-19,37392.19,0.3898,-736.78,-0.0197,38128.96,0.0
FT0035,Q8,2024-01-20,22395.07,0.2881,-816.26,-0.0364,23211.34,0.0
FT0036,Q1,2025-10-11,530035.47,0.2046,85400.89,0.1611,444634.58,0.0
FT0036,Q2,2025-07-13,257105.94,0.1285,61152.12,0.2378,195953.82,0.0
FT0036,Q3,2025-04-14,331562.67,0.1612,74435.56,0.2245,257127.11,0.0
FT0036,Q4,2025-01-14,266914.0,0.2071,59894.34,0.2244,207019.66,0.0
FT0036,Q5,2024-10-16,193653.5,0.191,38753.13,0.2001,154900.37,0.0
FT0036,Q6,2024-07-18,226214.89,0.2239,42863.14,0.1895,183351.75,0.0
FT0036,Q7,2024-04-19,179642.72,0.1755,43177.04,0.2403,136465.68,0.0
FT0036,Q8,2024-01-20,136417.97,0.2347,14437.99,0.1058,121979.97,0.0
FT0037,Q1,2025-10-11,354432.37,0.2216,33719.27,0.0951,320713.1,371339.95
FT0037,Q2,2025-07-13,217895.06,0.1792,33501.69,0.1538,184393.36,185331.58
FT0037,Q3,2025-04-14,372367.72,0.3648,44226.8,0.1188,328140.92,298680.16
FT0037,Q4,2025-01-14,214535.72,0.2384,5833.58,0.0272,208702.14,201656.68
FT0037,Q5,2024-10-16,155121.74,0.2118,10661.08,0.0687,144460.66,140495.54
FT0037,Q6,2024-07-18,141064.91,0.2874,29356.0,0.2081,111708.92,108469.44
FT0037,Q7,2024-04-19,100331.48,0.2983,11247.4,0.1121,89084.08,103471.43
FT0037,Q8,2024-01-20,78556.94,0.2165,13995.43,0.1782,64561.51,71356.18
FT0038,Q1,2025-10-11,100641.28,0.2381,-7749.45,-0.077,108390.72,112457.65
FT0038,Q2,2025-07-13,88190.88,0.2575,-4394.37,-0.0498,92585.25,87561.73
FT0038,Q3,2025-04-14,92977.54,0.3429,-7360.77,-0.0792,100338.31,113452.4
FT0038,Q4,2025-01-14,63580.67,0.3245,1695.64,0.0267,61885.03,69924.84
FT0038,Q5,2024-10-16,39077.21,0.1628,-1655.3,-0.0424,40732.51,41493.4
FT0038,Q6,2024-07-18,49465.51,0.3423,439.69,0.0089,49025.83,40423.38
