Mix_ID,Temperature_C,Data_Type,Property_Type,Specific_Heat_Mean_J_kg_K,Specific_Heat_Std_J_kg_K,Rubber_Content_Percent,Particle_Size
R20S,180,Validation,Thermal,1018.87,81.51,20.0,small
R20S,190,Validation,Thermal,1025.05,82.0,20.0,small
R20S,200,Calibration,Thermal,1031.27,82.5,20.0,small
R20S,210,Calibration,Thermal,1037.52,83.0,20.0,small
R20S,220,Validation,Thermal,1043.8,83.5,20.0,small
R20S,230,Validation,Thermal,1050.11,84.01,20.0,small
R20S,240,Calibration,Thermal,1056.45,84.52,20.0,small
R20S,250,Validation,Thermal,1062.82,85.03,20.0,small
R20S,260,Validation,Thermal,1069.22,85.54,20.0,small
R20S,270,Calibration,Thermal,1075.65,86.05,20.0,small
R20S,280,Calibration,Thermal,1082.11,86.57,20.0,small
R20S,290,Calibration,Thermal,1088.6,87.09,20.0,small
R20S,300,Calibration,Thermal,1095.12,87.61,20.0,small
R20S,310,Calibration,Thermal,1101.67,88.13,20.0,small
R20S,320,Validation,Thermal,1108.25,88.66,20.0,small
R20S,330,Calibration,Thermal,1114.87,89.19,20.0,small
R20S,340,Calibration,Thermal,1121.51,89.72,20.0,small
R20S,350,Calibration,Thermal,1128.18,90.25,20.0,small
R20S,360,Calibration,Thermal,1134.89,90.79,20.0,small
R20S,370,Validation,Thermal,1141.62,91.33,20.0,small
R20S,380,Calibration,Thermal,1148.38,91.87,20.0,small
R20S,390,Calibration,Thermal,1155.18,92.41,20.0,small
R20S,400,Validation,Thermal,1162.0,92.96,20.0,small
R20S,410,Calibration,Thermal,1168.86,93.51,20.0,small
R20S,420,Calibration,Thermal,1175.75,94.06,20.0,small
R20S,430,Calibration,Thermal,1182.66,94.61,20.0,small
R20S,440,Calibration,Thermal,1189.61,95.17,20.0,small
R20S,450,Calibration,Thermal,1196.59,95.73,20.0,small
R20S,460,Calibration,Thermal,1203.59,96.29,20.0,small
R20S,470,Calibration,Thermal,1210.63,96.85,20.0,small
R20S,480,Validation,Thermal,1217.7,97.42,20.0,small
R20S,490,Calibration,Thermal,1224.8,97.98,20.0,small
R20S,500,Calibration,Thermal,1231.93,98.55,20.0,small
R20S,510,Calibration,Thermal,1239.09,99.13,20.0,small
R20S,520,Calibration,Thermal,1246.28,99.7,20.0,small
R20S,530,Calibration,Thermal,1253.5,100.28,20.0,small
R20S,540,Calibration,Thermal,1260.75,100.86,20.0,small
R20S,550,Validation,Thermal,1268.03,101.44,20.0,small
R20S,560,Calibration,Thermal,1275.34,102.03,20.0,small
R20S,570,Calibration,Thermal,1282.68,102.61,20.0,small
R20S,580,Calibration,Thermal,1290.05,103.2,20.0,small
R20S,590,Validation,Thermal,1297.45,103.8,20.0,small
R20S,600,Calibration,Thermal,1304.89,104.39,20.0,small
R20S,610,Calibration,Thermal,1312.35,104.99,20.0,small
R20S,620,Calibration,Thermal,1319.84,105.59,20.0,small
R20S,630,Validation,Thermal,1327.37,106.19,20.0,small
R20S,640,Calibration,Thermal,1334.92,106.79,20.0,small
R20S,650,Validation,Thermal,1342.51,107.4,20.0,small
R20S,660,Calibration,Thermal,1350.12,108.01,20.0,small
R20S,670,Calibration,Thermal,1357.77,108.62,20.0,small
R20S,680,Calibration,Thermal,1365.44,109.24,20.0,small
R20S,690,Calibration,Thermal,1373.15,109.85,20.0,small
R20S,700,Calibration,Thermal,1380.88,110.47,20.0,small
R20S,710,Calibration,Thermal,1388.65,111.09,20.0,small
R20S,720,Validation,Thermal,1396.45,111.72,20.0,small
R20S,730,Calibration,Thermal,1404.28,112.34,20.0,small
R20S,740,Calibration,Thermal,1412.13,112.97,20.0,small
R20S,750,Calibration,Thermal,1420.02,113.6,20.0,small
R20S,760,Calibration,Thermal,1427.94,114.24,20.0,small
R20S,770,Calibration,Thermal,1435.89,114.87,20.0,small
R20S,780,Calibration,Thermal,1443.87,115.51,20.0,small
R20S,790,Calibration,Thermal,1451.88,116.15,20.0,small
R20S,800,Validation,Thermal,1459.92,116.79,20.0,small
R10L,20,Validation,Thermal,898.7,71.9,10.0,large
R10L,30,Calibration,Thermal,903.78,72.3,10.0,large
R10L,40,Calibration,Thermal,908.9,72.71,10.0,large
R10L,50,Calibration,Thermal,914.04,73.12,10.0,large
R10L,60,Calibration,Thermal,919.21,73.54,10.0,large
R10L,70,Calibration,Thermal,924.42,73.95,10.0,large
R10L,80,Calibration,Thermal,929.65,74.37,10.0,large
R10L,90,Validation,Thermal,934.91,74.79,10.0,large
R10L,100,Calibration,Thermal,940.2,75.22,10.0,large
R10L,110,Calibration,Thermal,945.52,75.64,10.0,large
R10L,120,Calibration,Thermal,950.87,76.07,10.0,large
R10L,130,Calibration,Thermal,956.25,76.5,10.0,large
R10L,140,Calibration,Thermal,961.66,76.93,10.0,large
R10L,150,Calibration,Thermal,967.1,77.37,10.0,large
R10L,160,Calibration,Thermal,972.57,77.81,10.0,large
R10L,170,Validation,Thermal,978.07,78.25,10.0,large
R10L,180,Calibration,Thermal,983.59,78.69,10.0,large
R10L,190,Calibration,Thermal,989.15,79.13,10.0,large
R10L,200,Calibration,Thermal,994.74,79.58,10.0,large
R10L,210,Calibration,Thermal,1000.35,80.03,10.0,large
R10L,220,Calibration,Thermal,1006.0,80.48,10.0,large
R10L,230,Validation,Thermal,1011.68,80.93,10.0,large
R10L,240,Validation,Thermal,1017.38,81.39,10.0,large
R10L,250,Validation,Thermal,1023.11,81.85,10.0,large
R10L,260,Calibration,Thermal,1028.88,82.31,10.0,large
R10L,270,Calibration,Thermal,1034.67,82.77,10.0,large
R10L,280,Calibration,Thermal,1040.49,83.24,10.0,large
R10L,290,Calibration,Thermal,1046.35,83.71,10.0,large
R10L,300,Validation,Thermal,1052.23,84.18,10.0,large
R10L,310,Calibration,Thermal,1058.14,84.65,10.0,large
R10L,320,Calibration,Thermal,1064.08,85.13,10.0,large
R10L,330,Calibration,Thermal,1070.05,85.6,10.0,large
R10L,340,Calibration,Thermal,1076.05,86.08,10.0,large
R10L,350,Calibration,Thermal,1082.08,86.57,10.0,large
R10L,360,Calibration,Thermal,1088.14,87.05,10.0,large
R10L,370,Calibration,Thermal,1094.23,87.54,10.0,large
R10L,380,Validation,Thermal,1100.35,88.03,10.0,large
R10L,390,Validation,Thermal,1106.5,88.52,10.0,large
R10L,400,Calibration,Thermal,1112.67,89.01,10.0,large
R10L,410,Calibration,Thermal,1118.88,89.51,10.0,large
R10L,420,Calibration,Thermal,1125.12,90.01,10.0,large
R10L,430,Calibration,Thermal,1131.38,90.51,10.0,large
R10L,440,Calibration,Thermal,1137.68,91.01,10.0,large
R10L,450,Calibration,Thermal,1144.0,91.52,10.0,large
R10L,460,Calibration,Thermal,1150.36,92.03,10.0,large
R10L,470,Calibration,Thermal,1156.74,92.54,10.0,large
R10L,480,Calibration,Thermal,1163.16,93.05,10.0,large
R10L,490,Calibration,Thermal,1169.6,93.57,10.0,large
R10L,500,Validation,Thermal,1176.07,94.09,10.0,large
R10L,510,Validation,Thermal,1182.58,94.61,10.0,large
R10L,520,Calibration,Thermal,1189.11,95.13,10.0,large
R10L,530,Validation,Thermal,1195.67,95.65,10.0,large
R10L,540,Calibration,Thermal,1202.26,96.18,10.0,large
R10L,550,Validation,Thermal,1208.88,96.71,10.0,large
R10L,560,Validation,Thermal,1215.53,97.24,10.0,large
R10L,570,Calibration,Thermal,1222.21,97.78,10.0,large
R10L,580,Calibration,Thermal,1228.92,98.31,10.0,large
R10L,590,Calibration,Thermal,1235.66,98.85,10.0,large
R10L,600,Calibration,Thermal,1242.43,99.39,10.0,large
R10L,610,Calibration,Thermal,1249.23,99.94,10.0,large
R10L,620,Calibration,Thermal,1256.05,100.48,10.0,large
R10L,630,Calibration,Thermal,1262.91,101.03,10.0,large
R10L,640,Validation,Thermal,1269.8,101.58,10.0,large
R10L,650,Validation,Thermal,1276.71,102.14,10.0,large
