Mix_ID,Temperature_C,Data_Type,Property_Type,Thermal_Expansion_Coeff_Mean_per_K,Thermal_Expansion_Coeff_Std_per_K,Rubber_Content_Percent,Particle_Size
R5S,170,Calibration,Thermal,1.37e-05,1.64e-06,10.0,small
R5S,180,Calibration,Thermal,1.38e-05,1.65e-06,10.0,small
R5S,190,Calibration,Thermal,1.38e-05,1.66e-06,10.0,small
R5S,200,Calibration,Thermal,1.39e-05,1.66e-06,10.0,small
R5S,210,Calibration,Thermal,1.39e-05,1.67e-06,10.0,small
R5S,220,Calibration,Thermal,1.40e-05,1.67e-06,10.0,small
R5S,230,Calibration,Thermal,1.40e-05,1.68e-06,10.0,small
R5S,240,Validation,Thermal,1.41e-05,1.69e-06,10.0,small
R5S,250,Validation,Thermal,1.41e-05,1.69e-06,10.0,small
R5S,260,Validation,Thermal,1.42e-05,1.70e-06,10.0,small
R5S,270,Calibration,Thermal,1.42e-05,1.70e-06,10.0,small
R5S,280,Validation,Thermal,1.43e-05,1.71e-06,10.0,small
R5S,290,Calibration,Thermal,1.43e-05,1.72e-06,10.0,small
R5S,300,Validation,Thermal,1.44e-05,1.72e-06,10.0,small
R5S,310,Calibration,Thermal,1.44e-05,1.73e-06,10.0,small
R5S,320,Validation,Thermal,1.45e-05,1.73e-06,10.0,small
R5S,330,Calibration,Thermal,1.45e-05,1.74e-06,10.0,small
R5S,340,Validation,Thermal,1.46e-05,1.75e-06,10.0,small
R5S,350,Validation,Thermal,1.46e-05,1.75e-06,10.0,small
R5S,360,Calibration,Thermal,1.47e-05,1.76e-06,10.0,small
R5S,370,Calibration,Thermal,1.47e-05,1.76e-06,10.0,small
R5S,380,Validation,Thermal,1.48e-05,1.77e-06,10.0,small
R5S,390,Calibration,Thermal,1.48e-05,1.78e-06,10.0,small
R5S,400,Validation,Thermal,1.49e-05,1.78e-06,10.0,small
R5S,410,Calibration,Thermal,1.49e-05,1.79e-06,10.0,small
R5S,420,Calibration,Thermal,1.50e-05,1.79e-06,10.0,small
R5S,430,Calibration,Thermal,1.50e-05,1.80e-06,10.0,small
R5S,440,Calibration,Thermal,1.51e-05,1.81e-06,10.0,small
R5S,450,Validation,Thermal,1.51e-05,1.81e-06,10.0,small
R5S,460,Calibration,Thermal,1.52e-05,1.82e-06,10.0,small
R5S,470,Calibration,Thermal,1.52e-05,1.82e-06,10.0,small
R5S,480,Calibration,Thermal,1.53e-05,1.83e-06,10.0,small
R5S,490,Calibration,Thermal,1.53e-05,1.84e-06,10.0,small
R5S,500,Validation,Thermal,1.54e-05,1.84e-06,10.0,small
R5S,510,Validation,Thermal,1.54e-05,1.85e-06,10.0,small
R5S,520,Calibration,Thermal,1.55e-05,1.85e-06,10.0,small
R5S,530,Validation,Thermal,1.55e-05,1.86e-06,10.0,small
R5S,540,Validation,Thermal,1.56e-05,1.87e-06,10.0,small
R5S,550,Calibration,Thermal,1.56e-05,1.87e-06,10.0,small
R5S,560,Validation,Thermal,1.57e-05,1.88e-06,10.0,small
R5S,570,Calibration,Thermal,1.57e-05,1.88e-06,10.0,small
R5S,580,Calibration,Thermal,1.58e-05,1.89e-06,10.0,small
R5S,590,Validation,Thermal,1.58e-05,1.90e-06,10.0,small
R5S,600,Calibration,Thermal,1.59e-05,1.90e-06,10.0,small
R5S,610,Validation,Thermal,1.59e-05,1.91e-06,10.0,small
R5S,620,Validation,Thermal,1.60e-05,1.91e-06,10.0,small
R5S,630,Calibration,Thermal,1.60e-05,1.92e-06,10.0,small
R5S,640,Validation,Thermal,1.61e-05,1.93e-06,10.0,small
R5S,650,Calibration,Thermal,1.61e-05,1.93e-06,10.0,small
R5S,660,Calibration,Thermal,1.62e-05,1.94e-06,10.0,small
R5S,670,Calibration,Thermal,1.62e-05,1.94e-06,10.0,small
R5S,680,Validation,Thermal,1.62e-05,1.95e-06,10.0,small
R5S,690,Calibration,Thermal,1.63e-05,1.96e-06,10.0,small
R5S,700,Calibration,Thermal,1.63e-05,1.96e-06,10.0,small
R5S,710,Calibration,Thermal,1.64e-05,1.97e-06,10.0,small
R5S,720,Validation,Thermal,1.64e-05,1.97e-06,10.0,small
R5S,730,Calibration,Thermal,1.65e-05,1.98e-06,10.0,small
R5S,740,Calibration,Thermal,1.65e-05,1.99e-06,10.0,small
R5S,750,Calibration,Thermal,1.66e-05,1.99e-06,10.0,small
R5S,760,Calibration,Thermal,1.66e-05,2.00e-06,10.0,small
R5S,770,Validation,Thermal,1.67e-05,2.00e-06,10.0,small
R5S,780,Calibration,Thermal,1.67e-05,2.01e-06,10.0,small
R5S,790,Calibration,Thermal,1.68e-05,2.02e-06,10.0,small
R5S,800,Validation,Thermal,1.68e-05,2.02e-06,10.0,small
R10S,20,Calibration,Thermal,1.30e-05,1.56e-06,10.0,small
R10S,30,Validation,Thermal,1.30e-05,1.56e-06,10.0,small
R10S,40,Calibration,Thermal,1.31e-05,1.57e-06,10.0,small
R10S,50,Validation,Thermal,1.31e-05,1.57e-06,10.0,small
R10S,60,Calibration,Thermal,1.32e-05,1.58e-06,10.0,small
R10S,70,Calibration,Thermal,1.32e-05,1.59e-06,10.0,small
R10S,80,Validation,Thermal,1.33e-05,1.59e-06,10.0,small
R10S,90,Validation,Thermal,1.33e-05,1.60e-06,10.0,small
R10S,100,Validation,Thermal,1.34e-05,1.60e-06,10.0,small
R10S,110,Calibration,Thermal,1.34e-05,1.61e-06,10.0,small
R10S,120,Validation,Thermal,1.35e-05,1.62e-06,10.0,small
R10S,130,Validation,Thermal,1.35e-05,1.62e-06,10.0,small
R10S,140,Calibration,Thermal,1.36e-05,1.63e-06,10.0,small
R10S,150,Validation,Thermal,1.36e-05,1.63e-06,10.0,small
R10S,160,Validation,Thermal,1.37e-05,1.64e-06,10.0,small
R10S,170,Calibration,Thermal,1.37e-05,1.64e-06,10.0,small
R10S,180,Calibration,Thermal,1.38e-05,1.65e-06,10.0,small
R10S,190,Calibration,Thermal,1.38e-05,1.66e-06,10.0,small
R10S,200,Calibration,Thermal,1.39e-05,1.66e-06,10.0,small
R10S,210,Calibration,Thermal,1.39e-05,1.67e-06,10.0,small
R10S,220,Calibration,Thermal,1.40e-05,1.67e-06,10.0,small
R10S,230,Calibration,Thermal,1.40e-05,1.68e-06,10.0,small
R10S,240,Calibration,Thermal,1.41e-05,1.69e-06,10.0,small
R10S,250,Calibration,Thermal,1.41e-05,1.69e-06,10.0,small
R10S,260,Validation,Thermal,1.42e-05,1.70e-06,10.0,small
R10S,270,Validation,Thermal,1.42e-05,1.70e-06,10.0,small
R10S,280,Calibration,Thermal,1.43e-05,1.71e-06,10.0,small
R10S,290,Validation,Thermal,1.43e-05,1.72e-06,10.0,small
R10S,300,Calibration,Thermal,1.44e-05,1.72e-06,10.0,small
R10S,310,Calibration,Thermal,1.44e-05,1.73e-06,10.0,small
R10S,320,Calibration,Thermal,1.45e-05,1.73e-06,10.0,small
R10S,330,Calibration,Thermal,1.45e-05,1.74e-06,10.0,small
R10S,340,Validation,Thermal,1.46e-05,1.75e-06,10.0,small
R10S,350,Validation,Thermal,1.46e-05,1.75e-06,10.0,small
R10S,360,Calibration,Thermal,1.47e-05,1.76e-06,10.0,small
R10S,370,Calibration,Thermal,1.47e-05,1.76e-06,10.0,small
R10S,380,Calibration,Thermal,1.48e-05,1.77e-06,10.0,small
R10S,390,Calibration,Thermal,1.48e-05,1.78e-06,10.0,small
R10S,400,Calibration,Thermal,1.49e-05,1.78e-06,10.0,small
R10S,410,Calibration,Thermal,1.49e-05,1.79e-06,10.0,small
R10S,420,Validation,Thermal,1.50e-05,1.79e-06,10.0,small
R10S,430,Validation,Thermal,1.50e-05,1.80e-06,10.0,small
R10S,440,Calibration,Thermal,1.51e-05,1.81e-06,10.0,small
R10S,450,Validation,Thermal,1.51e-05,1.81e-06,10.0,small
R10S,460,Calibration,Thermal,1.52e-05,1.82e-06,10.0,small
R10S,470,Calibration,Thermal,1.52e-05,1.82e-06,10.0,small
R10S,480,Calibration,Thermal,1.53e-05,1.83e-06,10.0,small
R10S,490,Calibration,Thermal,1.53e-05,1.84e-06,10.0,small
R10S,500,Validation,Thermal,1.54e-05,1.84e-06,10.0,small
R10S,510,Calibration,Thermal,1.54e-05,1.85e-06,10.0,small
R10S,520,Calibration,Thermal,1.55e-05,1.85e-06,10.0,small
R10S,530,Calibration,Thermal,1.55e-05,1.86e-06,10.0,small
R10S,540,Calibration,Thermal,1.56e-05,1.87e-06,10.0,small
R10S,550,Validation,Thermal,1.56e-05,1.87e-06,10.0,small
R10S,560,Calibration,Thermal,1.57e-05,1.88e-06,10.0,small
R10S,570,Calibration,Thermal,1.57e-05,1.88e-06,10.0,small
R10S,580,Calibration,Thermal,1.58e-05,1.89e-06,10.0,small
R10S,590,Calibration,Thermal,1.58e-05,1.90e-06,10.0,small
R10S,600,Calibration,Thermal,1.59e-05,1.90e-06,10.0,small
R10S,610,Calibration,Thermal,1.59e-05,1.91e-06,10.0,small
R10S,620,Calibration,Thermal,1.60e-05,1.91e-06,10.0,small
R10S,630,Validation,Thermal,1.60e-05,1.92e-06,10.0,small
R10S,640,Validation,Thermal,1.61e-05,1.93e-06,10.0,small
R10S,650,Validation,Thermal,1.61e-05,1.93e-06,10.0,small
R10S,660,Calibration,Thermal,1.62e-05,1.94e-06,10.0,small
R10S,670,Calibration,Thermal,1.62e-05,1.94e-06,10.0,small
R10S,680,Calibration,Thermal,1.62e-05,1.95e-06,10.0,small
R10S,690,Validation,Thermal,1.63e-05,1.96e-06,10.0,small
R10S,700,Calibration,Thermal,1.63e-05,1.96e-06,10.0,small
R10S,710,Calibration,Thermal,1.64e-05,1.97e-06,10.0,small
R10S,720,Calibration,Thermal,1.64e-05,1.97e-06,10.0,small
R10S,730,Calibration,Thermal,1.65e-05,1.98e-06,10.0,small
R10S,740,Calibration,Thermal,1.65e-05,1.99e-06,10.0,small
R10S,750,Calibration,Thermal,1.66e-05,1.99e-06,10.0,small
R10S,760,Validation,Thermal,1.66e-05,2.00e-06,10.0,small
R10S,770,Calibration,Thermal,1.67e-05,2.00e-06,10.0,small
R10S,780,Calibration,Thermal,1.67e-05,2.01e-06,10.0,small
R10S,790,Calibration,Thermal,1.68e-05,2.02e-06,10.0,small
R10S,800,Calibration,Thermal,1.68e-05,2.02e-06,10.0,small
R15S,20,Calibration,Thermal,1.34e-05,1.61e-06,15.0,small
R15S,30,Validation,Thermal,1.35e-05,1.62e-06,15.0,small
R15S,40,Calibration,Thermal,1.35e-05,1.63e-06,15.0,small
R15S,50,Validation,Thermal,1.36e-05,1.63e-06,15.0,small
R15S,60,Calibration,Thermal,1.36e-05,1.64e-06,15.0,small
R15S,70,Calibration,Thermal,1.37e-05,1.64e-06,15.0,small
R15S,80,Validation,Thermal,1.38e-05,1.65e-06,15.0,small
R15S,90,Calibration,Thermal,1.38e-05,1.66e-06,15.0,small
R15S,100,Calibration,Thermal,1.39e-05,1.66e-06,15.0,small
R15S,110,Calibration,Thermal,1.39e-05,1.67e-06,15.0,small
R15S,120,Calibration,Thermal,1.40e-05,1.67e-06,15.0,small
R15S,130,Validation,Thermal,1.40e-05,1.68e-06,15.0,small
R15S,140,Calibration,Thermal,1.41e-05,1.69e-06,15.0,small
R15S,150,Validation,Thermal,1.41e-05,1.69e-06,15.0,small
R15S,160,Validation,Thermal,1.42e-05,1.70e-06,15.0,small
R15S,170,Calibration,Thermal,1.42e-05,1.71e-06,15.0,small
R15S,180,Validation,Thermal,1.43e-05,1.71e-06,15.0,small
R15S,190,Calibration,Thermal,1.43e-05,1.72e-06,15.0,small
R15S,200,Validation,Thermal,1.44e-05,1.72e-06,15.0,small
R15S,210,Calibration,Thermal,1.44e-05,1.73e-06,15.0,small
R15S,220,Calibration,Thermal,1.45e-05,1.74e-06,15.0,small
R15S,230,Calibration,Thermal,1.45e-05,1.74e-06,15.0,small
R15S,240,Calibration,Thermal,1.46e-05,1.75e-06,15.0,small
R15S,250,Calibration,Thermal,1.46e-05,1.76e-06,15.0,small
R15S,260,Validation,Thermal,1.47e-05,1.76e-06,15.0,small
R15S,270,Calibration,Thermal,1.47e-05,1.77e-06,15.0,small
R15S,280,Calibration,Thermal,1.48e-05,1.77e-06,15.0,small
R15S,290,Validation,Thermal,1.48e-05,1.78e-06,15.0,small
R15S,300,Calibration,Thermal,1.49e-05,1.79e-06,15.0,small
R15S,310,Validation,Thermal,1.49e-05,1.79e-06,15.0,small
R15S,320,Validation,Thermal,1.50e-05,1.80e-06,15.0,small
R15S,330,Validation,Thermal,1.50e-05,1.81e-06,15.0,small
R15S,340,Validation,Thermal,1.51e-05,1.81e-06,15.0,small
R15S,350,Calibration,Thermal,1.51e-05,1.82e-06,15.0,small
R15S,360,Calibration,Thermal,1.52e-05,1.82e-06,15.0,small
R15S,370,Validation,Thermal,1.52e-05,1.83e-06,15.0,small
R15S,380,Calibration,Thermal,1.53e-05,1.84e-06,15.0,small
R15S,390,Calibration,Thermal,1.54e-05,1.84e-06,15.0,small
R15S,400,Calibration,Thermal,1.54e-05,1.85e-06,15.0,small
R15S,410,Validation,Thermal,1.55e-05,1.85e-06,15.0,small
R15S,420,Calibration,Thermal,1.55e-05,1.86e-06,15.0,small
R15S,430,Calibration,Thermal,1.56e-05,1.87e-06,15.0,small
R15S,440,Calibration,Thermal,1.56e-05,1.87e-06,15.0,small
R15S,450,Calibration,Thermal,1.57e-05,1.88e-06,15.0,small
R15S,460,Calibration,Thermal,1.57e-05,1.89e-06,15.0,small
R15S,470,Calibration,Thermal,1.58e-05,1.89e-06,15.0,small
R15S,480,Calibration,Thermal,1.58e-05,1.90e-06,15.0,small
R15S,490,Validation,Thermal,1.59e-05,1.90e-06,15.0,small
R15S,500,Calibration,Thermal,1.59e-05,1.91e-06,15.0,small
R15S,510,Validation,Thermal,1.60e-05,1.92e-06,15.0,small
R15S,520,Validation,Thermal,1.60e-05,1.92e-06,15.0,small
R15S,530,Calibration,Thermal,1.61e-05,1.93e-06,15.0,small
R15S,540,Calibration,Thermal,1.61e-05,1.94e-06,15.0,small
R15S,550,Calibration,Thermal,1.62e-05,1.94e-06,15.0,small
R15S,560,Validation,Thermal,1.62e-05,1.95e-06,15.0,small
R15S,570,Calibration,Thermal,1.63e-05,1.95e-06,15.0,small
R15S,580,Calibration,Thermal,1.63e-05,1.96e-06,15.0,small
R15S,590,Calibration,Thermal,1.64e-05,1.97e-06,15.0,small
R15S,600,Calibration,Thermal,1.64e-05,1.97e-06,15.0,small
R15S,610,Calibration,Thermal,1.65e-05,1.98e-06,15.0,small
R15S,620,Calibration,Thermal,1.65e-05,1.98e-06,15.0,small
R15S,630,Validation,Thermal,1.66e-05,1.99e-06,15.0,small
R15S,640,Calibration,Thermal,1.66e-05,2.00e-06,15.0,small
R15S,650,Calibration,Thermal,1.67e-05,2.00e-06,15.0,small
R15S,660,Calibration,Thermal,1.67e-05,2.01e-06,15.0,small
R15S,670,Validation,Thermal,1.68e-05,2.02e-06,15.0,small
R15S,680,Calibration,Thermal,1.69e-05,2.02e-06,15.0,small
R15S,690,Validation,Thermal,1.69e-05,2.03e-06,15.0,small
R15S,700,Calibration,Thermal,1.70e-05,2.03e-06,15.0,small
R15S,710,Calibration,Thermal,1.70e-05,2.04e-06,15.0,small
R15S,720,Calibration,Thermal,1.71e-05,2.05e-06,15.0,small
R15S,730,Calibration,Thermal,1.71e-05,2.05e-06,15.0,small
R15S,740,Calibration,Thermal,1.72e-05,2.06e-06,15.0,small
R15S,750,Calibration,Thermal,1.72e-05,2.07e-06,15.0,small
R15S,760,Validation,Thermal,1.73e-05,2.07e-06,15.0,small
R15S,770,Calibration,Thermal,1.73e-05,2.08e-06,15.0,small
R15S,780,Calibration,Thermal,1.74e-05,2.08e-06,15.0,small
R15S,790,Calibration,Thermal,1.74e-05,2.09e-06,15.0,small
R15S,800,Calibration,Thermal,1.75e-05,2.10e-06,15.0,small
R20S,20,Calibration,Thermal,1.39e-05,1.67e-06,20.0,small
R20S,30,Calibration,Thermal,1.40e-05,1.68e-06,20.0,small
R20S,40,Calibration,Thermal,1.40e-05,1.68e-06,20.0,small
R20S,50,Calibration,Thermal,1.41e-05,1.69e-06,20.0,small
R20S,60,Calibration,Thermal,1.41e-05,1.70e-06,20.0,small
R20S,70,Calibration,Thermal,1.42e-05,1.70e-06,20.0,small
R20S,80,Calibration,Thermal,1.42e-05,1.71e-06,20.0,small
R20S,90,Calibration,Thermal,1.43e-05,1.72e-06,20.0,small
R20S,100,Validation,Thermal,1.43e-05,1.72e-06,20.0,small
R20S,110,Calibration,Thermal,1.44e-05,1.73e-06,20.0,small
R20S,120,Calibration,Thermal,1.45e-05,1.73e-06,20.0,small
R20S,130,Calibration,Thermal,1.45e-05,1.74e-06,20.0,small
R20S,140,Validation,Thermal,1.46e-05,1.75e-06,20.0,small
R20S,150,Validation,Thermal,1.46e-05,1.75e-06,20.0,small
R20S,160,Calibration,Thermal,1.47e-05,1.76e-06,20.0,small
R20S,170,Validation,Thermal,1.47e-05,1.77e-06,20.0,small
R20S,180,Calibration,Thermal,1.48e-05,1.77e-06,20.0,small
R20S,190,Calibration,Thermal,1.48e-05,1.78e-06,20.0,small
R20S,200,Validation,Thermal,1.49e-05,1.79e-06,20.0,small
R20S,210,Validation,Thermal,1.49e-05,1.79e-06,20.0,small
R20S,220,Calibration,Thermal,1.50e-05,1.80e-06,20.0,small
R20S,230,Calibration,Thermal,1.50e-05,1.81e-06,20.0,small
R20S,240,Calibration,Thermal,1.51e-05,1.81e-06,20.0,small
R20S,250,Calibration,Thermal,1.52e-05,1.82e-06,20.0,small
R20S,260,Validation,Thermal,1.52e-05,1.82e-06,20.0,small
R20S,270,Calibration,Thermal,1.53e-05,1.83e-06,20.0,small
R20S,280,Calibration,Thermal,1.53e-05,1.84e-06,20.0,small
R20S,290,Calibration,Thermal,1.54e-05,1.84e-06,20.0,small
R20S,300,Calibration,Thermal,1.54e-05,1.85e-06,20.0,small
R20S,310,Calibration,Thermal,1.55e-05,1.86e-06,20.0,small
R20S,320,Calibration,Thermal,1.55e-05,1.86e-06,20.0,small
R20S,330,Validation,Thermal,1.56e-05,1.87e-06,20.0,small
R20S,340,Validation,Thermal,1.56e-05,1.88e-06,20.0,small
R20S,350,Calibration,Thermal,1.57e-05,1.88e-06,20.0,small
R20S,360,Validation,Thermal,1.57e-05,1.89e-06,20.0,small
R20S,370,Validation,Thermal,1.58e-05,1.90e-06,20.0,small
R20S,380,Validation,Thermal,1.58e-05,1.90e-06,20.0,small
R20S,390,Calibration,Thermal,1.59e-05,1.91e-06,20.0,small
R20S,400,Calibration,Thermal,1.60e-05,1.91e-06,20.0,small
R20S,410,Calibration,Thermal,1.60e-05,1.92e-06,20.0,small
R20S,420,Calibration,Thermal,1.61e-05,1.93e-06,20.0,small
R20S,430,Calibration,Thermal,1.61e-05,1.93e-06,20.0,small
R20S,440,Calibration,Thermal,1.62e-05,1.94e-06,20.0,small
R20S,450,Calibration,Thermal,1.62e-05,1.95e-06,20.0,small
R20S,460,Validation,Thermal,1.63e-05,1.95e-06,20.0,small
R20S,470,Calibration,Thermal,1.63e-05,1.96e-06,20.0,small
R20S,480,Calibration,Thermal,1.64e-05,1.97e-06,20.0,small
R20S,490,Validation,Thermal,1.64e-05,1.97e-06,20.0,small
R20S,500,Validation,Thermal,1.65e-05,1.98e-06,20.0,small
R20S,510,Validation,Thermal,1.65e-05,1.99e-06,20.0,small
R20S,520,Validation,Thermal,1.66e-05,1.99e-06,20.0,small
R20S,530,Calibration,Thermal,1.67e-05,2.00e-06,20.0,small
R20S,540,Validation,Thermal,1.67e-05,2.00e-06,20.0,small
R20S,550,Calibration,Thermal,1.68e-05,2.01e-06,20.0,small
R20S,560,Calibration,Thermal,1.68e-05,2.02e-06,20.0,small
R20S,570,Calibration,Thermal,1.69e-05,2.02e-06,20.0,small
R20S,580,Calibration,Thermal,1.69e-05,2.03e-06,20.0,small
R20S,590,Calibration,Thermal,1.70e-05,2.04e-06,20.0,small
R20S,600,Calibration,Thermal,1.70e-05,2.04e-06,20.0,small
R20S,610,Validation,Thermal,1.71e-05,2.05e-06,20.0,small
R20S,620,Calibration,Thermal,1.71e-05,2.06e-06,20.0,small
R20S,630,Calibration,Thermal,1.72e-05,2.06e-06,20.0,small
R20S,640,Validation,Thermal,1.72e-05,2.07e-06,20.0,small
R20S,650,Calibration,Thermal,1.73e-05,2.08e-06,20.0,small
R20S,660,Calibration,Thermal,1.73e-05,2.08e-06,20.0,small
R20S,670,Calibration,Thermal,1.74e-05,2.09e-06,20.0,small
R20S,680,Calibration,Thermal,1.75e-05,2.09e-06,20.0,small
R20S,690,Calibration,Thermal,1.75e-05,2.10e-06,20.0,small
R20S,700,Validation,Thermal,1.76e-05,2.11e-06,20.0,small
R20S,710,Calibration,Thermal,1.76e-05,2.11e-06,20.0,small
R20S,720,Calibration,Thermal,1.77e-05,2.12e-06,20.0,small
R20S,730,Validation,Thermal,1.77e-05,2.13e-06,20.0,small
R20S,740,Validation,Thermal,1.78e-05,2.13e-06,20.0,small
R20S,750,Calibration,Thermal,1.78e-05,2.14e-06,20.0,small
R20S,760,Calibration,Thermal,1.79e-05,2.15e-06,20.0,small
