pipe_size,material,outer_diameter_mm,wall_thickness_mm,inner_diameter_mm,length_m,cross_section_area_m2,wall_area_m2,moment_of_inertia_m4,material_density_kg_m3,youngs_modulus_GPa,poisson_ratio,sound_speed_material_m_s,thermal_conductivity_W_mK,surface_roughness_mm,damping_coefficient,natural_frequency_Hz,ring_frequency_Hz,critical_velocity_m_s,acoustic_impedance_Pa_s_m,transmission_loss_1kHz_dB,max_pressure_bar,min_temperature_C,max_temperature_C,weight_per_meter_kg,volume_per_meter_m3
DN15,Copper,21.3,2.8,15.700000000000001,6.0,0.0001935927932958371,0.0001627344994559512,7.121465114316744e-09,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.0563281509671896,96506.69160731488,250.29107981220656,42649600,45.64281095216166,50,-200,200,1.4581011151253227,0.0001935927932958371
DN15,Copper,21.3,3.2,14.9,6.0,0.0001743662462558675,0.0001819610464959208,7.684442444830853e-09,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.0376979591169742,101688.25894193583,286.0469483568075,42649600,46.8026498917154,50,-200,200,1.6303709766034502,0.0001743662462558675
DN15,Aluminum,21.3,2.0,17.3,6.0,0.00023506181632322227,0.00012126547642856602,5.706904902573852e-09,2700,70.0,0.33,6420,237.0,0.002,0.002,1.524109757067073,118124.24678034315,241.1267605633803,17334000,32.30136532853414,30,-200,300,0.32741678635712823,0.00023506181632322227
DN15,Aluminum,21.3,2.8,15.700000000000001,6.0,0.0001935927932958371,0.0001627344994559512,7.121465114316744e-09,2700,70.0,0.33,6420,237.0,0.002,0.002,1.4697022990902286,130162.38657961375,337.57746478873236,17334000,35.2239260420989,30,-200,300,0.43938314853106825,0.0001935927932958371
DN15,Aluminum,21.3,3.2,14.9,6.0,0.0001743662462558675,0.0001819610464959208,7.684442444830853e-09,2700,70.0,0.33,6420,237.0,0.002,0.002,1.443781532167863,137150.97109395545,385.80281690140845,17334000,36.38376498165264,30,-200,300,0.4912948255389861,0.0001743662462558675
DN15,HDPE,21.3,2.0,17.3,6.0,0.00023506181632322227,0.00012126547642856602,5.706904902573852e-09,950,0.8,0.46,1950,0.48,0.007,0.05,0.27468332529370343,35878.86000337525,73.2394366197183,1852500,23.22856215113135,8,-50,80,0.11520220260713772,0.00023506181632322227
DN15,HDPE,21.3,2.8,15.700000000000001,6.0,0.0001935927932958371,0.0001627344994559512,7.121465114316744e-09,950,0.8,0.46,1950,0.48,0.007,0.05,0.26487771817875644,39535.30433492942,102.53521126760563,1852500,26.15112286469611,8,-50,80,0.15459777448315365,0.0001935927932958371
DN15,HDPE,21.3,3.2,14.9,6.0,0.0001743662462558675,0.0001819610464959208,7.684442444830853e-09,950,0.8,0.46,1950,0.48,0.007,0.05,0.2602061370020177,41658.005238818245,117.1830985915493,1852500,27.310961804249846,8,-50,80,0.17286299417112475,0.0001743662462558675
DN15,Glass,21.3,2.0,17.3,6.0,0.00023506181632322227,0.00012126547642856602,5.706904902573852e-09,2500,70.0,0.22,5640,1.05,0.001,0.005,1.5839013213309774,103772.70277899304,211.83098591549296,14100000,31.632890218795147,5,-50,300,0.30316369107141505,0.00023506181632322227
DN15,Glass,21.3,2.8,15.700000000000001,6.0,0.0001935927932958371,0.0001627344994559512,7.121465114316744e-09,2500,70.0,0.22,5640,1.05,0.001,0.005,1.5273594324150397,114348.264845642,296.5633802816901,14100000,34.55545093235991,5,-50,300,0.406836248639878,0.0001935927932958371
DN15,Glass,21.3,3.2,14.9,6.0,0.0001743662462558675,0.0001819610464959208,7.684442444830853e-09,2500,70.0,0.22,5640,1.05,0.001,0.005,1.500421781246627,120487.76899842816,338.92957746478874,14100000,35.71528987191365,5,-50,300,0.454902616239802,0.0001743662462558675
DN15,Concrete,21.3,2.0,17.3,6.0,0.00023506181632322227,0.00012126547642856602,5.706904902573852e-09,2300,30.0,0.2,3800,1.7,1.5,0.03,1.0810500838155972,69917.77846811588,142.72300469483568,8740000,30.90864676570625,20,-30,100,0.2789105957857018,0.00023506181632322227
DN15,Concrete,21.3,2.8,15.700000000000001,6.0,0.0001935927932958371,0.0001627344994559512,7.121465114316744e-09,2300,30.0,0.2,3800,1.7,1.5,0.03,1.0424589083878864,77043.15716550348,199.81220657276995,8740000,33.831207479271015,20,-30,100,0.37428934874868774,0.0001935927932958371
DN15,Concrete,21.3,3.2,14.9,6.0,0.0001743662462558675,0.0001819610464959208,7.684442444830853e-09,2300,30.0,0.2,3800,1.7,1.5,0.03,1.0240733248535931,81179.70251667146,228.3568075117371,8740000,34.991046418824745,20,-30,100,0.4185104069406178,0.0001743662462558675
DN20,PVC,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.6048783951908109,32942.98822076785,70.48327137546468,3270600,26.471671773379125,10,-10,60,0.21590281352530483,0.00041187065086725587
DN20,PVC,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.5982701670309426,33829.346648232466,81.05576208178438,3270600,27.685628580451358,10,-10,60,0.24529681102935258,0.0003905706526759169
DN20,PVC,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.5853708844460501,35753.29053344,102.20074349442379,3270600,29.699031818078623,10,-10,60,0.30174369119199246,0.00034966711632617787
DN20,Steel_Carbon,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,1.9931637339979542,82843.97037796474,177.24907063197028,46786000,41.57148318025945,100,-50,500,1.2281428160678571,0.00041187065086725587
DN20,Steel_Carbon,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,1.9713886452876384,85072.95612804452,203.8364312267658,46786000,42.785439987331685,100,-50,500,1.395347801869868,0.0003905706526759169
DN20,Steel_Carbon,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,1.9288836022125113,89911.2285144736,257.0111524163569,46786000,44.798843224958944,100,-50,500,1.7164405622153194,0.00034966711632617787
DN20,Steel_Stainless,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,1.9025692344194223,80480.97122288856,172.1933085501859,46320000,41.735889785193265,150,-200,800,1.251610513190173,0.00041187065086725587
DN20,Steel_Stainless,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,1.8817838803863636,82646.3785203654,198.02230483271373,46320000,42.9498465922655,150,-200,800,1.4220104987208846,0.0003905706526759169
DN20,Steel_Stainless,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,1.8412108025789524,87346.6464930876,249.68029739776952,46320000,44.96324982989276,150,-200,800,1.7492387895187969,0.00034966711632617787
DN20,Copper,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.410278144913831,66163.97634213291,141.56133828996283,42649600,42.7202502385969,50,-200,200,1.4018037747729937,0.00041187065086725587
DN20,Copper,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.3948710154402675,67944.17301501542,162.79553903345726,42649600,43.93420704566913,50,-200,200,1.5926517585673907,0.0003905706526759169
DN20,Copper,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.3647962492406862,71808.29659880776,205.26394052044608,42649600,45.9476102832964,50,-200,200,1.9591474442610526,0.00034966711632617787
DN20,Aluminum,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,1.9621639639526562,89237.96809170027,190.92936802973978,17334000,32.30136532853414,30,-200,300,0.42241854820168334,0.00041187065086725587
DN20,Aluminum,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,1.9407275442293488,91638.98965470567,219.56877323420073,17334000,33.515322135606375,30,-200,300,0.47992854331829854,0.0003905706526759169
DN20,Aluminum,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,1.8988835841042169,96850.68574881216,276.8475836431227,17334000,35.52872537323364,30,-200,300,0.590368091462594,0.00034966711632617787
DN20,HDPE,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.3536318299196289,27104.990308226716,57.992565055762086,1852500,23.22856215113135,8,-50,80,0.14862874844133303,0.00041187065086725587
DN20,HDPE,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.3497684421126244,27834.272558672285,66.69144981412639,1852500,24.442518958203582,8,-50,80,0.16886374672310503,0.0003905706526759169
DN20,HDPE,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.34222709670929424,29417.264362956965,84.08921933085502,1852500,26.455922195830848,8,-50,80,0.20772210625535714,0.00034966711632617787
DN20,Glass,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,2500,70.0,0.22,5640,1.05,0.001,0.005,2.0391406070080484,78395.97196840958,167.73234200743497,14100000,31.632890218795147,5,-50,300,0.391128285371929,0.00041187065086725587
DN20,Glass,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,2500,70.0,0.22,5640,1.05,0.001,0.005,2.016863226152165,80505.28063123676,192.89219330855016,14100000,32.84684702586738,5,-50,300,0.4443782808502764,0.0003905706526759169
DN20,Glass,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,2500,70.0,0.22,5640,1.05,0.001,0.005,1.973377707196196,85083.78000362938,243.21189591078067,14100000,34.86025026349465,5,-50,300,0.546637121724624,0.00034966711632617787
DN20,Concrete,26.9,2.0,22.9,6.0,0.00041187065086725587,0.0001564513141487716,1.2203398067746878e-08,2300,30.0,0.2,3800,1.7,1.5,0.03,1.3917616548646068,52819.981113467446,113.01115241635688,8740000,30.90864676570625,20,-30,100,0.3598380225421747,0.00041187065086725587
DN20,Concrete,26.9,2.3,22.299999999999997,6.0,0.0003905706526759169,0.00017775131234011056,1.3563536077252562e-08,2300,30.0,0.2,3800,1.7,1.5,0.03,1.376556815953804,54241.14652459214,129.96282527881039,8740000,32.12260357277849,20,-30,100,0.4088280183822543,0.0003905706526759169
DN20,Concrete,26.9,2.9,21.099999999999998,6.0,0.00034966711632617787,0.0002186548486898496,1.597301001535438e-08,2300,30.0,0.2,3800,1.7,1.5,0.03,1.3468769215822207,57325.951066275105,163.86617100371748,8740000,34.136006810405746,20,-30,100,0.5029061519866541,0.00034966711632617787
DN25,PVC,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.7623666650454102,25924.207225277794,64.70029673590503,3270600,27.685628580451358,10,-10,60,0.3131024335903117,0.0006650830187465932
DN25,PVC,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.7490996805795489,27039.226890881142,81.57863501483678,3270600,29.699031818078623,10,-10,60,0.3872377370297234,0.0006113617843702078
DN25,PVC,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.7340454737433229,28467.714349267313,101.2700296735905,3270600,31.577121875445243,10,-10,60,0.4697837123213259,0.0005515458602458582
DN25,Steel_Carbon,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,2.5121108653552415,65193.36500533994,162.70623145400592,46786000,42.785439987331685,100,-50,500,1.7810536983217005,0.0006650830187465932
DN25,Steel_Carbon,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,2.4683941902233295,67997.38070449434,205.15133531157267,46786000,44.798843224958944,100,-50,500,2.202765388176325,0.0006113617843702078
DN25,Steel_Carbon,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,2.4187883531680905,71589.69515680725,254.67062314540055,46786000,46.676933282325564,100,-50,500,2.6723203925524697,0.0005515458602458582
DN25,Steel_Stainless,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,2.397928862717577,63333.82271491917,158.06528189910975,46320000,42.9498465922655,150,-200,800,1.8150865715380387,0.0006650830187465932
DN25,Steel_Stainless,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,2.3561992246961934,66057.85810050709,199.29970326409492,46320000,44.96324982989276,150,-200,800,2.244856446549121,0.0006113617843702078
DN25,Steel_Stainless,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,2.3088481025484846,69547.70720770369,247.40652818991097,46320000,46.84133988725939,150,-200,800,2.723383839543918,0.0005515458602458582
DN25,Copper,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.7774631308913358,52067.18413178156,129.94658753709197,42649600,43.93420704566913,50,-200,200,2.0328969601226032,0.0006650830187465932
DN25,Copper,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.7465310652234698,54306.63291164314,163.84569732937683,42649600,45.9476102832964,50,-200,200,2.514239220135016,0.0006113617843702078
DN25,Copper,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,1.711432078288344,57175.662574899754,203.3946587537092,42649600,47.825700340663026,50,-200,200,3.050189900289188,0.0005515458602458582
DN25,Aluminum,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,2.4730398859740825,70225.06767353731,175.26409495548958,17334000,33.515322135606375,30,-200,300,0.6125917178940881,0.0006650830187465932
DN25,Aluminum,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,2.4300031383629848,73245.50069175397,220.98516320474775,17334000,35.52872537323364,30,-200,300,0.7576390507103284,0.0006113617843702078
DN25,Aluminum,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,2.3811688232431423,77115.07431320513,274.32640949554894,17334000,37.40681543060026,30,-200,300,0.9191420458460724,0.0005515458602458582
DN25,HDPE,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.44570465894171657,21330.043919532363,53.23442136498515,1852500,24.442518958203582,8,-50,80,0.2155415303701421,0.0006650830187465932
DN25,HDPE,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.43794834290947043,22247.465163383218,67.12166172106825,1852500,26.455922195830848,8,-50,80,0.26657670302770814,0.0006113617843702078
DN25,HDPE,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.4291471578220052,23422.802945599688,83.32344213649851,1852500,28.33401225319747,8,-50,80,0.3234018309458403,0.0005515458602458582
DN25,Glass,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,2500,70.0,0.22,5640,1.05,0.001,0.005,2.570058438990872,61693.050105724375,153.97032640949553,14100000,32.84684702586738,5,-50,300,0.5672145536056371,0.0006650830187465932
DN25,Glass,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,2500,70.0,0.22,5640,1.05,0.001,0.005,2.5253333389179082,64346.51462640069,194.13649851632044,14100000,34.86025026349465,5,-50,300,0.7015176395466004,0.0006113617843702078
DN25,Glass,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,2500,70.0,0.22,5640,1.05,0.001,0.005,2.474583229953671,67745.95313496525,240.99703264094956,14100000,36.73834032086127,5,-50,300,0.8510574498574744,0.0005515458602458582
DN25,Concrete,33.7,2.3,29.1,6.0,0.0006650830187465932,0.00022688582144225484,2.8112571313079385e-08,2300,30.0,0.2,3800,1.7,1.5,0.03,1.7541256222624801,41566.23943293486,103.7388724035608,8740000,32.12260357277849,20,-30,100,0.5218373893171862,0.0006650830187465932
DN25,Concrete,33.7,2.9,27.900000000000002,6.0,0.0006113617843702078,0.0002806070558186402,3.3569372846403715e-08,2300,30.0,0.2,3800,1.7,1.5,0.03,1.7235996844837875,43354.034677362164,130.80118694362017,8740000,34.136006810405746,20,-30,100,0.6453962283828724,0.0006113617843702078
DN25,Concrete,33.7,3.6,26.500000000000004,6.0,0.0005515458602458582,0.00034042297994298976,3.910481323477618e-08,2300,30.0,0.2,3800,1.7,1.5,0.03,1.6889615357490309,45644.43650937375,162.37388724035608,8740000,36.01409686777237,20,-30,100,0.7829728538688765,0.0005515458602458582
DN32,PVC,42.4,2.6,37.199999999999996,6.0,0.0010868653944359245,0.00032509200779347216,6.46445457497319e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.9657841846033993,20279.42016816086,58.13207547169812,3270600,28.750538819515864,10,-10,60,0.4486269707549916,0.0010868653944359245
DN32,PVC,42.4,3.2,36.0,6.0,0.0010178760197630929,0.00039408138246630376,7.619957611368449e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.9523588244731546,20955.40084043289,71.54716981132077,3270600,30.55407142649762,10,-10,60,0.5438323078034992,0.0010178760197630929
DN32,PVC,42.4,4.0,34.4,6.0,0.0009294087706380044,0.0004825486315913922,8.99084610381082e-08,1380,3.4,0.4,2370,0.19,0.0015,0.02,0.9348609716684744,21930.070646964647,89.43396226415095,3270600,32.492271686658746,10,-10,60,0.6659171115961212,0.0009294087706380044
DN32,Steel_Carbon,42.4,2.6,37.199999999999996,6.0,0.0010868653944359245,0.00032509200779347216,6.46445457497319e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,3.182401664409,50998.03552837077,146.18867924528303,46786000,43.85035022639619,100,-50,500,2.5519722611787565,0.0010868653944359245
DN32,Steel_Carbon,42.4,3.2,36.0,6.0,0.0010178760197630929,0.00039408138246630376,7.619957611368449e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,3.1381631180495706,52697.97004598313,179.9245283018868,46786000,45.65388283337795,100,-50,500,3.0935388523604845,0.0010178760197630929
DN32,Steel_Carbon,42.4,4.0,34.4,6.0,0.0009294087706380044,0.0004825486315913922,8.99084610381082e-08,7850,210.0,0.3,5960,45.0,0.045,0.001,3.080505106273301,55149.03842021489,224.9056603773585,46786000,47.592083093539074,100,-50,500,3.788006757992429,0.0009294087706380044
DN32,Steel_Stainless,42.4,2.6,37.199999999999996,6.0,0.0010868653944359245,0.00032509200779347216,6.46445457497319e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,3.0377531935747837,49543.39357538033,142.0188679245283,46320000,44.014756831330004,150,-200,800,2.600736062347777,0.0010868653944359245
DN32,Steel_Stainless,42.4,3.2,36.0,6.0,0.0010178760197630929,0.00039408138246630376,7.619957611368449e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,2.9955254047367523,51194.840027893006,174.7924528301887,46320000,45.818289438311766,150,-200,800,3.15265105973043,0.0010178760197630929
DN32,Steel_Stainless,42.4,4.0,34.4,6.0,0.0009294087706380044,0.0004825486315913922,8.99084610381082e-08,8000,195.0,0.3,5790,16.0,0.015,0.001,2.940488100248331,53575.99537802756,218.49056603773585,46320000,47.75648969847289,150,-200,800,3.8603890527311377,0.0009294087706380044
DN32,Copper,42.4,2.6,37.199999999999996,6.0,0.0010868653944359245,0.00032509200779347216,6.46445457497319e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,2.251732478922386,40729.97468373236,116.75471698113209,42649600,44.999117284733636,50,-200,200,2.9128243898295105,0.0010868653944359245
DN32,Copper,42.4,3.2,36.0,6.0,0.0010178760197630929,0.00039408138246630376,7.619957611368449e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,2.2204311593020862,42087.64050652344,143.69811320754718,42649600,46.8026498917154,50,-200,200,3.5309691868980817,0.0010178760197630929
DN32,Copper,42.4,4.0,34.4,6.0,0.0009294087706380044,0.0004825486315913922,8.99084610381082e-08,8960,120.0,0.34,4760,401.0,0.0015,0.003,2.179634794959175,44045.20518124545,179.62264150943398,42649600,48.74085015187652,50,-200,200,4.323635739058874,0.0009294087706380044
DN32,Aluminum,42.4,2.6,37.199999999999996,6.0,0.0010868653944359245,0.00032509200779347216,6.46445457497319e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,3.1329056204535086,54934.1255188155,157.47169811320757,17334000,34.58023237467088,30,-200,300,0.8777484210423748,0.0010868653944359245
DN32,Aluminum,42.4,3.2,36.0,6.0,0.0010178760197630929,0.00039408138246630376,7.619957611368449e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,3.089355118302836,56765.26303610935,193.811320754717,17334000,36.38376498165264,30,-200,300,1.0640197326590202,0.0010178760197630929
DN32,Aluminum,42.4,4.0,34.4,6.0,0.0009294087706380044,0.0004825486315913922,8.99084610381082e-08,2700,70.0,0.33,6420,237.0,0.002,0.002,3.0325938643171306,59405.507828486516,242.26415094339623,17334000,38.321965241813764,30,-200,300,1.302881305296759,0.0009294087706380044
DN32,HDPE,42.4,2.6,37.199999999999996,6.0,0.0010868653944359245,0.00032509200779347216,6.46445457497319e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.5646292399003594,16685.598872537415,47.83018867924528,1852500,25.507429197268085,8,-50,80,0.30883740740379856,0.0010868653944359245
DN32,HDPE,42.4,3.2,36.0,6.0,0.0010178760197630929,0.00039408138246630376,7.619957611368449e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.5567803322390257,17241.785501622,58.86792452830189,1852500,27.310961804249846,8,-50,80,0.37437731334298857,0.0010178760197630929
DN32,HDPE,42.4,4.0,34.4,6.0,0.0009294087706380044,0.0004825486315913922,8.99084610381082e-08,950,0.8,0.46,1950,0.48,0.007,0.05,0.5465505112433008,18043.729013325345,73.58490566037736,1852500,29.249162064410974,8,-50,80,0.4584212000118226,0.0009294087706380044
DN32,Glass,42.4,2.6,37.199999999999996,6.0,0.0010868653944359245,0.00032509200779347216,6.46445457497319e-08,2500,70.0,0.22,5640,1.05,0.001,0.005,3.2558110259661444,48259.885969800525,138.33962264150944,14100000,33.911757264931886,5,-50,300,0.8127300194836804,0.0010868653944359245
