sensor_type,sensor_model,pipe_size,pipe_material,pipe_outer_diameter_mm,diameter_compatible,temperature_compatible,sensor_frequency_kHz,sensor_mounting,measurement_uncertainty_percent,signal_loss_dB,signal_to_noise_ratio_dB,max_measurable_velocity_m_s,performance_score,min_straight_pipe_required_diameters,response_time_ms,output_signal
Ultrasonic_Transit_Time,UFM-530,DN20,Glass,26.9,True,False,1000,Clamp-on,0.494225,4.635940872947916,35.41451206959713,10.0,84.2669649605307,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN20,Concrete,26.9,True,True,1000,Clamp-on,0.7413375,3.0506865224006505,36.99976642014439,10.0,85.89010081355391,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,PVC,33.7,True,True,1000,Clamp-on,0.495925,0.665477896872846,39.37006212652485,10.0,93.66306377080323,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,Steel_Carbon,33.7,True,False,1000,Clamp-on,0.495925,9.248449939065335,30.787090084332362,10.0,73.24380572779195,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,Steel_Stainless,33.7,True,False,1000,Clamp-on,0.495925,9.207655357819382,30.827884665578313,10.0,73.34085778355106,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,Copper,33.7,True,False,1000,Clamp-on,0.495925,8.872233127510011,31.163306895887686,10.0,74.13884163347862,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,Aluminum,33.7,True,False,1000,Clamp-on,0.495925,5.377417804270714,34.65812221912698,10.0,82.45315694839418,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,HDPE,33.7,True,True,1000,Clamp-on,0.7438875,0.054603927975080534,39.980936095422614,10.0,92.78683121991813,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,Glass,33.7,True,False,1000,Clamp-on,0.495925,4.635940872947916,35.39959915044978,10.0,84.21716232079812,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN25,Concrete,33.7,True,True,1000,Clamp-on,0.7438875,3.0506865224006505,36.98485350099704,10.0,85.83359207248037,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,PVC,42.4,True,True,1000,Clamp-on,0.4981,0.665477896872846,39.35105672916351,10.0,93.59748944861043,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,Steel_Carbon,42.4,True,False,1000,Clamp-on,0.4981,9.248449939065335,30.76808468697102,10.0,73.18267211127925,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,Steel_Stainless,42.4,True,False,1000,Clamp-on,0.4981,9.207655357819382,30.80887926821697,10.0,73.27970306051164,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,Copper,42.4,True,False,1000,Clamp-on,0.4981,8.872233127510011,31.144301498526342,10.0,74.07751336782529,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,Aluminum,42.4,True,False,1000,Clamp-on,0.4981,5.377417804270714,34.63911682176564,10.0,82.39002051580513,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,HDPE,42.4,True,True,1000,Clamp-on,0.74715,0.054603927975080534,39.96193069806127,10.0,92.71247155506407,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,Glass,42.4,True,False,1000,Clamp-on,0.4981,4.635940872947916,35.38059375308844,10.0,84.1536422587618,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN32,Concrete,42.4,True,True,1000,Clamp-on,0.74715,3.0506865224006505,36.9658481036357,10.0,85.76150053189028,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,PVC,48.3,True,True,1000,Clamp-on,0.499575,0.665477896872846,39.33821517600175,10.0,93.55314538107321,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,Steel_Carbon,48.3,True,False,1000,Clamp-on,0.499575,9.248449939065335,30.755243133809262,10.0,73.14133900723527,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,Steel_Stainless,48.3,True,False,1000,Clamp-on,0.499575,9.207655357819382,30.796037715055213,10.0,73.23835564545811,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,Copper,48.3,True,False,1000,Clamp-on,0.499575,8.872233127510011,31.131459945364586,10.0,74.0360482844297,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,Aluminum,48.3,True,False,1000,Clamp-on,0.499575,5.377417804270714,34.626275268603884,10.0,82.34732942802526,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,HDPE,48.3,True,True,1000,Clamp-on,0.7493624999999999,0.054603927975080534,39.94908914489952,10.0,92.66217512272371,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,Glass,48.3,True,False,1000,Clamp-on,0.499575,4.635940872947916,35.367752199926684,10.0,84.11069105595878,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN40,Concrete,48.3,True,True,1000,Clamp-on,0.7493624999999999,3.0506865224006505,36.953006550473944,10.0,85.71274183177088,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,PVC,60.3,True,True,1000,Clamp-on,0.502575,0.665477896872846,39.3122133332112,10.0,93.46326527232654,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,Steel_Carbon,60.3,True,False,1000,Clamp-on,0.502575,9.248449939065335,30.729241291018706,10.0,73.05758152196131,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,Steel_Stainless,60.3,True,False,1000,Clamp-on,0.502575,9.207655357819382,30.770035872264657,10.0,73.15456905955799,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,Copper,60.3,True,False,1000,Clamp-on,0.502575,8.872233127510011,31.10545810257403,10.0,73.95202242663046,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,Aluminum,60.3,True,False,1000,Clamp-on,0.502575,5.377417804270714,34.60027342581333,10.0,82.2608105598532,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,HDPE,60.3,True,True,1000,Clamp-on,0.7538625,0.054603927975080534,39.92308730210896,10.0,92.56020221316561,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,Glass,60.3,True,False,1000,Clamp-on,0.502575,4.635940872947916,35.34175035713613,10.0,84.0236432586417,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN50,Concrete,60.3,True,True,1000,Clamp-on,0.7538625,3.0506865224006505,36.92700470768339,10.0,85.61389546366912,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,PVC,76.1,True,True,1000,Clamp-on,0.506525,0.665477896872846,39.27821329426067,10.0,93.3455527195912,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,Steel_Carbon,76.1,True,False,1000,Clamp-on,0.506525,9.248449939065335,30.695241252068175,10.0,72.94792762261854,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,Steel_Stainless,76.1,True,False,1000,Clamp-on,0.506525,9.207655357819382,30.736035833314126,10.0,73.04487685770312,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,Copper,76.1,True,False,1000,Clamp-on,0.506525,8.872233127510011,31.0714580636235,10.0,73.84201529289872,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,Aluminum,76.1,True,False,1000,Clamp-on,0.506525,5.377417804270714,34.5662733868628,10.0,82.14752210291284,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,HDPE,76.1,True,True,1000,Clamp-on,0.7597875000000001,0.054603927975080534,39.88908726315843,10.0,92.42659539517577,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,Glass,76.1,True,False,1000,Clamp-on,0.506525,4.635940872947916,35.3077503181856,10.0,83.90965862029019,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN65,Concrete,76.1,True,True,1000,Clamp-on,0.7597875000000001,3.0506865224006505,36.89300466873286,10.0,85.48440311339694,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,PVC,88.9,True,True,1000,Clamp-on,0.509725,0.665477896872846,39.2508628010694,10.0,93.25070865885533,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,Steel_Carbon,88.9,True,False,1000,Clamp-on,0.509725,9.248449939065335,30.667890758876915,10.0,72.85960975766669,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,Steel_Stainless,88.9,True,False,1000,Clamp-on,0.509725,9.207655357819382,30.708685340122866,10.0,72.95652797395933,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,Copper,88.9,True,False,1000,Clamp-on,0.509725,8.872233127510011,31.04410757043224,10.0,73.7534113656648,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,Aluminum,88.9,True,False,1000,Clamp-on,0.509725,5.377417804270714,34.53892289367153,10.0,82.05626083869629,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,HDPE,88.9,True,True,1000,Clamp-on,0.7645875,0.054603927975080534,39.861736769967166,10.0,92.31889813968861,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,Glass,88.9,True,False,1000,Clamp-on,0.509725,4.635940872947916,35.28039982499433,10.0,83.81783356259986,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN80,Concrete,88.9,True,True,1000,Clamp-on,0.7645875,3.0506865224006505,36.86565417554159,10.0,85.38003731059243,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,PVC,114.3,True,True,1000,Clamp-on,0.516075,0.665477896872846,39.19709393410642,10.0,93.06385231443603,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,Steel_Carbon,114.3,True,False,1000,Clamp-on,0.516075,9.248449939065335,30.61412189191393,10.0,72.68569765081926,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,Steel_Stainless,114.3,True,False,1000,Clamp-on,0.516075,9.207655357819382,30.65491647315988,10.0,72.78255434358033,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,Copper,114.3,True,False,1000,Clamp-on,0.516075,8.872233127510011,30.990338703469252,10.0,73.57893187495972,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,Aluminum,114.3,True,False,1000,Clamp-on,0.516075,5.377417804270714,34.48515402670855,10.0,81.87651071217984,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,HDPE,114.3,True,True,1000,Clamp-on,0.7741125,0.054603927975080534,39.80796790300418,10.0,92.10659730716503,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,Glass,114.3,True,False,1000,Clamp-on,0.516075,4.635940872947916,35.22663095803135,10.0,83.63696519248363,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN100,Concrete,114.3,True,True,1000,Clamp-on,0.7741125,3.0506865224006505,36.81188530857861,10.0,85.17434259634527,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,PVC,141.3,True,True,1000,Clamp-on,0.522825,0.665477896872846,39.140658685205274,10.0,92.867154215671,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,Steel_Carbon,141.3,True,False,1000,Clamp-on,0.522825,9.248449939065335,30.557686643012783,10.0,72.50275016509818,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,Steel_Stainless,141.3,True,False,1000,Clamp-on,0.522825,9.207655357819382,30.598481224258734,10.0,72.59954150165183,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,Copper,141.3,True,False,1000,Clamp-on,0.522825,8.872233127510011,30.933903454568107,10.0,73.39538165958149,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,Aluminum,141.3,True,False,1000,Clamp-on,0.522825,5.377417804270714,34.428718777807404,10.0,81.6873615209534,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,HDPE,141.3,True,True,1000,Clamp-on,0.7842374999999999,0.054603927975080534,39.75153265410304,10.0,91.88294036748988,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,Glass,141.3,True,False,1000,Clamp-on,0.522825,4.635940872947916,35.170195709130205,10.0,83.4466280954463,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN125,Concrete,141.3,True,True,1000,Clamp-on,0.7842374999999999,3.0506865224006505,36.755450059677464,10.0,84.95770101244165,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,PVC,168.3,True,True,1000,Clamp-on,0.529575,0.665477896872846,39.08494739762255,10.0,92.6723957451937,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,Steel_Carbon,168.3,True,False,1000,Clamp-on,0.529575,9.248449939065335,30.50197535543006,10.0,72.32173302913287,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,Steel_Stainless,168.3,True,False,1000,Clamp-on,0.529575,9.207655357819382,30.54276993667601,10.0,72.41845905357967,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,Copper,168.3,True,False,1000,Clamp-on,0.529575,8.872233127510011,30.878192166985382,10.0,73.21376220066428,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,Aluminum,168.3,True,False,1000,Clamp-on,0.529575,5.377417804270714,34.37300749022468,10.0,81.50014686422148,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,HDPE,168.3,True,True,1000,Clamp-on,0.7943625000000001,0.054603927975080534,39.69582136652031,10.0,91.6613134692748,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,Glass,168.3,True,False,1000,Clamp-on,0.529575,4.635940872947916,35.11448442154748,10.0,83.25822633446936,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN150,Concrete,168.3,True,True,1000,Clamp-on,0.7943625000000001,3.0506865224006505,36.69973877209474,10.0,84.74308237054507,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,PVC,219.1,True,True,1000,Clamp-on,0.542275,0.665477896872846,38.98202631626366,10.0,92.31105511725818,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,Steel_Carbon,219.1,True,False,1000,Clamp-on,0.542275,9.248449939065335,30.399054274071176,10.0,71.98622133800028,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,Steel_Stainless,219.1,True,False,1000,Clamp-on,0.542275,9.207655357819382,30.439848855317127,10.0,72.08282459836771,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,Copper,219.1,True,False,1000,Clamp-on,0.542275,8.872233127510011,30.7752710856265,10.0,72.87711835155632,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,Aluminum,219.1,True,False,1000,Clamp-on,0.542275,5.377417804270714,34.270086408865794,10.0,81.15298598631765,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,HDPE,219.1,True,True,1000,Clamp-on,0.8134124999999999,0.054603927975080534,39.59290028516143,10.0,91.24966291127244,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,Glass,219.1,True,False,1000,Clamp-on,0.542275,4.635940872947916,35.011563340188594,10.0,82.90883411284149,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN200,Concrete,219.1,True,True,1000,Clamp-on,0.8134124999999999,3.0506865224006505,36.596817690735854,10.0,84.34459849753648,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,PVC,273.0,True,True,1000,Clamp-on,0.55575,0.665477896872846,38.875427432777066,10.0,91.93465908383243,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,Steel_Carbon,273.0,True,False,1000,Clamp-on,0.55575,9.248449939065335,30.29245539058457,10.0,71.6371945739055,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,Steel_Stainless,273.0,True,False,1000,Clamp-on,0.55575,9.207655357819382,30.333249971830522,10.0,71.7336677490442,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,Copper,273.0,True,False,1000,Clamp-on,0.55575,8.872233127510011,30.668672202139895,10.0,72.52689191219852,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,Aluminum,273.0,True,False,1000,Clamp-on,0.55575,5.377417804270714,34.163487525379196,10.0,80.79161532542756,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,HDPE,273.0,True,True,1000,Clamp-on,0.833625,0.054603927975080534,39.48630140167483,10.0,90.8202286854852,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,Glass,273.0,True,False,1000,Clamp-on,0.55575,4.635940872947916,34.904964456702,10.0,82.54509903998124,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN250,Concrete,273.0,True,True,1000,Clamp-on,0.833625,3.0506865224006505,36.490218807249256,10.0,83.92910703754096,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,PVC,323.9,True,True,1000,Clamp-on,0.568475,0.665477896872846,38.777108443070965,10.0,91.58553238504327,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,Steel_Carbon,323.9,True,False,1000,Clamp-on,0.568475,9.248449939065335,30.194136400878477,10.0,71.31387997227539,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,Steel_Stainless,323.9,True,False,1000,Clamp-on,0.568475,9.207655357819382,30.23493098212443,10.0,71.41023046337301,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,Copper,323.9,True,False,1000,Clamp-on,0.568475,8.872233127510011,30.5703532124338,10.0,72.20244589072398,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,Aluminum,323.9,True,False,1000,Clamp-on,0.568475,5.377417804270714,34.065168535673095,10.0,80.45665913192484,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,HDPE,323.9,True,True,1000,Clamp-on,0.8527125,0.054603927975080534,39.38798241196873,10.0,90.42133414432163,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,Glass,323.9,True,False,1000,Clamp-on,0.568475,4.635940872947916,34.806645466995896,10.0,82.2079129575195,10,250.0,4-20mA
Ultrasonic_Transit_Time,UFM-530,DN300,Concrete,323.9,True,True,1000,Clamp-on,0.8527125,3.0506865224006505,36.391899817543155,10.0,83.54335337950288,10,250.0,4-20mA
Ultrasonic_Doppler,DFM-4000,DN15,PVC,21.3,False,True,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN15,Steel_Carbon,21.3,False,False,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN15,Steel_Stainless,21.3,False,False,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN15,Copper,21.3,False,False,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN15,Aluminum,21.3,False,False,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN15,HDPE,21.3,False,True,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN15,Glass,21.3,False,False,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN15,Concrete,21.3,False,True,640,Clamp-on,,,,,0.0,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,PVC,26.9,True,True,640,Clamp-on,1.9769,0.665477896872846,39.3849750456722,5.0,80.80065980760791,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,Steel_Carbon,26.9,True,False,640,Clamp-on,1.9769,9.248449939065335,30.80200300347971,5.0,63.19217323842292,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,Steel_Stainless,26.9,True,False,640,Clamp-on,1.9769,9.207655357819382,30.842797584725663,5.0,63.275865790656994,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,Copper,26.9,True,False,640,Clamp-on,1.9769,8.872233127510011,31.178219815035035,5.0,63.964004795231915,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,Aluminum,26.9,True,False,640,Clamp-on,1.9769,5.377417804270714,34.67303513827433,5.0,71.13382993022341,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,HDPE,26.9,True,True,640,Clamp-on,2.96535,0.054603927975080534,39.99584901456996,5.0,74.33124631866778,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,Glass,26.9,True,False,640,Clamp-on,1.9769,4.635940872947916,35.41451206959713,5.0,72.65501472756114,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN20,Concrete,26.9,True,True,640,Clamp-on,2.96535,3.0506865224006505,36.99976642014439,5.0,68.76310465386169,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,PVC,33.7,True,True,640,Clamp-on,1.9837,0.665477896872846,39.37006212652485,5.0,80.7151600770485,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,Steel_Carbon,33.7,True,False,640,Clamp-on,1.9837,9.248449939065335,30.787090084332362,5.0,63.11864320857107,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,Steel_Stainless,33.7,True,False,640,Clamp-on,1.9837,9.207655357819382,30.827884665578313,5.0,63.20227886921497,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,Copper,33.7,True,False,640,Clamp-on,1.9837,8.872233127510011,31.163306895887686,5.0,63.889950098328455,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,Aluminum,33.7,True,False,640,Clamp-on,1.9837,5.377417804270714,34.65812221912698,5.0,71.05490140951606,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,HDPE,33.7,True,True,640,Clamp-on,2.97555,0.054603927975080534,39.980936095422614,5.0,74.22778008375514,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,Glass,33.7,True,False,640,Clamp-on,1.9837,4.635940872947916,35.39959915044978,5.0,72.57505215280982,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN25,Concrete,33.7,True,True,640,Clamp-on,2.97555,3.0506865224006505,36.98485350099704,5.0,68.66531502788443,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,PVC,42.4,True,True,640,Clamp-on,1.9924,0.665477896872846,39.35105672916351,5.0,80.60603809152806,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,Steel_Carbon,42.4,True,False,640,Clamp-on,1.9924,9.248449939065335,30.76808468697102,5.0,63.02482353525521,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,Steel_Stainless,42.4,True,False,640,Clamp-on,1.9924,9.207655357819382,30.80887926821697,5.0,63.10838646451708,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,Copper,42.4,True,False,640,Clamp-on,1.9924,8.872233127510011,31.144301498526342,5.0,63.79545967983496,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,Aluminum,42.4,True,False,640,Clamp-on,1.9924,5.377417804270714,34.63911682176564,5.0,70.95418019417147,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,HDPE,42.4,True,True,640,Clamp-on,2.9886,0.054603927975080534,39.96193069806127,5.0,74.09573699791821,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,Glass,42.4,True,False,640,Clamp-on,1.9924,4.635940872947916,35.38059375308844,5.0,72.47300898145282,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN32,Concrete,42.4,True,True,640,Clamp-on,2.9886,3.0506865224006505,36.9658481036357,5.0,68.5405262244966,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN40,PVC,48.3,True,True,640,Clamp-on,1.9983,0.665477896872846,39.33821517600175,5.0,80.53220565081523,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN40,Steel_Carbon,48.3,True,False,640,Clamp-on,1.9983,9.248449939065335,30.755243133809262,5.0,62.96136095172189,5,500.0,Modbus RTU
Ultrasonic_Doppler,DFM-4000,DN40,Steel_Stainless,48.3,True,False,640,Clamp-on,1.9983,9.207655357819382,30.796037715055213,5.0,63.04487459339677,5,500.0,Modbus RTU
