standard,standard_description,pipe_size,inner_diameter_m,test_flow_fraction,test_velocity_m_s,volumetric_flow_m3_s,volumetric_flow_m3_h,reference_velocity_m_s,reference_flow_m3_s,max_allowable_error_percent,temperature_C,water_density_kg_m3,water_viscosity_Pa_s,water_sound_speed_m_s,reynolds_number,flow_regime,straight_pipe_upstream_diameters,straight_pipe_downstream_diameters,calibration_interval_months,k_factor,meter_factor
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,0.4,2.0,0.017417131043171222,62.7016717554164,2.0003953714717,0.01742057416153789,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,234246.94550379956,Turbulent,20,10,12,0.11482947421378822,1.00019768573585
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,0.4,2.0,0.017417131043171222,62.7016717554164,2.0003953714717,0.01742057416153789,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,263477.97308804374,Turbulent,20,10,12,0.11482947421378822,1.00019768573585
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.9998556974837858,0.06697745680979934,0.5,15,994.1847256415472,0.0011342799027411737,1464.884975,361990.2730337377,Turbulent,20,10,12,0.029858638902383505,0.9999278487418928
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.9998556974837858,0.06697745680979934,0.5,20,989.8757806066033,0.001002,1479.9074,408002.69200651406,Turbulent,20,10,12,0.029858638902383505,0.9999278487418928
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.9998556974837858,0.06697745680979934,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,459373.1647344218,Turbulent,20,10,12,0.029858638902383505,0.9999278487418928
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.9998556974837858,0.06697745680979934,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,516697.06973106397,Turbulent,20,10,12,0.029858638902383505,0.9999278487418928
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.5001218697453376,0.007751077686803565,0.5,15,994.1847256415472,0.0011342799027411737,1464.884975,162895.62286518197,Turbulent,20,10,12,0.45156583525209615,1.0000348199272393
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.5001218697453376,0.007751077686803565,0.5,20,989.8757806066033,0.001002,1479.9074,183601.21140293134,Turbulent,20,10,12,0.45156583525209615,1.0000348199272393
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.5001218697453376,0.007751077686803565,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,206717.92413048982,Turbulent,20,10,12,0.45156583525209615,1.0000348199272393
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.5001218697453376,0.007751077686803565,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,232513.6813789788,Turbulent,20,10,12,0.45156583525209615,1.0000348199272393
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500111402304496,0.0304809494798176,0.5,15,994.1847256415472,0.0011342799027411737,1464.884975,323030.30296993715,Turbulent,20,10,12,0.11482947421378822,1.000031829229856
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500111402304496,0.0304809494798176,0.5,20,989.8757806066033,0.001002,1479.9074,364090.5378668299,Turbulent,20,10,12,0.11482947421378822,1.000031829229856
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500111402304496,0.0304809494798176,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,409932.15463164926,Turbulent,20,10,12,0.11482947421378822,1.000031829229856
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500111402304496,0.0304809494798176,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,461086.45290407655,Turbulent,20,10,12,0.11482947421378822,1.000031829229856
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.500232563935677,0.11722679574842464,0.5,15,994.1847256415472,0.0011342799027411737,1464.884975,633482.977809041,Turbulent,20,10,12,0.029858638902383505,1.000066446838765
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.500232563935677,0.11722679574842464,0.5,20,989.8757806066033,0.001002,1479.9074,714004.7110113996,Turbulent,20,10,12,0.029858638902383505,1.000066446838765
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.500232563935677,0.11722679574842464,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,803903.0382852382,Turbulent,20,10,12,0.029858638902383505,1.000066446838765
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.500232563935677,0.11722679574842464,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,904219.872029362,Turbulent,20,10,12,0.029858638902383505,1.000066446838765
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999565695553662,0.011071620803116225,0.5,15,994.1847256415472,0.0011342799027411737,1464.884975,232708.0326645457,Turbulent,20,10,12,0.45156583525209615,0.9999131391107324
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999565695553662,0.011071620803116225,0.5,20,989.8757806066033,0.001002,1479.9074,262287.44486133044,Turbulent,20,10,12,0.45156583525209615,0.9999131391107324
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999565695553662,0.011071620803116225,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,295311.320186414,Turbulent,20,10,12,0.45156583525209615,0.9999131391107324
ISO 17089-1:2019,Ultrasonic meters for gas,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999565695553662,0.011071620803116225,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,332162.4019699697,Turbulent,20,10,12,0.45156583525209615,0.9999131391107324
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999957644313871,0.043542458750660186,0.5,15,994.1847256415472,0.0011342799027411737,1464.884975,461471.86138562456,Turbulent,20,10,12,0.11482947421378822,0.9999915288627741
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999957644313871,0.043542458750660186,0.5,20,989.8757806066033,0.001002,1479.9074,520129.339809757,Turbulent,20,10,12,0.11482947421378822,0.9999915288627741
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999957644313871,0.043542458750660186,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,585617.363759499,Turbulent,20,10,12,0.11482947421378822,0.9999915288627741
ISO 17089-1:2019,Ultrasonic meters for gas,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999957644313871,0.043542458750660186,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,658694.9327201094,Turbulent,20,10,12,0.11482947421378822,0.9999915288627741
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000768474492466,0.1674814612562019,0.5,15,994.1847256415472,0.0011342799027411737,1464.884975,904975.6825843445,Turbulent,20,10,12,0.029858638902383505,1.000153694898493
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000768474492466,0.1674814612562019,0.5,20,989.8757806066033,0.001002,1479.9074,1020006.7300162852,Turbulent,20,10,12,0.029858638902383505,1.000153694898493
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000768474492466,0.1674814612562019,0.5,25,984.5341287051746,0.0008851466005645165,1492.024375,1148432.9118360544,Turbulent,20,10,12,0.029858638902383505,1.000153694898493
ISO 17089-1:2019,Ultrasonic meters for gas,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000768474492466,0.1674814612562019,0.5,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,1291742.67432766,Turbulent,20,10,12,0.029858638902383505,1.000153694898493
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.05,0.25,0.0005536291288742697,1.993064863947371,0.2499821712349017,0.0005535896467795086,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,11635.401633227284,Turbulent,10,5,24,0.45156583525209615,0.9999286849396068
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.05,0.25,0.0005536291288742697,1.993064863947371,0.2499821712349017,0.0005535896467795086,1.0,20,989.8757806066033,0.001002,1479.9074,13114.372243066524,Turbulent,10,5,24,0.45156583525209615,0.9999286849396068
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.05,0.25,0.0005536291288742697,1.993064863947371,0.2499821712349017,0.0005535896467795086,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,14765.5660093207,Turbulent,10,5,24,0.45156583525209615,0.9999286849396068
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.05,0.25,0.0005536291288742697,1.993064863947371,0.2499821712349017,0.0005535896467795086,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,16608.120098498483,Turbulent,10,5,24,0.45156583525209615,0.9999286849396068
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.05,0.25,0.002177141380396403,7.83770896942705,0.25000399231336284,0.002177176147718906,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,23073.593069281225,Turbulent,10,5,24,0.11482947421378822,1.0000159692534514
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.05,0.25,0.002177141380396403,7.83770896942705,0.25000399231336284,0.002177176147718906,1.0,20,989.8757806066033,0.001002,1479.9074,26006.46699048785,Turbulent,10,5,24,0.11482947421378822,1.0000159692534514
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.05,0.25,0.002177141380396403,7.83770896942705,0.25000399231336284,0.002177176147718906,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,29280.868187974946,Turbulent,10,5,24,0.11482947421378822,1.0000159692534514
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.05,0.25,0.002177141380396403,7.83770896942705,0.25000399231336284,0.002177176147718906,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,32934.74663600547,Turbulent,10,5,24,0.11482947421378822,1.0000159692534514
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.05,0.25,0.008372786208283708,30.14203034982135,0.2500110043095798,0.008373154755209633,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,45248.784129217216,Turbulent,10,5,24,0.029858638902383505,1.0000440172383191
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.05,0.25,0.008372786208283708,30.14203034982135,0.2500110043095798,0.008373154755209633,1.0,20,989.8757806066033,0.001002,1479.9074,51000.33650081426,Turbulent,10,5,24,0.029858638902383505,1.0000440172383191
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.05,0.25,0.008372786208283708,30.14203034982135,0.2500110043095798,0.008373154755209633,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,57421.64559180273,Turbulent,10,5,24,0.029858638902383505,1.0000440172383191
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.05,0.25,0.008372786208283708,30.14203034982135,0.2500110043095798,0.008373154755209633,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,64587.133716382996,Turbulent,10,5,24,0.029858638902383505,1.0000440172383191
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.5000021146523718,0.0011072629406811412,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,23270.803266454568,Turbulent,10,5,24,0.45156583525209615,1.0000042293047435
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.5000021146523718,0.0011072629406811412,1.0,20,989.8757806066033,0.001002,1479.9074,26228.744486133048,Turbulent,10,5,24,0.45156583525209615,1.0000042293047435
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.5000021146523718,0.0011072629406811412,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,29531.1320186414,Turbulent,10,5,24,0.45156583525209615,1.0000042293047435
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.5000021146523718,0.0011072629406811412,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,33216.240196996965,Turbulent,10,5,24,0.45156583525209615,1.0000042293047435
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.4999791744012587,0.004354101399701641,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,46147.18613856245,Turbulent,10,5,24,0.11482947421378822,0.9999583488025174
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.4999791744012587,0.004354101399701641,1.0,20,989.8757806066033,0.001002,1479.9074,52012.9339809757,Turbulent,10,5,24,0.11482947421378822,0.9999583488025174
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.4999791744012587,0.004354101399701641,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,58561.73637594989,Turbulent,10,5,24,0.11482947421378822,0.9999583488025174
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.4999791744012587,0.004354101399701641,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,65869.49327201094,Turbulent,10,5,24,0.11482947421378822,0.9999583488025174
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.5000025913780649,0.016745659204785504,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,90497.56825843443,Turbulent,10,5,24,0.029858638902383505,1.0000051827561298
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.5000025913780649,0.016745659204785504,1.0,20,989.8757806066033,0.001002,1479.9074,102000.67300162851,Turbulent,10,5,24,0.029858638902383505,1.0000051827561298
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.5000025913780649,0.016745659204785504,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,114843.29118360546,Turbulent,10,5,24,0.029858638902383505,1.0000051827561298
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.5000025913780649,0.016745659204785504,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,129174.26743276599,Turbulent,10,5,24,0.029858638902383505,1.0000051827561298
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.25,1.25,0.0027681456443713484,9.965324319736855,1.2498968015155307,0.002767917109623117,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,58177.008166136424,Turbulent,10,5,24,0.45156583525209615,0.9999174412124245
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.25,1.25,0.0027681456443713484,9.965324319736855,1.2498968015155307,0.002767917109623117,1.0,20,989.8757806066033,0.001002,1479.9074,65571.86121533261,Turbulent,10,5,24,0.45156583525209615,0.9999174412124245
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.25,1.25,0.0027681456443713484,9.965324319736855,1.2498968015155307,0.002767917109623117,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,73827.8300466035,Turbulent,10,5,24,0.45156583525209615,0.9999174412124245
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.25,1.25,0.0027681456443713484,9.965324319736855,1.2498968015155307,0.002767917109623117,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,83040.60049249242,Turbulent,10,5,24,0.45156583525209615,0.9999174412124245
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.25,1.25,0.010885706901982014,39.18854484713525,1.2499014314633259,0.01088484851142202,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,115367.96534640614,Turbulent,10,5,24,0.11482947421378822,0.9999211451706607
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.25,1.25,0.010885706901982014,39.18854484713525,1.2499014314633259,0.01088484851142202,1.0,20,989.8757806066033,0.001002,1479.9074,130032.33495243925,Turbulent,10,5,24,0.11482947421378822,0.9999211451706607
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.25,1.25,0.010885706901982014,39.18854484713525,1.2499014314633259,0.01088484851142202,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,146404.34093987476,Turbulent,10,5,24,0.11482947421378822,0.9999211451706607
