mix_type,temperature,replicate,pressure_difference,permeability,flow_rate,viscosity
rubber_20,100,3,0.1,5.068826272308147e-16,5.428461871280478e-08,1.8675000000000003e-05
rubber_20,100,3,0.2,4.4021503861969885e-16,9.42897003736972e-08,1.8675000000000003e-05
rubber_20,100,3,0.5,4.470158267416245e-16,2.3936590454705456e-07,1.8675000000000003e-05
rubber_20,100,3,1.0,4.3239653114274284e-16,4.6307526762275e-07,1.8675000000000003e-05
rubber_20,100,4,0.1,4.94021305346763e-16,5.290723484302682e-08,1.8675000000000003e-05
rubber_20,100,4,0.2,4.3048949185892687e-16,9.22065846016443e-08,1.8675000000000003e-05
rubber_20,100,4,0.5,4.885251292313964e-16,2.615931080221667e-07,1.8675000000000003e-05
rubber_20,100,4,1.0,5.626169293597454e-16,6.025348641068223e-07,1.8675000000000003e-05
rubber_20,100,5,0.1,4.2286649176832347e-16,4.5286906748950294e-08,1.8675000000000003e-05
rubber_20,100,5,0.2,4.1061542366658234e-16,8.794975607316355e-08,1.8675000000000003e-05
rubber_20,100,5,0.5,4.3476947804939745e-16,2.328082881121271e-07,1.8675000000000003e-05
rubber_20,100,5,1.0,4.57112576220726e-16,4.895449276794923e-07,1.8675000000000003e-05
rubber_20,200,1,0.1,5.486356824275132e-16,5.605473128250455e-08,1.9574999999999998e-05
rubber_20,200,1,0.2,5.095825362856861e-16,1.0412925390256678e-07,1.9574999999999998e-05
rubber_20,200,1,0.5,4.96905277368369e-16,2.538468849902268e-07,1.9574999999999998e-05
rubber_20,200,1,1.0,5.690412233719633e-16,5.813958859483661e-07,1.9574999999999998e-05
rubber_20,200,2,0.1,5.043035694013046e-16,5.1525268904347854e-08,1.9574999999999998e-05
rubber_20,200,2,0.2,4.50030019701951e-16,9.196015728264644e-08,1.9574999999999998e-05
rubber_20,200,2,0.5,4.487406318483961e-16,2.2924170209368898e-07,1.9574999999999998e-05
rubber_20,200,2,1.0,4.988153690082691e-16,5.096453323200707e-07,1.9574999999999998e-05
rubber_20,200,3,0.1,5.279302968121645e-16,5.3939238499327154e-08,1.9574999999999998e-05
rubber_20,200,3,0.2,4.1742901261341383e-16,8.529839338205136e-08,1.9574999999999998e-05
rubber_20,200,3,0.5,5.971825943738061e-16,3.050741222854693e-07,1.9574999999999998e-05
rubber_20,200,3,1.0,4.842922293702567e-16,4.94806875474081e-07,1.9574999999999998e-05
rubber_20,200,4,0.1,5.306284853357936e-16,5.421491548769284e-08,1.9574999999999998e-05
rubber_20,200,4,0.2,5.013159446860635e-16,1.024400397825928e-07,1.9574999999999998e-05
rubber_20,200,4,0.5,5.517216419129134e-16,2.8185013635397874e-07,1.9574999999999998e-05
rubber_20,200,4,1.0,5.707265596938275e-16,5.831178132248557e-07,1.9574999999999998e-05
rubber_20,200,5,0.1,5.108874437376355e-16,5.2197950828877186e-08,1.9574999999999998e-05
rubber_20,200,5,0.2,3.9604801076394824e-16,8.092935085853348e-08,1.9574999999999998e-05
rubber_20,200,5,0.5,4.555177997661542e-16,2.3270385684094722e-07,1.9574999999999998e-05
rubber_20,200,5,1.0,4.879952012630273e-16,4.985902439468989e-07,1.9574999999999998e-05
rubber_20,400,1,0.1,4.3400663696891487e-16,4.060880813744232e-08,2.1375e-05
rubber_20,400,1,0.2,5.362738171992521e-16,1.0035533421272553e-07,2.1375e-05
rubber_20,400,1,0.5,6.258762022630116e-16,2.928075800060873e-07,2.1375e-05
rubber_20,400,1,1.0,5.26510651732511e-16,4.926415454807122e-07,2.1375e-05
rubber_20,400,2,0.1,6.350070173453191e-16,5.941586127207663e-08,2.1375e-05
rubber_20,400,2,0.2,6.134059807918769e-16,1.1478942330608221e-07,2.1375e-05
rubber_20,400,2,0.5,5.549112752380805e-16,2.596076141464704e-07,2.1375e-05
rubber_20,400,2,1.0,5.577183133819374e-16,5.218416967316374e-07,2.1375e-05
rubber_20,400,3,0.1,4.873952044887475e-16,4.560422965976584e-08,2.1375e-05
rubber_20,400,3,0.2,5.973584841078689e-16,1.1178638299094622e-07,2.1375e-05
rubber_20,400,3,0.5,4.871508036804439e-16,2.279068087393889e-07,2.1375e-05
rubber_20,400,3,1.0,5.352248301220669e-16,5.00795162687314e-07,2.1375e-05
rubber_20,400,4,0.1,4.94665399995711e-16,4.628448187094372e-08,2.1375e-05
rubber_20,400,4,0.2,5.366029881396643e-16,1.0041693345303659e-07,2.1375e-05
rubber_20,400,4,0.5,6.222725789342031e-16,2.9112167435518274e-07,2.1375e-05
rubber_20,400,4,1.0,6.4137694507526e-16,6.001187790177871e-07,2.1375e-05
rubber_20,400,5,0.1,4.974809953822525e-16,4.654792939249146e-08,2.1375e-05
rubber_20,400,5,0.2,5.166764243020099e-16,9.668798583429423e-08,2.1375e-05
rubber_20,400,5,0.5,6.245049542741256e-16,2.92166060479123e-07,2.1375e-05
rubber_20,400,5,1.0,6.413438054616303e-16,6.000877711921687e-07,2.1375e-05
rubber_20,600,1,0.1,5.428590532143281e-16,4.6848677731549347e-08,2.3175e-05
rubber_20,600,1,0.2,5.712098599074679e-16,9.859069858165571e-08,2.3175e-05
rubber_20,600,1,0.5,6.633523230654251e-16,2.8623616960751895e-07,2.3175e-05
rubber_20,600,1,1.0,6.850261226224626e-16,5.911768048521791e-07,2.3175e-05
rubber_20,600,2,0.1,7.292079988089361e-16,6.293057163399663e-08,2.3175e-05
rubber_20,600,2,0.2,6.948593274972371e-16,1.199325700103106e-07,2.3175e-05
rubber_20,600,2,0.5,6.134753849038271e-16,2.6471429769312925e-07,2.3175e-05
rubber_20,600,2,1.0,7.412596584680721e-16,6.397062856250891e-07,2.3175e-05
rubber_20,600,3,0.1,7.412687089713483e-16,6.397140961996533e-08,2.3175e-05
rubber_20,600,3,0.2,6.449442118895221e-16,1.1131723182559172e-07,2.3175e-05
rubber_20,600,3,0.5,7.493798900638963e-16,3.233570183662983e-07,2.3175e-05
rubber_20,600,3,1.0,7.352322815252136e-16,6.345046658254268e-07,2.3175e-05
rubber_20,600,4,0.1,6.951406332741832e-16,5.999056166335992e-08,2.3175e-05
rubber_20,600,4,0.2,6.28731643548474e-16,1.0851894602778408e-07,2.3175e-05
rubber_20,600,4,0.5,5.997416352765811e-16,2.5878819213660456e-07,2.3175e-05
rubber_20,600,4,1.0,7.585471205545547e-16,6.546253467568972e-07,2.3175e-05
rubber_20,600,5,0.1,6.666419198882341e-16,5.753112577244738e-08,2.3175e-05
rubber_20,600,5,0.2,7.039503436983622e-16,1.215016774452405e-07,2.3175e-05
rubber_20,600,5,0.5,6.589902947522158e-16,2.843539567431351e-07,2.3175e-05
rubber_20,600,5,1.0,6.973363571017902e-16,6.018005239281899e-07,2.3175e-05
