mix_type,temperature,replicate,pressure_difference,permeability,flow_rate,viscosity
rubber_10,200,5,0.2,2.526175763352224e-16,5.1620449825843666e-08,1.9574999999999998e-05
rubber_10,200,5,0.5,2.7251048526738216e-16,1.392135301493651e-07,1.9574999999999998e-05
rubber_10,200,5,1.0,2.603980072236571e-16,2.660516038045028e-07,1.9574999999999998e-05
rubber_10,400,1,0.1,2.6394106421701844e-16,2.469623992673856e-08,2.1375e-05
rubber_10,400,1,0.2,2.4737925353596047e-16,4.629319364415634e-08,2.1375e-05
rubber_10,400,1,0.5,2.636866465717502e-16,1.2336217383473692e-07,2.1375e-05
rubber_10,400,1,1.0,3.151629685132497e-16,2.9488932726385935e-07,2.1375e-05
rubber_10,400,2,0.1,2.5381116150820637e-16,2.374841277269767e-08,2.1375e-05
rubber_10,400,2,0.2,2.839390968157972e-16,5.313480174330707e-08,2.1375e-05
rubber_10,400,2,0.5,2.868257172870238e-16,1.341874700758006e-07,2.1375e-05
rubber_10,400,2,1.0,3.108844743796031e-16,2.908860578990438e-07,2.1375e-05
rubber_10,400,3,0.1,2.321701165634851e-16,2.1723519678454745e-08,2.1375e-05
rubber_10,400,3,0.2,2.3401830693287864e-16,4.379289954299482e-08,2.1375e-05
rubber_10,400,3,0.5,2.408156862310795e-16,1.1266230934787344e-07,2.1375e-05
rubber_10,400,3,1.0,2.6379954134443276e-16,2.4682998020531716e-07,2.1375e-05
rubber_10,400,4,0.1,3.1571311339191783e-16,2.9540408270588797e-08,2.1375e-05
rubber_10,400,4,0.2,2.6691951994641405e-16,4.994985168587865e-08,2.1375e-05
rubber_10,400,4,0.5,3.6896170541292887e-16,1.7261366335107783e-07,2.1375e-05
rubber_10,400,4,1.0,2.824808366122883e-16,2.643095547249481e-07,2.1375e-05
rubber_10,400,5,0.1,3.0063738188670134e-16,2.812981350986679e-08,2.1375e-05
rubber_10,400,5,0.2,2.7192134191553354e-16,5.088586515378405e-08,2.1375e-05
rubber_10,400,5,0.5,2.6601765153534338e-16,1.2445270247267526e-07,2.1375e-05
rubber_10,400,5,1.0,2.5947507695004086e-16,2.4278369773103234e-07,2.1375e-05
rubber_10,600,1,0.1,3.3104144279228365e-16,2.8568840801923074e-08,2.3175e-05
rubber_10,600,1,0.2,3.0175192951899277e-16,5.2082317932080734e-08,2.3175e-05
rubber_10,600,1,0.5,4.057355690319342e-16,1.7507467919393063e-07,2.3175e-05
rubber_10,600,1,1.0,3.3862007651037464e-16,2.922287607425023e-07,2.3175e-05
rubber_10,600,2,0.1,2.9583307062907635e-16,2.5530362082336682e-08,2.3175e-05
rubber_10,600,2,0.2,3.2799251623473995e-16,5.6611437537819196e-08,2.3175e-05
rubber_10,600,2,0.5,3.425379905703746e-16,1.478049581749189e-07,2.3175e-05
rubber_10,600,2,1.0,4.010734836447754e-16,3.461259837279615e-07,2.3175e-05
rubber_10,600,3,0.1,3.4072559553740574e-16,2.940458213915044e-08,2.3175e-05
rubber_10,600,3,0.2,3.2026876488383506e-16,5.5278319721050276e-08,2.3175e-05
rubber_10,600,3,0.5,2.8961025667189957e-16,1.249666695455877e-07,2.3175e-05
rubber_10,600,3,1.0,3.595139837849391e-16,3.102601801811772e-07,2.3175e-05
rubber_10,600,4,0.1,2.2719007936273423e-16,1.960647934090479e-08,2.3175e-05
rubber_10,600,4,0.2,3.314877143159869e-16,5.721470797255437e-08,2.3175e-05
rubber_10,600,4,0.5,2.995017161528989e-16,1.2923482897643964e-07,2.3175e-05
rubber_10,600,4,1.0,3.298116000345786e-16,2.846270550460225e-07,2.3175e-05
rubber_10,600,5,0.1,2.760806791971157e-16,2.3825732832545043e-08,2.3175e-05
rubber_10,600,5,0.2,3.742439715116671e-16,6.459442873987781e-08,2.3175e-05
rubber_10,600,5,0.5,3.1195447322229826e-16,1.34608186935188e-07,2.3175e-05
rubber_10,600,5,1.0,4.598850948090978e-16,3.9688034071982544e-07,2.3175e-05
