time_s,signal1,signal2
0.000102,-0.004435333975970715,-0.0035627289601323137
0.000103,-0.0051712110608360855,-0.004190149380783958
0.000104,-0.005867403218743084,-0.00473193285068464
0.000105,-0.006511109410510061,-0.005179159826209345
0.000106,-0.0070899461178528115,-0.005524722631638435
0.000107,-0.007592121019510602,-0.005763483207830081
0.000108,-0.008006658296644825,-0.005892455432806528
0.000109,-0.008323608737652022,-0.005910745634254106
0.00011,-0.00853417119722024,-0.005819399997488538
0.000111,-0.008630900970785437,-0.005621417586212753
0.000112,-0.008607983514471397,-0.005321805101367433
0.000113,-0.008461310784607661,-0.004927350638840155
0.000114,-0.008188481323763574,-0.004446347781682228
0.000115,-0.007788950324991267,-0.0038884903122581413
0.000116,-0.007264215827913986,-0.003264741409298349
0.000117,-0.006617784505270569,-0.002587047308759956
0.000118,-0.005855044182318565,-0.001868080974726805
0.000119,-0.004983306867047588,-0.0011210236100277922
0.00012,-0.004011901754058452,-0.00035927609686710115
0.000121,-0.0029519894154595755,0.0004037820254172071
0.000122,-0.0018163021835775521,0.0011549539917191088
0.000123,-0.0006190668915589376,0.00188149668507942
0.000124,0.0006240468748416228,0.0025714628916538615
0.000125,0.0018962142284987544,0.003213840146698753
0.000126,0.0031798002065022723,0.003798600939880633
0.000127,0.004456537148006002,0.004316933542474241
0.000128,0.00570768594033721,0.004761521921768959
0.000129,0.006914389529561986,0.005126557511368453
0.00013,0.008058021570198233,0.005407684954158454
0.000131,0.009120423569110041,0.005602110915906422
0.000132,0.01008419041341581,0.005708743649215403
0.000133,0.01093297727147233,0.005728100044411125
0.000134,0.01165171586909332,0.005662125525060555
0.000135,0.012226898326951384,0.00551419469007869
0.000136,0.012646929676738639,0.005289153741067532
0.000137,0.012902286646837251,0.004993096121410515
0.000138,0.012985593834551393,0.004633111191207109
0.000139,0.012891843585731212,0.004217195280052434
0.00014,0.012618649208675255,0.0037541208011096293
0.000141,0.012166266449558882,0.0032532042781822056
0.000142,0.011537516212785788,0.002724126347082446
0.000143,0.010737869115571685,0.002176744628774437
0.000144,0.009775569066294867,0.001620836755130976
0.000145,0.008661468733183731,0.0010659397289862105
0.000146,0.007408788655074226,0.0005212659976641404
0.000147,0.006033031947197612,-4.50696980393785e-06
0.000148,0.004551922026718547,-0.000503510667824504
0.000149,0.0029850998126150444,-0.0009687514781381555
0.00015,0.0013537301793851973,-0.0013940903852738007
0.000151,-0.0003197118978864071,-0.0017744048891195335
0.000152,-0.0020116154241933675,-0.0021058055437379645
0.000153,-0.0036976744914678826,-0.002385585729351475
0.000154,-0.005353343377454506,-0.0026121038017566864
0.000155,-0.0069541327569447205,-0.0027848499988130486
0.000156,-0.008475954467180344,-0.0029045427407692723
0.000157,-0.009895532267111097,-0.0029729924691760342
0.000158,-0.011190737735101782,-0.0029929125827865325
0.000159,-0.012340952111565828,-0.0029678955557749407
0.00016,-0.013327487767067245,-0.0029023978462964606
0.000161,-0.014133865361828271,-0.002801542513052946
0.000162,-0.014745998846561569,-0.0026709284296909715
0.000163,-0.015152499273901582,-0.002516532582765337
0.000164,-0.015345020870736524,-0.0023445563636915155
0.000165,-0.015318362791358146,-0.002161256992187136
0.000166,-0.015070464602959167,-0.0019728597049342845
0.000167,-0.014602558636431198,-0.00178538662891957
0.000168,-0.013919352252309449,-0.0016044084581508984
0.000169,-0.01302890905058686,-0.0014349789331570687
0.00017,-0.011942446951722849,-0.0012816372561631909
0.000171,-0.01067427511779168,-0.0011482518947362535
0.000172,-0.009241746059205393,-0.0010378181267475378
0.000173,-0.007664951818599685,-0.0009524646033379522
0.000174,-0.005966319560159619,-0.0008935424959232461
0.000175,-0.004170370761330833,-0.0008615330983669833
0.000176,-0.002303517260397366,-0.0008558985225037266
0.000177,-0.0003935715413127618,-0.0008751964578325139
0.000178,0.001530774899570862,-0.0009172536562882537
0.000179,0.0034403107768006505,-0.0009791495064731118
0.00018,0.00530570611569857,-0.0010571822907089893
0.000181,0.007098016614622583,-0.001147039457631149
0.000182,0.008789125585510133,-0.0012439910662304988
0.000183,0.010352186916416282,-0.0013429487767467742
0.000184,0.011762129112465079,-0.0014385410338151573
0.000185,0.012996039146864787,-0.001525294144881689
0.000186,0.01403345132622978,-0.0015977716808005286
0.000187,0.01485674269809212,-0.0016506930961651995
0.000188,0.015451571799241276,-0.0016791231681031532
0.000189,0.015807070286701235,-0.0016785829363536436
0.00019,0.01591592419125223,-0.0016450677979169797
0.000191,0.01577460168359802,-0.0015752080524693943
0.000192,0.015383604758248317,-0.0014664992652321717
0.000193,0.014747410657169382,-0.0013173029223331222
0.000194,0.013874322736251464,-0.0011267825966569487
0.000195,0.012776446035417511,-0.0008950136918673903
0.000196,0.011469670327763193,-0.0006231329414204649
0.000197,0.00997338234810633,-0.00031327130651346506
0.000198,0.008310069192898914,3.159519999504971e-05
0.000199,0.006505067832048033,0.00040760782775251143
0.0002,0.004586346580831662,0.0008099330027199878
0.000201,0.0025839862251915958,0.001232934119903167
0.000202,0.0005296085403676921,0.0016703885435419273
0.000203,-0.0015440336140294189,0.002115518841022761
0.000204,-0.0036034937912827044,0.0025610269447886567
0.000205,-0.005615220880016492,0.002999293056578651
0.000206,-0.007546110069228457,0.003422565563001165
0.000207,-0.009364011788382696,0.003823067913143621
0.000208,-0.011038298154013889,0.004193142869786214
0.000209,-0.012540360358050933,0.004525421177649871
0.00021,-0.013844008926883705,0.004812930067395245
0.000211,-0.014925956554777076,0.005049242317101904
0.000212,-0.015766349675883664,0.005228694576552657
0.000213,-0.016349059125018127,0.005346468997578293
0.000214,-0.016661853765343702,0.005398581878545164
0.000215,-0.016696712723613286,0.005382036921711367
0.000216,-0.01645015874306593,0.005295040542663901
0.000217,-0.015923268773156193,0.005136968168681577
0.000218,-0.015121587548350862,0.0049082668491229635
0.000219,-0.014055154045932767,0.004610533073969044
0.00022,-0.012738526129619966,0.004246626100739364
0.000221,-0.011190519598360378,0.003820561591852327
0.000222,-0.009433831840058079,0.0033373264188784964
0.000223,-0.007494789379579366,0.0028028787198791654
0.000224,-0.005403122265855863,0.0022241940214273014
0.000225,-0.003191424816233631,0.0016090587300924904
0.000226,-0.00089453960850707,0.0009658361564429362
0.000227,0.0014508979243124927,0.0003033993965695443
0.000228,0.0038069257356593876,-0.00036896297695143557
0.000229,0.006134929124430227,-0.0010417543909990602
0.00023,0.00839630291609524,-0.001705434750788266
0.000231,0.010553024679144988,-0.002350566717739192
0.000232,0.012568284651478585,-0.0029680240696299104
0.000233,0.014407100354123216,-0.00354913169160686
0.000234,0.01603683169187507,-0.0040857292043089
0.000235,0.01742775719909995,-0.004570346039426911
0.000236,0.018553705805678264,-0.004996442062760896
0.000237,0.01939245326558204,-0.0053584543758309145
0.000238,0.019925998141858314,-0.005651757944418563
0.000239,0.02014096814153608,-0.0058728077771683495
0.00024,0.020029043649999047,-0.00601933729273891
0.000241,0.01958705243180938,-0.0060902985188604295
0.000242,0.018816960888444697,-0.006085735431419683
0.000243,0.017725965576944037,-0.006006844343876863
0.000244,0.01632657609627887,-0.005856066545006747
0.000245,0.014636397805840543,-0.005636951735965086
0.000246,0.012677790962650107,-0.005353967189771676
0.000247,0.010477636106554115,-0.0050124762196615755
0.000248,0.008067120501000825,-0.004618731645362572
0.000249,0.0054811952814476355,-0.004179680961095712
0.00025,0.0027579337977590257,-0.0037027698470766977
0.000251,-6.195259720379985e-05,-0.003195853070272167
0.000252,-0.002935597540863919,-0.0026670598602648765
0.000253,-0.00581872130267119,-0.002124619213941591
0.000254,-0.008666387980808102,-0.0015767570877441317
0.000255,-0.011433634627685152,-0.001031535746506644
0.000256,-0.014076157025482709,-0.0004966180599662362
0.000257,-0.01655103585285161,2.0811859220796733e-05
0.000258,-0.01881736496379641,0.0005140591737531932
0.000259,-0.020836922717802606,0.0009770778536177765
0.00026,-0.022574908258328467,0.0014046805778857266
0.000261,-0.024000454928528654,0.0017925478361618284
0.000262,-0.025087020674821194,0.00213715303996543
0.000263,-0.025812907971673016,0.002435872007801668
0.000264,-0.026161801598135543,0.0026871515071715184
0.000265,-0.02612297261544243,0.0028904138833020145
0.000266,-0.025691375834300426,0.0030459040237064017
0.000267,-0.024867841704138638,0.0031547281615926914
0.000268,-0.023659253702777223,0.00321890923378263
0.000269,-0.02207841605680803,0.0032412402979505824
0.00027,-0.02014379174089504,0.0032251133176506553
0.000271,-0.017879332965760518,0.00317448069173726
0.000272,-0.015314324142093999,0.003093804852525636
0.000273,-0.012482882763069726,0.002987896290680474
0.000274,-0.009423351000349823,0.0028617820369200666
0.000275,-0.006177829471937796,0.0027206072342786107
0.000276,-0.002791702903596138,0.002569474602111663
0.000277,0.0006871108784366751,0.002413334384077289
0.000278,0.004208937834093716,0.002256957970071473
0.000279,0.007723011520173827,0.0021047911296916398
0.00028,0.01117820490358649,0.001960735677378144
0.000281,0.014523817239583452,0.0018281368213488717
0.000282,0.017710271637136878,0.0017098345320050278
0.000283,0.02068987165289259,0.001608045481087983
0.000284,0.023417631517007362,0.0015242004169797405
0.000285,0.02585189338823211,0.0014589898557322055
0.000286,0.027954829995708086,0.00141248859175354
0.000287,0.029693085999582845,0.0013840904660940556
0.000288,0.03103844060123559,0.001372389858962347
0.000289,0.03196814622816648,0.0013753172398619543
0.00029,0.03246516399211253,0.0013903136167852427
0.000291,0.03251849458930919,0.0014143254786398419
0.000292,0.032123496447459654,0.0014438056561746342
0.000293,0.03128189516155193,0.001474863924367892
0.000294,0.03000165915500111,0.0015034087746096027
0.000295,0.028296967768295544,0.001525215503998788
0.000296,0.02618818727632852,0.0015360269938529344
0.000297,0.023701495454278017,0.0015316798677473718
0.000298,0.020868391733889574,0.0015081804635083496
0.000299,0.017725335660856264,0.001461813683595532
0.0003,0.014313371257766615,0.0013893170810050938
0.000301,0.0106774650272566,0.0012879394480063866
0.000302,0.0068657869716214435,0.001155412683596146
0.000303,0.002929105374861977,0.0009900795939860258
0.000304,-0.0010798669458109852,0.0007910878003950758
0.000305,-0.005107256432717262,0.0005583526640174202
0.000306,-0.009098766956292905,0.0002924579634072913
0.000307,-0.013000420089281303,-5.262197855212882e-06
0.000308,-0.016759373680839653,-0.0003326021842008363
0.000309,-0.020324620411555003,-0.000686575689719764
0.00031,-0.02364757980272464,-0.0010635748333966827
0.000311,-0.026682816437876445,-0.001459342981502008
0.000312,-0.029388803158305176,-0.0018689117311519567
0.000313,-0.031728394542898976,-0.002286761675223983
0.000314,-0.033669204362608514,-0.0027069984014711284
0.000315,-0.035184098770054004,-0.0031233899552980137
0.000316,-0.03625168778076637,-0.003529427153297137
0.000317,-0.03685652494219332,-0.003918472612535974
0.000318,-0.036989180205731664,-0.004283887007447249
0.000319,-0.036646419239659285,-0.004619129703336608
0.00032,-0.03583139045177976,-0.004917894628343717
0.000321,-0.034553471268651416,-0.005174224679707676
0.000322,-0.03282800135003849,-0.005382573490819971
0.000323,-0.03067613248036493,-0.005537925791978849
0.000324,-0.028124669651843844,-0.005635978359077174
0.000325,-0.025205622682583185,-0.005673186569677298
0.000326,-0.021955651488307252,-0.005646725182208778
0.000327,-0.018415648420134264,-0.00555461114916181
0.000328,-0.014630320912280918,-0.005395888867678592
0.000329,-0.010647511002577608,-0.005170580673799873
0.00033,-0.006517490514042257,-0.004879577484039407
0.000331,-0.0022923739501053367,-0.004524709920774226
0.000332,0.0019745496649778743,-0.0041088520533120315
0.000333,0.006229526539465624,-0.003635821378230267
0.000334,0.01041895158887638,-0.0031102183474344364
0.000335,0.014490078348319495,-0.002537438658713926
0.000336,0.01839181173823477,-0.0019237127379697733
0.000337,0.022075274934746533,-0.0012759436406877475
0.000338,0.02549429392477022,-0.0006015372012574316
0.000339,0.028606029676439357,9.165115608750503e-05
0.00034,0.031371631332659314,0.0007953978477591358
0.000341,0.03375663421498381,0.0015012572072672322
0.000342,0.03573124535555438,0.002200681094009684
0.000343,0.03727076726764856,0.002885132449357137
0.000344,0.038356042085635714,0.0035462349098985897
0.000345,0.038973572796305804,0.004175884492749071
0.000346,0.03911554360818107,0.004766311755071425
0.000347,0.038779963684415955,0.0053102103995110546
0.000348,0.03797080229656877,0.005800921141383709
0.000349,0.03669784713320618,0.006232483223323126
0.00035,0.0349764416431722,0.006599607899008114
0.000351,0.032827350334807714,0.00689780583730066
0.000352,0.030276643874316705,0.007123570123918899
0.000353,0.027355275049505103,0.00727434147901222
0.000354,0.02409855940363835,0.007348422761732124
0.000355,0.02054581642410781,0.007345056998644501
0.000356,0.01674000486613623,0.007264528565059222
0.000357,0.012727117410836354,0.007108088095837543
0.000358,0.008555538073360715,0.00687782940258077
0.000359,0.004275521728515857,0.00657671011065726
0.00036,-6.13675642841342e-05,0.006208589258233663
0.000361,-0.004402915728932797,0.005778100649717275
0.000362,-0.00869686494019635,0.005290526284642324
0.000363,-0.012891527193094138,0.004751753887261045
0.000364,-0.01693647206357267,0.004168202915504072
0.000365,-0.0207830924165644,0.0035467151589494376
0.000366,-0.024385066173261277,0.002894468217144454
0.000367,-0.027698960402587965,0.0022188777197790594
0.000368,-0.03068488351370808,0.0015274703523104592
0.000369,-0.033306870233466346,0.0008277960417311011
0.00037,-0.03553317846674807,0.0001273754592856099
0.000371,-0.037336727877048385,-0.000566409681072781
0.000372,-0.038695547657007515,-0.0012464681132555487
0.000373,-0.03959296165963593,-0.0019060485193086371
0.000374,-0.040017656047687984,-0.002538732029863768
0.000375,-0.03996388629269319,-0.0031385445801639044
0.000376,-0.039431701868878705,-0.0037001076988087325
0.000377,-0.03842685440631995,-0.0042186275176202374
0.000378,-0.03696060714944911,-0.004689857291932324
0.000379,-0.035049676325951705,-0.0051101697824881874
0.00038,-0.03271617021089789,-0.005476636424577763
0.000381,-0.02998726403896946,-0.005787001575229874
0.000382,-0.02689476109717862,-0.006039626172904563
0.000383,-0.02347480128592265,-0.006233517522837583
0.000384,-0.019767596757414418,-0.006368370138125088
0.000385,-0.01581687357416479,-0.0064445014855339915
0.000386,-0.011669245312950952,-0.006462790227655998
0.000387,-0.0073737541597822635,-0.006424662527137306
0.000388,-0.002981391608673383,-0.006332053618265857
0.000389,0.0014555596726215604,-0.006187355912962256
0.00039,0.005884173452930805,-0.005993379311786154
0.000391,0.01025145795454432,-0.005753297613843259
0.000392,0.014504985918782291,-0.0054705802313053855
0.000393,0.018593519394107545,-0.00514894513616256
0.000394,0.022467555827937708,-0.0047923265041126435
0.000395,0.026079935838825168,-0.004404813946954786
0.000396,0.029386509474059935,-0.0039905692676691865
0.000397,0.032346616743349155,-0.003553792161701545
0.000398,0.03492345785771045,-0.0030987173834552437
0.000399,0.03708461284125292,-0.0026295456957589588
0.0004,0.038802591669169176,-0.0021503537682682184
0.000401,0.04005509623478856,-0.0016650921728961464
0.000402,0.04082518655885198,-0.0011775901331916698
0.000403,0.0411015787625612,-0.0006915090872643582
0.000404,0.040878943127219944,-0.0002102964799131445
0.000405,0.040157929431868536,0.00026282031000544263
0.000406,0.03894506883872506,0.0007248184257666791
0.000407,0.037252807892795316,0.001172908884017398
0.000408,0.0350995560150092,0.001604579294838314
0.000409,0.03250941210526108,0.002017569376709253
0.00041,0.029511791220626277,0.002409849234796962
0.000411,0.026141180502456663,0.002779628239959744
0.000412,0.02243689481302661,0.003125347473900626
0.000413,0.018442568916350103,0.0034456684014813844
0.000414,0.014205539177601537,0.0037394650988414923
0.000415,0.00977638002743674,0.00400580932126572
0.000416,0.0052084719038739645,0.0042439548698013415
0.000417,0.0005572808530527915,0.004453322841945064
0.000418,-0.0041204075135787685,0.004633487190491406
0.000419,-0.008767085407650753,0.004784161347894758
0.00042,-0.013325150316158496,0.004905175634275068
0.000421,-0.01773766113231798,0.004996462468359217
0.000422,-0.02194904247634642,0.00505806224847516
0.000423,-0.02590575701701617,0.0050900988837039975
0.000424,-0.029557031194699268,0.0050927391800702935
0.000425,-0.032855486933298456,0.005066203006184258
0.000426,-0.03575766825871493,0.005010776148249708
0.000427,-0.038224655941482326,0.0049267959522822004
0.000428,-0.04022271910410238,0.004814635284854978
0.000429,-0.04172371619913355,0.004674705943808539
0.00043,-0.04270537080691515,0.0045074841019539305
0.000431,-0.04315168106215644,0.0043134989799443
0.000432,-0.04305333654664655,0.004093302232906691
0.000433,-0.04240780893859499,0.003847500366655671
0.000434,-0.04121933245177678,0.0035767885363579403
0.000435,-0.03949898663933311,0.0032819469503916248
0.000436,-0.037264763085150455,0.0029638455324398224
0.000437,-0.03454133502795881,0.002623463198322488
0.000438,-0.03135969405057005,0.0022619070953873565
0.000439,-0.027756894091816836,0.001880423154452836
0.00044,-0.02377580700268411,0.0014804025559739958
0.000441,-0.019464542884074447,0.001063400908651868
0.000442,-0.014875764066108493,0.000631155593782256
0.000443,-0.01006613915386339,0.00018559037701668986
0.000444,-0.005095795663632702,-0.0002711704873753169
0.000445,-2.750206868203602e-05,-0.0007367926165434288
0.000446,0.005074209041894985,-0.0012087475989414705
0.000447,0.010143779118292754,-0.0016843004372918506
0.000448,0.01511537668529145,-0.0021604778725773997
0.000449,0.01992380603996969,-0.0026340948802369263
0.00045,0.024505374576386758,-0.003101792403950016
0.000451,0.028798701631690658,-0.0035600393891572217
0.000452,0.03274558461710888,-0.004005126300235966
0.000453,0.03629177807120693,-0.004433198011628085
0.000454,0.03938764621254463,-0.004840321010177437
0.000455,0.041988906716538134,-0.005222492674788294
0.000456,0.04405740827624387,-0.005575621349397388
0.000457,0.04556161184210204,-0.005895602427701758
0.000458,0.04647695492648351,-0.006178408425365998
0.000459,0.046786312349157706,-0.0064201104253952075
0.00046,0.04648043884269568,-0.0066168979547407214
0.000461,0.04555809658018172,-0.00676515201658879
0.000462,0.04402603713084772,-0.006861527493358574
0.000463,0.04189906666729981,-0.006902992226020353
0.000464,0.039200098992954714,-0.006886855809681619
0.000465,0.03595983940385834,-0.006810845264760142
0.000466,0.032216344016102565,-0.006673178043196336
0.000467,0.028014656094699626,-0.00647259722065714
0.000468,0.023406421563886216,-0.006208420726701442
0.000469,0.01844919406297865,-0.005880595292333616
0.00047,0.01320560729531079,-0.0054897082455268725
0.000471,0.007742672695884681,-0.005037032188908444
0.000472,0.0021310876474651542,-0.004524604770376683
0.000473,-0.003555776384701956,-0.0039552173010521975
0.000474,-0.00924291492343316,-0.0033323656713948116
0.000475,-0.014854600823786734,-0.0026602753464786263
0.000476,-0.020315367035341828,-0.0019439548134539484
0.000477,-0.025551047912969208,-0.0011891425480157428
0.000478,-0.030489730894409577,-0.00040218974349410353
0.000479,-0.03506275647140436,0.00040993723337449576
0.00048,-0.03920576985936355,0.001239605458937156
0.000481,-0.0428595716118994,0.002078646250789859
0.000482,-0.0459708541220627,0.002918526720452037
0.000483,-0.04849302668964051,0.0037503806485977317
0.000484,-0.05038704402606002,0.004565025096906619
0.000485,-0.05162192387356865,0.005353114556568885
0.000486,-0.052175116176676736,0.00610531664866869
0.000487,-0.052032955036259466,0.006812386300333883
0.000488,-0.05119109004970776,0.007465231534344012
0.000489,-0.04965453019155043,0.008055075934336957
0.00049,-0.0474375487931561,0.008573613689359865
0.000491,-0.04456363866281708,0.009013104119350841
0.000492,-0.04106542219694825,0.00936649194782886
0.000493,-0.0369842143383471,0.009627535415560398
0.000494,-0.032369431323761834,0.009790876569700919
0.000495,-0.02727806107147449,0.009852155836436989
0.000496,-0.0217741276791366,0.009808177345233178
0.000497,-0.0159277925093856,0.009656948500716247
0.000498,-0.009814334063083876,0.009397657296703893
0.000499,-0.003513258236035483,0.009030762568870402
0.0005,0.0028926041040222943,0.008558130231786164
0.000501,0.009318278254369936,0.007982997282239905
0.000502,0.015677849764388824,0.007309846057816602
0.000503,0.02188554735690022,0.00654445325204382
0.000504,0.02785688353000568,0.0056939979376316955
0.000505,0.03350983209661087,0.004766914916306259
0.000506,0.03876589898719743,0.0037726874924406202
0.000507,0.04355122426090347,0.0027218260642246452
0.000508,0.04779773382589055,0.0016258746224486601
0.000509,0.0514440412728816,0.0004972122026230799
0.00051,0.05443620558319266,-0.0006512031294193327
0.000511,0.05672858248791612,-0.0018059183897687094
0.000512,0.05828466301815555,-0.0029530437713685305
0.000513,0.05907753639227287,-0.004078505154986792
0.000514,0.059090212431901,-0.005168294697436812
0.000515,0.05831598247709044,-0.006208608210857795
0.000516,0.056758729036478286,-0.007186016353940517
0.000517,0.05443286651519804,-0.00808767702955298
0.000518,0.05136310925155896,-0.00890149769737393
0.000519,0.047584272612665304,-0.009616313941317133
0.00052,0.04314104405140197,-0.010222116564409163
0.000521,0.038087345249440685,-0.010710183404462448
0.000522,0.0324855481100586,-0.011073134459745585
0.000523,0.026405760756840424,-0.011305096886083232
0.000524,0.019925076472142735,-0.011401926467514577
0.000525,0.013126493762115887,-0.011361230582326654
0.000526,0.00609773946638313,-0.011182299303216252
0.000527,-0.0010698102500738133,-0.01086621421794892
0.000528,-0.008282239397001605,-0.010416005604843041
0.000529,-0.015444405946144,-0.009836548811390379
0.00053,-0.022461239902104684,-0.009134393573946804
0.000531,-0.02923897543661398,-0.00831776544963842
0.000532,-0.03568644629462246,-0.0073965980522460945
0.000533,-0.04171631347350137,-0.006382341103721089
0.000534,-0.04724616446134415,-0.005287691151755524
0.000535,-0.05219967720881317,-0.004126504584886488
0.000536,-0.056507812008168304,-0.0029137470041740413
0.000537,-0.06010968078288155,-0.0016652023249351755
0.000538,-0.06295328204770778,-0.0003971662021478198
0.000539,-0.06499629060158951,0.0008737135222442452
0.00054,-0.066206806826285,0.0021306320878045257
0.000541,-0.06656374177857216,0.0033569037764199275
0.000542,-0.06605702917606764,0.0045361858614475815
0.000543,-0.06468786623693354,0.0056527067277171526
0.000544,-0.06246891142301028,0.006691554567892591
0.000545,-0.05942405733138425,0.00763887043123397
0.000546,-0.05558804661560956,0.008481958859231984
0.000547,-0.051006110310950654,0.009209519064627218
0.000548,-0.04573355335336091,0.009811936015145744
0.000549,-0.03983497952536653,0.010281359182656179
0.00055,-0.033383352265637385,0.010611688514109057
0.000551,-0.026459139696419335,0.010798742367697426
0.000552,-0.01914944048688916,0.01084047115181394
0.000553,-0.011546753333382738,0.010736901111671814
0.000554,-0.003747701466940896,0.010490009821610819
0.000555,0.004148145686937835,0.010103769104504709
0.000556,0.012039554513161873,0.009584215311058663
0.000557,0.01982496249757327,0.008939290965357132
0.000558,0.027403726387773795,0.008178601343700721
0.000559,0.03467745616872807,0.007313350031480653
0.00056,0.04155141163849755,0.006356315438740869
