time_s,signal1,signal2
0.00026,2.8341242844786974e-06,4.61742534350057e-06
0.000261,3.139188149008591e-06,5.102010324907625e-06
0.000262,3.4189729254892765e-06,5.544917395247167e-06
0.000263,3.671693084181127e-06,5.943170646481604e-06
0.000264,3.898000390372779e-06,6.297857813126033e-06
0.000265,4.099649565448054e-06,6.61187143998607e-06
0.000266,4.276996168927149e-06,6.885874488383364e-06
0.000267,4.430741009836084e-06,7.121108267709731e-06
0.000268,4.562551182811158e-06,7.320267059377384e-06
0.000269,4.673808895025791e-06,7.485569356492154e-06
0.00027,4.766980367318344e-06,7.621028432532821e-06
0.000271,4.8445945980030335e-06,7.73075379413412e-06
0.000272,4.906295435819519e-06,7.814256677647564e-06
0.000273,4.951067110918325e-06,7.87001752970304e-06
0.000274,4.978476593568587e-06,7.897382831221575e-06
0.000275,4.987802009895825e-06,7.89523875165613e-06
0.000276,4.979437780573643e-06,7.864343619138363e-06
0.000277,4.954390380740641e-06,7.806426571854877e-06
0.000278,4.912497839207905e-06,7.721374183704186e-06
0.000279,4.85379152186861e-06,7.609378369364608e-06
0.00028,4.779573310954055e-06,7.472503791174466e-06
0.000281,4.6912121577876416e-06,7.312878070797747e-06
0.000282,4.590806400445867e-06,7.1338228966654835e-06
0.000283,4.480656939722242e-06,6.938963401876447e-06
0.000284,4.36126710122416e-06,6.729102122991817e-06
0.000285,4.2329420559214155e-06,6.504750806770515e-06
0.000286,4.096376650956444e-06,6.266980254475828e-06
0.000287,3.952143770825811e-06,6.016673220473639e-06
0.000288,3.8022646195682618e-06,5.757085569341249e-06
0.000289,3.649375275403577e-06,5.4924558094485315e-06
0.00029,3.494849662048235e-06,5.225047282688934e-06
0.000291,3.340161481393224e-06,4.957292598613156e-06
0.000292,3.187594487343765e-06,4.692823781905696e-06
0.000293,3.039026221672896e-06,4.434617474831894e-06
0.000294,2.897088340140695e-06,4.186872537589562e-06
0.000295,2.7642449999136208e-06,3.953518795443144e-06
0.000296,2.6400706598621892e-06,3.7339628546860055e-06
0.000297,2.52335619310567e-06,3.5263989432761165e-06
0.000298,2.413101232406229e-06,3.3292990392440717e-06
0.000299,2.307877045912185e-06,3.140463407060162e-06
0.0003,2.2073656975362644e-06,2.959503144346774e-06
0.000301,2.111640552841441e-06,2.7866390805228154e-06
0.000302,2.0196844531414305e-06,2.6203960578614417e-06
0.000303,1.9305387410943207e-06,2.4593924948746524e-06
0.000304,1.8437958839283172e-06,2.3029970531867284e-06
0.000305,1.7589224459263402e-06,2.1503476437622036e-06
0.000306,1.676076933412964e-06,2.0017103081569535e-06
0.000307,1.5954928487647233e-06,1.857455113620641e-06
0.000308,1.516044702953007e-06,1.7158375154622117e-06
0.000309,1.4365497360457467e-06,1.5750494659675244e-06
0.00031,1.355855157877999e-06,1.4332664371706613e-06
0.000311,1.2728137261658507e-06,1.2886831982391272e-06
0.000312,1.1878617971124615e-06,1.1420825999614414e-06
0.000313,1.1019803186241637e-06,9.95112366050183e-07
0.000314,1.0156106518833646e-06,8.486149506093587e-07
0.000315,9.293932760039011e-07,7.037581394625528e-07
0.000316,8.439225647486813e-07,5.615089714857803e-07
0.000317,7.595609067137814e-07,4.224541460605503e-07
0.000318,6.772873795882601e-07,2.881741172954324e-07
0.000319,5.980585500192175e-07,1.602028595962434e-07
0.00032,5.217471795304751e-07,3.847604684939026e-08
0.000321,4.4802227385682793e-07,-7.734995612488382e-08
0.000322,3.765342350889182e-07,-1.8774316711376337e-07
0.000323,3.068032853052447e-07,-2.9337032239067737e-07
0.000324,2.3901386810432346e-07,-3.938066372740865e-07
0.000325,1.7353427100008748e-07,-4.883746179917155e-07
0.000326,1.1036827976511035e-07,-5.769040130145786e-07
0.000327,4.955541234725473e-08,-6.5918748469022e-07
0.000328,-8.894852543358211e-09,-7.352880614898607e-07
0.000329,-6.508379590961292e-08,-8.054968400091334e-07
0.00033,-1.1882453193072226e-07,-8.696668049971077e-07
0.000331,-1.699291036966964e-07,-9.276845771711811e-07
0.000332,-2.1863562786585185e-07,-9.79974489449988e-07
0.000333,-2.651884673596547e-07,-1.0269437155443067e-06
0.000334,-3.098785808437067e-07,-1.0691548996149091e-06
0.000335,-3.5302088518447007e-07,-1.1072020303841952e-06
0.000336,-3.943730704457829e-07,-1.1408362565625607e-06
0.000337,-4.335185883705145e-07,-1.1695718140852994e-06
0.000338,-4.7029650079695253e-07,-1.1932272187434918e-06
0.000339,-5.044935372204255e-07,-1.211542117992885e-06
0.00034,-5.359022815004059e-07,-1.2243875082440224e-06
0.000341,-5.644416255381342e-07,-1.2318188603938504e-06
0.000342,-5.897758991399528e-07,-1.2335336838544718e-06
0.000343,-6.116120784360691e-07,-1.229290406211972e-06
0.000344,-6.302234053316568e-07,-1.2195007143899775e-06
0.000345,-6.459976831181187e-07,-1.2046914608608487e-06
0.000346,-6.593804366018078e-07,-1.1855193807031008e-06
0.000347,-6.708982611025333e-07,-1.1627379223103207e-06
0.000348,-6.806841558042514e-07,-1.1365635338694884e-06
0.000349,-6.887855846732875e-07,-1.1071178644437902e-06
0.00035,-6.954495859489471e-07,-1.074739071242055e-06
0.000351,-7.008939563877715e-07,-1.0397304668264324e-06
0.000352,-7.054428768512344e-07,-1.002646067743931e-06
0.000353,-7.09514552841332e-07,-9.641848748548515e-07
0.000354,-7.132576530395446e-07,-9.246914200786436e-07
0.000355,-7.168190062474724e-07,-8.845223060845598e-07
0.000356,-7.206434743387814e-07,-8.443515453890792e-07
0.000357,-7.251265413323856e-07,-8.047669917683763e-07
0.000358,-7.307550243552758e-07,-7.665267477086318e-07
0.000359,-7.379897884322936e-07,-7.303457670610197e-07
0.00036,-7.466785639246442e-07,-6.961306773315211e-07
0.000361,-7.564840144138837e-07,-6.635637622996642e-07
0.000362,-7.671741243431673e-07,-6.323983459667509e-07
0.000363,-7.784286906224986e-07,-6.022703394182187e-07
0.000364,-7.900766342777202e-07,-5.731162540470725e-07
0.000365,-8.020312454626839e-07,-5.449800829088452e-07
0.000366,-8.139661340350758e-07,-5.176047490053135e-07
0.000367,-8.25564866269655e-07,-4.907502379576138e-07
0.000368,-8.367492235088887e-07,-4.643278934430057e-07
0.000369,-8.474526691144407e-07,-4.382145698666713e-07
0.00037,-8.577049770845742e-07,-4.1248596694894206e-07
0.000371,-8.675656289594539e-07,-3.8723796962922415e-07
0.000372,-8.768009242417449e-07,-3.62189218114908e-07
0.000373,-8.851392599475153e-07,-3.3704770676129856e-07
0.000374,-8.923758106516362e-07,-3.1151560671938426e-07
0.000375,-8.982983469220667e-07,-2.853010193519927e-07
0.000376,-9.029142250069468e-07,-2.585786992382986e-07
0.000377,-9.06327700473268e-07,-2.316748488669691e-07
0.000378,-9.085058118438971e-07,-2.0478525331390544e-07
0.000379,-9.094430919086151e-07,-1.781645851002704e-07
0.00038,-9.092286247128865e-07,-1.520030705732025e-07
0.000381,-9.079211106592322e-07,-1.26421565798726e-07
0.000382,-9.056751230008478e-07,-1.0172093138497171e-07
0.000383,-9.026496569515551e-07,-7.819017351672438e-08
0.000384,-8.987190608880185e-07,-5.586608547140519e-08
0.000385,-8.936874788317705e-07,-3.474946780984423e-08
0.000386,-8.874281772484983e-07,-1.4787084049045286e-08
0.000387,-8.797854849092335e-07,4.1083628547706535e-09
0.000388,-8.706911259090724e-07,2.1806075435513012e-08
0.000389,-8.60138119568055e-07,3.8140757261597665e-08
0.00039,-8.480028640347943e-07,5.3022462120092806e-08
0.000391,-8.341819308510052e-07,6.635873966760388e-08
0.000392,-8.187334963156153e-07,7.818207580034305e-08
0.000393,-8.017363491184655e-07,8.858962922296417e-08
0.000394,-7.8332989830088e-07,9.75861621448513e-08
0.000395,-7.636800403037975e-07,1.051944121309074e-07
0.000396,-7.427805667377781e-07,1.1152014404917226e-07
0.000397,-7.206033275625812e-07,1.1665572955027321e-07
0.000398,-6.971741302601054e-07,1.2075292807945008e-07
0.000399,-6.725097994784811e-07,1.2396894988816226e-07
0.0004,-6.467445567035343e-07,1.2627104760630684e-07
0.000401,-6.200693579487665e-07,1.2758002398735768e-07
0.000402,-5.925598276465943e-07,1.2786596861346835e-07
0.000403,-5.643025416484439e-07,1.2708047899078723e-07
0.000404,-5.354749539611888e-07,1.2523465259444688e-07
0.000405,-5.062234966542333e-07,1.2238108559112778e-07
0.000406,-4.7676641632938265e-07,1.1849258785453566e-07
0.000407,-4.47310859647635e-07,1.13555706095844e-07
0.000408,-4.1779520750513787e-07,1.0766446949375546e-07
0.000409,-3.8808974152833335e-07,1.0092428140544214e-07
0.00041,-3.5808797716344286e-07,9.348527853042873e-08
0.000411,-3.276473411592963e-07,8.551419206804264e-08
0.000412,-2.967439209979877e-07,7.705175389058355e-08
0.000413,-2.653973236572049e-07,6.812241809791344e-08
0.000414,-2.3352196172532703e-07,5.8784960022689624e-08
0.000415,-2.0104473123106232e-07,4.9089497142112845e-08
0.000416,-1.679465658864582e-07,3.917564803851894e-08
0.000417,-1.341942943553026e-07,2.922389318861729e-08
0.000418,-9.984389752629839e-08,1.9326062110094537e-08
0.000419,-6.496375767037887e-08,9.579605310075558e-09
0.00042,-2.9464010839124652e-08,1.460277898041639e-10
0.000421,6.746091782910973e-09,-8.839681936643439e-09
0.000422,4.37465953118292e-08,-1.7193357208594743e-08
0.000423,8.161588466173288e-08,-2.474236119162436e-08
0.000424,1.2023280609710169e-07,-3.1517352498418085e-08
0.000425,1.5939983188220324e-07,-3.760509013347673e-08
0.000426,1.990067951855386e-07,-4.30755202212953e-08
0.000427,2.3891559652210336e-07,-4.802866475344748e-08
0.000428,2.7895272331782674e-07,-5.248996215376477e-08
0.000429,3.189739100189989e-07,-5.6457685521217764e-08
0.00043,3.5874716224404616e-07,-6.00065358425915e-08
0.000431,3.980395804781488e-07,-6.320744277685817e-08
0.000432,4.368214516688491e-07,-6.608953003398059e-08
0.000433,4.7510678472906794e-07,-6.868946349573002e-08
0.000434,5.128796941884075e-07,-7.09977070454249e-08
0.000435,5.50147899374541e-07,-7.299931363021463e-08
0.000436,5.86825695344146e-07,-7.477287775882067e-08
0.000437,6.227842311481413e-07,-7.640161558177024e-08
0.000438,6.579872533204463e-07,-7.796598351047805e-08
0.000439,6.923845139481071e-07,-7.95459815039819e-08
0.00044,7.258473636139163e-07,-8.111536224062586e-08
0.000441,7.582541988153876e-07,-8.261151041722086e-08
0.000442,7.894111226481927e-07,-8.400691082470342e-08
0.000443,8.191134500355503e-07,-8.52608247818572e-08
0.000444,8.473226318207166e-07,-8.633744994919358e-08
0.000445,8.740157378336105e-07,-8.721626896571536e-08
0.000446,8.991494469018464e-07,-8.783646503643226e-08
0.000447,9.22695166467695e-07,-8.813882098258754e-08
0.000448,9.444679850488257e-07,-8.813237800882886e-08
0.000449,9.642226359527736e-07,-8.78389821870183e-08
0.00045,9.818420994227594e-07,-8.728306306038063e-08
0.000451,9.97200277453389e-07,-8.649726478151413e-08
0.000452,1.0101024314476731e-06,-8.547217270346256e-08
0.000453,1.0204007008955449e-06,-8.418758505538422e-08
0.000454,1.0278680661070018e-06,-8.264416569134408e-08
0.000455,1.0322976458829324e-06,-8.084121256975711e-08
0.000456,1.033778617649535e-06,-7.878401345601987e-08
0.000457,1.0324805105280462e-06,-7.648484582390382e-08
0.000458,1.0285572331855419e-06,-7.394184389620829e-08
0.000459,1.0222087972199865e-06,-7.115379458922146e-08
0.00046,1.0135177184290031e-06,-6.813759521150923e-08
0.000461,1.0025277285319004e-06,-6.49102732964534e-08
0.000462,9.893980800040196e-07,-6.149277988418954e-08
0.000463,9.74282864546747e-07,-5.790703451931919e-08
0.000464,9.572851483633012e-07,-5.415039722240841e-08
0.000465,9.385257331556191e-07,-5.021332868347314e-08
0.000466,9.180484245701883e-07,-4.609463042706255e-08
0.000467,8.958907346747046e-07,-4.179094254133067e-08
0.000468,8.722425245818106e-07,-3.730331221178427e-08
0.000469,8.473002713699272e-07,-3.2637797863316615e-08
0.00047,8.212579945715294e-07,-2.7791193575253283e-08
0.000471,7.943114318068536e-07,-2.276187573241691e-08
0.000472,7.664773333076066e-07,-1.756425007428065e-08
0.000473,7.377097980737458e-07,-1.2215764463098662e-08
0.000474,7.080343698371493e-07,-6.737101638791117e-09
0.000475,6.774544310619781e-07,-1.1513518230698509e-09
0.000476,6.459659537346765e-07,4.530410581623304e-09
0.000477,6.135937283187396e-07,1.0299043330298634e-08
0.000478,5.802869883182054e-07,1.614102203651642e-08
0.000479,5.459977805308917e-07,2.2043242533628598e-08
0.00048,5.108309216679782e-07,2.798624309154748e-08
0.000481,4.7492109581519983e-07,3.3947691694447166e-08
0.000482,4.3839714567535126e-07,3.9911291574579244e-08
0.000483,4.014063903271382e-07,4.586015476676198e-08
0.000484,3.6400650508445317e-07,5.17743002748907e-08
0.000485,3.2622542544314673e-07,5.7635788322124346e-08
0.000486,2.8815335609931424e-07,6.342168695365044e-08
0.000487,2.4987072684048304e-07,6.911042078880338e-08
0.000488,2.1143809113519636e-07,7.469405499094088e-08
0.000489,1.7293033671055844e-07,8.016716812764413e-08
0.00049,1.3436095253047064e-07,8.552804007511729e-08
0.000491,9.57389409250914e-08,9.077698674232764e-08
