temperature_C,cte_1_per_C
238.59296482412063,1.2371859296482413e-05
241.50753768844223,1.2430150753768845e-05
244.42211055276383,1.2488442211055276e-05
247.33668341708545,1.2546733668341708e-05
250.25125628140705,1.2605025125628141e-05
253.16582914572865,1.2663316582914573e-05
256.0804020100503,1.2721608040201006e-05
258.9949748743719,1.2779899497487437e-05
261.9095477386935,1.2838190954773869e-05
264.8241206030151,1.2896482412060302e-05
267.7386934673367,1.2954773869346734e-05
270.6532663316583,1.3013065326633165e-05
273.5678391959799,1.3071356783919599e-05
276.4824120603015,1.312964824120603e-05
279.39698492462315,1.3187939698492462e-05
282.31155778894475,1.3246231155778895e-05
285.22613065326635,1.3304522613065327e-05
288.14070351758795,1.336281407035176e-05
291.05527638190955,1.3421105527638191e-05
293.96984924623115,1.3479396984924623e-05
296.8844221105528,1.3537688442211056e-05
299.7989949748744,1.3595979899497488e-05
302.713567839196,1.365427135678392e-05
305.6281407035176,1.3712562814070353e-05
308.5427135678392,1.3770854271356784e-05
311.4572864321608,1.3829145728643216e-05
314.37185929648246,1.3887437185929649e-05
317.28643216080405,1.394572864321608e-05
320.20100502512565,1.4004020100502514e-05
323.11557788944725,1.4062311557788945e-05
326.03015075376885,1.4120603015075377e-05
328.94472361809045,1.4178894472361809e-05
331.8592964824121,1.4237185929648242e-05
334.7738693467337,1.4295477386934675e-05
337.6884422110553,1.4353768844221107e-05
340.6030150753769,1.4412060301507538e-05
343.5175879396985,1.447035175879397e-05
346.4321608040201,1.4528643216080401e-05
349.34673366834176,1.4586934673366835e-05
352.26130653266335,1.4645226130653268e-05
355.17587939698495,1.47035175879397e-05
358.09045226130655,1.4761809045226131e-05
361.00502512562815,1.4820100502512563e-05
363.91959798994975,1.4878391959798994e-05
366.8341708542714,1.4936683417085429e-05
369.748743718593,1.499497487437186e-05
372.6633165829146,1.5053266331658292e-05
375.5778894472362,1.5111557788944724e-05
378.4924623115578,1.5169849246231155e-05
381.4070351758794,1.5228140703517587e-05
384.32160804020106,1.5286432160804022e-05
387.23618090452266,1.5344723618090454e-05
390.15075376884425,1.5403015075376885e-05
393.06532663316585,1.5461306532663317e-05
395.97989949748745,1.5519597989949748e-05
398.89447236180905,1.557788944723618e-05
401.80904522613065,1.5636180904522615e-05
404.7236180904523,1.5694472361809046e-05
407.6381909547739,1.5752763819095478e-05
410.5527638190955,1.581105527638191e-05
413.4673366834171,1.586934673366834e-05
416.3819095477387,1.5927638190954773e-05
419.2964824120603,1.5985929648241204e-05
422.21105527638196,1.604422110552764e-05
425.12562814070355,1.610251256281407e-05
428.04020100502515,1.6160804020100502e-05
430.95477386934675,1.6219095477386937e-05
433.86934673366835,1.627738693467337e-05
436.78391959798995,1.63356783919598e-05
439.6984924623116,1.6393969849246232e-05
442.6130653266332,1.6452261306532663e-05
445.5276381909548,1.6510552763819095e-05
448.4422110552764,1.6568844221105527e-05
451.356783919598,1.6627135678391958e-05
454.2713567839196,1.668542713567839e-05
457.18592964824126,1.6743718592964825e-05
460.10050251256285,1.6802010050251256e-05
463.01507537688445,1.686030150753769e-05
465.92964824120605,1.6918592964824123e-05
468.84422110552765,1.6976884422110554e-05
471.75879396984925,1.7035175879396986e-05
474.6733668341709,1.7093467336683418e-05
477.5879396984925,1.715175879396985e-05
480.5025125628141,1.721005025125628e-05
483.4170854271357,1.7268341708542712e-05
486.3316582914573,1.7326633165829144e-05
489.2462311557789,1.7384924623115575e-05
492.16080402010056,1.744321608040201e-05
495.07537688442216,1.7501507537688445e-05
497.98994974874375,1.7559798994974877e-05
500.90452261306535,1.761809045226131e-05
503.81909547738695,1.767638190954774e-05
506.73366834170855,1.773467336683417e-05
509.6482412060302,1.7792964824120603e-05
512.5628140703518,1.7851256281407035e-05
515.4773869346734,1.7909547738693466e-05
518.391959798995,1.7967839195979898e-05
521.3065326633166,1.802613065326633e-05
524.2211055276382,1.8084422110552764e-05
527.1356783919598,1.8142713567839196e-05
530.0502512562814,1.8201005025125627e-05
532.964824120603,1.825929648241206e-05
535.8793969849247,1.8317587939698494e-05
538.7939698492463,1.8375879396984926e-05
541.7085427135679,1.8434170854271357e-05
544.6231155778895,1.849246231155779e-05
547.5376884422111,1.855075376884422e-05
550.4522613065327,1.8609045226130652e-05
553.3668341708543,1.8667336683417083e-05
556.2814070351759,1.872562814070352e-05
559.1959798994975,1.878391959798995e-05
562.1105527638191,1.884221105527638e-05
565.0251256281407,1.8900502512562813e-05
567.9396984924623,1.8958793969849248e-05
570.854271356784,1.901708542713568e-05
573.7688442211056,1.907537688442211e-05
576.6834170854272,1.9133668341708543e-05
579.5979899497488,1.9191959798994974e-05
582.5125628140704,1.9250251256281406e-05
585.427135678392,1.9308542713567837e-05
588.3417085427136,1.9366834170854272e-05
591.2562814070352,1.9425125628140704e-05
594.1708542713568,1.9483417085427136e-05
597.0854271356784,1.9541708542713567e-05
600.0,1.9600000000000002e-05
