timestamp,drybulb_C,rh_pct,ghi_Wm2,precipitation,wind_speed_ms,cloudcover
2022-01-03T00:00,2.1,59,0.0,0.0,18.2,100
2022-01-03T01:00,1.7,58,0.0,0.0,16.9,100
2022-01-03T02:00,1.4,58,0.0,0.0,17.5,100
2022-01-03T03:00,1.0,57,0.0,0.0,16.1,100
2022-01-03T04:00,0.7,57,0.0,0.0,16.7,100
2022-01-03T05:00,0.4,57,0.0,0.0,15.9,100
2022-01-03T06:00,-0.0,55,0.0,0.0,16.6,100
2022-01-03T07:00,-0.6,50,0.0,0.0,19.7,100
2022-01-03T08:00,0.5,57,0.0,0.0,19.9,100
2022-01-03T09:00,-0.2,49,3.0,0.0,21.7,100
2022-01-03T10:00,-0.8,45,19.0,0.0,21.5,100
2022-01-03T11:00,-1.5,45,27.0,0.1,23.6,100
2022-01-03T12:00,-2.0,47,38.0,0.3,22.7,100
2022-01-03T13:00,-2.4,49,66.0,0.5,23.7,100
2022-01-03T14:00,-2.7,51,65.0,0.3,27.7,100
2022-01-03T15:00,-2.6,52,65.0,0.3,27.0,100
2022-01-03T16:00,-2.4,52,45.0,0.2,23.8,100
2022-01-03T17:00,-2.5,49,44.0,0.2,30.9,100
2022-01-03T18:00,-2.7,44,7.0,0.0,24.6,100
2022-01-03T19:00,-2.9,40,0.0,0.0,27.0,100
2022-01-03T20:00,-2.6,42,0.0,0.0,25.4,100
2022-01-03T21:00,-2.9,44,0.0,0.0,21.3,0
2022-01-03T22:00,-3.6,49,0.0,0.0,16.9,0
2022-01-03T23:00,-4.2,51,0.0,0.0,16.9,0
2022-01-04T00:00,-4.7,49,0.0,0.0,18.5,0
2022-01-04T01:00,-5.3,44,0.0,0.0,21.4,0
2022-01-04T02:00,-5.8,44,0.0,0.0,19.5,0
2022-01-04T03:00,-6.0,45,0.0,0.0,16.4,0
2022-01-04T04:00,-6.2,46,0.0,0.0,16.7,0
2022-01-04T05:00,-6.4,47,0.0,0.0,14.8,0
2022-01-04T06:00,-6.5,48,0.0,0.0,13.9,0
2022-01-04T07:00,-6.5,50,0.0,0.0,12.7,0
2022-01-04T08:00,-6.0,50,0.0,0.0,14.8,0
2022-01-04T09:00,-6.0,51,17.0,0.0,10.4,0
2022-01-04T10:00,-4.9,47,140.0,0.0,7.2,0
2022-01-04T11:00,-3.7,43,283.0,0.0,4.7,0
2022-01-04T12:00,-2.2,39,392.0,0.0,5.8,0
2022-01-04T13:00,-0.8,36,449.0,0.0,5.6,0
2022-01-04T14:00,0.0,42,448.0,0.0,5.4,42
2022-01-04T15:00,0.6,45,391.0,0.0,12.4,84
2022-01-04T16:00,0.7,48,283.0,0.0,13.0,94
2022-01-04T17:00,0.4,52,141.0,0.0,9.7,28
2022-01-04T18:00,-0.9,63,19.0,0.0,9.4,21
2022-01-04T19:00,-0.6,65,0.0,0.0,12.4,11
2022-01-04T20:00,-0.5,70,0.0,0.0,9.4,74
2022-01-04T21:00,-1.0,72,0.0,0.0,10.4,100
2022-01-04T22:00,-1.3,75,0.0,0.0,10.1,100
2022-01-04T23:00,-1.7,78,0.0,0.0,10.0,58
2022-01-05T00:00,-1.9,81,0.0,0.0,11.3,43
2022-01-05T01:00,-2.0,82,0.0,0.0,13.9,0
2022-01-05T02:00,-1.9,73,0.0,0.0,17.8,99
2022-01-05T03:00,-1.8,75,0.0,0.0,13.0,100
2022-01-05T04:00,-1.7,82,0.0,0.0,11.7,100
2022-01-05T05:00,-1.5,87,0.0,0.0,9.2,100
2022-01-05T06:00,-1.2,90,0.0,0.0,8.0,100
2022-01-05T07:00,-0.9,92,0.0,0.0,8.0,100
2022-01-05T08:00,0.3,85,0.0,0.0,12.7,100
2022-01-05T09:00,1.1,87,3.0,0.0,9.0,100
2022-01-05T10:00,2.1,86,62.0,0.1,13.5,100
2022-01-05T11:00,2.5,82,57.0,0.1,13.2,100
2022-01-05T12:00,3.4,81,116.0,0.1,10.8,100
2022-01-05T13:00,4.2,85,90.0,0.0,19.5,100
2022-01-05T14:00,5.4,87,116.0,0.0,20.5,100
2022-01-05T15:00,6.6,88,217.0,0.0,17.6,100
2022-01-05T16:00,7.1,85,137.0,0.0,23.0,100
2022-01-05T17:00,6.6,84,77.0,0.0,21.4,100
2022-01-05T18:00,5.5,86,10.0,0.0,17.7,100
2022-01-05T19:00,4.8,87,0.0,0.0,15.0,97
2022-01-05T20:00,4.6,93,0.0,0.0,9.3,82
2022-01-05T21:00,3.3,94,0.0,0.0,9.2,29
2022-01-05T22:00,2.4,94,0.0,0.0,8.8,93
2022-01-05T23:00,1.8,94,0.0,0.0,8.4,100
2022-01-06T00:00,1.6,94,0.0,0.0,8.4,100
2022-01-06T01:00,1.6,93,0.0,0.0,10.6,100
2022-01-06T02:00,1.5,91,0.0,0.0,11.7,100
2022-01-06T03:00,1.4,90,0.0,0.0,14.3,100
2022-01-06T04:00,1.4,87,0.0,0.0,12.6,2
2022-01-06T05:00,1.3,86,0.0,0.0,13.7,0
2022-01-06T06:00,1.6,79,0.0,0.0,17.4,0
2022-01-06T07:00,1.3,71,0.0,0.0,17.8,40
2022-01-06T08:00,2.1,65,0.0,0.0,19.1,98
2022-01-06T09:00,1.5,61,16.0,0.0,17.6,100
2022-01-06T10:00,1.9,56,91.0,0.0,17.3,100
2022-01-06T11:00,2.8,45,228.0,0.0,18.9,100
2022-01-06T12:00,3.5,40,361.0,0.0,19.8,100
2022-01-06T13:00,3.9,38,384.0,0.0,19.5,100
2022-01-06T14:00,4.2,37,430.0,0.0,18.7,46
2022-01-06T15:00,4.2,38,393.0,0.0,16.3,92
2022-01-06T16:00,3.9,39,287.0,0.0,11.9,98
2022-01-06T17:00,3.0,46,127.0,0.0,8.4,100
2022-01-06T18:00,1.4,54,19.0,0.0,9.7,100
2022-01-06T19:00,0.6,57,0.0,0.0,11.3,100
2022-01-06T20:00,0.2,63,0.0,0.0,6.2,100
2022-01-06T21:00,0.1,59,0.0,0.0,3.6,100
2022-01-06T22:00,0.0,62,0.0,0.0,2.2,100
2022-01-06T23:00,-0.0,64,0.0,0.0,6.4,100
2022-01-07T00:00,-0.2,67,0.0,0.1,9.4,100
2022-01-07T01:00,-0.6,69,0.0,0.1,14.4,100
2022-01-07T02:00,-0.7,77,0.0,0.2,16.6,100
2022-01-07T03:00,-0.8,78,0.0,0.3,15.4,100
2022-01-07T04:00,-1.2,82,0.0,1.5,15.8,100
2022-01-07T05:00,-1.7,87,0.0,1.5,18.6,100
2022-01-07T06:00,-1.9,87,0.0,1.4,17.3,100
2022-01-07T07:00,-1.8,89,0.0,1.9,16.8,100
2022-01-07T08:00,-1.5,89,0.0,1.1,20.5,100
2022-01-07T09:00,-2.1,87,6.0,0.7,19.4,100
2022-01-07T10:00,-2.1,85,81.0,0.2,18.8,100
2022-01-07T11:00,-1.4,83,218.0,0.0,16.1,72
2022-01-07T12:00,-0.8,73,380.0,0.0,25.5,4
2022-01-07T13:00,-0.4,67,474.0,0.0,25.5,10
2022-01-07T14:00,-0.2,65,482.0,0.0,24.0,8
2022-01-07T15:00,-0.3,62,421.0,0.0,22.7,1
2022-01-07T16:00,-0.7,59,296.0,0.0,23.2,6
2022-01-07T17:00,-1.4,60,164.0,0.0,20.1,23
2022-01-07T18:00,-2.2,61,24.0,0.0,19.4,24
2022-01-07T19:00,-2.7,59,0.0,0.0,22.2,4
2022-01-07T20:00,-2.7,62,0.0,0.0,24.0,0
2022-01-07T21:00,-3.8,63,0.0,0.0,21.3,15
2022-01-07T22:00,-4.7,68,0.0,0.0,17.5,39
2022-01-07T23:00,-5.6,73,0.0,0.0,15.5,21
2022-01-08T00:00,-6.0,74,0.0,0.0,16.6,30
2022-01-08T01:00,-5.6,69,0.0,0.0,20.8,3
2022-01-08T02:00,-5.9,69,0.0,0.0,20.7,15
2022-01-08T03:00,-6.5,70,0.0,0.0,20.1,10
2022-01-08T04:00,-7.0,71,0.0,0.0,17.9,3
2022-01-08T05:00,-7.5,74,0.0,0.0,13.4,0
2022-01-08T06:00,-8.3,82,0.0,0.0,9.4,0
2022-01-08T07:00,-8.8,84,0.0,0.0,9.0,0
2022-01-08T08:00,-7.7,84,0.0,0.0,15.3,0
2022-01-08T09:00,-8.0,82,19.0,0.0,15.0,0
2022-01-08T10:00,-7.5,78,153.0,0.0,15.0,0
2022-01-08T11:00,-6.5,71,308.0,0.0,12.3,0
2022-01-08T12:00,-5.6,65,425.0,0.0,8.4,0
2022-01-08T13:00,-4.8,62,488.0,0.0,7.1,1
2022-01-08T14:00,-4.1,59,491.0,0.0,7.8,0
2022-01-08T15:00,-4.0,62,432.0,0.0,5.5,12
2022-01-08T16:00,-4.1,56,318.0,0.0,6.3,0
2022-01-08T17:00,-2.5,48,166.0,0.0,6.3,0
2022-01-08T18:00,-5.7,62,26.0,0.0,9.4,0
2022-01-08T19:00,-5.2,73,0.0,0.0,10.5,0
2022-01-08T20:00,-5.7,84,0.0,0.0,12.7,0
2022-01-08T21:00,-4.7,80,0.0,0.0,9.7,0
2022-01-08T22:00,-4.4,81,0.0,0.0,11.3,12
2022-01-08T23:00,-4.4,81,0.0,0.0,11.2,44
2022-01-09T00:00,-4.3,81,0.0,0.0,12.1,32
2022-01-09T01:00,-4.7,80,0.0,0.0,14.1,89
2022-01-09T02:00,-4.9,81,0.0,0.0,14.1,65
2022-01-09T03:00,-4.6,81,0.0,0.0,13.7,99
2022-01-09T04:00,-4.0,82,0.0,0.0,13.1,100
2022-01-09T05:00,-2.5,85,0.0,0.0,16.4,99
2022-01-09T06:00,-2.0,85,0.0,0.0,18.7,100
2022-01-09T07:00,-1.2,86,0.0,0.0,18.5,100
2022-01-09T08:00,-0.6,90,0.0,0.0,16.5,100
2022-01-09T09:00,0.1,86,8.0,0.0,16.6,100
2022-01-09T10:00,0.7,82,32.0,0.0,22.5,100
2022-01-09T11:00,1.2,77,63.0,0.0,21.8,100
2022-01-09T12:00,1.4,78,66.0,0.2,22.5,100
2022-01-09T13:00,1.9,77,148.0,0.2,24.0,100
2022-01-09T14:00,2.4,80,198.0,0.2,19.9,100
2022-01-09T15:00,2.9,83,271.0,0.2,19.4,100
2022-01-09T16:00,3.1,86,91.0,0.6,19.1,100
2022-01-09T17:00,3.3,89,78.0,0.3,15.3,100
2022-01-09T18:00,3.3,92,11.0,0.3,12.7,100
2022-01-09T19:00,3.7,93,0.0,0.6,13.6,100
2022-01-09T20:00,2.8,96,0.0,0.9,14.6,100
2022-01-09T21:00,3.4,96,0.0,0.7,16.4,100
2022-01-09T22:00,3.6,95,0.0,0.7,17.1,100
2022-01-09T23:00,4.0,92,0.0,0.1,17.8,100
2022-01-10T00:00,4.2,89,0.0,0.0,20.3,100
2022-01-10T01:00,3.9,89,0.0,0.0,19.0,100
2022-01-10T02:00,3.1,80,0.0,0.0,20.8,100
2022-01-10T03:00,1.8,78,0.0,0.0,25.0,100
2022-01-10T04:00,-0.2,71,0.0,0.0,26.3,100
2022-01-10T05:00,-1.5,68,0.0,0.0,24.0,71
2022-01-10T06:00,-2.5,61,0.0,0.0,24.0,20
2022-01-10T07:00,-3.6,61,0.0,0.0,23.4,79
2022-01-10T08:00,-2.1,57,0.0,0.0,19.2,18
2022-01-10T09:00,-2.4,56,18.0,0.0,17.1,4
2022-01-10T10:00,-2.0,49,149.0,0.0,20.0,0
2022-01-10T11:00,-1.9,40,298.0,0.0,25.1,0
2022-01-10T12:00,-1.7,39,415.0,0.0,24.5,0
2022-01-10T13:00,-1.4,37,484.0,0.0,23.0,62
2022-01-10T14:00,-1.1,35,473.0,0.0,19.8,0
2022-01-10T15:00,-0.9,35,431.0,0.0,21.6,0
2022-01-10T16:00,-1.2,36,318.0,0.0,20.7,0
2022-01-10T17:00,-1.8,37,168.0,0.0,18.5,0
2022-01-10T18:00,-3.1,45,29.0,0.0,12.3,0
2022-01-10T19:00,-3.9,51,0.0,0.0,17.2,0
2022-01-10T20:00,-3.7,55,0.0,0.0,16.5,1
2022-01-10T21:00,-3.8,54,0.0,0.0,16.8,25
2022-01-10T22:00,-3.8,51,0.0,0.0,18.5,13
2022-01-10T23:00,-3.7,48,0.0,0.0,20.2,2
2022-01-11T00:00,-4.1,49,0.0,0.0,20.5,10
2022-01-11T01:00,-4.4,49,0.0,0.0,20.9,14
2022-01-11T02:00,-5.2,46,0.0,0.0,26.7,3
2022-01-11T03:00,-6.2,43,0.0,0.0,27.1,0
2022-01-11T04:00,-6.9,46,0.0,0.0,28.0,44
2022-01-11T05:00,-7.7,46,0.0,0.0,25.5,0
2022-01-11T06:00,-8.3,46,0.0,0.0,22.2,27
2022-01-11T07:00,-8.4,46,0.0,0.0,24.2,54
2022-01-11T08:00,-7.8,45,0.0,0.0,26.3,18
2022-01-11T09:00,-8.6,43,16.0,0.0,25.0,0
2022-01-11T10:00,-8.5,43,139.0,0.0,24.1,10
2022-01-11T11:00,-8.1,42,299.0,0.0,22.1,14
2022-01-11T12:00,-7.4,37,417.0,0.0,22.1,2
2022-01-11T13:00,-7.2,37,481.0,0.0,19.0,0
2022-01-11T14:00,-6.6,34,486.0,0.0,17.7,0
2022-01-11T15:00,-6.2,33,431.0,0.0,16.4,0
2022-01-11T16:00,-6.0,31,321.0,0.0,14.8,0
2022-01-11T17:00,-6.2,30,173.0,0.0,14.5,0
2022-01-11T18:00,-6.7,30,31.0,0.0,9.8,0
2022-01-11T19:00,-6.9,32,0.0,0.0,6.6,0
2022-01-11T20:00,-7.1,34,0.0,0.0,4.6,0
2022-01-11T21:00,-7.9,38,0.0,0.0,3.4,0
2022-01-11T22:00,-7.8,38,0.0,0.0,3.7,14
2022-01-11T23:00,-7.5,40,0.0,0.0,4.7,1
2022-01-12T00:00,-7.3,42,0.0,0.0,6.9,34
2022-01-12T01:00,-7.0,44,0.0,0.0,12.1,91
2022-01-12T02:00,-6.8,48,0.0,0.0,13.1,86
2022-01-12T03:00,-6.7,51,0.0,0.0,16.5,97
2022-01-12T04:00,-6.5,52,0.0,0.0,18.1,97
2022-01-12T05:00,-6.4,55,0.0,0.0,16.7,9
2022-01-12T06:00,-6.1,58,0.0,0.0,17.2,0
2022-01-12T07:00,-5.6,63,0.0,0.0,16.7,0
2022-01-12T08:00,-4.8,68,0.0,0.0,18.7,3
2022-01-12T09:00,-4.2,68,18.0,0.0,16.9,17
2022-01-12T10:00,-2.4,56,143.0,0.0,18.1,96
2022-01-12T11:00,-0.6,51,278.0,0.0,21.3,100
2022-01-12T12:00,0.9,47,372.0,0.0,22.0,100
2022-01-12T13:00,2.2,44,360.0,0.0,21.1,100
2022-01-12T14:00,3.2,41,336.0,0.0,19.1,79
2022-01-12T15:00,4.5,38,412.0,0.0,18.9,5
2022-01-12T16:00,4.7,38,296.0,0.0,17.5,32
2022-01-12T17:00,3.6,45,165.0,0.0,14.2,2
2022-01-12T18:00,1.2,58,30.0,0.0,12.6,32
2022-01-12T19:00,0.4,62,0.0,0.0,12.0,58
2022-01-12T20:00,-0.1,71,0.0,0.0,10.5,57
2022-01-12T21:00,-0.7,71,0.0,0.0,9.4,99
2022-01-12T22:00,-1.5,75,0.0,0.0,8.9,97
2022-01-12T23:00,-2.5,79,0.0,0.0,7.9,99
2022-01-13T00:00,-3.1,81,0.0,0.0,9.0,91
2022-01-13T01:00,-2.2,75,0.0,0.0,7.6,100
2022-01-13T02:00,-1.6,76,0.0,0.0,5.8,99
2022-01-13T03:00,-2.7,87,0.0,0.0,5.6,88
2022-01-13T04:00,-3.2,90,0.0,0.0,7.1,94
2022-01-13T05:00,-3.1,90,0.0,0.0,7.9,100
2022-01-13T06:00,-3.1,91,0.0,0.0,7.9,98
2022-01-13T07:00,-2.9,91,0.0,0.0,7.2,100
2022-01-13T08:00,-1.9,87,0.0,0.0,6.5,15
2022-01-13T09:00,-1.4,78,17.0,0.0,5.1,56
2022-01-13T10:00,0.6,64,134.0,0.0,4.7,10
2022-01-13T11:00,3.2,50,280.0,0.0,3.3,100
2022-01-13T12:00,4.6,49,291.0,0.0,6.2,63
2022-01-13T13:00,6.1,49,451.0,0.0,4.9,98
2022-01-13T14:00,6.9,49,449.0,0.0,7.7,100
2022-01-13T15:00,7.0,51,351.0,0.0,8.0,100
2022-01-13T16:00,6.4,56,191.0,0.0,6.3,100
2022-01-13T17:00,4.6,73,99.0,0.0,4.9,100
2022-01-13T18:00,3.8,76,22.0,0.0,7.0,100
2022-01-13T19:00,1.9,84,0.0,0.0,7.6,100
2022-01-13T20:00,0.9,86,0.0,0.0,6.7,100
2022-01-13T21:00,0.8,89,0.0,0.0,7.6,100
2022-01-13T22:00,0.6,91,0.0,0.0,7.9,100
2022-01-13T23:00,0.9,91,0.0,0.0,10.0,100
2022-01-14T00:00,0.9,90,0.0,0.0,11.6,100
2022-01-14T01:00,0.7,91,0.0,0.0,11.1,100
2022-01-14T02:00,0.8,92,0.0,0.0,13.0,100
2022-01-14T03:00,0.6,92,0.0,0.0,14.8,100
2022-01-14T04:00,0.7,92,0.0,0.0,17.3,100
2022-01-14T05:00,1.2,87,0.0,0.0,17.7,100
2022-01-14T06:00,1.7,83,0.0,0.0,18.7,100
2022-01-14T07:00,2.0,80,0.0,0.0,19.1,100
2022-01-14T08:00,1.8,80,0.0,0.0,18.0,100
2022-01-14T09:00,1.7,78,15.0,0.0,21.3,100
2022-01-14T10:00,3.1,69,105.0,0.0,24.8,100
2022-01-14T11:00,4.3,68,240.0,0.0,27.8,96
2022-01-14T12:00,5.2,67,380.0,0.0,32.9,100
2022-01-14T13:00,5.1,65,424.0,0.0,36.4,100
2022-01-14T14:00,4.6,63,352.0,0.0,34.6,100
2022-01-14T15:00,4.2,63,307.0,0.0,31.5,100
2022-01-14T16:00,3.7,63,265.0,0.0,28.8,100
2022-01-14T17:00,2.9,65,145.0,0.0,25.2,100
2022-01-14T18:00,1.8,65,31.0,0.0,22.3,90
2022-01-14T19:00,-0.0,66,0.0,0.0,24.5,33
2022-01-14T20:00,-0.2,68,0.0,0.0,16.6,2
2022-01-14T21:00,-1.1,68,0.0,0.0,18.4,31
2022-01-14T22:00,-2.5,66,0.0,0.0,22.2,39
2022-01-14T23:00,-4.4,62,0.0,0.0,26.0,67
2022-01-15T00:00,-5.3,61,0.0,0.0,22.1,0
2022-01-15T01:00,-6.2,57,0.0,0.0,22.9,10
2022-01-15T02:00,-7.6,52,0.0,0.0,22.9,0
2022-01-15T03:00,-8.8,46,0.0,0.0,22.4,0
2022-01-15T04:00,-9.8,43,0.0,0.0,22.3,12
2022-01-15T05:00,-10.3,41,0.0,0.0,22.1,0
2022-01-15T06:00,-10.7,39,0.0,0.0,20.4,4
2022-01-15T07:00,-11.0,37,0.0,0.0,17.9,2
2022-01-15T08:00,-10.5,38,0.0,0.0,16.4,29
2022-01-15T09:00,-10.8,40,21.0,0.0,13.3,6
2022-01-15T10:00,-9.8,39,156.0,0.0,13.7,27
2022-01-15T11:00,-9.1,37,308.0,0.0,15.2,74
2022-01-15T12:00,-8.1,33,423.0,0.0,13.9,65
2022-01-15T13:00,-7.0,31,485.0,0.0,15.1,99
2022-01-15T14:00,-5.9,28,488.0,0.0,15.5,100
2022-01-15T15:00,-5.4,26,392.0,0.0,14.1,77
2022-01-15T16:00,-5.1,25,287.0,0.0,12.2,100
2022-01-15T17:00,-5.3,23,146.0,0.0,11.3,100
2022-01-15T18:00,-5.9,25,34.0,0.0,8.3,99
2022-01-15T19:00,-6.2,28,0.0,0.0,9.4,99
2022-01-15T20:00,-7.4,30,0.0,0.0,9.7,64
2022-01-15T21:00,-8.1,33,0.0,0.0,7.9,80
2022-01-15T22:00,-8.5,34,0.0,0.0,11.9,29
2022-01-15T23:00,-9.2,33,0.0,0.0,16.2,0
2022-01-16T00:00,-10.0,33,0.0,0.0,16.9,0
2022-01-16T01:00,-10.6,34,0.0,0.0,16.2,0
2022-01-16T02:00,-11.1,37,0.0,0.0,14.9,0
2022-01-16T03:00,-11.6,40,0.0,0.0,13.8,0
2022-01-16T04:00,-12.0,41,0.0,0.0,13.3,0
2022-01-16T05:00,-12.1,42,0.0,0.0,11.2,0
2022-01-16T06:00,-12.2,42,0.0,0.0,12.7,0
2022-01-16T07:00,-12.4,43,0.0,0.0,12.5,0
2022-01-16T08:00,-13.1,50,0.0,0.0,10.2,27
2022-01-16T09:00,-12.8,49,22.0,0.0,8.9,17
2022-01-16T10:00,-10.8,43,165.0,0.0,9.1,32
2022-01-16T11:00,-8.2,42,291.0,0.0,9.4,98
2022-01-16T12:00,-6.5,45,242.0,0.0,12.9,100
2022-01-16T13:00,-5.0,52,230.0,0.0,13.8,100
2022-01-16T14:00,-3.4,56,213.0,0.0,10.5,100
2022-01-16T15:00,-1.9,64,151.0,0.0,16.6,100
2022-01-16T16:00,0.6,61,102.0,0.0,15.9,100
2022-01-16T17:00,0.2,65,52.0,0.0,14.3,100
2022-01-16T18:00,-1.9,72,9.0,0.0,15.9,100
2022-01-16T19:00,-2.0,75,0.0,0.0,14.5,100
2022-01-16T20:00,-3.0,88,0.0,0.3,19.3,100
2022-01-16T21:00,-1.1,89,0.0,1.2,21.2,100
2022-01-16T22:00,0.9,94,0.0,1.4,23.3,100
2022-01-16T23:00,2.1,94,0.0,1.7,30.0,100
2022-01-17T00:00,2.8,94,0.0,2.2,32.8,100
2022-01-17T01:00,3.8,93,0.0,2.3,36.4,100
2022-01-17T02:00,4.9,93,0.0,2.7,38.2,100
2022-01-17T03:00,5.2,93,0.0,5.2,39.3,100
2022-01-17T04:00,5.8,94,0.0,9.0,39.5,100
2022-01-17T05:00,6.8,95,0.0,9.4,34.8,100
2022-01-17T06:00,9.3,91,0.0,4.4,54.0,83
2022-01-17T07:00,5.7,89,0.0,0.0,21.9,100
2022-01-17T08:00,4.7,88,0.0,0.0,27.7,100
2022-01-17T09:00,3.8,89,9.0,0.0,18.8,100
2022-01-17T10:00,3.0,93,47.0,0.2,20.1,100
2022-01-17T11:00,2.8,91,55.0,0.1,20.0,21
2022-01-17T12:00,3.8,78,391.0,0.0,28.8,100
2022-01-17T13:00,3.0,76,174.0,0.1,30.3,100
2022-01-17T14:00,2.9,74,184.0,0.0,33.2,100
2022-01-17T15:00,2.8,71,157.0,0.0,30.6,100
2022-01-17T16:00,3.2,62,88.0,0.0,26.2,100
2022-01-17T17:00,3.2,61,47.0,0.0,23.9,100
2022-01-17T18:00,2.2,66,12.0,0.0,25.3,100
2022-01-17T19:00,1.7,70,0.0,0.1,25.2,100
2022-01-17T20:00,1.5,73,0.0,0.1,22.0,100
2022-01-17T21:00,1.0,74,0.0,0.0,19.7,86
2022-01-17T22:00,0.3,79,0.0,0.0,20.8,76
2022-01-17T23:00,0.7,66,0.0,0.0,28.3,94
2022-01-18T00:00,0.1,56,0.0,0.0,26.5,97
2022-01-18T01:00,-0.1,61,0.0,0.0,26.3,97
2022-01-18T02:00,-0.9,63,0.0,0.0,26.0,30
2022-01-18T03:00,-1.8,64,0.0,0.0,23.2,89
2022-01-18T04:00,-2.2,62,0.0,0.0,21.4,29
2022-01-18T05:00,-3.1,63,0.0,0.0,21.7,100
2022-01-18T06:00,-3.2,61,0.0,0.0,25.1,99
2022-01-18T07:00,-2.9,61,0.0,0.0,24.3,92
2022-01-18T08:00,-1.1,54,0.0,0.0,21.6,9
2022-01-18T09:00,-0.9,57,20.0,0.0,17.7,47
2022-01-18T10:00,0.6,56,149.0,0.0,16.7,86
2022-01-18T11:00,1.6,50,289.0,0.0,30.0,63
2022-01-18T12:00,1.7,50,245.0,0.0,30.7,99
2022-01-18T13:00,1.6,44,231.0,0.0,31.1,81
2022-01-18T14:00,2.0,42,352.0,0.0,30.3,35
2022-01-18T15:00,2.1,41,423.0,0.0,31.4,26
2022-01-18T16:00,1.6,42,314.0,0.0,28.3,25
2022-01-18T17:00,0.7,43,179.0,0.0,22.7,10
2022-01-18T18:00,-0.8,48,45.0,0.0,15.3,1
2022-01-18T19:00,-1.8,53,0.0,0.0,13.2,0
2022-01-18T20:00,-2.5,60,0.0,0.0,8.7,0
2022-01-18T21:00,-3.6,67,0.0,0.0,7.6,0
2022-01-18T22:00,-4.5,74,0.0,0.0,8.6,0
2022-01-18T23:00,-5.0,79,0.0,0.0,8.4,0
2022-01-19T00:00,-4.0,78,0.0,0.0,5.7,0
2022-01-19T01:00,-3.4,81,0.0,0.0,4.7,22
2022-01-19T02:00,-3.7,89,0.0,0.0,6.2,40
2022-01-19T03:00,-4.3,93,0.0,0.0,6.8,18
2022-01-19T04:00,-4.0,93,0.0,0.0,6.5,96
2022-01-19T05:00,-3.5,90,0.0,0.0,7.8,84
2022-01-19T06:00,-3.3,87,0.0,0.0,8.7,100
2022-01-19T07:00,-2.6,84,0.0,0.0,11.4,96
