temperature,cte,units
147.0,1.8437103739804622e-05,/°C
148.0,1.9175114996717947e-05,/°C
149.0,1.8547215600023756e-05,/°C
150.0,1.8777084858986107e-05,/°C
151.0,1.9678324183143658e-05,/°C
152.0,1.8711582113221793e-05,/°C
153.0,1.8655800654431155e-05,/°C
154.0,1.882795221451587e-05,/°C
155.0,1.8869461803004557e-05,/°C
156.0,1.89678930595232e-05,/°C
157.0,1.866289893248473e-05,/°C
158.0,1.921049012132566e-05,/°C
159.0,1.931441277010453e-05,/°C
160.0,1.819913859734953e-05,/°C
161.0,1.8810337741944497e-05,/°C
162.0,1.826562228177638e-05,/°C
163.0,1.9717227702346024e-05,/°C
164.0,1.8748692940443365e-05,/°C
165.0,1.831362865221704e-05,/°C
166.0,1.879393780751842e-05,/°C
167.0,1.861996568665694e-05,/°C
168.0,1.9335854418272753e-05,/°C
169.0,1.8991700904168064e-05,/°C
170.0,1.9386217536171216e-05,/°C
171.0,1.9032635066847976e-05,/°C
172.0,1.9347094147010588e-05,/°C
173.0,1.8663265567331364e-05,/°C
174.0,1.9019782248413186e-05,/°C
175.0,1.964098157821684e-05,/°C
176.0,2.0290838689662333e-05,/°C
177.0,1.89430725461174e-05,/°C
178.0,1.9597022286032265e-05,/°C
179.0,1.9610913774915828e-05,/°C
180.0,1.877768109957643e-05,/°C
181.0,1.9491000928447095e-05,/°C
182.0,1.9487296295300014e-05,/°C
183.0,1.833512142016924e-05,/°C
184.0,1.9326083431387e-05,/°C
185.0,1.8499956404676647e-05,/°C
186.0,1.8143150410531285e-05,/°C
187.0,1.9411834695199834e-05,/°C
188.0,1.9352268485336865e-05,/°C
189.0,1.934681018499544e-05,/°C
190.0,1.8622504502431726e-05,/°C
191.0,1.8890074608868376e-05,/°C
192.0,1.9269169863234235e-05,/°C
193.0,1.845550732712371e-05,/°C
194.0,1.899484848357555e-05,/°C
195.0,1.9263191233698702e-05,/°C
196.0,1.9571353942505075e-05,/°C
197.0,1.9634876518616554e-05,/°C
198.0,1.879549375374021e-05,/°C
199.0,1.9906691913864354e-05,/°C
200.0,1.9209514597616305e-05,/°C
201.0,1.934764350789727e-05,/°C
202.0,1.874140101964363e-05,/°C
203.0,1.926811909358161e-05,/°C
204.0,1.9680475632178572e-05,/°C
205.0,1.9076175429889326e-05,/°C
206.0,1.8319043401622853e-05,/°C
207.0,1.8605371370200046e-05,/°C
208.0,1.9609311617047804e-05,/°C
209.0,2.0054531051019648e-05,/°C
210.0,1.897706728922214e-05,/°C
211.0,1.976130122323411e-05,/°C
212.0,1.896942481301614e-05,/°C
213.0,1.9620161014887677e-05,/°C
214.0,2.0162809450794174e-05,/°C
215.0,1.876408981926741e-05,/°C
216.0,1.9766943838116604e-05,/°C
217.0,1.9031746681862473e-05,/°C
218.0,1.853706712512694e-05,/°C
219.0,2.011441348215202e-05,/°C
220.0,1.933115145184693e-05,/°C
221.0,1.8506230880671713e-05,/°C
222.0,1.8616183542830405e-05,/°C
223.0,1.919114403419745e-05,/°C
224.0,1.897726484458498e-05,/°C
225.0,1.9553361522121295e-05,/°C
226.0,1.8471470228319183e-05,/°C
227.0,1.987271080625888e-05,/°C
228.0,2.0049280534616595e-05,/°C
229.0,2.0139686444845225e-05,/°C
230.0,1.9158363967922802e-05,/°C
231.0,1.9630794799190726e-05,/°C
232.0,2.0209787840604213e-05,/°C
233.0,1.9578688724435397e-05,/°C
234.0,1.87249257345558e-05,/°C
235.0,1.9783729511114508e-05,/°C
236.0,1.9575996485710247e-05,/°C
237.0,2.0344350701920585e-05,/°C
238.0,1.966796557219247e-05,/°C
239.0,1.96501020230153e-05,/°C
240.0,1.979678711099993e-05,/°C
241.0,1.9432375075620376e-05,/°C
242.0,2.0123703368897312e-05,/°C
243.0,2.0318779423117486e-05,/°C
244.0,1.925060126624037e-05,/°C
245.0,2.0007776817398113e-05,/°C
246.0,1.9947745068365403e-05,/°C
247.0,1.9777206518943108e-05,/°C
248.0,2.004813860019728e-05,/°C
249.0,1.956661738168555e-05,/°C
250.0,1.965888626597193e-05,/°C
251.0,2.104316553219063e-05,/°C
252.0,1.9800693495947683e-05,/°C
253.0,2.05827274253024e-05,/°C
254.0,2.024745502353981e-05,/°C
255.0,1.9578727657439e-05,/°C
256.0,1.9808775921071756e-05,/°C
257.0,1.985198369436429e-05,/°C
258.0,2.0734286338960584e-05,/°C
259.0,1.9612402689775945e-05,/°C
260.0,2.033718582347508e-05,/°C
261.0,2.093570785814987e-05,/°C
262.0,2.071350972016819e-05,/°C
263.0,2.0824978514527122e-05,/°C
264.0,1.9722596678382432e-05,/°C
265.0,2.0104221303384048e-05,/°C
266.0,2.030219883884741e-05,/°C
267.0,2.103370663974746e-05,/°C
268.0,1.992754744530968e-05,/°C
269.0,2.0869532068065445e-05,/°C
270.0,2.0666515885573092e-05,/°C
271.0,2.0525690068995592e-05,/°C
272.0,2.0135378590314642e-05,/°C
273.0,1.9404296023162227e-05,/°C
274.0,2.072541756060699e-05,/°C
275.0,1.9557597654649108e-05,/°C
276.0,2.0153843162645685e-05,/°C
277.0,2.004257603865115e-05,/°C
278.0,2.1561402634637313e-05,/°C
279.0,2.070458743786331e-05,/°C
280.0,2.1490619154059094e-05,/°C
281.0,2.063406767688951e-05,/°C
282.0,2.1481064336648686e-05,/°C
283.0,1.9887701279698887e-05,/°C
284.0,2.0937514237537372e-05,/°C
285.0,2.0752410705077464e-05,/°C
286.0,2.0645148474419184e-05,/°C
287.0,2.1450805772750436e-05,/°C
288.0,2.1213216269659758e-05,/°C
289.0,1.9848440028655976e-05,/°C
290.0,2.0191079420150578e-05,/°C
291.0,2.0688646302892276e-05,/°C
292.0,2.0768316196909484e-05,/°C
293.0,2.015630827535813e-05,/°C
294.0,2.0534833493273986e-05,/°C
295.0,2.0157013571104927e-05,/°C
296.0,1.9938652988845312e-05,/°C
297.0,2.1261184173222407e-05,/°C
298.0,2.045579088087986e-05,/°C
299.0,2.0865907474792127e-05,/°C
300.0,2.0916411479799064e-05,/°C
301.0,2.034489434753471e-05,/°C
302.0,2.1008642970800218e-05,/°C
303.0,2.1253514181085904e-05,/°C
304.0,2.1561922039955453e-05,/°C
305.0,2.0046487428933517e-05,/°C
306.0,2.0856641422951426e-05,/°C
307.0,2.068478118718444e-05,/°C
308.0,2.0287621760090036e-05,/°C
309.0,2.089771068881162e-05,/°C
310.0,2.1316026129781468e-05,/°C
311.0,2.1054326623731356e-05,/°C
312.0,2.1750126171722304e-05,/°C
313.0,2.063181336979651e-05,/°C
314.0,2.1596487239830708e-05,/°C
315.0,2.036439912484793e-05,/°C
316.0,2.1317339195428807e-05,/°C
317.0,2.0841707281937278e-05,/°C
318.0,2.053224975876108e-05,/°C
319.0,2.0776849082950904e-05,/°C
320.0,2.0705150432238307e-05,/°C
321.0,2.130844255152532e-05,/°C
322.0,2.081412748525783e-05,/°C
323.0,2.053603834483888e-05,/°C
324.0,2.094070079679385e-05,/°C
325.0,2.133431103341819e-05,/°C
326.0,2.0576803137331587e-05,/°C
327.0,2.0820125459880648e-05,/°C
328.0,2.1112770396903535e-05,/°C
329.0,2.094609357132106e-05,/°C
330.0,2.0598316602835455e-05,/°C
331.0,2.102750339128479e-05,/°C
332.0,2.0591077262566906e-05,/°C
333.0,2.1359937317256644e-05,/°C
334.0,2.1043739613464842e-05,/°C
335.0,2.1522777236741098e-05,/°C
336.0,2.1189479191911218e-05,/°C
337.0,2.037291456820682e-05,/°C
338.0,2.1354298487243906e-05,/°C
339.0,2.2228056074209666e-05,/°C
340.0,2.1971316685173338e-05,/°C
341.0,2.1324204112062546e-05,/°C
342.0,2.0602023740682617e-05,/°C
343.0,2.1260847170285264e-05,/°C
344.0,2.1418149125177854e-05,/°C
345.0,2.1550010510530504e-05,/°C
346.0,2.148308721969121e-05,/°C
347.0,2.11673471061555e-05,/°C
348.0,2.1140363029086055e-05,/°C
349.0,2.092570641128331e-05,/°C
350.0,2.082118681450219e-05,/°C
351.0,2.114890870685216e-05,/°C
352.0,2.0749283574969395e-05,/°C
353.0,2.1435767155154097e-05,/°C
354.0,2.1903449160711388e-05,/°C
355.0,2.2232008523614126e-05,/°C
356.0,2.092371023838333e-05,/°C
357.0,2.0651955656414344e-05,/°C
358.0,2.1626984501377556e-05,/°C
359.0,2.173255022946249e-05,/°C
360.0,2.1339588114749578e-05,/°C
361.0,2.072696463002578e-05,/°C
362.0,2.0449807552284233e-05,/°C
363.0,2.1838384756483787e-05,/°C
364.0,2.136249295033552e-05,/°C
365.0,2.215320479301687e-05,/°C
366.0,2.079529013019694e-05,/°C
367.0,2.1358112191185864e-05,/°C
368.0,2.2056039799468426e-05,/°C
369.0,2.126956816901059e-05,/°C
370.0,2.207828575201775e-05,/°C
371.0,2.2017263167944393e-05,/°C
372.0,2.2028492222624662e-05,/°C
373.0,2.138239098527638e-05,/°C
374.0,2.1729497988606445e-05,/°C
375.0,2.1291279069104675e-05,/°C
376.0,2.1825988663162265e-05,/°C
377.0,2.0863912444468347e-05,/°C
378.0,2.242309431824539e-05,/°C
379.0,2.1573100450758685e-05,/°C
380.0,2.143459955849193e-05,/°C
381.0,2.2700428160559697e-05,/°C
382.0,2.190583977407574e-05,/°C
383.0,2.1337582840907782e-05,/°C
384.0,2.195902281162336e-05,/°C
385.0,2.0277944035211876e-05,/°C
386.0,2.222248212617821e-05,/°C
387.0,2.2472234179322466e-05,/°C
388.0,2.09518439010548e-05,/°C
389.0,2.1054218964652215e-05,/°C
390.0,2.164145581079269e-05,/°C
391.0,2.1434907841263687e-05,/°C
392.0,2.2000999603822346e-05,/°C
393.0,2.116390271891754e-05,/°C
394.0,2.1545478772499996e-05,/°C
395.0,2.1985675128360505e-05,/°C
396.0,2.2015187609632553e-05,/°C
397.0,2.1383204525476343e-05,/°C
398.0,2.199572609006529e-05,/°C
399.0,2.120298413962931e-05,/°C
400.0,2.149426688328068e-05,/°C
401.0,2.3971756812770864e-05,/°C
402.0,2.4310197586963215e-05,/°C
403.0,2.3799651947351008e-05,/°C
404.0,2.3199194121470877e-05,/°C
405.0,2.414898239997416e-05,/°C
406.0,2.411981097009941e-05,/°C
407.0,2.393697078938394e-05,/°C
408.0,2.480068437507981e-05,/°C
409.0,2.4640188338767645e-05,/°C
410.0,2.4690668187370742e-05,/°C
411.0,2.3718367109889687e-05,/°C
412.0,2.3990529596073622e-05,/°C
413.0,2.3824084835515577e-05,/°C
414.0,2.5214768194967042e-05,/°C
415.0,2.521472048596029e-05,/°C
416.0,2.463820380629515e-05,/°C
417.0,2.513463615279547e-05,/°C
418.0,2.4483574675027877e-05,/°C
419.0,2.4696987864407364e-05,/°C
420.0,2.4409874579243122e-05,/°C
421.0,2.448394552679433e-05,/°C
422.0,2.4713819032867222e-05,/°C
423.0,2.456095285994173e-05,/°C
424.0,2.4195521156042486e-05,/°C
425.0,2.4743775738158815e-05,/°C
426.0,2.439600821131454e-05,/°C
427.0,2.4147337205476132e-05,/°C
428.0,2.4032077487180883e-05,/°C
429.0,2.5224352731350185e-05,/°C
430.0,2.5560505714571367e-05,/°C
431.0,2.4799672024617602e-05,/°C
432.0,2.600814079554402e-05,/°C
433.0,2.4956727061051402e-05,/°C
434.0,2.6136873500998362e-05,/°C
435.0,2.4912105800517345e-05,/°C
436.0,2.5130141919918134e-05,/°C
437.0,2.4744271138396426e-05,/°C
438.0,2.5804800847753624e-05,/°C
439.0,2.6298938863913623e-05,/°C
440.0,2.50691160986201e-05,/°C
441.0,2.6005487511075697e-05,/°C
442.0,2.592429182826199e-05,/°C
443.0,2.5600622338422575e-05,/°C
444.0,2.5451652248173075e-05,/°C
445.0,2.5813736099200845e-05,/°C
446.0,2.5996460906850354e-05,/°C
447.0,2.543542442840341e-05,/°C
448.0,2.5260048289573046e-05,/°C
449.0,2.602959506402758e-05,/°C
450.0,2.5481196871355503e-05,/°C
451.0,2.6726499950887504e-05,/°C
452.0,2.6200995830219765e-05,/°C
453.0,2.651584899903633e-05,/°C
454.0,2.6340779489528786e-05,/°C
455.0,2.6006066283312394e-05,/°C
456.0,2.690317239476047e-05,/°C
457.0,2.532467201440706e-05,/°C
458.0,2.59841849606761e-05,/°C
459.0,2.7166020802986318e-05,/°C
460.0,2.6792548362022223e-05,/°C
461.0,2.6413279821442855e-05,/°C
462.0,2.6860903975137804e-05,/°C
463.0,2.6375877903563635e-05,/°C
464.0,2.687763617910784e-05,/°C
465.0,2.689587047766747e-05,/°C
466.0,2.5007259656466196e-05,/°C
467.0,2.6788684441301515e-05,/°C
468.0,2.6415343014478722e-05,/°C
469.0,2.7571181447449765e-05,/°C
470.0,2.6695030399989442e-05,/°C
471.0,2.6422854339817226e-05,/°C
472.0,2.736705425407901e-05,/°C
473.0,2.7515706416840137e-05,/°C
474.0,2.65356404979617e-05,/°C
475.0,2.676002922287354e-05,/°C
476.0,2.688154227022258e-05,/°C
477.0,2.7786344331462016e-05,/°C
478.0,2.6678692185016686e-05,/°C
479.0,2.7889096385893994e-05,/°C
480.0,2.8409290836363912e-05,/°C
481.0,2.7839492045975635e-05,/°C
482.0,2.7903855862698326e-05,/°C
483.0,2.7350657203711154e-05,/°C
484.0,2.744773035964816e-05,/°C
485.0,2.7343418254783362e-05,/°C
486.0,2.7396381854713045e-05,/°C
487.0,2.754556579657223e-05,/°C
488.0,2.7174764627225032e-05,/°C
489.0,2.7503854583276974e-05,/°C
490.0,2.8207853532128665e-05,/°C
491.0,2.818906302531079e-05,/°C
492.0,2.7261798001717862e-05,/°C
493.0,2.8175910683588372e-05,/°C
494.0,2.8628275182228605e-05,/°C
495.0,2.7133446147576256e-05,/°C
496.0,2.74711881642779e-05,/°C
497.0,2.763793557180499e-05,/°C
498.0,2.8388091273540307e-05,/°C
499.0,2.9470008982790176e-05,/°C
500.0,2.867975450066516e-05,/°C
501.0,2.8854273784293646e-05,/°C
502.0,2.915528214045649e-05,/°C
503.0,2.8426252549512104e-05,/°C
504.0,2.913788774840131e-05,/°C
505.0,2.8765827469047834e-05,/°C
506.0,2.8769623585574726e-05,/°C
507.0,2.9349149828693692e-05,/°C
508.0,2.8229571740571005e-05,/°C
509.0,2.897266511346197e-05,/°C
510.0,2.976732699502506e-05,/°C
511.0,2.891670741246894e-05,/°C
512.0,3.0151659975195896e-05,/°C
513.0,2.9458929562883503e-05,/°C
514.0,2.8992287608920827e-05,/°C
515.0,2.998711171299144e-05,/°C
516.0,2.943179832423465e-05,/°C
517.0,2.9840403093498442e-05,/°C
518.0,2.9944287576658084e-05,/°C
519.0,3.014097108610561e-05,/°C
520.0,2.9534111964824584e-05,/°C
521.0,3.0256208037030267e-05,/°C
522.0,2.994056665396974e-05,/°C
523.0,3.083398043781784e-05,/°C
524.0,3.0017920112222715e-05,/°C
525.0,3.0571099263558815e-05,/°C
526.0,3.042069850212922e-05,/°C
527.0,3.014703227526825e-05,/°C
528.0,3.096754677816724e-05,/°C
529.0,3.067437523373895e-05,/°C
530.0,3.0029984316477047e-05,/°C
531.0,3.1441566537300416e-05,/°C
532.0,3.0418555812064517e-05,/°C
533.0,3.060280906735625e-05,/°C
534.0,3.157428407468963e-05,/°C
535.0,3.121216868685507e-05,/°C
536.0,3.2134248793871594e-05,/°C
537.0,3.092406621125528e-05,/°C
538.0,3.19183963217143e-05,/°C
539.0,3.186638588679745e-05,/°C
540.0,3.2023150999285336e-05,/°C
541.0,3.2530120758467396e-05,/°C
542.0,3.194063363797366e-05,/°C
543.0,3.2132946165748936e-05,/°C
544.0,3.332241947763349e-05,/°C
545.0,3.18860108516032e-05,/°C
546.0,3.1841388022823516e-05,/°C
547.0,3.256289175554754e-05,/°C
548.0,3.272861237730123e-05,/°C
549.0,3.1624918134082895e-05,/°C
550.0,3.290579155107846e-05,/°C
551.0,3.2146162017830196e-05,/°C
552.0,3.2865708627625076e-05,/°C
553.0,3.2511951734679376e-05,/°C
554.0,3.335664808669129e-05,/°C
555.0,3.250563786926139e-05,/°C
556.0,3.317809105053695e-05,/°C
557.0,3.436296557214904e-05,/°C
558.0,3.404366660428881e-05,/°C
559.0,3.418592997726001e-05,/°C
560.0,3.363040318167237e-05,/°C
561.0,3.5068260517096804e-05,/°C
562.0,3.440409889862736e-05,/°C
563.0,3.42897208254498e-05,/°C
564.0,3.496040359826111e-05,/°C
565.0,3.378297738798653e-05,/°C
566.0,3.4466470194912375e-05,/°C
567.0,3.493883913164916e-05,/°C
568.0,3.557687920138398e-05,/°C
569.0,3.524983927635799e-05,/°C
570.0,3.51560325525146e-05,/°C
571.0,3.509010715203161e-05,/°C
572.0,3.524235772005171e-05,/°C
573.0,3.5754752924942036e-05,/°C
574.0,3.617235659532916e-05,/°C
575.0,3.6263920020935244e-05,/°C
576.0,3.581502827114737e-05,/°C
577.0,3.610691269192959e-05,/°C
578.0,3.568570764782685e-05,/°C
579.0,3.6352523473753047e-05,/°C
580.0,3.567068037297976e-05,/°C
581.0,3.666112607876035e-05,/°C
582.0,3.717981649295902e-05,/°C
583.0,3.690688661626034e-05,/°C
584.0,3.743323958902446e-05,/°C
585.0,3.7445717466414924e-05,/°C
586.0,3.767674641210579e-05,/°C
587.0,3.736190305502469e-05,/°C
588.0,3.748912756781328e-05,/°C
589.0,3.806151885028977e-05,/°C
590.0,3.7931196533609794e-05,/°C
591.0,3.830701904620137e-05,/°C
592.0,3.808342756801755e-05,/°C
593.0,3.785248655219981e-05,/°C
594.0,3.7960925340924635e-05,/°C
595.0,3.855856476311951e-05,/°C
596.0,3.814156738506713e-05,/°C
597.0,3.7565612580712024e-05,/°C
598.0,3.978390836236377e-05,/°C
599.0,3.9793193092861765e-05,/°C
600.0,3.9152285892454656e-05,/°C
